o_node,d_node,origin,destination,travel_time,iteration,edge_type
1506-0-4-30,1002-0-99-99,1506,1002,78.0,0,Frequent Bus Route
1126-0-4-30,1006-0-99-99,1126,1006,109.0,0,Frequent Bus Route
1243-0-4-30,1021-0-99-99,1243,1021,57.0,0,Frequent Bus Route
1382-0-4-30,1021-0-99-99,1382,1021,109.0,0,Frequent Bus Route
1571-0-4-30,1021-0-99-99,1571,1021,127.0,0,Frequent Bus Route
1232-0-4-30,1022-0-99-99,1232,1022,61.0,0,Frequent Bus Route
1175-0-4-30,1023-0-99-99,1175,1023,59.0,0,Frequent Bus Route
1018-0-4-30,1034-0-99-99,1018,1034,33.0,0,Frequent Bus Route
1518-0-4-30,1034-0-99-99,1518,1034,117.0,0,Frequent Bus Route
1590-0-4-30,1034-0-99-99,1590,1034,126.0,0,Frequent Bus Route
1250-0-4-30,1035-0-99-99,1250,1035,61.0,0,Frequent Bus Route
1214-0-4-30,1036-0-99-99,1214,1036,117.0,0,Frequent Bus Route
1219-0-4-30,1036-0-99-99,1219,1036,114.0,0,Frequent Bus Route
1574-0-4-30,1036-0-99-99,1574,1036,172.0,0,Frequent Bus Route
1591-0-4-30,1036-0-99-99,1591,1036,126.0,0,Frequent Bus Route
1131-0-4-30,1037-0-99-99,1131,1037,97.0,0,Frequent Bus Route
1238-0-4-30,1037-0-99-99,1238,1037,79.0,0,Frequent Bus Route
1285-0-4-30,1037-0-99-99,1285,1037,52.0,0,Frequent Bus Route
1406-0-4-30,1037-0-99-99,1406,1037,128.0,0,Frequent Bus Route
1131-0-4-30,1038-0-99-99,1131,1038,90.0,0,Frequent Bus Route
1389-0-4-30,1038-0-99-99,1389,1038,115.0,0,Frequent Bus Route
1422-0-4-30,1038-0-99-99,1422,1038,90.0,0,Frequent Bus Route
1559-0-4-30,1038-0-99-99,1559,1038,127.0,0,Frequent Bus Route
1076-0-4-30,1042-0-99-99,1076,1042,34.0,0,Frequent Bus Route
1245-0-4-30,1042-0-99-99,1245,1042,60.0,0,Frequent Bus Route
1090-0-4-30,1043-0-99-99,1090,1043,36.0,0,Frequent Bus Route
1427-0-4-30,1043-0-99-99,1427,1043,106.0,0,Frequent Bus Route
1250-0-4-30,1045-0-99-99,1250,1045,44.0,0,Frequent Bus Route
1214-0-4-30,1046-0-99-99,1214,1046,107.0,0,Frequent Bus Route
1411-0-4-30,1046-0-99-99,1411,1046,107.0,0,Frequent Bus Route
1313-0-4-30,1047-0-99-99,1313,1047,74.0,0,Frequent Bus Route
1520-0-4-30,1047-0-99-99,1520,1047,60.0,0,Frequent Bus Route
1574-0-4-30,1049-0-99-99,1574,1049,168.0,0,Frequent Bus Route
1252-0-4-30,1050-0-99-99,1252,1050,44.0,0,Frequent Bus Route
1522-0-4-30,1050-0-99-99,1522,1050,117.0,0,Frequent Bus Route
1280-0-4-30,1051-0-99-99,1280,1051,43.0,0,Frequent Bus Route
1328-0-4-30,1051-0-99-99,1328,1051,86.0,0,Frequent Bus Route
1266-0-4-30,1052-0-99-99,1266,1052,48.0,0,Frequent Bus Route
1447-0-4-30,1052-0-99-99,1447,1052,126.0,0,Frequent Bus Route
1464-0-4-30,1052-0-99-99,1464,1052,121.0,0,Frequent Bus Route
1495-0-4-30,1052-0-99-99,1495,1052,129.0,0,Frequent Bus Route
1538-0-4-30,1052-0-99-99,1538,1052,64.0,0,Frequent Bus Route
1591-0-4-30,1055-0-99-99,1591,1055,130.0,0,Frequent Bus Route
1425-0-4-30,1056-0-99-99,1425,1056,116.0,0,Frequent Bus Route
1444-0-4-30,1056-0-99-99,1444,1056,122.0,0,Frequent Bus Route
1619-0-4-30,1056-0-99-99,1619,1056,127.0,0,Frequent Bus Route
