o_node,d_node,origin,destination,travel_time,iteration,edge_type
1506-0-4-5,1002-0-99-99,1506,1002,67.0,0,Streetcar Route
1126-0-4-5,1006-0-99-99,1126,1006,77.0,0,Streetcar Route
1243-0-4-5,1021-0-99-99,1243,1021,82.0,0,Streetcar Route
1382-0-4-5,1021-0-99-99,1382,1021,103.0,0,Streetcar Route
1571-0-4-5,1021-0-99-99,1571,1021,152.0,0,Streetcar Route
1232-0-4-5,1022-0-99-99,1232,1022,86.0,0,Streetcar Route
1175-0-4-5,1023-0-99-99,1175,1023,52.0,0,Streetcar Route
1018-0-4-5,1034-0-99-99,1018,1034,33.0,0,Streetcar Route
1518-0-4-5,1034-0-99-99,1518,1034,118.0,0,Streetcar Route
1590-0-4-5,1034-0-99-99,1590,1034,118.0,0,Streetcar Route
1250-0-4-5,1035-0-99-99,1250,1035,68.0,0,Streetcar Route
1214-0-4-5,1036-0-99-99,1214,1036,44.0,0,Streetcar Route
1219-0-4-5,1036-0-99-99,1219,1036,111.0,0,Streetcar Route
1574-0-4-5,1036-0-99-99,1574,1036,197.0,0,Streetcar Route
1591-0-4-5,1036-0-99-99,1591,1036,111.0,0,Streetcar Route
1131-0-4-5,1037-0-99-99,1131,1037,122.0,0,Streetcar Route
1238-0-4-5,1037-0-99-99,1238,1037,71.0,0,Streetcar Route
1285-0-4-5,1037-0-99-99,1285,1037,47.0,0,Streetcar Route
1406-0-4-5,1037-0-99-99,1406,1037,122.0,0,Streetcar Route
1131-0-4-5,1038-0-99-99,1131,1038,115.0,0,Streetcar Route
1389-0-4-5,1038-0-99-99,1389,1038,140.0,0,Streetcar Route
1422-0-4-5,1038-0-99-99,1422,1038,84.0,0,Streetcar Route
1559-0-4-5,1038-0-99-99,1559,1038,98.0,0,Streetcar Route
1076-0-4-5,1042-0-99-99,1076,1042,40.0,0,Streetcar Route
1245-0-4-5,1042-0-99-99,1245,1042,55.0,0,Streetcar Route
1090-0-4-5,1043-0-99-99,1090,1043,46.0,0,Streetcar Route
1427-0-4-5,1043-0-99-99,1427,1043,99.0,0,Streetcar Route
1250-0-4-5,1045-0-99-99,1250,1045,44.0,0,Streetcar Route
1214-0-4-5,1046-0-99-99,1214,1046,32.0,0,Streetcar Route
1411-0-4-5,1046-0-99-99,1411,1046,101.0,0,Streetcar Route
1313-0-4-5,1047-0-99-99,1313,1047,99.0,0,Streetcar Route
1520-0-4-5,1047-0-99-99,1520,1047,55.0,0,Streetcar Route
1574-0-4-5,1049-0-99-99,1574,1049,193.0,0,Streetcar Route
1252-0-4-5,1050-0-99-99,1252,1050,52.0,0,Streetcar Route
1522-0-4-5,1050-0-99-99,1522,1050,96.0,0,Streetcar Route
1280-0-4-5,1051-0-99-99,1280,1051,40.0,0,Streetcar Route
1328-0-4-5,1051-0-99-99,1328,1051,59.0,0,Streetcar Route
1266-0-4-5,1052-0-99-99,1266,1052,46.0,0,Streetcar Route
1447-0-4-5,1052-0-99-99,1447,1052,141.0,0,Streetcar Route
1464-0-4-5,1052-0-99-99,1464,1052,141.0,0,Streetcar Route
1495-0-4-5,1052-0-99-99,1495,1052,151.0,0,Streetcar Route
1538-0-4-5,1052-0-99-99,1538,1052,64.0,0,Streetcar Route
1591-0-4-5,1055-0-99-99,1591,1055,116.0,0,Streetcar Route
1425-0-4-5,1056-0-99-99,1425,1056,132.0,0,Streetcar Route
1444-0-4-5,1056-0-99-99,1444,1056,117.0,0,Streetcar Route
1619-0-4-5,1056-0-99-99,1619,1056,137.0,0,Streetcar Route
1200-0-4-5,1057-0-99-99,1200,1057,40.0,0,Streetcar Route
1277-0-4-5,1057-0-99-99,1277,1057,49.0,0,Streetcar Route
1539-0-4-5,1057-0-99-99,1539,1057,75.0,0,Streetcar Route
1601-0-4-5,1057-0-99-99,1601,1057,149.0,0,Streetcar Route
1122-0-4-5,1058-0-99-99,1122,1058,55.0,0,Streetcar Route
1270-0-4-5,1058-0-99-99,1270,1058,51.0,0,Streetcar Route
1450-0-4-5,1058-0-99-99,1450,1058,123.0,0,Streetcar Route
1411-0-4-5,1059-0-99-99,1411,1059,136.0,0,Streetcar Route
1090-0-4-5,1060-0-99-99,1090,1060,34.0,0,Streetcar Route
1484-0-4-5,1062-0-99-99,1484,1062,138.0,0,Streetcar Route
1544-0-4-5,1063-0-99-99,1544,1063,83.0,0,Streetcar Route
1621-0-4-5,1063-0-99-99,1621,1063,144.0,0,Streetcar Route
1110-0-4-5,1065-0-99-99,1110,1065,22.0,0,Streetcar Route
1122-0-4-5,1065-0-99-99,1122,1065,46.0,0,Streetcar Route
1202-0-4-5,1065-0-99-99,1202,1065,40.0,0,Streetcar Route
1424-0-4-5,1065-0-99-99,1424,1065,76.0,0,Streetcar Route
1572-0-4-5,1065-0-99-99,1572,1065,206.0,0,Streetcar Route
1122-0-4-5,1066-0-99-99,1122,1066,46.0,0,Streetcar Route
1263-0-4-5,1067-0-99-99,1263,1067,50.0,0,Streetcar Route
1120-0-4-5,1068-0-99-99,1120,1068,52.0,0,Streetcar Route
1330-0-4-5,1068-0-99-99,1330,1068,113.0,0,Streetcar Route
1602-0-4-5,1068-0-99-99,1602,1068,149.0,0,Streetcar Route
1606-0-4-5,1068-0-99-99,1606,1068,100.0,0,Streetcar Route
1483-0-4-5,1070-0-99-99,1483,1070,88.0,0,Streetcar Route
1510-0-4-5,1076-0-99-99,1510,1076,112.0,0,Streetcar Route
1600-0-4-5,1076-0-99-99,1600,1076,154.0,0,Streetcar Route
1039-0-4-5,1078-0-99-99,1039,1078,43.0,0,Streetcar Route
1524-0-4-5,1078-0-99-99,1524,1078,127.0,0,Streetcar Route
1562-0-4-5,1078-0-99-99,1562,1078,150.0,0,Streetcar Route
1365-0-4-5,1080-0-99-99,1365,1080,102.0,0,Streetcar Route
1143-0-4-5,1085-0-99-99,1143,1085,90.0,0,Streetcar Route
1513-0-4-5,1090-0-99-99,1513,1090,127.0,0,Streetcar Route
1132-0-4-5,1104-0-99-99,1132,1104,76.0,0,Streetcar Route
1389-0-4-5,1113-0-99-99,1389,1113,126.0,0,Streetcar Route
1286-0-4-5,1114-0-99-99,1286,1114,44.0,0,Streetcar Route
1022-0-4-5,1116-0-99-99,1022,1116,39.0,0,Streetcar Route
1400-0-4-5,1118-0-99-99,1400,1118,109.0,0,Streetcar Route
1116-0-4-5,1124-0-99-99,1116,1124,29.0,0,Streetcar Route
1412-0-4-5,1139-0-99-99,1412,1139,66.0,0,Streetcar Route
1524-0-4-5,1141-0-99-99,1524,1141,142.0,0,Streetcar Route
1046-0-4-5,1142-0-99-99,1046,1142,73.0,0,Streetcar Route
1130-0-4-5,1145-0-99-99,1130,1145,35.0,0,Streetcar Route
1153-0-4-5,1146-0-99-99,1153,1146,50.0,0,Streetcar Route
1382-0-4-5,1150-0-99-99,1382,1150,118.0,0,Streetcar Route
1133-0-4-5,1156-0-99-99,1133,1156,56.0,0,Streetcar Route
1572-0-4-5,1157-0-99-99,1572,1157,221.0,0,Streetcar Route
1544-0-4-5,1160-0-99-99,1544,1160,93.0,0,Streetcar Route
1176-0-4-5,1168-0-99-99,1176,1168,43.0,0,Streetcar Route
1212-0-4-5,1170-0-99-99,1212,1170,63.0,0,Streetcar Route
1588-0-4-5,1180-0-99-99,1588,1180,135.0,0,Streetcar Route
1595-0-4-5,1187-0-99-99,1595,1187,98.0,0,Streetcar Route
1186-0-4-5,1202-0-99-99,1186,1202,30.0,0,Streetcar Route
1223-0-4-5,1203-0-99-99,1223,1203,68.0,0,Streetcar Route
1139-0-4-5,1211-0-99-99,1139,1211,77.0,0,Streetcar Route
1166-0-4-5,1218-0-99-99,1166,1218,75.0,0,Streetcar Route
1523-0-4-5,1218-0-99-99,1523,1218,59.0,0,Streetcar Route
1554-0-4-5,1218-0-99-99,1554,1218,89.0,0,Streetcar Route
1620-0-4-5,1220-0-99-99,1620,1220,70.0,0,Streetcar Route
1197-0-4-5,1227-0-99-99,1197,1227,34.0,0,Streetcar Route
1233-0-4-5,1227-0-99-99,1233,1227,53.0,0,Streetcar Route
