o_node,d_node,origin,destination,travel_time,iteration,edge_type
1506-0-4-25,1002-0-99-99,1506,1002,83.0,0,Inner Subway Station
1126-0-4-25,1006-0-99-99,1126,1006,114.0,0,Inner Subway Station
1243-0-4-25,1021-0-99-99,1243,1021,62.0,0,Inner Subway Station
1382-0-4-25,1021-0-99-99,1382,1021,83.0,0,Inner Subway Station
1571-0-4-25,1021-0-99-99,1571,1021,132.0,0,Inner Subway Station
1232-0-4-25,1022-0-99-99,1232,1022,66.0,0,Inner Subway Station
1175-0-4-25,1023-0-99-99,1175,1023,64.0,0,Inner Subway Station
1018-0-4-25,1034-0-99-99,1018,1034,27.0,0,Inner Subway Station
1518-0-4-25,1034-0-99-99,1518,1034,98.0,0,Inner Subway Station
1590-0-4-25,1034-0-99-99,1590,1034,131.0,0,Inner Subway Station
1250-0-4-25,1035-0-99-99,1250,1035,66.0,0,Inner Subway Station
1214-0-4-25,1036-0-99-99,1214,1036,122.0,0,Inner Subway Station
1219-0-4-25,1036-0-99-99,1219,1036,119.0,0,Inner Subway Station
1574-0-4-25,1036-0-99-99,1574,1036,177.0,0,Inner Subway Station
1591-0-4-25,1036-0-99-99,1591,1036,131.0,0,Inner Subway Station
1131-0-4-25,1037-0-99-99,1131,1037,102.0,0,Inner Subway Station
1238-0-4-25,1037-0-99-99,1238,1037,84.0,0,Inner Subway Station
1285-0-4-25,1037-0-99-99,1285,1037,57.0,0,Inner Subway Station
1406-0-4-25,1037-0-99-99,1406,1037,121.0,0,Inner Subway Station
1131-0-4-25,1038-0-99-99,1131,1038,95.0,0,Inner Subway Station
1389-0-4-25,1038-0-99-99,1389,1038,120.0,0,Inner Subway Station
1422-0-4-25,1038-0-99-99,1422,1038,95.0,0,Inner Subway Station
1559-0-4-25,1038-0-99-99,1559,1038,132.0,0,Inner Subway Station
1076-0-4-25,1042-0-99-99,1076,1042,39.0,0,Inner Subway Station
1245-0-4-25,1042-0-99-99,1245,1042,65.0,0,Inner Subway Station
1090-0-4-25,1043-0-99-99,1090,1043,41.0,0,Inner Subway Station
1427-0-4-25,1043-0-99-99,1427,1043,79.0,0,Inner Subway Station
1250-0-4-25,1045-0-99-99,1250,1045,49.0,0,Inner Subway Station
1214-0-4-25,1046-0-99-99,1214,1046,112.0,0,Inner Subway Station
1411-0-4-25,1046-0-99-99,1411,1046,112.0,0,Inner Subway Station
1313-0-4-25,1047-0-99-99,1313,1047,79.0,0,Inner Subway Station
