0:41:00.544706,0,0,22929194,Bus Route
0:45:41.904538,10,10,22929107,Bus Route
0:50:21.948642,20,20,22929060,Bus Route
0:55:01.960236,30,50,22928874,Bus Route
0:59:42.373902,40,100,22928621,Bus Route
1:04:22.200966,50,150,22928413,Bus Route
1:09:03.516290,60,250,22927976,Bus Route
1:13:43.889950,70,350,22927511,Bus Route
1:18:25.947405,80,525,22926742,Bus Route
1:23:13.642348,90,775,22923330,Bus Route
1:28:06.766744,100,1025,22920699,Bus Route
1:33:02.703131,110,1525,22916442,Bus Route
1:37:55.775017,120,2025,22909166,Bus Route
1:42:50.626215,130,2525,22898826,Bus Route
1:47:42.485388,140,3025,22888993,Bus Route
1:52:28.012952,0,0,22929194,Inner Subway Station
1:57:06.922355,10,10,22927994,Inner Subway Station
2:01:50.711113,20,20,22926737,Inner Subway Station
2:06:40.947502,30,50,22923021,Inner Subway Station
2:10:46.389037,0,0,22929194,Outer Subway Station
2:15:29.246631,10,10,22927980,Outer Subway Station
2:20:21.109305,20,20,22926906,Outer Subway Station
2:25:26.956431,30,50,22924683,Outer Subway Station
2:25:54.372738,0,0,22929194,Frequent Bus Route
2:30:28.629326,10,10,22928078,Frequent Bus Route
2:35:03.460513,20,20,22927642,Frequent Bus Route
2:39:39.389393,30,50,22925684,Frequent Bus Route
2:44:18.812885,40,100,22922565,Frequent Bus Route
2:48:56.067999,50,150,22919703,Frequent Bus Route
2:53:37.103774,60,250,22912160,Frequent Bus Route
2:58:15.673117,70,350,22905363,Frequent Bus Route
3:03:02.948987,80,525,22893952,Frequent Bus Route
3:07:53.592446,90,775,22878406,Frequent Bus Route
3:08:19.650516,0,0,22929194,Streetcar Route
3:12:55.239336,10,10,22928420,Streetcar Route
3:17:26.068823,20,20,22927834,Streetcar Route
3:21:54.555397,30,50,22925969,Streetcar Route
3:26:28.991516,40,100,22922150,Streetcar Route
3:30:21.854345,50,150,22918525,Streetcar Route
