0:41:02.304014,0,0,22929194,Bus Route
0:45:32.847950,10,10,22929107,Bus Route
0:50:06.770479,20,20,22929060,Bus Route
0:54:37.530953,30,50,22928874,Bus Route
0:59:11.784040,40,100,22928621,Bus Route
1:03:52.218210,50,150,22928413,Bus Route
1:08:34.577718,60,250,22927976,Bus Route
1:13:16.773695,70,350,22927511,Bus Route
1:18:00.141387,80,525,22926742,Bus Route
1:22:46.170532,90,775,22923330,Bus Route
1:27:43.915237,100,1025,22920699,Bus Route
1:32:51.501167,110,1525,22916442,Bus Route
1:37:54.164735,120,2025,22909166,Bus Route
1:42:59.314739,130,2525,22898826,Bus Route
1:48:02.673929,140,3025,22888993,Bus Route
1:52:56.329917,0,0,22929194,Inner Subway Station
1:57:21.661439,10,10,22927994,Inner Subway Station
2:01:51.068675,20,20,22926737,Inner Subway Station
2:06:23.679473,30,50,22923021,Inner Subway Station
2:10:03.389997,0,0,22929194,Outer Subway Station
2:14:33.017772,10,10,22927980,Outer Subway Station
2:19:08.809628,20,20,22926906,Outer Subway Station
2:23:48.541676,30,50,22924683,Outer Subway Station
2:24:14.669256,0,0,22929194,Frequent Bus Route
2:28:39.786241,10,10,22928078,Frequent Bus Route
2:33:10.705742,20,20,22927642,Frequent Bus Route
2:37:41.951301,30,50,22925684,Frequent Bus Route
2:42:17.448106,40,100,22922565,Frequent Bus Route
2:46:44.629453,50,150,22919703,Frequent Bus Route
2:51:10.902139,60,250,22912160,Frequent Bus Route
2:55:41.626607,70,350,22905363,Frequent Bus Route
3:00:17.592495,80,525,22893952,Frequent Bus Route
3:05:05.318442,90,775,22878406,Frequent Bus Route
3:05:30.426344,0,0,22929194,Streetcar Route
3:09:44.996480,10,10,22928420,Streetcar Route
3:13:59.370581,20,20,22927834,Streetcar Route
3:18:12.692997,30,50,22925969,Streetcar Route
3:22:27.907246,40,100,22922150,Streetcar Route
3:26:45.778961,50,150,22918525,Streetcar Route
