o_node,d_node,origin,destination,travel_time,iteration,edge_type
1506-0-4-14,1002-0-99-99,1506,1002,94.0,0,Bus Route
1126-0-4-14,1006-0-99-99,1126,1006,105.0,0,Bus Route
1243-0-4-14,1021-0-99-99,1243,1021,73.0,0,Bus Route
1382-0-4-14,1021-0-99-99,1382,1021,94.0,0,Bus Route
1571-0-4-14,1021-0-99-99,1571,1021,143.0,0,Bus Route
1232-0-4-14,1022-0-99-99,1232,1022,77.0,0,Bus Route
1175-0-4-14,1023-0-99-99,1175,1023,75.0,0,Bus Route
1018-0-4-14,1034-0-99-99,1018,1034,27.0,0,Bus Route
1518-0-4-14,1034-0-99-99,1518,1034,109.0,0,Bus Route
1590-0-4-14,1034-0-99-99,1590,1034,109.0,0,Bus Route
1250-0-4-14,1035-0-99-99,1250,1035,66.0,0,Bus Route
1214-0-4-14,1036-0-99-99,1214,1036,125.0,0,Bus Route
1219-0-4-14,1036-0-99-99,1219,1036,102.0,0,Bus Route
1574-0-4-14,1036-0-99-99,1574,1036,188.0,0,Bus Route
1591-0-4-14,1036-0-99-99,1591,1036,142.0,0,Bus Route
1131-0-4-14,1037-0-99-99,1131,1037,113.0,0,Bus Route
1238-0-4-14,1037-0-99-99,1238,1037,95.0,0,Bus Route
1285-0-4-14,1037-0-99-99,1285,1037,38.0,0,Bus Route
1406-0-4-14,1037-0-99-99,1406,1037,132.0,0,Bus Route
1131-0-4-14,1038-0-99-99,1131,1038,106.0,0,Bus Route
1389-0-4-14,1038-0-99-99,1389,1038,131.0,0,Bus Route
1422-0-4-14,1038-0-99-99,1422,1038,75.0,0,Bus Route
1559-0-4-14,1038-0-99-99,1559,1038,89.0,0,Bus Route
1076-0-4-14,1042-0-99-99,1076,1042,45.0,0,Bus Route
1245-0-4-14,1042-0-99-99,1245,1042,76.0,0,Bus Route
1090-0-4-14,1043-0-99-99,1090,1043,52.0,0,Bus Route
1427-0-4-14,1043-0-99-99,1427,1043,90.0,0,Bus Route
1250-0-4-14,1045-0-99-99,1250,1045,45.0,0,Bus Route
1214-0-4-14,1046-0-99-99,1214,1046,92.0,0,Bus Route
1411-0-4-14,1046-0-99-99,1411,1046,123.0,0,Bus Route
1313-0-4-14,1047-0-99-99,1313,1047,90.0,0,Bus Route
1520-0-4-14,1047-0-99-99,1520,1047,76.0,0,Bus Route
1574-0-4-14,1049-0-99-99,1574,1049,184.0,0,Bus Route
1252-0-4-14,1050-0-99-99,1252,1050,57.0,0,Bus Route
1522-0-4-14,1050-0-99-99,1522,1050,87.0,0,Bus Route
1280-0-4-14,1051-0-99-99,1280,1051,49.0,0,Bus Route
1328-0-4-14,1051-0-99-99,1328,1051,102.0,0,Bus Route
1266-0-4-14,1052-0-99-99,1266,1052,37.0,0,Bus Route
1447-0-4-14,1052-0-99-99,1447,1052,132.0,0,Bus Route
1464-0-4-14,1052-0-99-99,1464,1052,137.0,0,Bus Route
