o_node,d_node,origin,destination,travel_time,iteration,edge_type
1506-0-4-14,1002-0-99-99,1506,1002,94.0,0,Frequent Bus Route
1126-0-4-14,1006-0-99-99,1126,1006,105.0,0,Frequent Bus Route
1243-0-4-14,1021-0-99-99,1243,1021,73.0,0,Frequent Bus Route
1382-0-4-14,1021-0-99-99,1382,1021,94.0,0,Frequent Bus Route
1571-0-4-14,1021-0-99-99,1571,1021,143.0,0,Frequent Bus Route
1232-0-4-14,1022-0-99-99,1232,1022,77.0,0,Frequent Bus Route
1175-0-4-14,1023-0-99-99,1175,1023,75.0,0,Frequent Bus Route
1018-0-4-14,1034-0-99-99,1018,1034,27.0,0,Frequent Bus Route
1518-0-4-14,1034-0-99-99,1518,1034,109.0,0,Frequent Bus Route
1590-0-4-14,1034-0-99-99,1590,1034,109.0,0,Frequent Bus Route
1250-0-4-14,1035-0-99-99,1250,1035,66.0,0,Frequent Bus Route
1214-0-4-14,1036-0-99-99,1214,1036,125.0,0,Frequent Bus Route
1219-0-4-14,1036-0-99-99,1219,1036,102.0,0,Frequent Bus Route
1574-0-4-14,1036-0-99-99,1574,1036,188.0,0,Frequent Bus Route
1591-0-4-14,1036-0-99-99,1591,1036,142.0,0,Frequent Bus Route
1131-0-4-14,1037-0-99-99,1131,1037,113.0,0,Frequent Bus Route
1238-0-4-14,1037-0-99-99,1238,1037,95.0,0,Frequent Bus Route
1285-0-4-14,1037-0-99-99,1285,1037,38.0,0,Frequent Bus Route
1406-0-4-14,1037-0-99-99,1406,1037,132.0,0,Frequent Bus Route
1131-0-4-14,1038-0-99-99,1131,1038,106.0,0,Frequent Bus Route
1389-0-4-14,1038-0-99-99,1389,1038,131.0,0,Frequent Bus Route
1422-0-4-14,1038-0-99-99,1422,1038,75.0,0,Frequent Bus Route
1559-0-4-14,1038-0-99-99,1559,1038,89.0,0,Frequent Bus Route
1076-0-4-14,1042-0-99-99,1076,1042,45.0,0,Frequent Bus Route
1245-0-4-14,1042-0-99-99,1245,1042,76.0,0,Frequent Bus Route
1090-0-4-14,1043-0-99-99,1090,1043,52.0,0,Frequent Bus Route
1427-0-4-14,1043-0-99-99,1427,1043,90.0,0,Frequent Bus Route
1250-0-4-14,1045-0-99-99,1250,1045,45.0,0,Frequent Bus Route
1214-0-4-14,1046-0-99-99,1214,1046,92.0,0,Frequent Bus Route
1411-0-4-14,1046-0-99-99,1411,1046,123.0,0,Frequent Bus Route
1313-0-4-14,1047-0-99-99,1313,1047,90.0,0,Frequent Bus Route
1520-0-4-14,1047-0-99-99,1520,1047,76.0,0,Frequent Bus Route
1574-0-4-14,1049-0-99-99,1574,1049,184.0,0,Frequent Bus Route
1252-0-4-14,1050-0-99-99,1252,1050,57.0,0,Frequent Bus Route
1522-0-4-14,1050-0-99-99,1522,1050,87.0,0,Frequent Bus Route
1280-0-4-14,1051-0-99-99,1280,1051,49.0,0,Frequent Bus Route
1328-0-4-14,1051-0-99-99,1328,1051,102.0,0,Frequent Bus Route
1266-0-4-14,1052-0-99-99,1266,1052,37.0,0,Frequent Bus Route
1447-0-4-14,1052-0-99-99,1447,1052,132.0,0,Frequent Bus Route
1464-0-4-14,1052-0-99-99,1464,1052,137.0,0,Frequent Bus Route
1495-0-4-14,1052-0-99-99,1495,1052,145.0,0,Frequent Bus Route
1538-0-4-14,1052-0-99-99,1538,1052,64.0,0,Frequent Bus Route
1591-0-4-14,1055-0-99-99,1591,1055,146.0,0,Frequent Bus Route
1425-0-4-14,1056-0-99-99,1425,1056,123.0,0,Frequent Bus Route
1444-0-4-14,1056-0-99-99,1444,1056,132.0,0,Frequent Bus Route
1619-0-4-14,1056-0-99-99,1619,1056,128.0,0,Frequent Bus Route
1200-0-4-14,1057-0-99-99,1200,1057,129.0,0,Frequent Bus Route
1277-0-4-14,1057-0-99-99,1277,1057,40.0,0,Frequent Bus Route
1539-0-4-14,1057-0-99-99,1539,1057,72.0,0,Frequent Bus Route
1601-0-4-14,1057-0-99-99,1601,1057,140.0,0,Frequent Bus Route
1122-0-4-14,1058-0-99-99,1122,1058,76.0,0,Frequent Bus Route
1270-0-4-14,1058-0-99-99,1270,1058,42.0,0,Frequent Bus Route
1450-0-4-14,1058-0-99-99,1450,1058,131.0,0,Frequent Bus Route
1411-0-4-14,1059-0-99-99,1411,1059,132.0,0,Frequent Bus Route
1090-0-4-14,1060-0-99-99,1090,1060,42.0,0,Frequent Bus Route
1484-0-4-14,1062-0-99-99,1484,1062,129.0,0,Frequent Bus Route
1544-0-4-14,1063-0-99-99,1544,1063,116.0,0,Frequent Bus Route
1621-0-4-14,1063-0-99-99,1621,1063,150.0,0,Frequent Bus Route
1110-0-4-14,1065-0-99-99,1110,1065,37.0,0,Frequent Bus Route
1122-0-4-14,1065-0-99-99,1122,1065,67.0,0,Frequent Bus Route
1202-0-4-14,1065-0-99-99,1202,1065,42.0,0,Frequent Bus Route
1424-0-4-14,1065-0-99-99,1424,1065,105.0,0,Frequent Bus Route
1572-0-4-14,1065-0-99-99,1572,1065,197.0,0,Frequent Bus Route
1122-0-4-14,1066-0-99-99,1122,1066,67.0,0,Frequent Bus Route
1263-0-4-14,1067-0-99-99,1263,1067,58.0,0,Frequent Bus Route
1120-0-4-14,1068-0-99-99,1120,1068,73.0,0,Frequent Bus Route
1330-0-4-14,1068-0-99-99,1330,1068,104.0,0,Frequent Bus Route
1602-0-4-14,1068-0-99-99,1602,1068,140.0,0,Frequent Bus Route
1606-0-4-14,1068-0-99-99,1606,1068,140.0,0,Frequent Bus Route
1483-0-4-14,1070-0-99-99,1483,1070,79.0,0,Frequent Bus Route
1510-0-4-14,1076-0-99-99,1510,1076,103.0,0,Frequent Bus Route
1600-0-4-14,1076-0-99-99,1600,1076,145.0,0,Frequent Bus Route
1039-0-4-14,1078-0-99-99,1039,1078,41.0,0,Frequent Bus Route
1524-0-4-14,1078-0-99-99,1524,1078,118.0,0,Frequent Bus Route
