0:44:31.188613,0,0,22929194
0:49:14.782024,10,500,22914786
0:54:26.238838,20,1000,22900113
0:59:57.655666,30,1500,22884922
1:05:36.014715,40,2000,22871177
1:11:27.173018,50,2500,22857039
1:17:44.060847,60,3000,22843841
1:24:41.310280,70,3500,22828236
1:31:51.465486,80,4000,22813910
1:39:01.393149,90,4500,22800563
0:01:27.532419,0,0,22929194
0:05:51.655945,10,500,22914674
0:10:51.216999,20,1000,22900075
0:15:54.517810,30,1500,22886250
0:21:04.979264,40,2000,22870941
0:26:16.404391,50,2500,22856943
0:31:29.034743,60,3000,22843079
0:36:43.612105,70,3500,22829107
0:42:12.660936,80,4000,22813692
0:47:33.359925,90,4500,22800916
