0:41:48.129585,0,0,22929194
0:46:12.750594,10,10,22929107
0:50:37.182570,20,20,22928945
0:55:06.971478,30,30,22928434
0:59:54.560481,40,40,22928148
1:04:41.990955,50,50,22927990
1:09:28.467266,60,100,22927002
1:14:15.215121,70,150,22926052
1:19:10.185907,80,200,22924951
1:24:07.103531,90,250,22924652
1:29:09.998695,100,300,22923703
1:34:12.691323,110,550,22920789
1:39:19.004581,120,800,22917088
1:44:33.296226,130,1050,22909878
1:49:49.849765,140,1300,22905246
1:55:15.370862,150,1550,22896919
2:00:51.535311,160,2050,22884071
2:06:28.113330,170,2550,22867132
2:12:16.101834,180,3050,22851208
2:17:58.011782,190,3550,22831888
2:23:44.540532,200,4050,22817438
0:01:27.273324,0,0,22929194
0:05:30.246914,10,10,22929107
0:09:31.641763,20,20,22928945
0:13:40.763676,30,30,22928434
0:17:43.545464,40,40,22928148
0:21:50.001771,50,50,22927990
0:26:01.300875,60,100,22927002
0:30:32.337381,70,150,22926052
0:34:57.662071,80,200,22924951
0:39:18.794956,90,250,22924652
0:43:48.299822,100,300,22923703
0:48:20.475701,110,550,22920789
0:52:48.592984,120,800,22917088
0:57:21.523033,130,1050,22909878
1:01:57.949935,140,1300,22905246
1:06:46.538307,150,1550,22896920
1:11:46.628880,160,2050,22884071
1:16:34.345106,170,2550,22867663
1:21:52.489619,180,3050,22851195
1:27:17.311162,190,3550,22831888
1:32:34.619194,200,4050,22817438
