o_node,d_node,origin,destination,travel_time,iteration,edge_type
1270-0-20-37,1003-0-99-99,1270,1003,17.0,0,Inner Subway Station
1552-0-20-37,1011-0-99-99,1552,1011,87.0,0,Inner Subway Station
1043-0-20-37,1014-0-99-99,1043,1014,43.0,0,Inner Subway Station
1211-0-20-37,1014-0-99-99,1211,1014,58.0,0,Inner Subway Station
1490-0-20-37,1014-0-99-99,1490,1014,70.0,0,Inner Subway Station
1036-0-20-37,1015-0-99-99,1036,1015,20.0,0,Inner Subway Station
1046-0-20-37,1015-0-99-99,1046,1015,35.0,0,Inner Subway Station
1049-0-20-37,1015-0-99-99,1049,1015,35.0,0,Inner Subway Station
1057-0-20-37,1015-0-99-99,1057,1015,23.0,0,Inner Subway Station
1072-0-20-37,1015-0-99-99,1072,1015,38.0,0,Inner Subway Station
1184-0-20-37,1015-0-99-99,1184,1015,50.0,0,Inner Subway Station
1272-0-20-37,1015-0-99-99,1272,1015,25.0,0,Inner Subway Station
1075-0-20-37,1016-0-99-99,1075,1016,42.0,0,Inner Subway Station
1254-0-20-37,1016-0-99-99,1254,1016,39.0,0,Inner Subway Station
1025-0-20-37,1017-0-99-99,1025,1017,18.0,0,Inner Subway Station
1038-0-20-37,1017-0-99-99,1038,1017,22.0,0,Inner Subway Station
1068-0-20-37,1017-0-99-99,1068,1017,30.0,0,Inner Subway Station
1070-0-20-37,1017-0-99-99,1070,1017,42.0,0,Inner Subway Station
1269-0-20-37,1017-0-99-99,1269,1017,29.0,0,Inner Subway Station
1270-0-20-37,1017-0-99-99,1270,1017,26.0,0,Inner Subway Station
1560-0-20-37,1017-0-99-99,1560,1017,76.0,0,Inner Subway Station
1025-0-20-37,1018-0-99-99,1025,1018,21.0,0,Inner Subway Station
1037-0-20-37,1018-0-99-99,1037,1018,21.0,0,Inner Subway Station
1443-0-20-37,1018-0-99-99,1443,1018,67.0,0,Inner Subway Station
1036-0-20-37,1019-0-99-99,1036,1019,32.0,0,Inner Subway Station
1094-0-20-37,1019-0-99-99,1094,1019,42.0,0,Inner Subway Station
1019-0-20-37,1021-0-99-99,1019,1021,20.0,0,Inner Subway Station
1036-0-20-37,1021-0-99-99,1036,1021,30.0,0,Inner Subway Station
1038-0-20-37,1021-0-99-99,1038,1021,20.0,0,Inner Subway Station
1044-0-20-37,1021-0-99-99,1044,1021,26.0,0,Inner Subway Station
1051-0-20-37,1021-0-99-99,1051,1021,27.0,0,Inner Subway Station
1052-0-20-37,1021-0-99-99,1052,1021,27.0,0,Inner Subway Station
1054-0-20-37,1021-0-99-99,1054,1021,30.0,0,Inner Subway Station
1071-0-20-37,1021-0-99-99,1071,1021,26.0,0,Inner Subway Station
1073-0-20-37,1021-0-99-99,1073,1021,26.0,0,Inner Subway Station
1091-0-20-37,1021-0-99-99,1091,1021,44.0,0,Inner Subway Station
1122-0-20-37,1021-0-99-99,1122,1021,45.0,0,Inner Subway Station
1157-0-20-37,1021-0-99-99,1157,1021,52.0,0,Inner Subway Station
1180-0-20-37,1021-0-99-99,1180,1021,45.0,0,Inner Subway Station
1210-0-20-37,1021-0-99-99,1210,1021,37.0,0,Inner Subway Station
1301-0-20-37,1021-0-99-99,1301,1021,56.0,0,Inner Subway Station
1423-0-20-37,1021-0-99-99,1423,1021,45.0,0,Inner Subway Station
1481-0-20-37,1021-0-99-99,1481,1021,67.0,0,Inner Subway Station
1490-0-20-37,1021-0-99-99,1490,1021,49.0,0,Inner Subway Station
1063-0-20-37,1022-0-99-99,1063,1022,33.0,0,Inner Subway Station
1085-0-20-37,1022-0-99-99,1085,1022,56.0,0,Inner Subway Station
1093-0-20-37,1022-0-99-99,1093,1022,34.0,0,Inner Subway Station
1105-0-20-37,1022-0-99-99,1105,1022,38.0,0,Inner Subway Station
1201-0-20-37,1022-0-99-99,1201,1022,40.0,0,Inner Subway Station
1211-0-20-37,1022-0-99-99,1211,1022,43.0,0,Inner Subway Station
1321-0-20-37,1022-0-99-99,1321,1022,59.0,0,Inner Subway Station
1211-0-20-37,1023-0-99-99,1211,1023,46.0,0,Inner Subway Station
1084-0-20-37,1024-0-99-99,1084,1024,41.0,0,Inner Subway Station
1269-0-20-37,1024-0-99-99,1269,1024,33.0,0,Inner Subway Station
1391-0-20-37,1024-0-99-99,1391,1024,87.0,0,Inner Subway Station
1081-0-20-37,1024-0-99-99,1081,1024,24.0,0,Inner Subway Station
1038-0-20-37,1025-0-99-99,1038,1025,21.0,0,Inner Subway Station
1045-0-20-37,1025-0-99-99,1045,1025,33.0,0,Inner Subway Station
1047-0-20-37,1025-0-99-99,1047,1025,30.0,0,Inner Subway Station
1052-0-20-37,1025-0-99-99,1052,1025,17.0,0,Inner Subway Station
1071-0-20-37,1025-0-99-99,1071,1025,34.0,0,Inner Subway Station
1227-0-20-37,1025-0-99-99,1227,1025,61.0,0,Inner Subway Station
1270-0-20-37,1025-0-99-99,1270,1025,27.0,0,Inner Subway Station
1525-0-20-37,1025-0-99-99,1525,1025,66.0,0,Inner Subway Station
1067-0-20-37,1026-0-99-99,1067,1026,26.0,0,Inner Subway Station
1069-0-20-37,1026-0-99-99,1069,1026,35.0,0,Inner Subway Station
1071-0-20-37,1026-0-99-99,1071,1026,35.0,0,Inner Subway Station
1203-0-20-37,1026-0-99-99,1203,1026,35.0,0,Inner Subway Station
1227-0-20-37,1026-0-99-99,1227,1026,66.0,0,Inner Subway Station
1365-0-20-37,1026-0-99-99,1365,1026,71.0,0,Inner Subway Station
1040-0-20-37,1034-0-99-99,1040,1034,24.0,0,Inner Subway Station
1077-0-20-37,1034-0-99-99,1077,1034,30.0,0,Inner Subway Station
1104-0-20-37,1034-0-99-99,1104,1034,45.0,0,Inner Subway Station
1130-0-20-37,1034-0-99-99,1130,1034,66.0,0,Inner Subway Station
1195-0-20-37,1034-0-99-99,1195,1034,51.0,0,Inner Subway Station
1267-0-20-37,1034-0-99-99,1267,1034,36.0,0,Inner Subway Station
1273-0-20-37,1034-0-99-99,1273,1034,41.0,0,Inner Subway Station
1377-0-20-37,1034-0-99-99,1377,1034,90.0,0,Inner Subway Station
1043-0-20-37,1035-0-99-99,1043,1035,23.0,0,Inner Subway Station
1244-0-20-37,1035-0-99-99,1244,1035,72.0,0,Inner Subway Station
1053-0-20-37,1036-0-99-99,1053,1036,16.0,0,Inner Subway Station
1093-0-20-37,1036-0-99-99,1093,1036,40.0,0,Inner Subway Station
1607-0-20-37,1036-0-99-99,1607,1036,90.0,0,Inner Subway Station
1020-0-20-37,1037-0-99-99,1020,1037,27.0,0,Inner Subway Station
1070-0-20-37,1037-0-99-99,1070,1037,31.0,0,Inner Subway Station
1071-0-20-37,1037-0-99-99,1071,1037,33.0,0,Inner Subway Station
1187-0-20-37,1037-0-99-99,1187,1037,33.0,0,Inner Subway Station
1366-0-20-37,1037-0-99-99,1366,1037,80.0,0,Inner Subway Station
1523-0-20-37,1037-0-99-99,1523,1037,49.0,0,Inner Subway Station
1043-0-20-37,1038-0-99-99,1043,1038,19.0,0,Inner Subway Station
1045-0-20-37,1038-0-99-99,1045,1038,25.0,0,Inner Subway Station
1050-0-20-37,1038-0-99-99,1050,1038,5.0,0,Inner Subway Station
1055-0-20-37,1038-0-99-99,1055,1038,22.0,0,Inner Subway Station
1090-0-20-37,1038-0-99-99,1090,1038,33.0,0,Inner Subway Station
1126-0-20-37,1038-0-99-99,1126,1038,53.0,0,Inner Subway Station
1202-0-20-37,1038-0-99-99,1202,1038,31.0,0,Inner Subway Station
1211-0-20-37,1038-0-99-99,1211,1038,38.0,0,Inner Subway Station
1212-0-20-37,1038-0-99-99,1212,1038,41.0,0,Inner Subway Station
1391-0-20-37,1038-0-99-99,1391,1038,80.0,0,Inner Subway Station
1022-0-20-37,1039-0-99-99,1022,1039,11.0,0,Inner Subway Station
1059-0-20-37,1039-0-99-99,1059,1039,27.0,0,Inner Subway Station
1204-0-20-37,1039-0-99-99,1204,1039,25.0,0,Inner Subway Station
1250-0-20-37,1039-0-99-99,1250,1039,43.0,0,Inner Subway Station
1448-0-20-37,1039-0-99-99,1448,1039,40.0,0,Inner Subway Station
1451-0-20-37,1039-0-99-99,1451,1039,53.0,0,Inner Subway Station
1016-0-20-37,1040-0-99-99,1016,1040,30.0,0,Inner Subway Station
1041-0-20-37,1040-0-99-99,1041,1040,15.0,0,Inner Subway Station
1070-0-20-37,1040-0-99-99,1070,1040,23.0,0,Inner Subway Station
1258-0-20-37,1040-0-99-99,1258,1040,36.0,0,Inner Subway Station
1271-0-20-37,1040-0-99-99,1271,1040,26.0,0,Inner Subway Station
1038-0-20-37,1041-0-99-99,1038,1041,16.0,0,Inner Subway Station
1052-0-20-37,1041-0-99-99,1052,1041,22.0,0,Inner Subway Station
1093-0-20-37,1041-0-99-99,1093,1041,33.0,0,Inner Subway Station
1101-0-20-37,1041-0-99-99,1101,1041,33.0,0,Inner Subway Station
1186-0-20-37,1041-0-99-99,1186,1041,36.0,0,Inner Subway Station
1391-0-20-37,1041-0-99-99,1391,1041,80.0,0,Inner Subway Station
1443-0-20-37,1041-0-99-99,1443,1041,52.0,0,Inner Subway Station
1493-0-20-37,1041-0-99-99,1493,1041,72.0,0,Inner Subway Station
1019-0-20-37,1042-0-99-99,1019,1042,32.0,0,Inner Subway Station
1052-0-20-37,1042-0-99-99,1052,1042,20.0,0,Inner Subway Station
1066-0-20-37,1042-0-99-99,1066,1042,30.0,0,Inner Subway Station
1068-0-20-37,1042-0-99-99,1068,1042,27.0,0,Inner Subway Station
1116-0-20-37,1042-0-99-99,1116,1042,33.0,0,Inner Subway Station
1139-0-20-37,1042-0-99-99,1139,1042,59.0,0,Inner Subway Station
1266-0-20-37,1042-0-99-99,1266,1042,42.0,0,Inner Subway Station
1299-0-20-37,1042-0-99-99,1299,1042,63.0,0,Inner Subway Station
1308-0-20-37,1042-0-99-99,1308,1042,63.0,0,Inner Subway Station
1051-0-20-37,1043-0-99-99,1051,1043,20.0,0,Inner Subway Station
1055-0-20-37,1043-0-99-99,1055,1043,27.0,0,Inner Subway Station
1186-0-20-37,1043-0-99-99,1186,1043,34.0,0,Inner Subway Station
1054-0-20-37,1044-0-99-99,1054,1044,25.0,0,Inner Subway Station
1034-0-20-37,1045-0-99-99,1034,1045,32.0,0,Inner Subway Station
1040-0-20-37,1045-0-99-99,1040,1045,21.0,0,Inner Subway Station
1055-0-20-37,1045-0-99-99,1055,1045,26.0,0,Inner Subway Station
1072-0-20-37,1045-0-99-99,1072,1045,22.0,0,Inner Subway Station
1076-0-20-37,1045-0-99-99,1076,1045,38.0,0,Inner Subway Station
1115-0-20-37,1045-0-99-99,1115,1045,33.0,0,Inner Subway Station
1282-0-20-37,1045-0-99-99,1282,1045,30.0,0,Inner Subway Station
1287-0-20-37,1045-0-99-99,1287,1045,55.0,0,Inner Subway Station
1025-0-20-37,1046-0-99-99,1025,1046,27.0,0,Inner Subway Station
1037-0-20-37,1046-0-99-99,1037,1046,23.0,0,Inner Subway Station
1038-0-20-37,1046-0-99-99,1038,1046,17.0,0,Inner Subway Station
1051-0-20-37,1046-0-99-99,1051,1046,15.0,0,Inner Subway Station
1053-0-20-37,1046-0-99-99,1053,1046,21.0,0,Inner Subway Station
1059-0-20-37,1046-0-99-99,1059,1046,27.0,0,Inner Subway Station
1067-0-20-37,1046-0-99-99,1067,1046,28.0,0,Inner Subway Station
1075-0-20-37,1046-0-99-99,1075,1046,29.0,0,Inner Subway Station
1107-0-20-37,1046-0-99-99,1107,1046,32.0,0,Inner Subway Station
1119-0-20-37,1046-0-99-99,1119,1046,35.0,0,Inner Subway Station
1204-0-20-37,1046-0-99-99,1204,1046,24.0,0,Inner Subway Station
1066-0-20-37,1047-0-99-99,1066,1047,23.0,0,Inner Subway Station
1204-0-20-37,1048-0-99-99,1204,1048,24.0,0,Inner Subway Station
1211-0-20-37,1048-0-99-99,1211,1048,36.0,0,Inner Subway Station
1391-0-20-37,1048-0-99-99,1391,1048,74.0,0,Inner Subway Station
1581-0-20-37,1049-0-99-99,1581,1049,79.0,0,Inner Subway Station
1096-0-20-37,1050-0-99-99,1096,1050,34.0,0,Inner Subway Station
1411-0-20-37,1051-0-99-99,1411,1051,68.0,0,Inner Subway Station
1066-0-20-37,1052-0-99-99,1066,1052,18.0,0,Inner Subway Station
1067-0-20-37,1052-0-99-99,1067,1052,17.0,0,Inner Subway Station
1210-0-20-37,1052-0-99-99,1210,1052,35.0,0,Inner Subway Station
1278-0-20-37,1052-0-99-99,1278,1052,32.0,0,Inner Subway Station
1548-0-20-37,1052-0-99-99,1548,1052,69.0,0,Inner Subway Station
1063-0-20-37,1053-0-99-99,1063,1053,21.0,0,Inner Subway Station
1467-0-20-37,1056-0-99-99,1467,1056,65.0,0,Inner Subway Station
1522-0-20-37,1058-0-99-99,1522,1058,67.0,0,Inner Subway Station
1052-0-20-37,1059-0-99-99,1052,1059,18.0,0,Inner Subway Station
1054-0-20-37,1059-0-99-99,1054,1059,14.0,0,Inner Subway Station
1591-0-20-37,1059-0-99-99,1591,1059,85.0,0,Inner Subway Station
1071-0-20-37,1060-0-99-99,1071,1060,31.0,0,Inner Subway Station
1039-0-20-37,1061-0-99-99,1039,1061,30.0,0,Inner Subway Station
1071-0-20-37,1061-0-99-99,1071,1061,34.0,0,Inner Subway Station
1089-0-20-37,1061-0-99-99,1089,1061,40.0,0,Inner Subway Station
1037-0-20-37,1062-0-99-99,1037,1062,31.0,0,Inner Subway Station
1052-0-20-37,1062-0-99-99,1052,1062,26.0,0,Inner Subway Station
1064-0-20-37,1062-0-99-99,1064,1062,11.0,0,Inner Subway Station
1079-0-20-37,1062-0-99-99,1079,1062,15.0,0,Inner Subway Station
1110-0-20-37,1062-0-99-99,1110,1062,36.0,0,Inner Subway Station
1205-0-20-37,1062-0-99-99,1205,1062,39.0,0,Inner Subway Station
1071-0-20-37,1063-0-99-99,1071,1063,30.0,0,Inner Subway Station
1041-0-20-37,1064-0-99-99,1041,1064,38.0,0,Inner Subway Station
1046-0-20-37,1064-0-99-99,1046,1064,35.0,0,Inner Subway Station
1051-0-20-37,1064-0-99-99,1051,1064,33.0,0,Inner Subway Station
1069-0-20-37,1064-0-99-99,1069,1064,32.0,0,Inner Subway Station
1073-0-20-37,1064-0-99-99,1073,1064,32.0,0,Inner Subway Station
1075-0-20-37,1064-0-99-99,1075,1064,29.0,0,Inner Subway Station
1211-0-20-37,1064-0-99-99,1211,1064,54.0,0,Inner Subway Station
1271-0-20-37,1064-0-99-99,1271,1064,40.0,0,Inner Subway Station
1037-0-20-37,1065-0-99-99,1037,1065,27.0,0,Inner Subway Station
1043-0-20-37,1065-0-99-99,1043,1065,30.0,0,Inner Subway Station
1071-0-20-37,1065-0-99-99,1071,1065,30.0,0,Inner Subway Station
1536-0-20-37,1065-0-99-99,1536,1065,64.0,0,Inner Subway Station
1006-0-20-37,1066-0-99-99,1006,1066,36.0,0,Inner Subway Station
1070-0-20-37,1066-0-99-99,1070,1066,29.0,0,Inner Subway Station
1076-0-20-37,1066-0-99-99,1076,1066,14.0,0,Inner Subway Station
1089-0-20-37,1066-0-99-99,1089,1066,27.0,0,Inner Subway Station
1090-0-20-37,1066-0-99-99,1090,1066,17.0,0,Inner Subway Station
1119-0-20-37,1066-0-99-99,1119,1066,43.0,0,Inner Subway Station
1185-0-20-37,1066-0-99-99,1185,1066,43.0,0,Inner Subway Station
1450-0-20-37,1066-0-99-99,1450,1066,58.0,0,Inner Subway Station
1015-0-20-37,1067-0-99-99,1015,1067,32.0,0,Inner Subway Station
