0:41:26.007029,0,0,22496909
0:52:15.826996,10,500,22482029
1:19:48.195293,20,1000,22467158
1:42:51.065826,30,1500,22452513
1:59:53.976726,40,2000,22437739
2:12:01.558332,50,2500,22422667
2:18:54.960335,60,3000,22407088
2:24:30.461176,70,3500,22392861
2:29:05.848976,80,4000,22378458
2:32:38.929345,90,4500,22363734
2:34:53.123880,100,5000,22349152
2:36:46.845825,110,5500,22334656
2:38:27.526483,120,6000,22320745
2:40:02.119073,130,6500,22305325
2:41:35.541957,140,7000,22290975
2:43:09.223888,150,7500,22276025
2:44:42.082174,160,8000,22261850
0:01:48.222229,0,0,22496909
0:11:24.055963,10,500,22481789
0:34:17.848839,20,1000,22467517
0:52:36.999617,30,1500,22452203
1:03:57.881039,40,2000,22436967
1:12:56.564991,50,2500,22422449
1:20:24.568275,60,3000,22407844
1:26:27.342218,70,3500,22393176
1:30:44.172901,80,4000,22378033
1:33:49.412637,90,4500,22362424
1:36:10.987317,100,5000,22347640
1:37:57.369518,110,5500,22333028
1:39:36.880095,120,6000,22317700
1:41:00.275115,130,6500,22302740
1:42:19.274094,140,7000,22288278
1:43:37.519289,150,7500,22273546
