INT_ID,string
13456651,Langside Ave / Gary Dr
13456548,Lockerbie Ave / Gary Dr
13460945,Weston Rd / York Ave
13461075,Weston Rd / Dennis Ave
13460466,Black Creek Dr / Eglinton Ave W
13462566,Old Weston Rd / Rockwell Ave
13455580,Wilson Ave / Clayson Rd
13461911,Weston Rd / Seneca Ave
13461687,Weston Rd / Rogers Rd
13461625,Rogers Rd / Bicknell Ave
13459076,Weston Rd / Denison Rd E / Denison Rd W
13458683,Weston Rd / Wright Ave / Wilby Cres
13458880,Weston Rd / Victoria Ave E / Victoria Ave W
13461263,Eglinton Ave W / Emmett Ave
13461587,Keele St / Rogers Rd
13462260,Old Weston Rd / Turnberry Ave
13463595,Davenport Rd / Osler St
13461228,Jane St / Eglinton Ave W
13460422,Verona Ave / Emmett Ave
13455405,Wilson Ave / Jethro Rd
13456454,Dalbeattie Ave / Gary Dr / Pelmo Park Trl
13461619,Old Weston Rd / Rogers Rd / Watt Ave
13461548,Rogers Rd / Scott Rd
13462962,St Clair Ave W / Hounslow Heath Rd / Silverthorn Ave
13463602,Davenport Rd / Laughton Ave
13460334,Jane St / Cornell Ave / Goldwin Ave
13461926,Jane St / Bexley Cres
13461829,Jane St / Lambton Ave
13461719,Astoria Ave / Lambton Ave
13456695,Longview Dr / Pelmo Cres
13455311,Wilson Ave / Haymarket Rd
13455219,Wilson Ave / Dallner Rd
13461074,Keele St / Donald Ave
13460601,Keele St / Ypres Rd
13459578,Todd Baylis Blvd / Industry St
13459347,Black Creek Dr / Trethewey Dr
13463516,Davenport Rd / Symington Ave
13461967,Rockcliffe Blvd / Outlook Ave / Homer Ave
13461575,Rockcliffe Blvd / Lambton Ave
13461460,Guestville Ave / Lambton Ave
13455910,Jane St / Gordon Mackay Rd / Falstaff Ave
13455332,Jane St / Beverly Hills Dr
13458342,Gibson Ave / Wright Ave
13458238,Jane St / Wright Ave
13457965,Jane St / Lawrence Ave W
13460210,Eglinton Ave W / Bicknell Ave / Municipal Dr
13459618,Trethewey Dr / Greentree Crt
13459489,King George'S Dr / Trethewey Dr
13459739,Irving Rd / Yorktown Dr / Trethewey Dr
13460119,Trethewey Dr / Keele St / Eglinton Ave W
13459825,Yore Rd / Keele St
13460444,Weston Rd / Ray Ave
13460830,Eglinton Ave W / Bijou Walk / Pearen St
13460757,Eglinton Ave W / Weston Rd
13460565,Weston Rd / Oxford Dr
13457834,Lawrence Ave W / Blackstone St / Duckworth St
13457321,Jane St / John St
13457584,Jane St / Patika Ave
13456926,Jane St / Maple Leaf Dr / Church St
13461915,Old Weston Rd / Rowntree Ave
13461451,Rogers Rd / Silverthorn Ave
13462870,St Clair Ave W / Laughton Ave
13459847,Weston Rd / Dora Spencer Rd
13459646,Weston Rd / Sidney Belsey Cres
13460183,Jane St / Bala Ave / Emmett Ave
13456850,Black Creek Dr
13457705,Lawrence Ave W / Brookhaven Dr
13459548,Trethewey Dr / Clearview Hts
13459487,Paulson Rd / Trethewey Dr
13462755,St Clair Ave W / Caledonia Rd / Caledonia Park Rd
13459968,Jane St / Weston Rd
13460140,Weston Rd / Ernest Dockray Ave
13459377,Weston Rd / Clouston Ave
13457431,Lawrence Ave W / De Marco Blvd
13459957,Eglinton Ave W / Richardson Ave
13459367,Keele St / Beechborough Ave
13458803,Keele St / Greenbrook Dr / Canon Jackson Dr
13458400,Keele St / Ingram Dr
13462333,Caledonia Rd / Norman Ave
13458435,Jane St / Harding Ave
13456201,Rustic Rd / Raven Rd
13456682,Liscombe Rd / Venice Dr / Maple Leaf Dr
13458802,Jane St / Denison Rd E / Trethewey Dr
13458842,Platinum Dr / Trethewey Dr / Tedder St
13460277,Weston Rd / Victoria Blvd
13460216,Bartonville Ave E / Ray Ave / Railway Lane
13459865,Bertal Rd / Industry St
13459761,Ray Ave / Industry St
13458722,Culford Rd / Gulliver Rd
13461007,La Rose Ave / Timothy Crt
13460905,La Rose Ave / Arcade Dr
13458879,Chiswick Ave / Millennium Dr / Trethewey Dr
13458916,Brookhaven Dr / Trethewey Dr
13459001,Trethewey Dr / Martha Eaton Way
13458462,Scarlett Rd / Lockheed Blvd
13458075,Weston Rd / Fern Ave
13456597,Bourdon Ave / Maple Leaf Dr
13456436,Veerland Dr / Maple Leaf Dr
13456797,Culford Rd / Gracefield Ave
13456379,Culford Rd / Maple Leaf Dr
13461916,Scarlett Rd / Edenbridge Dr
13461355,Scarlett Rd / Eglinton Ave W
13457809,George St / Church St
13458203,Weston Rd / King Street Cres / King St
13458304,Weston Rd / John St
13458367,Lawrence Ave W / Weston Rd
13464573,Dupont St / Osler St / West Toronto Rail Path Trl
13464479,Dupont St / Franklin Ave
13461060,Scarlett Rd / Richview Rd
13460834,Scarlett Rd / La Rose Ave
13460428,Scarlett Rd / Chapman Rd
13457629,Rosemount Ave / Church St
13457536,Church St / Grattan St
13463685,Keele St / West Toronto St
14659127,Weston Rd / Birdstone Cres
13463232,Weston Rd / Keele St / St Clair Ave W
13459501,Scarlett Rd / Crane Ave
13459782,Scarlett Rd / Alma Dr / Scarlettwood Crt
13457384,Church St / Cypress St
13458224,Lawrence Ave W / Ralph St
13462045,Cordella Ave / Cliff St
13461381,Lambton Ave / Cashman Cres
13463482,Old Weston Rd / Davenport Rd
13458973,Scarlett Rd / Yorkleigh Ave / The Elms
13458742,Scarlett Rd / Lawrence Ave W
13459195,Scarlett Rd / Raymore Dr
13468159,Roncesvalles Ave / Marion St
13468375,Queen St W / Triller Ave
13467938,Roncesvalles Ave / Galley Ave
13466880,Sheridan Ave / Dundas St W
13466894,Dufferin St / Dundas St W
13466900,Gladstone Ave / Dundas St W
13467486,High Park Blvd / Fermanagh Ave / Roncesvalles Ave
13467084,Grenadier Rd / Roncesvalles Ave
13466425,College St / Dufferin St
13466357,College St / Rusholme Park Cres
13459821,Eglinton Ave W / Gabian Way
13459781,Eglinton Ave W / Blackthorn Ave
13465703,Dufferin St / Dufferin Park Ave
13466910,Rusholme Rd / Lisgar St / Dundas St W
13468080,Queen St W / Brock Ave
13466246,College St / Dovercourt Rd
13466100,Dufferin St / Sylvan Ave
13459608,Eglinton Ave W / Sanderstead Ave
13459219,Caledonia Rd / Bowie Ave
13458939,Caledonia Rd / Schell Ave
13468303,Queen St W / Sorauren Ave
13467963,Seaforth Ave / Macdonell Ave
13468374,King St W / Dufferin St
13468186,Melbourne Ave / Dufferin St
13458553,Caledonia Rd / Castlefield Ave
13459983,Caledonia Rd / Keith Ave
13459413,Eglinton Ave W / Little Blvd
13459369,Eglinton Ave W / Ronald Ave
13468216,Queen St W / Jameson Ave
13468148,Queen St W / Dunn Ave
13467935,Lansdowne Ave / Seaforth Ave
13467983,Queen St W / Dufferin St
13467944,Queen St W / Gladstone Ave / Sudbury St
13459303,Eglinton Ave W / Nairn Ave
13466833,Dundas St W / Shaw St
13466798,Dundas St W / Crawford St / Trinity Bellwoods Park Trl
13459208,Eglinton Ave W / Hartley Ave
13467368,Lansdowne Ave / Rideau Ave
13467370,Dufferin St / Gordon St
13465326,Paton Rd / Symington Ave
13465061,Wallace Ave / Symington Ave
13464651,Symington Ave / Antler St
13458344,Culford Rd / Flamborough Dr / Woolton Cres
13458133,Culford Rd / Harrow Dr / Woolton Cres
13457869,Culford Rd / George Anderson Dr / Ridge Point Cres
13467682,Alma Ave / Dufferin St
13466923,Dovercourt Rd / Dundas St W
13457445,Culford Rd / Vanwyck Rd
13457330,Lawrence Ave W / Culford Rd
13457037,Culford Rd / Valencia Cres
13457121,Lawrence Ave W / Pimlico Rd / Amesbury Park Trl
13457880,Keele St / Densley Ave
13457627,Keele St / Milford Ave
13466640,Howard Park Ave / Roncesvalles Ave
13468309,King St W / Fraser Ave
20056886,King St W / Joe Shuster Way
13466116,College St / Ossington Ave
13465702,Ossington Ave / Dewson St
13465447,Ossington Ave / Harbord St
13457336,Keele St / Colville Rd
13456952,Keele St / Lawrence Ave W
13457522,Densley Ave / Sheffield St
13457352,Hafis Rd / Sheffield St
13456793,Lawrence Ave W / Duval Dr
13457109,Colville Rd / Sheffield St
13466258,Roncesvalles Ave / Dundas St W
13466531,Lynd Ave / Howard Park Ave / Dundas St W
13466677,Sorauren Ave / Dundas St W
13468224,King St W / Atlantic Ave
13455463,Keele St / Rustic Rd
13456554,Keele St / North Park Dr
13455973,Keele St / Maple Leaf Dr
13456692,Lawrence Ave W / Benton Rd
13467882,Queen St W / Beaconsfield Ave
13467817,Queen St W / Dovercourt Rd
13466940,Dundas St W / Ossington Ave
13466493,Churchill Ave / Ossington Ave
13468120,King St W / Sudbury St
13458175,Ingram Dr / Kincort St
13458026,Caledonia Rd / Raitherm Rd
13457821,Caledonia Rd / Tycos Dr
13457583,Caledonia Rd / Glencairn Ave
13457454,Caledonia Rd / Glen Park Ave
13457265,Caledonia Rd / Glengrove Ave
13456989,Caledonia Rd / Playfair Ave
13465705,Bloor St W / Symington Ave
13466754,Sterling Rd / Dundas St W / West Toronto Rail Path Trl
13461740,Caledonia Rd / Innes Ave
13457969,Wingold Ave / Lansdowne Ave
13457667,Lansdowne Ave / Tycos Dr
13457697,Dufferin St / Wingold Ave
13457416,Lansdowne Ave / Glencairn Ave
13457302,Haven Rd / Glencairn Ave
13457194,Glencairn Ave / Ennerdale St
13457350,Dufferin St / Tycos Dr
13457150,Dufferin St / Glencairn Ave
13456849,Dufferin St / Glengrove Ave
13466826,Lansdowne Ave / Dundas St W
13466699,Lansdowne Ave / College St
13466235,Lansdowne Ave / Whytock Ave
13467715,Queen St W / Ossington Ave / Lower Ossington Ave
13461323,Rogers Rd / Gilbert Ave
13461384,Caledonia Rd / Rogers Rd
13456468,Lawrence Ave W / Caledonia Rd
13456342,Lawrence Ave W / Sage Ave
13455778,Caledonia Rd / Leswyn Rd
13455170,Caledonia Rd / Bentworth Ave
13455455,Caledonia Rd / Orfus Rd
13455277,Orfus Rd / Dufflaw Rd
13456252,Lawrence Ave W / Dufflaw Rd
13456161,Lawrence Ave W / Apex Rd / Good Shepherd Crt
13466862,Brock Ave / Dundas St W
14043045,College St / Orpen Lane
13467650,Queen St W / Shaw St
13467337,Ossington Ave / Argyle St
13460717,Caledonia Rd / Summit Ave
13461089,Caledonia Rd / Corby Ave
13460292,Caledonia Rd / Kitchener Ave
13456564,Dufferin St / Playfair Ave
13456031,Dufferin St / Lawrence Ave W
13456310,Dufferin St / Claver Ave
13455979,Lawrence Ave W / Via Bagnato / Corona St
13455685,Dufferin St / Dane Ave
13455354,Dufferin St / Samor Rd
13468370,The Queensway / Glendale Ave
13465254,Ossington Ave / Hepbourne St
13465315,Harbord St / Crawford St
13468313,Strachan Ave / Ordnance St
13464778,Dufferin St / Shanly St
13463882,Dufferin St / Dupont St
13467859,King St W / Niagara St
13465757,College St / Bathurst St
13464313,Dufferin St / Hallam St
13463794,Dupont St / Bartlett Ave
13465212,Harbord St / Grace St
13467560,Queen St W / Strachan Ave / Trinity Dr
13463441,Caledonia Park Rd / Davenport Rd / Earlscourt Park Trl
13463350,Davenport Rd / Lansdowne Ave
13466407,Bathurst St / Dundas St W
13463267,Davenport Rd / Greenlaw Ave
13467464,Queen St W / Niagara St
13465489,Spadina Ave / College St
13463208,Davenport Rd / Lightbourn Ave
13462582,St Clair Ave W / Lansdowne Ave
13464157,Barton Ave / Christie St
13463865,Christie St / Essex St
13467795,King St W / Tecumseth St
13467722,Bathurst St / King St W
13466288,Spadina Ave / Dundas St W
13466105,Bathurst St / Nassau St
13462446,St Clair Ave W / Earlscourt Ave
13463664,Dupont St / Dovercourt Rd
13463464,Dovercourt Rd / Geary Ave
30072982,Ossington Ave / Salvador Allende Crt
13463585,Dupont St / Ossington Ave
20147074,Fort York Blvd / Dan Leckie Way / Canoe Landing Park Trl
13467969,Bathurst St / Niagara St
20145410,Fort York Blvd / Capreol Crt
13463535,Dufferin St / Brandon Ave
13463735,Dufferin St / Geary Ave
13463468,Dupont St / Shaw St
13463377,Dufferin St / Chandos Ave
13463123,Dufferin St / Davenport Rd
13462867,Davenport Rd / Oakwood Ave
13462801,Davenport Rd / Ossington Ave
13467348,Queen St W / Palmerston Ave / Tecumseth St
13465836,Spadina Ave / Nassau St
13462794,Davenport Rd / Shaw St
13462760,Marchmount Rd / Davenport Rd
13466991,Bathurst St / Robinson St
13467252,Bathurst St / Queen St W
13467654,King St W / Portland St
13462947,Davenport Rd / Salem Ave N
13462886,Davenport Rd / Dovercourt Rd
13462685,Dufferin St / Auburn Ave
13462285,Dufferin St / St Clair Ave W
13463568,Yarmouth Rd / Christie St
13463277,Dupont St / Christie St
13467613,King St W / Brant Pl
13466443,Dundas St W / Denison Ave
13462184,St Clair Ave W / Northcliffe Blvd
13462073,St Clair Ave W / Glenholme Ave
13462935,Lambertlodge Ave / Christie St
13467096,Queen St W / Augusta Ave
13466689,Dundas St W / Grace St
13464892,Wallace Ave / Lansdowne Ave
13464361,Dupont St / Symington Ave
13464011,Adrian Ave / Symington Ave
13462565,Oakwood Ave / Highview Cres
13462431,Oakwood Ave / Burlington Cres
13462262,Oakwood Ave / Rosemount Ave
13463197,Dupont St / Manning Ave
13463127,Dupont St / Palmerston Ave
13464495,Lansdowne Ave / Lappin Ave
13464191,Dupont St / Lansdowne Ave
13465043,Bloor St W / Dovercourt Rd
13462648,Davenport Rd / Christie St / Hillcrest Park Trl
13462183,Tyrrel Ave / Christie St
13462439,Davenport Rd / Wychwood Pk
13466540,Dundas St W / Euclid Ave
13463844,Lansdowne Ave / Brandon Ave
13464092,Dupont St / Emerson Ave
13464556,Dovercourt Rd / Shanly St
13468053,King St W / Shaw St
13467971,King St W / Strachan Ave
13464073,Dovercourt Rd / Hallam St
13464281,Ossington Ave / Pendrith St
13463938,Ossington Ave / Hallam St
13464590,Bathurst St / Lennox St
13464585,Queen'S Park Cres E / Wellesley St W / Queen'S Park Trl
13464402,Tower Rd / Hoskin Ave
13463747,Avenue Rd / Queen'S Park / Bloor St W
13462209,Crescent Rd / Cluny Dr
13462168,Rosedale Rd / Crescent Rd
13462712,Mount Pleasant Rd / Elm Ave
13462019,Crescent Rd / South Dr
13467695,John St / Front St W
13467204,Adelaide St W / Peter St
13467321,King St W / John St
13467106,Adelaide St W / John St
13463880,Bathurst St / Barton Ave
13464371,Queen'S Park Cres E / St Joseph St
20145559,Crescent Rd / Crescent Mount Pleasant Ramp
13461160,Rogers Rd / Nairn Ave
14134889,Lower Simcoe St / Queens Quay W / Martin Goodman Trl
13463813,Bay St / Charles St W
13465052,College St / Elizabeth St / Dr. Emily Stowe Way
13464999,College St / Bay St
13464728,Bay St / Grosvenor St
13461876,Dufferin St / Ascot Ave
13464664,Yonge St / Alexander St
13464649,Yonge St / Grosvenor St
13461488,Dufferin St / Hope St
13461051,Rogers Rd / Boon Ave
13467593,Simcoe St / Lower Simcoe St / Front St W
13464427,Bay St / Wellesley St W
13464231,Bay St / St Joseph St
13464042,Yonge St / Irwin Ave
13464820,Brunswick Ave / Harbord St
13460993,Rogers Rd / Day Ave
13460901,Dufferin St / Rogers Rd
13467163,Bay St / Wellington St W
13466618,Spadina Ave / Sullivan St
13464960,Spadina Ave / Willcocks St
13464674,Spadina Ave / Harbord St
13463723,Yonge St / Charles St W
13460587,Rogers Rd / Oakwood Ave
13459909,Dufferin St / Preston Rd
13459714,Dufferin St / Rowan Ave
13464524,Hoskin Ave / Harbord St / St George St
13464417,Spadina Ave / Sussex Ave
13463425,Avenue Rd / Yorkville Ave
13459224,Vaughan Rd / Northcliffe Blvd
13458928,Eglinton Ave W / Northcliffe Blvd
13458815,Eglinton Ave W / Glenholme Ave
13460098,Jesmond Ave / Oakwood Ave
13466217,Dundas St W / Huron St
13466136,Dundas St W / Beverley St
13466802,Queen St W / Beverley St
13462958,Avenue Rd / Tranby Ave
13460815,Rogers Rd / Northcliffe Blvd
13460575,Dufferin St / Eversfield Rd
20028249,Holmesdale Rd / Dhir Mews
13461551,Oakwood Ave / Glenhurst Ave
13466708,Queen St W / Duncan St
13466500,Stephanie St / Mc Caul St
13463491,Bathurst St / Olive Ave
13462831,Bathurst St / Bridgman Ave
13463030,Dupont St / Bathurst St
13462937,Dupont St / Howland Ave
13462968,Davenport Rd / Bay St
13462724,Avenue Rd / Davenport Rd
13459363,Vaughan Rd / Glenholme Ave
13459036,Dufferin St / Eglinton Ave W
13458615,Dufferin St / Bowie Ave / Whitmore Ave
13465356,College St / St George St / Beverley St
13462422,Bathurst St / Davenport Rd
13459786,Vaughan Rd / Robina Ave
13459587,Vaughan Rd / Oakwood Ave
13459974,Vaughan Rd / Jesmond Ave
13466064,Dundas St W / Mc Caul St
13465527,University Ave / Gerrard St W
13462402,Davenport Rd / Dartnell Ave
13462390,Walmer Rd / Davenport Rd / Kendal Ave
13462302,Avenue Rd / Dupont St / Jay Macpherson Green Trl
13462718,Davenport Rd / Belmont St / New St
13461950,St Clair Ave W / Oakwood Ave
13461215,Earnscliffe Rd / Oakwood Ave
13460715,Rogers Rd / Glenholme Ave
13460899,Oakwood Ave / Earlsdale Ave
13462293,Spadina Rd / Davenport Rd
13463075,Bedford Rd / Tranby Ave
13467856,Spadina Ave / Front St W
13468134,Spadina Ave / Fort York Blvd / Bremner Blvd
13466636,Bay St / Temperance St
13466250,Bay St / Albert St
13466418,Bay St / Queen St W
13465422,Elizabeth St / Gerrard St W
13465545,Bay St / Elm St
13462552,Davenport Rd / Dupont St
13462444,Bedford Rd / Dupont St
13462785,Davenport Rd / Bedford Rd
13467763,Front St W / Blue Jays Way
13465361,Bay St / Gerrard St W
13466048,Bay St / Hagerman St
13465822,Bay St / Dundas St W
13465263,Yonge St / Gerrard St E / Gerrard St W
13465273,College St / Mc Caul St
13461921,Yonge St / Rowanwood Ave / Macpherson Ave
13463015,Davenport Rd / Yonge St / Church St
13467505,Spadina Ave / King St W
13467390,Spadina Ave / Oxley St
13467197,Spadina Ave / Camden St
13466982,Spadina Ave / Queen St W
13465112,Manning Ave / Harbord St
13464647,Wellesley Queens Pr S Ramp / Queens Pr S Wellesley Ramp / Wellesley St W / Queen'S Park Trl
13463463,Mount Pleasant Rd / Jarvis St / Ted Rogers Way / Charles St E
13467412,King St W / Peter St / Blue Jays Way
13464943,Bathurst St / Harbord St
13465217,Bathurst St / Ulster St
13460219,Vaughan Rd / Winnett Ave
13460255,Vaughan Rd / Arlington Ave
13457385,Marlee Ave / Stayner Ave
13457100,Marlee Ave / Viewmount Ave
13460246,Vaughan Rd / Humewood Dr
13460312,Vaughan Rd / Wychwood Ave / Connaught Crcl
13461862,Benson Ave / Christie St
13461471,St Clair Ave W / Wychwood Ave
13461035,Vaughan Rd / Louise Ave
13460582,Spadina Rd / Heath St W
13460231,Spadina Rd / Lonsdale Rd
13461868,Bathurst St / Nina St
13461343,St Clair Ave W / Vaughan Rd
13461271,Bathurst St / St Clair Ave W
13460975,St Clair Ave W / Spadina Rd
13460848,St Clair Ave W / Russell Hill Rd
13459514,Mount Pleasant Rd / Heath St E
13459279,Mount Pleasant Rd / Moore Ave
13459852,Mount Pleasant Rd / St Clair Ave E
13459721,St Clair Ave E / Welland Ave
13459371,Heath St E / Welland Ave
13460776,Vaughan Rd / Maplewood Ave
13460459,Vaughan Rd / Kenwood Ave
13460171,Bathurst St / Heathdale Rd
13460862,Bathurst St / Tichester Rd
13460678,Bathurst St / Montclair Ave
13456552,Marlee Ave / Glengrove Ave
13456127,Marlee Ave / Wenderly Dr
13455999,Marlee Ave / Dell Park Ave
13456273,Marlee Ave / Elway Crt / Wenderly Park Trl
13461870,Avenue Rd / Cottingham St
13461005,Avenue Rd / Balmoral Ave
13461334,Avenue Rd / Edmund Ave
13460726,St Clair Ave W / Dunvegan Rd
13455864,Lawrence Ave W / Bolingbroke Rd
13455194,Flemington Rd / Blossomfield Dr
13455749,Lawrence Ave W / Marlee Ave
14046422,Flemington Rd / Dynasty Lane
13460197,Avenue Rd / Heath St W
13460576,Avenue Rd / St Clair Ave W
13460447,St Clair Ave W / Deer Park Cres
13459822,Spadina Rd / Strathearn Blvd
13459465,Spadina Rd / Burton Rd
13459185,Spadina Rd / Hawarden Cres
13455131,Replin Rd / Flemington Rd
13456655,Glencairn Ave / Shermount Ave
13458873,Spadina Rd / Archer Rd
13458404,Mount Pleasant Rd / Merton St
13456533,Glencairn Ave / Englemount Ave
13455564,Lawrence Ave W / Shermount Ave / Lawrence W Allen X N Ramp
14043938,Varna Dr / Tundra Lane
13455428,Lawrence Ave W / Varna Dr
13459836,Lonsdale Rd / Avenue Rd
13459593,Oriole Pkwy / Walmsley Blvd
13459295,Oriole Pkwy / Gormley Ave
13458729,Oxton Ave / Oriole Pkwy
13460221,Mount Pleasant Rd / Inglewood Dr
13459944,Yonge St / Heath St E
13459913,Yonge St / Heath St W
13458311,Eglinton Ave W / Westover Hill Rd
13455343,Lawrence Ave W / Brookview Dr
13458248,Eglinton Ave W / Old Park Rd
13458244,Eglinton Ave W / Glen Cedar Rd
13458146,Eglinton Ave W / Chiltern Hill Rd
13458353,Avenue Rd / Chaplin Cres
13458486,Oriole Pkwy / Chaplin Cres
13458217,Davisville Ave / Pailton Cres
13459992,St Clair Ave E / Inglewood Dr
13459690,Bathurst St / Burton Rd / Strathearn Rd
13459357,Bathurst St / Ardmore Rd
13458084,Bathurst St / Eglinton Ave W
13457713,Bathurst St / Vesta Dr / Ridge Hill Dr
13457395,Bathurst St / Roselawn Ave / Elm Ridge Dr
13458456,Lascelles Blvd / Chaplin Cres
13457942,Russell Hill Rd / Chaplin Cres
13457640,Eglinton Ave W / Tarlton Rd
13458132,Duncannon Dr / Chaplin Cres
13459040,Bathurst St / Warwick Ave
13458543,Bathurst St / Ava Rd
13458356,Bathurst St / Dewbourne Ave
13458332,Spadina Rd / Old Forest Hill Rd
13458159,Dufferin St / Castlefield Ave
13456958,Bathurst St / Briar Hill Ave
13458006,Eglinton Ave W / Old Forest Hill Rd
13457938,Dufferin St / Briar Hill Ave
13457863,Eglinton Ave W / Spadina Rd
13457799,Eglinton Ave W / Chaplin Cres
13459150,Oakwood Ave / Clovelly Ave
13458706,Eglinton Ave W / Oakwood Ave
13458567,Eglinton Ave W / Marlee Ave
13457301,Roselawn Ave / Chaplin Cres
13456419,Glencairn Ave / Dalemount Ave
13456320,Glencairn Ave / Glenmount Ave
13461822,St Clair Ave W / Winona Dr
13456556,Bathurst St / Viewmount Ave
13456244,Bathurst St / Glencairn Ave
13455942,Bathurst St / Glengrove Ave
13455263,Lawrence Ave W / Glenmount Ave / Brucewood Cres
13455135,Bathurst St / Lawrence Ave W
13455655,Bathurst St / Shelborne Ave
13455397,Bathurst St / Caribou Rd / Dell Park Ave
13460123,St Clair Ave E / Avoca Ave
13457044,Capitol Ave / Glencairn Ave
13456936,Glencairn Ave / Danesbury Ave
13456841,Marlee Ave / Glencairn Ave
13461675,St Clair Ave W / Arlington Ave
13461554,St Clair Ave W / Christie St
13458198,Marlee Ave / Whitmore Ave
13457929,Marlee Ave / Roselawn Ave
13457669,Marlee Ave / Ridelle Ave
20232392,Spruce Vista / Arboretum Blvd
13453659,Humberline Dr / Woodlot Cres
13453700,Humberline Dr / Holyoake Cres
13454271,Ixworth Rd / Westhumber Blvd / Esther Lorrie Dr
13454463,Kipling Ave / Hinton Rd
13454154,Kipling Ave / Brookmere Rd / Westhumber Blvd
13454046,Brookmere Rd / Elmhurst Dr
13449225,Steeles Ave W / Markbrook Lane
13456266,Yonge St / Castlefield Ave
13455968,Yonge St / Briar Hill Ave
13455755,Yonge St / Sheldrake Blvd
13455496,Yonge St / Blythwood Rd
13453590,Humber College Blvd / Humberline Dr
13453266,Finch Ave W / Humber College Blvd
13452729,Humber College Blvd / Carrier Dr
13452603,Woodbine Downs Blvd / Carrier Dr
13453318,Finch Ave W / Woodbine Downs Blvd / Halesia Dr
13453246,Highway 27 N / Finch Ave W
13453882,Highway 27 N / Humber College Blvd
13454771,Elmhurst Dr / Cromarty Dr
13454339,Hinton Rd / Fordwich Cres
13454224,Hinton Rd / Elmhurst Dr
13454188,Harefield Dr / Elmhurst Dr
13455212,Yonge St / Glencairn Ave
13455032,Yonge St / Glengrove Ave E / Glengrove Ave W
13458124,Yonge St / Belsize Dr
13457785,Yonge St / Manor Rd E / Manor Rd W
13458181,Acacia Rd / Davisville Ave
13453815,Humber College Blvd / Westmore Dr
13453185,Finch Ave W / Westmore Dr
13452496,Highway 27 N / Carrier Dr
13452090,Huddersfield Rd / Claireville Dr
13451185,Albion Rd / Codlin Cres / Claireport Cres
13454518,Genthorn Ave / Elmhurst Dr
13453828,Kipling Ave / Henley Cres
13452207,Islington Ave / Kingsmoor Gt
13451900,Islington Ave / Beaumonde Heights Dr
13457453,Mount Pleasant Rd / Manor Rd E
13456978,Eglinton Ave E / Dunfield Ave
13456722,Redpath Ave / Roehampton Ave
13457151,Mount Pleasant Rd / Soudan Ave
13456902,Eglinton Ave E / Redpath Ave
13456819,Mount Pleasant Rd / Eglinton Ave E
13458104,Mount Pleasant Rd / Davisville Ave
13457764,Mount Pleasant Rd / Belsize Dr
13451132,Albion Rd / Steinway Blvd
13451869,Huddersfield Rd / Humberline Dr
13451309,Albion Rd / Humberline Dr
13453022,Kipling Ave / John Garland Blvd
13452467,Albion Rd / Sanagan Rd / Benstrow Ave
13451305,Islington Ave / Finch Ave W / Humber River E Branch
13450946,Islington Ave / Aviemore Dr
13457982,Belle Ayre Blvd / Davisville Ave
13457889,Davisville Ave / Forman Ave
13456681,Eglinton Ave E / Forman Ave
13456636,Eglinton Ave E / Petman Ave
13450733,Steinway Blvd / Signal Hill Ave
13450366,Steeles Ave W / Signal Hill Ave
13450164,Steeles Ave W / Steinway Blvd
13451785,Carrier Dr / Dansk Crt
13451705,Albion Rd / Highway 27 N
13451519,Albion Rd / Carrier Dr
13452584,Albion Rd / Todd Brook Dr
13454716,Albion Rd / Golfdown Dr
20046140,Albion Rd / Armel Crt
13456452,Redpath Ave / Broadway Ave
13456361,Mount Pleasant Rd / Broadway Ave
13456135,Mount Pleasant Rd / Erskine Ave
13455420,Mount Pleasant Rd / Stibbard Ave
13455270,Mount Pleasant Rd / Blythwood Rd
13451802,Albion Rd / Westmore Dr
13451893,Albion Rd / Silverstone Dr
13453545,Islington Ave / Barker Ave
13453201,Islington Ave / Sandhill Dr
13451124,Finch Ave W / Milady Rd
13451044,Finch Ave W / Ardwick Blvd / Pearldale Ave
13455731,Mount Pleasant Rd / Sherwood Ave
13450694,Leading Rd / Royalcrest Rd
13449960,Highway 27 N / Steeles Ave W
13450585,Royalcrest Rd / Cabernet Crcl
13452733,Albion Rd / Islington Ave
13455052,Islington Ave / Golfdown Dr
13454806,Islington Ave / Elmhurst Dr
13456522,Eglinton Ave E / Banff Rd
13456432,Eglinton Ave E / Hoyle Ave
13450610,Martin Grove Rd / Silverstone Dr
13450421,Martin Grove Rd / Royalcrest Rd
13450148,Martin Grove Rd / Cabernet Crcl / Gihon Spring Dr
13449574,Steeles Ave W / Martin Grove Rd / C N R
13449853,Martin Grove Rd / Brunello Gt
13455273,Harness Rd / Queen'S Plate Dr
13452047,Albion Rd / Martin Grove Rd
13451672,Martin Grove Rd / Lexington Ave / Garfella Dr
13452171,Albion Rd / Finch Ave W
13454866,Albion Rd / Shendale Dr
13454501,Albion Rd / Elmhurst Dr
13454299,Albion Rd / Irwin Rd / Arcot Blvd
13454181,Arcot Blvd / Tandridge Cres
13449213,Islington Ave / Muir Ave / Millwick Dr
13450370,Islington Ave / Milady Rd
13451252,Albion Rd / Claireport Cres
13454996,Martin Grove Rd / Porterfield Rd
13451819,Kipling Ave / Finch Ave W / Kipling Ave Bicycle Trl
13451253,Kipling Ave / Mount Olive Dr / Panorama Crt / Kipling Ave Bicycle Trl
13454617,Muncey Ave / Elmhurst Dr
