new_trip_id,trip_id
843,31749061
844,31749062
845,31749063
846,31749064
847,31749065
848,31749066
849,31749067
850,31749068
851,31749069
852,31749070
853,31749071
854,31749072
855,31749073
856,31749074
857,31749075
858,31749076
859,31749077
860,31749078
861,31749079
862,31749080
863,31749081
864,31749082
865,31749083
866,31749084
867,31749085
868,31749086
869,31749087
870,31749088
871,31749089
872,31749090
873,31749091
874,31749092
875,31749093
876,31749094
877,31749095
878,31749096
879,31749097
880,31749098
881,31749099
882,31749100
883,31749101
884,31749102
885,31749103
886,31749104
887,31749105
888,31749106
889,31749107
890,31749108
891,31749109
892,31749110
893,31749111
894,31749112
895,31749113
896,31749114
897,31749115
898,31749116
899,31749117
900,31749118
901,31749119
902,31749120
903,31749121
904,31749122
905,31749123
906,31749124
907,31749125
908,31749126
909,31749127
910,31749128
911,31749129
912,31749130
913,31749131
914,31749132
915,31749133
916,31749134
917,31749135
918,31749136
919,31749137
920,31749138
921,31749139
922,31749140
923,31749141
924,31749142
925,31749143
926,31749144
927,31749145
928,31749146
929,31749147
930,31749148
931,31749149
932,31749150
933,31749151
934,31749152
935,31749153
936,31749154
937,31749155
938,31749156
939,31749157
940,31749158
941,31749159
942,31749160
943,31749161
944,31749026
945,31749164
946,31749027
947,31748932
948,31748933
949,31748934
950,31748935
951,31748936
952,31748937
953,31748938
954,31748939
955,31748940
956,31748941
957,31748942
958,31748943
959,31748944
960,31748945
961,31748946
962,31748947
963,31748948
964,31748949
965,31748950
966,31748951
967,31748952
968,31748953
969,31748954
970,31748955
971,31748956
972,31748957
973,31748958
974,31748959
975,31748960
976,31748961
977,31748962
978,31748963
979,31748964
980,31748965
981,31748966
982,31748967
983,31748968
984,31748969
985,31748970
986,31748971
987,31748972
988,31748973
989,31748974
990,31748975
991,31748976
992,31748977
993,31748978
994,31748979
995,31748980
996,31748981
997,31748982
998,31748983
999,31748984
1000,31748985
1001,31748986
1002,31748987
1003,31748988
1004,31748989
1005,31748990
1006,31748991
1007,31748992
1008,31748993
1009,31748994
1010,31748995
1011,31748996
1012,31748997
1013,31748998
1014,31748999
1015,31749000
1016,31749001
1017,31749002
1018,31749003
1019,31749004
1020,31749005
1021,31749006
1022,31749263
1023,31749276
1024,31749265
1025,31749266
1026,31749267
1027,31749270
1028,31749268
1029,31749269
1030,31749272
1031,31749273
1032,31749271
1033,31749274
1034,31749275
1035,31749277
1036,31749278
1037,31749279
1038,31749280
1039,31749281
1040,31749282
1041,31749283
1042,31749284
1043,31749285
1044,31749286
1045,31749287
1046,31749288
1047,31749289
1048,31749290
1049,31749291
1050,31749292
1051,31749293
1052,31749294
1053,31749295
1054,31749296
1055,31749297
1056,31749298
1057,31749299
1058,31749300
1059,31749301
1060,31749302
1061,31749303
1062,31749304
1063,31749305
1064,31749306
1065,31749307
1066,31749308
1067,31749309
1068,31749310
1069,31749311
1070,31749312
1071,31749313
1072,31749314
1073,31749315
1074,31749316
1075,31749317
1076,31749318
1077,31749319
1078,31749320
1079,31749321
1080,31749322
1081,31749323
1082,31749463
1083,31749324
1084,31749325
1085,31749328
1086,31749329
1087,31749330
1088,31749331
1089,31749332
1090,31749333
1091,31749334
1092,31749335
1093,31749336
1094,31749337
1095,31749338
1096,31749339
1097,31749340
1098,31749341
1099,31749342
1100,31749343
1101,31749344
1102,31749345
1103,31749346
1104,31749347
1105,31749348
1106,31749349
1107,31749350
1108,31749351
1109,31749352
1110,31749353
1111,31749354
1112,31749355
1113,31749356
1114,31749357
1115,31749358
1116,31749359
1117,31749360
1118,31749361
1119,31749362
1120,31749363
1121,31749364
1122,31749365
1123,31749366
1124,31749367
1125,31749368
1126,31749369
1127,31749370
1128,31749371
1129,31749372
1130,31749373
1131,31749374
1132,31749375
1133,31749376
1134,31749377
1135,31749378
1136,31749379
1137,31749380
1138,31749381
1139,31749382
1140,31749383
1141,31749384
1142,31749385
1143,31749386
1144,31749387
1145,31749388
1146,31749389
1147,31749390
1148,31749391
1149,31749392
1150,31749393
1151,31749394
1152,31749395
1153,31749396
1154,31749397
1155,31749398
1156,31749399
1157,31749400
1158,31749401
1159,31749402
1160,31749403
1161,31749404
1162,31749405
1163,31749406
1164,31749407
1165,31749408
1166,31749409
1167,31749410
1168,31749411
1169,31749412
1170,31749413
1171,31749414
1172,31749415
1173,31749416
1174,31749417
1175,31749418
1176,31749419
1177,31749420
1178,31749421
1179,31749422
1180,31749423
1181,31749424
1182,31749425
1183,31749426
1184,31749427
1185,31749428
1186,31749429
1187,31749430
1188,31749431
1189,31749432
1190,31749433
1191,31749434
1192,31749435
1193,31749436
1194,31749437
1195,31749438
1196,31749439
1197,31749440
1198,31749441
1199,31749442
1200,31749443
1201,31749444
1202,31749445
1203,31749446
1204,31749447
1205,31749448
1206,31749449
1207,31749450
1208,31749451
1209,31749465
1210,31749452
1211,31749453
1212,31749454
1213,31749327
1214,31749326
1215,31749165
1216,31749166
1217,31749167
1218,31749168
1219,31749169
1220,31749170
1221,31749171
1222,31749172
1223,31749173
1224,31749174
1225,31749175
1226,31749176
1227,31749177
1228,31749178
1229,31749179
1230,31749180
1231,31749181
1232,31749182
1233,31749183
1234,31749184
1235,31749185
1236,31749186
1237,31749187
1238,31749188
1239,31749189
1240,31749190
1241,31749191
1242,31749192
1243,31749193
1244,31749194
1245,31749195
1246,31749196
1247,31749197
1248,31749198
1249,31749199
1250,31749200
1251,31749201
1252,31749202
1253,31749203
1254,31749204
1255,31749205
1256,31749206
1257,31749207
1258,31749208
1259,31749209
1260,31749210
1261,31749211
1262,31749212
1263,31749213
1264,31749214
1265,31749215
1266,31749216
1267,31749217
1268,31749218
1269,31749219
1270,31749220
1271,31749221
1272,31749222
1273,31749223
1274,31749224
1275,31749225
1276,31749226
1277,31749227
1278,31749228
1279,31749229
1280,31749230
1281,31749231
1282,31749232
1283,31749233
1284,31749234
1285,31749235
1286,31749236
1287,31749237
1288,31749238
1289,31749239
1290,31749240
1291,31749241
1292,31749242
1293,31749243
1294,31749244
1295,31749245
1296,31749246
1297,31749247
1298,31749248
1299,31749249
1300,31749250
1301,31749251
1302,31922095
1303,31922093
1304,31921964
1305,31921966
1306,31921967
1307,31921965
1308,31921968
1309,31921969
1310,31921970
1311,31921971
1312,31921972
1313,31921963
1314,31921962
1315,31921961
1316,31921960
1317,31921923
1318,31921924
1319,31921925
1320,31921926
1321,31921927
1322,31921928
1323,31921929
1324,31921930
1325,31921931
1326,31921932
1327,31921933
1328,31921934
1329,31921935
1330,31921936
1331,31921937
1332,31921938
1333,31921939
1334,31921940
1335,31921941
1336,31921942
1337,31921943
1338,31921944
1339,31921945
1340,31921946
1341,31921947
1342,31921948
1343,31921949
1344,31921950
1345,31921951
1346,31921952
1347,31921953
1348,31921954
1349,31921955
1350,31921956
1351,31921957
1352,31921958
1353,31921959
1354,31921973
1355,31921974
1356,31921975
1357,31921976
1358,31921977
1359,31921978
1360,31921979
1361,31921980
1362,31921981
1363,31921982
1364,31921983
1365,31921984
1366,31921985
1367,31921986
1368,31921987
1369,31921988
1370,31921989
1371,31921990
1372,31921991
1373,31921992
1374,31921993
1375,31921994
1376,31921995
1377,31921996
1378,31921997
1379,31921998
1380,31921999
1381,31922000
1382,31922001
1383,31922002
1384,31922003
1385,31922004
1386,31922005
1387,31922006
1388,31922007
1389,31922008
1390,31922009
1391,31922010
1392,31922011
1393,31922012
1394,31922013
1395,31922014
1396,31922015
1397,31922016
1398,31922017
1399,31922018
1400,31922019
1401,31922020
1402,31922021
1403,31922022
1404,31922023
1405,31922024
1406,31922025
1407,31922026
1408,31922027
1409,31922028
1410,31922029
1411,31922030
1412,31922031
1413,31922032
1414,31922033
1415,31922034
1416,31922035
1417,31922036
1418,31922037
1419,31922038
1420,31922039
1421,31922040
1422,31922041
1423,31922042
1424,31922043
1425,31922044
1426,31922045
1427,31922046
1428,31922047
1429,31922048
1430,31922049
1431,31922050
1432,31922051
1433,31922052
1434,31922053
1435,31922054
1436,31922055
1437,31922056
1438,31922057
1439,31922058
1440,31922059
1441,31922060
1442,31922061
1443,31922062
1444,31922063
1445,31922064
1446,31922065
1447,31922066
1448,31922067
1449,31922068
1450,31922069
1451,31922070
1452,31922071
1453,31922072
1454,31922073
1455,31922074
1456,31922075
1457,31922076
1458,31922077
1459,31922078
1460,31922079
1461,31921860
1462,31922083
1463,31921861
1464,31921862
1465,31921863
1466,31921864
1467,31921865
1468,31921866
1469,31921867
1470,31921868
1471,31921869
1472,31921870
1473,31921871
1474,31921872
1475,31921873
1476,31921874
1477,31921875
1478,31921876
1479,31921877
1480,31921878
1481,31921879
1482,31921880
1483,31921881
1484,31921882
1485,31921883
1486,31921884
1487,31921885
1488,31921886
1489,31921887
1490,31921888
1491,31921889
1492,31921890
1493,31921891
1494,31921892
1495,31921893
1496,31921894
1497,31921895
1498,31921896
1499,31921897
1500,31921898
1501,31921899
1502,31921900
1503,31921901
1504,31921902
1505,31921903
1506,31921904
1507,31921905
1508,31921906
1509,31921907
1510,31921908
1511,31921909
1512,31921910
1513,31921911
1514,31921912
1515,31921913
1516,31921914
1517,31921915
1518,31921916
1519,31921917
1520,31921918
1521,31921919
1522,31921920
1523,31921921
1524,31921922
1525,31922098
1526,31922099
1527,31922100
1528,31922101
1529,31922102
1530,31922103
1531,31922104
1532,31922105
1533,31922106
1534,31922107
1535,31922108
1536,31922109
1537,31922340
1538,31922342
1539,31922344
1540,31922336
1541,31922222
1542,31922337
1543,31922221
1544,31922338
1545,31922220
1546,31922339
1547,31922219
1548,31922218
1549,31922341
1550,31922217
1551,31922216
1552,31922343
1553,31922215
1554,31922214
1555,31922213
1556,31922212
1557,31922211
1558,31922118
1559,31922187
1560,31922188
1561,31922189
1562,31922190
1563,31922191
1564,31922192
1565,31922193
1566,31922194
1567,31922195
1568,31922196
1569,31922197
1570,31922198
1571,31922199
1572,31922200
1573,31922201
1574,31922202
1575,31922203
1576,31922204
1577,31922205
1578,31922206
1579,31922207
1580,31922208
1581,31922209
1582,31922210
1583,31922223
1584,31922224
1585,31922225
1586,31922226
1587,31922227
1588,31922228
1589,31922229
1590,31922230
1591,31922231
1592,31922232
1593,31922233
1594,31922234
1595,31922235
1596,31922236
1597,31922237
1598,31922238
1599,31922239
1600,31922240
1601,31922241
1602,31922242
1603,31922243
1604,31922244
1605,31922245
1606,31922246
1607,31922247
1608,31922248
1609,31922249
1610,31922250
1611,31922251
1612,31922252
1613,31922253
1614,31922254
1615,31922255
1616,31922256
1617,31922257
1618,31922258
1619,31922259
1620,31922260
1621,31922261
1622,31922262
1623,31922263
1624,31922264
1625,31922265
1626,31922266
1627,31922267
1628,31922268
1629,31922269
1630,31922270
1631,31922271
1632,31922272
1633,31922273
1634,31922274
1635,31922275
1636,31922276
1637,31922277
1638,31922278
1639,31922279
1640,31922280
1641,31922281
1642,31922282
1643,31922283
1644,31922284
1645,31922285
1646,31922286
1647,31922287
1648,31922288
1649,31922289
1650,31922290
1651,31922291
1652,31922292
1653,31922293
1654,31922294
1655,31922295
1656,31922296
1657,31922297
1658,31922298
1659,31922299
1660,31922300
1661,31922301
1662,31922302
1663,31922303
1664,31922304
1665,31922305
1666,31922306
1667,31922307
1668,31922308
1669,31922309
1670,31922310
1671,31922311
1672,31922312
1673,31922313
1674,31922314
1675,31922315
1676,31922316
1677,31922317
1678,31922318
1679,31922319
1680,31922320
1681,31922321
1682,31922322
1683,31922323
1684,31922324
1685,31922325
1686,31922326
1687,31922327
1688,31922333
1689,31922328
1690,31922119
1691,31922120
1692,31922121
1693,31922122
1694,31922123
1695,31922124
1696,31922125
1697,31922126
1698,31922127
1699,31922128
1700,31922129
1701,31922130
1702,31922131
1703,31922132
1704,31922133
1705,31922134
1706,31922135
1707,31922136
1708,31922137
1709,31922138
1710,31922139
1711,31922140
1712,31922141
1713,31922142
1714,31922143
1715,31922144
1716,31922145
1717,31922146
1718,31922147
1719,31922148
1720,31922149
1721,31922150
1722,31922151
1723,31922152
1724,31922153
1725,31922154
1726,31922155
1727,31922156
1728,31922157
1729,31922158
1730,31922159
1731,31922160
1732,31922161
1733,31922162
1734,31922163
1735,31922164
1736,31922165
1737,31922166
1738,31922167
1739,31922168
1740,31922169
1741,31922170
1742,31922171
1743,31922172
1744,31922173
1745,31922174
1746,31922175
1747,31922176
1748,31922177
1749,31922178
1750,31922179
1751,31922180
1752,31922181
1753,31922182
1754,31922183
1755,31922184
1756,31922185
1757,31922186
1758,31922345
1759,31922346
1760,31922347
1761,31922348
1762,31922349
1763,31922350
1764,31922351
1765,31922352
1766,31922353
1767,31922354
1768,31922355
1769,31922356
1770,31922357
1771,31922358
1772,31922359
1773,31922360
1774,31922361
1775,31922362
1776,31922363
1777,31922364
1778,32215884
1779,32215885
1780,32215896
1781,32215897
1782,32215898
1783,32215899
1784,32215900
1785,32215901
1786,32215902
1787,32215903
1788,32215904
1789,32215905
1790,32215906
1791,32215907
1792,32215908
1793,32215909
1794,32215910
1795,32215911
1796,32215912
1797,32215913
1798,32215914
1799,32215915
1800,32215916
1801,32215917
1802,32215918
1803,32215919
1804,32215920
1805,32215921
1806,32215922
1807,32215923
1808,32215924
1809,32215925
1810,32215926
1811,32215927
1812,32215928
1813,32215929
1814,32215930
1815,32215931
1816,32215932
1817,32215933
1818,32215934
1819,32215935
1820,32215771
1821,32215734
1822,32215735
1823,32215736
1824,32215737
1825,32215738
1826,32215739
1827,32215740
1828,32215741
1829,32215742
1830,32215881
1831,32215743
1832,32215744
1833,32215745
1834,32215746
1835,32215747
1836,32215748
1837,32215749
1838,32215750
1839,32215751
1840,32215752
1841,32215879
1842,32215753
1843,32215754
1844,32215755
1845,32215756
1846,32215757
1847,32215758
1848,32215759
1849,32215760
1850,32215761
1851,32215762
1852,32215763
1853,32215764
1854,32215880
1855,32215765
1856,32215766
1857,32215767
1858,32215768
1859,32215769
1860,32215770
1861,32215772
1862,32215773
1863,32215774
1864,32215775
1865,32215776
1866,32215777
1867,32215778
1868,32215779
1869,32215883
1870,32215780
1871,32215781
1872,32215782
1873,32215783
1874,32215784
1875,32215785
1876,32215786
1877,32215787
1878,32215788
1879,32215789
1880,32215790
1881,32215791
1882,32215792
1883,32215793
1884,32215794
1885,32215795
1886,32215796
1887,32215797
1888,32215798
1889,32215799
1890,32215800
1891,32215801
1892,32215802
1893,32215803
1894,32215804
1895,32215805
1896,32215806
1897,32215807
1898,32215808
1899,32215809
1900,32215810
1901,32215811
1902,32215812
1903,32215813
1904,32215814
1905,32215815
1906,32215816
1907,32215817
1908,32215818
1909,32215819
1910,32215820
1911,32215821
1912,32215822
1913,32215823
1914,32215824
1915,32215825
1916,32215826
1917,32215827
1918,32215828
1919,32215829
1920,32215830
1921,32215831
1922,32215832
1923,32215833
1924,32215834
1925,32215835
1926,32215836
1927,32215837
1928,32215838
1929,32215839
1930,32215840
1931,32215841
1932,32215842
1933,32215843
1934,32215844
1935,32215845
1936,32215846
1937,32215847
1938,32215848
1939,32215849
1940,32215850
1941,32215851
1942,32215852
1943,32215853
1944,32215854
1945,32215855
1946,32215856
1947,32215857
1948,32215858
1949,32215859
1950,32215860
1951,32215861
1952,32215862
1953,32215863
1954,32215864
1955,32215865
1956,32215866
1957,32215867
1958,32215868
1959,32215869
1960,32215870
1961,32215871
1962,32215872
1963,32215873
1964,32215874
1965,32215875
1966,32215876
1967,32215877
1968,32215878
1969,32215673
1970,32215882
1971,32215674
1972,32215675
1973,32215676
1974,32215677
1975,32215678
1976,32215679
1977,32215680
1978,32215681
1979,32215682
1980,32215683
1981,32215684
1982,32215685
1983,32215686
1984,32215687
1985,32215688
1986,32215689
1987,32215690
1988,32215691
1989,32215692
1990,32215693
1991,32215694
1992,32215695
1993,32215696
1994,32215697
1995,32215698
1996,32215699
1997,32215700
1998,32215701
1999,32215702
2000,32215703
2001,32215704
2002,32215705
2003,32215706
2004,32215707
2005,32215708
2006,32215709
2007,32215710
2008,32215711
2009,32215712
2010,32215713
2011,32215714
2012,32215715
2013,32215716
2014,32215717
2015,32215718
2016,32215719
2017,32215720
2018,32215721
2019,32215722
2020,32215723
2021,32215724
2022,32215725
2023,32215726
2024,32215727
2025,32215728
2026,32215729
2027,32215730
2028,32215731
2029,32215732
2030,32215733
2031,32215936
2032,32215937
2033,32215938
2034,32215939
2035,32215940
2036,32215941
2037,32215942
2038,32215943
2039,32215944
2040,32215945
2041,32215946
2042,32215947
2043,32215948
2044,32215949
2045,32216204
2046,32216205
2047,32216206
2048,32216220
2049,32216164
2050,32216218
2051,32216217
2052,32216219
2053,32216216
2054,32216215
2055,32216213
2056,32216214
2057,32216165
2058,32216166
2059,32216167
2060,32216168
2061,32216169
2062,32216170
2063,32216171
2064,32216172
2065,32216173
2066,32216174
2067,32216175
2068,32216176
2069,32216177
2070,32216178
2071,32216179
2072,32216180
2073,32216181
2074,32216182
2075,32216183
2076,32216184
2077,32216185
2078,32216186
2079,32216187
2080,32216188
2081,32216189
2082,32216190
2083,32216191
2084,32216192
2085,32216193
2086,32216194
2087,32216195
2088,32216196
2089,32216197
2090,32216198
2091,32216199
2092,32216200
2093,32216201
2094,32216202
2095,32216203
2096,32215958
2097,32216027
2098,32216028
2099,32216029
2100,32216030
2101,32216031
2102,32216032
2103,32216033
2104,32216034
2105,32216035
2106,32216036
2107,32216037
2108,32216038
2109,32216039
2110,32216040
2111,32216041
2112,32216042
2113,32216043
2114,32216044
2115,32216045
2116,32216046
2117,32216047
2118,32216048
2119,32216049
2120,32216050
2121,32216051
2122,32216052
2123,32216053
2124,32216054
2125,32216055
2126,32216056
2127,32216057
2128,32216058
2129,32216059
2130,32216060
2131,32216061
2132,32216062
2133,32216063
2134,32216064
2135,32216065
2136,32216066
2137,32216067
