id,route,stop_sequence_new,sequence,hr,min,INT_ID
160486496,334,17,19,4,13,13451873.0
160486496,334,18,20,4,13,13452053.0
160486496,334,19,21,4,15,13452119.0
160486496,334,20,22,4,15,13452308.0
160486496,334,21,23,4,16,13452383.0
160486496,334,22,24,4,17,13452476.0
160486496,334,23,26,4,19,13452869.0
160486496,334,24,27,4,20,13453001.0
160486496,334,25,28,4,21,13453093.0
160486496,334,26,29,4,22,13453221.0
160486496,334,27,30,4,23,13453325.0
160486496,334,28,32,4,24,13453473.0
160486496,334,29,33,4,25,13453588.0
160486496,334,30,35,4,27,13453978.0
160486496,334,31,36,4,29,13454107.0
160486496,334,32,37,4,30,13454074.0
160486496,334,33,38,4,31,13453963.0
160486496,334,34,39,4,32,13453958.0
160486496,334,35,40,4,33,13454202.0
160486496,334,36,41,4,34,13454454.0
160486508,336,1,1,4,1,13453590.0
160486508,336,2,2,4,2,20232392.0
160486508,336,3,3,4,4,13453882.0
160486508,336,4,5,4,5,13453619.0
160486508,336,5,6,4,6,13453287.0
160486508,336,6,7,4,7,13452977.0
160486508,336,7,8,4,9,13452853.0
160486508,336,8,9,4,9,13452527.0
160486508,336,9,10,4,10,13452171.0
160486508,336,10,12,4,12,13451819.0
160486508,336,11,13,4,14,13451305.0
160486508,336,12,14,4,14,13451044.0
160486508,336,13,15,4,15,13450852.0
160486508,336,14,16,4,16,13450552.0
160486508,336,15,18,4,17,13450342.0
160486508,336,16,19,4,18,13450142.0
160486508,336,17,20,4,20,13449708.0
160486508,336,18,21,4,21,13449584.0
160486508,336,19,22,4,22,13449500.0
160486508,336,20,23,4,23,13449373.0
160486508,336,21,24,4,24,13449253.0
160486508,336,22,26,4,25,13448931.0
160486508,336,23,27,4,26,13448693.0
160486508,336,24,28,4,27,167.0
160486508,336,25,31,4,29,13448130.0
160486508,336,26,32,4,29,13447951.0
160486508,336,27,33,4,30,13447779.0
160486508,336,28,34,4,31,13447550.0
160486508,336,29,36,4,32,13447210.0
160486508,336,30,37,4,33,13447120.0
160486508,336,31,38,4,33,13446970.0
160486508,336,32,40,4,35,13446724.0
160486524,320,1,1,4,1,13463723.0
160486524,320,2,2,4,2,106.0
160486524,320,3,3,4,3,13463015.0
160486524,320,4,5,4,4,107.0
160486524,320,5,6,4,5,13461921.0
160486524,320,6,7,4,5,108.0
160486524,320,7,8,4,6,109.0
160486524,320,8,12,4,9,110.0
160486524,320,9,13,4,9,13458124.0
160486524,320,10,15,4,11,111.0
160486524,320,11,16,4,12,13457078.0
160486524,320,12,17,4,13,13456650.0
160486524,320,13,18,4,13,13456266.0
160486524,320,14,19,4,14,13455755.0
160486524,320,15,20,4,14,13455496.0
160486524,320,16,21,4,15,13455032.0
160486524,320,17,23,4,17,112.0
160486524,320,18,24,4,17,13453356.0
160486524,320,19,26,4,18,13452847.0
160486524,320,20,27,4,19,13451896.0
160486524,320,21,29,4,21,113.0
160486524,320,22,30,4,21,13450770.0
160486524,320,23,31,4,22,13450017.0
160486524,320,24,32,4,23,13448917.0
160486524,320,25,34,4,25,114.0
160486524,320,26,36,4,26,115.0
160486524,320,27,37,4,27,13447144.0
160486524,320,28,38,4,28,13446504.0
160486524,320,29,39,4,29,116.0
160486524,320,30,41,4,32,13445250.0
160486524,320,31,42,4,33,13444838.0
160486524,320,32,43,4,34,13444488.0
160486524,320,33,44,4,34,13444082.0
160486524,320,34,45,4,35,13443870.0
160486524,320,35,46,4,35,13443782.0
160486525,300,1,1,4,0,213.0
160486525,300,2,2,4,1,214.0
160486525,300,3,3,4,1,13463747.0
160486525,300,4,5,4,2,13463124.0
160486525,300,5,6,4,4,218.0
160486525,300,6,9,4,7,13461657.0
160486525,300,7,10,4,8,222.0
160486525,300,8,11,4,8,223.0
160486525,300,9,13,4,9,224.0
160486525,300,10,15,4,11,225.0
160486525,300,11,16,4,11,13456762.0
160486525,300,12,17,4,24,13452476.0
160486525,300,13,18,4,32,13454523.0
160486525,300,14,19,4,35,13455179.0
160486525,300,15,20,4,35,13454823.0
160486525,300,16,21,5,3,221.0
160486526,300,1,1,4,0,225.0
160486526,300,2,4,4,2,224.0
160486526,300,3,7,4,3,223.0
160486526,300,4,8,4,4,222.0
160486526,300,5,9,4,4,13461356.0
160486526,300,6,10,4,5,221.0
160486526,300,7,11,4,6,13461657.0
160486526,300,8,12,4,6,220.0
160486526,300,9,14,4,7,219.0
160486526,300,10,16,4,8,218.0
160486526,300,11,17,4,9,217.0
160486526,300,12,18,4,10,13463124.0
160486526,300,13,19,4,11,216.0
160486526,300,14,22,4,13,215.0
160486526,300,15,23,4,14,13463747.0
160486526,300,16,24,4,15,156.0
160486526,300,17,25,4,16,214.0
160486526,300,18,27,4,17,213.0
160486526,300,19,29,4,19,212.0
160486526,300,20,31,4,20,211.0
160486526,300,21,32,4,21,13465043.0
160486526,300,22,34,4,22,210.0
160486526,300,23,35,4,23,209.0
160486526,300,24,36,4,23,13465705.0
160486526,300,25,37,4,24,208.0
160486526,300,26,38,4,25,207.0
160486526,300,27,40,4,26,206.0
160486526,300,28,42,4,27,205.0
160486526,300,29,44,4,28,203.0
160486526,300,30,47,4,30,204.0
160486526,300,31,48,4,30,13466999.0
160486526,300,32,49,4,31,13467131.0
160486526,300,33,51,4,32,202.0
160486526,300,34,54,4,34,201.0
160486527,306,1,1,4,2,13460822.0
160486527,306,2,2,4,2,13460922.0
160486527,306,3,3,4,3,13461057.0
160486527,306,4,4,4,3,13461235.0
160486527,306,5,5,4,4,13461421.0
160486527,306,6,6,4,4,13461602.0
160486527,306,7,7,4,5,13461912.0
160486527,306,8,8,4,6,13462284.0
160486527,306,9,9,4,6,13462427.0
160486527,306,10,10,4,7,13462844.0
160486527,306,11,11,4,8,13462953.0
160486527,306,12,13,4,9,13463183.0
160486527,306,13,14,4,10,13463279.0
160486527,306,14,15,4,10,13463372.0
160486527,306,15,16,4,10,13463478.0
160486527,306,16,17,4,11,13463573.0
160486527,306,17,18,4,12,13463705.0
160486527,306,18,19,4,12,13463796.0
160486527,306,19,20,4,12,13463892.0
160486527,306,20,21,4,13,13464004.0
160486527,306,21,22,4,13,13464177.0
160486527,306,22,23,4,15,13464269.0
160486527,306,23,24,4,16,13464490.0
160486527,306,24,25,4,16,13464586.0
160486527,306,25,26,4,16,13464667.0
160486527,306,26,27,4,17,13464785.0
160486527,306,27,28,4,18,13464403.0
160486527,306,28,29,4,18,13464520.0
160486527,306,29,30,4,19,13464607.0
160486527,306,30,31,4,19,13464719.0
160486527,306,31,32,4,20,13464821.0
160486527,306,32,33,4,22,104.0
160486527,306,33,34,4,22,13464999.0
160486527,306,34,35,4,23,13465052.0
160486527,306,35,36,4,23,154.0
160486527,306,36,37,4,24,13465273.0
160486527,306,37,38,4,25,13465356.0
160486527,306,38,39,4,26,13465489.0
160486527,306,39,40,4,27,13465581.0
160486527,306,40,42,4,29,13465757.0
160486527,306,41,44,4,31,13466022.0
160486527,306,42,46,4,33,13466116.0
160486527,306,43,47,4,34,13466246.0
160486527,306,44,48,4,35,13466357.0
160486527,306,45,49,4,35,13466425.0
160486528,53,1,2,4,22,13441620.0
160486528,53,2,6,4,24,13441635.0
160486528,53,3,8,4,25,13441649.0
160486528,53,4,11,4,27,13441677.0
160486528,53,5,12,4,28,13441706.0
160486528,53,6,13,4,29,13441740.0
160486528,53,7,14,4,30,14171575.0
160486528,53,8,15,4,31,13441814.0
160486528,53,9,17,4,33,13441856.0
160486528,53,10,18,4,34,13441903.0
160486528,53,11,19,4,34,13441950.0
160486528,53,12,20,4,35,13442003.0
160486537,325,1,2,4,0,13446105.0
160486537,325,2,3,4,1,13446349.0
160486537,325,3,5,4,2,404.0
160486537,325,4,6,4,3,13447423.0
160486537,325,5,8,4,4,13448536.0
160486537,325,6,9,4,5,13448975.0
160486537,325,7,11,4,5,13449368.0
160486537,325,8,13,4,6,13450238.0
160486537,325,9,14,4,6,13450514.0
160486537,325,10,15,4,7,13450781.0
160486537,325,11,16,4,7,13451065.0
160486537,325,12,17,4,8,13451688.0
160486537,325,13,18,4,8,13452266.0
160486537,325,14,19,4,10,20234111.0
160486537,325,15,20,4,11,13453034.0
160486537,325,16,21,4,11,13453783.0
160486537,325,17,22,4,12,13454407.0
160486537,325,18,23,4,13,13454752.0
160486537,325,19,24,4,15,13455359.0
160486537,325,20,25,4,16,13455700.0
160486537,325,21,26,4,17,13456414.0
160486537,325,22,27,4,18,13456773.0
160486537,325,23,28,4,19,13456854.0
160486537,325,24,33,4,20,13457550.0
160486537,325,25,34,4,21,13457237.0
160486537,325,26,35,4,21,13457552.0
160486537,325,27,36,4,22,13457776.0
160486537,325,28,37,4,22,13458477.0
160486537,325,29,39,4,23,13459249.0
160486537,325,30,40,4,24,13459771.0
160486537,325,31,41,4,24,13459931.0
160486537,325,32,42,4,25,13460275.0
160486537,325,33,43,4,25,13460600.0
160486537,325,34,44,4,26,13460996.0
160486537,325,35,45,4,26,13461234.0
160486537,325,36,46,4,27,220.0
160486537,325,37,47,4,28,13462117.0
160486537,325,38,48,4,29,13462518.0
160486537,325,39,49,4,29,13462891.0
160486537,325,40,50,4,30,13463166.0
160486537,325,41,51,4,30,13463245.0
160486537,325,42,52,4,31,13463522.0
160486537,325,43,53,4,31,13463796.0
160486537,325,44,54,4,32,13464254.0
160486537,325,45,55,4,32,13464662.0
160486537,325,46,56,4,33,13464855.0
160486537,325,47,57,4,34,13464771.0
160486556,353,1,2,4,3,13441620.0
160486556,353,2,7,4,5,13441635.0
160486556,353,3,9,4,7,13441649.0
160486556,353,4,11,4,8,13441658.0
160486556,353,5,13,4,9,13441677.0
160486556,353,6,15,4,10,13441706.0
160486556,353,7,16,4,10,13441740.0
160486556,353,8,17,4,11,14171575.0
160486556,353,9,18,4,12,13441814.0
160486556,353,10,20,4,14,13441856.0
160486556,353,11,21,4,14,13441903.0
160486556,353,12,22,4,14,13441950.0
160486556,353,13,23,4,15,13442003.0
160486556,353,14,26,4,17,13442071.0
160486556,353,15,27,4,17,13442123.0
160486556,353,16,28,4,18,13442179.0
160486556,353,17,30,4,19,13442279.0
160486556,353,18,31,4,19,13442457.0
160486556,353,19,32,4,20,13442528.0
160486556,353,20,33,4,21,13442557.0
160486556,353,21,35,4,21,13442696.0
160486556,353,22,36,4,22,13442747.0
160486556,353,23,37,4,22,13442811.0
160486556,353,24,38,4,22,13442971.0
160486556,353,25,39,4,23,13443021.0
160486556,353,26,41,4,24,13443144.0
160486556,353,27,42,4,24,13443242.0
160486556,353,28,43,4,25,13443354.0
160486556,353,29,44,4,25,13443490.0
160486556,353,30,46,4,27,13443657.0
160486556,353,31,47,4,27,13443721.0
160486556,353,32,48,4,27,13443782.0
160486556,353,33,49,4,28,13443870.0
160486556,353,34,51,4,30,13444138.0
160486556,353,35,53,4,31,13444337.0
160486556,353,36,54,4,31,13444464.0
160486556,353,37,55,4,32,13444609.0
160486556,353,38,56,4,34,13444656.0
160486556,353,39,57,4,34,13444817.0
160486556,353,40,58,4,35,13444956.0
160486556,353,41,59,4,35,13445128.0
160486557,322,1,1,4,1,13459980.0
160486557,322,2,2,4,1,13460244.0
160486557,322,3,3,4,1,13460535.0
160486557,322,4,4,4,1,223.0
160486557,322,5,5,4,2,13461380.0
160486557,322,6,6,4,2,13461623.0
160486557,322,7,7,4,2,13462225.0
160486557,322,8,8,4,3,13462427.0
160486557,322,9,9,4,3,13462844.0
160486557,322,10,10,4,4,13463317.0
160486557,322,11,11,4,5,13463537.0
160486557,322,12,12,4,5,13463942.0
160486557,322,13,13,4,7,13463787.0
160486557,322,14,14,4,7,13463293.0
160486557,322,15,15,4,8,13462824.0
160486557,322,16,16,4,8,13462643.0
160486557,322,17,17,4,9,13462329.0
160486557,322,18,19,4,10,13461875.0
160486557,322,19,20,4,11,13461728.0
160486557,322,20,21,4,12,13461635.0
160486557,322,21,22,4,12,13461467.0
160486557,322,22,23,4,13,13461408.0
160486557,322,23,25,4,14,13461342.0
160486565,353,1,1,4,0,13445306.0
160486565,353,2,3,4,1,13445128.0
160486565,353,3,4,4,2,13444956.0
160486565,353,4,5,4,2,13444910.0
160486565,353,5,6,4,2,13444817.0
160486565,353,6,7,4,3,13444656.0
160486565,353,7,8,4,3,13444609.0
160486565,353,8,9,4,4,13444464.0
160486565,353,9,10,4,4,13444337.0
160486565,353,10,12,4,5,13444138.0
160486565,353,11,13,4,5,13444061.0
160486565,353,12,15,4,7,13443782.0
160486565,353,13,16,4,8,13443721.0
160486565,353,14,17,4,8,13443657.0
160486565,353,15,19,4,8,13443490.0
160486565,353,16,20,4,9,13443354.0
160486565,353,17,21,4,9,13443242.0
160486565,353,18,22,4,10,13443144.0
160486565,353,19,24,4,11,13443021.0
160486565,353,20,25,4,11,13442971.0
160486565,353,21,26,4,11,13442811.0
160486565,353,22,27,4,12,13442747.0
160486565,353,23,28,4,12,13442696.0
160486565,353,24,29,4,12,13442637.0
160486565,353,25,30,4,13,13442557.0
160486565,353,26,32,4,14,13442457.0
160486565,353,27,33,4,15,13442279.0
160486565,353,28,35,4,16,13442179.0
160486565,353,29,36,4,16,13442123.0
160486565,353,30,37,4,17,13442071.0
160486565,353,31,40,4,18,13442003.0
160486565,353,32,41,4,19,13441950.0
160486565,353,33,42,4,19,13441903.0
160486565,353,34,43,4,20,13441856.0
160486565,353,35,44,4,20,13441814.0
160486565,353,36,45,4,21,30017743.0
160486565,353,37,46,4,21,14171575.0
160486565,353,38,47,4,22,13441740.0
160486565,353,39,48,4,23,13441706.0
160486565,353,40,50,4,24,13441677.0
160486565,353,41,52,4,24,13441658.0
160486565,353,42,54,4,25,13441649.0
160486565,353,43,56,4,26,13441635.0
160486565,353,44,61,4,28,13441620.0
160486565,353,45,62,4,29,13441616.0
160486565,353,46,64,4,30,14630472.0
160486565,353,47,65,4,31,14630490.0
160486565,353,48,66,4,31,14630494.0
160486565,353,49,67,4,32,14634930.0
160486565,353,50,68,4,32,14642975.0
160486565,353,51,69,4,33,14249113.0
160486565,353,52,70,4,33,14252748.0
160486565,353,53,71,4,34,14252582.0
160486565,353,54,72,4,34,14252616.0
160486565,353,55,73,4,34,14249609.0
160486565,353,56,74,4,35,14606950.0
160486565,353,57,75,4,35,14184392.0
160486566,385,1,1,4,0,13448166.0
160486566,385,2,2,4,1,13448037.0
160486566,385,3,3,4,1,401.0
160486566,385,4,5,4,2,13447758.0
160486566,385,5,6,4,2,13447653.0
160486566,385,6,7,4,3,402.0
160486566,385,7,9,4,4,13447350.0
160486566,385,8,10,4,4,403.0
160486566,385,9,11,4,6,13447128.0
160486566,385,10,12,4,6,13447082.0
160486566,385,11,13,4,6,13446985.0
160486566,385,12,14,4,7,13446814.0
160486566,385,13,15,4,8,404.0
160486566,385,14,16,4,9,13446518.0
160486566,385,15,17,4,10,30013028.0
160486566,385,16,18,4,10,13446581.0
160486566,385,17,19,4,11,13446629.0
160486566,385,18,20,4,12,13446551.0
160486566,385,19,21,4,12,13446472.0
160486566,385,20,22,4,13,13446373.0
160486566,385,21,23,4,14,13446293.0
160486566,385,22,24,4,14,30113634.0
160486566,385,23,25,4,15,13446075.0
160486566,385,24,26,4,16,13445956.0
160486566,385,25,27,4,16,13445830.0
160486566,385,26,28,4,17,13445746.0
160486566,385,27,29,4,18,13445612.0
160486566,385,28,30,4,18,13445476.0
160486566,385,29,31,4,19,13445386.0
160486566,385,30,32,4,19,13445288.0
160486566,385,31,33,4,20,13445219.0
160486566,385,32,34,4,21,13445134.0
160486566,385,33,35,4,22,13444959.0
160486566,385,34,36,4,22,13444901.0
160486566,385,35,39,4,24,13444619.0
160486566,385,36,41,4,25,13444330.0
160486566,385,37,43,4,27,13444135.0
160486566,385,38,44,4,28,13444062.0
160486566,385,39,45,4,29,13443955.0
160486566,385,40,46,4,30,13443821.0
160486566,385,41,47,4,30,13443760.0
160486566,385,42,50,4,31,13443509.0
160486566,385,43,51,4,31,13443378.0
160486566,385,44,53,4,32,13443237.0
160486566,385,45,55,4,33,13443095.0
160486566,385,46,56,4,33,13442992.0
160486566,385,47,58,4,34,13442883.0
160486566,385,48,59,4,34,13442803.0
160486566,385,49,60,4,35,14660468.0
160486566,385,50,61,4,35,13442679.0
160486566,385,51,62,4,35,13442597.0
160486569,337,1,1,4,2,13467331.0
160486569,337,2,2,4,2,13466818.0
160486569,337,3,3,4,3,13466510.0
160486569,337,4,4,4,3,13466259.0
160486569,337,5,5,4,3,13465956.0
160486569,337,6,6,4,4,13465562.0
160486569,337,7,7,4,4,13465055.0
160486569,337,8,8,4,4,13464763.0
160486569,337,9,9,4,5,13464419.0
160486569,337,10,10,4,6,13464097.0
160486569,337,11,11,4,6,13463434.0
160486569,337,12,12,4,6,13462889.0
160486569,337,13,13,4,7,13462163.0
160486569,337,14,14,4,7,13461842.0
160486569,337,15,15,4,8,13461563.0
160486569,337,16,16,4,8,13461184.0
160486569,337,17,17,4,9,13460559.0
160486569,337,18,18,4,9,13459870.0
160486569,337,19,19,4,10,13459022.0
160486569,337,20,20,4,11,13458506.0
160486569,337,21,21,4,11,13458256.0
160486569,337,22,22,4,11,13457990.0
160486569,337,23,23,4,12,13457696.0
160486569,337,24,24,4,12,13457412.0
160486569,337,25,25,4,13,13456671.0
160486569,337,26,26,4,14,13456080.0
160486569,337,27,27,4,14,13455765.0
160486569,337,28,28,4,14,13455529.0
160486569,337,29,29,4,15,13455052.0
160486569,337,30,30,4,15,13454806.0
160486569,337,31,31,4,17,13454428.0
160486569,337,32,32,4,17,13454278.0
160486569,337,33,33,4,18,13453545.0
160486569,337,34,34,4,18,13453201.0
160486569,337,35,36,4,20,13452733.0
160486569,337,36,37,4,20,13452207.0
160486569,337,37,38,4,21,13451900.0
160486569,337,38,39,4,21,13451305.0
160486569,337,39,40,4,22,13450946.0
160486569,337,40,41,4,23,13450370.0
160486569,337,41,42,4,23,13449995.0
160486569,337,42,43,4,24,13449596.0
160486569,337,43,44,4,24,13449213.0
160486569,337,44,45,4,25,13448957.0
160486569,337,45,46,4,26,13448601.0
160486570,501,1,1,4,0,13463787.0
160486570,501,2,2,4,1,13463652.0
160486570,501,3,3,4,2,13463494.0
160486570,501,4,6,4,5,13463118.0
160486570,501,5,8,4,6,13462856.0
160486570,501,6,9,4,7,13462722.0
160486570,501,7,11,4,8,13462570.0
160486571,396,1,1,4,0,13454339.0
160486571,396,2,2,4,1,13454224.0
160486571,396,3,3,4,1,13454518.0
160486571,396,4,4,4,2,13454771.0
160486571,396,5,5,4,2,13454806.0
160486571,396,6,6,4,3,13454617.0
160486571,396,7,7,4,4,13454501.0
160486571,396,8,8,4,4,13454716.0
160486571,396,9,9,4,5,20046140.0
160486571,396,10,11,4,6,13455715.0
160486571,396,11,12,4,7,13455908.0
160486571,396,12,13,4,7,13455580.0
160486571,396,13,15,4,8,13455219.0
160486571,396,14,16,4,9,13455040.0
160486571,396,15,17,4,10,13454987.0
160486571,396,16,18,4,10,13454780.0
160486571,396,17,19,4,11,13454661.0
160486571,396,18,20,4,12,13454469.0
160486571,396,19,21,4,12,13454300.0
160486571,396,20,22,4,13,13454197.0
160486571,396,21,24,4,14,13453761.0
160486571,396,22,25,4,15,13453602.0
160486571,396,23,26,4,15,13453454.0
160486571,396,24,27,4,16,13453281.0
160486571,396,25,28,4,17,164.0
160486571,396,26,29,4,18,13452740.0
160486571,396,27,30,4,19,13452576.0
160486571,396,28,31,4,20,13452437.0
160486571,396,29,32,4,20,13452342.0
160486571,396,30,33,4,21,13452219.0
160486571,396,31,34,4,21,13452017.0
160486571,396,32,35,4,22,13451886.0
160486571,396,33,36,4,23,13451789.0
160486571,396,34,38,4,24,113.0
160486572,86,1,1,4,8,228.0
160486572,86,2,2,4,22,13449625.0
160486572,86,3,3,4,22,13448888.0
160486572,86,4,4,4,23,13448608.0
160486572,86,5,5,4,23,20105765.0
160486572,86,6,6,4,24,13447347.0
160486572,86,7,7,4,24,13446901.0
160486572,86,8,8,4,25,13446613.0
160486572,86,9,9,4,25,13446432.0
160486572,86,10,10,4,26,13446091.0
160486572,86,11,11,4,26,13445458.0
160486572,86,12,12,4,27,13445095.0
160486572,86,13,13,4,28,13444896.0
160486572,86,14,14,4,28,13444537.0
160486572,86,15,15,4,29,13443668.0
160486572,86,16,16,4,30,13442843.0
160486597,310,1,1,4,3,13467909.0
160486597,310,2,2,4,4,14134889.0
160486597,310,3,3,4,5,13468316.0
160486597,310,4,4,4,7,13468377.0
160486597,310,5,5,4,9,13468134.0
160486597,310,6,6,4,10,13467856.0
160486597,310,7,7,4,11,13467505.0
160486597,310,8,8,4,12,13467197.0
160486597,310,9,9,4,14,13466982.0
160486597,310,10,10,4,15,13466618.0
160486597,310,11,11,4,15,13466288.0
160486597,310,12,12,4,16,13465836.0
160486597,310,13,13,4,17,13465489.0
160486597,310,14,14,4,18,13464960.0
160486597,310,15,15,4,19,13464674.0
160486597,310,16,16,4,19,13464417.0
160486597,310,17,17,4,20,214.0
160486598,89,1,1,4,0,13463232.0
160486598,89,2,2,4,1,13463685.0
160486598,89,3,3,4,1,13464031.0
160486598,89,4,4,4,2,13465036.0
160486598,89,5,5,4,10,207.0
160486598,89,6,6,4,17,13465564.0
160486598,89,7,7,4,18,13464716.0
160486598,89,8,8,4,18,13464438.0
160486598,89,9,9,4,20,13462686.0
160486598,89,10,10,4,21,13462180.0
160486598,89,11,11,4,21,13461687.0
160486598,89,12,12,4,23,13461238.0
160486598,89,13,13,4,24,13460945.0
160486598,89,14,14,4,26,13460140.0
160486598,89,15,15,4,26,13459968.0
160486598,89,16,16,4,27,13459847.0
160486598,89,17,17,4,27,13459646.0
160486598,89,18,18,4,27,13459377.0
160486598,89,19,19,4,28,13459076.0
160486598,89,20,20,4,28,13458880.0
160486598,89,21,22,4,29,13458367.0
160486598,89,22,23,4,30,13458304.0
160486598,89,23,24,4,31,13458203.0
160486598,89,24,25,4,31,13458075.0
160486598,89,25,26,4,31,13457985.0
160486598,89,26,27,4,32,13457738.0
160486598,89,27,28,4,32,13457446.0
160486598,89,28,29,4,33,13457191.0
160486598,89,29,30,4,33,13456916.0
160486598,89,30,31,4,33,13456680.0
160486598,89,31,32,4,34,13455715.0
160486600,395,1,1,4,0,13445039.0
160486600,395,2,3,4,2,13445401.0
160486600,395,3,4,4,4,13445757.0
160486600,395,4,5,4,4,13445922.0
160486600,395,5,6,4,5,13446062.0
160486600,395,6,7,4,6,13446212.0
160486600,395,7,8,4,7,13446304.0
160486600,395,8,9,4,8,13446514.0
160486600,395,9,10,4,8,13446642.0
160486600,395,10,11,4,9,13446827.0
160486600,395,11,12,4,10,13446954.0
160486600,395,12,13,4,10,13447015.0
160486600,395,13,14,4,11,13447139.0
160486600,395,14,16,4,11,13447325.0
160486600,395,15,17,4,12,13447419.0
160486600,395,16,18,4,12,13447496.0
160486600,395,17,19,4,13,13447551.0
160486600,395,18,20,4,13,302.0
160486600,395,19,21,4,14,13447843.0
160486600,395,20,22,4,14,13447955.0
160486600,395,21,23,4,15,13974857.0
160486600,395,22,24,4,16,13448199.0
160486600,395,23,25,4,16,13448318.0
160486600,395,24,27,4,18,13448519.0
160486600,395,25,28,4,18,13448642.0
160486600,395,26,29,4,19,13448759.0
160486600,395,27,30,4,19,13448838.0
160486600,395,28,31,4,19,13449013.0
160486600,395,29,32,4,20,13448996.0
160486600,395,30,33,4,21,13448704.0
160486600,395,31,34,4,21,13448553.0
160486600,395,32,35,4,22,13448645.0
160486600,395,33,36,4,22,13448813.0
160486600,395,34,38,4,23,13449122.0
160486600,395,35,39,4,24,13449192.0
160486600,395,36,40,4,24,13449368.0
160486600,395,37,42,4,25,13449541.0
160486600,395,38,43,4,26,13449731.0
160486600,395,39,44,4,26,13449822.0
160486600,395,40,45,4,27,13449911.0
160486600,395,41,46,4,27,13450081.0
160486600,395,42,47,4,28,13450226.0
160486600,395,43,48,4,28,13450372.0
160486600,395,44,49,4,28,13450611.0
160486600,395,45,50,4,30,13450773.0
160486600,395,46,51,4,30,13450870.0
160486600,395,47,52,4,30,13450973.0
160486600,395,48,53,4,31,13451068.0
160486600,395,49,54,4,31,13451157.0
160486611,324,1,1,4,0,13446472.0
160486611,324,2,2,4,1,13446551.0
160486611,324,3,3,4,1,13446777.0
160486611,324,4,4,4,2,13446996.0
160486611,324,5,5,4,3,13448105.0
160486611,324,6,6,4,3,13448310.0
160486611,324,7,7,4,4,13448712.0
160486611,324,8,8,4,4,13449013.0
160486611,324,9,9,4,5,13449319.0
160486611,324,10,10,4,5,13449511.0
160486611,324,11,11,4,6,13449710.0
160486611,324,12,12,4,6,13449947.0
160486611,324,13,13,4,6,13450472.0
160486611,324,14,14,4,7,13450857.0
160486611,324,15,15,4,8,13451412.0
160486611,324,16,16,4,8,13451925.0
160486611,324,17,17,4,9,13452245.0
160486611,324,18,18,4,9,13452586.0
160486611,324,19,19,4,9,13453008.0
160486611,324,20,20,4,10,13453395.0
160486611,324,21,21,4,11,13453844.0
160486611,324,22,22,4,12,13454107.0
160486611,324,23,23,4,12,13454288.0
160486611,324,24,24,4,13,13454774.0
160486611,324,25,25,4,13,13454924.0
160486611,324,26,26,4,13,13455247.0
160486611,324,27,27,4,14,13455487.0
160486611,324,28,28,4,14,13455708.0
160486611,324,29,29,4,14,13455959.0
160486611,324,30,30,4,14,13456185.0
160486611,324,31,31,4,15,13456438.0
160486611,324,32,32,4,15,13456890.0
160486611,324,33,33,4,16,13457363.0
160486611,324,34,35,4,17,13457716.0
160486611,324,35,36,4,17,13458442.0
160486611,324,36,38,4,19,226.0
160486611,324,37,39,4,20,13459445.0
160486611,324,38,40,4,21,13459651.0
160486611,324,39,41,4,22,13460223.0
160486611,324,40,42,4,22,13460543.0
160486611,324,41,43,4,23,13460812.0
160486611,324,42,44,4,23,13461342.0
160486612,102,1,1,4,1,13455179.0
160486612,102,2,2,4,1,13454978.0
160486612,102,3,3,4,2,13454814.0
160486612,102,4,4,4,3,13454685.0
160486612,102,5,5,4,3,13454594.0
160486612,102,6,6,4,4,13454430.0
160486612,102,7,7,4,4,13454337.0
160486612,102,8,8,4,5,13454133.0
160486612,102,9,9,4,6,13453501.0
160486612,102,10,10,4,6,13453065.0
160486612,102,11,11,4,7,13452797.0
160486612,102,12,12,4,7,13452417.0
160486612,102,13,13,4,8,13452173.0
160486612,102,14,14,4,8,13451718.0
160486612,102,15,15,4,9,13451422.0
160486612,102,16,16,4,9,13450683.0
160486612,102,17,17,4,10,13449802.0
160486612,102,18,18,4,11,13449130.0
160486612,102,19,19,4,11,13448822.0
160486612,102,20,21,4,13,13447928.0
160486612,102,21,22,4,13,13447453.0
160486612,102,22,23,4,14,13446592.0
160486612,102,23,24,4,15,13446212.0
160486612,102,24,25,4,16,13445821.0
160486612,102,25,26,4,17,13445553.0
160486612,102,26,27,4,18,13444590.0
160486612,102,27,28,4,19,13444062.0
160486612,102,28,29,4,19,13443825.0
160486612,102,29,30,4,20,13443499.0
160486612,102,30,33,4,21,13442251.0
160486612,102,31,34,4,22,13441912.0
160486612,102,32,35,4,23,13441776.0
160486627,300,1,1,4,17,13452476.0
160486627,300,2,2,4,25,13455179.0
160486627,300,3,3,4,30,13452119.0
160486627,300,4,4,4,31,13452352.0
160486627,300,5,5,4,32,13452647.0
160486627,300,6,6,4,32,13452901.0
160486627,300,7,7,4,33,13453253.0
160486627,300,8,8,4,33,13453503.0
160486627,300,9,9,4,34,13454001.0
160486628,312,1,2,4,11,208.0
160486628,312,2,3,4,11,13465288.0
160486628,312,3,4,4,12,13464808.0
160486628,312,4,5,4,12,13464592.0
160486628,312,5,6,4,13,13464433.0
160486628,312,6,7,4,14,13464438.0
160486628,312,7,8,4,14,13464436.0
160486628,312,8,9,4,15,13464434.0
160486628,312,9,10,4,15,13464450.0
