index,subwayline,station_char_o,stationid_o,traindirection,trip,trainid,estimated_arrival_o,station_char_d,stationid_d,estimated_arrival_d,cost
0,YUS,WEL2,21,South,0,117,2019-12-20 11:01:06.400071840-05:00,COL2,20.0,2019-12-20 11:02:37.667403-05:00,1.5166666666666666
0,YUS,WEL2,21,South,0,117,2019-12-20 11:01:06.400071840-05:00,COL2,20.0,2019-12-20 11:02:37.667403-05:00,1.5166666666666666
11,YUS,WEL2,21,South,2,117,2019-12-20 13:33:41.336622160-05:00,COL2,20.0,2019-12-20 13:35:37.646739-05:00,1.9333333333333333
1,YUS,COL2,20,South,0,117,2019-12-20 11:02:37.667403-05:00,DUN2,19.0,2019-12-20 11:03:37.587021-05:00,0.9833333333333333
1,YUS,COL2,20,South,0,117,2019-12-20 11:02:37.667403-05:00,DUN2,19.0,2019-12-20 11:03:37.587021-05:00,0.9833333333333333
12,YUS,COL2,20,South,2,117,2019-12-20 13:35:37.646739-05:00,DUN2,19.0,2019-12-20 13:36:37.441900-05:00,0.9833333333333333
2,YUS,DUN2,19,South,0,117,2019-12-20 11:03:37.587021-05:00,QUN2,18.0,2019-12-20 11:04:37.693501-05:00,1.0
2,YUS,DUN2,19,South,0,117,2019-12-20 11:03:37.587021-05:00,QUN2,18.0,2019-12-20 11:04:37.693501-05:00,1.0
13,YUS,DUN2,19,South,2,117,2019-12-20 13:36:37.441900-05:00,QUN2,18.0,2019-12-20 13:37:38.049778-05:00,1.0
3,YUS,QUN2,18,South,0,117,2019-12-20 11:04:37.693501-05:00,KNG2,17.0,2019-12-20 11:06:02.238622560-05:00,1.4
3,YUS,QUN2,18,South,0,117,2019-12-20 11:04:37.693501-05:00,KNG2,17.0,2019-12-20 11:06:02.238622560-05:00,1.4
14,YUS,QUN2,18,South,2,117,2019-12-20 13:37:38.049778-05:00,KNG2,17.0,2019-12-20 13:39:02.380084560-05:00,1.4
4,YUS,KNG2,17,South,0,117,2019-12-20 11:06:02.238622560-05:00,UNI2,16.0,2019-12-20 11:07:37.849843-05:00,1.5833333333333333
4,YUS,KNG2,17,South,0,117,2019-12-20 11:06:02.238622560-05:00,UNI2,16.0,2019-12-20 11:07:37.849843-05:00,1.5833333333333333
15,YUS,KNG2,17,South,2,117,2019-12-20 13:39:02.380084560-05:00,UNI2,16.0,2019-12-20 13:40:37.686294-05:00,1.5833333333333333
5,YUS,UNI2,16,South,0,117,2019-12-20 11:07:37.849843-05:00,STA2,15.0,2019-12-20 11:08:51.661877740-05:00,1.2166666666666666
5,YUS,UNI2,16,South,0,117,2019-12-20 11:07:37.849843-05:00,STA2,15.0,2019-12-20 11:08:51.661877740-05:00,1.2166666666666666
16,YUS,UNI2,16,South,2,117,2019-12-20 13:40:37.686294-05:00,STA2,15.0,2019-12-20 13:44:37.615610-05:00,3.9833333333333334
6,YUS,STA2,15,South,0,117,2019-12-20 11:08:51.661877740-05:00,OSG2,14.0,2019-12-20 11:10:05.510972240-05:00,1.2166666666666666
6,YUS,STA2,15,South,0,117,2019-12-20 11:08:51.661877740-05:00,OSG2,14.0,2019-12-20 11:10:05.510972240-05:00,1.2166666666666666
18,YUS,STA2,15,South,2,117,2019-12-20 13:44:37.615610-05:00,OSG2,14.0,2019-12-20 13:45:20.794045240-05:00,0.7166666666666667
7,YUS,OSG2,14,South,0,117,2019-12-20 11:10:05.510972240-05:00,STP2,13.0,2019-12-20 11:11:37.512980-05:00,1.5333333333333334
7,YUS,OSG2,14,South,0,117,2019-12-20 11:10:05.510972240-05:00,STP2,13.0,2019-12-20 11:11:37.512980-05:00,1.5333333333333334
17,YUS,OSG2,14,South,2,117,2019-12-20 13:45:20.794045240-05:00,STP2,13.0,2019-12-20 13:46:37.745484-05:00,1.2666666666666666
8,YUS,STP2,13,South,0,117,2019-12-20 11:11:37.512980-05:00,QPK2,12.0,2019-12-20 11:12:37.652121-05:00,1.0
8,YUS,STP2,13,South,0,117,2019-12-20 11:11:37.512980-05:00,QPK2,12.0,2019-12-20 11:12:37.652121-05:00,1.0
19,YUS,STP2,13,South,2,117,2019-12-20 13:46:37.745484-05:00,QPK2,12.0,2019-12-20 13:48:37.313824-05:00,1.9833333333333334
9,YUS,QPK2,12,South,0,117,2019-12-20 11:12:37.652121-05:00,MUS2,11.0,2019-12-20 11:14:37.455073-05:00,1.9833333333333334
9,YUS,QPK2,12,South,0,117,2019-12-20 11:12:37.652121-05:00,MUS2,11.0,2019-12-20 11:14:37.455073-05:00,1.9833333333333334
20,YUS,QPK2,12,South,2,117,2019-12-20 13:48:37.313824-05:00,MUS2,11.0,2019-12-20 13:50:09.584566260-05:00,1.5333333333333334
10,YUS,MUS2,11,South,0,117,2019-12-20 11:14:37.455073-05:00,SGU2,10.0,2019-12-20 11:17:37.824807-05:00,3.0
10,YUS,MUS2,11,South,0,117,2019-12-20 11:14:37.455073-05:00,SGU2,10.0,2019-12-20 11:17:37.824807-05:00,3.0
21,YUS,MUS2,11,South,2,117,2019-12-20 13:50:09.584566260-05:00,SGU2,10.0,2019-12-20 13:51:37.568167-05:00,1.45
11,YUS,SGU2,10,South,0,117,2019-12-20 11:17:37.824807-05:00,SPA2,9.0,2019-12-20 11:19:37.582956-05:00,1.9833333333333334
11,YUS,SGU2,10,South,0,117,2019-12-20 11:17:37.824807-05:00,SPA2,9.0,2019-12-20 11:19:37.582956-05:00,1.9833333333333334
22,YUS,SGU2,10,South,2,117,2019-12-20 13:51:37.568167-05:00,SPA2,47.0,2019-12-20 13:52:50.700083620-05:00,1.2166666666666666
12,YUS,SPA2,9,South,0,117,2019-12-20 11:19:37.582956-05:00,DUP2,8.0,2019-12-20 11:20:37.383020-05:00,0.9833333333333333
12,YUS,SPA2,9,South,0,117,2019-12-20 11:19:37.582956-05:00,DUP2,8.0,2019-12-20 11:20:37.383020-05:00,0.9833333333333333
13,YUS,DUP2,8,South,0,117,2019-12-20 11:20:37.383020-05:00,SCW2,7.0,2019-12-20 11:23:37.525805-05:00,3.0
13,YUS,DUP2,8,South,0,117,2019-12-20 11:20:37.383020-05:00,SCW2,7.0,2019-12-20 11:23:37.525805-05:00,3.0
14,YUS,SCW2,7,South,0,117,2019-12-20 11:23:37.525805-05:00,CVL2,6.0,2019-12-20 11:27:37.733357-05:00,4.0
14,YUS,SCW2,7,South,0,117,2019-12-20 11:23:37.525805-05:00,CVL2,6.0,2019-12-20 11:27:37.733357-05:00,4.0
15,YUS,CVL2,6,South,0,117,2019-12-20 11:27:37.733357-05:00,GCN2,5.0,2019-12-20 11:29:37.521833-05:00,1.9833333333333334
15,YUS,CVL2,6,South,0,117,2019-12-20 11:27:37.733357-05:00,GCN2,5.0,2019-12-20 11:29:37.521833-05:00,1.9833333333333334
16,YUS,GCN2,5,South,0,117,2019-12-20 11:29:37.521833-05:00,LWW2,4.0,2019-12-20 11:30:37.682052-05:00,1.0
16,YUS,GCN2,5,South,0,117,2019-12-20 11:29:37.521833-05:00,LWW2,4.0,2019-12-20 11:30:37.682052-05:00,1.0
17,YUS,LWW2,4,South,0,117,2019-12-20 11:30:37.682052-05:00,YKD2,3.0,2019-12-20 11:32:37.526057-05:00,1.9833333333333334
17,YUS,LWW2,4,South,0,117,2019-12-20 11:30:37.682052-05:00,YKD2,3.0,2019-12-20 11:32:37.526057-05:00,1.9833333333333334
18,YUS,YKD2,3,South,0,117,2019-12-20 11:32:37.526057-05:00,WIL2,2.0,2019-12-20 11:34:46.147204820-05:00,2.1333333333333333
18,YUS,YKD2,3,South,0,117,2019-12-20 11:32:37.526057-05:00,WIL2,2.0,2019-12-20 11:34:46.147204820-05:00,2.1333333333333333
19,YUS,WIL2,2,South,0,117,2019-12-20 11:34:46.147204820-05:00,SHW2,1.0,2019-12-20 11:37:38.160717-05:00,2.8666666666666667
19,YUS,WIL2,2,South,0,117,2019-12-20 11:34:46.147204820-05:00,SHW2,1.0,2019-12-20 11:37:38.160717-05:00,2.8666666666666667
