index,subwayline,station_char_o,stationid_o,traindirection,trip,trainid,estimated_arrival_o,station_char_d,stationid_d,estimated_arrival_d,cost
0,BD,JNE2,37,West,0,228,2019-12-18 20:01:37.378837-05:00,OML2,36.0,2019-12-18 20:02:44.971260-05:00,1.1166666666666667
0,BD,JNE2,37,West,0,228,2019-12-18 20:01:37.378837-05:00,OML2,36.0,2019-12-18 20:02:44.971260-05:00,1.1166666666666667
26,BD,JNE2,37,West,2,228,2019-12-18 21:45:44.860727-05:00,OML2,36.0,2019-12-18 21:47:37.810113-05:00,1.8666666666666667
26,BD,JNE2,37,West,4,228,2019-12-18 23:28:46.369956660-05:00,OML2,36.0,2019-12-18 23:30:13.153081320-05:00,1.4333333333333333
1,BD,OML2,36,West,0,228,2019-12-18 20:02:44.971260-05:00,RYK2,35.0,2019-12-18 20:05:04.580574360-05:00,2.316666666666667
1,BD,OML2,36,West,0,228,2019-12-18 20:02:44.971260-05:00,RYK2,35.0,2019-12-18 20:05:04.580574360-05:00,2.316666666666667
27,BD,OML2,36,West,2,228,2019-12-18 21:47:37.810113-05:00,RYK2,35.0,2019-12-18 21:49:37.831764-05:00,2.0
27,BD,OML2,36,West,4,228,2019-12-18 23:30:13.153081320-05:00,RYK2,35.0,2019-12-18 23:32:37.694545-05:00,2.4
2,BD,RYK2,35,West,0,228,2019-12-18 20:05:04.580574360-05:00,ISL2,34.0,2019-12-18 20:07:37.472522-05:00,2.533333333333333
2,BD,RYK2,35,West,0,228,2019-12-18 20:05:04.580574360-05:00,ISL2,34.0,2019-12-18 20:07:37.472522-05:00,2.533333333333333
28,BD,RYK2,35,West,2,228,2019-12-18 21:49:37.831764-05:00,ISL2,34.0,2019-12-18 21:52:00.649249320-05:00,2.3666666666666667
28,BD,RYK2,35,West,4,228,2019-12-18 23:32:37.694545-05:00,ISL2,34.0,2019-12-18 23:34:37.654350-05:00,1.9833333333333334
3,BD,ISL2,34,West,0,228,2019-12-18 20:07:37.472522-05:00,KIP1,33.0,2019-12-18 20:10:34.825242320-05:00,2.95
3,BD,ISL2,34,West,0,228,2019-12-18 20:07:37.472522-05:00,KIP1,33.0,2019-12-18 20:10:34.825242320-05:00,2.95
29,BD,ISL2,34,West,2,228,2019-12-18 21:52:00.649249320-05:00,KIP1,33.0,2019-12-18 21:57:03.176272320-05:00,5.033333333333333
0,BD,KIP2,33,East,5,228,2019-12-18 23:37:07.434352340-05:00,KIP1,33.0,2019-12-18 23:37:37.591284-05:00,0.5
0,BD,KIP2,33,East,5,228,2019-12-18 23:37:07.434352340-05:00,KIP1,33.0,2019-12-18 23:37:37.591284-05:00,0.5
4,BD,KIP1,33,West,0,228,2019-12-18 20:10:34.825242320-05:00,KIP2,33.0,2019-12-18 20:10:34.825242320-05:00,0.0
4,BD,KIP1,33,West,0,228,2019-12-18 20:10:34.825242320-05:00,KIP2,33.0,2019-12-18 20:10:34.825242320-05:00,0.0
0,BD,KIP1,33,East,3,228,2019-12-18 21:57:37.509200-05:00,ISL1,34.0,2019-12-18 22:02:38.049797-05:00,5.0
1,BD,KIP1,33,East,5,228,2019-12-18 23:37:37.591284-05:00,ISL1,34.0,2019-12-18 23:40:52.001109360-05:00,3.2333333333333334
1,BD,KIP1,33,East,5,228,2019-12-18 23:37:37.591284-05:00,ISL1,34.0,2019-12-18 23:40:52.001109360-05:00,3.2333333333333334
0,BD,KEN2,63,West,2,228,2019-12-18 21:04:44.986683-05:00,WAR2,62.0,2019-12-18 21:11:44.991268-05:00,7.0
0,BD,KEN2,63,West,4,228,2019-12-18 22:45:45.919960-05:00,WAR2,62.0,2019-12-18 22:55:00.706487660-05:00,9.233333333333333
1,BD,WAR2,62,West,2,228,2019-12-18 21:11:44.991268-05:00,VPK2,61.0,2019-12-18 21:15:44.992464-05:00,4.0
