index,subwayline,station_char_o,stationid_o,traindirection,trip,trainid,estimated_arrival_o,station_char_d,stationid_d,estimated_arrival_d,cost
0,YUS,SHP1,30,North,0,126,2019-11-28 16:01:43.606627-05:00,NYC1,31.0,2019-11-28 16:03:43.909948-05:00,2.0
0,YUS,SHP1,30,North,0,126,2019-11-28 16:01:43.606627-05:00,NYC1,31.0,2019-11-28 16:03:43.909948-05:00,2.0
1,YUS,NYC1,31,North,0,126,2019-11-28 16:03:43.909948-05:00,FIN1,32.0,2019-11-28 16:06:43.507705-05:00,2.9833333333333334
1,YUS,NYC1,31,North,0,126,2019-11-28 16:03:43.909948-05:00,FIN1,32.0,2019-11-28 16:06:43.507705-05:00,2.9833333333333334
0,YUS,NYC1,31,North,2,126,2019-11-28 18:57:51.382945-05:00,FIN1,32.0,2019-11-28 19:03:43.655450-05:00,5.866666666666666
0,YUS,NYC1,31,North,2,126,2019-11-28 18:57:51.382945-05:00,FIN1,32.0,2019-11-28 19:03:43.655450-05:00,5.866666666666666
0,YUS,NYC1,31,North,2,126,2019-11-28 18:57:51.382945-05:00,FIN1,32.0,2019-11-28 19:03:43.655450-05:00,5.866666666666666
35,YUS,NYC1,31,North,3,102,2019-11-28 20:38:57.922960580-05:00,FIN2,32.0,2019-11-28 20:43:15.950995740-05:00,4.3
35,YUS,NYC1,31,North,3,102,2019-11-28 20:38:57.922960580-05:00,FIN2,32.0,2019-11-28 20:43:15.950995740-05:00,4.3
0,YUS,MUS2,11,South,0,102,2019-11-28 16:00:43.471944-05:00,SGU2,10.0,2019-11-28 16:02:43.661580-05:00,2.0
21,YUS,MUS2,11,South,2,102,2019-11-28 18:43:43.383421-05:00,SGU2,10.0,2019-11-28 18:45:43.826453-05:00,2.0
1,YUS,SGU2,10,South,0,102,2019-11-28 16:02:43.661580-05:00,SPA2,9.0,2019-11-28 16:04:43.671664-05:00,2.0
22,YUS,SGU2,10,South,2,102,2019-11-28 18:45:43.826453-05:00,SPA2,9.0,2019-11-28 18:47:43.628397-05:00,1.9833333333333334
2,YUS,SPA2,9,South,0,102,2019-11-28 16:04:43.671664-05:00,DUP2,8.0,2019-11-28 16:05:43.581947-05:00,0.9833333333333333
23,YUS,SPA2,9,South,2,102,2019-11-28 18:47:43.628397-05:00,DUP2,8.0,2019-11-28 18:49:00.358903480-05:00,1.2666666666666666
3,YUS,DUP2,8,South,0,102,2019-11-28 16:05:43.581947-05:00,SCW2,7.0,2019-11-28 16:08:43.553665-05:00,2.9833333333333334
24,YUS,DUP2,8,South,2,102,2019-11-28 18:49:00.358903480-05:00,SCW2,7.0,2019-11-28 18:51:43.737886-05:00,2.716666666666667
4,YUS,SCW2,7,South,0,102,2019-11-28 16:08:43.553665-05:00,CVL2,6.0,2019-11-28 16:12:43.661164-05:00,4.0
25,YUS,SCW2,7,South,2,102,2019-11-28 18:51:43.737886-05:00,CVL2,6.0,2019-11-28 18:56:43.373901-05:00,4.983333333333333
5,YUS,CVL2,6,South,0,102,2019-11-28 16:12:43.661164-05:00,GCN2,5.0,2019-11-28 16:14:43.397628-05:00,1.9833333333333334
26,YUS,CVL2,6,South,2,102,2019-11-28 18:56:43.373901-05:00,GCN2,5.0,2019-11-28 18:58:43.660725-05:00,2.0
6,YUS,GCN2,5,South,0,102,2019-11-28 16:14:43.397628-05:00,LWW2,4.0,2019-11-28 16:16:43.450717-05:00,2.0
27,YUS,GCN2,5,South,2,102,2019-11-28 18:58:43.660725-05:00,LWW2,4.0,2019-11-28 19:00:43.786101-05:00,2.0
7,YUS,LWW2,4,South,0,102,2019-11-28 16:16:43.450717-05:00,YKD2,3.0,2019-11-28 16:18:43.909477-05:00,2.0
28,YUS,LWW2,4,South,2,102,2019-11-28 19:00:43.786101-05:00,YKD2,3.0,2019-11-28 19:02:43.581520-05:00,1.9833333333333334
8,YUS,YKD2,3,South,0,102,2019-11-28 16:18:43.909477-05:00,WIL2,2.0,2019-11-28 16:20:43.515676-05:00,1.9833333333333334
29,YUS,YKD2,3,South,2,102,2019-11-28 19:02:43.581520-05:00,WIL2,2.0,2019-11-28 19:04:43.476574-05:00,1.9833333333333334
9,YUS,WIL2,2,South,0,102,2019-11-28 16:20:43.515676-05:00,SHW2,1.0,2019-11-28 16:23:43.564073-05:00,3.0
30,YUS,WIL2,2,South,2,102,2019-11-28 19:04:43.476574-05:00,SHW2,1.0,2019-11-28 19:07:43.521139-05:00,3.0
10,YUS,SHW2,1,South,0,102,2019-11-28 16:23:43.564073-05:00,FIW2,76.0,2019-11-28 16:28:43.893820-05:00,5.0
