index,subwayline,station_char_o,stationid_o,traindirection,trip,trainid,estimated_arrival_o,station_char_d,stationid_d,estimated_arrival_d,cost
0,YUS,EGL2,27,South,0,143,2020-01-03 07:02:08.464646460-05:00,DAV2,26.0,2020-01-03 07:04:08.968969720-05:00,2.0
0,YUS,EGL2,27,South,0,143,2020-01-03 07:02:08.464646460-05:00,DAV2,26.0,2020-01-03 07:04:08.968969720-05:00,2.0
4,YUS,EGL2,27,South,2,143,2020-01-03 09:20:37.546023-05:00,DAV2,26.0,2020-01-03 09:22:37.965396-05:00,2.0
1,YUS,DAV2,26,South,0,143,2020-01-03 07:04:08.968969720-05:00,STC2,25.0,2020-01-03 07:05:37.831166-05:00,1.4666666666666666
1,YUS,DAV2,26,South,0,143,2020-01-03 07:04:08.968969720-05:00,STC2,25.0,2020-01-03 07:05:37.831166-05:00,1.4666666666666666
5,YUS,DAV2,26,South,2,143,2020-01-03 09:22:37.965396-05:00,STC2,25.0,2020-01-03 09:24:37.549155-05:00,1.9833333333333334
2,YUS,STC2,25,South,0,143,2020-01-03 07:05:37.831166-05:00,SUM2,24.0,2020-01-03 07:07:21.658733460-05:00,1.7166666666666666
2,YUS,STC2,25,South,0,143,2020-01-03 07:05:37.831166-05:00,SUM2,24.0,2020-01-03 07:07:21.658733460-05:00,1.7166666666666666
6,YUS,STC2,25,South,2,143,2020-01-03 09:24:37.549155-05:00,SUM2,24.0,2020-01-03 09:26:37.631556-05:00,2.0
3,YUS,SUM2,24,South,0,143,2020-01-03 07:07:21.658733460-05:00,ROS2,23.0,2020-01-03 07:08:37.313254-05:00,1.25
3,YUS,SUM2,24,South,0,143,2020-01-03 07:07:21.658733460-05:00,ROS2,23.0,2020-01-03 07:08:37.313254-05:00,1.25
7,YUS,SUM2,24,South,2,143,2020-01-03 09:26:37.631556-05:00,ROS2,23.0,2020-01-03 09:27:37.668073-05:00,1.0
4,YUS,ROS2,23,South,0,143,2020-01-03 07:08:37.313254-05:00,BLO2,22.0,2020-01-03 07:09:37.459434-05:00,1.0
4,YUS,ROS2,23,South,0,143,2020-01-03 07:08:37.313254-05:00,BLO2,22.0,2020-01-03 07:09:37.459434-05:00,1.0
8,YUS,ROS2,23,South,2,143,2020-01-03 09:27:37.668073-05:00,BLO2,22.0,2020-01-03 09:29:37.598445-05:00,1.9833333333333334
5,YUS,BLO2,22,South,0,143,2020-01-03 07:09:37.459434-05:00,WEL2,21.0,2020-01-03 07:11:06.624569260-05:00,1.4833333333333334
5,YUS,BLO2,22,South,0,143,2020-01-03 07:09:37.459434-05:00,WEL2,21.0,2020-01-03 07:11:06.624569260-05:00,1.4833333333333334
9,YUS,BLO2,22,South,2,143,2020-01-03 09:29:37.598445-05:00,WEL2,21.0,2020-01-03 09:30:37.760404-05:00,1.0
6,YUS,WEL2,21,South,0,143,2020-01-03 07:11:06.624569260-05:00,COL2,20.0,2020-01-03 07:12:37.521570-05:00,1.5
6,YUS,WEL2,21,South,0,143,2020-01-03 07:11:06.624569260-05:00,COL2,20.0,2020-01-03 07:12:37.521570-05:00,1.5
10,YUS,WEL2,21,South,2,143,2020-01-03 09:30:37.760404-05:00,COL2,20.0,2020-01-03 09:31:37.793449-05:00,1.0
7,YUS,COL2,20,South,0,143,2020-01-03 07:12:37.521570-05:00,DUN2,19.0,2020-01-03 07:13:37.639341-05:00,1.0
7,YUS,COL2,20,South,0,143,2020-01-03 07:12:37.521570-05:00,DUN2,19.0,2020-01-03 07:13:37.639341-05:00,1.0
11,YUS,COL2,20,South,2,143,2020-01-03 09:31:37.793449-05:00,DUN2,19.0,2020-01-03 09:32:37.771204-05:00,0.9833333333333333
8,YUS,DUN2,19,South,0,143,2020-01-03 07:13:37.639341-05:00,QUN2,18.0,2020-01-03 07:14:37.474582-05:00,0.9833333333333333
8,YUS,DUN2,19,South,0,143,2020-01-03 07:13:37.639341-05:00,QUN2,18.0,2020-01-03 07:14:37.474582-05:00,0.9833333333333333
12,YUS,DUN2,19,South,2,143,2020-01-03 09:32:37.771204-05:00,QUN2,18.0,2020-01-03 09:33:59.604140-05:00,1.35
9,YUS,QUN2,18,South,0,143,2020-01-03 07:14:37.474582-05:00,KNG2,17.0,2020-01-03 07:15:37.477234-05:00,1.0
9,YUS,QUN2,18,South,0,143,2020-01-03 07:14:37.474582-05:00,KNG2,17.0,2020-01-03 07:15:37.477234-05:00,1.0
13,YUS,QUN2,18,South,2,143,2020-01-03 09:33:59.604140-05:00,KNG2,17.0,2020-01-03 09:35:37.433574-05:00,1.6166666666666667
10,YUS,KNG2,17,South,0,143,2020-01-03 07:15:37.477234-05:00,UNI2,16.0,2020-01-03 07:16:48.352219460-05:00,1.1666666666666667
10,YUS,KNG2,17,South,0,143,2020-01-03 07:15:37.477234-05:00,UNI2,16.0,2020-01-03 07:16:48.352219460-05:00,1.1666666666666667
14,YUS,KNG2,17,South,2,143,2020-01-03 09:35:37.433574-05:00,UNI2,16.0,2020-01-03 09:36:37.592934-05:00,1.0
11,YUS,UNI2,16,South,0,143,2020-01-03 07:16:48.352219460-05:00,STA2,15.0,2020-01-03 07:18:37.680682-05:00,1.8166666666666667
11,YUS,UNI2,16,South,0,143,2020-01-03 07:16:48.352219460-05:00,STA2,15.0,2020-01-03 07:18:37.680682-05:00,1.8166666666666667
15,YUS,UNI2,16,South,2,143,2020-01-03 09:36:37.592934-05:00,STA2,15.0,2020-01-03 09:37:51.848341740-05:00,1.2333333333333334
12,YUS,STA2,15,South,0,143,2020-01-03 07:18:37.680682-05:00,OSG2,14.0,2020-01-03 07:19:37.460887-05:00,0.9833333333333333
12,YUS,STA2,15,South,0,143,2020-01-03 07:18:37.680682-05:00,OSG2,14.0,2020-01-03 07:19:37.460887-05:00,0.9833333333333333
16,YUS,STA2,15,South,2,143,2020-01-03 09:37:51.848341740-05:00,OSG2,14.0,2020-01-03 09:39:37.555430-05:00,1.75
13,YUS,OSG2,14,South,0,143,2020-01-03 07:19:37.460887-05:00,STP2,13.0,2020-01-03 07:20:51.136582440-05:00,1.2166666666666666
13,YUS,OSG2,14,South,0,143,2020-01-03 07:19:37.460887-05:00,STP2,13.0,2020-01-03 07:20:51.136582440-05:00,1.2166666666666666
17,YUS,OSG2,14,South,2,143,2020-01-03 09:39:37.555430-05:00,STP2,13.0,2020-01-03 09:40:51.466943500-05:00,1.2166666666666666
14,YUS,STP2,13,South,0,143,2020-01-03 07:20:51.136582440-05:00,QPK2,12.0,2020-01-03 07:22:37.541085-05:00,1.7666666666666666
14,YUS,STP2,13,South,0,143,2020-01-03 07:20:51.136582440-05:00,QPK2,12.0,2020-01-03 07:22:37.541085-05:00,1.7666666666666666
18,YUS,STP2,13,South,2,143,2020-01-03 09:40:51.466943500-05:00,QPK2,12.0,2020-01-03 09:42:37.638693-05:00,1.7666666666666666
15,YUS,QPK2,12,South,0,143,2020-01-03 07:22:37.541085-05:00,MUS2,11.0,2020-01-03 07:24:09.922039880-05:00,1.5333333333333334
15,YUS,QPK2,12,South,0,143,2020-01-03 07:22:37.541085-05:00,MUS2,11.0,2020-01-03 07:24:09.922039880-05:00,1.5333333333333334
19,YUS,QPK2,12,South,2,143,2020-01-03 09:42:37.638693-05:00,MUS2,11.0,2020-01-03 09:44:37.783662-05:00,2.0
16,YUS,MUS2,11,South,0,143,2020-01-03 07:24:09.922039880-05:00,SGU2,10.0,2020-01-03 07:25:37.509670-05:00,1.45
16,YUS,MUS2,11,South,0,143,2020-01-03 07:24:09.922039880-05:00,SGU2,10.0,2020-01-03 07:25:37.509670-05:00,1.45
20,YUS,MUS2,11,South,2,143,2020-01-03 09:44:37.783662-05:00,SGU2,10.0,2020-01-03 09:46:37.636209-05:00,1.9833333333333334
17,YUS,SGU2,10,South,0,143,2020-01-03 07:25:37.509670-05:00,SPA2,9.0,2020-01-03 07:27:37.653104-05:00,2.0
17,YUS,SGU2,10,South,0,143,2020-01-03 07:25:37.509670-05:00,SPA2,9.0,2020-01-03 07:27:37.653104-05:00,2.0
21,YUS,SGU2,10,South,2,143,2020-01-03 09:46:37.636209-05:00,SPA2,47.0,2020-01-03 09:47:58.661384840-05:00,1.35
18,YUS,SPA2,9,South,0,143,2020-01-03 07:27:37.653104-05:00,DUP2,8.0,2020-01-03 07:29:37.376159-05:00,1.9833333333333334
18,YUS,SPA2,9,South,0,143,2020-01-03 07:27:37.653104-05:00,DUP2,8.0,2020-01-03 07:29:37.376159-05:00,1.9833333333333334
22,YUS,SPA2,47,South,2,143,2020-01-03 09:47:58.661384840-05:00,DUP2,8.0,2020-01-03 09:49:37.690333-05:00,1.65
19,YUS,DUP2,8,South,0,143,2020-01-03 07:29:37.376159-05:00,SCW2,7.0,2020-01-03 07:32:37.456524-05:00,3.0
19,YUS,DUP2,8,South,0,143,2020-01-03 07:29:37.376159-05:00,SCW2,7.0,2020-01-03 07:32:37.456524-05:00,3.0
23,YUS,DUP2,8,South,2,143,2020-01-03 09:49:37.690333-05:00,SCW2,7.0,2020-01-03 09:52:37.565401-05:00,2.9833333333333334
0,YUS,NYC2,31,South,2,143,2020-01-03 09:08:00.238064300-05:00,SHP2,30.0,2020-01-03 09:09:37.457826-05:00,1.6166666666666667
1,YUS,SHP2,30,South,2,143,2020-01-03 09:09:37.457826-05:00,YKM2,29.0,2020-01-03 09:12:37.362647-05:00,2.9833333333333334
2,YUS,YKM2,29,South,2,143,2020-01-03 09:12:37.362647-05:00,LAW2,28.0,2020-01-03 09:16:37.666585-05:00,4.0
3,YUS,LAW2,28,South,2,143,2020-01-03 09:16:37.666585-05:00,EGL2,27.0,2020-01-03 09:20:37.546023-05:00,3.9833333333333334
24,YUS,SCW2,7,South,2,143,2020-01-03 09:52:37.565401-05:00,CVL2,6.0,2020-01-03 09:57:21.248525080-05:00,4.716666666666667
25,YUS,CVL2,6,South,2,143,2020-01-03 09:57:21.248525080-05:00,GCN2,5.0,2020-01-03 09:59:11.146648100-05:00,1.8166666666666667
26,YUS,GCN2,5,South,2,143,2020-01-03 09:59:11.146648100-05:00,LWW2,4.0,2020-01-03 10:00:37.715962-05:00,1.4333333333333333
27,YUS,LWW2,4,South,2,143,2020-01-03 10:00:37.715962-05:00,YKD2,3.0,2020-01-03 10:03:15.348919900-05:00,2.6166666666666667
28,YUS,YKD2,3,South,2,143,2020-01-03 10:03:15.348919900-05:00,WIL2,2.0,2020-01-03 10:04:37.419763-05:00,1.3666666666666667
29,YUS,WIL2,2,South,2,143,2020-01-03 10:04:37.419763-05:00,SHW2,1.0,2020-01-03 10:07:37.713530-05:00,3.0
30,YUS,SHW2,1,South,2,143,2020-01-03 10:07:37.713530-05:00,DNP2,75.0,2020-01-03 10:10:37.706177-05:00,2.9833333333333334
31,YUS,DNP2,75,South,2,143,2020-01-03 10:10:37.706177-05:00,FIW2,76.0,2020-01-03 10:13:37.545163-05:00,2.9833333333333334
0,YUS,DNP1,75,North,3,143,2020-01-03 10:21:37.431944-05:00,SHW1,1.0,2020-01-03 10:24:37.873617-05:00,3.0
0,YUS,DNP1,75,North,3,143,2020-01-03 10:21:37.431944-05:00,SHW1,1.0,2020-01-03 10:24:37.873617-05:00,3.0
1,YUS,SHW1,1,North,3,143,2020-01-03 10:24:37.873617-05:00,LWW1,4.0,2020-01-03 10:33:37.613861-05:00,8.983333333333333
1,YUS,SHW1,1,North,3,143,2020-01-03 10:24:37.873617-05:00,LWW1,4.0,2020-01-03 10:33:37.613861-05:00,8.983333333333333
2,YUS,LWW1,4,North,3,143,2020-01-03 10:33:37.613861-05:00,GCN1,5.0,2020-01-03 10:35:37.806177-05:00,2.0
2,YUS,LWW1,4,North,3,143,2020-01-03 10:33:37.613861-05:00,GCN1,5.0,2020-01-03 10:35:37.806177-05:00,2.0
3,YUS,GCN1,5,North,3,143,2020-01-03 10:35:37.806177-05:00,CVL1,6.0,2020-01-03 10:38:11.399952700-05:00,2.55
3,YUS,GCN1,5,North,3,143,2020-01-03 10:35:37.806177-05:00,CVL1,6.0,2020-01-03 10:38:11.399952700-05:00,2.55
4,YUS,CVL1,6,North,3,143,2020-01-03 10:38:11.399952700-05:00,SCW1,7.0,2020-01-03 10:41:51.596185020-05:00,3.6666666666666665
4,YUS,CVL1,6,North,3,143,2020-01-03 10:38:11.399952700-05:00,SCW1,7.0,2020-01-03 10:41:51.596185020-05:00,3.6666666666666665
5,YUS,SCW1,7,North,3,143,2020-01-03 10:41:51.596185020-05:00,DUP1,8.0,2020-01-03 10:44:37.654206-05:00,2.7666666666666666
5,YUS,SCW1,7,North,3,143,2020-01-03 10:41:51.596185020-05:00,DUP1,8.0,2020-01-03 10:44:37.654206-05:00,2.7666666666666666
6,YUS,DUP1,8,North,3,143,2020-01-03 10:44:37.654206-05:00,SPA1,9.0,2020-01-03 10:45:37.732861-05:00,1.0
6,YUS,DUP1,8,North,3,143,2020-01-03 10:44:37.654206-05:00,SPA1,9.0,2020-01-03 10:45:37.732861-05:00,1.0
7,YUS,SPA1,9,North,3,143,2020-01-03 10:45:37.732861-05:00,SGU1,10.0,2020-01-03 10:47:37.610679-05:00,1.9833333333333334
7,YUS,SPA1,9,North,3,143,2020-01-03 10:45:37.732861-05:00,SGU1,10.0,2020-01-03 10:47:37.610679-05:00,1.9833333333333334
8,YUS,SGU1,10,North,3,143,2020-01-03 10:47:37.610679-05:00,MUS1,11.0,2020-01-03 10:49:37.466087-05:00,1.9833333333333334
8,YUS,SGU1,10,North,3,143,2020-01-03 10:47:37.610679-05:00,MUS1,11.0,2020-01-03 10:49:37.466087-05:00,1.9833333333333334
9,YUS,MUS1,11,North,3,143,2020-01-03 10:49:37.466087-05:00,QPK1,12.0,2020-01-03 10:50:37.649345-05:00,1.0
9,YUS,MUS1,11,North,3,143,2020-01-03 10:49:37.466087-05:00,QPK1,12.0,2020-01-03 10:50:37.649345-05:00,1.0
10,YUS,QPK1,12,North,3,143,2020-01-03 10:50:37.649345-05:00,STP1,13.0,2020-01-03 10:52:37.652277-05:00,2.0
10,YUS,QPK1,12,North,3,143,2020-01-03 10:50:37.649345-05:00,STP1,13.0,2020-01-03 10:52:37.652277-05:00,2.0
11,YUS,STP1,13,North,3,143,2020-01-03 10:52:37.652277-05:00,OSG1,14.0,2020-01-03 10:53:24.369860160-05:00,0.7666666666666667
