gta06,INT_ID,duration
139,13457106,1696
139,13459377,1097
139,13459968,1091
139,13457321,1155
139,13458224,1399
139,13458683,1189
139,13459347,905
139,13460334,1253
139,13458342,883
139,13457431,1054
139,13459001,607
139,13458133,1676
139,13457330,1214
139,13456379,1703
139,13457121,1559
139,13457869,1493
139,13459489,1363
139,13459618,1460
139,13460183,1173
139,13461228,1670
139,13457027,1581
139,13456797,1489
139,13456926,1392
139,13460216,1587
139,13458101,1155
139,13459487,1188
139,13458803,1724
139,13456436,1723
139,13459076,925
139,13460119,1774
139,13458842,338
139,13457965,876
139,13460422,1425
139,13456682,1449
139,13458880,1041
139,13457834,621
139,13458802,549
139,13459847,1190
139,13457705,617
139,13459761,1396
139,13459578,1003
139,13458304,1626
139,13460444,1541
139,13457445,1279
139,13460140,1226
139,13458238,693
139,13459865,1272
139,13458916,370
139,13459825,1789
139,13458435,576
139,13460277,1367
139,13460565,1694
139,13456597,1572
139,13460210,1684
139,13458530,1762
140,13461926,1141
140,13458916,1426
140,13458435,1148
140,13460277,136
140,13458367,1673
140,13459847,575
140,13457965,1439
140,13461060,1649
140,13461829,1095
140,13459548,1323
140,13461460,752
140,13458101,1714
140,13461625,1560
140,13458842,1165
140,13461967,1123
140,13460601,1594
140,13462180,1654
140,13461812,1260
140,13461911,1492
140,13460183,404
140,13461238,848
140,13460216,137
140,13461575,923
140,13460140,277
140,13459487,1394
140,13460119,1363
140,13461687,1356
140,13460757,422
140,13459001,1189
140,13461228,804
140,13459957,1593
140,13458342,1442
140,13460830,442
140,13463074,1746
140,13459377,887
140,13459367,1757
140,14069693,1580
140,13461391,1082
140,13462567,1419
140,13459761,404
140,13461263,1134
140,13461587,1698
140,13457321,1766
140,13459347,1111
140,13458304,1767
140,13459825,1533
140,13460466,848
140,13459618,1654
140,13460334,380
140,13459076,1061
140,13460945,596
140,13457834,1668
140,13458880,1182
140,13460210,1218
140,13459865,524
140,13461883,1330
140,13461075,712
140,13461355,1498
140,13460834,1766
140,13459968,435
140,13458683,1330
140,13460444,96
140,13462698,1546
140,13459578,793
140,13459739,1581
140,13459646,723
140,13461381,886
140,13457584,1638
140,13458879,1319
140,13462239,1291
140,13461719,1049
140,13462316,1437
140,13458238,1265
140,13460565,246
140,13460422,650
140,13462045,1302
140,13458802,980
140,13462178,1225
140,13459489,1569
141,13459761,116
141,13461391,1485
141,13461926,1603
141,13461687,1759
141,13458842,1236
141,13458879,1082
141,13459618,1150
141,13457705,1633
141,13460140,739
141,13459847,1037
141,13459367,1393
141,13461883,1733
141,13460277,598
141,13460601,1704
141,13460119,1464
141,13459001,673
141,13459489,1053
141,13460757,825
141,13460183,866
141,13458803,1414
141,13459957,1700
141,13458802,1447
141,13462178,1628
141,13460422,1112
141,13460444,499
141,13459578,277
141,13462045,1705
141,13459865,8
141,13458238,1734
141,13460565,649
141,13461228,1266
141,13460945,999
141,13459347,595
141,13458880,1644
141,13460210,1374
141,13461263,1596
141,13459377,1349
141,13459825,1479
141,13460216,387
141,13461238,1251
141,13461812,1663
141,13459487,878
141,13460830,845
141,13460466,1251
141,13459076,1523
141,13461575,1326
141,13460334,842
141,13459646,1185
141,13458916,910
141,13458435,1617
141,13461719,1452
141,13462239,1753
141,13461829,1557
141,13459548,807
141,13461967,1526
141,13458400,1606
141,13459968,897
141,13458683,1792
141,13459739,1223
141,13461075,1115
141,13461381,1289
141,13461460,1155
142,13459347,1661
142,13460277,744
142,13464143,1783
142,13461575,261
142,13460216,687
142,13463416,1223
142,13463604,1493
142,13462567,757
142,13461263,983
142,13461587,1357
142,13461625,1219
142,13460210,1109
142,13459825,1424
142,13459618,1545
142,13463769,1735
142,13463440,1395
142,13459968,1043
142,13461381,340
142,13461883,964
142,13462698,995
142,13463642,1393
142,13464218,1799
142,13462178,563
142,13462045,756
142,13461911,1151
142,13463700,1356
142,13461619,1613
142,13461829,582
142,13461228,638
142,13461687,1015
142,13460757,317
142,13460119,1254
142,13459001,1739
142,13460466,739
142,13459487,1756
142,13462866,1450
142,13462180,1313
142,13463074,1195
142,13459489,1642
142,13461355,1438
142,13458435,1756
142,13462686,1649
142,13459739,1472
142,13461075,380
142,13459957,1484
142,13460834,1706
142,13463827,1587
142,13464022,1602
142,13459847,1183
142,13461548,1510
142,13463893,1650
142,13460601,1485
142,13460334,988
142,13460830,277
142,13461916,1660
142,13458802,1588
142,13462466,1495
142,13459821,1723
142,14069693,918
142,13460565,446
142,13463695,1479
142,13458842,1773
142,13459865,1074
142,13461926,615
142,13459076,1669
142,13463344,1735
142,13461460,206
142,13460444,570
142,13459578,1343
142,13461060,1589
142,13460422,1258
142,13461967,461
142,13462316,891
142,13459377,1495
142,13462619,1331
142,13459548,1676
142,13459646,1331
142,13461238,507
142,13463578,1527
142,13458880,1790
142,13460140,885
142,13461391,741
142,13462239,744
142,13461719,387
142,13459761,954
142,13461074,1558
142,13460183,1012
142,13461915,1779
142,13459367,1648
142,13460945,275
142,13461812,900
143,13462045,641
143,13461074,1785
143,13463416,606
143,13460565,1253
143,13464143,1166
143,13464467,1543
143,13460444,1377
143,13461460,727
143,13461719,638
143,13462466,1679
143,13460277,1551
143,13462567,142
143,13463695,862
143,13460422,1798
143,13463344,1416
143,13462178,336
143,13464724,1485
143,13464218,1235
143,13461381,850
143,13463642,776
143,13464461,1330
143,13461967,347
143,13460334,1480
143,13461926,715
143,13460945,1082
143,13464022,985
143,13462866,1270
143,13462180,1509
143,13461075,1083
143,13463827,1023
143,13464406,1551
143,13464453,1530
143,13459968,1657
143,13464273,1475
143,13461829,761
143,14172279,1580
143,13462239,565
143,13463362,1754
143,13460466,1546
143,13463700,739
143,13464977,1628
143,13461625,1446
143,14069693,301
143,13463871,1347
143,13461263,1387
143,13464263,1297
143,13461883,736
143,13462698,432
143,13461228,1069
143,13464832,1587
143,13462686,1673
143,13461587,1584
143,13461687,1242
143,13461911,1343
143,13464616,1757
143,13465039,1710
143,13463578,963
143,13460757,1124
143,13460140,1692
143,13463893,1033
143,13459847,1790
143,13464510,1605
143,13463641,1274
143,13461548,1737
143,13461238,1047
143,13461916,1527
143,13462619,1151
143,13464451,1370
143,13463440,831
143,13463604,876
143,13461812,775
143,13464462,1571
143,13463769,1171
143,13460216,1494
143,13464450,1715
143,13460830,1084
143,13463785,1218
143,13462316,506
143,13460183,1549
143,13461575,549
143,13459761,1761
143,13463074,631
143,13463679,1396
143,13461391,995
144,13461719,1637
144,13461915,1165
144,13461381,1114
144,13462962,1576
144,13461384,1617
144,13461812,818
144,13463482,1601
144,13462870,1738
144,13461238,917
144,13461074,944
144,13463578,1559
144,13461619,999
144,13461575,1417
144,13463679,1467
144,13462316,955
144,13463769,1767
144,13461451,1271
144,13462045,956
144,13460444,1660
144,13460830,1441
144,13461548,896
144,13460216,1777
144,13460565,1507
144,13463604,1269
144,13463695,1298
144,13462466,588
144,13463440,1423
144,13462178,1512
144,13464218,1724
144,13463642,1212
144,13459825,1561
144,13460292,1787
144,13464438,1737
144,13459957,1618
144,13460119,1384
144,13459739,1625
144,13462686,742
144,13459489,1795
144,13460466,1654
144,13461075,1041
144,13460757,1331
144,14172279,1289
144,13461625,605
144,13462567,1318
144,13461460,1248
144,14659127,898
144,13461911,358
144,13463827,1512
144,13461687,427
144,13462180,406
144,13464022,1421
144,13461740,1798
144,14069693,1226
144,13461323,1514
144,13460601,1181
144,13463232,1082
144,13463074,1636
144,13462260,1336
144,13461587,743
144,13461967,1617
144,13464143,1602
144,13462698,1714
144,13461883,748
144,13463416,1042
144,13462566,1501
144,13463595,1784
144,13461089,1696
144,13464031,1502
144,13463893,1426
144,13464461,1745
144,13460945,1167
144,13463080,1379
144,13463362,1036
144,13459367,1785
144,13463785,1611
144,13464263,1779
144,13459618,1698
144,13463700,1175
144,13460210,1284
144,13463685,1312
144,13461391,671
145,13464852,1770
145,13464439,1597
145,13462582,1713
145,13464716,1432
145,13461391,1157
145,14069693,1058
145,13463232,617
145,13464462,1742
145,13461812,1178
145,13463769,1599
145,13462316,985
145,13464451,1695
145,13460601,1637
145,13463893,1180
145,13463679,826
145,13461883,1108
145,13464263,1611
145,13463578,1391
145,13461915,1501
145,13464434,1712
145,13463080,914
145,13463785,1001
145,13461911,747
145,13463685,847
145,13461619,1455
145,13463074,1468
145,13462755,1451
145,14659127,441
145,13463871,1775
145,13463602,1565
145,13462686,314
145,13464436,1489
145,13462698,1622
145,13461238,1403
145,13461687,883
145,13464573,1777
145,13461587,1199
145,13464433,1412
145,13464592,1634
145,13464438,1272
145,13465036,1597
145,13461625,1061
145,13461381,1600
145,13461074,1400
145,13462962,1111
145,13462180,595
145,13464453,1701
145,14172279,648
145,13463482,1136
145,13463362,395
145,13461075,1527
145,13463700,1007
145,13463827,1344
145,13462870,1273
145,13464022,1253
145,13463695,1130
145,13464031,1037
145,13464218,1556
145,13462045,1120
145,13463604,1101
145,13461548,1352
145,13464684,1596
145,13464461,1501
145,13463440,1255
145,13461575,1717
145,13462466,403
145,13464724,1656
145,13463595,1319
145,13461451,1727
145,13464742,1591
145,13463416,874
145,13461460,1670
145,13464977,1799
145,13460210,1740
145,13460945,1653
145,13462566,1165
145,13464143,1434
145,13461967,1515
145,13462260,1330
145,13465250,1724
145,13463516,1718
145,13462178,1413
145,13462333,1646
145,13462567,1219
145,13463642,1044
146,13465042,1326
146,13464361,1463
146,14172279,565
146,13465772,1558
146,13463827,1794
146,13464433,753
146,13461740,1759
146,13465288,1483
146,13464852,1111
146,14659127,599
146,14069693,1757
146,13461548,1601
146,13465149,1518
146,13463604,1224
146,13462566,986
146,13464467,1593
146,13462870,1069
146,13463362,304
146,13463785,896
146,13464453,1393
146,13463602,1243
146,13461619,1500
146,13461587,1678
146,13464592,975
146,13462180,1074
146,13464022,1270
146,13464808,1167
146,13465036,938
146,13461625,1540
146,13463595,997
146,13464143,1448
146,13463350,1710
146,13465564,1241
146,13465238,1676
146,13462333,1472
146,13462962,916
146,13463700,1339
146,208,1742
146,13464977,1491
146,207,1512
146,13465250,1065
146,13464461,1193
146,13464963,1308
146,13463416,1472
146,13465319,1686
146,13464434,1053
146,13461687,1362
146,13464011,1658
146,13464450,1277
146,13464451,1709
146,13461391,1636
146,13463685,188
146,13463080,717
146,13464263,1740
146,13461911,1226
146,13463482,829
146,13463441,1541
146,13464684,937
146,13463232,415
146,13464031,378
146,13464724,1348
146,13462260,1151
146,13463516,1396
146,13462582,1526
146,13464191,1777
146,13463893,1067
146,13463679,717
146,13462316,1684
146,13464716,773
146,13464439,938
146,13464573,1118
146,13464462,1434
146,13464218,1582
146,13463695,1574
146,13462466,882
146,13464651,1601
146,13462755,1252
146,13462686,751
146,13464436,830
146,13462446,1730
146,13461915,1322
146,13465233,1287
146,13461451,1668
146,13464438,613
146,13464742,932
146,13464479,1279
146,13463642,1488
147,13463602,125
147,13462867,1528
147,13462446,1180
147,13463267,765
147,13463685,1012
147,13463785,1751
147,13464433,1039
147,13465326,1267
147,13462184,1597
147,13461089,1539
147,13463844,848
147,13461548,1485
147,13462566,870
147,13464651,889
147,13463123,1074
147,13464495,1193
147,13461625,1775
147,13465564,1550
147,13465705,1478
147,13464808,876
147,13465061,1122
147,13466258,1731
147,13462801,1707
147,13461323,1484
147,13462755,702
147,13462565,1699
147,13462073,1736
147,13462260,1035
147,13463679,1569
147,13464716,1148
147,13464684,973
147,13465288,1192
147,13464092,1177
147,13463232,901
147,13464191,1029
147,13460717,1726
147,13461451,1330
147,13464011,547
147,13463794,1606
147,13463595,203
147,13462466,1395
147,13462947,1318
147,13461619,1384
147,13464450,1717
147,13462870,512
147,14172279,1385
147,13464361,728
147,13464852,1501
147,13461911,1739
147,13463362,1127
147,13463080,601
147,13461876,1663
147,13462285,1460
147,13464479,826
147,13463464,1743
147,13463377,1206
147,13461915,1206
147,13462333,926
147,13461384,1399
147,13464742,1322
147,13465233,1596
147,13464892,1426
147,13464438,1053
147,13464439,1378
147,13461160,1777
147,13464592,816
147,13465036,1247
147,209,1755
147,13465250,1374
147,13464436,1270
147,13462686,1254
147,13464573,665
147,208,1451
147,13463482,395
147,14659127,1085
147,13461740,1213
147,13462582,976
147,13461587,1639
147,13462431,1761
147,13464434,1493
147,13463350,592
147,13464963,1698
147,13463882,1443
147,13463441,423
147,13462886,1472
147,13464031,822
147,13463535,1249
147,13463516,278
147,13462685,1305
147,13463735,1348
147,13462962,562
147,13464313,1669
147,13462180,1592
147,13463208,884
147,13465042,1035
148,13462686,1072
148,13464684,1647
148,13462180,1410
148,13464742,1663
148,13461812,1769
148,13463123,1768
148,13464031,1113
148,13464573,1339
148,13459983,1432
148,13462260,256
148,13463441,1106
148,13465250,1796
148,13463516,1064
148,13464479,1500
148,13462184,1572
148,13463350,1286
148,13461915,427
148,13463844,1542
148,13464438,1344
148,13464808,1550
148,13464436,1561
148,13462446,1146
148,13462333,875
148,13460575,1794
148,13460292,1279
148,13461384,856
148,13459957,1479
148,13461687,1191
148,13462285,1427
148,13460993,1505
148,13461911,1301
148,13463685,972
148,13464434,1784
148,13462962,385
148,13464191,1723
148,13461883,1730
148,13461074,1112
148,13464011,1337
148,13461876,1607
148,13460901,1633
148,13459608,1556
148,13463267,1459
148,13461391,1465
148,13463482,662
148,13463080,440
148,13463208,1578
148,13462685,1642
148,13463893,1769
148,13461160,1266
148,13465036,1669
148,13461625,996
148,13464592,1490
148,13460601,1349
148,13463595,803
148,13462466,1213
148,13459781,1393
148,13461451,510
148,13461323,753
148,13460717,1098
148,13463232,743
148,13462582,942
148,13464651,1679
148,13461548,706
148,13461089,935
148,13462870,523
148,13459825,1697
148,13461051,1429
148,14172279,1227
148,13459219,1793
148,14659127,903
148,13464439,1669
148,13460210,1692
148,13463602,898
148,13464716,1504
148,13463679,1411
148,13461619,605
148,13460119,1589
148,13464361,1518
148,13462755,680
148,13459821,1540
148,13463362,969
148,13461587,860
148,13460815,1770
148,13462566,178
148,13461238,1711
148,13461740,723
148,13462073,1701
148,13463785,1593
148,13465042,1709
148,13464433,1484
149,13461883,984
149,13461460,1296
149,13461575,1465
149,13459347,1262
149,13461587,405
149,13463362,1477
149,13461740,1460
149,13460444,1624
149,13461687,445
149,13461967,1665
149,13461911,555
149,13459739,840
149,13459578,1580
149,13460945,1215
149,13463685,1623
149,13459369,1678
149,13459303,1777
149,13462466,899
149,13460565,1471
149,13460277,1798
149,13462180,717
149,13458803,1253
149,13461323,1176
149,13461619,661
149,13461451,933
149,13460216,1741
149,13460717,1251
149,13459781,1147
149,13463232,1393
149,13458939,1669
149,13460210,499
149,13461074,328
149,13459219,1547
149,13462962,1581
149,13459548,1050
149,13461719,1685
149,13462567,1554
149,13462566,1163
149,14659127,1209
149,13460601,403
149,13459367,1000
149,13459983,1391
149,13459618,913
149,13463080,1432
149,13462260,998
149,13461075,1089
149,14172279,1730
149,14069693,1711
149,13459413,1604
149,13459608,1310
149,13463482,1654
149,13461391,719
149,13459825,776
149,13461089,1358
149,13462870,1715
149,13461160,1689
149,13459001,1560
149,13460119,599
149,13458400,1435
149,13462316,1191
149,13461384,1279
149,13461548,558
149,13462333,1747
149,13462686,1053
149,13459489,1010
149,13460292,1238
149,13462178,1748
149,13461381,1162
149,13458916,1797
149,13459821,1072
149,13457880,1742
149,13461812,1023
149,13460830,1408
149,13461238,965
149,13459487,1130
149,13461625,258
149,13460757,1301
149,13459957,833
149,13461915,827
149,13462045,1167
149,13460466,869
150,13462582,1744
150,13459487,1405
150,13461915,569
150,13462962,1221
150,13459219,1026
150,13462333,1274
150,13461381,1594
150,13459608,789
150,13460292,660
150,13459957,590
150,13461074,339
150,13459909,1621
150,13458175,1513
150,13463602,1734
150,13460210,950
150,13460993,1455
150,13461384,806
150,13458026,1638
150,13458939,1148
150,13458400,1498
150,13458553,1326
150,13461238,1397
150,13461740,987
150,13461460,1728
150,13459347,1681
150,13462260,740
150,13461587,586
150,13459303,1256
150,13462180,1149
150,13461812,1455
150,13462045,1599
150,13462566,905
150,13460815,1720
150,14659127,1637
150,13460601,578
150,13459983,813
150,13460575,1744
150,13459208,1381
150,13459548,1478
150,13459413,1083
150,13461625,697
150,13461687,877
150,13460757,1752
150,13463362,1703
150,13459714,1708
150,13463685,1706
150,13459781,626
150,13460945,1647
150,13462755,1494
150,13461911,987
150,13459739,1053
150,13459036,1623
150,13462316,1623
150,13460717,673
150,13461160,1216
150,13461323,703
150,13460119,814
150,13461619,453
150,13461451,464
150,13460466,1320
150,13463232,1477
150,13459369,1157
150,13461883,1416
150,13461391,1151
150,13458803,1316
150,13460901,1583
150,13461548,468
150,13461051,1379
150,13463482,1396
150,13462870,1359
150,13459825,873
150,13457821,1738
150,20028249,1639
150,13463595,1579
150,13461089,860
150,13462686,1485
150,13459821,684
150,13461075,1521
150,13459367,1065
150,13459489,1223
150,13459618,1126
150,13463080,1174
150,13462466,1331
150,13458928,1789
151,13462180,1680
151,13457627,1093
151,13458722,1180
151,13460565,1519
151,13459303,1682
151,13460830,1456
151,13459865,1032
151,13458802,1517
151,13460292,1628
151,13461915,1587
151,13459957,661
151,13458133,1498
151,13461075,1597
151,13461548,1318
151,13459487,169
151,13461074,902
151,13458026,1482
151,13459821,900
151,13458939,1342
151,13459001,743
151,13457522,1425
151,13457821,1582
151,13460945,1481
151,13459739,184
151,13459548,242
151,13460444,1539
151,13459578,763
151,13461451,1693
151,13460466,917
151,13461238,1733
151,13459489,14
151,13456793,1688
151,13456554,1676
151,13457109,1622
151,13458803,471
151,13460140,1779
151,13461391,1682
151,13460119,425
151,13459761,1156
151,13458344,1365
151,13457583,1705
151,13459608,1215
151,13461619,1421
151,13460216,1427
151,13457352,1507
151,13459369,1583
151,13460277,1638
151,13461687,1408
151,13458553,1170
151,13459781,1047
151,13457869,1681
151,13458175,1075
151,13457705,1703
151,13461911,1518
151,13457336,1237
151,13459618,111
151,13459367,354
151,13460757,1349
151,13458400,653
151,13462260,1758
151,13459347,445
151,13459983,1475
151,13457880,960
151,13461625,1221
151,13460210,547
151,13459219,1452
151,13458842,1306
151,13457454,1765
151,13458435,1687
151,13456952,1453
151,13459413,1509
151,13461460,1743
151,13461587,1154
151,13460601,665
151,13458879,1152
151,13458916,980
151,13459825,440
151,13457121,1698
152,13461915,1326
152,13458553,650
152,13458615,1573
152,13456952,1678
152,13459957,373
152,13458400,878
152,13458026,962
152,13459489,686
152,13457697,1684
152,13457352,1169
152,13457880,1185
152,13459208,1276
152,13458344,1590
152,13457522,1087
152,13456692,1574
152,13457265,1340
152,13459001,1442
152,13457336,1462
152,13460292,1097
152,13458133,1723
152,13461384,1638
152,13459825,392
152,13461089,1488
152,13459219,921
152,13460945,1641
152,13456468,1775
152,13458939,822
152,13460210,707
152,13461587,1298
152,13458722,1405
152,13459347,1144
152,13462566,1662
152,13459413,978
152,13459487,868
152,13458175,681
152,13457416,1435
152,13461548,1212
152,13459821,382
152,13457938,1549
152,13459036,1518
152,13460830,1616
152,13459369,1052
152,13461619,1210
152,13460119,569
152,13457667,1332
152,13460466,1077
152,13457583,1185
152,13458803,696
152,13460757,1509
152,13461687,1552
152,13459578,1462
152,13460601,809
152,13456793,1751
152,13461911,1662
152,13459739,516
152,13461323,1537
152,13459781,516
152,13459548,941
152,13461451,1298
152,13457194,1777
152,13458159,1412
152,13457969,1501
152,13461074,1046
152,13459608,684
152,13457821,1062
152,13459367,450
152,13461075,1757
152,13459618,589
152,13458928,1684
152,13460717,1301
152,13458916,1679
152,13461625,1365
152,13459303,1151
152,13456989,1503
152,13457454,1245
152,13459865,1731
152,13457627,1318
152,13457302,1605
152,13457109,1302
152,13462260,1497
152,13460565,1679
152,13459983,944
153,13460210,1701
153,13455463,1644
153,13457834,1502
153,13456436,1320
153,13456554,1074
153,13459825,1386
153,13458722,437
153,13459548,1599
153,13457431,854
153,13457705,1282
153,13458344,251
153,13457109,1031
153,13457336,646
153,13455973,1386
153,13458553,1791
153,13458133,223
153,13459489,1366
153,13456379,1220
153,13457627,519
153,13457522,977
153,13459957,1637
153,13457880,590
153,13456797,1006
153,13456682,1690
153,13458803,919
153,13456793,1097
153,13457445,620
153,13459367,1162
153,13459618,1455
153,13459487,1519
153,13459739,1467
153,13458175,1152
153,13457121,575
153,13457037,854
153,13458400,736
153,13456597,1604
153,13457869,406
153,13456952,862
153,13456468,1612
153,13457965,1757
153,13457330,685
153,13460119,1563
153,13457352,1059
153,13456692,1259
153,13459347,1738
154,13456952,917
154,13453983,1715
154,13454472,1224
154,13455046,889
154,13456379,491
154,13456891,1758
154,13457321,1482
154,13457431,929
154,13457705,1366
154,13456797,494
154,13457336,1143
154,13456201,1758
154,13453646,1747
154,13457037,646
154,13456926,1483
154,13456692,1289
154,13456436,591
154,13454300,1635
154,13457584,1610
154,13457445,880
154,13453864,1636
154,13458400,1718
154,13457880,1411
154,13457869,1094
154,13457352,1661
154,13455973,383
154,13457627,1278
154,13457109,1528
154,13457027,1672
154,13458344,1415
154,13456682,1010
154,13454197,1419
154,13456793,1125
154,13457834,1586
154,13458133,1277
154,13458722,1601
154,13456468,1642
154,13457330,826
154,13457522,1732
154,13457121,1019
154,13456597,885
154,13455463,656
154,13456554,695
155,13457037,1350
155,13457330,1516
155,13453646,1707
155,13454472,1184
155,13456797,1247
155,13457121,1181
155,13456682,1567
155,13455973,370
155,13457109,1317
155,13458400,1695
155,13457445,1577
155,13457352,1446
155,13457431,1666
155,13453983,1675
155,13456692,1041
155,13457336,1120
155,13456952,894
155,13456379,1056
155,13456554,672
155,13456468,1394
155,13456793,1031
155,13456252,1753
155,13457869,1781
155,13457522,1528
155,13456597,1442
155,13456436,1148
155,13457880,1388
155,13455046,869
155,13456342,1602
155,13454300,1595
155,13454197,1379
155,13457627,1255
155,13453864,1596
155,13455463,636
155,13455778,1746
155,13456989,1672
156,13459219,1493
156,13456989,1256
156,13455046,1697
156,13456952,671
156,13456161,1492
156,13458939,1358
156,13458026,1498
156,13459618,1357
156,13455778,1330
156,13455973,1206
156,13459739,1369
156,13455170,1663
156,13459367,1064
156,13458553,1186
156,13457454,1494
156,13457265,1399
156,13458133,952
156,13457880,346
156,13457121,946
156,13459825,1288
156,13458400,629
156,13456252,1337
156,13457869,1022
156,13456031,1728
156,13457522,143
156,13457109,358
156,13460210,1603
156,13458344,890
156,13458722,1072
156,13456342,1186
156,13460601,1705
156,13457583,1554
156,13459548,1501
156,13456554,894
156,13457352,225
156,13459781,1613
156,13457445,1236
156,13460119,1465
156,13457037,1457
156,13458803,821
156,13459487,1421
156,13457336,455
156,13459489,1268
156,13455455,1509
156,13457431,1450
156,13459957,1539
156,13459347,1640
156,13458175,551
156,13459821,1573
156,13456379,1797
156,13459608,1717
156,13457627,311
156,13457821,1598
156,13456797,1589
156,13457330,1281
156,13455463,1464
156,13456793,807
156,13456468,978
156,13456692,630
157,13454911,1639
157,14203394,1352
157,13455685,501
157,13457583,1454
157,13455007,517
157,13457350,1400
157,13455979,828
157,13453281,1537
157,13456849,1115
157,13457416,1439
157,13457522,1696
157,13456552,1599
157,13456989,1156
157,13456273,1502
157,13454632,1468
157,13457969,1721
157,13455564,1558
157,13455428,1795
157,13456310,829
157,14043938,1690
157,13457697,1574
157,13455170,757
157,13456127,1411
157,13453476,1433
157,163,1299
157,13457352,1614
157,13457109,1485
157,13456031,687
157,14046422,1172
157,13456564,962
157,13456841,1735
157,13456468,879
157,13457194,1434
157,13456793,1391
157,13456252,502
157,13454301,1689
157,13454398,1484
157,13457302,1263
157,13456936,1696
157,13455999,1345
157,13455455,593
157,13456692,1214
157,13457938,1696
157,13457150,1295
157,13456342,653
157,13454491,1151
157,13456952,1630
157,13454098,1091
157,13455277,295
157,13454825,607
157,13454664,1581
157,13455778,772
157,13455028,1566
157,13457265,1299
157,13456161,651
157,13454555,1336
157,13455354,313
157,13455749,1212
157,13454394,886
157,13457044,1517
157,13455194,1072
157,13457667,1563
157,13454883,909
157,13457454,1394
157,13455864,1021
157,162,1381
157,13458026,1695
157,13455131,1349
157,13457821,1577
158,14046422,1710
158,13457821,629
158,13457100,1523
158,162,1523
158,13457938,1225
158,13458026,747
158,13455170,1153
158,13457109,1067
158,13457416,681
158,13459369,1751
158,13455864,1187
158,13457044,1040
158,13454883,1305
158,13457454,446
158,13455277,1009
158,13459219,1354
158,13458159,1362
158,13455749,1360
158,13454825,1504
158,13457302,505
158,13456161,623
158,13456564,574
158,13455685,1035
158,13457194,677
158,13456793,973
158,13458615,1614
158,13457522,1278
158,13457969,963
158,13457121,1497
158,13457385,1678
158,13456031,863
158,13459983,1728
158,13456936,1238
158,13457150,824
158,13456273,1205
158,13456127,1157
158,13455354,1223
158,13455999,1223
158,13456252,468
158,13457336,1418
158,13456552,1228
158,13455455,999
158,13456342,465
158,13458939,1219
158,13455007,1414
158,13455194,1610
158,13457350,929
158,13456554,1390
158,13458175,1681
158,13458553,1041
158,13456849,693
158,13456952,1212
158,13456989,201
158,13455979,1001
158,13454491,1547
158,13455778,820
158,13457667,805
158,13459413,1704
158,13457627,1553
158,13457265,351
158,161,1575
158,13459608,1578
158,13455973,1702
158,13456692,796
158,13457583,506
158,13459781,1746
158,13457697,1103
158,13457352,1196
158,13456310,707
158,13456655,1687
158,13456468,457
158,13457880,1686
158,13455564,1690
158,13456841,1364
158,13454394,1783
159,13459983,1272
159,13457454,359
159,13455864,1618
159,13459413,1248
159,13457265,454
159,13459739,1706
159,13456273,1577
159,13457938,850
159,13455170,1585
159,13456655,1602
159,13456310,1138
159,13457194,572
159,13458928,1608
159,13455685,1466
159,13457385,1384
159,13456468,889
159,13456793,1405
159,13457969,267
159,13457821,176
159,13459608,1122
159,13455979,1432
159,13459821,1437
159,13458175,1225
159,13456533,1789
159,13458159,987
159,13459303,1389
159,13459489,1741
159,13457669,1534
159,13455455,1431
159,13457302,400
159,13459957,1604
159,13458803,1549
159,13455277,1700
159,13456692,1228
159,13457044,899
159,13460292,1413
159,13454883,1737
159,13457929,1671
159,13457350,567
159,13458815,1747
159,13456031,1294
159,13459714,1759
159,13456564,1005
159,13455778,1252
159,13456552,1423
159,13457522,1631
159,13459618,1706
159,13458026,291
159,13458553,585
159,13456849,852
159,13457416,234
159,13456989,617
159,13459367,1408
159,13457667,98
159,13459224,1770
159,13457583,299
159,13458400,1649
159,13456252,1159
159,13456127,1595
159,13459825,1623
159,13456841,1275
159,13457100,1302
159,13457109,1499
159,13459781,1290
159,161,1375
159,13458615,1239
159,13457352,1628
159,13457697,715
159,13460717,1613
159,13457150,672
159,13459208,1514
159,13456936,1097
159,13455999,1661
159,13458939,763
159,13459369,1295
159,13456342,1100
159,13459219,898
159,13459036,1447
159,13455749,1798
159,13456952,1644
159,13455354,1654
159,13456161,1314
160,13457583,736
160,13456989,1054
160,13459821,1103
160,13458615,770
160,13460601,1699
160,13459781,956
160,13457821,613
160,13457667,883
160,13457627,1741
160,13459413,620
160,13459487,1582
160,13459150,1651
160,13459036,972
160,13458175,884
160,13458706,1437
160,13457522,1290
160,13458939,429
160,13456342,1537
160,13457350,1048
160,13461089,1466
160,13457929,1299
160,13459208,765
160,13457880,1615
160,13456468,1326
160,13460717,1279
160,13460210,1597
160,13460292,1079
160,13456031,1775
160,13459548,1655
160,13456252,1688
160,13455778,1689
160,20028249,1598
160,13457150,1153
160,13456936,1578
160,13459219,564
160,13461740,1792
160,13459369,546
160,13457938,752
160,13459983,938
160,13457265,891
160,13459739,1365
160,13461384,1616
160,13457454,796
160,13459587,1736
160,13457109,1505
160,13457352,1372
160,13457697,887
160,13459825,1282
160,13458198,1448
160,13458400,1308
160,13457100,1632
160,13456841,1756
160,13459367,1067
160,13459224,1301
160,13458553,255
160,13458026,513
160,13459618,1365
160,13456849,1333
160,13457416,986
160,13460575,1726
160,13461323,1651
160,13461051,1730
160,13459363,1459
