gta06,INT_ID,duration
17,13464658,835
17,13465276,1785
17,13464004,1339
17,13464254,1470
17,13467182,1347
17,13467011,1633
17,13465784,470
17,13463796,1704
17,13466341,1126
17,13465109,1148
17,13464096,1766
17,13466488,1368
17,13466630,1436
17,13463124,1636
17,13464771,1741
17,13464948,1423
17,13465263,1714
17,13464398,981
17,13465231,952
17,13464912,1063
17,13466150,1042
17,13465569,1086
17,13466199,1353
17,13463892,1551
17,13465571,358
17,13465673,410
17,13463953,1591
17,13466844,1396
17,14243510,733
17,13463868,1444
17,13466878,1720
17,13467269,1665
17,13466048,1771
17,13465269,654
17,13464177,1079
17,30036276,1186
17,103,1545
17,13463084,1672
17,13465715,815
17,13464154,1078
17,13463801,1272
17,13464965,244
17,20235156,601
17,13465822,1690
17,13466241,856
17,13467444,1501
17,13464403,938
17,13463447,1447
17,13465975,634
17,13464607,1242
17,13465795,608
17,13466454,887
17,13465313,792
17,13467311,1647
17,13466240,758
17,13465979,930
17,13466482,1198
17,13466729,1591
17,13466977,1218
17,13464720,725
17,13465366,817
17,102,1580
17,13463389,1469
17,13464269,930
17,13464821,1591
17,13465567,480
17,13466962,1561
17,13466312,1421
17,30029405,1108
17,13466516,1539
18,13465959,884
18,13462704,1592
18,13463084,1357
18,13463389,1196
18,13466241,1026
18,13466516,1701
18,13466312,1578
18,13463705,1535
18,13466844,1561
18,13464664,1696
18,13466560,1155
18,13465361,1623
18,102,1733
18,103,1499
18,216,1735
18,13464965,161
18,13464027,1512
18,13464912,790
18,13466150,1231
18,13464520,803
18,13465422,1726
18,13464154,805
18,13466117,971
18,13466427,1139
18,13463124,1363
18,13465366,777
18,13464785,451
18,13466482,1363
18,13466404,1222
18,13463693,1460
18,13464096,1493
18,13465109,1290
18,13466110,1346
18,13465179,445
18,13464999,1737
18,13465545,1715
18,13464177,758
18,13463447,1132
18,13464004,1011
18,13465894,972
18,13465795,788
18,13463796,1380
18,13464403,665
18,13464667,239
18,13467011,1798
18,13465231,1085
18,13466245,1459
18,13466475,1193
18,13464662,1586
18,13464649,1708
18,13463801,957
18,13464586,157
18,13465715,972
18,13465822,1664
18,13466977,1372
18,13466199,1510
18,13466488,1561
18,13466630,1601
18,13463522,1511
18,13465313,960
18,13466454,1041
18,13466962,1726
18,13464269,606
18,13465979,1116
18,13463777,1011
18,13466300,1238
18,13464658,759
18,13466633,1447
18,13467444,1655
18,13464607,969
18,30029405,1275
18,13465567,668
18,13464720,649
18,13464821,1318
18,13465058,255
18,13465269,616
18,13463868,1171
18,13463892,1224
18,13465571,512
18,13465478,669
18,13463573,1715
18,13464879,318
18,13466321,1467
18,13465263,1441
18,13464398,841
18,30036276,871
18,13463166,1789
18,13463245,1621
18,13466341,1319
18,13464254,1394
18,13467067,1500
18,13465017,1440
18,13467182,1501
18,13465784,624
18,13464719,1146
18,13464490,310
18,13465975,788
18,14036494,1407
18,13464948,1548
18,13466668,1294
18,13465671,1224
18,13466440,1476
18,13466240,912
18,13464855,1698
18,13465569,1053
18,13465673,603
18,13466729,1763
18,13466801,1481
18,14243510,887
18,20235156,328
18,104,1594
18,13463953,1318
19,13463892,1322
19,14036494,1721
19,13466110,1737
19,13464821,1258
19,13466475,1507
19,13464004,1108
19,13466404,1536
19,216,1544
19,13466241,1340
19,13465784,938
19,13463953,1156
19,30029405,1589
19,13464607,850
19,13465478,978
19,13463522,1548
19,13465058,648
19,13466117,1352
19,13464720,956
19,13464785,608
19,13464269,701
19,13466482,1677
19,13465567,1052
19,13466668,1608
19,20235156,730
19,13465052,1784
19,13464520,688
19,13464664,1635
19,13465569,1435
19,13464586,248
19,13466633,1761
19,13465269,1005
19,13465959,1284
19,13464027,1610
19,13464398,958
19,13463447,1052
19,13464154,606
19,13465263,1559
19,13465795,1183
19,13465671,1606
19,218,1633
19,13464403,516
19,13464658,1066
19,13463693,1304
19,13463796,1479
19,13466560,1469
19,13466427,1453
19,13466454,1355
19,13464177,842
19,13465571,826
19,13465979,1507
19,30036276,925
19,13463705,1629
19,13464490,407
19,13465231,1392
19,13462647,1642
19,105,1761
19,13466801,1795
19,13465313,1267
19,13464719,1084
19,13464999,1681
19,13464965,475
19,13462445,1782
19,13466300,1619
19,13462748,1691
19,13464912,917
19,13463777,821
19,13465975,1102
19,13463868,988
19,13466341,1700
19,13465715,1363
19,104,1562
19,13465017,1747
19,13462628,1748
19,13463166,1709
19,13465361,1739
19,13465894,1357
19,14243510,1201
19,13465673,984
19,13466977,1686
19,13465109,1597
19,13463463,1731
19,13465179,847
19,13462704,1479
19,13463245,1541
19,13465366,1166
19,13463084,1277
19,13464879,627
19,13464667,418
19,13463124,1172
19,13464254,1701
19,13466150,1622
19,13464649,1647
19,13464096,1410
19,13463801,877
19,13463389,1005
19,13466240,1226
20,13466454,1776
20,13462712,1336
20,13466240,1647
20,14243510,1630
20,13462748,1129
20,13464649,1406
20,13464647,1782
20,13464403,609
20,13463801,1123
20,13464398,1322
20,13464586,669
20,13464719,1158
20,13464879,998
20,13465671,1763
20,106,1575
20,13465795,1394
20,13464154,458
20,218,1545
20,13462628,1186
20,13465959,1490
20,13465269,1209
20,13465715,1567
20,13465313,1638
20,13465569,1592
20,13464664,1418
20,13464490,771
20,13465231,1763
20,13463015,1753
20,13464999,1745
20,13464427,1423
20,13464720,1327
20,13463892,1686
20,13462223,1401
20,13464585,1649
20,13465567,1274
20,13463124,610
20,13463522,1794
20,13464607,947
20,13463953,592
20,13465478,1349
20,13465673,1192
20,13463389,443
20,216,982
20,13462647,1080
20,20145559,1582
20,13464096,840
20,13465571,1247
20,13463245,1787
20,13463463,1172
20,13464912,1116
20,13465366,1370
20,13464004,1472
20,13464042,1395
20,13462019,1718
20,13463868,424
20,13461553,1661
20,13464821,1339
20,13464231,1540
20,20235156,934
20,13462162,1365
20,13464269,1065
20,13466427,1754
20,13465784,1359
20,13466241,1638
20,13464520,777
20,13465975,1523
20,105,1201
20,13466117,1560
20,30036276,1171
20,13464728,1591
20,13464371,1773
20,13462704,1620
20,13463693,745
20,13463723,1595
20,13465179,1051
20,13464785,821
20,13463813,1729
20,104,1612
20,13463777,253
20,13464177,1206
20,13465263,1701
20,13465894,1578
20,13463084,1523
20,13464667,616
20,13462445,1220
20,13465058,844
20,13464965,896
20,13465979,1711
20,13464658,1437
20,13463447,1298
21,13463813,1131
21,13463389,307
21,13462019,1239
21,13462223,927
21,13462718,1662
21,13463777,421
21,13466321,1710
21,13464785,986
21,13461129,1430
21,20145559,1103
21,13464042,797
21,13464371,1273
21,13464821,1037
21,20235156,1106
21,13461553,1238
21,13463868,324
21,13465894,1558
21,13463723,999
21,13463124,466
21,216,449
21,13464667,1191
21,13465673,1773
21,13465567,1433
21,13464728,1292
21,13462168,1389
21,13466117,1753
21,13466482,1714
21,13465545,1690
21,13466300,1699
21,13464999,1446
21,13462445,797
21,105,869
21,13465979,1408
21,13464585,1348
21,13466110,1582
21,13464427,1119
21,13464269,1738
21,13466341,1635
21,13462162,942
21,103,1639
21,13462968,1476
21,13464607,636
21,13465058,1422
21,154,1715
21,13465366,1072
21,13461382,1480
21,13465361,1578
21,13464965,1590
21,13465052,1551
21,13466440,1761
21,13465671,1460
21,13465959,1649
21,13464664,1119
21,13463953,290
21,155,1507
21,13464520,666
21,13465422,1683
21,13465569,1289
21,13464490,1444
21,13466150,1523
21,106,1103
21,13464524,1787
21,13464231,1028
21,13466199,1760
21,13463425,1725
21,13465269,1113
21,13466633,1796
21,215,1410
21,13465715,1264
21,13464647,1481
21,218,1408
21,13464154,627
21,13461456,1748
21,13465795,1557
21,13463084,1743
21,13464879,1671
21,13465263,1398
21,13464719,861
21,13461118,1622
21,13462628,711
21,13464403,778
21,13463747,1582
21,13463801,1796
21,13464586,1358
21,13462209,1491
21,13462712,861
21,13462647,657
21,104,1310
21,13462748,643
21,13465179,1213
21,13464912,803
21,13460540,1784
21,13463015,1274
21,13464402,1613
21,13460752,1625
21,13464649,1107
21,13466245,1700
21,13464096,536
21,13463693,147
21,13462704,1505
21,13463463,574
22,13466516,1473
22,13462647,965
22,13465361,1109
22,13463723,1173
22,13463747,1770
22,13466321,1241
22,13463463,748
22,13465179,930
22,13463801,1625
22,13465545,1221
22,13462445,1105
22,13466341,1174
22,13464999,997
22,13465273,1497
22,13464096,422
22,13464879,1442
22,20145559,1287
22,154,1321
22,13463953,191
22,13464427,1005
22,13463389,708
22,13465527,1413
22,106,1285
22,13464912,359
22,13464719,400
22,13462019,1423
22,13465366,614
22,13462748,842
22,104,878
22,13466440,1292
22,13463777,522
22,13466801,1540
22,13465715,804
22,103,1170
22,13462712,1044
22,13462968,1658
22,13464965,1305
22,13466844,1460
22,13466312,1350
22,13465975,1744
22,13466300,1256
22,13465822,1375
22,13462628,906
22,14243510,1643
22,13464490,1206
22,30036276,1673
22,13462168,1573
22,105,783
22,13464649,967
22,13466914,1650
22,14036494,1466
22,13464402,1645
22,13466150,1060
22,13464585,1233
22,13463868,350
22,13466245,1231
22,13464177,1654
22,13467160,1791
22,13463693,338
22,13466418,1683
22,13465571,1627
22,13463015,1456
22,13467311,1710
22,13461553,1546
22,13464821,574
22,13464042,977
22,13464371,1347
22,13461129,1738
22,13466488,1338
22,13466729,1537
22,13466475,1583
22,13464785,700
22,13466427,1643
22,13462209,1675
22,13464403,514
22,102,1492
22,13464398,1759
22,13464586,1063
22,13465263,929
22,13465795,1266
22,153,1687
22,13464154,644
22,13465269,775
22,13466633,1338
22,13467011,1623
22,215,1590
22,13464647,1365
22,13464231,1114
22,13465959,1358
22,13464520,348
22,13465569,820
22,13465422,1214
22,155,1597
22,13464664,955
22,13465671,991
22,13466199,1291
22,13463813,1311
22,13466668,1684
22,13465058,1137
22,13462162,1250
22,13464720,1771
22,13465052,1100
22,13461382,1788
22,30029405,1779
22,13466962,1573
22,13466482,1254
22,13466110,1113
22,13465478,1793
22,13466250,1586
22,13465979,960
22,216,661
22,13466117,1454
22,13465567,1142
22,13464728,1157
22,13465784,1739
22,13466241,1527
22,13465356,1653
22,13465673,1463
22,13464667,902
22,13464607,178
22,13462223,1142
22,13466404,1397
22,13466630,1422
22,20235156,817
22,13465894,1113
22,13463124,867
22,13464269,1502
22,13466048,1499
23,13465527,1216
23,13464607,279
23,14243510,1206
23,153,1353
23,13466636,1421
23,13464879,1017
23,13466801,1103
23,13464658,1461
23,13464586,808
23,13467665,1619
23,154,1360
23,13466240,1501
23,13466440,870
23,13465361,916
23,103,880
23,216,1098
23,13466300,819
23,13465058,712
23,13465313,1617
23,13466962,1151
23,13464004,1646
23,13466475,1146
23,13466064,1538
23,13466729,1149
23,13466321,853
23,13464177,1393
23,13464647,1700
23,13464720,1351
23,13467437,1461
23,13463777,964
23,13462162,1687
23,20145559,1724
23,13464821,614
23,13462223,1579
23,13466048,1177
23,13465567,705
23,13465356,1702
23,13466633,901
23,13467011,1221
23,30029405,1342
23,14036494,1029
23,13465671,598
23,13464728,1173
23,13464912,109
23,13464585,1573
23,13462748,1279
23,13464269,1241
23,152,1662
23,13466245,845
23,13464999,1033
23,13466844,1023
23,13465979,523
23,13466454,1616
23,13464664,992
23,13466560,1469
23,13465673,1026
23,13465571,1190
23,13464042,1339
23,13466488,955
23,101,1422
