INT_ID,int_lon,int_lat,stop_id,stop_lon,stop_lat,dist
13467444,-79.352481846,43.645312498,2104.0,-79.351989,43.645448,54.872718395944894
13467444,-79.352481846,43.645312498,8237.0,,,
13467444,-79.352481846,43.645312498,5389.0,-79.352212,43.645521,30.30979096784907
13467459,-79.456986467,43.646648777,2719.0,-79.456817,43.64655,18.95076185888098
13467459,-79.456986467,43.646648777,9123.0,-79.45707,43.646724,9.413701872613316
13467485,-79.365422496,43.645182275,15342.0,-79.365692,43.644984,30.24245389173134
13467485,-79.365422496,43.645182275,15343.0,-79.365381,43.645312,5.326982005825814
13467485,-79.365422496,43.645182275,14935.0,-79.365381,43.644887,7.6160431791107195
13467485,-79.365422496,43.645182275,14893.0,-79.365381,43.645174,4.61727455437702
13467486,-79.449059782,43.646337685,14727.0,-79.449139,43.646169,9.45455333440389
13467486,-79.449059782,43.646337685,987.0,-79.448941,43.646222,13.41636249947523
13467505,-79.395046842,43.64547051,5275.0,-79.395157,43.646028,16.73887121160802
13467505,-79.395046842,43.64547051,10138.0,-79.395355,43.645765,34.791547154986944
13467505,-79.395046842,43.64547051,436.0,-79.394664,43.645581,42.63015344278226
13467505,-79.395046842,43.64547051,4748.0,-79.395268,43.645358,24.699225194702127
13467571,-79.537630773,43.646967805,8732.0,-79.537717,43.647017,9.639336503939514
13467571,-79.537630773,43.646967805,7000.0,-79.537397,43.646869,26.07085669232403
13467579,-79.586831783,43.647527113,3270.0,-79.586972,43.647361,15.944863981132965
13467579,-79.586831783,43.647527113,1906.0,-79.586629,43.647693,22.793624345629432
13467586,-79.530553757,43.646773439,4704.0,-79.530083,43.646368,52.98303512624456
13467586,-79.530553757,43.646773439,6086.0,-79.529911,43.646399,71.87076177614256
13467593,-79.385021503,43.64477561,15335.0,-79.385184,43.644637,18.290561531871177
13467593,-79.385021503,43.64477561,15319.0,-79.385507,43.644755,53.9865283740732
13467604,-79.474144582,43.645863379,5142.0,-79.474244,43.646223,13.250314998525036
13467604,-79.474144582,43.645863379,7891.0,-79.474256,43.645959,12.540467306906235
13467622,-79.557404527,43.646853284,15264.0,-79.556835,43.646881,63.33106408621755
13467622,-79.557404527,43.646853284,15265.0,-79.556388,43.647168,113.21064241891001
13467630,-79.504370932,43.646031489,3685.0,-79.504026,43.645518,39.740010648474794
13467630,-79.504370932,43.646031489,7525.0,-79.504619,43.646865,32.34045223799448
