0:42:42.765974,0,0,23185988
0:58:25.086741,10,500,23159859
1:13:56.704131,20,1000,23133030
1:30:26.899794,30,1500,23105261
1:50:34.225039,40,2000,23079204
2:17:24.391934,50,2500,23054177
2:46:06.392444,60,3000,23026835
3:05:55.977577,70,3500,23000183
3:19:54.739681,80,4000,22972525
3:29:21.449572,90,4500,22944789
3:36:52.303144,100,5000,22918300
3:43:34.907755,110,5500,22890436
3:49:35.821052,120,6000,22864239
3:54:59.624842,130,6500,22837526
3:59:35.658254,140,7000,22810115
4:03:51.488622,150,7500,22783085
4:07:51.292179,160,8000,22756529
4:11:34.611345,170,8500,22729324
0:02:22.189830,0,0,23185988
0:14:50.815765,10,500,23159843
0:28:55.955996,20,1000,23131090
0:46:07.415100,30,1500,23103338
1:03:14.114785,40,2000,23076578
1:27:34.000003,50,2500,23049914
1:47:50.509810,60,3000,23021994
2:00:34.697308,70,3500,22996010
2:10:23.031809,80,4000,22968271
2:18:27.395728,90,4500,22941213
2:25:10.931657,100,5000,22914907
2:31:03.808334,110,5500,22888836
2:36:16.690438,120,6000,22860602
2:41:10.891276,130,6500,22833366
2:46:09.667788,140,7000,22806605
2:50:50.446939,150,7500,22779662
2:55:18.527697,160,8000,22751988
2:59:35.892932,170,8500,22725253
