ward_o,ward_d,type,total
1,15,lep_am,4.773011744400404
1,15,lep_pm,0.2977520445028716
1,15,lico_am,71.98218460423772
1,15,lico_pm,20.0
1,15,rac_am,55.46403069050869
1,15,rac_pm,4.206097169659468
1,15,raw_am,77.3620642625678
1,15,raw_pm,20.0
1,16,ab_am,0.0003971365392267283
1,16,bl_am,17.20832132875395
1,16,c0_am,33.0
1,16,imm_am,10.8912583287668
1,16,lep_am,7.5716221303435844
1,16,lico_am,110.0
1,16,rac_am,84.19322350804535
1,16,raw_am,110.0
1,17,ab_ev,0.0
1,17,bl_ev,0.768679058576518
1,17,c0_ev,17.0
1,17,imm_ev,1.936863898299464
1,17,lep_ev,1.1394744522689293
1,17,lico_ev,17.0
1,17,rac_ev,12.910978622746368
1,17,raw_ev,17.0
1,18,ab_md,0.0
1,18,ab_pm,0.1303575321674454
1,18,bl_md,7.244519771029072
1,18,bl_pm,1.0642528227353418
1,18,c0_pm,11.0
1,18,imm_md,2.709838268923705
1,18,imm_pm,13.495935277532094
1,18,lep_md,1.1558614497536992
1,18,lep_pm,3.8872060903758854
1,18,lico_pm,11.0
1,18,rac_md,23.798997638956465
1,18,rac_pm,49.538396239413615
1,18,raw_md,26.0
1,18,raw_pm,65.0
1,19,ab_em,0.0258006384470035
1,19,ab_ev,0.0011833616334656
1,19,bl_em,5.638450306208686
1,19,bl_ev,1.494926300553333
1,19,c0_ev,17.0
1,19,imm_em,3.192156626776528
1,19,imm_ev,0.5762171502337818
1,19,lep_em,1.7077014484066404
1,19,lep_ev,0.2874016913288832
1,19,rac_em,16.058448650819038
1,19,rac_ev,5.453359118642209
1,19,raw_em,18.0
1,19,raw_ev,17.0
1,20,ab_pm,0.0982030705302263
1,20,bl_pm,6.956441868078083
1,20,c0_pm,36.0
1,20,imm_pm,4.865561102493708
1,20,lep_pm,1.924476467374145
1,20,lico_pm,36.0
1,20,rac_pm,27.614556475007127
1,20,raw_pm,36.0
1,21,ab_ev,0.0435310801257005
1,21,ab_pm,0.0482328055126835
1,21,bl_ev,0.9962362437747334
1,21,bl_pm,9.222280945861788
1,21,c0_pm,32.0
1,21,imm_ev,0.7984705308209799
1,21,imm_pm,5.726544578274725
1,21,lep_ev,0.5932748227467486
1,21,lep_pm,2.147284857538538
1,21,lico_pm,32.0
1,21,rac_ev,8.89658579969677
1,21,rac_pm,28.034094380177937
1,21,raw_ev,12.0
1,21,raw_pm,32.0
1,22,ab_am,0.1242320906307699
1,22,ab_pm,5.595169290328639e-07
1,22,bl_am,2.9191311541841745
1,22,bl_pm,2.4623805867477264
1,22,c0_am,31.0
1,22,c0_pm,8.0
1,22,imm_am,3.043835886885888
1,22,imm_pm,5.013880403739176
1,22,lep_am,2.262346694786684
1,22,lep_pm,10.22709235304273
1,22,lico_am,31.0
1,22,lico_pm,39.0
1,22,rac_am,24.848889824739345
1,22,rac_pm,50.681737831925645
1,22,raw_am,31.0
1,22,raw_pm,58.0
1,24,ab_em,5.26713862257998e-06
1,24,ab_md,0.028531317365962587
1,24,ab_pm,0.11410030061565313
1,24,bl_em,0.9243607364899864
1,24,bl_md,3.183110039429997
1,24,bl_pm,7.96793887508221
1,24,c0_md,11.167687882221712
1,24,c0_pm,0.5851590510200202
1,24,imm_em,0.3184452152781847
1,24,imm_md,0.4970419961761472
1,24,imm_pm,6.130281774877639
1,24,lep_em,0.3780605723897276
1,24,lep_md,0.2702317388133346
1,24,lep_pm,1.1366595199583658
1,24,rac_em,4.720562431742003
1,24,rac_md,7.633864143411486
1,24,rac_pm,34.09729676529341
1,24,raw_em,10.0
1,24,raw_md,11.167687882221712
1,24,raw_pm,40.58515905102002
1,25,ab_md,0.04044854462564038
1,25,bl_md,4.512661186539093
1,25,c0_md,15.832312117776908
1,25,imm_md,0.7046511419459646
1,25,lep_md,0.383104656769037
1,25,rac_md,10.82244785651656
1,25,raw_md,15.832312117776908
2,1,ab_am,0.42886708759415965
2,1,ab_em,0.0002388275709771
2,1,ab_ev,4.8232234058794615e-06
2,1,ab_md,7.488863987499598e-06
2,1,ab_pm,1.1908492482724185e-06
2,1,bl_am,18.129781443193572
2,1,bl_em,9.936581552056005
2,1,bl_ev,1.840966805121013
2,1,bl_md,9.616862071309416
2,1,bl_pm,53.66739761564345
2,1,c0_am,37.47781118008156
2,1,c0_em,83.0
2,1,c0_md,42.84248124795502
2,1,c0_pm,51.0
2,1,imm_am,7.091905111679722
2,1,imm_em,5.34241177550264
2,1,imm_ev,0.7691951634732608
2,1,imm_md,4.638085558531744
2,1,imm_pm,17.35354978450419
2,1,lep_am,7.740751981144447
2,1,lep_em,2.3773761090949668
2,1,lep_ev,0.536983595809093
2,1,lep_md,2.2456324793306326
2,1,lep_pm,9.243864370018816
2,1,lico_am,120.94725661029388
2,1,lico_em,25.0
2,1,lico_ev,4.094859257826222
2,1,lico_md,22.0
2,1,lico_pm,10.0
2,1,rac_am,60.80645636029637
2,1,rac_em,35.02709219103096
2,1,rac_ev,5.6714079548832785
2,1,rac_md,36.374753797869644
2,1,rac_pm,125.32719639426169
2,1,raw_am,250.94725661029386
2,1,raw_em,83.0
2,1,raw_ev,9.532883184342438
2,1,raw_md,89.84248124795502
2,1,raw_pm,181.4390458990099
2,2,ab_am,0.6566125182570345
2,2,ab_ev,3.0021989924605225e-06
2,2,ab_md,1.2253943669303118e-08
2,2,ab_pm,1.603250838545608e-06
2,2,bl_am,80.42720866136386
2,2,bl_ev,7.898932618444323
2,2,bl_md,6.299779423797272
2,2,bl_pm,5.8819012093974905
2,2,c0_am,24.58389898794485
2,2,c0_ev,54.115742383687206
2,2,c0_md,37.03203687087916
2,2,c0_pm,26.956158920474504
2,2,imm_am,39.7783166137921
2,2,imm_ev,3.835774871451467
2,2,imm_md,1.9641726062443166
2,2,imm_pm,4.624911501124167
2,2,lep_am,21.271948844584465
2,2,lep_ev,2.590540304932638
2,2,lep_md,1.7819153337669504
2,2,lep_pm,3.7849670580593138
2,2,lico_am,364.20477249803247
2,2,lico_ev,54.115742383687206
2,2,lico_md,29.24073669395317
2,2,lico_pm,24.0
2,2,rac_am,275.56042111461176
2,2,rac_ev,20.365187899080492
2,2,rac_md,19.70717507726799
2,2,rac_pm,37.02901279295464
2,2,raw_am,879.1875490142243
2,2,raw_ev,70.67529339498599
2,2,raw_md,67.03203687087915
2,2,raw_pm,154.14587743612697
2,3,ab_am,0.1978113122940046
2,3,ab_em,8.660754096617316e-06
2,3,ab_ev,0.0915661928422169
2,3,ab_md,0.00031001783761034707
2,3,ab_pm,0.31479066065640804
2,3,bl_am,54.28610917791705
2,3,bl_em,2.6822150027447136
2,3,bl_ev,4.240817554533765
2,3,bl_md,9.981258157026252
2,3,bl_pm,8.512105222853236
2,3,c0_am,114.41610101205507
2,3,c0_em,24.0
2,3,c0_ev,16.0
2,3,c0_md,114.20446195663979
2,3,c0_pm,24.0
2,3,imm_am,30.792164820994454
2,3,imm_em,1.436150649073464
2,3,imm_ev,1.0299986714873968
2,3,imm_md,9.236349050927393
2,3,imm_pm,7.886586451506375
2,3,lep_am,23.54716852456064
2,3,lep_em,1.131849089864946
2,3,lep_ev,0.8265003026097602
2,3,lep_md,6.444280226652585
2,3,lep_pm,3.8313883322816333
2,3,lico_am,326.38237186508593
2,3,lico_em,37.0
2,3,lico_ev,16.0
2,3,lico_md,85.20446195663979
2,3,lico_pm,13.0
2,3,rac_am,263.2419945893913
2,3,rac_em,11.444642746425522
2,3,rac_ev,8.357366693203545
2,3,rac_md,64.8206129831759
2,3,rac_pm,45.46088075158916
2,3,raw_am,1050.3201349476208
2,3,raw_em,37.0
2,3,raw_ev,16.0
2,3,raw_md,250.40390072076326
2,3,raw_pm,150.0
2,4,ab_am,0.23231263902015564
2,4,ab_md,0.0006337350458928
2,4,ab_pm,0.0001432965425862
2,4,bl_am,9.315329839532827
2,4,bl_md,9.855573620946252
2,4,bl_pm,2.8147381152827156
2,4,c0_am,42.0
2,4,c0_md,71.0
2,4,c0_pm,21.398877528246953
2,4,imm_am,6.9555041111542995
2,4,imm_md,4.611324509879215
2,4,imm_pm,1.2073445977903414
2,4,lep_am,5.912441298437493
2,4,lep_md,3.815460405018492
2,4,lep_pm,0.6110124666342428
2,4,lico_md,75.0
2,4,rac_am,50.74814328835203
2,4,rac_md,38.60003287637291
2,4,rac_pm,7.311426086514132
2,4,raw_am,204.9561589204745
2,4,raw_md,124.0
2,4,raw_pm,21.398877528246953
2,5,ab_am,0.0
2,5,ab_md,0.05789153197948381
2,5,ab_pm,0.0003248054965288
2,5,bl_am,4.038358248465692
2,5,bl_md,8.769548411998022
2,5,bl_pm,3.424758820319904
2,5,c0_am,16.234722715106162
2,5,c0_md,44.0
2,5,imm_am,0.7672933893314795
2,5,imm_md,4.239522325222036
2,5,imm_pm,1.6786502375044847
2,5,lep_am,0.43829928480362934
2,5,lep_md,2.9820287820582347
2,5,lep_pm,1.0728021456054135
2,5,lico_am,16.234722715106162
2,5,lico_md,44.0
2,5,rac_am,8.871626238774216
2,5,rac_md,27.293322052289618
2,5,rac_pm,9.756522459830904
2,5,raw_am,22.95354411976546
2,5,raw_md,87.0
2,5,raw_pm,34.0
2,6,ab_am,0.0002021463885401
2,6,ab_pm,0.0
2,6,bl_am,7.395885230020123e-05
2,6,bl_pm,4.8195303377162135
2,6,imm_am,0.0600035717138791
2,6,imm_pm,1.4017841021151245
2,6,lep_am,0.1793166636461788
2,6,lep_pm,2.129313553746921
2,6,rac_am,4.270531212199311
2,6,rac_pm,15.773823908555428
2,6,raw_am,26.0
2,6,raw_pm,25.0
2,7,ab_am,0.06175095988818415
2,7,ab_ev,3.2398469529494614e-05
2,7,ab_md,9.190457751977338e-09
2,7,ab_pm,0.0
2,7,bl_am,6.487052336272791
2,7,bl_ev,18.13804581336089
2,7,bl_md,1.5344505018540795
2,7,bl_pm,12.540096929472984
2,7,c0_am,16.0
2,7,c0_ev,54.0
2,7,c0_md,12.0
2,7,imm_am,2.9090921524466946
2,7,imm_ev,3.724656775971967
2,7,imm_md,0.7637611373140449
2,7,imm_pm,5.5938386838163945
2,7,lep_am,1.8859319595198731
2,7,lep_ev,2.5634428665507545
2,7,lep_md,0.5058054106751106
2,7,lep_pm,7.577939059798343
2,7,lico_am,36.0
2,7,lico_md,12.0
2,7,lico_pm,70.0
2,7,rac_am,17.86573157847711
2,7,rac_ev,46.26923839206473
2,7,rac_md,3.854761809482982
2,7,rac_pm,48.59227874189409
2,7,raw_am,52.0
2,7,raw_ev,54.0
2,7,raw_md,12.0
2,7,raw_pm,70.0
2,8,ab_am,0.0275208401008899
2,8,ab_ev,0.0275208401008899
2,8,ab_pm,0.0
2,8,bl_am,6.189028848615531
2,8,bl_ev,1.3943714228898103
2,8,bl_pm,1.0411964310441364
2,8,c0_am,33.0
2,8,c0_pm,18.0
2,8,imm_am,4.440742352920494
2,8,imm_ev,1.9034521648898124
2,8,imm_pm,1.1914325253287674
2,8,lep_am,1.9105870611928188
2,8,lep_ev,0.7661830245126444
2,8,lep_pm,0.36935975043837793
2,8,lico_am,17.0
2,8,lico_pm,18.0
2,8,rac_am,24.618295735010886
2,8,rac_ev,7.967413585953095
2,8,rac_pm,6.348973329561718
2,8,raw_am,52.0000158406221
2,8,raw_ev,16.0
2,8,raw_pm,21.326221585598827
2,9,ab_am,0.00013426612032575578
2,9,ab_md,0.01866437670016224
2,9,bl_am,9.43427263666446
2,9,bl_md,7.018020035157349
2,9,c0_md,76.1340455373271
2,9,imm_am,10.724925945023227
2,9,imm_md,2.7833534656350527
2,9,lep_am,5.7574346941131935
2,9,lep_md,5.9790763358394745
2,9,lico_am,43.0
2,9,lico_md,71.0
2,9,rac_am,57.858473551298914
2,9,rac_md,28.083287427863947
2,9,raw_am,180.0
2,9,raw_md,76.1340455373271
2,10,ab_am,0.2879114323057172
2,10,ab_ev,3.607725485039902e-06
2,10,ab_md,0.02077643486454371
2,10,ab_pm,0.167093939284277
2,10,bl_am,84.68732025549915
2,10,bl_ev,0.16147391937225805
2,10,bl_md,7.932185611359923
2,10,bl_pm,3.17525632899431
2,10,c0_am,112.22668551848541
2,10,c0_md,5.0
2,10,c0_pm,32.0
2,10,imm_am,56.90334078542807
2,10,imm_ev,0.16440357776224726
2,10,imm_md,9.972746406940296
2,10,imm_pm,4.4505313191342
2,10,lep_am,43.633660871189186
2,10,lep_ev,0.05497403292245814
2,10,lep_md,10.686848077541711
2,10,lep_pm,1.9753761307115687
2,10,lico_am,333.94865969998517
2,10,lico_md,16.0
2,10,rac_am,419.7382750526639
2,10,rac_ev,1.122315270339432
2,10,rac_md,70.73148698143454
2,10,rac_pm,30.171472638119976
2,10,raw_am,1638.7700482496964
2,10,raw_ev,8.561978448182101
2,10,raw_md,190.0
2,10,raw_pm,90.0
2,11,ab_am,0.8402782133124377
2,11,ab_em,0.0
2,11,ab_md,4.608520355786026e-09
2,11,ab_pm,0.0003248054965288
2,11,bl_am,88.53020727466408
2,11,bl_em,1.3673473667514882
2,11,bl_md,18.521393870737015
2,11,bl_pm,13.769891482467022
2,11,c0_am,117.0
2,11,c0_md,59.28564890366221
2,11,imm_am,58.31542038193241
2,11,imm_em,1.3056984064150263
2,11,imm_md,11.942488795145525
2,11,imm_pm,4.887111479333852
2,11,lep_am,43.05285105356267
2,11,lep_em,1.0594614874801418
2,11,lep_md,7.297078325954652
2,11,lep_pm,2.2147895086243437
2,11,lico_am,363.5096451986406
2,11,lico_md,132.0
2,11,lico_pm,34.0
2,11,rac_am,437.12310392022886
2,11,rac_em,11.340725792657889
2,11,rac_md,77.2539670637257
2,11,rac_pm,32.49620575311626
2,11,raw_am,1744.9254265510092
2,11,raw_em,52.0
2,11,raw_md,256.2856489036622
2,11,raw_pm,74.0
2,12,ab_am,0.09122400315989325
2,12,ab_md,0.042234962860964925
2,12,ab_pm,0.0
2,12,bl_am,16.26522807442706
2,12,bl_md,0.7396796830949772
2,12,bl_pm,1.0670026828013028
2,12,c0_am,29.094859257826222
2,12,c0_md,11.617651426507457
2,12,c0_pm,19.0
2,12,imm_am,11.89009766194996
2,12,imm_md,0.5043405682177902
2,12,imm_pm,1.8096324794156189
2,12,lep_am,7.7590497169352615
2,12,lep_md,0.7044777532725424
2,12,lep_pm,0.38683678888108863
2,12,lico_am,84.0
2,12,lico_pm,19.0
2,12,rac_am,74.41631343348716
2,12,rac_md,3.0461101229403558
