origin,destination,total,type
51,205,78,raw_pm
51,209,32,raw_pm
51,210,23,raw_pm
51,211,124,raw_pm
51,212,7,raw_pm
51,214,18,raw_pm
51,216,26,raw_pm
51,218,25,raw_pm
51,222,12,raw_pm
51,223,120,raw_pm
51,230,23,raw_pm
51,233,12,raw_pm
51,234,19,raw_pm
51,241,10,raw_pm
51,244,18,raw_pm
51,247,15,raw_pm
51,249,51,raw_pm
51,250,12,raw_pm
51,251,95,raw_pm
51,252,21,raw_pm
51,253,53,raw_pm
51,254,17,raw_pm
51,258,10,raw_pm
51,259,17,raw_pm
51,264,13,raw_pm
51,269,9,raw_pm
51,270,15,raw_pm
51,271,6,raw_pm
51,273,102,raw_pm
51,274,85,raw_pm
51,275,12,raw_pm
51,279,13,raw_pm
51,280,18,raw_pm
51,282,69,raw_pm
51,287,18,raw_pm
51,301,41,raw_pm
51,304,19,raw_pm
51,307,39,raw_pm
51,313,39,raw_pm
51,337,28,raw_pm
51,341,14,raw_pm
51,349,17,raw_pm
51,352,4,raw_pm
51,353,10,raw_pm
51,365,28,raw_pm
51,366,13,raw_pm
51,374,25,raw_pm
51,382,17,raw_pm
51,385,17,raw_pm
51,420,16,raw_pm
51,424,33,raw_pm
51,431,6,raw_pm
51,433,46,raw_pm
51,434,38,raw_pm
51,435,15,raw_pm
51,438,26,raw_pm
51,440,14,raw_pm
51,450,60,raw_pm
51,454,37,raw_pm
51,461,7,raw_pm
51,463,23,raw_pm
51,467,25,raw_pm
51,468,13,raw_pm
51,470,14,raw_pm
51,478,42,raw_pm
51,484,30,raw_pm
51,490,50,raw_pm
51,502,21,raw_pm
51,509,31,raw_pm
51,517,13,raw_pm
51,518,8,raw_pm
51,521,15,raw_pm
51,522,31,raw_pm
51,532,12,raw_pm
51,538,29,raw_pm
51,539,10,raw_pm
51,540,8,raw_pm
51,542,20,raw_pm
51,545,13,raw_pm
51,551,7,raw_pm
51,552,20,raw_pm
51,554,20,raw_pm
51,555,5,raw_pm
51,565,31,raw_pm
51,567,20,raw_pm
51,590,22,raw_pm
51,592,36,raw_pm
51,593,59,raw_pm
51,600,9,raw_pm
51,611,11,raw_pm
51,624,17,raw_pm
52,17,5,raw_pm
52,18,52,raw_pm
52,21,44,raw_pm
52,25,35,raw_pm
52,41,8,raw_pm
52,43,26,raw_pm
52,45,52,raw_pm
52,46,18,raw_pm
52,47,7,raw_pm
52,59,10,raw_pm
52,64,34,raw_pm
52,66,14,raw_pm
52,71,53,raw_pm
52,72,5,raw_pm
52,73,7,raw_pm
52,77,14,raw_pm
52,79,40,raw_pm
52,82,8,raw_pm
52,84,56,raw_pm
52,89,26,raw_pm
52,90,19,raw_pm
52,95,152,raw_pm
52,98,17,raw_pm
52,99,61,raw_pm
52,105,57,raw_pm
52,106,20,raw_pm
52,107,5,raw_pm
52,110,267,raw_pm
52,113,13,raw_pm
52,115,50,raw_pm
52,119,50,raw_pm
52,122,16,raw_pm
52,124,21,raw_pm
52,125,12,raw_pm
52,126,10,raw_pm
52,129,16,raw_pm
52,131,70,raw_pm
52,133,11,raw_pm
52,134,23,raw_pm
52,139,54,raw_pm
52,143,40,raw_pm
52,149,40,raw_pm
52,153,28,raw_pm
52,154,13,raw_pm
52,171,51,raw_pm
52,174,63,raw_pm
52,182,55,raw_pm
52,183,11,raw_pm
52,185,34,raw_pm
52,191,22,raw_pm
52,193,38,raw_pm
52,197,18,raw_pm
52,200,38,raw_pm
52,201,14,raw_pm
52,208,32,raw_pm
52,209,17,raw_pm
52,210,33,raw_pm
52,211,123,raw_pm
52,212,36,raw_pm
52,214,18,raw_pm
52,216,27,raw_pm
52,219,32,raw_pm
52,222,12,raw_pm
52,223,30,raw_pm
52,228,16,raw_pm
52,230,37,raw_pm
52,243,25,raw_pm
52,248,22,raw_pm
52,249,33,raw_pm
52,250,41,raw_pm
52,251,14,raw_pm
52,255,17,raw_pm
52,256,38,raw_pm
52,258,19,raw_pm
52,259,28,raw_pm
52,263,32,raw_pm
52,264,24,raw_pm
52,265,19,raw_pm
52,269,157,raw_pm
52,270,49,raw_pm
52,271,9,raw_pm
52,273,12,raw_pm
52,275,84,raw_pm
52,281,39,raw_pm
52,282,11,raw_pm
52,287,4,raw_pm
52,288,58,raw_pm
52,290,9,raw_pm
52,304,95,raw_pm
52,305,49,raw_pm
52,315,47,raw_pm
52,318,14,raw_pm
52,325,46,raw_pm
52,326,8,raw_pm
52,332,46,raw_pm
52,351,16,raw_pm
52,368,24,raw_pm
52,381,12,raw_pm
52,383,19,raw_pm
52,385,19,raw_pm
52,400,19,raw_pm
52,405,5,raw_pm
52,406,59,raw_pm
52,415,6,raw_pm
52,416,24,raw_pm
52,420,23,raw_pm
52,422,74,raw_pm
52,424,71,raw_pm
52,435,51,raw_pm
52,437,17,raw_pm
52,439,123,raw_pm
52,440,12,raw_pm
52,441,23,raw_pm
52,443,88,raw_pm
52,448,15,raw_pm
52,450,78,raw_pm
52,452,17,raw_pm
52,454,52,raw_pm
52,463,13,raw_pm
52,464,8,raw_pm
52,466,46,raw_pm
52,467,30,raw_pm
52,468,8,raw_pm
52,470,17,raw_pm
52,480,59,raw_pm
52,481,32,raw_pm
52,482,11,raw_pm
52,487,37,raw_pm
52,491,39,raw_pm
52,494,31,raw_pm
52,495,7,raw_pm
52,497,80,raw_pm
52,515,61,raw_pm
52,520,49,raw_pm
52,524,10,raw_pm
52,528,23,raw_pm
52,530,18,raw_pm
52,532,53,raw_pm
52,534,17,raw_pm
52,535,12,raw_pm
52,536,65,raw_pm
52,538,18,raw_pm
52,540,9,raw_pm
52,545,14,raw_pm
52,562,31,raw_pm
52,569,29,raw_pm
52,571,17,raw_pm
52,573,13,raw_pm
52,575,12,raw_pm
52,584,61,raw_pm
52,587,14,raw_pm
52,588,22,raw_pm
52,596,10,raw_pm
52,597,24,raw_pm
52,606,47,raw_pm
52,607,81,raw_pm
52,613,44,raw_pm
52,619,36,raw_pm
52,620,118,raw_pm
53,63,27,raw_pm
53,66,22,raw_pm
53,71,29,raw_pm
53,72,45,raw_pm
53,73,7,raw_pm
53,75,29,raw_pm
53,77,27,raw_pm
53,82,7,raw_pm
53,102,55,raw_pm
53,108,16,raw_pm
53,110,24,raw_pm
53,116,26,raw_pm
53,120,14,raw_pm
53,124,8,raw_pm
53,134,9,raw_pm
53,145,56,raw_pm
53,158,23,raw_pm
53,166,10,raw_pm
53,173,9,raw_pm
53,179,71,raw_pm
53,182,72,raw_pm
53,197,18,raw_pm
53,200,11,raw_pm
53,201,29,raw_pm
53,202,20,raw_pm
53,205,53,raw_pm
53,209,50,raw_pm
53,210,19,raw_pm
53,211,21,raw_pm
53,222,28,raw_pm
53,223,76,raw_pm
53,234,23,raw_pm
53,257,19,raw_pm
53,258,18,raw_pm
53,260,24,raw_pm
53,270,37,raw_pm
53,273,16,raw_pm
53,276,5,raw_pm
53,277,12,raw_pm
53,278,15,raw_pm
53,285,17,raw_pm
53,293,5,raw_pm
53,304,13,raw_pm
53,307,40,raw_pm
53,321,21,raw_pm
53,324,14,raw_pm
53,333,6,raw_pm
53,396,62,raw_pm
53,406,15,raw_pm
53,411,9,raw_pm
53,414,27,raw_pm
53,450,73,raw_pm
53,458,30,raw_pm
53,480,28,raw_pm
53,483,8,raw_pm
53,485,16,raw_pm
53,521,13,raw_pm
53,542,26,raw_pm
53,544,12,raw_pm
53,545,29,raw_pm
53,554,11,raw_pm
53,559,14,raw_pm
53,569,10,raw_pm
53,575,11,raw_pm
54,16,21,raw_pm
54,17,16,raw_pm
54,19,3,raw_pm
54,21,16,raw_pm
54,23,5,raw_pm
54,41,87,raw_pm
54,42,20,raw_pm
54,43,23,raw_pm
54,44,5,raw_pm
54,45,11,raw_pm
54,46,111,raw_pm
54,47,19,raw_pm
54,50,50,raw_pm
54,65,18,raw_pm
54,68,12,raw_pm
54,71,27,raw_pm
54,79,19,raw_pm
54,82,19,raw_pm
54,89,59,raw_pm
54,90,22,raw_pm
54,92,5,raw_pm
54,93,6,raw_pm
54,94,14,raw_pm
54,110,28,raw_pm
54,115,60,raw_pm
54,116,21,raw_pm
54,119,111,raw_pm
54,120,24,raw_pm
54,123,25,raw_pm
54,124,58,raw_pm
54,125,13,raw_pm
54,127,14,raw_pm
54,135,10,raw_pm
54,142,24,raw_pm
54,143,24,raw_pm
54,151,85,raw_pm
54,154,24,raw_pm
54,157,24,raw_pm
54,160,33,raw_pm
54,166,116,raw_pm
54,169,12,raw_pm
54,170,10,raw_pm
54,172,21,raw_pm
54,173,57,raw_pm
54,174,13,raw_pm
54,178,13,raw_pm
54,183,25,raw_pm
54,191,25,raw_pm
54,194,19,raw_pm
54,195,106,raw_pm
54,196,35,raw_pm
54,197,35,raw_pm
54,198,6,raw_pm
54,199,35,raw_pm
54,200,13,raw_pm
54,201,42,raw_pm
54,202,92,raw_pm
54,204,20,raw_pm
54,205,76,raw_pm
54,207,67,raw_pm
54,210,16,raw_pm
54,211,77,raw_pm
54,214,14,raw_pm
54,216,52,raw_pm
54,222,50,raw_pm
54,233,9,raw_pm
54,236,19,raw_pm
54,249,24,raw_pm
54,251,31,raw_pm
54,252,9,raw_pm
54,253,51,raw_pm
54,254,15,raw_pm
54,256,43,raw_pm
54,259,37,raw_pm
54,264,21,raw_pm
54,266,22,raw_pm
54,267,29,raw_pm
54,268,34,raw_pm
54,270,18,raw_pm
54,279,35,raw_pm
54,280,33,raw_pm
54,281,15,raw_pm
54,283,12,raw_pm
54,287,14,raw_pm
54,295,12,raw_pm
54,300,17,raw_pm
54,314,36,raw_pm
54,319,18,raw_pm
54,322,19,raw_pm
54,325,37,raw_pm
54,328,37,raw_pm
54,330,23,raw_pm
54,338,13,raw_pm
54,345,11,raw_pm
54,368,10,raw_pm
54,391,28,raw_pm
54,400,9,raw_pm
54,404,4,raw_pm
54,405,10,raw_pm
54,420,23,raw_pm
54,423,25,raw_pm
54,424,28,raw_pm
54,434,16,raw_pm
54,435,26,raw_pm
54,436,56,raw_pm
54,441,34,raw_pm
54,443,55,raw_pm
54,444,37,raw_pm
54,450,40,raw_pm
54,452,46,raw_pm
54,453,7,raw_pm
54,454,68,raw_pm
54,456,20,raw_pm
54,459,39,raw_pm
54,463,19,raw_pm
54,464,47,raw_pm
54,467,14,raw_pm
54,470,7,raw_pm
54,474,40,raw_pm
54,484,26,raw_pm
54,491,41,raw_pm
54,495,20,raw_pm
54,519,20,raw_pm
54,537,8,raw_pm
54,539,29,raw_pm
54,545,63,raw_pm
54,548,23,raw_pm
54,550,12,raw_pm
54,552,66,raw_pm
54,569,10,raw_pm
54,571,50,raw_pm
54,574,24,raw_pm
54,582,10,raw_pm
54,595,18,raw_pm
54,596,4,raw_pm
54,597,10,raw_pm
54,600,46,raw_pm
54,606,27,raw_pm
54,613,60,raw_pm
54,621,29,raw_pm
54,624,11,raw_pm
55,16,43,raw_pm
55,17,51,raw_pm
55,20,11,raw_pm
55,21,65,raw_pm
55,25,49,raw_pm
55,34,18,raw_pm
55,37,26,raw_pm
55,38,5,raw_pm
55,39,11,raw_pm
55,40,45,raw_pm
55,41,24,raw_pm
55,42,33,raw_pm
55,43,101,raw_pm
55,44,23,raw_pm
55,46,17,raw_pm
55,48,29,raw_pm
55,49,5,raw_pm
55,62,15,raw_pm
55,66,12,raw_pm
55,67,28,raw_pm
55,69,113,raw_pm
55,71,10,raw_pm
55,72,20,raw_pm
55,79,18,raw_pm
55,80,16,raw_pm
55,81,5,raw_pm
55,84,26,raw_pm
55,89,163,raw_pm
55,90,29,raw_pm
55,91,5,raw_pm
55,93,13,raw_pm
55,94,6,raw_pm
55,95,6,raw_pm
55,96,15,raw_pm
55,99,38,raw_pm
55,100,5,raw_pm
55,101,14,raw_pm
55,102,109,raw_pm
55,105,270,raw_pm
55,106,12,raw_pm
55,107,19,raw_pm
55,108,8,raw_pm
55,110,25,raw_pm
55,113,41,raw_pm
55,117,41,raw_pm
55,119,27,raw_pm
55,120,35,raw_pm
55,121,37,raw_pm
55,122,54,raw_pm
55,123,14,raw_pm
55,124,62,raw_pm
55,125,17,raw_pm
55,128,27,raw_pm
55,130,25,raw_pm
55,139,57,raw_pm
55,145,55,raw_pm
55,147,5,raw_pm
55,150,34,raw_pm
55,154,21,raw_pm
55,155,25,raw_pm
55,158,10,raw_pm
55,163,11,raw_pm
55,166,5,raw_pm
55,169,77,raw_pm
55,170,23,raw_pm
55,172,13,raw_pm
55,173,28,raw_pm
55,174,34,raw_pm
55,176,12,raw_pm
55,177,27,raw_pm
55,178,38,raw_pm
55,179,56,raw_pm
55,180,69,raw_pm
55,182,26,raw_pm
55,183,44,raw_pm
55,184,13,raw_pm
55,185,18,raw_pm
55,188,46,raw_pm
55,189,26,raw_pm
55,191,9,raw_pm
55,195,104,raw_pm
55,196,152,raw_pm
55,197,64,raw_pm
55,199,15,raw_pm
55,200,23,raw_pm
55,201,48,raw_pm
55,202,79,raw_pm
55,203,19,raw_pm
55,204,50,raw_pm
55,205,110,raw_pm
55,209,55,raw_pm
55,210,104,raw_pm
55,211,46,raw_pm
55,212,15,raw_pm
55,213,17,raw_pm
55,214,92,raw_pm
55,216,46,raw_pm
55,217,63,raw_pm
55,218,30,raw_pm
55,222,71,raw_pm
55,223,71,raw_pm
55,224,13,raw_pm
55,227,24,raw_pm
55,228,20,raw_pm
55,229,15,raw_pm
55,230,40,raw_pm
55,233,51,raw_pm
55,234,14,raw_pm
55,236,12,raw_pm
55,241,10,raw_pm
55,244,53,raw_pm
55,245,6,raw_pm
55,250,70,raw_pm
55,252,39,raw_pm
55,253,13,raw_pm
55,254,33,raw_pm
55,256,23,raw_pm
55,257,11,raw_pm
55,258,37,raw_pm
55,259,4,raw_pm
55,262,15,raw_pm
55,265,5,raw_pm
55,266,35,raw_pm
55,267,12,raw_pm
55,268,34,raw_pm
55,269,14,raw_pm
55,270,36,raw_pm
55,271,79,raw_pm
55,272,36,raw_pm
55,273,8,raw_pm
55,274,37,raw_pm
55,276,6,raw_pm
55,277,8,raw_pm
55,278,75,raw_pm
55,279,27,raw_pm
55,281,16,raw_pm
55,284,32,raw_pm
55,287,65,raw_pm
55,288,30,raw_pm
55,293,13,raw_pm
55,294,9,raw_pm
55,297,40,raw_pm
55,298,17,raw_pm
55,301,11,raw_pm
55,307,82,raw_pm
55,312,26,raw_pm
55,313,72,raw_pm
55,314,16,raw_pm
55,316,14,raw_pm
55,320,13,raw_pm
55,330,23,raw_pm
55,332,47,raw_pm
55,334,28,raw_pm
55,336,12,raw_pm
55,339,14,raw_pm
55,345,57,raw_pm
55,347,24,raw_pm
55,348,18,raw_pm
55,349,14,raw_pm
55,351,27,raw_pm
55,368,8,raw_pm
55,370,22,raw_pm
55,385,22,raw_pm
55,390,34,raw_pm
55,396,13,raw_pm
55,397,9,raw_pm
55,398,9,raw_pm
55,404,4,raw_pm
55,407,40,raw_pm
55,420,16,raw_pm
55,422,61,raw_pm
55,425,41,raw_pm
55,427,32,raw_pm
55,429,10,raw_pm
55,431,77,raw_pm
55,433,16,raw_pm
55,434,12,raw_pm
55,438,16,raw_pm
55,439,32,raw_pm
55,440,17,raw_pm
55,442,101,raw_pm
55,443,69,raw_pm
55,444,56,raw_pm
55,445,14,raw_pm
55,446,17,raw_pm
55,447,51,raw_pm
55,449,26,raw_pm
55,450,24,raw_pm
55,452,71,raw_pm
55,454,61,raw_pm
55,456,23,raw_pm
55,457,21,raw_pm
55,459,14,raw_pm
55,460,5,raw_pm
55,463,17,raw_pm
55,464,88,raw_pm
55,468,15,raw_pm
55,472,36,raw_pm
55,474,48,raw_pm
55,477,10,raw_pm
55,478,21,raw_pm
55,482,8,raw_pm
55,484,24,raw_pm
55,487,46,raw_pm
55,490,14,raw_pm
55,491,68,raw_pm
55,494,50,raw_pm
55,500,21,raw_pm
55,514,33,raw_pm
55,517,19,raw_pm
55,518,47,raw_pm
55,520,5,raw_pm
55,521,32,raw_pm
55,524,122,raw_pm
55,531,18,raw_pm
55,532,32,raw_pm
55,535,29,raw_pm
55,536,37,raw_pm
55,538,122,raw_pm
55,543,21,raw_pm
55,547,17,raw_pm
55,554,15,raw_pm
55,557,9,raw_pm
55,559,30,raw_pm
55,562,18,raw_pm
55,569,10,raw_pm
55,570,26,raw_pm
55,571,16,raw_pm
55,572,14,raw_pm
55,575,12,raw_pm
55,578,14,raw_pm
55,579,7,raw_pm
55,581,36,raw_pm
55,585,19,raw_pm
55,587,7,raw_pm
55,590,46,raw_pm
55,592,15,raw_pm
55,593,21,raw_pm
55,597,11,raw_pm
55,600,10,raw_pm
55,601,31,raw_pm
55,606,16,raw_pm
55,609,19,raw_pm
55,619,28,raw_pm
55,624,11,raw_pm
56,15,24,raw_pm
56,22,17,raw_pm
56,40,63,raw_pm
56,41,51,raw_pm
56,42,24,raw_pm
56,43,12,raw_pm
56,45,35,raw_pm
56,46,17,raw_pm
56,48,18,raw_pm
56,52,16,raw_pm
56,62,41,raw_pm
56,66,18,raw_pm
56,69,10,raw_pm
56,70,55,raw_pm
56,71,9,raw_pm
56,72,42,raw_pm
56,73,5,raw_pm
56,84,19,raw_pm
56,89,43,raw_pm
56,90,27,raw_pm
56,94,6,raw_pm
56,95,35,raw_pm
56,96,22,raw_pm
56,99,24,raw_pm
56,102,10,raw_pm
56,105,18,raw_pm
56,106,6,raw_pm
56,114,12,raw_pm
56,116,22,raw_pm
56,117,13,raw_pm
56,118,12,raw_pm
56,119,45,raw_pm
56,120,15,raw_pm
56,122,10,raw_pm
56,125,15,raw_pm
56,129,8,raw_pm
56,145,7,raw_pm
56,147,5,raw_pm
56,150,31,raw_pm
56,155,9,raw_pm
56,158,11,raw_pm
56,161,11,raw_pm
56,172,13,raw_pm
56,173,60,raw_pm
56,176,64,raw_pm
56,177,25,raw_pm
56,178,38,raw_pm
56,182,20,raw_pm
56,187,11,raw_pm
56,189,11,raw_pm
56,200,20,raw_pm
56,201,19,raw_pm
56,204,23,raw_pm
56,207,23,raw_pm
56,210,62,raw_pm
56,212,23,raw_pm
56,214,46,raw_pm
56,216,21,raw_pm
56,219,79,raw_pm
56,223,106,raw_pm
56,228,18,raw_pm
56,230,41,raw_pm
56,233,5,raw_pm
56,245,73,raw_pm
56,249,128,raw_pm
56,250,32,raw_pm
56,251,70,raw_pm
56,252,17,raw_pm
56,253,9,raw_pm
56,257,19,raw_pm
56,259,36,raw_pm
56,263,15,raw_pm
56,268,39,raw_pm
56,272,21,raw_pm
56,274,40,raw_pm
56,276,71,raw_pm
56,277,33,raw_pm
56,279,11,raw_pm
56,280,22,raw_pm
56,288,52,raw_pm
56,294,13,raw_pm
56,297,11,raw_pm
56,298,24,raw_pm
56,306,22,raw_pm
56,313,38,raw_pm
56,314,8,raw_pm
56,316,11,raw_pm
56,324,13,raw_pm
56,328,13,raw_pm
56,332,25,raw_pm
56,334,19,raw_pm
56,338,9,raw_pm
56,341,43,raw_pm
56,353,20,raw_pm
56,366,23,raw_pm
56,380,6,raw_pm
56,393,16,raw_pm
56,409,32,raw_pm
56,424,18,raw_pm
56,425,21,raw_pm
56,428,22,raw_pm
56,429,46,raw_pm
56,432,25,raw_pm
56,437,22,raw_pm
56,438,16,raw_pm
56,440,53,raw_pm
56,442,31,raw_pm
56,446,17,raw_pm
56,448,17,raw_pm
56,450,91,raw_pm
56,451,26,raw_pm
56,452,64,raw_pm
56,454,73,raw_pm
56,457,28,raw_pm
56,459,27,raw_pm
56,460,5,raw_pm
56,462,6,raw_pm
56,463,4,raw_pm
56,469,9,raw_pm
56,474,4,raw_pm
56,478,48,raw_pm
56,483,71,raw_pm
56,490,33,raw_pm
56,491,39,raw_pm
56,495,4,raw_pm
56,497,17,raw_pm
56,500,16,raw_pm
56,502,15,raw_pm
56,514,54,raw_pm
56,517,7,raw_pm
56,521,7,raw_pm
56,522,20,raw_pm
56,524,78,raw_pm
56,528,23,raw_pm
56,533,27,raw_pm
56,541,12,raw_pm
56,542,20,raw_pm
56,544,7,raw_pm
56,546,16,raw_pm
56,553,8,raw_pm
56,559,44,raw_pm
56,560,9,raw_pm
56,571,45,raw_pm
56,579,27,raw_pm
56,584,10,raw_pm
56,593,4,raw_pm
56,597,25,raw_pm
56,608,51,raw_pm
56,611,9,raw_pm
56,621,58,raw_pm
56,624,26,raw_pm
57,14,22,raw_pm
57,15,32,raw_pm
57,16,12,raw_pm
57,17,61,raw_pm
57,21,82,raw_pm
57,22,20,raw_pm
57,24,20,raw_pm
57,25,49,raw_pm
57,38,20,raw_pm
57,40,30,raw_pm
57,41,85,raw_pm
57,42,23,raw_pm
57,43,22,raw_pm
57,44,30,raw_pm
57,45,60,raw_pm
57,46,15,raw_pm
57,47,15,raw_pm
57,50,31,raw_pm
57,52,61,raw_pm
57,69,18,raw_pm
57,71,152,raw_pm
57,72,31,raw_pm
57,73,23,raw_pm
57,76,7,raw_pm
57,77,16,raw_pm
57,79,14,raw_pm
57,84,51,raw_pm
57,89,135,raw_pm
57,90,35,raw_pm
57,93,48,raw_pm
57,94,6,raw_pm
57,96,15,raw_pm
57,99,59,raw_pm
57,102,55,raw_pm
57,105,169,raw_pm
57,106,58,raw_pm
57,107,5,raw_pm
57,109,24,raw_pm
57,110,81,raw_pm
57,113,7,raw_pm
57,114,9,raw_pm
57,116,26,raw_pm
57,117,44,raw_pm
57,119,90,raw_pm
57,120,52,raw_pm
57,122,82,raw_pm
57,123,18,raw_pm
57,124,28,raw_pm
57,126,5,raw_pm
57,127,25,raw_pm
57,128,26,raw_pm
57,129,34,raw_pm
57,134,6,raw_pm
57,135,4,raw_pm
57,144,81,raw_pm
57,147,14,raw_pm
57,150,5,raw_pm
57,163,8,raw_pm
57,164,45,raw_pm
57,165,80,raw_pm
57,167,24,raw_pm
57,172,35,raw_pm
57,173,50,raw_pm
57,175,16,raw_pm
57,177,61,raw_pm
57,178,6,raw_pm
57,179,91,raw_pm
57,182,27,raw_pm
57,183,14,raw_pm
57,184,61,raw_pm
57,185,23,raw_pm
57,187,45,raw_pm
57,188,53,raw_pm
57,191,4,raw_pm
57,194,5,raw_pm
57,195,61,raw_pm
57,196,57,raw_pm
57,197,89,raw_pm
57,199,13,raw_pm
57,200,8,raw_pm
57,201,72,raw_pm
57,202,36,raw_pm
57,203,66,raw_pm
57,204,78,raw_pm
57,205,28,raw_pm
57,209,114,raw_pm
57,210,40,raw_pm
57,211,72,raw_pm
57,212,58,raw_pm
57,213,19,raw_pm
57,214,37,raw_pm
57,215,22,raw_pm
57,216,109,raw_pm
57,217,23,raw_pm
57,218,14,raw_pm
57,219,11,raw_pm
57,220,5,raw_pm
57,223,19,raw_pm
57,228,26,raw_pm
57,229,69,raw_pm
57,234,6,raw_pm
57,235,64,raw_pm
57,239,16,raw_pm
57,241,34,raw_pm
57,243,33,raw_pm
57,247,25,raw_pm
57,248,15,raw_pm
57,250,36,raw_pm
57,251,26,raw_pm
57,252,39,raw_pm
57,253,38,raw_pm
57,255,148,raw_pm
57,256,29,raw_pm
57,257,22,raw_pm
57,258,31,raw_pm
57,263,32,raw_pm
57,264,20,raw_pm
57,265,25,raw_pm
57,266,8,raw_pm
57,267,66,raw_pm
57,269,25,raw_pm
57,270,4,raw_pm
57,271,70,raw_pm
57,274,54,raw_pm
57,275,20,raw_pm
57,276,21,raw_pm
57,277,44,raw_pm
57,278,27,raw_pm
57,279,14,raw_pm
57,280,27,raw_pm
57,281,61,raw_pm
57,282,52,raw_pm
57,285,33,raw_pm
57,287,36,raw_pm
57,288,9,raw_pm
57,290,27,raw_pm
57,291,6,raw_pm
57,294,70,raw_pm
57,297,13,raw_pm
57,301,29,raw_pm
57,302,14,raw_pm
57,306,15,raw_pm
57,307,23,raw_pm
57,312,43,raw_pm
57,313,10,raw_pm
57,315,44,raw_pm
57,317,10,raw_pm
57,319,40,raw_pm
57,320,16,raw_pm
57,322,15,raw_pm
57,326,15,raw_pm
57,330,18,raw_pm
57,336,54,raw_pm
57,338,50,raw_pm
57,344,33,raw_pm
57,368,9,raw_pm
57,374,45,raw_pm
57,376,54,raw_pm
57,384,9,raw_pm
57,389,34,raw_pm
57,399,79,raw_pm
57,403,17,raw_pm
57,405,21,raw_pm
57,413,4,raw_pm
57,420,16,raw_pm
57,424,83,raw_pm
57,425,23,raw_pm
57,426,26,raw_pm
57,427,22,raw_pm
57,428,15,raw_pm
57,430,23,raw_pm
57,431,101,raw_pm
57,436,101,raw_pm
57,437,5,raw_pm
57,438,47,raw_pm
57,442,72,raw_pm
57,444,58,raw_pm
57,447,30,raw_pm
57,448,53,raw_pm
57,450,51,raw_pm
57,452,59,raw_pm
57,453,15,raw_pm
57,454,127,raw_pm
57,455,36,raw_pm
57,456,32,raw_pm
57,457,36,raw_pm
57,461,19,raw_pm
57,462,10,raw_pm
57,463,41,raw_pm
57,464,8,raw_pm
57,467,78,raw_pm
57,469,22,raw_pm
57,471,10,raw_pm
57,480,38,raw_pm
57,482,20,raw_pm
57,483,10,raw_pm
57,487,54,raw_pm
57,491,38,raw_pm
57,502,20,raw_pm
57,506,14,raw_pm
57,507,55,raw_pm
57,513,10,raw_pm
57,515,40,raw_pm
57,519,16,raw_pm
57,522,35,raw_pm
57,523,21,raw_pm
57,524,91,raw_pm
57,529,24,raw_pm
57,531,14,raw_pm
57,532,48,raw_pm
57,534,25,raw_pm
57,538,50,raw_pm
57,539,8,raw_pm
57,540,8,raw_pm
57,544,25,raw_pm
57,548,4,raw_pm
57,551,13,raw_pm
57,555,43,raw_pm
57,559,20,raw_pm
57,563,8,raw_pm
57,566,20,raw_pm
57,569,43,raw_pm
57,570,59,raw_pm
57,571,24,raw_pm
57,574,15,raw_pm
57,578,33,raw_pm
57,579,63,raw_pm
57,580,15,raw_pm
57,582,32,raw_pm
57,584,12,raw_pm
57,587,22,raw_pm
57,591,30,raw_pm
57,592,27,raw_pm
57,593,53,raw_pm
57,595,15,raw_pm
57,596,4,raw_pm
57,600,31,raw_pm
57,606,26,raw_pm
57,619,38,raw_pm
57,620,42,raw_pm
58,67,10,raw_pm
58,89,18,raw_pm
58,91,6,raw_pm
58,101,38,raw_pm
58,106,5,raw_pm
58,109,8,raw_pm
58,116,26,raw_pm
58,129,15,raw_pm
58,135,7,raw_pm
58,139,10,raw_pm
58,142,14,raw_pm
58,143,4,raw_pm
58,170,21,raw_pm
58,173,22,raw_pm
58,178,24,raw_pm
58,183,11,raw_pm
58,196,17,raw_pm
58,214,36,raw_pm
58,249,80,raw_pm
58,250,57,raw_pm
58,251,36,raw_pm
58,271,4,raw_pm
58,282,37,raw_pm
58,287,7,raw_pm
58,295,46,raw_pm
58,312,48,raw_pm
58,315,16,raw_pm
58,322,18,raw_pm
58,407,28,raw_pm
58,423,39,raw_pm
58,425,47,raw_pm
58,450,42,raw_pm
58,521,7,raw_pm
58,531,5,raw_pm
58,569,10,raw_pm
58,593,55,raw_pm
58,595,8,raw_pm
58,596,14,raw_pm
58,597,4,raw_pm
58,599,17,raw_pm
58,603,6,raw_pm
58,606,65,raw_pm
58,621,27,raw_pm
59,41,20,raw_pm
59,42,77,raw_pm
59,43,28,raw_pm
59,50,19,raw_pm
59,69,6,raw_pm
59,84,23,raw_pm
59,89,27,raw_pm
59,90,5,raw_pm
59,101,14,raw_pm
59,127,15,raw_pm
59,134,4,raw_pm
59,137,10,raw_pm
59,150,296,raw_pm
59,153,20,raw_pm
59,166,10,raw_pm
59,177,35,raw_pm
59,178,11,raw_pm
59,188,32,raw_pm
59,201,9,raw_pm
59,209,22,raw_pm
59,210,8,raw_pm
59,211,59,raw_pm
59,212,6,raw_pm
59,222,30,raw_pm
59,223,47,raw_pm
59,232,15,raw_pm
59,233,9,raw_pm
59,251,50,raw_pm
59,256,7,raw_pm
59,262,38,raw_pm
59,263,4,raw_pm
