origin,destination,type,total
105,444,raw_am,122
105,457,raw_pm,11
105,465,lico_pm,45
105,465,raw_pm,45
105,484,raw_am,5
105,535,lico_md,20
105,535,raw_md,20
105,587,raw_ev,10
106,34,raw_pm,18
106,36,raw_am,10
106,47,raw_am,10
106,50,raw_md,18
106,51,raw_am,5
106,54,raw_am,8
106,55,raw_am,12
106,57,raw_am,5
106,60,raw_am,5
106,65,raw_am,5
106,66,raw_am,10
106,67,raw_am,41
106,68,lico_am,5
106,68,raw_am,13
106,69,raw_am,7
106,70,raw_am,5
106,71,raw_am,24
106,74,raw_ev,10
106,77,raw_am,39
106,77,raw_pm,8
106,79,raw_ev,22
106,105,raw_am,22
106,144,raw_am,8
106,170,raw_am,71
106,179,lico_am,7
106,179,raw_am,7
106,183,lico_pm,20
106,183,raw_pm,20
106,187,raw_am,34
106,195,raw_am,5
106,202,raw_am,10
106,204,raw_am,12
106,223,raw_am,5
106,248,raw_am,8
106,272,raw_am,8
106,290,raw_am,9
106,302,raw_pm,12
106,371,raw_am,7
106,459,raw_ev,5
106,529,raw_am,5
107,15,raw_pm,10
107,36,raw_am,15
107,37,raw_am,44
107,46,raw_ev,21
107,49,raw_am,26
107,50,raw_am,20
107,50,raw_pm,18
107,52,raw_am,12
107,54,raw_am,26
107,57,lico_md,34
107,57,raw_md,34
107,62,raw_am,38
107,66,raw_md,65
107,67,raw_md,7
107,69,raw_ev,27
107,72,raw_am,62
107,78,raw_am,11
107,90,raw_pm,4
107,110,raw_am,15
107,119,raw_pm,27
107,120,raw_pm,23
107,122,lico_am,97
107,122,raw_am,97
107,147,raw_md,7
107,148,raw_pm,15
107,219,raw_pm,5
107,223,lico_pm,11
107,223,raw_pm,11
107,236,raw_am,46
107,251,raw_pm,15
107,266,raw_am,33
107,282,raw_pm,26
107,290,raw_am,123
107,499,lico_pm,32
107,499,raw_pm,32
108,35,raw_am,30
108,36,raw_am,16
108,45,raw_am,17
108,45,raw_pm,8
108,53,raw_am,16
108,55,lico_am,8
108,55,raw_am,16
108,67,raw_ev,7
108,70,raw_am,8
108,71,lico_am,5
108,71,raw_am,5
108,97,lico_md,5
108,97,raw_md,5
108,107,raw_pm,5
108,211,raw_am,7
108,258,raw_am,5
108,307,raw_am,9
108,309,raw_am,28
108,391,lico_am,60
108,391,raw_am,60
108,391,raw_pm,38
108,452,raw_am,8
108,528,raw_pm,41
109,22,lico_am,8
109,22,raw_am,8
109,29,lico_am,40
109,29,raw_am,40
109,36,raw_am,68
109,37,raw_pm,6
109,50,raw_am,32
109,52,lico_am,8
109,52,raw_am,8
109,58,raw_am,8
109,60,raw_am,4
109,63,raw_am,40
109,65,raw_am,22
109,69,lico_am,80
109,69,raw_am,80
109,71,raw_am,6
109,73,raw_md,7
109,94,raw_md,31
109,101,lico_am,48
109,101,raw_am,48
109,108,raw_am,6
109,115,raw_pm,116
109,120,lico_md,37
109,120,raw_md,37
109,179,raw_am,11
109,187,raw_md,18
109,204,raw_am,7
109,355,lico_am,14
109,355,raw_am,14
109,389,raw_am,25
109,391,raw_am,7
110,25,lico_am,44
110,25,raw_am,44
110,25,raw_md,12
110,26,raw_am,49
110,36,lico_am,96
110,36,raw_am,102
110,37,raw_am,37
110,45,raw_am,37
110,51,raw_am,16
110,51,raw_md,6
110,52,raw_am,49
110,53,lico_md,24
110,53,raw_md,24
110,54,lico_pm,61
110,54,raw_pm,61
110,55,lico_am,19
110,55,raw_am,55
110,56,raw_pm,37
110,57,raw_am,71
110,60,raw_am,95
110,62,raw_ev,10
110,65,raw_am,28
110,65,raw_em,14
110,66,lico_am,24
110,66,raw_am,24
110,67,raw_am,32
110,67,raw_md,14
110,68,raw_am,27
110,69,lico_am,187
110,69,raw_am,227
110,69,raw_pm,6
110,71,raw_pm,29
110,76,raw_am,25
110,77,raw_am,6
110,78,lico_pm,10
110,78,raw_pm,10
110,80,raw_pm,8
110,85,raw_pm,25
110,89,lico_am,23
110,89,lico_md,65
110,89,raw_am,23
110,89,raw_md,65
110,90,raw_pm,29
110,93,lico_am,66
110,93,raw_am,66
110,96,lico_am,84
110,96,raw_am,84
110,101,lico_md,33
110,101,raw_md,33
110,105,raw_ev,126
110,106,raw_pm,6
110,108,lico_ev,5
110,108,raw_ev,5
110,110,lico_md,148
110,110,lico_pm,78
110,110,raw_md,148
110,110,raw_pm,78
110,113,lico_am,43
110,113,raw_am,73
110,114,raw_am,21
110,115,raw_md,116
110,120,lico_am,14
110,120,raw_am,14
110,125,lico_am,31
110,125,raw_am,38
110,155,lico_am,46
110,155,raw_am,46
110,157,raw_am,37
110,173,raw_am,6
110,186,lico_pm,37
110,186,raw_pm,37
110,187,raw_am,6
110,212,lico_md,37
110,212,raw_md,37
110,222,raw_ev,28
110,231,lico_am,45
110,231,raw_am,45
110,234,raw_pm,8
110,242,raw_pm,13
110,270,raw_pm,5
110,272,raw_em,18
110,276,raw_md,69
110,278,raw_md,23
110,279,raw_ev,20
110,282,raw_pm,24
110,287,raw_md,10
110,290,raw_am,83
110,292,lico_am,37
110,292,raw_am,37
110,297,raw_ev,51
110,301,lico_am,24
110,301,raw_am,24
110,306,raw_am,84
110,316,raw_am,40
110,356,lico_em,43
110,356,raw_em,43
110,371,lico_md,27
110,371,raw_md,27
110,391,lico_am,96
110,391,raw_am,180
110,473,raw_am,26
110,564,raw_am,21
110,592,raw_am,8
113,21,raw_am,12
113,25,raw_md,42
113,35,raw_am,21
113,36,raw_am,31
113,38,raw_am,42
113,40,raw_pm,29
113,45,raw_pm,34
113,47,raw_am,25
113,51,raw_am,18
113,52,raw_am,34
113,55,raw_am,22
113,55,raw_md,8
113,66,raw_am,21
113,67,raw_am,21
113,69,raw_md,18
113,70,raw_am,32
113,71,raw_md,29
113,73,raw_md,4
113,75,raw_pm,6
113,77,raw_am,6
113,90,lico_md,3
113,90,raw_am,26
113,90,raw_md,3
113,91,raw_am,24
113,92,raw_am,4
113,95,raw_am,47
113,96,raw_pm,11
113,106,lico_md,30
113,106,raw_md,30
113,109,lico_md,14
113,109,raw_md,14
113,109,raw_pm,6
113,114,raw_md,14
113,117,raw_pm,27
113,119,raw_md,32
113,121,raw_am,37
113,123,raw_ev,21
113,125,raw_am,55
113,126,raw_pm,31
113,127,lico_pm,5
113,127,raw_pm,5
113,128,lico_md,30
113,128,raw_md,30
113,130,raw_md,20
113,131,raw_pm,18
113,134,raw_am,15
113,148,raw_pm,40
113,173,raw_am,21
113,173,raw_md,21
113,177,raw_pm,19
113,179,raw_am,41
113,181,raw_pm,9
113,189,raw_am,12
113,202,raw_am,4
113,211,lico_md,9
113,211,raw_md,9
113,271,raw_md,59
113,282,raw_am,33
113,286,lico_md,17
113,286,raw_md,17
113,289,lico_ev,48
113,289,raw_ev,48
113,301,lico_am,14
113,301,raw_am,26
113,302,raw_md,14
113,304,raw_ev,13
113,337,raw_pm,30
113,371,lico_am,41
113,371,raw_am,41
113,389,raw_pm,34
113,392,raw_am,4
113,464,raw_pm,24
113,500,lico_pm,18
113,500,raw_pm,18
114,19,raw_am,5
114,20,raw_pm,12
114,37,raw_md,6
114,39,raw_am,21
114,42,raw_pm,4
114,45,raw_am,6
114,45,raw_md,21
114,45,raw_pm,66
114,48,raw_pm,16
114,55,raw_md,4
114,57,raw_am,37
114,58,raw_am,17
114,63,raw_am,42
114,65,raw_am,37
114,66,raw_am,24
114,67,raw_am,33
114,75,lico_md,31
114,75,raw_md,31
114,76,raw_am,4
114,78,raw_am,31
114,79,raw_pm,18
114,89,raw_am,21
114,94,raw_md,17
114,105,raw_ev,5
114,109,raw_md,41
114,110,lico_pm,33
114,110,raw_ev,54
114,110,raw_pm,148
114,113,raw_am,14
114,119,raw_pm,41
114,124,raw_md,5
114,124,raw_pm,19
114,125,raw_am,13
114,125,raw_md,26
114,127,raw_pm,6
114,145,lico_ev,167
114,145,raw_ev,167
114,177,raw_md,27
114,202,raw_am,61
114,211,raw_ev,17
114,218,raw_am,34
114,250,lico_pm,83
114,250,raw_pm,83
114,275,raw_pm,17
114,295,raw_md,20
114,301,raw_am,19
114,305,raw_pm,25
114,356,raw_am,4
114,484,raw_am,16
114,583,raw_pm,31
115,36,raw_md,29
115,38,raw_am,46
115,44,raw_am,34
115,45,raw_ev,26
115,52,raw_am,50
115,53,raw_am,42
115,54,raw_am,60
115,56,raw_pm,51
115,67,raw_am,39
115,68,lico_pm,145
115,68,raw_pm,145
115,71,raw_am,19
115,93,raw_am,24
115,99,lico_md,16
115,99,raw_md,16
115,113,raw_md,8
115,118,raw_md,14
115,120,raw_pm,10
115,124,lico_md,9
115,124,raw_md,9
115,125,lico_am,26
115,125,raw_am,58
115,130,raw_pm,14
115,165,raw_pm,26
115,188,raw_pm,33
115,204,raw_md,8
115,209,raw_pm,6
115,242,lico_am,21
115,242,lico_md,21
115,242,raw_am,21
115,242,raw_md,21
115,315,raw_ev,16
115,352,lico_md,35
115,352,raw_md,35
115,401,raw_ev,20
115,525,raw_am,5
116,5,raw_am,26
116,18,raw_pm,31
116,23,lico_am,19
116,23,raw_am,19
116,42,raw_ev,20
116,43,raw_am,38
116,49,raw_am,4
116,50,raw_pm,63
116,51,raw_am,22
116,54,raw_am,21
116,55,raw_am,11
116,55,raw_md,21
116,57,raw_md,4
116,64,raw_am,17
116,65,lico_am,36
116,65,raw_am,36
116,68,lico_md,20
116,68,raw_md,20
116,69,raw_am,8
116,70,raw_ev,11
116,70,raw_pm,23
116,75,raw_md,26
116,77,raw_am,21
116,77,raw_md,26
116,86,raw_pm,26
116,97,raw_ev,35
116,117,raw_am,19
116,119,raw_pm,71
116,124,lico_em,19
116,124,raw_em,19
116,125,lico_md,20
116,125,raw_md,40
116,130,lico_md,8
116,130,raw_md,8
116,166,raw_ev,5
116,218,raw_am,17
116,220,lico_pm,29
116,220,raw_pm,29
116,230,raw_am,13
116,257,raw_pm,6
116,277,raw_pm,15
116,296,raw_am,18
116,371,raw_am,19
116,394,raw_am,7
116,454,raw_am,15
116,467,raw_pm,10
116,487,raw_pm,9
117,22,lico_pm,31
117,22,raw_pm,31
117,25,lico_am,26
117,25,raw_am,64
117,34,raw_am,7
117,38,raw_am,23
117,43,raw_am,14
117,46,raw_md,13
117,55,raw_am,41
117,56,raw_am,13
117,57,lico_am,13
117,57,raw_am,26
117,65,raw_am,6
117,68,raw_am,13
117,70,raw_am,18
117,77,raw_pm,27
117,79,raw_pm,18
117,97,raw_pm,15
117,101,raw_am,20
117,107,raw_am,39
117,120,raw_md,17
117,124,lico_md,39
117,124,raw_md,39
117,131,lico_md,14
117,131,raw_md,14
117,160,raw_am,17
117,170,raw_am,19
117,173,lico_ev,24
117,173,raw_ev,24
117,197,raw_am,7
117,290,raw_am,66
117,345,raw_am,13
117,347,raw_am,66
117,371,raw_am,17
117,415,raw_am,23
117,442,raw_am,13
118,4,raw_am,8
118,46,raw_am,25
118,51,raw_am,10
118,54,raw_am,6
118,56,raw_am,12
118,57,raw_am,18
118,60,raw_am,34
118,65,raw_am,91
118,67,raw_am,14
118,76,raw_am,44
118,106,raw_ev,8
118,124,raw_pm,15
118,134,lico_pm,18
118,134,raw_pm,18
118,140,lico_ev,8
118,140,raw_ev,8
118,142,lico_pm,21
118,142,raw_pm,21
118,158,lico_pm,18
118,158,raw_pm,18
118,290,raw_am,18
118,307,raw_pm,26
118,313,raw_am,17
118,342,lico_ev,24
118,342,raw_ev,24
118,371,raw_am,34
118,391,raw_am,19
118,400,raw_ev,23
118,454,raw_am,10
119,21,raw_am,53
119,25,raw_am,26
119,25,raw_md,38
119,35,lico_am,24
119,35,raw_am,24
119,36,raw_am,51
119,37,raw_pm,27
119,40,raw_am,52
119,42,raw_am,18
119,45,raw_am,11
119,46,lico_ev,20
119,46,raw_ev,20
119,49,raw_am,21
119,50,lico_md,21
119,50,raw_am,41
119,50,raw_md,21
119,51,raw_am,19
119,52,raw_am,100
119,52,raw_md,27
119,54,lico_am,17
119,54,raw_am,71
119,55,raw_am,50
119,55,raw_md,49
119,56,raw_am,45
119,56,raw_pm,19
119,57,raw_am,31
119,57,raw_pm,19
119,62,raw_am,26
119,63,raw_am,23
119,65,lico_pm,18
119,65,raw_pm,18
119,66,lico_ev,23
119,66,raw_am,26
119,66,raw_ev,23
119,66,raw_md,13
119,68,raw_am,39
119,69,lico_am,20
119,69,raw_am,60
119,70,raw_md,36
119,71,raw_md,26
119,71,raw_pm,24
119,72,lico_pm,15
119,72,raw_am,22
119,72,raw_pm,39
119,77,raw_am,20
119,78,raw_am,27
119,89,lico_am,62
119,89,raw_am,62
119,95,raw_pm,93
119,102,raw_pm,4
119,103,raw_ev,26
119,104,raw_md,20
119,105,raw_md,26
119,105,raw_pm,25
119,110,raw_am,25
119,113,raw_pm,5
119,120,raw_md,26
119,122,raw_am,51
119,122,raw_md,18
119,124,raw_pm,52
119,125,raw_pm,26
119,183,lico_am,19
119,183,raw_am,19
119,187,raw_am,26
119,201,raw_am,26
119,204,raw_am,25
119,209,raw_am,42
119,220,raw_am,26
119,222,lico_md,34
119,222,raw_md,34
119,228,raw_md,22
119,231,lico_am,38
119,231,raw_am,38
119,268,raw_am,27
119,270,lico_am,15
119,270,raw_am,44
119,281,raw_md,16
119,285,raw_pm,33
119,313,raw_am,46
119,313,raw_pm,22
119,315,raw_pm,12
119,331,raw_am,25
119,365,raw_ev,38
119,391,raw_am,19
119,393,raw_am,26
119,415,raw_am,71
119,476,lico_am,25
119,476,raw_am,25
119,490,lico_am,19
119,490,raw_am,37
119,522,raw_am,19
119,532,raw_am,28
120,21,raw_am,24
120,36,raw_am,14
120,38,raw_am,18
120,38,raw_pm,55
120,43,raw_am,51
120,46,raw_am,51
120,51,raw_am,26
120,52,raw_md,38
120,53,raw_am,14
120,54,raw_am,61
120,54,raw_md,14
120,55,raw_am,33
120,57,raw_am,21
120,63,raw_am,14
120,67,raw_am,39
120,68,lico_em,7
120,68,raw_am,25
120,68,raw_em,7
120,71,raw_am,4
120,89,lico_am,37
120,89,raw_am,37
120,90,lico_md,48
120,90,raw_md,48
120,91,raw_am,44
120,94,raw_md,15
120,98,raw_ev,5
120,98,raw_pm,25
120,101,raw_md,5
120,105,raw_ev,74
120,119,raw_ev,83
120,122,raw_md,16
120,125,lico_am,20
120,125,lico_md,18
120,125,raw_am,20
120,125,raw_md,18
120,170,lico_ev,90
120,170,raw_ev,90
120,173,raw_am,19
120,187,raw_am,6
120,200,raw_am,21
120,203,raw_am,24
120,204,raw_am,6
120,313,lico_ev,13
120,313,raw_ev,13
120,391,lico_md,28
120,391,raw_md,28
120,405,lico_pm,7
120,405,raw_pm,7
120,407,lico_pm,21
120,407,raw_pm,21
120,427,raw_am,25
120,448,raw_am,14
120,545,raw_pm,24
120,566,lico_am,8
120,566,raw_am,8
121,55,raw_am,37
122,21,lico_ev,31
122,21,raw_am,25
122,21,raw_ev,31
122,26,raw_am,12
122,29,lico_am,25
122,29,raw_am,25
122,34,raw_pm,14
122,36,raw_am,25
122,37,lico_md,13
122,37,raw_md,13
122,38,raw_am,67
122,42,lico_md,24
122,42,raw_md,24
122,43,raw_md,9
122,47,raw_am,13
122,49,raw_am,22
122,50,raw_am,10
122,50,raw_md,6
122,52,raw_am,69
122,52,raw_md,14
122,55,raw_am,97
122,57,raw_am,74
122,57,raw_md,16
122,58,raw_em,36
122,63,lico_am,12
122,63,raw_am,12
122,65,raw_am,22
122,65,raw_em,9
122,66,raw_am,39
122,66,raw_em,24
122,67,raw_am,13
122,68,raw_am,23
122,68,raw_md,10
122,70,raw_am,21
122,72,raw_pm,26
122,74,raw_am,9
122,75,raw_am,9
122,77,raw_am,28
122,93,lico_am,4
122,93,raw_am,4
122,93,raw_ev,21
122,107,lico_pm,97
122,107,raw_pm,97
122,110,lico_md,12
122,110,raw_md,12
122,113,lico_am,10
122,113,raw_am,10
122,117,raw_md,13
122,119,raw_am,18
122,119,raw_md,18
122,120,raw_pm,15
122,173,raw_am,7
122,177,raw_pm,18
122,191,raw_pm,20
122,204,lico_md,17
122,204,raw_md,17
122,210,raw_am,25
122,211,raw_am,25
122,211,raw_md,74
122,222,raw_ev,14
122,287,lico_am,13
122,287,raw_am,13
122,313,raw_ev,34
122,314,lico_md,17
122,314,raw_md,17
122,318,raw_md,22
122,358,raw_am,25
122,371,lico_md,16
122,371,raw_md,16
122,374,lico_pm,11
122,374,raw_pm,11
122,491,raw_pm,21
122,545,raw_pm,8
123,33,raw_am,18
123,37,raw_am,12
123,38,raw_am,26
123,50,raw_am,26
123,51,raw_am,61
123,54,raw_am,25
123,57,raw_am,11
123,58,raw_am,15
123,67,raw_md,18
123,68,raw_am,20
123,69,raw_am,22
123,72,raw_am,25
123,218,raw_md,22
123,253,raw_md,8
123,371,raw_am,20
123,443,raw_am,30
124,36,raw_am,17
124,37,raw_am,26
124,38,lico_am,83
124,38,raw_am,83
124,45,raw_am,51
124,48,raw_am,19
124,49,raw_am,16
124,51,raw_am,15
124,53,raw_am,16
124,54,raw_am,28
124,56,raw_am,15
124,57,raw_am,15
124,58,raw_am,9
124,59,raw_am,91
124,63,raw_am,71
124,67,raw_am,19
124,71,raw_am,21
124,76,raw_am,8
124,77,raw_pm,18
124,78,raw_am,14
124,80,raw_am,46
124,105,raw_am,14
124,113,raw_pm,5
124,115,lico_pm,26
124,115,raw_ev,13
124,115,raw_pm,26
124,119,lico_md,19
124,119,raw_ev,52
124,119,raw_md,44
124,120,raw_md,58
124,125,raw_ev,51
124,126,raw_md,5
124,127,raw_am,5
124,139,raw_ev,56
124,147,raw_ev,12
124,167,raw_ev,28
124,259,raw_am,17
124,306,raw_am,62
124,317,raw_em,31
124,350,raw_ev,20
124,365,raw_pm,34
124,424,raw_am,20
124,493,raw_am,77
124,536,raw_pm,17
125,15,raw_md,22
125,21,raw_am,43
125,23,raw_am,33
125,25,raw_pm,8
125,35,raw_am,19
125,37,raw_am,9
125,45,raw_am,22
125,46,raw_am,17
125,46,raw_pm,18
125,49,raw_am,25
125,51,raw_am,55
125,52,raw_am,7
125,52,raw_md,33
125,52,raw_pm,34
125,53,raw_am,34
125,54,raw_am,16
125,55,raw_am,20
125,55,raw_pm,21
125,56,raw_am,15
125,60,raw_am,5
125,65,raw_am,19
125,67,raw_am,11
125,68,raw_am,12
125,69,raw_am,4
125,70,raw_pm,22
125,74,raw_am,18
125,80,raw_pm,24
125,85,raw_md,12
125,93,raw_pm,24
125,105,raw_am,19
125,107,raw_am,19
125,114,raw_am,9
125,115,raw_pm,34
125,116,raw_md,20
125,119,raw_ev,54
125,120,raw_md,15
125,122,raw_md,8
125,125,raw_md,5
125,173,raw_md,50
125,187,raw_pm,6
125,201,raw_ev,17
125,203,raw_pm,26
125,205,raw_am,12
125,223,raw_am,6
125,252,raw_ev,18
125,290,raw_am,42
125,297,raw_pm,8
125,307,raw_md,8
125,318,raw_pm,26
125,341,raw_md,14
125,344,raw_md,22
125,391,raw_am,12
125,391,raw_pm,29
125,404,lico_pm,9
125,404,raw_pm,9
125,413,raw_am,29
125,589,raw_am,34
126,6,raw_em,6
126,38,raw_am,10
126,38,raw_ev,30
126,43,raw_am,34
126,46,raw_am,6
126,52,raw_am,10
126,54,raw_am,49
126,55,raw_am,6
126,55,raw_pm,5
126,63,raw_am,9
126,66,raw_am,18
126,101,lico_md,29
126,101,raw_am,13
126,101,raw_md,29
126,107,raw_md,5
126,221,raw_am,24
126,231,raw_am,16
126,297,raw_am,51
126,301,raw_am,5
126,342,lico_pm,26
126,342,raw_pm,26
127,36,raw_am,35
127,41,raw_am,27
127,52,raw_am,15
127,54,raw_am,14
127,57,raw_am,15
127,57,raw_pm,25
127,60,raw_am,9
127,65,raw_am,16
127,69,raw_am,21
127,72,raw_pm,15
127,84,raw_pm,69
127,89,raw_am,11
127,124,raw_am,5
127,161,raw_am,11
127,210,raw_am,8
127,211,raw_am,17
127,283,raw_pm,22
127,288,lico_am,20
127,288,raw_am,20
127,300,raw_pm,26
127,301,raw_am,27
127,304,lico_pm,39
127,304,raw_pm,39
127,313,raw_am,8
128,37,lico_am,95
128,37,raw_am,95
128,45,raw_md,18
128,50,lico_md,50
128,50,raw_md,50
128,55,raw_am,27
128,57,raw_am,26
128,75,raw_md,8
128,113,lico_am,30
128,113,raw_am,30
128,127,raw_am,14
128,130,raw_ev,10
128,203,raw_am,23
128,476,raw_am,27
129,20,raw_am,11
129,29,raw_am,15
129,43,raw_am,15
129,50,raw_am,18
129,51,lico_am,51
129,51,raw_am,51
129,52,raw_am,16
129,56,lico_am,8
129,56,raw_am,8
129,57,lico_am,19
129,57,raw_am,19
129,58,raw_am,15
129,68,raw_am,24
129,69,lico_md,13
129,69,raw_md,13
129,77,raw_am,15
129,122,lico_am,37
129,122,raw_am,37
129,131,lico_md,14
129,131,raw_md,14
129,145,raw_am,11
129,151,lico_am,34
129,151,raw_am,93
129,191,raw_pm,19
129,305,raw_ev,24
129,313,raw_am,10
129,343,lico_md,11
129,343,raw_md,11
129,378,raw_md,3
129,391,lico_am,56
129,391,raw_am,56
129,393,raw_am,11
129,406,lico_pm,15
129,406,raw_pm,15
129,530,raw_am,24
130,21,raw_md,6
130,34,raw_ev,26
130,36,raw_am,18
130,44,lico_am,48
130,44,raw_am,48
130,50,raw_am,46
130,51,raw_am,95
130,51,raw_md,11
130,52,raw_am,15
130,52,raw_md,17
130,53,raw_am,36
130,55,raw_am,48
130,55,raw_md,15
130,59,raw_am,8
130,65,raw_am,14
130,67,raw_am,20
130,68,raw_am,24
130,77,raw_am,10
130,90,raw_am,20
130,114,lico_am,105
130,114,raw_am,105
130,115,raw_am,14
130,125,lico_am,48
130,125,lico_md,11
130,125,raw_am,48
130,125,raw_md,11
130,145,lico_em,16
130,145,raw_em,16
130,146,raw_md,11
130,151,raw_am,45
130,173,raw_pm,13
130,202,raw_am,9
130,203,raw_am,14
130,204,raw_am,20
130,270,lico_md,22
130,270,raw_md,22
130,290,raw_am,25
130,313,lico_md,6
130,313,raw_md,6
130,348,raw_pm,45
130,391,raw_am,18
131,37,lico_md,11
131,37,raw_em,50
131,37,raw_md,11
131,38,lico_em,25
131,38,raw_em,25
131,45,lico_md,24
131,45,raw_md,24
131,46,raw_am,5
131,54,lico_am,15
131,54,raw_am,15
131,65,raw_am,11
131,70,raw_md,31
131,71,raw_am,18
131,73,raw_am,31
131,93,raw_am,27
131,120,lico_pm,12
131,120,raw_pm,12
131,125,lico_am,31
131,125,raw_am,31
131,127,lico_am,17
131,127,raw_am,17
131,129,raw_pm,28
131,131,lico_md,14
131,131,raw_md,14
131,134,lico_am,70
131,134,raw_am,70
131,140,lico_am,20
131,140,lico_pm,29
131,140,raw_am,20
131,140,raw_pm,29
131,144,raw_am,9
131,145,lico_md,167
131,145,raw_md,167
131,156,lico_am,24
131,156,raw_am,24
131,158,raw_am,39
131,197,lico_am,9
131,197,raw_am,9
131,290,raw_am,116
131,299,raw_em,19
131,317,lico_am,14
131,317,raw_am,14
131,340,lico_am,5
131,340,raw_am,5
131,371,lico_am,77
131,371,raw_am,77
131,390,lico_pm,12
131,390,raw_pm,12
131,394,raw_md,20
131,404,raw_am,10
131,408,raw_am,32
132,37,lico_md,9
132,37,raw_md,9
132,50,raw_pm,18
132,54,raw_am,7
132,57,raw_am,24
132,65,lico_am,27
132,65,raw_am,27
132,68,raw_am,24
132,69,lico_am,76
132,69,raw_am,76
132,104,raw_em,24
132,131,lico_md,12
132,131,raw_md,12
132,137,raw_am,11
132,200,lico_am,24
132,200,raw_am,24
132,209,raw_am,12
132,385,raw_pm,26
132,389,lico_am,23
132,389,raw_am,23
132,394,raw_am,21
132,423,raw_am,28
132,443,raw_am,11
132,446,raw_am,24
132,476,raw_am,34
133,36,lico_am,78
133,36,raw_am,83
133,50,raw_am,31
133,52,raw_am,11
133,54,raw_am,11
133,68,lico_am,100
133,68,raw_am,100
133,90,lico_am,9
133,90,raw_am,9
133,93,raw_pm,14
133,116,lico_am,6
133,116,raw_am,6
133,125,lico_am,28
133,125,raw_am,28
133,133,lico_md,23
133,133,raw_md,23
133,134,lico_am,112
133,134,raw_am,112
133,135,lico_am,23
133,135,raw_am,23
133,135,raw_md,24
133,139,raw_ev,52
133,140,lico_md,29
133,140,raw_md,29
133,145,raw_md,43
133,146,lico_am,28
133,146,lico_md,22
133,146,raw_am,28
133,146,raw_md,22
133,151,lico_am,40
133,151,raw_am,156
133,152,raw_am,20
133,154,raw_md,16
133,156,lico_em,35
133,156,raw_em,35
133,159,raw_am,54
133,177,lico_md,40
133,177,raw_md,40
133,187,lico_am,89
133,187,raw_am,89
133,212,lico_md,36
133,212,raw_md,36
133,286,raw_md,24
133,331,lico_em,9
133,331,raw_em,9
133,362,lico_am,33
133,362,raw_am,33
133,364,raw_md,31
133,371,lico_am,31
133,371,raw_am,31
133,372,raw_am,25
133,505,lico_am,45
133,505,raw_am,45
133,526,raw_pm,12
133,594,lico_am,23
133,594,raw_am,23
134,34,raw_pm,11
134,35,raw_am,4
134,36,raw_am,4
134,51,raw_md,9
134,52,raw_am,39
134,53,raw_am,9
134,55,lico_am,15
134,55,raw_am,15
134,65,raw_am,4
134,67,raw_md,19
134,68,raw_am,32
134,78,raw_am,5
134,92,raw_am,8
134,107,raw_am,12
134,114,lico_am,15
134,114,raw_am,15
134,122,raw_md,13
134,133,lico_pm,40
134,133,raw_pm,40
134,142,raw_md,9
134,195,raw_am,16
134,211,raw_am,12
134,214,raw_am,30
134,301,raw_am,5
134,346,raw_am,12
134,391,raw_am,9
134,409,raw_md,28
135,50,lico_pm,10
135,50,raw_pm,10
135,55,raw_am,9
135,57,raw_am,4
135,58,raw_am,7
135,68,raw_md,6
135,138,lico_ev,21
135,138,lico_md,18
135,138,raw_ev,21
135,138,raw_md,18
135,159,raw_am,9
135,179,raw_am,8
135,408,raw_md,10
135,409,lico_pm,63
135,409,raw_pm,63
135,427,raw_am,32
135,506,lico_am,16
135,506,raw_am,16
135,539,raw_ev,47
136,463,raw_pm,24
137,21,lico_md,30
137,21,raw_md,30
137,36,raw_am,16
137,39,lico_am,77
137,39,raw_am,77
137,45,raw_am,20
137,56,raw_am,49
137,59,raw_am,10
137,68,raw_am,16
137,69,raw_md,39
137,81,lico_md,18
137,81,raw_md,18
137,115,lico_am,19
137,115,raw_am,19
137,134,raw_am,46
137,149,lico_am,33
137,149,raw_am,33
137,150,raw_pm,48
137,151,raw_am,54
137,153,lico_pm,23
137,153,raw_pm,23
137,178,lico_md,49
137,178,raw_md,49
137,187,raw_am,29
137,189,raw_am,24
137,195,raw_am,16
137,210,lico_am,50
137,210,raw_am,50
137,371,raw_am,29
137,391,lico_am,38
137,391,raw_am,67
137,393,raw_am,16
137,408,lico_md,33
137,408,raw_md,33
137,414,lico_am,16
137,414,raw_am,16
138,45,lico_am,21
138,45,raw_am,21
138,51,raw_am,52
138,68,raw_am,39
138,71,raw_am,39
138,89,lico_md,12
138,89,raw_md,12
138,132,raw_am,18
138,149,lico_am,48
138,149,raw_am,48
138,153,lico_ev,52
138,153,raw_ev,52
138,165,lico_am,55
138,165,raw_am,55
138,180,lico_md,32
138,180,raw_md,32
138,218,lico_am,48
138,218,raw_am,48
138,385,lico_am,45
138,385,raw_am,45
138,390,raw_ev,12
138,408,lico_pm,47
138,408,raw_pm,47
138,424,lico_md,24
138,424,raw_md,24
138,450,raw_am,20
139,36,raw_am,48
139,38,raw_am,29
139,42,raw_ev,15
139,45,lico_am,60
139,45,raw_am,67
139,52,raw_am,26
139,55,raw_am,19
139,58,raw_am,10
139,60,raw_am,8
139,67,lico_am,17
139,67,raw_am,17
139,69,raw_md,23
139,74,raw_am,34
139,79,raw_am,21
139,94,raw_am,34
139,103,lico_am,65
139,103,raw_am,65
139,131,raw_pm,11
139,132,lico_md,20
