stop_id,stop_name,stop_lat,stop_lon
13461129,Glen Rd / Whitney Ave,43.683218449,-79.372972816
13455910,Jane St / Gordon Mackay Rd / Falstaff Ave,43.715456446,-79.507224907
13454957,Bayview Ave / Sunnydene Cres,43.719720031,-79.378715935
13454074,Eglinton Ave E / Jonesville Cres,43.72505896,-79.307014052
13459809,Attwell Dr / McLachlan Dr,43.693351001,-79.588520169
30090087,Military Trl / Pan Am Dr,43.78783884,-79.190591081
13464728,Bay St / Grosvenor St,43.662469495,-79.386383126
13459193,Chisholm Ave / Orley Ave,43.692840446,-79.305124009
13466722,Parkside Dr / Indian Valley Cres,43.651137128,-79.458508994
13460334,Jane St / Cornell Ave / Goldwin Ave,43.689279649,-79.500381596
13444192,Kennedy Rd / Linwood Ave,43.793502365,-79.292751738
13462785,Davenport Rd / Bedford Rd,43.674374739,-79.399843109
13458172,Tranmer Ave / Oriole Pkwy,43.699994071,-79.404099066
13448439,McCowan Rd / Bellechasse St,43.761034191,-79.247240846
13457171,Kingston Rd / Claremore Ave / Cliffside Dr,43.703953474,-79.252772902
13461037,Royal York Rd / Summitcrest Dr / Renault Cres,43.685866936,-79.528167758
13454523,Danforth Rd / Linden Ave,43.720864553,-79.257084722
13450910,Bayview Ave / York Rd / Wilket Rd,43.746094234,-79.383792459
13468822,Kipling Ave / Munster Kipling S Ramp,43.635935585,-79.532949047
13454343,Bathurst St / Prince Charles Dr,43.72484498,-79.431062638
13455882,Bayview Ave / Broadway Ave,43.713850836,-79.377622306
13449156,Keele St / Catford Rd,43.759325526,-79.489980661
13453581,Bonniewood Rd / Birchmount Rd,43.727728206,-79.277050858
13448960,Lawrence Ave E / Ben Stanton Blvd,43.757089538,-79.238246653
13463813,Bay St / Charles St W,43.668196681,-79.388869123
13460818,Donlands Ave / Somers Ave,43.684536801,-79.339014475
13465275,Lambeth Rd / Royal York Rd,43.660863999,-79.51734261
13452200,Faywood Blvd / Faith Ave,43.739129508,-79.44749115
13455354,Dufferin St / Samor Rd,43.718257562,-79.455680412
13456008,Brentcliffe Rd / Vanderhoof Ave,43.712879389,-79.359097625
13455948,O'Connor Dr / Bermondsey Rd / Yardley Ave,43.71245332,-79.307427327
13466977,Lake Shore Blvd E / Cherry St,43.648191062,-79.354799197
13456342,Lawrence Ave W / Sage Ave,43.712243594,-79.463233227
13454909,O'Connor Dr / Sunrise Ave,43.718906867,-79.304468744
13455638,Danforth Rd / Hubert Ave,43.713607278,-79.261547726
13463801,Broadview Ave / Langley Ave,43.667758325,-79.353384092
13450594,Keele St / Dovehouse Ave / Downsview Park Trl,43.749607205,-79.487592188
13457986,Woodbine Ave / O'Connor Dr,43.700156683,-79.319031996
13464720,Dundas St E / Munro St,43.66207798,-79.353085522
13467935,Lansdowne Ave / Seaforth Ave,43.642715653,-79.437496889
13456556,Bathurst St / Viewmount Ave,43.710485875,-79.427694353
13457248,Denvale Rd / St Clair Ave E,43.704477905,-79.318465516
13456722,Redpath Ave / Roehampton Ave,43.709071936,-79.393294462
13467854,Queens Quay E / Freeland St,43.642480881,-79.37306563
13453395,Victoria Park Ave / Biscayne Blvd,43.729190911,-79.304507828
13453274,Sloane Ave / Elvaston Dr,43.730014223,-79.309707071
13442432,Brimley Rd / Brimwood Blvd / Alexmuir Blvd,43.811057484,-79.279749113
13446226,Victoria Park Ave / Patrick Blvd,43.777743089,-79.324170596
13447776,Hullmar Dr / Hisey Cres,43.769700364,-79.530082586
13445177,Homewood Ave / Cactus Ave,43.787927016,-79.432913886
13445692,Brimley Rd / Grittani Lane,43.781040356,-79.265442261
13456733,Laird Dr / Commercial Rd,43.708549865,-79.362794284
13467859,King St W / Niagara St,43.642909624,-79.40771868
13449279,Kennedy Rd / Forbes Rd,43.755407078,-79.277153058
13460776,Vaughan Rd / Maplewood Ave,43.685935984,-79.422071668
13465017,Queen St E / Empire Ave,43.660086477,-79.344458836
13449196,Midland Ave / Norbury Cres,43.755899555,-79.266665506
13465966,College St / Clinton St,43.655213127,-79.413878384
13456597,Bourdon Ave / Maple Leaf Dr,43.71114963,-79.496310333
13469789,Medulla Ave / North Queen St,43.621376463,-79.545467014
13466985,Burnhamthorpe Rd / Royalavon Cres,43.650619157,-79.536130243
13450238,Don Mills Rd / Kern Rd,43.750085792,-79.346873385
13466940,Dundas St W / Ossington Ave,43.649334078,-79.420782156
13459492,Broadview Ave / Fernwood Gdns,43.691944094,-79.355866284
13444466,Lawson Rd / Wichey Rd,43.789000623,-79.14384177
13466171,Runnymede Rd / Colbeck St,43.654763291,-79.477800137
13457869,Culford Rd / George Anderson Dr / Ridge Point Cres,43.703234857,-79.486661901
13444370,Huntingwood Dr / St Crispins Dr,43.792178647,-79.297494259
13453093,Eglinton Ave E / Rosemount Dr,43.730845392,-79.273889685
13448137,Norelco Dr / Ormont Dr,43.767195546,-79.534402696
13457629,Rosemount Ave / Church St,43.705132281,-79.521213423
13459590,Pape Ave / Torrens Ave,43.691367996,-79.34955178
13456989,Caledonia Rd / Playfair Ave,43.708237238,-79.465811927
13456438,St Clair Ave E / Victoria Park Ave,43.70927755,-79.29619001
13449009,Kennedy Rd / Shropshire Dr,43.757379793,-79.27789327
13454002,Bathurst St / Melrose Ave,43.727397171,-79.431623296
13453783,Don Mills Rd / Barber Greene Rd / Green Belt Dr,43.727656424,-79.340859626
13445256,Victoria Park Ave / Pleasant View Dr,43.785729516,-79.327933597
13454301,Ranee Ave / Ameer Ave,43.725224688,-79.439608359
13465894,Queen St E / Ontario St,43.655015064,-79.3672039
13447158,Orton Park Rd / Ladysbridge Dr,43.769118008,-79.207771137
13463995,Greenwood Ave / Dorothy St,43.666095382,-79.326021059
13465581,College St / Augusta Ave,43.657382885,-79.403200306
14204003,Dundas St W / Michael Power Pl / Royalavon Cres / Michael Power Park Trl,43.645245156,-79.531952437
13452219,Wilson Ave / Clyde Ave,43.738710525,-79.426857055
13454814,St Clair Ave E / Midland Ave,43.718763795,-79.25129946
13466960,Bay St / King St W,43.648650656,-79.380278786
13453613,Kennedy Rd / Merrian Rd,43.727408901,-79.265918284
13456533,Glencairn Ave / Englemount Ave,43.71073485,-79.435692618
13469001,Bloor St W / Koos Rd,43.634730571,-79.566015133
13448474,Kennedy Rd / Brigstock Rd,43.761298362,-79.279457741
13449375,Morningside Ave / Greyabbey Trl / Guildwood Pkwy,43.753206343,-79.179782453
13465635,Jane St / Annette St,43.658268072,-79.488121546
13463932,Royal York Rd / Romney Rd / Hartfield Crt,43.669222021,-79.520996326
13443573,Don Mills Rd / McNicoll Ave / McNicoll Park Trl,43.799608645,-79.354142276
13466801,The Esplanade / Princess St,43.649329416,-79.366113435
14172279,St Clair Ave W / Mondovi Gt,43.670854848,-79.475194044
13468469,Islington Ave / Bering Ave / Fairfield Park Trl,43.639377016,-79.521222206
13466235,Lansdowne Ave / Whytock Ave,43.653850637,-79.441142518
13446795,Bayview Ave / Empress Ave / Citation Dr,43.774333514,-79.389783963
13452847,Yonge St / Yonge Blvd / Yonge Boulevard Parkette Trl,43.73436159,-79.404573554
13468412,Burnhamthorpe Rd / Old Burnhamthorpe Rd,43.640650226,-79.581997659
13464616,Dundas St W / Humber Hill Ave,43.664884936,-79.501502631
13460075,Martin Grove Rd / Dixon Rd,43.691592488,-79.570838263
13449201,Finch Ave W / Tobermory Dr,43.759283557,-79.507930518
13451351,Warden Ave / Sherwood Ave,43.742241866,-79.293480784
13451069,Danforth Rd / Savarin St,43.743230192,-79.245061178
13459357,Bathurst St / Ardmore Rd,43.693712382,-79.422582958
13459913,Yonge St / Heath St W,43.690199042,-79.394936396
13461105,Glebeholme Blvd / Baltic Ave / Donlands Ave,43.682923612,-79.33836011
13457191,Weston Rd / Oak St,43.707785235,-79.533627031
13456185,Victoria Park Ave / Stamford Sq,43.710842264,-79.296821234
13456452,Redpath Ave / Broadway Ave,43.71059078,-79.393897576
13468587,Bernice Ave / Prince Edward Dr S,43.637835802,-79.500851265
13454188,Harefield Dr / Elmhurst Dr,43.727850377,-79.569334361
13442671,Grand River Blvd / Sheppard Ave E,43.806095779,-79.160878931
13449377,Upper Canada Dr / Normandale Cres,43.75647685,-79.401356204
13459942,Weston Wood Rd / Royal York Rd,43.691869168,-79.530857884
13449786,Kennedy Rd / Cornwallis Dr,43.751920926,-79.275778156
13460535,Glebeholme Blvd / Coxwell Ave,43.685792332,-79.324659028
13465061,Wallace Ave / Symington Ave,43.661292976,-79.449392049
13462937,Dupont St / Howland Ave,43.673688218,-79.411843825
13462101,Carlingview Dr / Meteor Dr,43.680814577,-79.592851885
13441922,Torham Pl / Finchdene Sq,43.819708597,-79.233260904
13459185,Spadina Rd / Hawarden Cres,43.694459104,-79.415094672
13453964,Ameer Ave / Baycrest Ave,43.727828565,-79.440672593
13449684,Scarcliff Gdns / Guildwood Pkwy,43.751190216,-79.183110984
20145217,Torbarrie Rd / Sergio Marchi St,43.730088712,-79.524237619
13460559,Islington Ave / The Westway,43.688620231,-79.542873558
13461060,Scarlett Rd / Richview Rd,43.685512721,-79.512485159
13467331,Islington Ave / Cordova Ave / Central Park Rdwy,43.64838231,-79.525091022
13456739,Bayview Ave / Parkhurst Blvd / Soudan Ave,43.708704512,-79.376338418
13445370,Cactus Ave / Connaught Ave,43.786171418,-79.432253462
13457682,Anneke Rd / Highview Ave,43.701138868,-79.259925187
13462244,Royal York Rd / Allanhurst Dr,43.679283487,-79.525302206
13465112,Manning Ave / Harbord St,43.660525703,-79.414667065
13458124,Yonge St / Belsize Dr,43.700295286,-79.397039182
13452207,Islington Ave / Kingsmoor Gt,43.740637336,-79.566929502
13456984,Birchmount Rd / Parnell Ave,43.705439639,-79.267499924
13466923,Dovercourt Rd / Dundas St W,43.649437887,-79.42475152
13451714,Sherwood Ave / Pharmacy Ave,43.740107939,-79.303397804
13467170,Rathburn Rd / Melbert Rd,43.650012334,-79.582736349
13454924,Victoria Park Ave / Valdane Dr,43.71876902,-79.300179433
13457066,Parkview Hill Cres / Hackberry St,43.705821356,-79.325528491
13469405,The Queensway / Grand Ave,43.628100623,-79.494590199
13446271,McCowan Rd / Progress Ave / Bushby Dr Mccowan N Ramp,43.776307521,-79.252923713
13449625,Kingston Rd / Westlake Rd,43.751866719,-79.203976933
13442403,Tapscott Rd / Lighthall Cres,43.810712919,-79.235543595
13460945,Weston Rd / York Ave,43.685854776,-79.487321875
13452683,Lawrence Ave E,43.734784438,-79.359027606
13460270,Kipling Ave / Nugent Rd,43.690394777,-79.556866985
13459344,Kingston Rd / Birchcliff Ave,43.691479547,-79.264751994
13449866,Jane St / Yewtree Blvd / Firgrove Cres,43.754854238,-79.517074886
13470590,Brown's Line / Jellicoe Ave,43.596515607,-79.542907519
13456127,Marlee Ave / Wenderly Dr,43.7133945,-79.445598919
13446100,Bayview Ave / Chiswell Cres,43.779708094,-79.390993021
13464374,Queen St E / Laing St,43.663910082,-79.327349535
13458939,Caledonia Rd / Schell Ave,43.696407973,-79.463139211
13443825,Markham Rd / Verne Cres,43.79571769,-79.239912417
13450540,Beveridge Dr / Underhill Dr,43.747721118,-79.326220507
13447573,Bayview Ave / Spring Garden Ave,43.769055533,-79.388577602
13455506,Rexdale Blvd / Queen's Plate Dr / Woodbine Track Access,43.719156634,-79.603459797
13454300,Wilson Ave / Agate Rd / Morton Shulman Ave,43.725873565,-79.485475928
13451142,Oakdale Rd / Eddystone Ave,43.746738077,-79.526418617
13452605,Elm Bank Rd / Pharmacy Ave,43.73445991,-79.301045072
13470081,Islington Ave / Judson St,43.613708554,-79.508429612
13447353,Keele St / The Pond Rd,43.771990067,-79.493239886
13449802,Markham Rd / 435 Markham Rd / Blakemanor Blvd,43.751026514,-79.222260825
13443354,Steeles Ave E / Conacher Dr,43.802245547,-79.400893223
13460975,St Clair Ave W / Spadina Rd,43.684625363,-79.411169162
13450684,York Mills Rd / Glenridge Ave,43.74757126,-79.386395301
13448232,Markham Rd / Greenbrae Crct / Greenholm Crct,43.762201148,-79.226252853
13454374,Weston Rd / Jubilee Cres,43.725976075,-79.535678236
13470410,Alhena Ave / Thirtieth St,43.602355181,-79.532868255
13457068,Victoria Park Ave / Meighen Ave,43.70535747,-79.294493766
13462935,Lambertlodge Ave / Christie St,43.673837053,-79.422383376
13461912,Bowmore Rd / Gerrard St E,43.678090255,-79.314986453
13446359,Finch Ave W / Talbot Rd,43.77812301,-79.422985309
13448831,Hullmar Dr / Ruthmar Cres,43.762060641,-79.526160042
13455435,Weston Rd / Reuben Ave / Wallasey Ave / Walsh Weston N Ramp,43.71878954,-79.537737274
13465276,Eastern Ave / Carlaw Ave,43.658402722,-79.338960796
13469954,The Queensway / Atomic Ave,43.617740447,-79.540867477
30077719,Glenorchy Rd / Saintfield Ave,43.728224479,-79.36494817
13453008,Victoria Park Ave / Arncliffe Cres,43.731866213,-79.305610212
13451785,Carrier Dr / Dansk Crt,43.743897988,-79.614730536
13453370,Neptune Dr / Wasdale Cres,43.731228456,-79.43459978
13470566,Lake Shore Blvd W / Twenty Second St,43.597206716,-79.521318493
13447663,Manse Rd / 215 Manse Rd / Deanscroft Sq,43.765261053,-79.174076324
13451454,Clanton Park Rd / Faywood Blvd,43.74379839,-79.448806956
13458026,Caledonia Rd / Raitherm Rd,43.701924218,-79.464356044
13464286,Queen St E / Greenwood Ave,43.664397603,-79.325308012
13448152,Shoreham Dr / Hullmar Dr,43.766984153,-79.528520377
13454457,Avenue Rd / Douglas Ave,43.723741283,-79.41623848
13463123,Dufferin St / Davenport Rd,43.672990269,-79.440996028
13467311,Lake Shore Blvd E / Lower Sherbourne St,43.646305058,-79.366060378
13454664,Varna Dr / Cather Cres,43.72260933,-79.441864403
13453194,Albion Rd / Calstock Dr,43.734025584,-79.558300245
13465366,Dundas St E / Sherbourne St,43.658294696,-79.371032074
13450964,Bellamy Rd N / Grace St,43.743542536,-79.229794044
13449173,Fairmeadow Ave / Upper Canada Dr,43.757987913,-79.399285608
13452878,Brimley Rd / Lombardy Cres,43.731822142,-79.246018345
13444054,Fanfare Ave / East Ave,43.792367604,-79.136512415
13466778,Indian Rd / Howard Park Ave,43.65069698,-79.455027676
13467129,Parkside Dr / Howard Park Ave,43.648628988,-79.457804337
13463288,Waverley Rd / Queen St E,43.669845209,-79.300866585
13453536,Weston Rd / Mainshep Rd,43.731569961,-79.537495222
13470354,Kipling Ave / New Toronto St,43.603971452,-79.519358296
13444748,Collingsbrook Blvd / Corinthian Blvd / Pharmacy Ave,43.789485269,-79.323559567
13444502,Starspray Blvd / Lawrence Ave E,43.788381869,-79.123103483
30036276,Broadview Ave / Bridgepoint Dr,43.666805471,-79.353180526
13446952,Kennedy Rd / Antrim Cres,43.771732972,-79.283250077
13461421,Woodbine Ave / Gerrard St E,43.680793349,-79.310754932
13460601,Keele St / Ypres Rd,43.687530741,-79.473934355
13460832,Kingston Rd / Hunt Club Dr,43.683557478,-79.277015384
13454307,Bayview Ave / Valleyanna Dr,43.724329739,-79.379623439
13461334,Avenue Rd / Edmund Ave,43.682543482,-79.399803535
13455487,Victoria Park Ave / Amsterdam Ave,43.71520334,-79.298662373
13449419,Ceramic Rd / Ashwarren Rd,43.757359037,-79.484539689
13443314,Warden Ave / Bridletowne Crcl,43.801494201,-79.318746052
13458424,Gledhill Ave / Cosburn Ave,43.697002677,-79.313137478
13448600,Pharmacy Ave / Christina Cres,43.760750058,-79.310919889
13456826,Kingston Rd / Ridgemoor Ave / Sharpe St,43.706341174,-79.251292257
13464417,Spadina Ave / Sussex Ave,43.664656924,-79.402740484
13449046,Combe Ave / Wilmington Ave,43.759646088,-79.455616546
13444507,Harfleur Rd / Huntingwood Dr,43.791110834,-79.299383266
13470214,Lake Shore Blvd W / Miles Rd,43.608306606,-79.490381316
13449995,Islington Ave / Rowntree Mill Rd / Duncanwoods Dr,43.754709517,-79.568868188
13450073,Braeburn Blvd / Bellamy Rd N,43.749460145,-79.232290898
13452160,Pecan Crt / Slater Crt / Northover St,43.740031729,-79.500872656
13456135,Mount Pleasant Rd / Erskine Ave,43.712606051,-79.391779265
13457929,Marlee Ave / Roselawn Ave,43.702253401,-79.441109053
13447478,Senlac Rd / Churchill Ave,43.770308579,-79.427594506
13446410,Bathurst St / Kenton Dr,43.778067808,-79.444081177
13460374,Bater Ave / Broadview Ave,43.687084431,-79.355848312
13468280,Valhalla Inn Rd / The East Mall,43.641484973,-79.557698809
13467909,Harbour St / Bay St,43.642078384,-79.377461613
13453073,Biscayne Blvd / Pharmacy Ave,43.731343219,-79.299785305
13456405,Kingston Rd / Sandown Ave,43.708776756,-79.249769174
13461356,Danforth Ave / Greenwood Ave,43.681484142,-79.332382725
13467337,Ossington Ave / Argyle St,43.64692696,-79.419839445
13447195,Bellamy Rd N / Northleigh Dr,43.769380178,-79.239956685
13468974,Dundas St W / Wilmar Rd,43.634735763,-79.541361422
13445621,Port Union Rd / Lawrence Ave E,43.77960242,-79.136675797
13445687,Bayview Ave / Holmes Ave,43.782915232,-79.391709601
13467244,The West Mall / Holiday Dr,43.649406612,-79.568707964
13457557,Eglinton Ave W / Elmsthorpe Ave,43.704082819,-79.410957844
13453753,Mount Pleasant Rd / Ranleigh Ave,43.728640162,-79.397693153
13448440,Chesswood Dr / Champagne Dr,43.76431897,-79.4765905
13466117,Adelaide St E / Parliament St,43.653564017,-79.363598619
13465214,Lloyd Manor Rd / Beaverbrook Ave,43.661650939,-79.54765834
13443826,Midland Ave / Emmeline Cres,43.796356068,-79.283170169
13455864,Lawrence Ave W / Bolingbroke Rd,43.714970487,-79.449470635
13469263,Royal York Rd / Yorkview Dr,43.630805566,-79.504477296
13442414,Crow Trl / Tunmead Sq,43.810557758,-79.232553715
13454283,Danforth Rd / Magnolia Ave,43.722715738,-79.255628181
13450374,Rowatson Rd / Guildwood Pkwy,43.747079952,-79.201225207
13460428,Scarlett Rd / Chapman Rd,43.688989584,-79.514284457
14651711,,43.726205447,-79.622116087
13463127,Dupont St / Palmerston Ave,43.672637628,-79.416771921
13451137,Faywood Blvd / Joel Swirsky Blvd / Almore Ave,43.745724171,-79.449128388
13459498,Ionson Blvd / Warden Ave,43.690680569,-79.272139925
13453001,Eglinton Ave E / Ionview Rd,43.731434103,-79.271210159
13464651,Symington Ave / Antler St,43.663930296,-79.45048786
14036494,Princess St / Nicholson Lane,43.650231835,-79.366499778
13458507,Martin Grove Rd / 409 W Martin Grove Ramp / Martin Grove S 409 W Ramp,43.700069294,-79.574742783
13450581,Owen Blvd / Upper Highland Cres,43.748468758,-79.397622461
13443491,Griffen Dr / Washburn Way,43.798418418,-79.228145151
13450554,Danforth Rd / Tansley Ave / Carslake Cres,43.746367891,-79.244558217
13469915,The Queensway / Algie Ave,43.618690394,-79.53702654
13465218,Sigmont Rd / Eringate Dr,43.66201492,-79.577073161
13445987,Midland Ave / Emblem Crt,43.778914795,-79.275456007
13465039,Jane St / St John's Rd,43.661993354,-79.48967091
13467856,Spadina Ave / Front St W,43.642738992,-79.393928862
13468898,Bloor St W / The West Mall,43.635625356,-79.562318729
13442145,Warden Ave / Bamburgh Crcl,43.816199991,-79.324555799
13459825,Yore Rd / Keele St,43.691795415,-79.474246454
13449130,Markham Rd / Stevenwood Rd / Eastpark Blvd,43.755679146,-79.224056337
13445659,Bathurst St / Cedarcroft Blvd / Patricia Ave,43.783932761,-79.445550109
13445813,Bayview Ave / Byng Ave,43.78193243,-79.391494815
13465705,Bloor St W / Symington Ave,43.657301938,-79.44777214
13446348,Morningside Ave / Beath St,43.77473883,-79.188656022
13462712,Mount Pleasant Rd / Elm Ave,43.674540271,-79.380190242
13451751,Bathurst St / Edinburgh Dr,43.741798399,-79.435091772
13466910,Rusholme Rd / Lisgar St / Dundas St W,43.649501561,-79.426795521
13464231,Bay St / St Joseph St,43.665644896,-79.387723994
13456583,Dawes Rd / Pharmacy Ave,43.708363392,-79.290269021
13455140,Weston Rd / Flindon Rd,43.720669289,-79.537475653
13469614,Dalesford Rd / Royal York Rd / Sinclair St,43.624468318,-79.501827869
13462870,St Clair Ave W / Laughton Ave,43.674722765,-79.45764749
13461657,Danforth Ave / Jones Ave,43.679874622,-79.340177945
13460740,Royal York Rd / Chapman Rd,43.687581527,-79.528934738
13468687,Lake Shore Blvd W / Ellis Ave,43.636354664,-79.465285572
13456419,Glencairn Ave / Dalemount Ave,43.711366472,-79.432729422
13457448,Pharmacy Ave / Penaire St,43.702874913,-79.28790945
13443710,Huntingwood Dr / Crockamhill Dr,43.797406342,-79.281658866
13458803,Keele St / Greenbrook Dr / Canon Jackson Dr,43.697236977,-79.475460231
13454390,Mount Pleasant Rd / Lawrence Cres,43.72395757,-79.39638167
13458486,Oriole Pkwy / Chaplin Cres,43.69792731,-79.403321421
13451671,Brimley Rd / Strode Dr,43.73951711,-79.249531605
13453888,Jane St / Exbury Rd / Chalkfarm Dr,43.729303763,-79.510712385
13467689,Burnhamthorpe Rd / The East Mall / Burnhamthorpe 427 C N Ramp,43.646303302,-79.559992312
13460471,Kingston Rd / Queensbury Ave,43.685401235,-79.274390007
13503859,Progress Ave / Milner Business Crt,43.7885741,-79.23347507
13448751,Fountainhead Rd / Sentinel Rd,43.762240995,-79.500520883
13451519,Albion Rd / Carrier Dr,43.745493967,-79.614279112
13448921,Weston Rd / Kenhar Dr,43.76169874,-79.544674635
13465287,Jane St / St Mark's Rd,43.660413026,-79.489028374
13457809,George St / Church St,43.704076988,-79.523449379
13464832,Jane St / Bradley Ave,43.66332662,-79.490213638
13452417,Kingston Rd / Mason Rd,43.734350048,-79.221977389
13459371,Heath St E / Welland Ave,43.693028813,-79.380415684
13452369,Avenue Rd / Carmichael Ave,43.737561918,-79.420584421
13452371,Giltspur Dr / Northover St,43.738630083,-79.500290118
13441944,Sewell's Rd / Littles Rd,43.81889842,-79.205255136
13453094,Finch Ave W / Kiskadee Dr / Damascus Dr,43.735271063,-79.598185138
13463137,Martin Grove Rd / Eglinton Ave W,43.674477761,-79.563176723
13459279,Mount Pleasant Rd / Moore Ave,43.69357318,-79.384666538
13464281,Ossington Ave / Pendrith St,43.665873922,-79.427296424
13469523,Dalesford Rd / Grand Ave,43.625877278,-79.493651709
13464742,Medland St / Annette St,43.663521574,-79.466423773
13446154,Willowdale Ave / Holmes Ave,43.779553591,-79.406255744
13467630,Ashton Manor / Prince Edward Dr S,43.646031489,-79.504370932
13466668,The Esplanade / Hahn Pl / Berkeley St,43.650110401,-79.363543951
13456650,Yonge St / Broadway Ave / Montgomery Ave,43.709583352,-79.398997427
13456432,Eglinton Ave E / Hoyle Ave,43.710526112,-79.379643213
13452064,Thistle Down Blvd / Kenhill Dr,43.741350129,-79.553717617
13444737,Kingston Rd / Choiceland Blvd,43.787104477,-79.164729017
13460350,Dengate Rd / Gerrard St E,43.686208201,-79.289697419
13446880,Brimley Rd / Omni Dr / Golden Gate Crt,43.771945082,-79.261906078
13469148,Whitworth Ave / Stephen Dr,43.632285669,-79.485061501
13457880,Keele St / Densley Ave,43.703027034,-79.476811155
13453864,Keele St / Paxtonia Blvd,43.729060896,-79.482645639
13449593,Bayview Ave / Fife Rd / Fifeshire Rd,43.754819085,-79.385529399
13458851,Chisholm Ave / Lumsden Ave,43.694603767,-79.305881787
13457739,Dawes Rd / Brenton St,43.701329305,-79.29694029
13470639,Lake Shore Blvd W / Long Branch Ave,43.594361332,-79.534016206
13453152,Finch Ave W / Humberline Dr,43.73503865,-79.617877376
14634930,Staines Rd / Hepatica St,43.834893833,-79.229978733
13449817,Schubert Dr / Guildwood Pkwy,43.750370667,-79.186250687
13452494,Yonge Blvd / Felbrigg Ave,43.736626779,-79.409896179
13465217,Bathurst St / Ulster St,43.659806172,-79.409089061
13465901,Dundas St W / Chestnut St,43.655240568,-79.386060073
13470434,Lake Shore Blvd W / Fifth St,43.601259337,-79.503030153
13461829,Jane St / Lambton Ave,43.681094401,-79.497740256
13465305,Islington Ave / Great Oak Dr,43.660820447,-79.530512092
13459822,Spadina Rd / Strathearn Blvd,43.690975944,-79.413653363
13455295,Avenue Rd / Otter Cres,43.718028512,-79.414542729
13445981,Charlton Blvd / Grantbrook St,43.781234649,-79.432883862
13459032,Dawes Rd / Secord Ave,43.693542051,-79.297228071
13450693,Driftwood Ave / Grandravine Dr,43.749226843,-79.510449295
13444929,Cactus Ave / Pleasant Ave,43.789736475,-79.433316061
13462409,Eglinton Ave W / Bemersyde Dr / Wincott Dr,43.67853617,-79.544889802
13465447,Ossington Ave / Harbord St,43.658547056,-79.424315074
13470302,Royal York Rd / Dartmouth Cres,43.605457898,-79.493914113
13468465,King St W / Spencer Ave,43.638210702,-79.430916079
13458101,Lawrence Ave W / Pine St,43.701978667,-79.50833093
13459781,Eglinton Ave W / Blackthorn Ave,43.691940203,-79.465379794
13446860,Senlac Rd / Lurgan Dr,43.774490697,-79.42937793
13456446,St Clair Ave E / Maybourne Ave,43.709170365,-79.293912385
13454528,Eglinton W Gervais Dr Ramp / Gervais Dr,43.722034481,-79.336601814
13450093,Derrydown Rd / Grandravine Dr,43.753020768,-79.49173056
13452118,Leslie St / Talwood Dr,43.73831239,-79.356883601
13456025,Kingston Rd / Midland Ave,43.711121086,-79.248187291
13448360,Wilmington Ave / Cavotti Cres,43.764592025,-79.45763009
13470329,Horner Ave / Edilou Dr,43.604821328,-79.531328917
13460717,Caledonia Rd / Summit Ave,43.686748999,-79.459589255
13456890,Victoria Park Ave / Dawes Rd,43.706748304,-79.295085406
13456680,Weston Rd / Dee Ave / Weston Rd N 401 C E Ramp / Knob Hill Dr,43.711203208,-79.535180483
13453668,Yonge St / Cranbrooke Ave,43.729158086,-79.403293991
13468685,Royal York Rd / Norseman St,43.636944332,-79.507052741
13460415,Douglas Dr,43.687086832,-79.371036318
14038257,Silver Star Blvd / McNicoll Ave,43.813894847,-79.294939399
13443929,Meadowvale Rd / Muirbank Blvd,43.793730188,-79.163997661
13456252,Lawrence Ave W / Dufflaw Rd,43.712754161,-79.460874598
14248930,Oasis Blvd / Hummingbird Dr / Seasons Dr,43.829223715,-79.233833272
13465959,Richmond St E / Parliament St,43.654559096,-79.364023387
13443062,Leslie St / Francine Dr,43.804869246,-79.371585427
13464880,Ashley Park Rd / Royal York Rd,43.663384193,-79.518508793
13459593,Oriole Pkwy / Walmsley Blvd,43.69209825,-79.401284819
14673411,Dufferin St / Gerry Fitzgerald Dr,43.78383982,-79.470149526
13465836,Spadina Ave / Nassau St,43.655851398,-79.399231376
13452030,Bathurst St / Delhi Ave,43.740001245,-79.434661384
14203394,Dufferin St / Billy Bishop Way,43.729929457,-79.458367248
13468120,King St W / Sudbury St,43.640991618,-79.417244386
14236458,Vanderhoof Ave / Thomas Elgie Dr,43.713522509,-79.356219816
13462019,Crescent Rd / South Dr,43.678453771,-79.382685411
13453732,Lexfield Ave / Calvington Dr,43.730107147,-79.499042217
13455720,Eglinton Ave E / Brentcliffe Rd,43.71460395,-79.359824986
13457738,Weston Rd / Coulter Ave,43.704545487,-79.528320348
13446562,Bayview Ave / Parkview Ave,43.776095373,-79.390185594
13460568,Gerrard St E / Malvern Ave,43.685135572,-79.294670981
13469443,The Queensway / Milton St,43.627543995,-79.497128009
14642975,Staines Rd / Rivendell Trl,43.833549956,-79.22532826
13451543,Bayview Ave / Bayview Ridge,43.742256773,-79.383049336
13449084,Chesswood Dr / Vanley Cres,43.759628651,-79.478188325
13442136,Littles Rd / Morningview Trl / Gennela Sq,43.81455617,-79.202530434
13461921,Yonge St / Rowanwood Ave / Macpherson Ave,43.679145763,-79.39043249
13466217,Dundas St W / Huron St,43.653346891,-79.3961646
13452614,Thistle Down Blvd,43.737905444,-79.556165175
13450030,Laurentide Dr / Three Valleys Dr,43.751339421,-79.336409763
13467459,Parkside Dr / Geoffrey St,43.646648777,-79.456986467
