route_id,service_id,trip_id,trip_headsign,direction_id
1,1,32830164,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830150,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830151,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830163,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830152,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830153,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830162,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830154,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830159,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830161,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830156,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830157,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830160,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830158,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830155,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830093,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830094,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830095,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830096,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830097,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830098,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830099,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830100,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830101,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830102,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830103,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830104,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830105,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830106,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830107,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830108,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830109,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830110,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830111,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830112,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830113,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830114,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830115,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830116,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830117,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830118,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830119,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830120,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830121,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830122,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830123,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830124,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830125,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830126,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830127,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830128,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830129,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830130,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830131,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830132,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830133,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830134,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830135,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830136,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830137,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830138,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830139,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830140,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830141,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830142,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830143,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830144,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830145,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830169,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830168,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830167,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830170,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830166,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830165,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830272,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830271,LINE 1 (YONGE-UNIVERSITY),0
