node_id,tv_bc_single,o_node_time,d_node_time,o_node,d_node
13463372-20-47,1.0,1001-0-20-21,1272-0-99-99,1001,1272
13463573-20-48,1.0,1001-0-20-21,1272-0-99-99,1001,1272
13462844-20-41,0.6,1001-0-20-21,1272-0-99-99,1001,1272
13463279-20-46,1.0,1001-0-20-21,1272-0-99-99,1001,1272
1001-20-21,1.0,1001-0-20-21,1272-0-99-99,1001,1272
13463705-20-49,1.0,1001-0-20-21,1272-0-99-99,1001,1272
13463183-20-46,1.0,1001-0-20-21,1272-0-99-99,1001,1272
13463892-20-51,1.0,1001-0-20-21,1272-0-99-99,1001,1272
13463082-20-45,1.0,1001-0-20-21,1272-0-99-99,1001,1272
13463892-20-53,1.0,1001-0-20-21,1272-0-99-99,1001,1272
1272-99-99,1.0,1001-0-20-21,1272-0-99-99,1001,1272
13463478-20-48,1.0,1001-0-20-21,1272-0-99-99,1001,1272
13462953-20-44,1.0,1001-0-20-21,1272-0-99-99,1001,1272
13463796-20-50,1.0,1001-0-20-21,1272-0-99-99,1001,1272
13462844-20-43,1.0,1001-0-20-21,1272-0-99-99,1001,1272
13462844-20-39,0.4,1001-0-20-21,1272-0-99-99,1001,1272
13463787-20-31,0.8,1001-0-20-21,1272-0-99-99,1001,1272
13462844-20-37,0.4,1001-0-20-21,1272-0-99-99,1001,1272
13462844-20-40,0.4,1001-0-20-21,1272-0-99-99,1001,1272
13463787-20-28,0.4,1001-0-20-21,1272-0-99-99,1001,1272
13463942-20-32,0.8,1001-0-20-21,1272-0-99-99,1001,1272
13463537-20-33,0.8,1001-0-20-21,1272-0-99-99,1001,1272
13462844-20-35,0.8,1001-0-20-21,1272-0-99-99,1001,1272
13463317-20-34,0.8,1001-0-20-21,1272-0-99-99,1001,1272
13462844-20-38,0.4,1001-0-20-21,1272-0-99-99,1001,1272
13463787-20-29,0.4,1001-0-20-21,1272-0-99-99,1001,1272
13463293-20-28,0.4,1001-0-20-21,1272-0-99-99,1001,1272
13463293-20-30,0.4,1001-0-20-21,1272-0-99-99,1001,1272
13462427-20-39,0.4,1001-0-20-21,1272-0-99-99,1001,1272
13462427-20-36,0.4,1001-0-20-21,1272-0-99-99,1001,1272
13462427-20-40,0.4,1001-0-20-21,1272-0-99-99,1001,1272
13462427-20-38,0.4,1001-0-20-21,1272-0-99-99,1001,1272
13462427-20-42,0.4,1001-0-20-21,1272-0-99-99,1001,1272
13464498-20-34,0.3333333333333333,1003-0-20-21,1270-0-99-99,1003,1270
13464286-20-30,0.1111111111111111,1003-0-20-21,1270-0-99-99,1003,1270
13464286-20-27,0.1111111111111111,1003-0-20-21,1270-0-99-99,1003,1270
1270-99-99,1.0,1003-0-20-21,1270-0-99-99,1003,1270
13464286-20-32,0.1111111111111111,1003-0-20-21,1270-0-99-99,1003,1270
13464374-20-33,0.2222222222222222,1003-0-20-21,1270-0-99-99,1003,1270
13464286-20-29,0.1111111111111111,1003-0-20-21,1270-0-99-99,1003,1270
13464709-20-36,0.3333333333333333,1003-0-20-21,1270-0-99-99,1003,1270
13464771-20-37,0.3333333333333333,1003-0-20-21,1270-0-99-99,1003,1270
13464614-20-35,0.3333333333333333,1003-0-20-21,1270-0-99-99,1003,1270
13464771-20-39,0.4444444444444444,1003-0-20-21,1270-0-99-99,1003,1270
1003-20-21,1.0,1003-0-20-21,1270-0-99-99,1003,1270
13464286-20-28,0.1111111111111111,1003-0-20-21,1270-0-99-99,1003,1270
13464374-20-27,0.2222222222222222,1003-0-20-21,1270-0-99-99,1003,1270
13464758-20-28,0.1111111111111111,1003-0-20-21,1270-0-99-99,1003,1270
13464614-20-34,0.1111111111111111,1003-0-20-21,1270-0-99-99,1003,1270
13464709-20-37,0.1111111111111111,1003-0-20-21,1270-0-99-99,1003,1270
13464498-20-32,0.1111111111111111,1003-0-20-21,1270-0-99-99,1003,1270
13464498-20-31,0.1111111111111111,1003-0-20-21,1270-0-99-99,1003,1270
13464374-20-28,0.1111111111111111,1003-0-20-21,1270-0-99-99,1003,1270
13464374-20-31,0.1111111111111111,1003-0-20-21,1270-0-99-99,1003,1270
13464374-20-29,0.1111111111111111,1003-0-20-21,1270-0-99-99,1003,1270
13464374-20-30,0.1111111111111111,1003-0-20-21,1270-0-99-99,1003,1270
13464606-20-23,0.1111111111111111,1003-0-20-21,1270-0-99-99,1003,1270
13445220-21-53,1.0,1003-0-20-21,1572-0-99-99,1003,1572
301-21-10,1.0,1003-0-20-21,1572-0-99-99,1003,1572
301-21-14,1.0,1003-0-20-21,1572-0-99-99,1003,1572
13461716-20-41,1.0,1003-0-20-21,1572-0-99-99,1003,1572
13445495-21-45,1.0,1003-0-20-21,1572-0-99-99,1003,1572
13445495-21-50,1.0,1003-0-20-21,1572-0-99-99,1003,1572
13446406-21-41,1.0,1003-0-20-21,1572-0-99-99,1003,1572
13443640-21-57,1.0,1003-0-20-21,1572-0-99-99,1003,1572
13448786-21-28,1.0,1003-0-20-21,1572-0-99-99,1003,1572
226-20-55,1.0,1003-0-20-21,1572-0-99-99,1003,1572
1572-99-99,1.0,1003-0-20-21,1572-0-99-99,1003,1572
227-20-58,1.0,1003-0-20-21,1572-0-99-99,1003,1572
13444943-21-53,1.0,1003-0-20-21,1572-0-99-99,1003,1572
13443365-21-56,1.0,1003-0-20-21,1572-0-99-99,1003,1572
13462774-20-38,1.0,1003-0-20-21,1572-0-99-99,1003,1572
13442935-21-59,1.0,1003-0-20-21,1572-0-99-99,1003,1572
13448960-21-26,1.0,1003-0-20-21,1572-0-99-99,1003,1572
222-20-48,1.0,1003-0-20-21,1572-0-99-99,1003,1572
13444054-21-55,1.0,1003-0-20-21,1572-0-99-99,1003,1572
228-21-4,1.0,1003-0-20-21,1572-0-99-99,1003,1572
13448547-21-30,1.0,1003-0-20-21,1572-0-99-99,1003,1572
