node_id,tv_bc_single,o_node_time,d_node_time,o_node,d_node
13463995-20-40,0.5,1003-0-20-32,1572-0-99-99,1003,1572
13443118-22-14,1.0,1003-0-20-32,1572-0-99-99,1003,1572
222-20-56,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13445495-21-58,0.6666666666666666,1003-0-20-32,1572-0-99-99,1003,1572
13442935-22-17,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13447347-21-44,0.4,1003-0-20-32,1572-0-99-99,1003,1572
13447347-21-49,0.6,1003-0-20-32,1572-0-99-99,1003,1572
13463771-20-45,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13446406-21-54,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13444651-22-10,1.0,1003-0-20-32,1572-0-99-99,1003,1572
222-20-53,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13462774-20-48,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13443303-22-14,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13452119-21-25,0.8,1003-0-20-32,1572-0-99-99,1003,1572
13445741-21-57,1.0,1003-0-20-32,1572-0-99-99,1003,1572
228-21-16,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13464286-20-43,0.5,1003-0-20-32,1572-0-99-99,1003,1572
13445495-22-1,0.6666666666666666,1003-0-20-32,1572-0-99-99,1003,1572
13463995-20-42,0.5,1003-0-20-32,1572-0-99-99,1003,1572
228-21-20,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13446051-21-55,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13461716-20-51,1.0,1003-0-20-32,1572-0-99-99,1003,1572
222-20-59,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13461356-20-52,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13445495-22-4,0.6666666666666666,1003-0-20-32,1572-0-99-99,1003,1572
13446675-21-53,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13445495-22-3,0.6666666666666666,1003-0-20-32,1572-0-99-99,1003,1572
13445495-22-2,0.6666666666666666,1003-0-20-32,1572-0-99-99,1003,1572
13447347-21-47,0.6,1003-0-20-32,1572-0-99-99,1003,1572
1572-99-99,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13446621-21-53,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13443453-22-12,1.0,1003-0-20-32,1572-0-99-99,1003,1572
228-21-18,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13447347-21-43,0.4,1003-0-20-32,1572-0-99-99,1003,1572
1003-20-32,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13462283-20-49,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13447347-21-45,0.4,1003-0-20-32,1572-0-99-99,1003,1572
13446875-21-52,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13445495-22-8,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13461975-20-50,1.0,1003-0-20-32,1572-0-99-99,1003,1572
222-20-57,1.0,1003-0-20-32,1572-0-99-99,1003,1572
228-21-17,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13444054-22-11,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13444364-22-10,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13499223-21-57,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13443728-22-11,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13443365-22-12,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13447211-21-51,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13445621-21-57,1.0,1003-0-20-32,1572-0-99-99,1003,1572
228-21-15,1.0,1003-0-20-32,1572-0-99-99,1003,1572
227-21-9,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13450997-21-31,0.8,1003-0-20-32,1572-0-99-99,1003,1572
13445220-22-9,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13447093-21-51,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13448187-21-36,0.6,1003-0-20-32,1572-0-99-99,1003,1572
13445921-21-56,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13463995-20-44,0.75,1003-0-20-32,1572-0-99-99,1003,1572
223-21-0,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13463420-20-46,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13447347-21-39,0.6,1003-0-20-32,1572-0-99-99,1003,1572
13444943-22-9,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13442935-22-15,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13451762-21-27,0.8,1003-0-20-32,1572-0-99-99,1003,1572
13452476-21-23,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13446120-21-55,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13450880-21-31,0.8,1003-0-20-32,1572-0-99-99,1003,1572
222-20-55,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13445495-22-6,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13446990-21-52,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13446543-21-53,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13447347-21-42,0.4,1003-0-20-32,1572-0-99-99,1003,1572
228-21-13,1.0,1003-0-20-32,1572-0-99-99,1003,1572
225-21-4,1.0,1003-0-20-32,1572-0-99-99,1003,1572
226-21-6,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13447347-21-41,0.6,1003-0-20-32,1572-0-99-99,1003,1572
13445495-22-0,0.6666666666666666,1003-0-20-32,1572-0-99-99,1003,1572
13450374-21-38,0.4,1003-0-20-32,1572-0-99-99,1003,1572
13449162-21-43,0.4,1003-0-20-32,1572-0-99-99,1003,1572
13449817-21-41,0.4,1003-0-20-32,1572-0-99-99,1003,1572
13450880-21-33,0.2,1003-0-20-32,1572-0-99-99,1003,1572
13450880-21-35,0.4,1003-0-20-32,1572-0-99-99,1003,1572
13449684-21-41,0.4,1003-0-20-32,1572-0-99-99,1003,1572
13463995-20-41,0.25,1003-0-20-32,1572-0-99-99,1003,1572
13450507-21-38,0.4,1003-0-20-32,1572-0-99-99,1003,1572
13448428-21-44,0.4,1003-0-20-32,1572-0-99-99,1003,1572
13447211-21-48,0.4,1003-0-20-32,1572-0-99-99,1003,1572
13447211-21-49,0.4,1003-0-20-32,1572-0-99-99,1003,1572
13447495-21-45,0.4,1003-0-20-32,1572-0-99-99,1003,1572
13449375-21-42,0.4,1003-0-20-32,1572-0-99-99,1003,1572
13448171-21-44,0.4,1003-0-20-32,1572-0-99-99,1003,1572
13450294-21-39,0.4,1003-0-20-32,1572-0-99-99,1003,1572
13450255-21-36,0.4,1003-0-20-32,1572-0-99-99,1003,1572
13449983-21-37,0.4,1003-0-20-32,1572-0-99-99,1003,1572
13449936-21-40,0.4,1003-0-20-32,1572-0-99-99,1003,1572
13450532-21-35,0.4,1003-0-20-32,1572-0-99-99,1003,1572
13447752-21-45,0.4,1003-0-20-32,1572-0-99-99,1003,1572
13447211-21-46,0.4,1003-0-20-32,1572-0-99-99,1003,1572
13464286-20-38,0.25,1003-0-20-32,1572-0-99-99,1003,1572
13464286-20-39,0.25,1003-0-20-32,1572-0-99-99,1003,1572
13464286-20-41,0.25,1003-0-20-32,1572-0-99-99,1003,1572
13464286-20-40,0.25,1003-0-20-32,1572-0-99-99,1003,1572
13452383-21-24,0.2,1003-0-20-32,1572-0-99-99,1003,1572
13451762-21-28,0.2,1003-0-20-32,1572-0-99-99,1003,1572
13463771-20-43,0.25,1003-0-20-32,1572-0-99-99,1003,1572
13450997-21-33,0.2,1003-0-20-32,1572-0-99-99,1003,1572
13451254-21-31,0.2,1003-0-20-32,1572-0-99-99,1003,1572
13450859-21-34,0.2,1003-0-20-32,1572-0-99-99,1003,1572
13452053-21-26,0.2,1003-0-20-32,1572-0-99-99,1003,1572
13451125-21-32,0.2,1003-0-20-32,1572-0-99-99,1003,1572
13451873-21-28,0.2,1003-0-20-32,1572-0-99-99,1003,1572
13451513-21-30,0.2,1003-0-20-32,1572-0-99-99,1003,1572
13451634-21-29,0.2,1003-0-20-32,1572-0-99-99,1003,1572
13452119-21-26,0.2,1003-0-20-32,1572-0-99-99,1003,1572
13452308-21-25,0.2,1003-0-20-32,1572-0-99-99,1003,1572
13451957-21-27,0.2,1003-0-20-32,1572-0-99-99,1003,1572
13499223-22-1,0.3333333333333333,1003-0-20-32,1572-0-99-99,1003,1572
13499223-21-59,0.3333333333333333,1003-0-20-32,1572-0-99-99,1003,1572
13463801-20-57,1.0,1004-0-20-32,1166-0-99-99,1004,1166
13465231-20-49,0.5,1004-0-20-32,1166-0-99-99,1004,1166
217-21-6,1.0,1004-0-20-32,1166-0-99-99,1004,1166
218-21-5,1.0,1004-0-20-32,1166-0-99-99,1004,1166
1166-99-99,1.0,1004-0-20-32,1166-0-99-99,1004,1166
13464771-20-39,0.5,1004-0-20-32,1166-0-99-99,1004,1166
13463882-21-27,1.0,1004-0-20-32,1166-0-99-99,1004,1166
13464398-20-55,1.0,1004-0-20-32,1166-0-99-99,1004,1166
210-21-18,1.0,1004-0-20-32,1166-0-99-99,1004,1166
13465017-20-44,1.0,1004-0-20-32,1166-0-99-99,1004,1166
213-21-14,1.0,1004-0-20-32,1166-0-99-99,1004,1166
13464855-20-42,1.0,1004-0-20-32,1166-0-99-99,1004,1166
13465231-20-50,0.5,1004-0-20-32,1166-0-99-99,1004,1166
212-21-16,1.0,1004-0-20-32,1166-0-99-99,1004,1166
13465231-20-48,0.5,1004-0-20-32,1166-0-99-99,1004,1166
13465231-20-51,0.5,1004-0-20-32,1166-0-99-99,1004,1166
13464177-20-56,1.0,1004-0-20-32,1166-0-99-99,1004,1166
156-21-12,1.0,1004-0-20-32,1166-0-99-99,1004,1166
210-21-21,1.0,1004-0-20-32,1166-0-99-99,1004,1166
13465231-20-46,1.0,1004-0-20-32,1166-0-99-99,1004,1166
1004-20-32,1.0,1004-0-20-32,1166-0-99-99,1004,1166
210-21-23,1.0,1004-0-20-32,1166-0-99-99,1004,1166
13463084-20-58,1.0,1004-0-20-32,1166-0-99-99,1004,1166
13464778-21-24,1.0,1004-0-20-32,1166-0-99-99,1004,1166
13464658-20-54,1.0,1004-0-20-32,1166-0-99-99,1004,1166
13463535-21-28,1.0,1004-0-20-32,1166-0-99-99,1004,1166
210-21-20,1.0,1004-0-20-32,1166-0-99-99,1004,1166
215-21-10,1.0,1004-0-20-32,1166-0-99-99,1004,1166
218-21-1,1.0,1004-0-20-32,1166-0-99-99,1004,1166
218-21-3,1.0,1004-0-20-32,1166-0-99-99,1004,1166
13464771-20-42,1.0,1004-0-20-32,1166-0-99-99,1004,1166
13464771-20-40,0.5,1004-0-20-32,1166-0-99-99,1004,1166
13465231-20-53,1.0,1004-0-20-32,1166-0-99-99,1004,1166
216-21-7,1.0,1004-0-20-32,1166-0-99-99,1004,1166
13463535-21-30,1.0,1004-0-20-32,1166-0-99-99,1004,1166
13464948-20-43,1.0,1004-0-20-32,1166-0-99-99,1004,1166
211-21-17,1.0,1004-0-20-32,1166-0-99-99,1004,1166
13465109-20-45,1.0,1004-0-20-32,1166-0-99-99,1004,1166
214-21-13,1.0,1004-0-20-32,1166-0-99-99,1004,1166
13464313-21-25,1.0,1004-0-20-32,1166-0-99-99,1004,1166
13463447-20-57,1.0,1004-0-20-32,1166-0-99-99,1004,1166
13462704-20-59,1.0,1004-0-20-32,1166-0-99-99,1004,1166
106-21-9,1.0,1004-0-20-32,1166-0-99-99,1004,1166
13464709-20-41,0.5,1004-0-20-32,1166-0-99-99,1004,1166
13464709-20-38,0.5,1004-0-20-32,1166-0-99-99,1004,1166
13464709-20-39,0.5,1004-0-20-32,1166-0-99-99,1004,1166
13465313-20-51,0.5,1004-0-20-32,1166-0-99-99,1004,1166
13465313-20-49,0.5,1004-0-20-32,1166-0-99-99,1004,1166
13465313-20-47,0.5,1004-0-20-32,1166-0-99-99,1004,1166
13463743-20-50,1.0,1004-0-20-32,1251-0-99-99,1004,1251
13463478-20-53,1.0,1004-0-20-32,1251-0-99-99,1004,1251
223-21-7,1.0,1004-0-20-32,1251-0-99-99,1004,1251
13463743-20-52,1.0,1004-0-20-32,1251-0-99-99,1004,1251
221-21-5,1.0,1004-0-20-32,1251-0-99-99,1004,1251
13462887-20-55,1.0,1004-0-20-32,1251-0-99-99,1004,1251
221-21-0,1.0,1004-0-20-32,1251-0-99-99,1004,1251
13463111-20-54,1.0,1004-0-20-32,1251-0-99-99,1004,1251
1004-20-32,1.0,1004-0-20-32,1251-0-99-99,1004,1251
221-21-2,1.0,1004-0-20-32,1251-0-99-99,1004,1251
13461657-20-58,1.0,1004-0-20-32,1251-0-99-99,1004,1251
13462203-20-56,1.0,1004-0-20-32,1251-0-99-99,1004,1251
221-21-3,1.0,1004-0-20-32,1251-0-99-99,1004,1251
224-21-10,1.0,1004-0-20-32,1251-0-99-99,1004,1251
222-21-6,1.0,1004-0-20-32,1251-0-99-99,1004,1251
225-21-13,1.0,1004-0-20-32,1251-0-99-99,1004,1251
13462504-20-56,1.0,1004-0-20-32,1251-0-99-99,1004,1251
225-21-11,1.0,1004-0-20-32,1251-0-99-99,1004,1251
1251-99-99,1.0,1004-0-20-32,1251-0-99-99,1004,1251
13459193-21-17,1.0,1005-0-20-32,1250-0-99-99,1005,1250
13465231-20-45,1.0,1005-0-20-32,1250-0-99-99,1005,1250
13459193-21-19,1.0,1005-0-20-32,1250-0-99-99,1005,1250
218-20-56,1.0,1005-0-20-32,1250-0-99-99,1005,1250
13464398-20-50,1.0,1005-0-20-32,1250-0-99-99,1005,1250
1250-99-99,1.0,1005-0-20-32,1250-0-99-99,1005,1250
219-21-2,1.0,1005-0-20-32,1250-0-99-99,1005,1250
223-21-7,1.0,1005-0-20-32,1250-0-99-99,1005,1250
218-20-59,1.0,1005-0-20-32,1250-0-99-99,1005,1250
218-20-58,1.0,1005-0-20-32,1250-0-99-99,1005,1250
13464177-20-51,1.0,1005-0-20-32,1250-0-99-99,1005,1250
1005-20-32,1.0,1005-0-20-32,1250-0-99-99,1005,1250
13465231-20-44,1.0,1005-0-20-32,1250-0-99-99,1005,1250
221-21-5,1.0,1005-0-20-32,1250-0-99-99,1005,1250
13465231-20-48,1.0,1005-0-20-32,1250-0-99-99,1005,1250
13463801-20-52,1.0,1005-0-20-32,1250-0-99-99,1005,1250
13465231-20-46,1.0,1005-0-20-32,1250-0-99-99,1005,1250
13463084-20-53,1.0,1005-0-20-32,1250-0-99-99,1005,1250
218-21-1,1.0,1005-0-20-32,1250-0-99-99,1005,1250
13463447-20-52,1.0,1005-0-20-32,1250-0-99-99,1005,1250
13464658-20-49,1.0,1005-0-20-32,1250-0-99-99,1005,1250
13465231-20-43,1.0,1005-0-20-32,1250-0-99-99,1005,1250
224-21-10,1.0,1005-0-20-32,1250-0-99-99,1005,1250
13459405-21-16,1.0,1005-0-20-32,1250-0-99-99,1005,1250
222-21-6,1.0,1005-0-20-32,1250-0-99-99,1005,1250
225-21-13,1.0,1005-0-20-32,1250-0-99-99,1005,1250
225-21-15,1.0,1005-0-20-32,1250-0-99-99,1005,1250
13462704-20-54,1.0,1005-0-20-32,1250-0-99-99,1005,1250
225-21-11,1.0,1005-0-20-32,1250-0-99-99,1005,1250
220-21-4,1.0,1005-0-20-32,1250-0-99-99,1005,1250
13466878-20-42,1.0,1006-0-20-32,1066-0-99-99,1006,1066
13466977-20-44,1.0,1006-0-20-32,1066-0-99-99,1006,1066
13467854-20-50,1.0,1006-0-20-32,1066-0-99-99,1006,1066
13466690-20-41,1.0,1006-0-20-32,1066-0-99-99,1006,1066
13467444-20-43,1.0,1006-0-20-32,1066-0-99-99,1006,1066
1006-20-32,1.0,1006-0-20-32,1066-0-99-99,1006,1066
13467665-20-49,1.0,1006-0-20-32,1066-0-99-99,1006,1066
13467269-20-43,1.0,1006-0-20-32,1066-0-99-99,1006,1066
13467752-20-51,1.0,1006-0-20-32,1066-0-99-99,1006,1066
13467067-20-47,1.0,1006-0-20-32,1066-0-99-99,1006,1066
13467485-20-48,1.0,1006-0-20-32,1066-0-99-99,1006,1066
13467923-20-50,1.0,1006-0-20-32,1066-0-99-99,1006,1066
101-20-56,1.0,1006-0-20-32,1066-0-99-99,1006,1066
101-20-54,1.0,1006-0-20-32,1066-0-99-99,1006,1066
13467182-20-44,1.0,1006-0-20-32,1066-0-99-99,1006,1066
1066-99-99,1.0,1006-0-20-32,1066-0-99-99,1006,1066
13466690-20-39,0.5,1006-0-20-32,1066-0-99-99,1006,1066
13466520-20-36,0.5,1006-0-20-32,1066-0-99-99,1006,1066
13466520-20-37,0.5,1006-0-20-32,1066-0-99-99,1006,1066
13466520-20-40,0.5,1006-0-20-32,1066-0-99-99,1006,1066
13466520-20-38,0.5,1006-0-20-32,1066-0-99-99,1006,1066
101-20-59,0.5,1006-0-20-32,1066-0-99-99,1006,1066
101-20-57,0.5,1006-0-20-32,1066-0-99-99,1006,1066
151-21-4,0.5,1006-0-20-32,1066-0-99-99,1006,1066
100-21-0,0.5,1006-0-20-32,1066-0-99-99,1006,1066
151-21-2,0.5,1006-0-20-32,1066-0-99-99,1006,1066
13462891-20-49,1.0,1006-0-20-32,1495-0-99-99,1006,1495
302-21-28,1.0,1006-0-20-32,1495-0-99-99,1006,1495
227-21-9,1.0,1006-0-20-32,1495-0-99-99,1006,1495
13445757-21-48,1.0,1006-0-20-32,1495-0-99-99,1006,1495
228-21-18,1.0,1006-0-20-32,1495-0-99-99,1006,1495
13446514-21-41,1.0,1006-0-20-32,1495-0-99-99,1006,1495
13446304-21-43,1.0,1006-0-20-32,1495-0-99-99,1006,1495
13466194-20-37,1.0,1006-0-20-32,1495-0-99-99,1006,1495
13446212-21-43,1.0,1006-0-20-32,1495-0-99-99,1006,1495
13445922-21-45,1.0,1006-0-20-32,1495-0-99-99,1006,1495
13465276-20-39,1.0,1006-0-20-32,1495-0-99-99,1006,1495
13447015-21-39,1.0,1006-0-20-32,1495-0-99-99,1006,1495
13446827-21-40,1.0,1006-0-20-32,1495-0-99-99,1006,1495
228-21-16,1.0,1006-0-20-32,1495-0-99-99,1006,1495
13446642-21-41,1.0,1006-0-20-32,1495-0-99-99,1006,1495
221-20-58,1.0,1006-0-20-32,1495-0-99-99,1006,1495
224-21-2,1.0,1006-0-20-32,1495-0-99-99,1006,1495
13463522-20-46,1.0,1006-0-20-32,1495-0-99-99,1006,1495
223-21-0,1.0,1006-0-20-32,1495-0-99-99,1006,1495
302-21-33,1.0,1006-0-20-32,1495-0-99-99,1006,1495
301-21-23,1.0,1006-0-20-32,1495-0-99-99,1006,1495
13464662-20-42,1.0,1006-0-20-32,1495-0-99-99,1006,1495
13447139-21-38,1.0,1006-0-20-32,1495-0-99-99,1006,1495
13463166-20-48,1.0,1006-0-20-32,1495-0-99-99,1006,1495
228-21-20,1.0,1006-0-20-32,1495-0-99-99,1006,1495
302-21-29,1.0,1006-0-20-32,1495-0-99-99,1006,1495
13447325-21-37,1.0,1006-0-20-32,1495-0-99-99,1006,1495
13446062-21-44,1.0,1006-0-20-32,1495-0-99-99,1006,1495
13446954-21-39,1.0,1006-0-20-32,1495-0-99-99,1006,1495
220-20-54,1.0,1006-0-20-32,1495-0-99-99,1006,1495
302-21-31,1.0,1006-0-20-32,1495-0-99-99,1006,1495
13445757-21-46,1.0,1006-0-20-32,1495-0-99-99,1006,1495
13463796-20-46,1.0,1006-0-20-32,1495-0-99-99,1006,1495
1495-99-99,1.0,1006-0-20-32,1495-0-99-99,1006,1495
222-20-59,1.0,1006-0-20-32,1495-0-99-99,1006,1495
13447419-21-37,1.0,1006-0-20-32,1495-0-99-99,1006,1495
1006-20-32,1.0,1006-0-20-32,1495-0-99-99,1006,1495
302-21-26,1.0,1006-0-20-32,1495-0-99-99,1006,1495
13463245-20-47,1.0,1006-0-20-32,1495-0-99-99,1006,1495
13462518-20-50,1.0,1006-0-20-32,1495-0-99-99,1006,1495
13466194-20-33,1.0,1006-0-20-32,1495-0-99-99,1006,1495
13464254-20-43,1.0,1006-0-20-32,1495-0-99-99,1006,1495
220-20-56,1.0,1006-0-20-32,1495-0-99-99,1006,1495
13447496-21-37,1.0,1006-0-20-32,1495-0-99-99,1006,1495
13465837-20-38,1.0,1006-0-20-32,1495-0-99-99,1006,1495
13464855-20-40,1.0,1006-0-20-32,1495-0-99-99,1006,1495
228-21-17,1.0,1006-0-20-32,1495-0-99-99,1006,1495
13462117-20-51,1.0,1006-0-20-32,1495-0-99-99,1006,1495
13466194-20-34,1.0,1006-0-20-32,1495-0-99-99,1006,1495
228-21-13,1.0,1006-0-20-32,1495-0-99-99,1006,1495
13446898-21-40,1.0,1006-0-20-32,1495-0-99-99,1006,1495
225-21-4,1.0,1006-0-20-32,1495-0-99-99,1006,1495
220-20-52,1.0,1006-0-20-32,1495-0-99-99,1006,1495
226-21-6,1.0,1006-0-20-32,1495-0-99-99,1006,1495
13466194-20-35,1.0,1006-0-20-32,1495-0-99-99,1006,1495
302-21-35,1.0,1006-0-20-32,1495-0-99-99,1006,1495
13447551-21-36,1.0,1006-0-20-32,1495-0-99-99,1006,1495
228-21-15,1.0,1006-0-20-32,1495-0-99-99,1006,1495
302-21-30,0.5,1006-0-20-32,1495-0-99-99,1006,1495
302-21-32,0.5,1006-0-20-32,1495-0-99-99,1006,1495
13462891-20-49,1.0,1006-0-20-32,1582-0-99-99,1006,1582
227-21-9,1.0,1006-0-20-32,1582-0-99-99,1006,1582
228-21-18,1.0,1006-0-20-32,1582-0-99-99,1006,1582
13446213-21-39,1.0,1006-0-20-32,1582-0-99-99,1006,1582
13448718-21-31,1.0,1006-0-20-32,1582-0-99-99,1006,1582
13466194-20-37,1.0,1006-0-20-32,1582-0-99-99,1006,1582
13449009-21-30,1.0,1006-0-20-32,1582-0-99-99,1006,1582
13465276-20-39,1.0,1006-0-20-32,1582-0-99-99,1006,1582
228-21-16,1.0,1006-0-20-32,1582-0-99-99,1006,1582
221-20-58,1.0,1006-0-20-32,1582-0-99-99,1006,1582
224-21-2,1.0,1006-0-20-32,1582-0-99-99,1006,1582
13463522-20-46,1.0,1006-0-20-32,1582-0-99-99,1006,1582
223-21-0,1.0,1006-0-20-32,1582-0-99-99,1006,1582
13446952-21-35,1.0,1006-0-20-32,1582-0-99-99,1006,1582
13447843-21-33,1.0,1006-0-20-32,1582-0-99-99,1006,1582
13464662-20-42,1.0,1006-0-20-32,1582-0-99-99,1006,1582
13463166-20-48,1.0,1006-0-20-32,1582-0-99-99,1006,1582
228-21-20,1.0,1006-0-20-32,1582-0-99-99,1006,1582
220-20-54,1.0,1006-0-20-32,1582-0-99-99,1006,1582
13463796-20-46,1.0,1006-0-20-32,1582-0-99-99,1006,1582
13450676-21-26,1.0,1006-0-20-32,1582-0-99-99,1006,1582
13449786-21-28,1.0,1006-0-20-32,1582-0-99-99,1006,1582
13452623-21-23,1.0,1006-0-20-32,1582-0-99-99,1006,1582
222-20-59,1.0,1006-0-20-32,1582-0-99-99,1006,1582
13447299-21-34,1.0,1006-0-20-32,1582-0-99-99,1006,1582
1582-99-99,1.0,1006-0-20-32,1582-0-99-99,1006,1582
1006-20-32,1.0,1006-0-20-32,1582-0-99-99,1006,1582
13463245-20-47,1.0,1006-0-20-32,1582-0-99-99,1006,1582
13462518-20-50,1.0,1006-0-20-32,1582-0-99-99,1006,1582
13448474-21-31,1.0,1006-0-20-32,1582-0-99-99,1006,1582
13466194-20-33,1.0,1006-0-20-32,1582-0-99-99,1006,1582
13464254-20-43,1.0,1006-0-20-32,1582-0-99-99,1006,1582
