o_node_time,d_node_time,INT_ID_o,INT_ID_d,route,bc_single
1001-0-20-21,1272-0-99-99,13462427,13462844,506.0,0.4
1001-0-20-21,1272-0-99-99,13462844,13462427,22.0,0.4
1001-0-20-21,1272-0-99-99,13462844,13462953,506.0,1.0
1001-0-20-21,1272-0-99-99,13462953,13463082,506.0,1.0
1001-0-20-21,1272-0-99-99,13463082,13463183,506.0,1.0
1001-0-20-21,1272-0-99-99,13463183,13463279,506.0,1.0
1001-0-20-21,1272-0-99-99,13463279,13463372,506.0,1.0
1001-0-20-21,1272-0-99-99,13463293,13463787,22.0,0.4
1001-0-20-21,1272-0-99-99,13463317,13462844,22.0,0.8
1001-0-20-21,1272-0-99-99,13463372,13463478,506.0,1.0
1001-0-20-21,1272-0-99-99,13463478,13463573,506.0,1.0
1001-0-20-21,1272-0-99-99,13463537,13463317,22.0,0.8
1001-0-20-21,1272-0-99-99,13463573,13463705,506.0,1.0
1001-0-20-21,1272-0-99-99,13463705,13463796,506.0,1.0
1001-0-20-21,1272-0-99-99,13463787,13463942,22.0,0.8
1001-0-20-21,1272-0-99-99,13463796,13463892,506.0,1.0
1001-0-20-21,1272-0-99-99,13463942,13463537,22.0,0.8
1003-0-20-21,1270-0-99-99,13464286,13464374,501.0,0.1111111111111111
1003-0-20-21,1270-0-99-99,13464374,13464498,501.0,0.2222222222222222
1003-0-20-21,1270-0-99-99,13464498,13464614,501.0,0.3333333333333333
1003-0-20-21,1270-0-99-99,13464614,13464709,501.0,0.3333333333333333
1003-0-20-21,1270-0-99-99,13464709,13464771,501.0,0.3333333333333333
1003-0-20-21,1572-0-99-99,13443118,13442935,85.0,1.0
1003-0-20-21,1572-0-99-99,13443303,13443118,85.0,1.0
1003-0-20-21,1572-0-99-99,13443365,13443453,85.0,1.0
1003-0-20-21,1572-0-99-99,13443453,13443640,85.0,1.0
1003-0-20-21,1572-0-99-99,13443640,13443303,85.0,1.0
1003-0-20-21,1572-0-99-99,13443728,13443365,85.0,1.0
1003-0-20-21,1572-0-99-99,13444054,13443728,85.0,1.0
1003-0-20-21,1572-0-99-99,13444364,13444054,85.0,1.0
1003-0-20-21,1572-0-99-99,13444651,13444364,85.0,1.0
1003-0-20-21,1572-0-99-99,13444943,13444651,85.0,1.0
1003-0-20-21,1572-0-99-99,13445220,13444943,85.0,1.0
1003-0-20-21,1572-0-99-99,13445495,13445220,85.0,1.0
1003-0-20-21,1572-0-99-99,13445621,13499223,54.0,1.0
1003-0-20-21,1572-0-99-99,13445741,13445621,54.0,1.0
1003-0-20-21,1572-0-99-99,13445921,13445741,54.0,1.0
1003-0-20-21,1572-0-99-99,13446051,13445921,54.0,1.0
1003-0-20-21,1572-0-99-99,13446120,13446051,54.0,1.0
1003-0-20-21,1572-0-99-99,13446227,13446120,54.0,1.0
1003-0-20-21,1572-0-99-99,13446406,13446227,54.0,1.0
1003-0-20-21,1572-0-99-99,13446543,13446406,54.0,1.0
1003-0-20-21,1572-0-99-99,13446621,13446543,54.0,1.0
1003-0-20-21,1572-0-99-99,13446675,13446621,54.0,1.0
1003-0-20-21,1572-0-99-99,13446727,13446675,54.0,1.0
1003-0-20-21,1572-0-99-99,13446875,13446727,54.0,1.0
1003-0-20-21,1572-0-99-99,13446990,13446875,54.0,1.0
1003-0-20-21,1572-0-99-99,13447093,13446990,54.0,1.0
1003-0-20-21,1572-0-99-99,13447211,13447093,54.0,1.0
1003-0-20-21,1572-0-99-99,13447347,13447211,54.0,1.0
1003-0-20-21,1572-0-99-99,13447425,13447347,54.0,1.0
1003-0-20-21,1572-0-99-99,13447579,13447425,54.0,1.0
1003-0-20-21,1572-0-99-99,13447703,13447579,54.0,1.0
1003-0-20-21,1572-0-99-99,13447932,13447703,54.0,1.0
1003-0-20-21,1572-0-99-99,13448052,13447932,54.0,1.0
1003-0-20-21,1572-0-99-99,13448109,13448052,54.0,1.0
1003-0-20-21,1572-0-99-99,13448254,13448109,54.0,1.0
1003-0-20-21,1572-0-99-99,13448378,13448254,54.0,1.0
1003-0-20-21,1572-0-99-99,13448487,13448378,54.0,1.0
1003-0-20-21,1572-0-99-99,13448547,13448487,54.0,1.0
1003-0-20-21,1572-0-99-99,13448786,13448547,54.0,1.0
1003-0-20-21,1572-0-99-99,13448868,13448786,54.0,1.0
1003-0-20-21,1572-0-99-99,13448960,13448868,54.0,1.0
1003-0-20-21,1572-0-99-99,13449023,13448960,54.0,1.0
1003-0-20-21,1572-0-99-99,13449204,13449023,54.0,1.0
1003-0-20-21,1572-0-99-99,13449378,13449204,54.0,1.0
1003-0-20-21,1572-0-99-99,13449501,13449378,54.0,1.0
1003-0-20-21,1572-0-99-99,13449608,13449501,54.0,1.0
1003-0-20-21,1572-0-99-99,13449830,13449608,54.0,1.0
1003-0-20-21,1572-0-99-99,13449905,13449830,54.0,1.0
1003-0-20-21,1572-0-99-99,13461356,222,31.0,1.0
1003-0-20-21,1572-0-99-99,13461716,13461356,31.0,1.0
1003-0-20-21,1572-0-99-99,13461975,13461716,31.0,1.0
1003-0-20-21,1572-0-99-99,13462283,13461975,31.0,1.0
1003-0-20-21,1572-0-99-99,13462774,13462283,31.0,1.0
1003-0-20-21,1572-0-99-99,13463183,13462774,31.0,1.0
1003-0-20-21,1572-0-99-99,13463420,13463183,31.0,1.0
1003-0-20-21,1572-0-99-99,13463771,13463420,31.0,0.8
1003-0-20-21,1572-0-99-99,13463995,13463771,31.0,0.6
1003-0-20-21,1572-0-99-99,13463995,13464286,31.0,0.2
1003-0-20-21,1572-0-99-99,13464286,13463995,31.0,0.4
1003-0-20-21,1572-0-99-99,13499223,13445495,54.0,1.0
1003-0-20-21,1572-0-99-99,222,223,2.0,1.0
1003-0-20-21,1572-0-99-99,223,224,2.0,1.0
1003-0-20-21,1572-0-99-99,224,225,2.0,1.0
1003-0-20-21,1572-0-99-99,225,226,2.0,1.0
1003-0-20-21,1572-0-99-99,226,227,2.0,1.0
1003-0-20-21,1572-0-99-99,227,228,2.0,1.0
1003-0-20-21,1572-0-99-99,228,301,3.0,1.0
1003-0-20-21,1572-0-99-99,301,13449905,54.0,1.0
1004-0-20-21,1166-0-99-99,106,215,2.0,1.0
1004-0-20-21,1166-0-99-99,13462117,220,72.0,1.0
1004-0-20-21,1166-0-99-99,13462518,13462117,72.0,1.0
1004-0-20-21,1166-0-99-99,13462891,13462518,72.0,1.0
1004-0-20-21,1166-0-99-99,13463166,13462891,72.0,1.0
1004-0-20-21,1166-0-99-99,13463245,13463166,72.0,1.0
1004-0-20-21,1166-0-99-99,13463522,13463245,72.0,1.0
1004-0-20-21,1166-0-99-99,13463796,13463522,72.0,1.0
1004-0-20-21,1166-0-99-99,13463882,13463535,29.0,1.0
1004-0-20-21,1166-0-99-99,13464254,13463796,72.0,1.0
1004-0-20-21,1166-0-99-99,13464313,13463882,29.0,1.0
1004-0-20-21,1166-0-99-99,13464662,13464254,72.0,1.0
1004-0-20-21,1166-0-99-99,13464778,13464313,29.0,1.0
1004-0-20-21,1166-0-99-99,13464855,13464662,72.0,1.0
1004-0-20-21,1166-0-99-99,13465276,13464855,72.0,1.0
1004-0-20-21,1166-0-99-99,156,214,2.0,1.0
1004-0-20-21,1166-0-99-99,210,13464778,29.0,1.0
1004-0-20-21,1166-0-99-99,211,210,2.0,1.0
1004-0-20-21,1166-0-99-99,212,211,2.0,1.0
1004-0-20-21,1166-0-99-99,213,212,2.0,1.0
1004-0-20-21,1166-0-99-99,214,213,2.0,1.0
1004-0-20-21,1166-0-99-99,215,156,2.0,1.0
1004-0-20-21,1166-0-99-99,216,106,2.0,1.0
1004-0-20-21,1166-0-99-99,217,216,2.0,1.0
1004-0-20-21,1166-0-99-99,218,217,2.0,1.0
1004-0-20-21,1166-0-99-99,219,218,2.0,1.0
1004-0-20-21,1166-0-99-99,220,219,2.0,1.0
1004-0-20-21,1251-0-99-99,13462117,220,72.0,1.0
1004-0-20-21,1251-0-99-99,13462518,13462117,72.0,1.0
1004-0-20-21,1251-0-99-99,13462891,13462518,72.0,1.0
1004-0-20-21,1251-0-99-99,13463166,13462891,72.0,1.0
1004-0-20-21,1251-0-99-99,13463245,13463166,72.0,1.0
1004-0-20-21,1251-0-99-99,13463522,13463245,72.0,1.0
1004-0-20-21,1251-0-99-99,13463796,13463522,72.0,1.0
1004-0-20-21,1251-0-99-99,13464254,13463796,72.0,1.0
1004-0-20-21,1251-0-99-99,13464662,13464254,72.0,1.0
1004-0-20-21,1251-0-99-99,13464855,13464662,72.0,1.0
1004-0-20-21,1251-0-99-99,13465276,13464855,72.0,1.0
1004-0-20-21,1251-0-99-99,220,221,2.0,1.0
1004-0-20-21,1251-0-99-99,221,222,2.0,1.0
1004-0-20-21,1251-0-99-99,222,223,2.0,1.0
1004-0-20-21,1251-0-99-99,223,224,2.0,1.0
1004-0-20-21,1251-0-99-99,224,225,2.0,1.0
1005-0-20-21,1250-0-99-99,13462704,218,504.0,1.0
1005-0-20-21,1250-0-99-99,13463084,13462704,504.0,1.0
1005-0-20-21,1250-0-99-99,13463447,13463084,504.0,1.0
1005-0-20-21,1250-0-99-99,13463801,13463447,504.0,1.0
1005-0-20-21,1250-0-99-99,13464177,13463801,504.0,1.0
1005-0-20-21,1250-0-99-99,13464398,13464177,504.0,1.0
1005-0-20-21,1250-0-99-99,13464658,13464398,504.0,1.0
1005-0-20-21,1250-0-99-99,13465231,13464658,504.0,0.75
1005-0-20-21,1250-0-99-99,218,219,2.0,1.0
1005-0-20-21,1250-0-99-99,219,220,2.0,1.0
1005-0-20-21,1250-0-99-99,220,221,2.0,1.0
1005-0-20-21,1250-0-99-99,221,222,2.0,1.0
1005-0-20-21,1250-0-99-99,222,223,2.0,1.0
1005-0-20-21,1250-0-99-99,223,224,2.0,1.0
1005-0-20-21,1250-0-99-99,224,225,2.0,1.0
1006-0-20-21,1066-0-99-99,102,13466418,501.0,1.0
1006-0-20-21,1066-0-99-99,13464855,13464948,501.0,1.0
1006-0-20-21,1066-0-99-99,13464948,13465017,501.0,1.0
1006-0-20-21,1066-0-99-99,13465017,13465109,501.0,1.0
1006-0-20-21,1066-0-99-99,13465109,13465231,501.0,1.0
1006-0-20-21,1066-0-99-99,13465231,13465313,501.0,1.0
1006-0-20-21,1066-0-99-99,13465313,13465478,501.0,1.0
1006-0-20-21,1066-0-99-99,13465478,13465571,501.0,1.0
1006-0-20-21,1066-0-99-99,13465571,13465673,501.0,1.0
1006-0-20-21,1066-0-99-99,13465673,13465795,501.0,1.0
1006-0-20-21,1066-0-99-99,13465795,13465894,501.0,1.0
1006-0-20-21,1066-0-99-99,13465894,13465979,501.0,1.0
1006-0-20-21,1066-0-99-99,13465979,13466110,501.0,1.0
1006-0-20-21,1066-0-99-99,13466110,13466199,501.0,1.0
1006-0-20-21,1066-0-99-99,13466199,102,501.0,1.0
1006-0-20-21,1066-0-99-99,13466418,152,501.0,1.0
1006-0-20-21,1066-0-99-99,152,13466708,501.0,1.0
1006-0-20-21,1495-0-99-99,13445922,13445757,95.0,1.0
1006-0-20-21,1495-0-99-99,13446062,13445922,95.0,1.0
1006-0-20-21,1495-0-99-99,13446212,13446062,95.0,1.0
1006-0-20-21,1495-0-99-99,13446304,13446212,95.0,1.0
1006-0-20-21,1495-0-99-99,13446514,13446304,95.0,1.0
1006-0-20-21,1495-0-99-99,13446642,13446514,95.0,1.0
1006-0-20-21,1495-0-99-99,13446827,13446642,95.0,1.0
1006-0-20-21,1495-0-99-99,13446898,13446827,95.0,1.0
1006-0-20-21,1495-0-99-99,13446954,13446898,95.0,1.0
1006-0-20-21,1495-0-99-99,13447015,13446954,95.0,1.0
1006-0-20-21,1495-0-99-99,13447139,13447015,95.0,1.0
1006-0-20-21,1495-0-99-99,13447325,13447139,95.0,1.0
1006-0-20-21,1495-0-99-99,13447419,13447325,95.0,1.0
1006-0-20-21,1495-0-99-99,13447496,13447419,95.0,1.0
1006-0-20-21,1495-0-99-99,13447551,13447496,95.0,1.0
1006-0-20-21,1495-0-99-99,13462117,220,72.0,1.0
1006-0-20-21,1495-0-99-99,13462518,13462117,72.0,1.0
1006-0-20-21,1495-0-99-99,13462891,13462518,72.0,1.0
1006-0-20-21,1495-0-99-99,13463166,13462891,72.0,1.0
1006-0-20-21,1495-0-99-99,13463245,13463166,72.0,1.0
1006-0-20-21,1495-0-99-99,13463522,13463245,72.0,1.0
1006-0-20-21,1495-0-99-99,13463796,13463522,72.0,1.0
1006-0-20-21,1495-0-99-99,13464254,13463796,72.0,1.0
1006-0-20-21,1495-0-99-99,13464662,13464254,72.0,0.8333333333333334
1006-0-20-21,1495-0-99-99,13464855,13464662,72.0,0.6666666666666666
1006-0-20-21,1495-0-99-99,13465276,13464855,72.0,0.5
1006-0-20-21,1495-0-99-99,13465837,13465276,72.0,0.3333333333333333
1006-0-20-21,1495-0-99-99,13466194,13465837,72.0,0.16666666666666666
1006-0-20-21,1495-0-99-99,220,221,2.0,1.0
1006-0-20-21,1495-0-99-99,221,222,2.0,1.0
1006-0-20-21,1495-0-99-99,222,223,2.0,1.0
1006-0-20-21,1495-0-99-99,223,224,2.0,1.0
1006-0-20-21,1495-0-99-99,224,225,2.0,1.0
1006-0-20-21,1495-0-99-99,225,226,2.0,1.0
1006-0-20-21,1495-0-99-99,226,227,2.0,1.0
1006-0-20-21,1495-0-99-99,227,228,2.0,1.0
1006-0-20-21,1495-0-99-99,228,301,3.0,1.0
1006-0-20-21,1495-0-99-99,301,302,3.0,1.0
1006-0-20-21,1495-0-99-99,302,13447551,95.0,1.0
1006-0-20-21,1582-0-99-99,13446952,13446213,43.0,1.0
1006-0-20-21,1582-0-99-99,13447299,13446952,43.0,1.0
1006-0-20-21,1582-0-99-99,13447843,13447299,43.0,1.0
1006-0-20-21,1582-0-99-99,13448474,13447843,43.0,1.0
1006-0-20-21,1582-0-99-99,13448718,13448474,43.0,1.0
1006-0-20-21,1582-0-99-99,13449009,13448718,43.0,1.0
1006-0-20-21,1582-0-99-99,13449279,13449009,43.0,1.0
1006-0-20-21,1582-0-99-99,13449786,13449279,43.0,1.0
1006-0-20-21,1582-0-99-99,13450163,13449786,43.0,1.0
1006-0-20-21,1582-0-99-99,13450334,13450163,43.0,1.0
1006-0-20-21,1582-0-99-99,13450676,13450334,43.0,1.0
1006-0-20-21,1582-0-99-99,13451299,13450676,43.0,1.0
1006-0-20-21,1582-0-99-99,13452055,13451299,43.0,1.0
1006-0-20-21,1582-0-99-99,13452623,13452055,43.0,1.0
1006-0-20-21,1582-0-99-99,13452869,13452623,43.0,1.0
1006-0-20-21,1582-0-99-99,13462117,220,72.0,1.0
1006-0-20-21,1582-0-99-99,13462518,13462117,72.0,1.0
1006-0-20-21,1582-0-99-99,13462891,13462518,72.0,1.0
1006-0-20-21,1582-0-99-99,13463166,13462891,72.0,1.0
1006-0-20-21,1582-0-99-99,13463245,13463166,72.0,1.0
1006-0-20-21,1582-0-99-99,13463522,13463245,72.0,1.0
1006-0-20-21,1582-0-99-99,13463796,13463522,72.0,1.0
1006-0-20-21,1582-0-99-99,13464254,13463796,72.0,1.0
1006-0-20-21,1582-0-99-99,13464662,13464254,72.0,0.8333333333333334
1006-0-20-21,1582-0-99-99,13464855,13464662,72.0,0.6666666666666666
1006-0-20-21,1582-0-99-99,13465276,13464855,72.0,0.5
1006-0-20-21,1582-0-99-99,13465837,13465276,72.0,0.3333333333333333
1006-0-20-21,1582-0-99-99,13466194,13465837,72.0,0.16666666666666666
1006-0-20-21,1582-0-99-99,220,221,2.0,1.0
1006-0-20-21,1582-0-99-99,221,222,2.0,1.0
1006-0-20-21,1582-0-99-99,222,223,2.0,1.0
1006-0-20-21,1582-0-99-99,223,224,2.0,1.0
1006-0-20-21,1582-0-99-99,224,225,2.0,1.0
1006-0-20-21,1582-0-99-99,225,226,2.0,1.0
1006-0-20-21,1582-0-99-99,226,227,2.0,1.0
1006-0-20-21,1582-0-99-99,227,228,2.0,1.0
1006-0-20-21,1582-0-99-99,228,13452869,43.0,1.0
1015-0-20-21,1067-0-99-99,102,13466418,501.0,1.0
1015-0-20-21,1067-0-99-99,13465571,13465673,501.0,0.3333333333333333
1015-0-20-21,1067-0-99-99,13465673,13465795,501.0,0.3333333333333333
1015-0-20-21,1067-0-99-99,13465795,13465894,501.0,0.6666666666666666
1015-0-20-21,1067-0-99-99,13465894,13465979,501.0,1.0
1015-0-20-21,1067-0-99-99,13465979,13466110,501.0,1.0
1015-0-20-21,1067-0-99-99,13466110,13466199,501.0,1.0
1015-0-20-21,1067-0-99-99,13466199,102,501.0,1.0
1015-0-20-21,1067-0-99-99,13466418,152,501.0,1.0
1015-0-20-21,1067-0-99-99,152,13466708,501.0,1.0
1015-0-20-21,1106-0-99-99,101,102,1.0,1.0
1015-0-20-21,1106-0-99-99,102,103,1.0,1.0
1015-0-20-21,1106-0-99-99,103,104,1.0,1.0
1015-0-20-21,1106-0-99-99,104,105,1.0,1.0
1015-0-20-21,1106-0-99-99,105,106,1.0,1.0
1015-0-20-21,1106-0-99-99,106,215,2.0,1.0
1015-0-20-21,1106-0-99-99,13466241,13466404,504.0,0.75
1015-0-20-21,1106-0-99-99,13466241,14243510,504.0,0.25
1015-0-20-21,1106-0-99-99,13466404,13466482,504.0,1.0
1015-0-20-21,1106-0-99-99,13466482,13466630,504.0,1.0
1015-0-20-21,1106-0-99-99,13466630,13466729,504.0,1.0
1015-0-20-21,1106-0-99-99,13466729,101,504.0,1.0
1015-0-20-21,1106-0-99-99,14243510,13466241,504.0,0.5
1015-0-20-21,1106-0-99-99,156,214,2.0,1.0
1015-0-20-21,1106-0-99-99,210,209,2.0,1.0
1015-0-20-21,1106-0-99-99,211,210,2.0,1.0
1015-0-20-21,1106-0-99-99,212,211,2.0,1.0
1015-0-20-21,1106-0-99-99,213,212,2.0,1.0
1015-0-20-21,1106-0-99-99,214,213,2.0,1.0
1015-0-20-21,1106-0-99-99,215,156,2.0,1.0
1015-0-20-21,1271-0-99-99,13465231,13464658,504.0,1.0
1015-0-20-21,1271-0-99-99,13465313,13465231,504.0,1.0
1015-0-20-21,1271-0-99-99,13465478,13465313,504.0,1.0
1015-0-20-21,1271-0-99-99,13465784,13465478,504.0,1.0
1015-0-20-21,1271-0-99-99,13465975,13465784,504.0,0.75
1015-0-20-21,1271-0-99-99,13466241,14243510,504.0,0.25
1015-0-20-21,1271-0-99-99,14243510,13465975,504.0,0.5
1015-0-20-21,1404-0-99-99,100,151,1.0,0.47639484978540775
1015-0-20-21,1404-0-99-99,101,100,1.0,0.4334763948497854
