o_node_time,d_node_time,INT_ID_o,INT_ID_d,route,bc_single
1001-0-20-11,1272-0-99-99,13463787,13463942,501.0,1.0
1001-0-20-11,1272-0-99-99,13463942,13464067,501.0,1.0
1001-0-20-11,1272-0-99-99,13464067,13464179,501.0,1.0
1001-0-20-11,1272-0-99-99,13464179,13464286,501.0,1.0
1001-0-20-11,1272-0-99-99,13464286,13464374,501.0,1.0
1001-0-20-11,1272-0-99-99,13464374,13464498,501.0,1.0
1001-0-20-11,1272-0-99-99,13464498,13464614,501.0,1.0
1001-0-20-11,1272-0-99-99,13464614,13464709,501.0,1.0
1001-0-20-11,1272-0-99-99,13464709,13464771,501.0,1.0
1001-0-20-11,1272-0-99-99,13464771,13464855,501.0,1.0
1001-0-20-11,1272-0-99-99,13464855,13464948,501.0,1.0
1003-0-20-11,1270-0-99-99,13464286,13464374,501.0,0.3333333333333333
1003-0-20-11,1270-0-99-99,13464374,13464498,501.0,0.6666666666666666
1003-0-20-11,1270-0-99-99,13464498,13464614,501.0,1.0
1003-0-20-11,1270-0-99-99,13464614,13464709,501.0,1.0
1003-0-20-11,1270-0-99-99,13464709,13464771,501.0,1.0
1003-0-20-11,1572-0-99-99,13443118,13442935,85.0,1.0
1003-0-20-11,1572-0-99-99,13443303,13443118,85.0,1.0
1003-0-20-11,1572-0-99-99,13443365,13443453,85.0,1.0
1003-0-20-11,1572-0-99-99,13443453,13443640,85.0,1.0
1003-0-20-11,1572-0-99-99,13443640,13443303,85.0,1.0
1003-0-20-11,1572-0-99-99,13443728,13443365,85.0,1.0
1003-0-20-11,1572-0-99-99,13444054,13443728,85.0,1.0
1003-0-20-11,1572-0-99-99,13444364,13444054,85.0,1.0
1003-0-20-11,1572-0-99-99,13444651,13444364,85.0,1.0
1003-0-20-11,1572-0-99-99,13444943,13444651,85.0,1.0
1003-0-20-11,1572-0-99-99,13445220,13444943,85.0,1.0
1003-0-20-11,1572-0-99-99,13445495,13445220,85.0,1.0
1003-0-20-11,1572-0-99-99,13445621,13499223,54.0,1.0
1003-0-20-11,1572-0-99-99,13445741,13445621,54.0,1.0
1003-0-20-11,1572-0-99-99,13445921,13445741,54.0,1.0
1003-0-20-11,1572-0-99-99,13446051,13445921,54.0,1.0
1003-0-20-11,1572-0-99-99,13446120,13446051,54.0,1.0
1003-0-20-11,1572-0-99-99,13446227,13446120,54.0,1.0
1003-0-20-11,1572-0-99-99,13446406,13446227,54.0,1.0
1003-0-20-11,1572-0-99-99,13446543,13446406,54.0,1.0
1003-0-20-11,1572-0-99-99,13446621,13446543,54.0,1.0
1003-0-20-11,1572-0-99-99,13446675,13446621,54.0,1.0
1003-0-20-11,1572-0-99-99,13446727,13446675,54.0,1.0
1003-0-20-11,1572-0-99-99,13446875,13446727,54.0,1.0
1003-0-20-11,1572-0-99-99,13446990,13446875,54.0,1.0
1003-0-20-11,1572-0-99-99,13447093,13446990,54.0,1.0
1003-0-20-11,1572-0-99-99,13447211,13447093,54.0,1.0
1003-0-20-11,1572-0-99-99,13447347,13447211,54.0,1.0
1003-0-20-11,1572-0-99-99,13447596,13447347,86.0,1.0
1003-0-20-11,1572-0-99-99,13448187,20105765,86.0,1.0
1003-0-20-11,1572-0-99-99,13448608,13448187,86.0,1.0
1003-0-20-11,1572-0-99-99,13448888,13448608,86.0,1.0
1003-0-20-11,1572-0-99-99,13449625,13448888,86.0,1.0
1003-0-20-11,1572-0-99-99,13449983,13449625,86.0,1.0
1003-0-20-11,1572-0-99-99,13450255,13449983,86.0,1.0
1003-0-20-11,1572-0-99-99,13450532,13450255,86.0,1.0
1003-0-20-11,1572-0-99-99,13450859,13450880,86.0,1.0
1003-0-20-11,1572-0-99-99,13450880,13450532,86.0,1.0
1003-0-20-11,1572-0-99-99,13450997,13450859,86.0,1.0
1003-0-20-11,1572-0-99-99,13451125,13450997,86.0,1.0
1003-0-20-11,1572-0-99-99,13451254,13451125,86.0,1.0
1003-0-20-11,1572-0-99-99,13451513,13451254,86.0,1.0
1003-0-20-11,1572-0-99-99,13451634,13451513,86.0,1.0
1003-0-20-11,1572-0-99-99,13451762,13451634,86.0,1.0
1003-0-20-11,1572-0-99-99,13451873,13451762,86.0,1.0
1003-0-20-11,1572-0-99-99,13451957,13451873,86.0,1.0
1003-0-20-11,1572-0-99-99,13452053,13451957,86.0,1.0
1003-0-20-11,1572-0-99-99,13452119,13452053,86.0,1.0
1003-0-20-11,1572-0-99-99,13452308,13452119,86.0,1.0
1003-0-20-11,1572-0-99-99,13452383,13452308,86.0,1.0
1003-0-20-11,1572-0-99-99,13452476,13452383,86.0,1.0
1003-0-20-11,1572-0-99-99,13461356,222,31.0,1.0
1003-0-20-11,1572-0-99-99,13461716,13461356,31.0,1.0
1003-0-20-11,1572-0-99-99,13461975,13461716,31.0,1.0
1003-0-20-11,1572-0-99-99,13462283,13461975,31.0,1.0
1003-0-20-11,1572-0-99-99,13462774,13462283,31.0,1.0
1003-0-20-11,1572-0-99-99,13463183,13462774,31.0,1.0
1003-0-20-11,1572-0-99-99,13463420,13463183,31.0,1.0
1003-0-20-11,1572-0-99-99,13463771,13463420,31.0,0.8
1003-0-20-11,1572-0-99-99,13463995,13463771,31.0,0.6
1003-0-20-11,1572-0-99-99,13463995,13464286,31.0,0.2
1003-0-20-11,1572-0-99-99,13464286,13463995,31.0,0.4
1003-0-20-11,1572-0-99-99,13499223,13445495,54.0,1.0
1003-0-20-11,1572-0-99-99,20105765,13447596,86.0,1.0
1003-0-20-11,1572-0-99-99,222,223,2.0,1.0
1003-0-20-11,1572-0-99-99,223,224,2.0,1.0
1003-0-20-11,1572-0-99-99,224,225,2.0,1.0
1003-0-20-11,1572-0-99-99,225,226,2.0,1.0
1003-0-20-11,1572-0-99-99,226,227,2.0,1.0
1003-0-20-11,1572-0-99-99,227,228,2.0,1.0
1003-0-20-11,1572-0-99-99,228,13452476,86.0,1.0
1004-0-20-11,1166-0-99-99,106,215,2.0,1.0
1004-0-20-11,1166-0-99-99,13462117,220,72.0,0.3333333333333333
1004-0-20-11,1166-0-99-99,13462518,13462117,72.0,0.3333333333333333
1004-0-20-11,1166-0-99-99,13462704,218,504.0,0.6666666666666666
1004-0-20-11,1166-0-99-99,13462891,13462518,72.0,0.3333333333333333
1004-0-20-11,1166-0-99-99,13463084,13462704,504.0,0.6666666666666666
1004-0-20-11,1166-0-99-99,13463166,13462891,72.0,0.3333333333333333
1004-0-20-11,1166-0-99-99,13463245,13463166,72.0,0.3333333333333333
1004-0-20-11,1166-0-99-99,13463447,13463084,504.0,0.6666666666666666
1004-0-20-11,1166-0-99-99,13463522,13463245,72.0,0.3333333333333333
1004-0-20-11,1166-0-99-99,13463796,13463522,72.0,0.3333333333333333
1004-0-20-11,1166-0-99-99,13463801,13463447,504.0,0.6666666666666666
1004-0-20-11,1166-0-99-99,13463882,13463535,29.0,1.0
1004-0-20-11,1166-0-99-99,13464177,13463801,504.0,0.6666666666666666
1004-0-20-11,1166-0-99-99,13464254,13463796,72.0,0.3333333333333333
1004-0-20-11,1166-0-99-99,13464313,13463882,29.0,1.0
1004-0-20-11,1166-0-99-99,13464398,13464177,504.0,0.6666666666666666
1004-0-20-11,1166-0-99-99,13464658,13464398,504.0,0.6666666666666666
1004-0-20-11,1166-0-99-99,13464662,13464254,72.0,0.3333333333333333
1004-0-20-11,1166-0-99-99,13464709,13464771,501.0,0.3333333333333333
1004-0-20-11,1166-0-99-99,13464771,13464855,501.0,0.6666666666666666
1004-0-20-11,1166-0-99-99,13464778,13464313,29.0,1.0
1004-0-20-11,1166-0-99-99,13464855,13464662,72.0,0.3333333333333333
1004-0-20-11,1166-0-99-99,13464855,13464948,501.0,0.6666666666666666
1004-0-20-11,1166-0-99-99,13464948,13465017,501.0,0.6666666666666666
