o_node_time,d_node_time,INT_ID_o,INT_ID_d,route,bc_single
1001-0-20-45,1272-0-99-99,13463652,13463942,501.0,0.5
1001-0-20-45,1272-0-99-99,13463787,13463942,501.0,0.5
1001-0-20-45,1272-0-99-99,13463942,13464067,501.0,1.0
1001-0-20-45,1272-0-99-99,13464067,13464179,501.0,1.0
1001-0-20-45,1272-0-99-99,13464179,13464286,501.0,1.0
1001-0-20-45,1272-0-99-99,13464286,13464374,501.0,1.0
1001-0-20-45,1272-0-99-99,13464374,13464498,501.0,1.0
1001-0-20-45,1272-0-99-99,13464498,13464614,501.0,1.0
1001-0-20-45,1272-0-99-99,13464614,13464709,501.0,1.0
1001-0-20-45,1272-0-99-99,13464709,13464771,501.0,1.0
1001-0-20-45,1272-0-99-99,13464771,13464855,501.0,1.0
1001-0-20-45,1272-0-99-99,13464855,13464948,501.0,1.0
1003-0-20-45,1270-0-99-99,13464286,13464374,501.0,0.5
1003-0-20-45,1270-0-99-99,13464374,13464498,501.0,1.0
1003-0-20-45,1270-0-99-99,13464498,13464614,501.0,1.0
1003-0-20-45,1270-0-99-99,13464614,13464709,501.0,1.0
1003-0-20-45,1270-0-99-99,13464709,13464771,501.0,1.0
1003-0-20-45,1572-0-99-99,13443668,13442843,86.0,1.0
1003-0-20-45,1572-0-99-99,13443929,13443668,86.0,1.0
1003-0-20-45,1572-0-99-99,13444084,13443929,86.0,1.0
1003-0-20-45,1572-0-99-99,13444537,13444084,86.0,1.0
1003-0-20-45,1572-0-99-99,13444737,13444537,86.0,1.0
1003-0-20-45,1572-0-99-99,13444896,13444737,86.0,1.0
1003-0-20-45,1572-0-99-99,13445095,13444896,86.0,1.0
1003-0-20-45,1572-0-99-99,13445320,13445095,86.0,1.0
1003-0-20-45,1572-0-99-99,13445458,13445320,86.0,1.0
1003-0-20-45,1572-0-99-99,13446091,13445458,86.0,1.0
1003-0-20-45,1572-0-99-99,13446300,13446091,86.0,1.0
1003-0-20-45,1572-0-99-99,13446432,13446300,86.0,1.0
1003-0-20-45,1572-0-99-99,13446613,13446432,86.0,1.0
1003-0-20-45,1572-0-99-99,13446901,13446613,86.0,1.0
1003-0-20-45,1572-0-99-99,13447347,13446901,86.0,0.7590361445783133
1003-0-20-45,1572-0-99-99,13447347,13446901,198.0,0.24096385542168675
1003-0-20-45,1572-0-99-99,13447596,13447347,86.0,0.5180722891566265
1003-0-20-45,1572-0-99-99,13448187,13447347,198.0,0.4819277108433735
1003-0-20-45,1572-0-99-99,13448187,20105765,86.0,0.5180722891566265
1003-0-20-45,1572-0-99-99,13448608,13448187,86.0,0.27710843373493976
1003-0-20-45,1572-0-99-99,13448888,13448187,198.0,0.7228915662650602
1003-0-20-45,1572-0-99-99,13448888,13448608,86.0,0.27710843373493976
1003-0-20-45,1572-0-99-99,13449625,13448888,86.0,0.03614457831325301
1003-0-20-45,1572-0-99-99,13449983,13449625,86.0,0.03614457831325301
1003-0-20-45,1572-0-99-99,13450255,13449983,86.0,0.024096385542168676
1003-0-20-45,1572-0-99-99,13450255,13449983,116.0,0.012048192771084338
1003-0-20-45,1572-0-99-99,13450532,13450255,86.0,0.012048192771084338
1003-0-20-45,1572-0-99-99,13450532,13450255,116.0,0.024096385542168676
1003-0-20-45,1572-0-99-99,13450859,13450880,116.0,0.03614457831325301
1003-0-20-45,1572-0-99-99,13450880,13448888,198.0,0.963855421686747
1003-0-20-45,1572-0-99-99,13450880,13450532,116.0,0.03614457831325301
1003-0-20-45,1572-0-99-99,13450997,13450859,116.0,0.03614457831325301
1003-0-20-45,1572-0-99-99,13450997,13450880,198.0,0.963855421686747
1003-0-20-45,1572-0-99-99,13451125,13450997,116.0,0.03614457831325301
1003-0-20-45,1572-0-99-99,13451254,13451125,116.0,0.03614457831325301
1003-0-20-45,1572-0-99-99,13451513,13450997,198.0,0.963855421686747
1003-0-20-45,1572-0-99-99,13451513,13451254,116.0,0.03614457831325301
1003-0-20-45,1572-0-99-99,13451634,13451513,116.0,0.03614457831325301
1003-0-20-45,1572-0-99-99,13451762,13451513,198.0,0.963855421686747
1003-0-20-45,1572-0-99-99,13451762,13451634,116.0,0.03614457831325301
1003-0-20-45,1572-0-99-99,13451873,13451762,116.0,0.08433734939759036
1003-0-20-45,1572-0-99-99,13451957,13451873,116.0,0.08433734939759036
1003-0-20-45,1572-0-99-99,13452053,13451957,116.0,0.08433734939759036
1003-0-20-45,1572-0-99-99,13452119,13451762,198.0,0.9156626506024096
1003-0-20-45,1572-0-99-99,13452119,13452053,116.0,0.08433734939759036
1003-0-20-45,1572-0-99-99,13452308,13452119,21.0,0.04819277108433735
1003-0-20-45,1572-0-99-99,13452308,13452119,116.0,0.13253012048192772
1003-0-20-45,1572-0-99-99,13452383,13452308,21.0,0.04819277108433735
1003-0-20-45,1572-0-99-99,13452383,13452308,116.0,0.13253012048192772
1003-0-20-45,1572-0-99-99,13452476,13452119,198.0,0.8192771084337349
1003-0-20-45,1572-0-99-99,13452476,13452383,21.0,0.04819277108433735
1003-0-20-45,1572-0-99-99,13452476,13452383,116.0,0.13253012048192772
1003-0-20-45,1572-0-99-99,13461356,222,31.0,0.9036144578313253
1003-0-20-45,1572-0-99-99,13461380,223,22.0,0.0963855421686747
1003-0-20-45,1572-0-99-99,13461623,13461380,22.0,0.0963855421686747
1003-0-20-45,1572-0-99-99,13461716,13461356,31.0,0.9036144578313253
1003-0-20-45,1572-0-99-99,13461975,13461716,31.0,0.9036144578313253
1003-0-20-45,1572-0-99-99,13462225,13461623,22.0,0.0963855421686747
1003-0-20-45,1572-0-99-99,13462283,13461975,31.0,0.9036144578313253
1003-0-20-45,1572-0-99-99,13462427,13462225,22.0,0.0963855421686747
1003-0-20-45,1572-0-99-99,13462774,13462283,31.0,0.9036144578313253
1003-0-20-45,1572-0-99-99,13462844,13462427,22.0,0.0963855421686747
1003-0-20-45,1572-0-99-99,13463183,13462774,31.0,0.9036144578313253
1003-0-20-45,1572-0-99-99,13463317,13462844,22.0,0.0963855421686747
1003-0-20-45,1572-0-99-99,13463420,13463183,31.0,0.9036144578313253
1003-0-20-45,1572-0-99-99,13463537,13463317,22.0,0.0963855421686747
1003-0-20-45,1572-0-99-99,13463771,13463420,31.0,0.9036144578313253
1003-0-20-45,1572-0-99-99,13463942,13463537,22.0,0.0963855421686747
1003-0-20-45,1572-0-99-99,13463995,13463771,31.0,0.9036144578313253
1003-0-20-45,1572-0-99-99,13464067,13463942,501.0,0.04819277108433735
1003-0-20-45,1572-0-99-99,13464179,13464067,501.0,0.04819277108433735
1003-0-20-45,1572-0-99-99,13464286,13463995,31.0,0.9036144578313253
1003-0-20-45,1572-0-99-99,13464286,13464179,501.0,0.04819277108433735
1003-0-20-45,1572-0-99-99,20105765,13447596,86.0,0.5180722891566265
1003-0-20-45,1572-0-99-99,222,223,2.0,0.9036144578313253
1003-0-20-45,1572-0-99-99,223,224,2.0,1.0
1003-0-20-45,1572-0-99-99,224,225,2.0,1.0
1003-0-20-45,1572-0-99-99,225,226,2.0,1.0
1003-0-20-45,1572-0-99-99,226,227,2.0,1.0
1003-0-20-45,1572-0-99-99,227,228,2.0,1.0
1003-0-20-45,1572-0-99-99,228,13452476,20.0,0.04819277108433735
1003-0-20-45,1572-0-99-99,228,13452476,21.0,0.0963855421686747
1003-0-20-45,1572-0-99-99,228,13452476,57.0,0.04819277108433735
1003-0-20-45,1572-0-99-99,228,13452476,116.0,0.18072289156626506
1003-0-20-45,1572-0-99-99,228,13452476,198.0,0.6265060240963856
1004-0-20-45,1166-0-99-99,106,215,2.0,1.0
1004-0-20-45,1166-0-99-99,13462117,220,72.0,0.6666666666666666
1004-0-20-45,1166-0-99-99,13462518,13462117,72.0,0.6666666666666666
1004-0-20-45,1166-0-99-99,13462704,218,504.0,0.3333333333333333
1004-0-20-45,1166-0-99-99,13462891,13462518,72.0,0.6666666666666666
1004-0-20-45,1166-0-99-99,13463084,13462704,504.0,0.3333333333333333
1004-0-20-45,1166-0-99-99,13463166,13462891,72.0,0.6666666666666666
1004-0-20-45,1166-0-99-99,13463245,13463166,72.0,0.6666666666666666
1004-0-20-45,1166-0-99-99,13463447,13463084,504.0,0.3333333333333333
1004-0-20-45,1166-0-99-99,13463522,13463245,72.0,0.6666666666666666
1004-0-20-45,1166-0-99-99,13463796,13463522,72.0,0.6666666666666666
1004-0-20-45,1166-0-99-99,13463801,13463447,504.0,0.3333333333333333
1004-0-20-45,1166-0-99-99,13463882,13463535,29.0,1.0
1004-0-20-45,1166-0-99-99,13464177,13463801,504.0,0.3333333333333333
1004-0-20-45,1166-0-99-99,13464254,13463796,72.0,0.6666666666666666
1004-0-20-45,1166-0-99-99,13464313,13463882,29.0,1.0
1004-0-20-45,1166-0-99-99,13464398,13464177,504.0,0.3333333333333333
1004-0-20-45,1166-0-99-99,13464658,13464398,504.0,0.3333333333333333
1004-0-20-45,1166-0-99-99,13464662,13464254,72.0,0.6666666666666666
1004-0-20-45,1166-0-99-99,13464778,13464313,29.0,1.0
1004-0-20-45,1166-0-99-99,13464855,13464662,72.0,0.4444444444444444
1004-0-20-45,1166-0-99-99,13464855,13464948,501.0,0.1111111111111111
1004-0-20-45,1166-0-99-99,13464948,13465017,501.0,0.2222222222222222
1004-0-20-45,1166-0-99-99,13465017,13465109,501.0,0.2222222222222222
1004-0-20-45,1166-0-99-99,13465109,13465231,501.0,0.2222222222222222
1004-0-20-45,1166-0-99-99,13465231,13464658,504.0,0.3333333333333333
1004-0-20-45,1166-0-99-99,13465276,13464855,72.0,0.2222222222222222
1004-0-20-45,1166-0-99-99,13465703,210,29.0,0.25
1004-0-20-45,1166-0-99-99,156,214,2.0,1.0
1004-0-20-45,1166-0-99-99,209,210,2.0,0.25
1004-0-20-45,1166-0-99-99,210,13464778,29.0,1.0
1004-0-20-45,1166-0-99-99,210,13465703,29.0,0.25
1004-0-20-45,1166-0-99-99,210,209,2.0,0.25
1004-0-20-45,1166-0-99-99,211,210,2.0,1.0
1004-0-20-45,1166-0-99-99,212,211,2.0,1.0
1004-0-20-45,1166-0-99-99,213,212,2.0,1.0
1004-0-20-45,1166-0-99-99,214,213,2.0,1.0
1004-0-20-45,1166-0-99-99,215,156,2.0,1.0
1004-0-20-45,1166-0-99-99,216,106,2.0,1.0
1004-0-20-45,1166-0-99-99,217,216,2.0,1.0
1004-0-20-45,1166-0-99-99,218,217,2.0,1.0
1004-0-20-45,1166-0-99-99,219,218,2.0,0.6666666666666666
1004-0-20-45,1166-0-99-99,220,219,2.0,0.6666666666666666
1004-0-20-45,1166-0-99-99,220,221,2.0,0.3333333333333333
1004-0-20-45,1166-0-99-99,221,220,2.0,0.3333333333333333
1004-0-20-45,1251-0-99-99,13461356,222,31.0,0.5
1004-0-20-45,1251-0-99-99,13461716,13461356,31.0,0.5
1004-0-20-45,1251-0-99-99,13461975,13461716,31.0,0.5
1004-0-20-45,1251-0-99-99,13462117,220,72.0,0.5
1004-0-20-45,1251-0-99-99,13462283,13461975,31.0,0.5
1004-0-20-45,1251-0-99-99,13462518,13462117,72.0,0.5
1004-0-20-45,1251-0-99-99,13462774,13462283,31.0,0.5
1004-0-20-45,1251-0-99-99,13462891,13462518,72.0,0.5
1004-0-20-45,1251-0-99-99,13463166,13462891,72.0,0.5
1004-0-20-45,1251-0-99-99,13463183,13462774,31.0,0.5
1004-0-20-45,1251-0-99-99,13463245,13463166,72.0,0.5
1004-0-20-45,1251-0-99-99,13463420,13463183,31.0,0.5
1004-0-20-45,1251-0-99-99,13463522,13463245,72.0,0.5
1004-0-20-45,1251-0-99-99,13463771,13463420,31.0,0.5
1004-0-20-45,1251-0-99-99,13463796,13463522,72.0,0.5
1004-0-20-45,1251-0-99-99,13463995,13463771,31.0,0.5
1004-0-20-45,1251-0-99-99,13464254,13463796,72.0,0.5
1004-0-20-45,1251-0-99-99,13464286,13463995,31.0,0.5
1004-0-20-45,1251-0-99-99,13464374,13464286,501.0,0.5
1004-0-20-45,1251-0-99-99,13464498,13464374,501.0,0.5
1004-0-20-45,1251-0-99-99,13464614,13464498,501.0,0.5
1004-0-20-45,1251-0-99-99,13464662,13464254,72.0,0.5
1004-0-20-45,1251-0-99-99,13464709,13464614,501.0,0.3333333333333333
1004-0-20-45,1251-0-99-99,13464771,13464709,501.0,0.16666666666666666
1004-0-20-45,1251-0-99-99,13464855,13464662,72.0,0.3333333333333333
1004-0-20-45,1251-0-99-99,13465276,13464855,72.0,0.16666666666666666
1004-0-20-45,1251-0-99-99,220,221,2.0,0.5
1004-0-20-45,1251-0-99-99,221,222,2.0,0.5
1004-0-20-45,1251-0-99-99,222,223,2.0,1.0
1004-0-20-45,1251-0-99-99,223,224,2.0,1.0
1004-0-20-45,1251-0-99-99,224,225,2.0,1.0
1005-0-20-45,1250-0-99-99,13458348,13458498,87.0,1.0
1005-0-20-45,1250-0-99-99,13458424,13458348,87.0,1.0
1005-0-20-45,1250-0-99-99,13458460,13458424,87.0,1.0
1005-0-20-45,1250-0-99-99,13458498,13458898,87.0,1.0
1005-0-20-45,1250-0-99-99,13458538,13458460,87.0,1.0
1005-0-20-45,1250-0-99-99,13458647,13458538,87.0,1.0
1005-0-20-45,1250-0-99-99,13458721,13458647,87.0,1.0
1005-0-20-45,1250-0-99-99,13458820,13458721,87.0,1.0
1005-0-20-45,1250-0-99-99,13458898,13458804,87.0,0.5
1005-0-20-45,1250-0-99-99,13459010,13458820,87.0,1.0
1005-0-20-45,1250-0-99-99,13459143,13459010,87.0,1.0
1005-0-20-45,1250-0-99-99,13459300,13459143,87.0,1.0
1005-0-20-45,1250-0-99-99,13459436,13459300,87.0,1.0
1005-0-20-45,1250-0-99-99,13459601,13459436,87.0,1.0
1005-0-20-45,1250-0-99-99,13459808,13459601,87.0,1.0
1005-0-20-45,1250-0-99-99,13459931,13459808,87.0,1.0
1005-0-20-45,1250-0-99-99,13460103,13459931,87.0,1.0
1005-0-20-45,1250-0-99-99,13460112,13460103,87.0,1.0
1005-0-20-45,1250-0-99-99,13460374,13460112,87.0,1.0
1005-0-20-45,1250-0-99-99,13460964,13460374,87.0,1.0
1005-0-20-45,1250-0-99-99,13461456,13460964,87.0,1.0
1005-0-20-45,1250-0-99-99,13462704,218,504.0,1.0
1005-0-20-45,1250-0-99-99,13463084,13462704,504.0,1.0
1005-0-20-45,1250-0-99-99,13463447,13463084,504.0,1.0
1005-0-20-45,1250-0-99-99,13463801,13463447,504.0,1.0
1005-0-20-45,1250-0-99-99,13464177,13463801,504.0,1.0
1005-0-20-45,1250-0-99-99,13464398,13464177,504.0,1.0
1005-0-20-45,1250-0-99-99,13464658,13464398,504.0,1.0
1005-0-20-45,1250-0-99-99,13465231,13464658,504.0,1.0
1005-0-20-45,1250-0-99-99,218,13461456,87.0,1.0
1006-0-20-45,1066-0-99-99,101,13466960,504.0,0.5
1006-0-20-45,1066-0-99-99,13466520,13466690,72.0,0.4
1006-0-20-45,1066-0-99-99,13466690,13466878,72.0,0.8
1006-0-20-45,1066-0-99-99,13466878,13467269,72.0,1.0
1006-0-20-45,1066-0-99-99,13466960,151,504.0,0.5
1006-0-20-45,1066-0-99-99,13466977,13467067,72.0,1.0
1006-0-20-45,1066-0-99-99,13467067,13467485,72.0,1.0
1006-0-20-45,1066-0-99-99,13467182,13466977,72.0,1.0
1006-0-20-45,1066-0-99-99,13467269,13467444,72.0,1.0
1006-0-20-45,1066-0-99-99,13467444,13467182,72.0,1.0
1006-0-20-45,1066-0-99-99,13467485,13467665,72.0,1.0
1006-0-20-45,1066-0-99-99,13467665,13467854,72.0,1.0
1006-0-20-45,1066-0-99-99,13467752,101,72.0,1.0
1006-0-20-45,1066-0-99-99,13467854,13467923,72.0,1.0
1006-0-20-45,1066-0-99-99,13467923,13467752,72.0,1.0
1006-0-20-45,1066-0-99-99,151,13467321,504.0,0.5
1006-0-20-45,1495-0-99-99,13445922,13445757,38.0,0.45
1006-0-20-45,1495-0-99-99,13446062,13445922,38.0,0.45
1006-0-20-45,1495-0-99-99,13446212,13446062,38.0,0.45
1006-0-20-45,1495-0-99-99,13446304,13446212,38.0,0.45
1006-0-20-45,1495-0-99-99,13446514,13446304,38.0,0.45
1006-0-20-45,1495-0-99-99,13446642,13446514,38.0,0.45
1006-0-20-45,1495-0-99-99,13446827,13446642,38.0,0.45
1006-0-20-45,1495-0-99-99,13446835,13446878,54.0,0.55
1006-0-20-45,1495-0-99-99,13446878,13446940,54.0,0.55
1006-0-20-45,1495-0-99-99,13447158,13446835,54.0,0.55
1006-0-20-45,1495-0-99-99,13447571,13447158,54.0,0.55
1006-0-20-45,1495-0-99-99,13447932,13447571,54.0,0.55
1006-0-20-45,1495-0-99-99,13448052,13447932,54.0,0.55
1006-0-20-45,1495-0-99-99,13448109,13448052,54.0,0.55
1006-0-20-45,1495-0-99-99,13448254,13448109,54.0,0.55
1006-0-20-45,1495-0-99-99,13448378,13448254,54.0,0.55
1006-0-20-45,1495-0-99-99,13448487,13448378,54.0,0.55
