o_node_time,d_node_time,INT_ID_o,INT_ID_d,route,bc_single
1001-0-20-57,1272-0-99-99,13462844,13462953,506.0,0.8888888888888888
1001-0-20-57,1272-0-99-99,13462953,13463082,506.0,1.0
1001-0-20-57,1272-0-99-99,13463058,13463293,22.0,0.1111111111111111
1001-0-20-57,1272-0-99-99,13463082,13463183,506.0,1.0
1001-0-20-57,1272-0-99-99,13463183,13463279,506.0,1.0
1001-0-20-57,1272-0-99-99,13463279,13463372,506.0,1.0
1001-0-20-57,1272-0-99-99,13463293,13463787,22.0,0.3333333333333333
1001-0-20-57,1272-0-99-99,13463317,13462844,22.0,0.7777777777777778
1001-0-20-57,1272-0-99-99,13463372,13463478,506.0,1.0
1001-0-20-57,1272-0-99-99,13463478,13463573,506.0,1.0
1001-0-20-57,1272-0-99-99,13463537,13463317,22.0,0.7777777777777778
1001-0-20-57,1272-0-99-99,13463573,13463705,506.0,1.0
1001-0-20-57,1272-0-99-99,13463705,13463796,506.0,1.0
1001-0-20-57,1272-0-99-99,13463787,13463293,22.0,0.1111111111111111
1001-0-20-57,1272-0-99-99,13463787,13463942,22.0,0.5555555555555556
1001-0-20-57,1272-0-99-99,13463796,13463892,506.0,1.0
1001-0-20-57,1272-0-99-99,13463942,13463537,22.0,0.6666666666666666
1003-0-20-57,1270-0-99-99,13464286,13464374,501.0,0.5
1003-0-20-57,1270-0-99-99,13464374,13464498,501.0,1.0
1003-0-20-57,1270-0-99-99,13464498,13464614,501.0,1.0
1003-0-20-57,1270-0-99-99,13464614,13464709,501.0,1.0
1003-0-20-57,1270-0-99-99,13464709,13464771,501.0,1.0
1003-0-20-57,1572-0-99-99,13443118,13442935,85.0,1.0
1003-0-20-57,1572-0-99-99,13443303,13443118,85.0,1.0
1003-0-20-57,1572-0-99-99,13443365,13443453,85.0,1.0
1003-0-20-57,1572-0-99-99,13443453,13443640,85.0,1.0
1003-0-20-57,1572-0-99-99,13443640,13443303,85.0,1.0
1003-0-20-57,1572-0-99-99,13443728,13443365,85.0,1.0
1003-0-20-57,1572-0-99-99,13444054,13443728,85.0,1.0
1003-0-20-57,1572-0-99-99,13444364,13444054,85.0,1.0
1003-0-20-57,1572-0-99-99,13444502,30022876,54.0,0.5
1003-0-20-57,1572-0-99-99,13444651,13444364,85.0,1.0
1003-0-20-57,1572-0-99-99,13444943,13444651,85.0,1.0
1003-0-20-57,1572-0-99-99,13445220,13444943,85.0,1.0
1003-0-20-57,1572-0-99-99,13445495,13444502,54.0,0.5
