node_id,tv_bc_single,o_node_time,d_node_time,o_node,d_node
13447211-21-20,0.16666666666666666,1003-0-20-1,1572-0-99-99,1003,1572
13450997-21-3,0.20833333333333334,1003-0-20-1,1572-0-99-99,1003,1572
13443118-21-42,1.0,1003-0-20-1,1572-0-99-99,1003,1572
1572-99-99,1.0,1003-0-20-1,1572-0-99-99,1003,1572
13449936-21-10,0.16666666666666666,1003-0-20-1,1572-0-99-99,1003,1572
13463995-20-10,0.3333333333333333,1003-0-20-1,1572-0-99-99,1003,1572
1003-20-1,1.0,1003-0-20-1,1572-0-99-99,1003,1572
13447347-21-14,0.2916666666666667,1003-0-20-1,1572-0-99-99,1003,1572
13452119-20-55,0.7916666666666666,1003-0-20-1,1572-0-99-99,1003,1572
13450880-21-1,0.7916666666666666,1003-0-20-1,1572-0-99-99,1003,1572
13463771-20-12,0.16666666666666666,1003-0-20-1,1572-0-99-99,1003,1572
13447347-21-21,0.8333333333333334,1003-0-20-1,1572-0-99-99,1003,1572
13450997-21-1,0.7916666666666666,1003-0-20-1,1572-0-99-99,1003,1572
13447347-21-9,0.375,1003-0-20-1,1572-0-99-99,1003,1572
13451762-20-57,0.7916666666666666,1003-0-20-1,1572-0-99-99,1003,1572
13447347-21-20,0.8333333333333334,1003-0-20-1,1572-0-99-99,1003,1572
13447347-21-11,0.2916666666666667,1003-0-20-1,1572-0-99-99,1003,1572
13447347-21-16,0.25,1003-0-20-1,1572-0-99-99,1003,1572
13463771-20-13,0.16666666666666666,1003-0-20-1,1572-0-99-99,1003,1572
13447347-21-18,0.8333333333333334,1003-0-20-1,1572-0-99-99,1003,1572
13451513-20-58,0.7916666666666666,1003-0-20-1,1572-0-99-99,1003,1572
13447347-21-12,0.2916666666666667,1003-0-20-1,1572-0-99-99,1003,1572
13448187-21-6,0.4166666666666667,1003-0-20-1,1572-0-99-99,1003,1572
13447347-21-23,0.8333333333333334,1003-0-20-1,1572-0-99-99,1003,1572
13448888-21-3,0.5833333333333334,1003-0-20-1,1572-0-99-99,1003,1572
13463995-20-11,0.16666666666666666,1003-0-20-1,1572-0-99-99,1003,1572
13464286-20-9,0.3333333333333333,1003-0-20-1,1572-0-99-99,1003,1572
13464286-20-7,0.3333333333333333,1003-0-20-1,1572-0-99-99,1003,1572
13464286-20-11,0.3333333333333333,1003-0-20-1,1572-0-99-99,1003,1572
13464286-20-8,0.16666666666666666,1003-0-20-1,1572-0-99-99,1003,1572
13464286-20-10,0.16666666666666666,1003-0-20-1,1572-0-99-99,1003,1572
13447347-21-15,0.125,1003-0-20-1,1572-0-99-99,1003,1572
13447347-21-13,0.125,1003-0-20-1,1572-0-99-99,1003,1572
13463420-20-14,0.16666666666666666,1003-0-20-1,1572-0-99-99,1003,1572
13448187-21-12,0.041666666666666664,1003-0-20-1,1572-0-99-99,1003,1572
20105765-21-17,0.5,1003-0-20-1,1572-0-99-99,1003,1572
13448187-21-13,0.041666666666666664,1003-0-20-1,1572-0-99-99,1003,1572
13448187-21-11,0.041666666666666664,1003-0-20-1,1572-0-99-99,1003,1572
13447596-21-17,0.5,1003-0-20-1,1572-0-99-99,1003,1572
13448187-21-14,0.041666666666666664,1003-0-20-1,1572-0-99-99,1003,1572
13448187-21-8,0.041666666666666664,1003-0-20-1,1572-0-99-99,1003,1572
13448187-21-9,0.041666666666666664,1003-0-20-1,1572-0-99-99,1003,1572
13448187-21-16,0.5,1003-0-20-1,1572-0-99-99,1003,1572
13448187-21-10,0.041666666666666664,1003-0-20-1,1572-0-99-99,1003,1572
13448888-21-7,0.08333333333333333,1003-0-20-1,1572-0-99-99,1003,1572
13448888-21-5,0.16666666666666666,1003-0-20-1,1572-0-99-99,1003,1572
13448608-21-15,0.4166666666666667,1003-0-20-1,1572-0-99-99,1003,1572
13448888-21-8,0.16666666666666666,1003-0-20-1,1572-0-99-99,1003,1572
13448888-21-14,0.4166666666666667,1003-0-20-1,1572-0-99-99,1003,1572
13448888-21-10,0.125,1003-0-20-1,1572-0-99-99,1003,1572
13448888-21-6,0.16666666666666666,1003-0-20-1,1572-0-99-99,1003,1572
13448888-21-12,0.125,1003-0-20-1,1572-0-99-99,1003,1572
13448888-21-11,0.08333333333333333,1003-0-20-1,1572-0-99-99,1003,1572
13448888-21-9,0.041666666666666664,1003-0-20-1,1572-0-99-99,1003,1572
13449625-21-13,0.2916666666666667,1003-0-20-1,1572-0-99-99,1003,1572
13449625-21-9,0.041666666666666664,1003-0-20-1,1572-0-99-99,1003,1572
13449625-21-11,0.041666666666666664,1003-0-20-1,1572-0-99-99,1003,1572
13449983-21-9,0.08333333333333333,1003-0-20-1,1572-0-99-99,1003,1572
13449983-21-12,0.25,1003-0-20-1,1572-0-99-99,1003,1572
13450880-21-3,0.20833333333333334,1003-0-20-1,1572-0-99-99,1003,1572
13449983-21-10,0.08333333333333333,1003-0-20-1,1572-0-99-99,1003,1572
13450255-21-8,0.08333333333333333,1003-0-20-1,1572-0-99-99,1003,1572
13450255-21-9,0.08333333333333333,1003-0-20-1,1572-0-99-99,1003,1572
13450255-21-11,0.16666666666666666,1003-0-20-1,1572-0-99-99,1003,1572
13450532-21-8,0.08333333333333333,1003-0-20-1,1572-0-99-99,1003,1572
13450532-21-10,0.08333333333333333,1003-0-20-1,1572-0-99-99,1003,1572
13450532-21-7,0.08333333333333333,1003-0-20-1,1572-0-99-99,1003,1572
13447596-21-15,0.041666666666666664,1003-0-20-1,1572-0-99-99,1003,1572
20105765-21-15,0.041666666666666664,1003-0-20-1,1572-0-99-99,1003,1572
13445039-21-15,0.041666666666666664,1003-0-20-1,1572-0-99-99,1003,1572
13446901-21-10,0.08333333333333333,1003-0-20-1,1572-0-99-99,1003,1572
13446901-21-17,0.08333333333333333,1003-0-20-1,1572-0-99-99,1003,1572
13446901-21-13,0.041666666666666664,1003-0-20-1,1572-0-99-99,1003,1572
13446901-21-14,0.041666666666666664,1003-0-20-1,1572-0-99-99,1003,1572
13446901-21-15,0.041666666666666664,1003-0-20-1,1572-0-99-99,1003,1572
13446901-21-12,0.041666666666666664,1003-0-20-1,1572-0-99-99,1003,1572
13447347-21-17,0.08333333333333333,1003-0-20-1,1572-0-99-99,1003,1572
13447347-21-19,0.08333333333333333,1003-0-20-1,1572-0-99-99,1003,1572
220-20-29,0.9152542372881356,1004-0-20-1,1166-0-99-99,1004,1166
106-20-39,0.5084745762711864,1004-0-20-1,1166-0-99-99,1004,1166
220-20-32,0.7627118644067796,1004-0-20-1,1166-0-99-99,1004,1166
13462891-20-22,0.9152542372881356,1004-0-20-1,1166-0-99-99,1004,1166
211-20-48,0.2033898305084746,1004-0-20-1,1166-0-99-99,1004,1166
13463522-20-19,0.9152542372881356,1004-0-20-1,1166-0-99-99,1004,1166
13463245-20-20,0.9152542372881356,1004-0-20-1,1166-0-99-99,1004,1166
212-20-46,0.2542372881355932,1004-0-20-1,1166-0-99-99,1004,1166
13463535-21-1,1.0,1004-0-20-1,1166-0-99-99,1004,1166
220-20-27,0.9152542372881356,1004-0-20-1,1166-0-99-99,1004,1166
13465276-20-7,0.3050847457627119,1004-0-20-1,1166-0-99-99,1004,1166
13463166-20-21,0.9152542372881356,1004-0-20-1,1166-0-99-99,1004,1166
210-20-54,0.9491525423728814,1004-0-20-1,1166-0-99-99,1004,1166
13463796-20-19,0.9152542372881356,1004-0-20-1,1166-0-99-99,1004,1166
215-20-40,0.4576271186440678,1004-0-20-1,1166-0-99-99,1004,1166
13465276-20-10,0.3050847457627119,1004-0-20-1,1166-0-99-99,1004,1166
217-20-35,0.6101694915254238,1004-0-20-1,1166-0-99-99,1004,1166
219-20-33,0.711864406779661,1004-0-20-1,1166-0-99-99,1004,1166
214-20-43,0.3050847457627119,1004-0-20-1,1166-0-99-99,1004,1166
13462518-20-23,0.9152542372881356,1004-0-20-1,1166-0-99-99,1004,1166
156-20-42,0.4067796610169492,1004-0-20-1,1166-0-99-99,1004,1166
1004-20-1,1.0,1004-0-20-1,1166-0-99-99,1004,1166
13464313-20-58,1.0,1004-0-20-1,1166-0-99-99,1004,1166
218-20-34,0.711864406779661,1004-0-20-1,1166-0-99-99,1004,1166
13463535-21-3,1.0,1004-0-20-1,1166-0-99-99,1004,1166
216-20-36,0.559322033898305,1004-0-20-1,1166-0-99-99,1004,1166
210-20-52,1.0,1004-0-20-1,1166-0-99-99,1004,1166
220-20-25,0.9152542372881356,1004-0-20-1,1166-0-99-99,1004,1166
210-20-48,0.2033898305084746,1004-0-20-1,1166-0-99-99,1004,1166
13463882-21-0,1.0,1004-0-20-1,1166-0-99-99,1004,1166
210-20-51,0.05084745762711865,1004-0-20-1,1166-0-99-99,1004,1166
210-20-50,0.2033898305084746,1004-0-20-1,1166-0-99-99,1004,1166
1166-99-99,1.0,1004-0-20-1,1166-0-99-99,1004,1166
13465276-20-8,0.3050847457627119,1004-0-20-1,1166-0-99-99,1004,1166
13465276-20-12,0.3050847457627119,1004-0-20-1,1166-0-99-99,1004,1166
13464254-20-16,0.9152542372881356,1004-0-20-1,1166-0-99-99,1004,1166
210-20-56,1.0,1004-0-20-1,1166-0-99-99,1004,1166
13464662-20-15,0.9152542372881356,1004-0-20-1,1166-0-99-99,1004,1166
13464855-20-13,0.6271186440677966,1004-0-20-1,1166-0-99-99,1004,1166
13462117-20-24,0.9152542372881356,1004-0-20-1,1166-0-99-99,1004,1166
213-20-45,0.2542372881355932,1004-0-20-1,1166-0-99-99,1004,1166
13464778-20-57,1.0,1004-0-20-1,1166-0-99-99,1004,1166
220-20-30,0.7627118644067796,1004-0-20-1,1166-0-99-99,1004,1166
210-20-53,0.05084745762711865,1004-0-20-1,1166-0-99-99,1004,1166
220-20-28,0.9152542372881356,1004-0-20-1,1166-0-99-99,1004,1166
13465276-20-9,0.3050847457627119,1004-0-20-1,1166-0-99-99,1004,1166
13465703-20-54,0.05084745762711865,1004-0-20-1,1166-0-99-99,1004,1166
13464855-20-11,0.3220338983050847,1004-0-20-1,1166-0-99-99,1004,1166
13464662-20-13,0.3050847457627119,1004-0-20-1,1166-0-99-99,1004,1166
211-20-51,0.7966101694915254,1004-0-20-1,1166-0-99-99,1004,1166
212-20-50,0.7966101694915254,1004-0-20-1,1166-0-99-99,1004,1166
212-20-48,0.05084745762711865,1004-0-20-1,1166-0-99-99,1004,1166
213-20-48,0.7457627118644068,1004-0-20-1,1166-0-99-99,1004,1166
214-20-45,0.05084745762711865,1004-0-20-1,1166-0-99-99,1004,1166
214-20-47,0.7457627118644068,1004-0-20-1,1166-0-99-99,1004,1166
156-20-46,0.6949152542372882,1004-0-20-1,1166-0-99-99,1004,1166
156-20-44,0.05084745762711865,1004-0-20-1,1166-0-99-99,1004,1166
215-20-44,0.6440677966101694,1004-0-20-1,1166-0-99-99,1004,1166
215-20-42,0.05084745762711865,1004-0-20-1,1166-0-99-99,1004,1166
106-20-43,0.5423728813559322,1004-0-20-1,1166-0-99-99,1004,1166
216-20-40,0.4915254237288136,1004-0-20-1,1166-0-99-99,1004,1166
216-20-38,0.05084745762711865,1004-0-20-1,1166-0-99-99,1004,1166
217-20-37,0.05084745762711865,1004-0-20-1,1166-0-99-99,1004,1166
217-20-39,0.4406779661016949,1004-0-20-1,1166-0-99-99,1004,1166
218-20-36,0.1016949152542373,1004-0-20-1,1166-0-99-99,1004,1166
218-20-38,0.3898305084745763,1004-0-20-1,1166-0-99-99,1004,1166
13465231-20-21,0.05084745762711865,1004-0-20-1,1166-0-99-99,1004,1166
218-20-31,0.05084745762711865,1004-0-20-1,1166-0-99-99,1004,1166
13464658-20-24,0.05084745762711865,1004-0-20-1,1166-0-99-99,1004,1166
13465231-20-23,0.05084745762711865,1004-0-20-1,1166-0-99-99,1004,1166
13462704-20-29,0.05084745762711865,1004-0-20-1,1166-0-99-99,1004,1166
218-20-35,0.05084745762711865,1004-0-20-1,1166-0-99-99,1004,1166
13464398-20-25,0.05084745762711865,1004-0-20-1,1166-0-99-99,1004,1166
13463801-20-27,0.05084745762711865,1004-0-20-1,1166-0-99-99,1004,1166
13463084-20-28,0.05084745762711865,1004-0-20-1,1166-0-99-99,1004,1166
13464177-20-26,0.05084745762711865,1004-0-20-1,1166-0-99-99,1004,1166
218-20-33,0.05084745762711865,1004-0-20-1,1166-0-99-99,1004,1166
13463447-20-27,0.05084745762711865,1004-0-20-1,1166-0-99-99,1004,1166
13465231-20-19,0.03389830508474576,1004-0-20-1,1166-0-99-99,1004,1166
13464948-20-14,0.01694915254237288,1004-0-20-1,1166-0-99-99,1004,1166
13465109-20-18,0.03389830508474576,1004-0-20-1,1166-0-99-99,1004,1166
13464948-20-16,0.03389830508474576,1004-0-20-1,1166-0-99-99,1004,1166
13465017-20-17,0.03389830508474576,1004-0-20-1,1166-0-99-99,1004,1166
13464855-20-12,0.01694915254237288,1004-0-20-1,1166-0-99-99,1004,1166
13464855-20-15,0.01694915254237288,1004-0-20-1,1166-0-99-99,1004,1166
219-20-35,0.05084745762711865,1004-0-20-1,1166-0-99-99,1004,1166
219-20-37,0.288135593220339,1004-0-20-1,1166-0-99-99,1004,1166
220-20-33,0.15254237288135594,1004-0-20-1,1166-0-99-99,1004,1166
220-20-31,0.2033898305084746,1004-0-20-1,1166-0-99-99,1004,1166
220-20-35,0.23728813559322035,1004-0-20-1,1166-0-99-99,1004,1166
13463111-20-24,0.03389830508474576,1004-0-20-1,1166-0-99-99,1004,1166
221-20-34,0.0847457627118644,1004-0-20-1,1166-0-99-99,1004,1166
13462203-20-26,0.03389830508474576,1004-0-20-1,1166-0-99-99,1004,1166
221-20-32,0.0847457627118644,1004-0-20-1,1166-0-99-99,1004,1166
13463478-20-21,0.01694915254237288,1004-0-20-1,1166-0-99-99,1004,1166
13461657-20-28,0.03389830508474576,1004-0-20-1,1166-0-99-99,1004,1166
221-20-30,0.03389830508474576,1004-0-20-1,1166-0-99-99,1004,1166
13462504-20-26,0.03389830508474576,1004-0-20-1,1166-0-99-99,1004,1166
13462887-20-25,0.03389830508474576,1004-0-20-1,1166-0-99-99,1004,1166
13463478-20-23,0.03389830508474576,1004-0-20-1,1166-0-99-99,1004,1166
13463743-20-19,0.01694915254237288,1004-0-20-1,1166-0-99-99,1004,1166
13463743-20-20,0.01694915254237288,1004-0-20-1,1166-0-99-99,1004,1166
13463743-20-22,0.01694915254237288,1004-0-20-1,1166-0-99-99,1004,1166
222-20-33,0.05084745762711865,1004-0-20-1,1166-0-99-99,1004,1166
106-20-41,0.05084745762711865,1004-0-20-1,1166-0-99-99,1004,1166
223-20-30,0.5,1004-0-20-1,1251-0-99-99,1004,1251
13463317-20-24,0.5,1004-0-20-1,1251-0-99-99,1004,1251
13464614-20-10,0.16666666666666666,1004-0-20-1,1251-0-99-99,1004,1251
225-20-38,1.0,1004-0-20-1,1251-0-99-99,1004,1251
13462225-20-27,0.5,1004-0-20-1,1251-0-99-99,1004,1251
13463942-20-17,0.5,1004-0-20-1,1251-0-99-99,1004,1251
13464179-20-15,0.5,1004-0-20-1,1251-0-99-99,1004,1251
13464286-20-14,0.5,1004-0-20-1,1251-0-99-99,1004,1251
1251-99-99,1.0,1004-0-20-1,1251-0-99-99,1004,1251
13464374-20-13,0.5,1004-0-20-1,1251-0-99-99,1004,1251
1004-20-1,1.0,1004-0-20-1,1251-0-99-99,1004,1251
13463942-20-19,0.5,1004-0-20-1,1251-0-99-99,1004,1251
13462844-20-25,0.5,1004-0-20-1,1251-0-99-99,1004,1251
13463942-20-22,0.5,1004-0-20-1,1251-0-99-99,1004,1251
13464498-20-12,0.5,1004-0-20-1,1251-0-99-99,1004,1251
223-20-34,1.0,1004-0-20-1,1251-0-99-99,1004,1251
13461380-20-29,0.5,1004-0-20-1,1251-0-99-99,1004,1251
13463537-20-23,0.5,1004-0-20-1,1251-0-99-99,1004,1251
13464067-20-16,0.5,1004-0-20-1,1251-0-99-99,1004,1251
224-20-36,1.0,1004-0-20-1,1251-0-99-99,1004,1251
225-20-40,1.0,1004-0-20-1,1251-0-99-99,1004,1251
13461623-20-28,0.5,1004-0-20-1,1251-0-99-99,1004,1251
223-20-32,0.5,1004-0-20-1,1251-0-99-99,1004,1251
13462427-20-26,0.5,1004-0-20-1,1251-0-99-99,1004,1251
13463942-20-20,0.5,1004-0-20-1,1251-0-99-99,1004,1251
13464614-20-12,0.5,1004-0-20-1,1251-0-99-99,1004,1251
13464709-20-8,0.16666666666666666,1004-0-20-1,1251-0-99-99,1004,1251
13464709-20-11,0.3333333333333333,1004-0-20-1,1251-0-99-99,1004,1251
13464709-20-7,0.16666666666666666,1004-0-20-1,1251-0-99-99,1004,1251
13464709-20-9,0.16666666666666666,1004-0-20-1,1251-0-99-99,1004,1251
13464771-20-10,0.16666666666666666,1004-0-20-1,1251-0-99-99,1004,1251
13464771-20-8,0.16666666666666666,1004-0-20-1,1251-0-99-99,1004,1251
220-20-29,0.5,1004-0-20-1,1251-0-99-99,1004,1251
13464662-20-13,0.16666666666666666,1004-0-20-1,1251-0-99-99,1004,1251
13462891-20-22,0.5,1004-0-20-1,1251-0-99-99,1004,1251
13463522-20-19,0.5,1004-0-20-1,1251-0-99-99,1004,1251
13463245-20-20,0.5,1004-0-20-1,1251-0-99-99,1004,1251
222-20-33,0.5,1004-0-20-1,1251-0-99-99,1004,1251
220-20-27,0.5,1004-0-20-1,1251-0-99-99,1004,1251
13463166-20-21,0.5,1004-0-20-1,1251-0-99-99,1004,1251
13463796-20-19,0.5,1004-0-20-1,1251-0-99-99,1004,1251
13462518-20-23,0.5,1004-0-20-1,1251-0-99-99,1004,1251
220-20-31,0.5,1004-0-20-1,1251-0-99-99,1004,1251
221-20-32,0.5,1004-0-20-1,1251-0-99-99,1004,1251
220-20-25,0.5,1004-0-20-1,1251-0-99-99,1004,1251
13464254-20-16,0.5,1004-0-20-1,1251-0-99-99,1004,1251
13464662-20-15,0.5,1004-0-20-1,1251-0-99-99,1004,1251
13462117-20-24,0.5,1004-0-20-1,1251-0-99-99,1004,1251
220-20-28,0.5,1004-0-20-1,1251-0-99-99,1004,1251
