INT_ID,bc_single,o_node_time,d_node_time,o_node,d_node
13463183,1.0,1001-0-20-32,1272-0-99-99,1001,1272
13463573,1.0,1001-0-20-32,1272-0-99-99,1001,1272
13463082,1.0,1001-0-20-32,1272-0-99-99,1001,1272
13463787,1.0,1001-0-20-32,1272-0-99-99,1001,1272
13463478,1.0,1001-0-20-32,1272-0-99-99,1001,1272
13463705,1.0,1001-0-20-32,1272-0-99-99,1001,1272
13463279,1.0,1001-0-20-32,1272-0-99-99,1001,1272
13463796,1.0,1001-0-20-32,1272-0-99-99,1001,1272
1272,1.0,1001-0-20-32,1272-0-99-99,1001,1272
1001,1.0,1001-0-20-32,1272-0-99-99,1001,1272
13463372,1.0,1001-0-20-32,1272-0-99-99,1001,1272
13462953,1.0,1001-0-20-32,1272-0-99-99,1001,1272
13463892,1.0,1001-0-20-32,1272-0-99-99,1001,1272
13463317,1.0,1001-0-20-32,1272-0-99-99,1001,1272
13463942,1.0,1001-0-20-32,1272-0-99-99,1001,1272
13463537,1.0,1001-0-20-32,1272-0-99-99,1001,1272
13462844,1.0,1001-0-20-32,1272-0-99-99,1001,1272
13464286,0.1111111111111111,1003-0-20-32,1270-0-99-99,1003,1270
13464709,0.4444444444444444,1003-0-20-32,1270-0-99-99,1003,1270
1270,1.0,1003-0-20-32,1270-0-99-99,1003,1270
1003,1.0,1003-0-20-32,1270-0-99-99,1003,1270
13464771,0.4444444444444444,1003-0-20-32,1270-0-99-99,1003,1270
13464614,0.4444444444444444,1003-0-20-32,1270-0-99-99,1003,1270
13464498,0.3333333333333333,1003-0-20-32,1270-0-99-99,1003,1270
13464374,0.3333333333333333,1003-0-20-32,1270-0-99-99,1003,1270
13464758,0.1111111111111111,1003-0-20-32,1270-0-99-99,1003,1270
13464606,0.1111111111111111,1003-0-20-32,1270-0-99-99,1003,1270
13445921,1.0,1003-0-20-32,1572-0-99-99,1003,1572
227,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13445495,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13461975,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13452476,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13450997,1.0,1003-0-20-32,1572-0-99-99,1003,1572
1572,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13446543,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13445220,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13447347,0.6,1003-0-20-32,1572-0-99-99,1003,1572
13499223,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13448187,0.6,1003-0-20-32,1572-0-99-99,1003,1572
13443365,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13443118,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13451513,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13446227,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13463183,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13443303,1.0,1003-0-20-32,1572-0-99-99,1003,1572
225,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13446406,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13446120,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13442935,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13463771,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13452119,1.0,1003-0-20-32,1572-0-99-99,1003,1572
226,1.0,1003-0-20-32,1572-0-99-99,1003,1572
1003,1.0,1003-0-20-32,1572-0-99-99,1003,1572
13446727,1.0,1003-0-20-32,1572-0-99-99,1003,1572
