node_id,tv_bc_single,o_node_time,d_node_time,o_node,d_node
13464771-21-10,1.0,1003-0-20-57,1270-0-99-99,1003,1270
13464374-21-6,1.0,1003-0-20-57,1270-0-99-99,1003,1270
13464286-21-3,0.5,1003-0-20-57,1270-0-99-99,1003,1270
13464286-21-5,0.5,1003-0-20-57,1270-0-99-99,1003,1270
13445495-22-33,0.5,1003-0-20-57,1572-0-99-99,1003,1572
13452119-21-55,1.0,1003-0-20-57,1572-0-99-99,1003,1572
228-21-46,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13461716-21-21,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13447093-22-17,1.0,1003-0-20-57,1572-0-99-99,1003,1572
228-21-47,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13446120-22-21,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13448187-22-6,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13463420-21-16,0.8666666666666667,1003-0-20-57,1572-0-99-99,1003,1572
13447347-22-11,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13443118-22-46,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13445495-22-32,0.6,1003-0-20-57,1572-0-99-99,1003,1572
13444364-22-42,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13450880-22-1,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13442935-22-47,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13462774-21-18,1.0,1003-0-20-57,1572-0-99-99,1003,1572
228-21-43,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13463995-21-14,0.6666666666666666,1003-0-20-57,1572-0-99-99,1003,1572
13445495-22-35,0.6,1003-0-20-57,1572-0-99-99,1003,1572
13445495-22-36,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13445220-22-41,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13443303-22-46,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13445495-22-26,0.4,1003-0-20-57,1572-0-99-99,1003,1572
13445621-22-23,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13445495-22-27,0.3,1003-0-20-57,1572-0-99-99,1003,1572
13445495-22-28,0.3,1003-0-20-57,1572-0-99-99,1003,1572
13452476-21-53,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13446543-22-19,1.0,1003-0-20-57,1572-0-99-99,1003,1572
222-21-23,1.0,1003-0-20-57,1572-0-99-99,1003,1572
222-21-26,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13446227-22-21,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13445495-22-37,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13446051-22-21,1.0,1003-0-20-57,1572-0-99-99,1003,1572
223-21-29,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13445495-22-31,0.5,1003-0-20-57,1572-0-99-99,1003,1572
13446727-22-19,1.0,1003-0-20-57,1572-0-99-99,1003,1572
228-21-48,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13461975-21-20,1.0,1003-0-20-57,1572-0-99-99,1003,1572
225-21-33,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13445495-22-40,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13450997-22-1,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13446675-22-19,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13445495-22-30,0.3,1003-0-20-57,1572-0-99-99,1003,1572
222-21-25,1.0,1003-0-20-57,1572-0-99-99,1003,1572
1003-20-57,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13445495-22-24,0.7,1003-0-20-57,1572-0-99-99,1003,1572
13443728-22-43,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13444054-22-43,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13446406-22-20,1.0,1003-0-20-57,1572-0-99-99,1003,1572
222-21-28,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13444943-22-41,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13462283-21-19,1.0,1003-0-20-57,1572-0-99-99,1003,1572
228-21-50,1.0,1003-0-20-57,1572-0-99-99,1003,1572
227-21-39,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13463771-21-9,0.2,1003-0-20-57,1572-0-99-99,1003,1572
13447347-22-9,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13447347-22-12,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13445495-22-34,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13445921-22-22,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13443640-22-45,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13447347-22-13,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13446621-22-19,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13451762-21-57,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13445495-22-29,0.5,1003-0-20-57,1572-0-99-99,1003,1572
13443365-22-44,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13447211-22-17,1.0,1003-0-20-57,1572-0-99-99,1003,1572
228-21-45,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13447347-22-15,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13445741-22-23,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13499223-22-23,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13463995-21-12,0.2,1003-0-20-57,1572-0-99-99,1003,1572
13445495-22-38,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13442935-22-49,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13463771-21-11,0.2,1003-0-20-57,1572-0-99-99,1003,1572
13446990-22-18,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13463771-21-15,0.8,1003-0-20-57,1572-0-99-99,1003,1572
13451513-21-58,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13443453-22-44,1.0,1003-0-20-57,1572-0-99-99,1003,1572
1572-99-99,1.0,1003-0-20-57,1572-0-99-99,1003,1572
226-21-35,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13448888-22-3,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13461356-21-22,1.0,1003-0-20-57,1572-0-99-99,1003,1572
224-21-32,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13463771-21-8,0.2,1003-0-20-57,1572-0-99-99,1003,1572
13464286-21-13,0.6,1003-0-20-57,1572-0-99-99,1003,1572
13463183-21-17,0.9333333333333333,1003-0-20-57,1572-0-99-99,1003,1572
13446875-22-18,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13444651-22-42,1.0,1003-0-20-57,1572-0-99-99,1003,1572
13463183-21-14,0.06666666666666667,1003-0-20-57,1572-0-99-99,1003,1572
13463183-21-13,0.06666666666666667,1003-0-20-57,1572-0-99-99,1003,1572
13463183-21-15,0.06666666666666667,1003-0-20-57,1572-0-99-99,1003,1572
30022876-22-33,0.4,1003-0-20-57,1572-0-99-99,1003,1572
13444502-22-31,0.3,1003-0-20-57,1572-0-99-99,1003,1572
13463420-21-10,0.06666666666666667,1003-0-20-57,1572-0-99-99,1003,1572
13463420-21-13,0.06666666666666667,1003-0-20-57,1572-0-99-99,1003,1572
13463420-21-11,0.06666666666666667,1003-0-20-57,1572-0-99-99,1003,1572
13463420-21-12,0.06666666666666667,1003-0-20-57,1572-0-99-99,1003,1572
13463420-21-14,0.06666666666666667,1003-0-20-57,1572-0-99-99,1003,1572
13463771-21-13,0.13333333333333333,1003-0-20-57,1572-0-99-99,1003,1572
13463771-21-12,0.06666666666666667,1003-0-20-57,1572-0-99-99,1003,1572
13463771-21-10,0.06666666666666667,1003-0-20-57,1572-0-99-99,1003,1572
13463995-21-6,0.13333333333333333,1003-0-20-57,1572-0-99-99,1003,1572
13463995-21-10,0.13333333333333333,1003-0-20-57,1572-0-99-99,1003,1572
13463995-21-8,0.13333333333333333,1003-0-20-57,1572-0-99-99,1003,1572
13463995-21-7,0.13333333333333333,1003-0-20-57,1572-0-99-99,1003,1572
13463995-21-5,0.13333333333333333,1003-0-20-57,1572-0-99-99,1003,1572
13463995-21-9,0.13333333333333333,1003-0-20-57,1572-0-99-99,1003,1572
13463995-21-11,0.06666666666666667,1003-0-20-57,1572-0-99-99,1003,1572
13464286-21-3,0.3333333333333333,1003-0-20-57,1572-0-99-99,1003,1572
13464286-21-7,0.26666666666666666,1003-0-20-57,1572-0-99-99,1003,1572
13464286-21-5,0.3333333333333333,1003-0-20-57,1572-0-99-99,1003,1572
13464286-21-11,0.4666666666666667,1003-0-20-57,1572-0-99-99,1003,1572
13464286-21-9,0.4666666666666667,1003-0-20-57,1572-0-99-99,1003,1572
13464286-21-4,0.13333333333333333,1003-0-20-57,1572-0-99-99,1003,1572
13464286-21-6,0.13333333333333333,1003-0-20-57,1572-0-99-99,1003,1572
13464374-21-5,0.06666666666666667,1003-0-20-57,1572-0-99-99,1003,1572
13464374-21-3,0.13333333333333333,1003-0-20-57,1572-0-99-99,1003,1572
13464374-21-6,0.2,1003-0-20-57,1572-0-99-99,1003,1572
13464374-21-4,0.13333333333333333,1003-0-20-57,1572-0-99-99,1003,1572
13464374-21-8,0.2,1003-0-20-57,1572-0-99-99,1003,1572
13464498-21-7,0.13333333333333333,1003-0-20-57,1572-0-99-99,1003,1572
13464286-21-10,0.13333333333333333,1003-0-20-57,1572-0-99-99,1003,1572
13464286-21-8,0.13333333333333333,1003-0-20-57,1572-0-99-99,1003,1572
13499223-22-25,0.3,1003-0-20-57,1572-0-99-99,1003,1572
13499223-22-26,0.3,1003-0-20-57,1572-0-99-99,1003,1572
13462774-21-16,0.06666666666666667,1003-0-20-57,1572-0-99-99,1003,1572
13499223-22-28,0.3,1003-0-20-57,1572-0-99-99,1003,1572
13444502-22-26,0.3,1003-0-20-57,1572-0-99-99,1003,1572
13444502-22-29,0.1,1003-0-20-57,1572-0-99-99,1003,1572
13444502-22-28,0.1,1003-0-20-57,1572-0-99-99,1003,1572
30022876-22-27,0.2,1003-0-20-57,1572-0-99-99,1003,1572
30022876-22-29,0.1,1003-0-20-57,1572-0-99-99,1003,1572
30022876-22-31,0.1,1003-0-20-57,1572-0-99-99,1003,1572
30022876-22-30,0.1,1003-0-20-57,1572-0-99-99,1003,1572
13499223-22-29,0.1,1003-0-20-57,1572-0-99-99,1003,1572
13499223-22-27,0.1,1003-0-20-57,1572-0-99-99,1003,1572
13499223-22-31,0.1,1003-0-20-57,1572-0-99-99,1003,1572
220-21-23,1.0,1004-0-20-57,1166-0-99-99,1004,1166
220-21-21,1.0,1004-0-20-57,1166-0-99-99,1004,1166
13463844-21-52,1.0,1004-0-20-57,1166-0-99-99,1004,1166
218-21-29,1.0,1004-0-20-57,1166-0-99-99,1004,1166
106-21-34,1.0,1004-0-20-57,1166-0-99-99,1004,1166
13464855-21-7,1.0,1004-0-20-57,1166-0-99-99,1004,1166
220-21-27,1.0,1004-0-20-57,1166-0-99-99,1004,1166
13462117-21-18,1.0,1004-0-20-57,1166-0-99-99,1004,1166
13465276-21-6,1.0,1004-0-20-57,1166-0-99-99,1004,1166
214-21-37,1.0,1004-0-20-57,1166-0-99-99,1004,1166
209-21-43,1.0,1004-0-20-57,1166-0-99-99,1004,1166
209-21-47,1.0,1004-0-20-57,1166-0-99-99,1004,1166
210-21-42,1.0,1004-0-20-57,1166-0-99-99,1004,1166
156-21-36,1.0,1004-0-20-57,1166-0-99-99,1004,1166
216-21-31,1.0,1004-0-20-57,1166-0-99-99,1004,1166
1004-20-57,1.0,1004-0-20-57,1166-0-99-99,1004,1166
213-21-38,1.0,1004-0-20-57,1166-0-99-99,1004,1166
13464495-21-50,1.0,1004-0-20-57,1166-0-99-99,1004,1166
13462518-21-17,1.0,1004-0-20-57,1166-0-99-99,1004,1166
13462891-21-16,1.0,1004-0-20-57,1166-0-99-99,1004,1166
13463844-21-54,1.0,1004-0-20-57,1166-0-99-99,1004,1166
13465276-21-3,1.0,1004-0-20-57,1166-0-99-99,1004,1166
215-21-35,1.0,1004-0-20-57,1166-0-99-99,1004,1166
219-21-28,1.0,1004-0-20-57,1166-0-99-99,1004,1166
13465276-21-4,1.0,1004-0-20-57,1166-0-99-99,1004,1166
13463245-21-14,1.0,1004-0-20-57,1166-0-99-99,1004,1166
220-21-19,1.0,1004-0-20-57,1166-0-99-99,1004,1166
220-21-25,1.0,1004-0-20-57,1166-0-99-99,1004,1166
13464892-21-49,1.0,1004-0-20-57,1166-0-99-99,1004,1166
13464254-21-10,1.0,1004-0-20-57,1166-0-99-99,1004,1166
209-21-45,1.0,1004-0-20-57,1166-0-99-99,1004,1166
13464662-21-9,1.0,1004-0-20-57,1166-0-99-99,1004,1166
13464191-21-51,1.0,1004-0-20-57,1166-0-99-99,1004,1166
13463796-21-13,1.0,1004-0-20-57,1166-0-99-99,1004,1166
13463522-21-13,1.0,1004-0-20-57,1166-0-99-99,1004,1166
217-21-30,1.0,1004-0-20-57,1166-0-99-99,1004,1166
212-21-40,1.0,1004-0-20-57,1166-0-99-99,1004,1166
220-21-24,1.0,1004-0-20-57,1166-0-99-99,1004,1166
1166-99-99,1.0,1004-0-20-57,1166-0-99-99,1004,1166
211-21-41,1.0,1004-0-20-57,1166-0-99-99,1004,1166
220-21-22,1.0,1004-0-20-57,1166-0-99-99,1004,1166
13463166-21-15,1.0,1004-0-20-57,1166-0-99-99,1004,1166
13461716-21-21,0.5,1004-0-20-57,1251-0-99-99,1004,1251
222-21-28,1.0,1004-0-20-57,1251-0-99-99,1004,1251
13462283-21-19,0.5,1004-0-20-57,1251-0-99-99,1004,1251
13464709-21-3,0.5,1004-0-20-57,1251-0-99-99,1004,1251
222-21-23,0.5,1004-0-20-57,1251-0-99-99,1004,1251
225-21-35,1.0,1004-0-20-57,1251-0-99-99,1004,1251
222-21-26,0.5,1004-0-20-57,1251-0-99-99,1004,1251
1004-20-57,1.0,1004-0-20-57,1251-0-99-99,1004,1251
13464498-21-7,0.5,1004-0-20-57,1251-0-99-99,1004,1251
13464286-21-11,0.5,1004-0-20-57,1251-0-99-99,1004,1251
13463420-21-16,0.5,1004-0-20-57,1251-0-99-99,1004,1251
13464709-21-4,0.5,1004-0-20-57,1251-0-99-99,1004,1251
13463771-21-15,0.5,1004-0-20-57,1251-0-99-99,1004,1251
13464286-21-9,0.5,1004-0-20-57,1251-0-99-99,1004,1251
223-21-29,1.0,1004-0-20-57,1251-0-99-99,1004,1251
13464614-21-7,0.5,1004-0-20-57,1251-0-99-99,1004,1251
13462774-21-18,0.5,1004-0-20-57,1251-0-99-99,1004,1251
13461356-21-22,0.5,1004-0-20-57,1251-0-99-99,1004,1251
224-21-32,1.0,1004-0-20-57,1251-0-99-99,1004,1251
13463995-21-14,0.5,1004-0-20-57,1251-0-99-99,1004,1251
13461975-21-20,0.5,1004-0-20-57,1251-0-99-99,1004,1251
13464709-21-6,0.5,1004-0-20-57,1251-0-99-99,1004,1251
13464286-21-13,0.5,1004-0-20-57,1251-0-99-99,1004,1251
13463183-21-17,0.5,1004-0-20-57,1251-0-99-99,1004,1251
225-21-33,1.0,1004-0-20-57,1251-0-99-99,1004,1251
1251-99-99,1.0,1004-0-20-57,1251-0-99-99,1004,1251
13464374-21-8,0.5,1004-0-20-57,1251-0-99-99,1004,1251
222-21-25,0.5,1004-0-20-57,1251-0-99-99,1004,1251
220-21-23,0.5,1004-0-20-57,1251-0-99-99,1004,1251
220-21-21,0.5,1004-0-20-57,1251-0-99-99,1004,1251
220-21-26,0.5,1004-0-20-57,1251-0-99-99,1004,1251
13464855-21-7,0.5,1004-0-20-57,1251-0-99-99,1004,1251
13462117-21-18,0.5,1004-0-20-57,1251-0-99-99,1004,1251
13465276-21-6,0.5,1004-0-20-57,1251-0-99-99,1004,1251
221-21-27,0.5,1004-0-20-57,1251-0-99-99,1004,1251
13462518-21-17,0.5,1004-0-20-57,1251-0-99-99,1004,1251
13462891-21-16,0.5,1004-0-20-57,1251-0-99-99,1004,1251
13465276-21-3,0.5,1004-0-20-57,1251-0-99-99,1004,1251
13465276-21-4,0.5,1004-0-20-57,1251-0-99-99,1004,1251
13463245-21-14,0.5,1004-0-20-57,1251-0-99-99,1004,1251
220-21-19,0.5,1004-0-20-57,1251-0-99-99,1004,1251
13464254-21-10,0.5,1004-0-20-57,1251-0-99-99,1004,1251
13464662-21-9,0.5,1004-0-20-57,1251-0-99-99,1004,1251
13463796-21-13,0.5,1004-0-20-57,1251-0-99-99,1004,1251
13463522-21-13,0.5,1004-0-20-57,1251-0-99-99,1004,1251
220-21-24,0.5,1004-0-20-57,1251-0-99-99,1004,1251
220-21-22,0.5,1004-0-20-57,1251-0-99-99,1004,1251
13463166-21-15,0.5,1004-0-20-57,1251-0-99-99,1004,1251
220-21-30,1.0,1005-0-20-57,1250-0-99-99,1005,1250
13465109-21-5,0.5,1005-0-20-57,1250-0-99-99,1005,1250
13465231-21-10,1.0,1005-0-20-57,1250-0-99-99,1005,1250
218-21-21,1.0,1005-0-20-57,1250-0-99-99,1005,1250
1250-99-99,1.0,1005-0-20-57,1250-0-99-99,1005,1250
218-21-23,1.0,1005-0-20-57,1250-0-99-99,1005,1250
218-21-25,1.0,1005-0-20-57,1250-0-99-99,1005,1250
13462704-21-19,1.0,1005-0-20-57,1250-0-99-99,1005,1250
13465231-21-11,1.0,1005-0-20-57,1250-0-99-99,1005,1250
13465109-21-7,0.5,1005-0-20-57,1250-0-99-99,1005,1250
13465231-21-13,1.0,1005-0-20-57,1250-0-99-99,1005,1250
219-21-28,1.0,1005-0-20-57,1250-0-99-99,1005,1250
13464658-21-14,1.0,1005-0-20-57,1250-0-99-99,1005,1250
13464398-21-15,1.0,1005-0-20-57,1250-0-99-99,1005,1250
222-21-32,1.0,1005-0-20-57,1250-0-99-99,1005,1250
13464177-21-16,1.0,1005-0-20-57,1250-0-99-99,1005,1250
224-21-36,1.0,1005-0-20-57,1250-0-99-99,1005,1250
13463801-21-17,1.0,1005-0-20-57,1250-0-99-99,1005,1250
13463084-21-18,1.0,1005-0-20-57,1250-0-99-99,1005,1250
13465231-21-8,1.0,1005-0-20-57,1250-0-99-99,1005,1250
13463447-21-17,1.0,1005-0-20-57,1250-0-99-99,1005,1250
218-21-24,1.0,1005-0-20-57,1250-0-99-99,1005,1250
221-21-31,1.0,1005-0-20-57,1250-0-99-99,1005,1250
225-21-37,1.0,1005-0-20-57,1250-0-99-99,1005,1250
225-21-39,1.0,1005-0-20-57,1250-0-99-99,1005,1250
1005-20-57,1.0,1005-0-20-57,1250-0-99-99,1005,1250
223-21-33,1.0,1005-0-20-57,1250-0-99-99,1005,1250
218-21-27,1.0,1005-0-20-57,1250-0-99-99,1005,1250
13465231-21-9,0.5,1005-0-20-57,1250-0-99-99,1005,1250
13466110-21-27,1.0,1006-0-20-57,1066-0-99-99,1006,1066
13465231-21-19,1.0,1006-0-20-57,1066-0-99-99,1006,1066
13465979-21-26,1.0,1006-0-20-57,1066-0-99-99,1006,1066
13466708-21-37,1.0,1006-0-20-57,1066-0-99-99,1006,1066
13466418-21-30,1.0,1006-0-20-57,1066-0-99-99,1006,1066
102-21-29,1.0,1006-0-20-57,1066-0-99-99,1006,1066
13466199-21-28,1.0,1006-0-20-57,1066-0-99-99,1006,1066
13465894-21-25,1.0,1006-0-20-57,1066-0-99-99,1006,1066
13465313-21-20,1.0,1006-0-20-57,1066-0-99-99,1006,1066
1006-20-57,1.0,1006-0-20-57,1066-0-99-99,1006,1066
13465795-21-24,1.0,1006-0-20-57,1066-0-99-99,1006,1066
13465673-21-23,1.0,1006-0-20-57,1066-0-99-99,1006,1066
13465017-21-17,1.0,1006-0-20-57,1066-0-99-99,1006,1066
1066-99-99,1.0,1006-0-20-57,1066-0-99-99,1006,1066
13465109-21-18,1.0,1006-0-20-57,1066-0-99-99,1006,1066
13466708-21-35,1.0,1006-0-20-57,1066-0-99-99,1006,1066
13464948-21-14,0.5,1006-0-20-57,1066-0-99-99,1006,1066
13465478-21-21,1.0,1006-0-20-57,1066-0-99-99,1006,1066
152-21-33,1.0,1006-0-20-57,1066-0-99-99,1006,1066
13465571-21-22,1.0,1006-0-20-57,1066-0-99-99,1006,1066
13464948-21-16,1.0,1006-0-20-57,1066-0-99-99,1006,1066
13464855-21-12,0.5,1006-0-20-57,1066-0-99-99,1006,1066
13464855-21-15,0.5,1006-0-20-57,1066-0-99-99,1006,1066
13464855-21-13,0.5,1006-0-20-57,1066-0-99-99,1006,1066
13464855-21-11,0.5,1006-0-20-57,1066-0-99-99,1006,1066
13449023-22-11,0.5,1006-0-20-57,1495-0-99-99,1006,1495
223-21-37,1.0,1006-0-20-57,1495-0-99-99,1006,1495
227-21-46,1.0,1006-0-20-57,1495-0-99-99,1006,1495
13449905-22-4,0.5,1006-0-20-57,1495-0-99-99,1006,1495
226-21-43,1.0,1006-0-20-57,1495-0-99-99,1006,1495
13463111-21-24,0.25,1006-0-20-57,1495-0-99-99,1006,1495
228-21-54,1.0,1006-0-20-57,1495-0-99-99,1006,1495
13464758-21-17,0.125,1006-0-20-57,1495-0-99-99,1006,1495
13448868-22-12,0.5,1006-0-20-57,1495-0-99-99,1006,1495
225-21-41,1.0,1006-0-20-57,1495-0-99-99,1006,1495
13449830-22-5,0.5,1006-0-20-57,1495-0-99-99,1006,1495
301-22-2,0.5,1006-0-20-57,1495-0-99-99,1006,1495
228-21-50,1.0,1006-0-20-57,1495-0-99-99,1006,1495
13449608-22-6,0.5,1006-0-20-57,1495-0-99-99,1006,1495
13464758-21-19,0.25,1006-0-20-57,1495-0-99-99,1006,1495
13448109-22-17,0.5,1006-0-20-57,1495-0-99-99,1006,1495
13449204-22-9,0.5,1006-0-20-57,1495-0-99-99,1006,1495
13462887-21-25,0.25,1006-0-20-57,1495-0-99-99,1006,1495
13448487-22-16,0.5,1006-0-20-57,1495-0-99-99,1006,1495
13464614-21-20,0.25,1006-0-20-57,1495-0-99-99,1006,1495
13462504-21-26,0.25,1006-0-20-57,1495-0-99-99,1006,1495
13447571-22-19,0.5,1006-0-20-57,1495-0-99-99,1006,1495
13449501-22-7,0.5,1006-0-20-57,1495-0-99-99,1006,1495
13449378-22-8,0.5,1006-0-20-57,1495-0-99-99,1006,1495
13446835-22-21,0.5,1006-0-20-57,1495-0-99-99,1006,1495
1006-20-57,1.0,1006-0-20-57,1495-0-99-99,1006,1495
228-21-52,1.0,1006-0-20-57,1495-0-99-99,1006,1495
13448254-22-17,0.5,1006-0-20-57,1495-0-99-99,1006,1495
13463478-21-23,0.25,1006-0-20-57,1495-0-99-99,1006,1495
221-21-32,0.25,1006-0-20-57,1495-0-99-99,1006,1495
224-21-39,1.0,1006-0-20-57,1495-0-99-99,1006,1495
301-22-0,0.5,1006-0-20-57,1495-0-99-99,1006,1495
13448378-22-16,0.5,1006-0-20-57,1495-0-99-99,1006,1495
13446878-22-22,0.5,1006-0-20-57,1495-0-99-99,1006,1495
221-21-33,0.25,1006-0-20-57,1495-0-99-99,1006,1495
221-21-35,1.0,1006-0-20-57,1495-0-99-99,1006,1495
13462203-21-26,0.25,1006-0-20-57,1495-0-99-99,1006,1495
1495-99-99,1.0,1006-0-20-57,1495-0-99-99,1006,1495
221-21-30,0.25,1006-0-20-57,1495-0-99-99,1006,1495
13464003-21-22,0.25,1006-0-20-57,1495-0-99-99,1006,1495
13461657-21-28,0.25,1006-0-20-57,1495-0-99-99,1006,1495
13446940-22-22,0.5,1006-0-20-57,1495-0-99-99,1006,1495
13463743-21-22,0.25,1006-0-20-57,1495-0-99-99,1006,1495
13448547-22-15,0.5,1006-0-20-57,1495-0-99-99,1006,1495
13448052-22-18,0.5,1006-0-20-57,1495-0-99-99,1006,1495
13447158-22-20,0.5,1006-0-20-57,1495-0-99-99,1006,1495
301-21-57,1.0,1006-0-20-57,1495-0-99-99,1006,1495
13447932-22-18,0.5,1006-0-20-57,1495-0-99-99,1006,1495
301-21-59,0.5,1006-0-20-57,1495-0-99-99,1006,1495
