o_node_time,d_node_time,INT_ID_o,INT_ID_d,route,bc_single
1001-0-11-12,1253-0-99-99,13463032,13462856,501.0,1.0
1001-0-11-12,1253-0-99-99,13463118,13463032,501.0,1.0
1001-0-11-12,1253-0-99-99,13463187,13463118,501.0,1.0
1001-0-11-12,1253-0-99-99,13463288,13463187,501.0,1.0
1001-0-11-12,1253-0-99-99,13463408,13463288,501.0,1.0
1001-0-11-12,1253-0-99-99,13463494,13463408,501.0,0.6666666666666666
1001-0-11-12,1253-0-99-99,13463652,13463494,501.0,0.3333333333333333
1002-0-11-12,1072-0-99-99,106,215,2.0,1.0
1002-0-11-12,1072-0-99-99,13460937,224,92.0,1.0
1002-0-11-12,1072-0-99-99,13461421,13460937,92.0,1.0
1002-0-11-12,1072-0-99-99,13461733,13461421,92.0,1.0
1002-0-11-12,1072-0-99-99,13462196,13461733,92.0,1.0
1002-0-11-12,1072-0-99-99,13462643,13462196,92.0,1.0
1002-0-11-12,1072-0-99-99,13462931,13462643,92.0,1.0
1002-0-11-12,1072-0-99-99,13463494,13462931,92.0,1.0
1002-0-11-12,1072-0-99-99,13463933,13463494,92.0,1.0
1002-0-11-12,1072-0-99-99,156,214,2.0,1.0
1002-0-11-12,1072-0-99-99,20235330,13463933,92.0,1.0
1002-0-11-12,1072-0-99-99,215,156,2.0,1.0
1002-0-11-12,1072-0-99-99,216,106,2.0,1.0
1002-0-11-12,1072-0-99-99,217,216,2.0,1.0
1002-0-11-12,1072-0-99-99,218,217,2.0,1.0
1002-0-11-12,1072-0-99-99,219,218,2.0,1.0
1002-0-11-12,1072-0-99-99,220,219,2.0,1.0
1002-0-11-12,1072-0-99-99,221,220,2.0,1.0
1002-0-11-12,1072-0-99-99,222,221,2.0,1.0
1002-0-11-12,1072-0-99-99,223,222,2.0,1.0
1002-0-11-12,1072-0-99-99,224,223,2.0,1.0
1011-0-11-12,1107-0-99-99,100,151,1.0,0.6666666666666666
1011-0-11-12,1107-0-99-99,101,100,1.0,0.3333333333333333
1011-0-11-12,1107-0-99-99,101,100,72.0,0.3333333333333333
1011-0-11-12,1107-0-99-99,101,102,1.0,0.3333333333333333
1011-0-11-12,1107-0-99-99,102,103,1.0,0.3333333333333333
1011-0-11-12,1107-0-99-99,103,104,1.0,0.3333333333333333
1011-0-11-12,1107-0-99-99,104,105,1.0,0.3333333333333333
1011-0-11-12,1107-0-99-99,105,106,1.0,0.3333333333333333
1011-0-11-12,1107-0-99-99,106,215,2.0,0.3333333333333333
1011-0-11-12,1107-0-99-99,13466977,13467067,72.0,1.0
1011-0-11-12,1107-0-99-99,13467067,13467485,72.0,1.0
1011-0-11-12,1107-0-99-99,13467182,13466977,72.0,1.0
1011-0-11-12,1107-0-99-99,13467444,13467182,72.0,0.5
1011-0-11-12,1107-0-99-99,13467485,13467665,72.0,1.0
1011-0-11-12,1107-0-99-99,13467665,13467854,72.0,1.0
1011-0-11-12,1107-0-99-99,13467752,101,72.0,1.0
1011-0-11-12,1107-0-99-99,13467854,13467923,72.0,1.0
1011-0-11-12,1107-0-99-99,13467923,13467752,72.0,1.0
1011-0-11-12,1107-0-99-99,151,152,1.0,0.6666666666666666
1011-0-11-12,1107-0-99-99,152,153,1.0,0.6666666666666666
1011-0-11-12,1107-0-99-99,153,154,1.0,0.6666666666666666
1011-0-11-12,1107-0-99-99,154,155,1.0,0.6666666666666666
1011-0-11-12,1107-0-99-99,155,156,1.0,0.6666666666666666
1011-0-11-12,1107-0-99-99,156,214,2.0,1.0
1011-0-11-12,1107-0-99-99,209,13466235,47.0,0.5
1011-0-11-12,1107-0-99-99,210,209,2.0,1.0
1011-0-11-12,1107-0-99-99,211,210,2.0,1.0
1011-0-11-12,1107-0-99-99,212,211,2.0,1.0
1011-0-11-12,1107-0-99-99,213,212,2.0,1.0
1011-0-11-12,1107-0-99-99,214,213,2.0,1.0
1011-0-11-12,1107-0-99-99,215,156,2.0,0.3333333333333333
1014-0-11-12,1025-0-99-99,13465784,13465975,514.0,1.0
1014-0-11-12,1025-0-99-99,13465975,14243510,514.0,1.0
1014-0-11-12,1025-0-99-99,13466240,13465784,514.0,1.0
1014-0-11-12,1025-0-99-99,13466241,13466404,514.0,1.0
1014-0-11-12,1025-0-99-99,13466404,13466482,514.0,1.0
1014-0-11-12,1025-0-99-99,13466454,13466240,514.0,0.5
1014-0-11-12,1025-0-99-99,14243510,13466241,514.0,1.0
1014-0-11-12,1038-0-99-99,101,102,1.0,0.5
1014-0-11-12,1038-0-99-99,102,103,1.0,0.5
1014-0-11-12,1038-0-99-99,103,104,1.0,0.5
1014-0-11-12,1038-0-99-99,13465784,13465975,514.0,1.0
1014-0-11-12,1038-0-99-99,13465975,14243510,514.0,1.0
1014-0-11-12,1038-0-99-99,13466240,13465784,514.0,1.0
1014-0-11-12,1038-0-99-99,13466241,13466404,514.0,1.0
1014-0-11-12,1038-0-99-99,13466404,13466482,514.0,1.0
1014-0-11-12,1038-0-99-99,13466454,13466240,514.0,0.5
1014-0-11-12,1038-0-99-99,13466482,13466630,514.0,1.0
1014-0-11-12,1038-0-99-99,13466630,13466729,514.0,1.0
1014-0-11-12,1038-0-99-99,13466729,101,514.0,0.5
1014-0-11-12,1038-0-99-99,14243510,13466241,514.0,1.0
1015-0-11-12,1049-0-99-99,100,151,1.0,0.5555555555555556
1015-0-11-12,1049-0-99-99,101,100,1.0,0.4444444444444444
1015-0-11-12,1049-0-99-99,101,13466960,504.0,0.4444444444444444
1015-0-11-12,1049-0-99-99,13466241,13466404,504.0,0.6666666666666666
1015-0-11-12,1049-0-99-99,13466241,14243510,504.0,0.2222222222222222
1015-0-11-12,1049-0-99-99,13466404,13466482,504.0,0.8888888888888888
1015-0-11-12,1049-0-99-99,13466482,13466630,504.0,0.8888888888888888
1015-0-11-12,1049-0-99-99,13466630,13466729,504.0,0.8888888888888888
1015-0-11-12,1049-0-99-99,13466668,13466801,121.0,0.1111111111111111
1015-0-11-12,1049-0-99-99,13466729,101,504.0,0.8888888888888888
1015-0-11-12,1049-0-99-99,13466801,13466844,121.0,0.1111111111111111
1015-0-11-12,1049-0-99-99,13466844,13466962,121.0,0.1111111111111111
1015-0-11-12,1049-0-99-99,13466914,13467239,121.0,0.1111111111111111
1015-0-11-12,1049-0-99-99,13466960,151,504.0,0.4444444444444444
1015-0-11-12,1049-0-99-99,13466962,13467011,121.0,0.1111111111111111
1015-0-11-12,1049-0-99-99,13467011,13466914,121.0,0.1111111111111111
1015-0-11-12,1049-0-99-99,13467239,100,121.0,0.1111111111111111
1015-0-11-12,1049-0-99-99,14243510,13466241,504.0,0.4444444444444444
1015-0-11-12,1049-0-99-99,151,152,1.0,1.0
1015-0-11-12,1049-0-99-99,152,153,1.0,1.0
1015-0-11-12,1049-0-99-99,153,154,1.0,1.0
1015-0-11-12,1052-0-99-99,13465795,13465894,502.0,1.0
1015-0-11-12,1052-0-99-99,13465894,13465979,502.0,1.0
1015-0-11-12,1052-0-99-99,13465979,13466110,502.0,1.0
1015-0-11-12,1052-0-99-99,13466110,13466199,502.0,1.0
1015-0-11-12,1052-0-99-99,13466199,102,502.0,1.0
1016-0-11-12,1036-0-99-99,13465784,13465975,504.0,0.16666666666666666
