INT_ID,bc_single,o_node_time,d_node_time,o_node,d_node
1253,1.0,1001-0-11-48,1253-0-99-99,1001,1253
13463187,1.0,1001-0-11-48,1253-0-99-99,1001,1253
13462856,1.0,1001-0-11-48,1253-0-99-99,1001,1253
13463288,1.0,1001-0-11-48,1253-0-99-99,1001,1253
13463032,1.0,1001-0-11-48,1253-0-99-99,1001,1253
1001,1.0,1001-0-11-48,1253-0-99-99,1001,1253
13463118,1.0,1001-0-11-48,1253-0-99-99,1001,1253
13463408,1.0,1001-0-11-48,1253-0-99-99,1001,1253
13463494,0.6666666666666666,1001-0-11-48,1253-0-99-99,1001,1253
13463652,0.3333333333333333,1001-0-11-48,1253-0-99-99,1001,1253
156,1.0,1002-0-11-48,1072-0-99-99,1002,1072
13462427,0.5,1002-0-11-48,1072-0-99-99,1002,1072
13463942,0.5,1002-0-11-48,1072-0-99-99,1002,1072
221,1.0,1002-0-11-48,1072-0-99-99,1002,1072
220,1.0,1002-0-11-48,1072-0-99-99,1002,1072
13463317,0.5,1002-0-11-48,1072-0-99-99,1002,1072
13462844,0.5,1002-0-11-48,1072-0-99-99,1002,1072
13461623,0.5,1002-0-11-48,1072-0-99-99,1002,1072
223,1.0,1002-0-11-48,1072-0-99-99,1002,1072
214,1.0,1002-0-11-48,1072-0-99-99,1002,1072
13462225,0.5,1002-0-11-48,1072-0-99-99,1002,1072
1072,1.0,1002-0-11-48,1072-0-99-99,1002,1072
1002,1.0,1002-0-11-48,1072-0-99-99,1002,1072
13461380,0.5,1002-0-11-48,1072-0-99-99,1002,1072
13463537,0.5,1002-0-11-48,1072-0-99-99,1002,1072
219,1.0,1002-0-11-48,1072-0-99-99,1002,1072
222,1.0,1002-0-11-48,1072-0-99-99,1002,1072
217,1.0,1002-0-11-48,1072-0-99-99,1002,1072
216,1.0,1002-0-11-48,1072-0-99-99,1002,1072
218,1.0,1002-0-11-48,1072-0-99-99,1002,1072
215,1.0,1002-0-11-48,1072-0-99-99,1002,1072
106,1.0,1002-0-11-48,1072-0-99-99,1002,1072
13460937,0.5,1002-0-11-48,1072-0-99-99,1002,1072
13461421,0.5,1002-0-11-48,1072-0-99-99,1002,1072
13462931,0.5,1002-0-11-48,1072-0-99-99,1002,1072
13463933,0.5,1002-0-11-48,1072-0-99-99,1002,1072
13461733,0.5,1002-0-11-48,1072-0-99-99,1002,1072
13463494,0.5,1002-0-11-48,1072-0-99-99,1002,1072
13462196,0.5,1002-0-11-48,1072-0-99-99,1002,1072
13462643,0.5,1002-0-11-48,1072-0-99-99,1002,1072
224,0.5,1002-0-11-48,1072-0-99-99,1002,1072
20235330,0.5,1002-0-11-48,1072-0-99-99,1002,1072
13466630,0.75,1011-0-11-48,1107-0-99-99,1011,1107
