INT_ID,bc_single,o_node_time,d_node_time,o_node,d_node
13463288,1.0,1001-0-11-29,1253-0-99-99,1001,1253
13462856,1.0,1001-0-11-29,1253-0-99-99,1001,1253
13463118,1.0,1001-0-11-29,1253-0-99-99,1001,1253
13463187,1.0,1001-0-11-29,1253-0-99-99,1001,1253
13463494,1.0,1001-0-11-29,1253-0-99-99,1001,1253
13463408,1.0,1001-0-11-29,1253-0-99-99,1001,1253
1253,1.0,1001-0-11-29,1253-0-99-99,1001,1253
1001,1.0,1001-0-11-29,1253-0-99-99,1001,1253
13463032,1.0,1001-0-11-29,1253-0-99-99,1001,1253
13463652,1.0,1001-0-11-29,1253-0-99-99,1001,1253
216,1.0,1002-0-11-29,1072-0-99-99,1002,1072
13462225,1.0,1002-0-11-29,1072-0-99-99,1002,1072
106,1.0,1002-0-11-29,1072-0-99-99,1002,1072
13461380,1.0,1002-0-11-29,1072-0-99-99,1002,1072
217,1.0,1002-0-11-29,1072-0-99-99,1002,1072
1072,1.0,1002-0-11-29,1072-0-99-99,1002,1072
218,1.0,1002-0-11-29,1072-0-99-99,1002,1072
156,1.0,1002-0-11-29,1072-0-99-99,1002,1072
214,1.0,1002-0-11-29,1072-0-99-99,1002,1072
220,1.0,1002-0-11-29,1072-0-99-99,1002,1072
215,1.0,1002-0-11-29,1072-0-99-99,1002,1072
1002,1.0,1002-0-11-29,1072-0-99-99,1002,1072
222,1.0,1002-0-11-29,1072-0-99-99,1002,1072
223,1.0,1002-0-11-29,1072-0-99-99,1002,1072
13463942,1.0,1002-0-11-29,1072-0-99-99,1002,1072
13462844,1.0,1002-0-11-29,1072-0-99-99,1002,1072
219,1.0,1002-0-11-29,1072-0-99-99,1002,1072
13463317,1.0,1002-0-11-29,1072-0-99-99,1002,1072
13463537,1.0,1002-0-11-29,1072-0-99-99,1002,1072
221,1.0,1002-0-11-29,1072-0-99-99,1002,1072
13462427,1.0,1002-0-11-29,1072-0-99-99,1002,1072
13461623,1.0,1002-0-11-29,1072-0-99-99,1002,1072
13467067,1.0,1011-0-11-29,1107-0-99-99,1011,1107
13467854,1.0,1011-0-11-29,1107-0-99-99,1011,1107
151,0.5,1011-0-11-29,1107-0-99-99,1011,1107
213,1.0,1011-0-11-29,1107-0-99-99,1011,1107
210,1.0,1011-0-11-29,1107-0-99-99,1011,1107
13467665,1.0,1011-0-11-29,1107-0-99-99,1011,1107
13467444,1.0,1011-0-11-29,1107-0-99-99,1011,1107
1011,1.0,1011-0-11-29,1107-0-99-99,1011,1107
1107,1.0,1011-0-11-29,1107-0-99-99,1011,1107
211,1.0,1011-0-11-29,1107-0-99-99,1011,1107
13467923,1.0,1011-0-11-29,1107-0-99-99,1011,1107
155,0.5,1011-0-11-29,1107-0-99-99,1011,1107
156,1.0,1011-0-11-29,1107-0-99-99,1011,1107
214,1.0,1011-0-11-29,1107-0-99-99,1011,1107
13467182,1.0,1011-0-11-29,1107-0-99-99,1011,1107
13467752,1.0,1011-0-11-29,1107-0-99-99,1011,1107
212,1.0,1011-0-11-29,1107-0-99-99,1011,1107
209,1.0,1011-0-11-29,1107-0-99-99,1011,1107
13467485,1.0,1011-0-11-29,1107-0-99-99,1011,1107
100,0.5,1011-0-11-29,1107-0-99-99,1011,1107
13466977,1.0,1011-0-11-29,1107-0-99-99,1011,1107
101,1.0,1011-0-11-29,1107-0-99-99,1011,1107
152,0.5,1011-0-11-29,1107-0-99-99,1011,1107
154,0.5,1011-0-11-29,1107-0-99-99,1011,1107
153,0.5,1011-0-11-29,1107-0-99-99,1011,1107
106,0.5,1011-0-11-29,1107-0-99-99,1011,1107
102,0.5,1011-0-11-29,1107-0-99-99,1011,1107
103,0.5,1011-0-11-29,1107-0-99-99,1011,1107
104,0.5,1011-0-11-29,1107-0-99-99,1011,1107
215,0.5,1011-0-11-29,1107-0-99-99,1011,1107
105,0.5,1011-0-11-29,1107-0-99-99,1011,1107
13466241,0.1111111111111111,1014-0-11-29,1025-0-99-99,1014,1025
1025,1.0,1014-0-11-29,1025-0-99-99,1014,1025
13466482,0.2222222222222222,1014-0-11-29,1025-0-99-99,1014,1025
13466404,0.2222222222222222,1014-0-11-29,1025-0-99-99,1014,1025
1014,1.0,1014-0-11-29,1025-0-99-99,1014,1025
13466240,0.1111111111111111,1014-0-11-29,1025-0-99-99,1014,1025
30029405,0.1111111111111111,1014-0-11-29,1025-0-99-99,1014,1025
13466427,0.1111111111111111,1014-0-11-29,1025-0-99-99,1014,1025
13466475,0.1111111111111111,1014-0-11-29,1025-0-99-99,1014,1025
13466633,0.1111111111111111,1014-0-11-29,1025-0-99-99,1014,1025
13466454,0.1111111111111111,1014-0-11-29,1025-0-99-99,1014,1025
13466241,0.375,1014-0-11-29,1038-0-99-99,1014,1038
13466630,0.375,1014-0-11-29,1038-0-99-99,1014,1038
103,0.75,1014-0-11-29,1038-0-99-99,1014,1038
13466482,0.375,1014-0-11-29,1038-0-99-99,1014,1038
104,0.375,1014-0-11-29,1038-0-99-99,1014,1038
13466404,0.375,1014-0-11-29,1038-0-99-99,1014,1038
13466729,0.375,1014-0-11-29,1038-0-99-99,1014,1038
1038,1.0,1014-0-11-29,1038-0-99-99,1014,1038
1014,1.0,1014-0-11-29,1038-0-99-99,1014,1038
101,0.75,1014-0-11-29,1038-0-99-99,1014,1038
102,0.75,1014-0-11-29,1038-0-99-99,1014,1038
13467067,0.5,1014-0-11-29,1038-0-99-99,1014,1038
13467854,0.5,1014-0-11-29,1038-0-99-99,1014,1038
13467923,0.5,1014-0-11-29,1038-0-99-99,1014,1038
13467752,0.5,1014-0-11-29,1038-0-99-99,1014,1038
13467485,0.5,1014-0-11-29,1038-0-99-99,1014,1038
13466977,0.25,1014-0-11-29,1038-0-99-99,1014,1038
13467665,0.5,1014-0-11-29,1038-0-99-99,1014,1038
13465058,0.125,1014-0-11-29,1038-0-99-99,1014,1038
13465269,0.125,1014-0-11-29,1038-0-99-99,1014,1038
13465671,0.125,1014-0-11-29,1038-0-99-99,1014,1038
13465366,0.125,1014-0-11-29,1038-0-99-99,1014,1038
13465179,0.125,1014-0-11-29,1038-0-99-99,1014,1038
13465569,0.125,1014-0-11-29,1038-0-99-99,1014,1038
13464965,0.125,1014-0-11-29,1038-0-99-99,1014,1038
13466241,1.0,1015-0-11-29,1049-0-99-99,1015,1049
13466630,1.0,1015-0-11-29,1049-0-99-99,1015,1049
151,1.0,1015-0-11-29,1049-0-99-99,1015,1049
1015,1.0,1015-0-11-29,1049-0-99-99,1015,1049
13466482,1.0,1015-0-11-29,1049-0-99-99,1015,1049
152,1.0,1015-0-11-29,1049-0-99-99,1015,1049
13466404,1.0,1015-0-11-29,1049-0-99-99,1015,1049
13466729,1.0,1015-0-11-29,1049-0-99-99,1015,1049
100,0.5,1015-0-11-29,1049-0-99-99,1015,1049
154,1.0,1015-0-11-29,1049-0-99-99,1015,1049
1049,1.0,1015-0-11-29,1049-0-99-99,1015,1049
101,1.0,1015-0-11-29,1049-0-99-99,1015,1049
153,1.0,1015-0-11-29,1049-0-99-99,1015,1049
14243510,0.5,1015-0-11-29,1049-0-99-99,1015,1049
13466960,0.5,1015-0-11-29,1049-0-99-99,1015,1049
13466241,1.0,1015-0-11-29,1052-0-99-99,1015,1052
13466630,1.0,1015-0-11-29,1052-0-99-99,1015,1052
1052,1.0,1015-0-11-29,1052-0-99-99,1015,1052
1015,1.0,1015-0-11-29,1052-0-99-99,1015,1052
13466482,1.0,1015-0-11-29,1052-0-99-99,1015,1052
13466404,1.0,1015-0-11-29,1052-0-99-99,1015,1052
13466729,1.0,1015-0-11-29,1052-0-99-99,1015,1052
101,1.0,1015-0-11-29,1052-0-99-99,1015,1052
14243510,0.5,1015-0-11-29,1052-0-99-99,1015,1052
102,0.5,1015-0-11-29,1052-0-99-99,1015,1052
1016,1.0,1016-0-11-29,1016-0-99-99,1016,1016
13465784,1.0,1016-0-11-29,1016-0-99-99,1016,1016
13466241,1.0,1016-0-11-29,1025-0-99-99,1016,1025
1025,1.0,1016-0-11-29,1025-0-99-99,1016,1025
13466482,1.0,1016-0-11-29,1025-0-99-99,1016,1025
1016,1.0,1016-0-11-29,1025-0-99-99,1016,1025
14243510,1.0,1016-0-11-29,1025-0-99-99,1016,1025
13466404,1.0,1016-0-11-29,1025-0-99-99,1016,1025
13465975,0.5,1016-0-11-29,1025-0-99-99,1016,1025
13466241,1.0,1016-0-11-29,1036-0-99-99,1016,1036
13466630,1.0,1016-0-11-29,1036-0-99-99,1016,1036
1036,1.0,1016-0-11-29,1036-0-99-99,1016,1036
13466482,1.0,1016-0-11-29,1036-0-99-99,1016,1036
1016,1.0,1016-0-11-29,1036-0-99-99,1016,1036
14243510,1.0,1016-0-11-29,1036-0-99-99,1016,1036
13466404,1.0,1016-0-11-29,1036-0-99-99,1016,1036
13466729,1.0,1016-0-11-29,1036-0-99-99,1016,1036
13465975,0.5,1016-0-11-29,1036-0-99-99,1016,1036
13466110,1.0,1016-0-11-29,1052-0-99-99,1016,1052
13466199,1.0,1016-0-11-29,1052-0-99-99,1016,1052
13465795,1.0,1016-0-11-29,1052-0-99-99,1016,1052
1052,1.0,1016-0-11-29,1052-0-99-99,1016,1052
1016,1.0,1016-0-11-29,1052-0-99-99,1016,1052
13465894,1.0,1016-0-11-29,1052-0-99-99,1016,1052
13465673,1.0,1016-0-11-29,1052-0-99-99,1016,1052
13465979,1.0,1016-0-11-29,1052-0-99-99,1016,1052
102,1.0,1016-0-11-29,1052-0-99-99,1016,1052
13465571,0.6666666666666666,1016-0-11-29,1052-0-99-99,1016,1052
13465478,0.3333333333333333,1016-0-11-29,1052-0-99-99,1016,1052
13466241,1.0,1016-0-11-29,1056-0-99-99,1016,1056
13466630,1.0,1016-0-11-29,1056-0-99-99,1016,1056
13466482,1.0,1016-0-11-29,1056-0-99-99,1016,1056
1016,1.0,1016-0-11-29,1056-0-99-99,1016,1056
14243510,1.0,1016-0-11-29,1056-0-99-99,1016,1056
13466404,1.0,1016-0-11-29,1056-0-99-99,1016,1056
13466729,1.0,1016-0-11-29,1056-0-99-99,1016,1056
1056,1.0,1016-0-11-29,1056-0-99-99,1016,1056
101,1.0,1016-0-11-29,1056-0-99-99,1016,1056
13465975,0.5,1016-0-11-29,1056-0-99-99,1016,1056
13466241,0.5714285714285714,1016-0-11-29,1067-0-99-99,1016,1067
13466630,0.5714285714285714,1016-0-11-29,1067-0-99-99,1016,1067
151,0.5714285714285714,1016-0-11-29,1067-0-99-99,1016,1067
1067,1.0,1016-0-11-29,1067-0-99-99,1016,1067
13466482,0.5714285714285714,1016-0-11-29,1067-0-99-99,1016,1067
1016,1.0,1016-0-11-29,1067-0-99-99,1016,1067
14243510,0.5714285714285714,1016-0-11-29,1067-0-99-99,1016,1067
13466404,0.5714285714285714,1016-0-11-29,1067-0-99-99,1016,1067
13466729,0.5714285714285714,1016-0-11-29,1067-0-99-99,1016,1067
13467321,0.2857142857142857,1016-0-11-29,1067-0-99-99,1016,1067
13466960,0.5714285714285714,1016-0-11-29,1067-0-99-99,1016,1067
13465975,0.2857142857142857,1016-0-11-29,1067-0-99-99,1016,1067
101,0.5714285714285714,1016-0-11-29,1067-0-99-99,1016,1067
13466110,0.42857142857142855,1016-0-11-29,1067-0-99-99,1016,1067
13466199,0.42857142857142855,1016-0-11-29,1067-0-99-99,1016,1067
13465795,0.42857142857142855,1016-0-11-29,1067-0-99-99,1016,1067
13466418,0.42857142857142855,1016-0-11-29,1067-0-99-99,1016,1067
152,0.42857142857142855,1016-0-11-29,1067-0-99-99,1016,1067
13465894,0.42857142857142855,1016-0-11-29,1067-0-99-99,1016,1067
13465673,0.42857142857142855,1016-0-11-29,1067-0-99-99,1016,1067
