INT_ID,bc_single,o_node_time,d_node_time,o_node,d_node
13463032,1.0,1001-0-11-12,1253-0-99-99,1001,1253
13463118,1.0,1001-0-11-12,1253-0-99-99,1001,1253
13463288,1.0,1001-0-11-12,1253-0-99-99,1001,1253
1001,1.0,1001-0-11-12,1253-0-99-99,1001,1253
1253,1.0,1001-0-11-12,1253-0-99-99,1001,1253
13463187,1.0,1001-0-11-12,1253-0-99-99,1001,1253
13462856,1.0,1001-0-11-12,1253-0-99-99,1001,1253
13463408,1.0,1001-0-11-12,1253-0-99-99,1001,1253
13463494,0.6666666666666666,1001-0-11-12,1253-0-99-99,1001,1253
13463652,0.3333333333333333,1001-0-11-12,1253-0-99-99,1001,1253
1002,1.0,1002-0-11-12,1072-0-99-99,1002,1072
13460937,1.0,1002-0-11-12,1072-0-99-99,1002,1072
106,1.0,1002-0-11-12,1072-0-99-99,1002,1072
217,1.0,1002-0-11-12,1072-0-99-99,1002,1072
1072,1.0,1002-0-11-12,1072-0-99-99,1002,1072
13463933,1.0,1002-0-11-12,1072-0-99-99,1002,1072
13462643,1.0,1002-0-11-12,1072-0-99-99,1002,1072
214,1.0,1002-0-11-12,1072-0-99-99,1002,1072
221,1.0,1002-0-11-12,1072-0-99-99,1002,1072
13461421,1.0,1002-0-11-12,1072-0-99-99,1002,1072
219,1.0,1002-0-11-12,1072-0-99-99,1002,1072
156,1.0,1002-0-11-12,1072-0-99-99,1002,1072
215,1.0,1002-0-11-12,1072-0-99-99,1002,1072
220,1.0,1002-0-11-12,1072-0-99-99,1002,1072
218,1.0,1002-0-11-12,1072-0-99-99,1002,1072
216,1.0,1002-0-11-12,1072-0-99-99,1002,1072
13462196,1.0,1002-0-11-12,1072-0-99-99,1002,1072
20235330,1.0,1002-0-11-12,1072-0-99-99,1002,1072
13461733,1.0,1002-0-11-12,1072-0-99-99,1002,1072
223,1.0,1002-0-11-12,1072-0-99-99,1002,1072
222,1.0,1002-0-11-12,1072-0-99-99,1002,1072
13462931,1.0,1002-0-11-12,1072-0-99-99,1002,1072
224,1.0,1002-0-11-12,1072-0-99-99,1002,1072
13463494,1.0,1002-0-11-12,1072-0-99-99,1002,1072
13466977,1.0,1011-0-11-12,1107-0-99-99,1011,1107
106,0.3333333333333333,1011-0-11-12,1107-0-99-99,1011,1107
13466235,0.5,1011-0-11-12,1107-0-99-99,1011,1107
212,1.0,1011-0-11-12,1107-0-99-99,1011,1107
102,0.3333333333333333,1011-0-11-12,1107-0-99-99,1011,1107
214,1.0,1011-0-11-12,1107-0-99-99,1011,1107
13467923,1.0,1011-0-11-12,1107-0-99-99,1011,1107
1107,1.0,1011-0-11-12,1107-0-99-99,1011,1107
156,1.0,1011-0-11-12,1107-0-99-99,1011,1107
215,0.3333333333333333,1011-0-11-12,1107-0-99-99,1011,1107
1011,1.0,1011-0-11-12,1107-0-99-99,1011,1107
13467854,1.0,1011-0-11-12,1107-0-99-99,1011,1107
13467752,1.0,1011-0-11-12,1107-0-99-99,1011,1107
211,1.0,1011-0-11-12,1107-0-99-99,1011,1107
103,0.3333333333333333,1011-0-11-12,1107-0-99-99,1011,1107
13467485,1.0,1011-0-11-12,1107-0-99-99,1011,1107
210,1.0,1011-0-11-12,1107-0-99-99,1011,1107
13467665,1.0,1011-0-11-12,1107-0-99-99,1011,1107
104,0.3333333333333333,1011-0-11-12,1107-0-99-99,1011,1107
13467444,0.5,1011-0-11-12,1107-0-99-99,1011,1107
213,1.0,1011-0-11-12,1107-0-99-99,1011,1107
13467182,1.0,1011-0-11-12,1107-0-99-99,1011,1107
209,1.0,1011-0-11-12,1107-0-99-99,1011,1107
101,1.0,1011-0-11-12,1107-0-99-99,1011,1107
13467067,1.0,1011-0-11-12,1107-0-99-99,1011,1107
105,0.3333333333333333,1011-0-11-12,1107-0-99-99,1011,1107
153,0.6666666666666666,1011-0-11-12,1107-0-99-99,1011,1107
152,0.6666666666666666,1011-0-11-12,1107-0-99-99,1011,1107
100,0.6666666666666666,1011-0-11-12,1107-0-99-99,1011,1107
155,0.6666666666666666,1011-0-11-12,1107-0-99-99,1011,1107
154,0.6666666666666666,1011-0-11-12,1107-0-99-99,1011,1107
151,0.6666666666666666,1011-0-11-12,1107-0-99-99,1011,1107
13466482,1.0,1014-0-11-12,1025-0-99-99,1014,1025
13466241,1.0,1014-0-11-12,1025-0-99-99,1014,1025
13465975,1.0,1014-0-11-12,1025-0-99-99,1014,1025
13466404,1.0,1014-0-11-12,1025-0-99-99,1014,1025
13466240,1.0,1014-0-11-12,1025-0-99-99,1014,1025
13465784,1.0,1014-0-11-12,1025-0-99-99,1014,1025
1025,1.0,1014-0-11-12,1025-0-99-99,1014,1025
14243510,1.0,1014-0-11-12,1025-0-99-99,1014,1025
