INT_ID,bc_single,o_node_time,d_node_time,o_node,d_node
13463118,1.0,1001-0-11-53,1253-0-99-99,1001,1253
13463288,1.0,1001-0-11-53,1253-0-99-99,1001,1253
13463187,1.0,1001-0-11-53,1253-0-99-99,1001,1253
13463032,1.0,1001-0-11-53,1253-0-99-99,1001,1253
1001,1.0,1001-0-11-53,1253-0-99-99,1001,1253
1253,1.0,1001-0-11-53,1253-0-99-99,1001,1253
13462856,1.0,1001-0-11-53,1253-0-99-99,1001,1253
13463408,0.8,1001-0-11-53,1253-0-99-99,1001,1253
13463494,0.6,1001-0-11-53,1253-0-99-99,1001,1253
13463652,0.4,1001-0-11-53,1253-0-99-99,1001,1253
13463787,0.2,1001-0-11-53,1253-0-99-99,1001,1253
218,1.0,1002-0-11-53,1072-0-99-99,1002,1072
13462203,1.0,1002-0-11-53,1072-0-99-99,1002,1072
13462887,1.0,1002-0-11-53,1072-0-99-99,1002,1072
13464003,1.0,1002-0-11-53,1072-0-99-99,1002,1072
215,1.0,1002-0-11-53,1072-0-99-99,1002,1072
216,1.0,1002-0-11-53,1072-0-99-99,1002,1072
1002,1.0,1002-0-11-53,1072-0-99-99,1002,1072
106,1.0,1002-0-11-53,1072-0-99-99,1002,1072
13465538,1.0,1002-0-11-53,1072-0-99-99,1002,1072
156,1.0,1002-0-11-53,1072-0-99-99,1002,1072
1072,1.0,1002-0-11-53,1072-0-99-99,1002,1072
220,1.0,1002-0-11-53,1072-0-99-99,1002,1072
214,1.0,1002-0-11-53,1072-0-99-99,1002,1072
13461657,1.0,1002-0-11-53,1072-0-99-99,1002,1072
217,1.0,1002-0-11-53,1072-0-99-99,1002,1072
13464758,1.0,1002-0-11-53,1072-0-99-99,1002,1072
13463743,1.0,1002-0-11-53,1072-0-99-99,1002,1072
221,1.0,1002-0-11-53,1072-0-99-99,1002,1072
13462504,1.0,1002-0-11-53,1072-0-99-99,1002,1072
219,1.0,1002-0-11-53,1072-0-99-99,1002,1072
13463111,1.0,1002-0-11-53,1072-0-99-99,1002,1072
13464614,1.0,1002-0-11-53,1072-0-99-99,1002,1072
13463478,1.0,1002-0-11-53,1072-0-99-99,1002,1072
222,0.5,1002-0-11-53,1072-0-99-99,1002,1072
13465276,1.0,1011-0-11-53,1107-0-99-99,1011,1107
218,1.0,1011-0-11-53,1107-0-99-99,1011,1107
13464855,1.0,1011-0-11-53,1107-0-99-99,1011,1107
13464254,1.0,1011-0-11-53,1107-0-99-99,1011,1107
13463796,1.0,1011-0-11-53,1107-0-99-99,1011,1107
13466878,1.0,1011-0-11-53,1107-0-99-99,1011,1107
13462891,1.0,1011-0-11-53,1107-0-99-99,1011,1107
215,1.0,1011-0-11-53,1107-0-99-99,1011,1107
13466194,1.0,1011-0-11-53,1107-0-99-99,1011,1107
216,1.0,1011-0-11-53,1107-0-99-99,1011,1107
13467444,1.0,1011-0-11-53,1107-0-99-99,1011,1107
213,1.0,1011-0-11-53,1107-0-99-99,1011,1107
13462518,1.0,1011-0-11-53,1107-0-99-99,1011,1107
106,1.0,1011-0-11-53,1107-0-99-99,1011,1107
13463522,1.0,1011-0-11-53,1107-0-99-99,1011,1107
13463245,1.0,1011-0-11-53,1107-0-99-99,1011,1107
156,1.0,1011-0-11-53,1107-0-99-99,1011,1107
210,1.0,1011-0-11-53,1107-0-99-99,1011,1107
220,1.0,1011-0-11-53,1107-0-99-99,1011,1107
214,1.0,1011-0-11-53,1107-0-99-99,1011,1107
13463166,1.0,1011-0-11-53,1107-0-99-99,1011,1107
