o_node_time,d_node_time,INT_ID_o,INT_ID_d,route,bc_single
1001-0-11-1,1253-0-99-99,13463032,13462856,501.0,1.0
1001-0-11-1,1253-0-99-99,13463118,13463032,501.0,1.0
1001-0-11-1,1253-0-99-99,13463187,13463118,501.0,1.0
1001-0-11-1,1253-0-99-99,13463288,13463187,501.0,1.0
1001-0-11-1,1253-0-99-99,13463408,13463288,501.0,1.0
1001-0-11-1,1253-0-99-99,13463494,13463408,501.0,1.0
1001-0-11-1,1253-0-99-99,13463652,13463494,501.0,1.0
1002-0-11-1,1072-0-99-99,106,215,2.0,1.0
1002-0-11-1,1072-0-99-99,13460937,224,92.0,0.5
1002-0-11-1,1072-0-99-99,13461380,223,22.0,0.5
1002-0-11-1,1072-0-99-99,13461421,13460937,92.0,0.5
1002-0-11-1,1072-0-99-99,13461623,13461380,22.0,0.5
1002-0-11-1,1072-0-99-99,13461733,13461421,92.0,0.5
1002-0-11-1,1072-0-99-99,13462196,13461733,92.0,0.5
1002-0-11-1,1072-0-99-99,13462225,13461623,22.0,0.5
1002-0-11-1,1072-0-99-99,13462427,13462225,22.0,0.5
1002-0-11-1,1072-0-99-99,13462643,13462196,92.0,0.5
1002-0-11-1,1072-0-99-99,13462844,13462427,22.0,0.5
1002-0-11-1,1072-0-99-99,13462931,13462643,92.0,0.5
1002-0-11-1,1072-0-99-99,13463317,13462844,22.0,0.5
1002-0-11-1,1072-0-99-99,13463494,13462931,92.0,0.5
1002-0-11-1,1072-0-99-99,13463537,13463317,22.0,0.5
1002-0-11-1,1072-0-99-99,13463933,13463494,92.0,0.5
1002-0-11-1,1072-0-99-99,13463942,13463537,22.0,0.5
1002-0-11-1,1072-0-99-99,156,214,2.0,1.0
1002-0-11-1,1072-0-99-99,20235330,13463933,92.0,0.5
1002-0-11-1,1072-0-99-99,215,156,2.0,1.0
1002-0-11-1,1072-0-99-99,216,106,2.0,1.0
1002-0-11-1,1072-0-99-99,217,216,2.0,1.0
1002-0-11-1,1072-0-99-99,218,217,2.0,1.0
1002-0-11-1,1072-0-99-99,219,218,2.0,1.0
1002-0-11-1,1072-0-99-99,220,219,2.0,1.0
1002-0-11-1,1072-0-99-99,221,220,2.0,1.0
1002-0-11-1,1072-0-99-99,222,221,2.0,1.0
1002-0-11-1,1072-0-99-99,223,222,2.0,1.0
1002-0-11-1,1072-0-99-99,224,223,2.0,0.5
1011-0-11-1,1107-0-99-99,100,151,1.0,0.3333333333333333
1011-0-11-1,1107-0-99-99,101,100,1.0,0.3333333333333333
1011-0-11-1,1107-0-99-99,101,102,1.0,0.3333333333333333
1011-0-11-1,1107-0-99-99,101,13466960,514.0,0.3333333333333333
1011-0-11-1,1107-0-99-99,102,103,1.0,0.3333333333333333
1011-0-11-1,1107-0-99-99,103,104,1.0,0.3333333333333333
1011-0-11-1,1107-0-99-99,104,105,1.0,0.3333333333333333
1011-0-11-1,1107-0-99-99,105,106,1.0,0.3333333333333333
1011-0-11-1,1107-0-99-99,106,215,2.0,0.3333333333333333
1011-0-11-1,1107-0-99-99,13465784,13465975,514.0,1.0
1011-0-11-1,1107-0-99-99,13465975,14243510,514.0,1.0
1011-0-11-1,1107-0-99-99,13466240,13465784,514.0,1.0
1011-0-11-1,1107-0-99-99,13466241,13466404,514.0,1.0
1011-0-11-1,1107-0-99-99,13466404,13466482,514.0,1.0
1011-0-11-1,1107-0-99-99,13466454,13466240,514.0,0.5
