o_node_time,d_node_time,INT_ID_o,INT_ID_d,route,bc_single
1001-0-11-53,1253-0-99-99,13463032,13462856,501.0,1.0
1001-0-11-53,1253-0-99-99,13463118,13463032,501.0,1.0
1001-0-11-53,1253-0-99-99,13463187,13463118,501.0,1.0
1001-0-11-53,1253-0-99-99,13463288,13463187,501.0,1.0
1001-0-11-53,1253-0-99-99,13463408,13463288,501.0,0.8
1001-0-11-53,1253-0-99-99,13463494,13463408,501.0,0.6
1001-0-11-53,1253-0-99-99,13463652,13463494,501.0,0.4
1001-0-11-53,1253-0-99-99,13463787,13463652,501.0,0.2
1002-0-11-53,1072-0-99-99,106,215,2.0,1.0
1002-0-11-53,1072-0-99-99,13461657,221,83.0,1.0
1002-0-11-53,1072-0-99-99,13462203,13461657,83.0,1.0
1002-0-11-53,1072-0-99-99,13462504,13462203,83.0,1.0
1002-0-11-53,1072-0-99-99,13462887,13462504,83.0,1.0
1002-0-11-53,1072-0-99-99,13463111,13462887,83.0,1.0
1002-0-11-53,1072-0-99-99,13463478,13463111,83.0,1.0
1002-0-11-53,1072-0-99-99,13463743,13463478,83.0,1.0
1002-0-11-53,1072-0-99-99,13464003,13463743,83.0,1.0
1002-0-11-53,1072-0-99-99,13464614,13464003,83.0,1.0
1002-0-11-53,1072-0-99-99,13464758,13464614,83.0,1.0
1002-0-11-53,1072-0-99-99,13465538,13464758,83.0,1.0
1002-0-11-53,1072-0-99-99,156,214,2.0,1.0
1002-0-11-53,1072-0-99-99,215,156,2.0,1.0
1002-0-11-53,1072-0-99-99,216,106,2.0,1.0
1002-0-11-53,1072-0-99-99,217,216,2.0,1.0
1002-0-11-53,1072-0-99-99,218,217,2.0,1.0
1002-0-11-53,1072-0-99-99,219,218,2.0,1.0
1002-0-11-53,1072-0-99-99,220,219,2.0,1.0
1002-0-11-53,1072-0-99-99,221,220,2.0,1.0
1002-0-11-53,1072-0-99-99,221,222,2.0,0.5
1002-0-11-53,1072-0-99-99,222,221,2.0,0.5
1011-0-11-53,1107-0-99-99,106,215,2.0,1.0
1011-0-11-53,1107-0-99-99,13462117,220,72.0,1.0
1011-0-11-53,1107-0-99-99,13462518,13462117,72.0,1.0
1011-0-11-53,1107-0-99-99,13462891,13462518,72.0,1.0
1011-0-11-53,1107-0-99-99,13463166,13462891,72.0,1.0
1011-0-11-53,1107-0-99-99,13463245,13463166,72.0,1.0
1011-0-11-53,1107-0-99-99,13463522,13463245,72.0,1.0
1011-0-11-53,1107-0-99-99,13463796,13463522,72.0,1.0
1011-0-11-53,1107-0-99-99,13464254,13463796,72.0,1.0
1011-0-11-53,1107-0-99-99,13464662,13464254,72.0,1.0
1011-0-11-53,1107-0-99-99,13464855,13464662,72.0,1.0
1011-0-11-53,1107-0-99-99,13465276,13464855,72.0,1.0
1011-0-11-53,1107-0-99-99,13465837,13465276,72.0,1.0
1011-0-11-53,1107-0-99-99,13466194,13465837,72.0,1.0
1011-0-11-53,1107-0-99-99,13466351,13466194,72.0,1.0
1011-0-11-53,1107-0-99-99,13466520,13466351,72.0,1.0
1011-0-11-53,1107-0-99-99,13466690,13466520,72.0,1.0
1011-0-11-53,1107-0-99-99,13466878,13466690,72.0,1.0
1011-0-11-53,1107-0-99-99,13467444,13466878,72.0,1.0
1011-0-11-53,1107-0-99-99,156,214,2.0,1.0
1011-0-11-53,1107-0-99-99,210,209,2.0,1.0
1011-0-11-53,1107-0-99-99,211,210,2.0,1.0
1011-0-11-53,1107-0-99-99,212,211,2.0,1.0
1011-0-11-53,1107-0-99-99,213,212,2.0,1.0
1011-0-11-53,1107-0-99-99,214,213,2.0,1.0
1011-0-11-53,1107-0-99-99,215,156,2.0,1.0
1011-0-11-53,1107-0-99-99,216,106,2.0,1.0
1011-0-11-53,1107-0-99-99,217,216,2.0,1.0
1011-0-11-53,1107-0-99-99,218,217,2.0,1.0
1011-0-11-53,1107-0-99-99,219,218,2.0,1.0
1011-0-11-53,1107-0-99-99,220,219,2.0,1.0
1014-0-11-53,1025-0-99-99,13465784,13465975,514.0,1.0
1014-0-11-53,1025-0-99-99,13465975,14243510,514.0,1.0
1014-0-11-53,1025-0-99-99,13466240,13465784,514.0,1.0
1014-0-11-53,1025-0-99-99,13466241,13466404,514.0,1.0
1014-0-11-53,1025-0-99-99,13466404,13466482,514.0,1.0
1014-0-11-53,1025-0-99-99,13466454,13466240,514.0,0.5
1014-0-11-53,1025-0-99-99,14243510,13466241,514.0,1.0
1014-0-11-53,1038-0-99-99,13465784,13465975,514.0,1.0
1014-0-11-53,1038-0-99-99,13465975,14243510,514.0,1.0
1014-0-11-53,1038-0-99-99,13466240,13465784,514.0,1.0
1014-0-11-53,1038-0-99-99,13466241,13466404,514.0,1.0
1014-0-11-53,1038-0-99-99,13466404,13466482,514.0,1.0
1014-0-11-53,1038-0-99-99,13466454,13466240,514.0,0.5
1014-0-11-53,1038-0-99-99,13466482,13466630,514.0,1.0
1014-0-11-53,1038-0-99-99,13466630,13466729,514.0,1.0
1014-0-11-53,1038-0-99-99,14243510,13466241,514.0,1.0
1015-0-11-53,1049-0-99-99,100,151,1.0,0.5714285714285714
1015-0-11-53,1049-0-99-99,101,100,1.0,0.5714285714285714
1015-0-11-53,1049-0-99-99,101,13466960,504.0,0.2857142857142857
1015-0-11-53,1049-0-99-99,102,13466418,502.0,0.14285714285714285
1015-0-11-53,1049-0-99-99,13465795,13465894,502.0,0.14285714285714285
1015-0-11-53,1049-0-99-99,13465894,13465979,502.0,0.14285714285714285
1015-0-11-53,1049-0-99-99,13465979,13466110,502.0,0.14285714285714285
1015-0-11-53,1049-0-99-99,13466110,13466199,502.0,0.14285714285714285
1015-0-11-53,1049-0-99-99,13466199,102,502.0,0.14285714285714285
1015-0-11-53,1049-0-99-99,13466241,13466404,504.0,0.5714285714285714
1015-0-11-53,1049-0-99-99,13466241,13466404,514.0,0.14285714285714285
1015-0-11-53,1049-0-99-99,13466404,13466482,504.0,0.5714285714285714
1015-0-11-53,1049-0-99-99,13466404,13466482,514.0,0.2857142857142857
1015-0-11-53,1049-0-99-99,13466418,152,502.0,0.14285714285714285
1015-0-11-53,1049-0-99-99,13466482,13466630,504.0,0.5714285714285714
1015-0-11-53,1049-0-99-99,13466482,13466630,514.0,0.2857142857142857
1015-0-11-53,1049-0-99-99,13466630,13466729,504.0,0.5714285714285714
1015-0-11-53,1049-0-99-99,13466630,13466729,514.0,0.2857142857142857
1015-0-11-53,1049-0-99-99,13466729,101,504.0,0.5714285714285714
1015-0-11-53,1049-0-99-99,13466729,101,514.0,0.2857142857142857
1015-0-11-53,1049-0-99-99,13466960,151,504.0,0.2857142857142857
1015-0-11-53,1049-0-99-99,14243510,13466241,504.0,0.2857142857142857
1015-0-11-53,1049-0-99-99,151,152,1.0,0.8571428571428571
1015-0-11-53,1049-0-99-99,152,153,1.0,1.0
1015-0-11-53,1049-0-99-99,153,154,1.0,1.0
1015-0-11-53,1052-0-99-99,13465795,13465894,502.0,1.0
1015-0-11-53,1052-0-99-99,13465894,13465979,502.0,1.0
1015-0-11-53,1052-0-99-99,13465979,13466110,502.0,1.0
1015-0-11-53,1052-0-99-99,13466110,13466199,502.0,1.0
1015-0-11-53,1052-0-99-99,13466199,102,502.0,1.0
1016-0-11-53,1036-0-99-99,13465571,13465673,501.0,1.0
1016-0-11-53,1036-0-99-99,13465673,13465795,501.0,1.0
1016-0-11-53,1036-0-99-99,13465795,13465894,501.0,1.0
1016-0-11-53,1036-0-99-99,13465894,13465979,501.0,1.0
1016-0-11-53,1036-0-99-99,13465979,13466110,501.0,1.0
1016-0-11-53,1036-0-99-99,13466110,13466199,501.0,1.0
1016-0-11-53,1052-0-99-99,13465571,13465673,501.0,1.0
1016-0-11-53,1052-0-99-99,13465673,13465795,501.0,1.0
1016-0-11-53,1052-0-99-99,13465795,13465894,501.0,1.0
1016-0-11-53,1052-0-99-99,13465894,13465979,501.0,1.0
1016-0-11-53,1052-0-99-99,13465979,13466110,501.0,1.0
1016-0-11-53,1052-0-99-99,13466110,13466199,501.0,1.0
1016-0-11-53,1052-0-99-99,13466199,102,501.0,1.0
1016-0-11-53,1056-0-99-99,13465784,13465975,504.0,0.25
1016-0-11-53,1056-0-99-99,13465975,14243510,504.0,0.5
1016-0-11-53,1056-0-99-99,13466241,13466404,504.0,1.0
1016-0-11-53,1056-0-99-99,13466404,13466482,504.0,1.0
1016-0-11-53,1056-0-99-99,13466482,13466630,504.0,1.0
1016-0-11-53,1056-0-99-99,13466630,13466729,504.0,1.0
1016-0-11-53,1056-0-99-99,13466729,101,504.0,1.0
1016-0-11-53,1056-0-99-99,14243510,13466241,504.0,0.75
1016-0-11-53,1067-0-99-99,102,13466418,501.0,1.0
1016-0-11-53,1067-0-99-99,13465571,13465673,501.0,1.0
1016-0-11-53,1067-0-99-99,13465673,13465795,501.0,1.0
1016-0-11-53,1067-0-99-99,13465795,13465894,501.0,1.0
1016-0-11-53,1067-0-99-99,13465894,13465979,501.0,1.0
1016-0-11-53,1067-0-99-99,13465979,13466110,501.0,1.0
1016-0-11-53,1067-0-99-99,13466110,13466199,501.0,1.0
1016-0-11-53,1067-0-99-99,13466199,102,501.0,1.0
1016-0-11-53,1067-0-99-99,13466418,152,501.0,1.0
1016-0-11-53,1067-0-99-99,152,13466708,501.0,1.0
1016-0-11-53,1068-0-99-99,102,13466418,501.0,1.0
1016-0-11-53,1068-0-99-99,13465571,13465673,501.0,1.0
1016-0-11-53,1068-0-99-99,13465673,13465795,501.0,1.0
1016-0-11-53,1068-0-99-99,13465795,13465894,501.0,1.0
1016-0-11-53,1068-0-99-99,13465894,13465979,501.0,1.0
1016-0-11-53,1068-0-99-99,13465979,13466110,501.0,1.0
1016-0-11-53,1068-0-99-99,13466110,13466199,501.0,1.0
1016-0-11-53,1068-0-99-99,13466199,102,501.0,1.0
1016-0-11-53,1068-0-99-99,13466418,152,501.0,1.0
1016-0-11-53,1068-0-99-99,152,13466708,501.0,1.0
1016-0-11-53,1078-0-99-99,101,13466960,504.0,1.0
1016-0-11-53,1078-0-99-99,13465784,13465975,504.0,0.25
1016-0-11-53,1078-0-99-99,13465975,14243510,504.0,0.5
1016-0-11-53,1078-0-99-99,13466241,13466404,504.0,1.0
1016-0-11-53,1078-0-99-99,13466404,13466482,504.0,1.0
1016-0-11-53,1078-0-99-99,13466482,13466630,504.0,1.0
1016-0-11-53,1078-0-99-99,13466630,13466729,504.0,1.0
1016-0-11-53,1078-0-99-99,13466729,101,504.0,1.0
1016-0-11-53,1078-0-99-99,13466960,151,504.0,1.0
1016-0-11-53,1078-0-99-99,13467321,13467412,504.0,1.0
1016-0-11-53,1078-0-99-99,13467412,13467505,504.0,1.0
1016-0-11-53,1078-0-99-99,13467505,13467654,504.0,1.0
1016-0-11-53,1078-0-99-99,14243510,13466241,504.0,0.75
1016-0-11-53,1078-0-99-99,151,13467321,504.0,1.0
1016-0-11-53,1093-0-99-99,100,151,1.0,0.13043478260869565
1016-0-11-53,1093-0-99-99,101,100,1.0,0.13043478260869565
1016-0-11-53,1093-0-99-99,101,102,1.0,0.08695652173913043
1016-0-11-53,1093-0-99-99,101,13466960,504.0,0.08695652173913043
1016-0-11-53,1093-0-99-99,102,101,1.0,0.021739130434782608
1016-0-11-53,1093-0-99-99,102,103,1.0,0.5
1016-0-11-53,1093-0-99-99,102,13466418,501.0,0.043478260869565216
1016-0-11-53,1093-0-99-99,102,13466418,502.0,0.2391304347826087
1016-0-11-53,1093-0-99-99,103,104,1.0,0.5
1016-0-11-53,1093-0-99-99,104,105,1.0,0.4782608695652174
1016-0-11-53,1093-0-99-99,104,13464999,506.0,0.021739130434782608
1016-0-11-53,1093-0-99-99,105,106,1.0,0.021739130434782608
1016-0-11-53,1093-0-99-99,105,13464427,94.0,0.45652173913043476
1016-0-11-53,1093-0-99-99,106,215,2.0,0.021739130434782608
1016-0-11-53,1093-0-99-99,13464402,13464524,94.0,0.9565217391304348
1016-0-11-53,1093-0-99-99,13464427,13464585,94.0,0.45652173913043476
1016-0-11-53,1093-0-99-99,13464524,13464674,94.0,0.9565217391304348
1016-0-11-53,1093-0-99-99,13464585,155,94.0,0.45652173913043476
1016-0-11-53,1093-0-99-99,13464674,13464820,94.0,0.9565217391304348
1016-0-11-53,1093-0-99-99,13464820,13464943,94.0,0.9565217391304348
1016-0-11-53,1093-0-99-99,13464943,13465112,94.0,0.9565217391304348
1016-0-11-53,1093-0-99-99,13464999,13465052,506.0,0.021739130434782608
1016-0-11-53,1093-0-99-99,13465052,154,506.0,0.021739130434782608
1016-0-11-53,1093-0-99-99,13465273,13465356,506.0,0.021739130434782608
1016-0-11-53,1093-0-99-99,13465356,13465489,506.0,0.021739130434782608
1016-0-11-53,1093-0-99-99,13465489,13465581,506.0,0.021739130434782608
1016-0-11-53,1093-0-99-99,13465571,13465673,501.0,0.5434782608695652
1016-0-11-53,1093-0-99-99,13465571,13465673,502.0,0.08695652173913043
1016-0-11-53,1093-0-99-99,13465581,13465757,506.0,0.021739130434782608
1016-0-11-53,1093-0-99-99,13465673,13465795,501.0,0.5
1016-0-11-53,1093-0-99-99,13465673,13465795,502.0,0.17391304347826086
1016-0-11-53,1093-0-99-99,13465784,13465975,504.0,0.06521739130434782
1016-0-11-53,1093-0-99-99,13465795,13465894,501.0,0.45652173913043476
1016-0-11-53,1093-0-99-99,13465795,13465894,502.0,0.2608695652173913
1016-0-11-53,1093-0-99-99,13465894,13465979,501.0,0.41304347826086957
1016-0-11-53,1093-0-99-99,13465894,13465979,502.0,0.30434782608695654
1016-0-11-53,1093-0-99-99,13465975,14243510,504.0,0.13043478260869565
1016-0-11-53,1093-0-99-99,13465979,13466110,501.0,0.3695652173913043
1016-0-11-53,1093-0-99-99,13465979,13466110,502.0,0.34782608695652173
1016-0-11-53,1093-0-99-99,13466110,13466199,501.0,0.32608695652173914
1016-0-11-53,1093-0-99-99,13466110,13466199,502.0,0.391304347826087
