trip_id,stop_id,stop_sequence,INT_ID,hour,minute,seconds
39260628,14546,6,228,6,58,58
39260629,14541,1,305,6,42,15
39260629,14542,2,304,6,43,56
39260629,14543,3,303,6,45,43
39260629,14544,4,302,6,47,13
39260629,14545,5,301,6,49,36
39260629,14546,6,228,6,53,58
39260630,14541,1,305,6,37,15
39260630,14542,2,304,6,38,56
39260630,14543,3,303,6,40,43
39260630,14544,4,302,6,42,13
39260630,14545,5,301,6,44,36
39260630,14546,6,228,6,48,58
39260631,14541,1,305,6,32,15
39260631,14542,2,304,6,33,56
39260631,14543,3,303,6,35,43
39260631,14544,4,302,6,37,13
39260631,14545,5,301,6,39,36
39260631,14546,6,228,6,43,58
39260632,14541,1,305,6,27,15
39260632,14542,2,304,6,28,56
39260632,14543,3,303,6,30,43
39260632,14544,4,302,6,32,13
39260632,14545,5,301,6,34,36
39260632,14546,6,228,6,38,58
39260633,14541,1,305,6,22,15
39260633,14542,2,304,6,23,56
39260633,14543,3,303,6,25,43
39260633,14544,4,302,6,27,13
39260633,14545,5,301,6,29,36
39260633,14546,6,228,6,33,58
39260634,14541,1,305,6,17,15
39260634,14542,2,304,6,18,56
39260634,14543,3,303,6,20,43
39260634,14544,4,302,6,22,13
39260634,14545,5,301,6,24,36
39260634,14546,6,228,6,28,58
39260635,14541,1,305,6,12,15
39260635,14542,2,304,6,13,56
39260635,14543,3,303,6,15,43
39260635,14544,4,302,6,17,13
39260635,14545,5,301,6,19,36
39260635,14546,6,228,6,23,58
39260636,14541,1,305,6,7,15
39260636,14542,2,304,6,8,56
39260636,14543,3,303,6,10,43
39260636,14544,4,302,6,12,13
39260636,14545,5,301,6,14,36
39260636,14546,6,228,6,18,58
39260637,14541,1,305,6,2,15
39260637,14542,2,304,6,3,56
39260637,14543,3,303,6,5,43
39260637,14544,4,302,6,7,13
39260637,14545,5,301,6,9,36
39260637,14546,6,228,6,13,58
39260638,14541,1,305,5,57,15
39260638,14542,2,304,5,58,56
39260638,14543,3,303,6,0,43
39260638,14544,4,302,6,2,13
39260638,14545,5,301,6,4,36
39260638,14546,6,228,6,8,58
39260639,14541,1,305,5,52,15
39260639,14542,2,304,5,53,56
39260639,14543,3,303,5,55,43
39260639,14544,4,302,5,57,13
39260639,14545,5,301,5,59,36
39260639,14546,6,228,6,3,58
39260686,14547,1,228,5,58,58
39260686,14548,2,301,6,1,58
39260686,14549,3,302,6,4,33
39260686,14550,4,303,6,5,58
39260686,14551,5,304,6,7,46
39260686,14552,6,305,6,12,15
39260687,14547,1,228,6,3,58
39260687,14548,2,301,6,6,58
39260687,14549,3,302,6,9,33
39260687,14550,4,303,6,10,58
39260687,14551,5,304,6,12,46
39260687,14552,6,305,6,17,15
39260688,14547,1,228,6,8,58
39260688,14548,2,301,6,11,58
39260688,14549,3,302,6,14,33
39260688,14550,4,303,6,15,58
39260688,14551,5,304,6,17,46
39260688,14552,6,305,6,22,15
39260689,14547,1,228,6,13,58
39260689,14548,2,301,6,16,58
39260689,14549,3,302,6,19,33
39260689,14550,4,303,6,20,58
39260689,14551,5,304,6,22,46
39260689,14552,6,305,6,27,15
39260690,14547,1,228,6,18,58
39260690,14548,2,301,6,21,58
39260690,14549,3,302,6,24,33
39260690,14550,4,303,6,25,58
39260690,14551,5,304,6,27,46
39260690,14552,6,305,6,32,15
39260691,14547,1,228,6,23,58
39260691,14548,2,301,6,26,58
39260691,14549,3,302,6,29,33
39260691,14550,4,303,6,30,58
39260691,14551,5,304,6,32,46
39260691,14552,6,305,6,37,15
39260692,14547,1,228,6,28,58
39260692,14548,2,301,6,31,58
39260692,14549,3,302,6,34,33
39260692,14550,4,303,6,35,58
39260692,14551,5,304,6,37,46
39260692,14552,6,305,6,42,15
39260693,14547,1,228,6,33,58
39260693,14548,2,301,6,36,58
39260693,14549,3,302,6,39,33
39260693,14550,4,303,6,40,58
39260693,14551,5,304,6,42,46
39260693,14552,6,305,6,47,15
39260694,14547,1,228,6,38,58
39260694,14548,2,301,6,41,58
39260694,14549,3,302,6,44,33
39260694,14550,4,303,6,45,58
39260694,14551,5,304,6,47,46
39260694,14552,6,305,6,52,15
39260695,14547,1,228,6,43,58
39260695,14548,2,301,6,46,58
39260695,14549,3,302,6,49,33
39260695,14550,4,303,6,50,58
39260695,14551,5,304,6,52,46
