trip_id,stop_id,stop_sequence,INT_ID,hour,minute,seconds
39260890,14548,2,301,20,34,43
39260890,14549,3,302,20,37,18
39260890,14550,4,303,20,38,43
39260890,14551,5,304,20,40,31
39260890,14552,6,305,20,45,0
39260891,14547,1,228,20,36,43
39260891,14548,2,301,20,39,43
39260891,14549,3,302,20,42,18
39260891,14550,4,303,20,43,43
39260891,14551,5,304,20,45,31
39260891,14552,6,305,20,50,0
39260892,14547,1,228,20,41,43
39260892,14548,2,301,20,44,43
39260892,14549,3,302,20,47,18
39260892,14550,4,303,20,48,43
39260892,14551,5,304,20,50,31
39260892,14552,6,305,20,55,0
39260893,14547,1,228,20,46,43
39260893,14548,2,301,20,49,43
39260893,14549,3,302,20,52,18
39260893,14550,4,303,20,53,43
39260893,14551,5,304,20,55,31
39260893,14552,6,305,21,0,0
