trip_id,stop_id,stop_sequence,INT_ID,hour,minute,seconds
39260845,14552,6,305,22,34,30
39260846,14547,1,228,22,27,45
39260846,14548,2,301,22,30,50
39260846,14549,3,302,22,33,30
39260846,14550,4,303,22,35,0
39260846,14551,5,304,22,36,53
39260846,14552,6,305,22,41,15
39260847,14547,1,228,22,34,30
39260847,14548,2,301,22,37,35
39260847,14549,3,302,22,40,15
39260847,14550,4,303,22,41,45
39260847,14551,5,304,22,43,38
39260847,14552,6,305,22,48,0
39260848,14547,1,228,22,41,15
39260848,14548,2,301,22,44,20
39260848,14549,3,302,22,47,0
39260848,14550,4,303,22,48,30
39260848,14551,5,304,22,50,23
39260848,14552,6,305,22,54,45
39260849,14547,1,228,22,48,0
39260849,14548,2,301,22,51,5
39260849,14549,3,302,22,53,45
39260849,14550,4,303,22,55,15
39260849,14551,5,304,22,57,8
39260849,14552,6,305,23,1,30
39260850,14547,1,228,22,54,45
39260850,14548,2,301,22,57,50
39260850,14549,3,302,23,0,30
39260850,14550,4,303,23,2,0
39260850,14551,5,304,23,3,53
39260850,14552,6,305,23,8,15
39260851,14547,1,228,23,1,30
39260851,14548,2,301,23,4,35
39260851,14549,3,302,23,7,15
39260851,14550,4,303,23,8,45
39260851,14551,5,304,23,10,38
39260851,14552,6,305,23,15,0
39260852,14547,1,228,23,8,15
39260852,14548,2,301,23,11,20
39260852,14549,3,302,23,14,0
39260852,14550,4,303,23,15,30
39260852,14551,5,304,23,17,23
39260852,14552,6,305,23,21,45
39260853,14547,1,228,23,15,0
39260853,14548,2,301,23,18,5
39260853,14549,3,302,23,20,45
39260853,14550,4,303,23,22,15
39260853,14551,5,304,23,24,8
39260853,14552,6,305,23,28,30
39260854,14547,1,228,23,21,45
39260854,14548,2,301,23,24,50
39260854,14549,3,302,23,27,30
39260854,14550,4,303,23,29,0
39260854,14551,5,304,23,30,53
39260854,14552,6,305,23,35,15
39260855,14547,1,228,23,28,30
39260855,14548,2,301,23,31,35
39260855,14549,3,302,23,34,15
39260855,14550,4,303,23,35,45
39260855,14551,5,304,23,37,38
39260855,14552,6,305,23,42,0
39260856,14547,1,228,23,35,15
39260856,14548,2,301,23,38,20
39260856,14549,3,302,23,41,0
39260856,14550,4,303,23,42,30
39260856,14551,5,304,23,44,23
39260856,14552,6,305,23,48,45
39260857,14547,1,228,23,42,0
39260857,14548,2,301,23,45,5
39260857,14549,3,302,23,47,45
39260857,14550,4,303,23,49,15
39260857,14551,5,304,23,51,8
39260857,14552,6,305,23,55,30
39260858,14547,1,228,23,48,45
39260858,14548,2,301,23,51,50
39260858,14549,3,302,23,54,30
39260858,14550,4,303,23,56,0
39260858,14551,5,304,23,57,53
39260858,14552,6,305,0,2,15
39260859,14547,1,228,23,55,30
39260859,14548,2,301,23,58,35
39260859,14549,3,302,0,1,15
39260859,14550,4,303,0,2,45
39260859,14551,5,304,0,4,38
39260859,14552,6,305,0,9,0
39260860,14547,1,228,0,2,15
39260860,14548,2,301,0,5,20
39260860,14549,3,302,0,8,0
39260860,14550,4,303,0,9,30
39260860,14551,5,304,0,11,23
39260860,14552,6,305,0,15,45
39260861,14547,1,228,0,9,0
39260861,14548,2,301,0,12,5
