trip_id,stop_id,stop_sequence,INT_ID,hour,minute,seconds
39260736,14552,6,305,12,45,0
39260737,14547,1,228,12,38,15
39260737,14548,2,301,12,41,20
39260737,14549,3,302,12,44,0
39260737,14550,4,303,12,45,30
39260737,14551,5,304,12,47,23
39260737,14552,6,305,12,51,45
39260738,14547,1,228,12,45,0
39260738,14548,2,301,12,48,5
39260738,14549,3,302,12,50,45
39260738,14550,4,303,12,52,15
39260738,14551,5,304,12,54,8
39260738,14552,6,305,12,58,30
39260739,14547,1,228,12,51,45
39260739,14548,2,301,12,54,50
39260739,14549,3,302,12,57,30
39260739,14550,4,303,12,59,0
39260739,14551,5,304,13,0,53
39260739,14552,6,305,13,5,15
39260740,14547,1,228,12,58,30
39260740,14548,2,301,13,1,35
39260740,14549,3,302,13,4,15
39260740,14550,4,303,13,5,45
39260740,14551,5,304,13,7,38
39260740,14552,6,305,13,12,0
39260741,14547,1,228,13,5,15
39260741,14548,2,301,13,8,20
39260741,14549,3,302,13,11,0
39260741,14550,4,303,13,12,30
39260741,14551,5,304,13,14,23
39260741,14552,6,305,13,18,45
39260742,14547,1,228,13,12,0
39260742,14548,2,301,13,15,5
39260742,14549,3,302,13,17,45
39260742,14550,4,303,13,19,15
39260742,14551,5,304,13,21,8
39260742,14552,6,305,13,25,30
39260743,14547,1,228,13,18,45
39260743,14548,2,301,13,21,50
39260743,14549,3,302,13,24,30
39260743,14550,4,303,13,26,0
39260743,14551,5,304,13,27,53
39260743,14552,6,305,13,32,15
39260744,14547,1,228,13,25,30
39260744,14548,2,301,13,28,35
39260744,14549,3,302,13,31,15
39260744,14550,4,303,13,32,45
39260744,14551,5,304,13,34,38
39260744,14552,6,305,13,39,0
39260745,14547,1,228,13,32,15
39260745,14548,2,301,13,35,20
39260745,14549,3,302,13,38,0
39260745,14550,4,303,13,39,30
39260745,14551,5,304,13,41,23
39260745,14552,6,305,13,45,45
39260746,14547,1,228,13,39,0
39260746,14548,2,301,13,42,5
39260746,14549,3,302,13,44,45
39260746,14550,4,303,13,46,15
39260746,14551,5,304,13,48,8
39260746,14552,6,305,13,52,30
39260747,14547,1,228,13,45,45
39260747,14548,2,301,13,48,50
39260747,14549,3,302,13,51,30
39260747,14550,4,303,13,53,0
39260747,14551,5,304,13,54,53
39260747,14552,6,305,13,59,15
39260748,14547,1,228,13,52,30
39260748,14548,2,301,13,55,35
39260748,14549,3,302,13,58,15
39260748,14550,4,303,13,59,45
39260748,14551,5,304,14,1,38
39260748,14552,6,305,14,6,0
39260749,14547,1,228,13,59,15
39260749,14548,2,301,14,2,20
39260749,14549,3,302,14,5,0
39260749,14550,4,303,14,6,30
39260749,14551,5,304,14,8,23
39260749,14552,6,305,14,12,45
