INT_ID,bc_single,o_node_time,d_node_time,o_node,d_node
1018,1.0,1018-0-4-54,1034-0-99-99,1018,1034
1034,1.0,1018-0-4-54,1034-0-99-99,1018,1034
13465673,1.0,1018-0-4-54,1034-0-99-99,1018,1034
13465795,1.0,1018-0-4-54,1034-0-99-99,1018,1034
13466110,1.0,1018-0-4-54,1034-0-99-99,1018,1034
13465894,1.0,1018-0-4-54,1034-0-99-99,1018,1034
13465979,1.0,1018-0-4-54,1034-0-99-99,1018,1034
13466199,1.0,1018-0-4-54,1034-0-99-99,1018,1034
13465571,0.5,1018-0-4-54,1034-0-99-99,1018,1034
205,1.0,1021-0-4-54,1361-0-99-99,1021,1361
13468811,0.4090909090909091,1021-0-4-54,1361-0-99-99,1021,1361
106,1.0,1021-0-4-54,1361-0-99-99,1021,1361
202,1.0,1021-0-4-54,1361-0-99-99,1021,1361
200,1.0,1021-0-4-54,1361-0-99-99,1021,1361
208,1.0,1021-0-4-54,1361-0-99-99,1021,1361
213,1.0,1021-0-4-54,1361-0-99-99,1021,1361
212,1.0,1021-0-4-54,1361-0-99-99,1021,1361
13463747,1.0,1021-0-4-54,1361-0-99-99,1021,1361
13469317,1.0,1021-0-4-54,1361-0-99-99,1021,1361
13467231,1.0,1021-0-4-54,1361-0-99-99,1021,1361
1021,1.0,1021-0-4-54,1361-0-99-99,1021,1361
211,1.0,1021-0-4-54,1361-0-99-99,1021,1361
13466999,1.0,1021-0-4-54,1361-0-99-99,1021,1361
13465705,1.0,1021-0-4-54,1361-0-99-99,1021,1361
206,1.0,1021-0-4-54,1361-0-99-99,1021,1361
13469211,0.2922077922077922,1021-0-4-54,1361-0-99-99,1021,1361
209,1.0,1021-0-4-54,1361-0-99-99,1021,1361
13454935,1.0,1021-0-4-54,1361-0-99-99,1021,1361
214,1.0,1021-0-4-54,1361-0-99-99,1021,1361
1361,1.0,1021-0-4-54,1361-0-99-99,1021,1361
215,1.0,1021-0-4-54,1361-0-99-99,1021,1361
203,1.0,1021-0-4-54,1361-0-99-99,1021,1361
156,1.0,1021-0-4-54,1361-0-99-99,1021,1361
216,1.0,1021-0-4-54,1361-0-99-99,1021,1361
13467131,1.0,1021-0-4-54,1361-0-99-99,1021,1361
204,1.0,1021-0-4-54,1361-0-99-99,1021,1361
13465043,1.0,1021-0-4-54,1361-0-99-99,1021,1361
210,1.0,1021-0-4-54,1361-0-99-99,1021,1361
207,1.0,1021-0-4-54,1361-0-99-99,1021,1361
13468683,0.4090909090909091,1021-0-4-54,1361-0-99-99,1021,1361
13469285,0.2922077922077922,1021-0-4-54,1361-0-99-99,1021,1361
13468974,0.2922077922077922,1021-0-4-54,1361-0-99-99,1021,1361
201,1.0,1021-0-4-54,1361-0-99-99,1021,1361
13468572,0.35064935064935066,1021-0-4-54,1361-0-99-99,1021,1361
13468356,0.11688311688311688,1021-0-4-54,1361-0-99-99,1021,1361
13468541,0.05844155844155844,1021-0-4-54,1361-0-99-99,1021,1361
13468457,0.05844155844155844,1021-0-4-54,1361-0-99-99,1021,1361
13468614,0.05844155844155844,1021-0-4-54,1361-0-99-99,1021,1361
205,1.0,1021-0-4-54,1386-0-99-99,1021,1386
13454806,1.0,1021-0-4-54,1386-0-99-99,1021,1386
13454278,1.0,1021-0-4-54,1386-0-99-99,1021,1386
106,1.0,1021-0-4-54,1386-0-99-99,1021,1386
202,1.0,1021-0-4-54,1386-0-99-99,1021,1386
13457990,1.0,1021-0-4-54,1386-0-99-99,1021,1386
13456080,1.0,1021-0-4-54,1386-0-99-99,1021,1386
13456671,1.0,1021-0-4-54,1386-0-99-99,1021,1386
13463434,1.0,1021-0-4-54,1386-0-99-99,1021,1386
208,1.0,1021-0-4-54,1386-0-99-99,1021,1386
213,1.0,1021-0-4-54,1386-0-99-99,1021,1386
212,1.0,1021-0-4-54,1386-0-99-99,1021,1386
13463747,1.0,1021-0-4-54,1386-0-99-99,1021,1386
13458506,1.0,1021-0-4-54,1386-0-99-99,1021,1386
13467231,1.0,1021-0-4-54,1386-0-99-99,1021,1386
1021,1.0,1021-0-4-54,1386-0-99-99,1021,1386
13467331,1.0,1021-0-4-54,1386-0-99-99,1021,1386
13464419,1.0,1021-0-4-54,1386-0-99-99,1021,1386
13461563,1.0,1021-0-4-54,1386-0-99-99,1021,1386
211,1.0,1021-0-4-54,1386-0-99-99,1021,1386
13465562,1.0,1021-0-4-54,1386-0-99-99,1021,1386
13466999,1.0,1021-0-4-54,1386-0-99-99,1021,1386
13461184,1.0,1021-0-4-54,1386-0-99-99,1021,1386
13459870,1.0,1021-0-4-54,1386-0-99-99,1021,1386
13452207,1.0,1021-0-4-54,1386-0-99-99,1021,1386
13457696,1.0,1021-0-4-54,1386-0-99-99,1021,1386
13457412,1.0,1021-0-4-54,1386-0-99-99,1021,1386
13455765,1.0,1021-0-4-54,1386-0-99-99,1021,1386
13465956,1.0,1021-0-4-54,1386-0-99-99,1021,1386
13465705,1.0,1021-0-4-54,1386-0-99-99,1021,1386
206,1.0,1021-0-4-54,1386-0-99-99,1021,1386
13455529,1.0,1021-0-4-54,1386-0-99-99,1021,1386
13464097,1.0,1021-0-4-54,1386-0-99-99,1021,1386
13461842,1.0,1021-0-4-54,1386-0-99-99,1021,1386
209,1.0,1021-0-4-54,1386-0-99-99,1021,1386
13462163,1.0,1021-0-4-54,1386-0-99-99,1021,1386
214,1.0,1021-0-4-54,1386-0-99-99,1021,1386
13464763,1.0,1021-0-4-54,1386-0-99-99,1021,1386
13458256,1.0,1021-0-4-54,1386-0-99-99,1021,1386
