INT_ID,bc_single,o_node_time,d_node_time,o_node,d_node
1018,1.0,1018-0-4-5,1034-0-99-99,1018,1034
13467011,0.09090909090909091,1018-0-4-5,1034-0-99-99,1018,1034
1034,1.0,1018-0-4-5,1034-0-99-99,1018,1034
13465975,0.09090909090909091,1018-0-4-5,1034-0-99-99,1018,1034
14243510,0.09090909090909091,1018-0-4-5,1034-0-99-99,1018,1034
13466241,0.09090909090909091,1018-0-4-5,1034-0-99-99,1018,1034
13466404,0.09090909090909091,1018-0-4-5,1034-0-99-99,1018,1034
13466475,0.09090909090909091,1018-0-4-5,1034-0-99-99,1018,1034
14036494,0.09090909090909091,1018-0-4-5,1034-0-99-99,1018,1034
13466321,0.09090909090909091,1018-0-4-5,1034-0-99-99,1018,1034
13466633,0.09090909090909091,1018-0-4-5,1034-0-99-99,1018,1034
13466844,0.09090909090909091,1018-0-4-5,1034-0-99-99,1018,1034
13465784,0.09090909090909091,1018-0-4-5,1034-0-99-99,1018,1034
213,1.0,1021-0-4-5,1361-0-99-99,1021,1361
216,1.0,1021-0-4-5,1361-0-99-99,1021,1361
13466999,1.0,1021-0-4-5,1361-0-99-99,1021,1361
209,1.0,1021-0-4-5,1361-0-99-99,1021,1361
13469317,1.0,1021-0-4-5,1361-0-99-99,1021,1361
205,1.0,1021-0-4-5,1361-0-99-99,1021,1361
1361,1.0,1021-0-4-5,1361-0-99-99,1021,1361
204,1.0,1021-0-4-5,1361-0-99-99,1021,1361
207,1.0,1021-0-4-5,1361-0-99-99,1021,1361
13469285,0.33055245671048167,1021-0-4-5,1361-0-99-99,1021,1361
13467231,1.0,1021-0-4-5,1361-0-99-99,1021,1361
13463747,1.0,1021-0-4-5,1361-0-99-99,1021,1361
201,1.0,1021-0-4-5,1361-0-99-99,1021,1361
156,1.0,1021-0-4-5,1361-0-99-99,1021,1361
106,1.0,1021-0-4-5,1361-0-99-99,1021,1361
13469211,0.33055245671048167,1021-0-4-5,1361-0-99-99,1021,1361
1021,1.0,1021-0-4-5,1361-0-99-99,1021,1361
13468974,0.33055245671048167,1021-0-4-5,1361-0-99-99,1021,1361
202,1.0,1021-0-4-5,1361-0-99-99,1021,1361
200,0.9998544890139206,1021-0-4-5,1361-0-99-99,1021,1361
13468811,0.33055245671048167,1021-0-4-5,1361-0-99-99,1021,1361
13463124,0.5,1021-0-4-5,1361-0-99-99,1021,1361
215,1.0,1021-0-4-5,1361-0-99-99,1021,1361
214,1.0,1021-0-4-5,1361-0-99-99,1021,1361
13465705,1.0,1021-0-4-5,1361-0-99-99,1021,1361
13468683,0.33055245671048167,1021-0-4-5,1361-0-99-99,1021,1361
13454935,1.0,1021-0-4-5,1361-0-99-99,1021,1361
13467131,1.0,1021-0-4-5,1361-0-99-99,1021,1361
203,1.0,1021-0-4-5,1361-0-99-99,1021,1361
211,1.0,1021-0-4-5,1361-0-99-99,1021,1361
208,1.0,1021-0-4-5,1361-0-99-99,1021,1361
212,1.0,1021-0-4-5,1361-0-99-99,1021,1361
206,1.0,1021-0-4-5,1361-0-99-99,1021,1361
210,1.0,1021-0-4-5,1361-0-99-99,1021,1361
13465043,1.0,1021-0-4-5,1361-0-99-99,1021,1361
13468572,0.33404472037638844,1021-0-4-5,1361-0-99-99,1021,1361
