o_node_time,d_node_time,INT_ID_o,INT_ID_d,route,bc_single
1021-0-4-5,1361-0-99-99,106,215,300.0,1.0
1021-0-4-5,1361-0-99-99,13463124,216,300.0,0.5
1021-0-4-5,1361-0-99-99,13463747,156,300.0,1.0
1021-0-4-5,1361-0-99-99,13465043,210,300.0,1.0
1021-0-4-5,1361-0-99-99,13465705,208,300.0,1.0
1021-0-4-5,1361-0-99-99,13466999,13467131,300.0,1.0
1021-0-4-5,1361-0-99-99,13467131,13467231,300.0,1.1047194063151768
1021-0-4-5,1361-0-99-99,13467231,13467131,300.0,0.1047194063151768
1021-0-4-5,1361-0-99-99,13467231,202,300.0,1.151331425522627
1021-0-4-5,1361-0-99-99,13467917,13468117,315.0,0.0145510986079449
1021-0-4-5,1361-0-99-99,13467917,202,315.0,0.018188873259931126
1021-0-4-5,1361-0-99-99,13468117,13467917,315.0,0.0145510986079449
1021-0-4-5,1361-0-99-99,13468117,13468685,315.0,0.010913323955958674
1021-0-4-5,1361-0-99-99,13468202,13468530,112.0,4.8503662026483e-05
1021-0-4-5,1361-0-99-99,13468356,13468457,300.0,0.011398360576223504
1021-0-4-5,1361-0-99-99,13468356,13468572,49.0,0.09220546151234418
1021-0-4-5,1361-0-99-99,13468457,13468356,49.0,0.00533540282291313
1021-0-4-5,1361-0-99-99,13468457,13468356,300.0,0.005917446767230926
1021-0-4-5,1361-0-99-99,13468457,13468541,300.0,0.000145510986079449
1021-0-4-5,1361-0-99-99,13468530,13468202,300.0,4.8503662026483e-05
1021-0-4-5,1361-0-99-99,13468530,13468898,112.0,9.7007324052966e-05
1021-0-4-5,1361-0-99-99,13468541,13468614,300.0,0.000145510986079449
1021-0-4-5,1361-0-99-99,13468572,13468356,49.0,0.07047582092447979
1021-0-4-5,1361-0-99-99,13468572,13468356,300.0,0.021875151573943832
1021-0-4-5,1361-0-99-99,13468572,200,49.0,0.24188776252607072
1021-0-4-5,1361-0-99-99,13468572,200,111.0,0.00436532958238347
1021-0-4-5,1361-0-99-99,13468572,200,112.0,0.00873065916476694
1021-0-4-5,1361-0-99-99,13468572,200,123.0,0.00436532958238347
1021-0-4-5,1361-0-99-99,13468572,201,300.0,0.09686181306688656
1021-0-4-5,1361-0-99-99,13468614,13468751,300.0,0.000145510986079449
1021-0-4-5,1361-0-99-99,13468683,13468811,111.0,0.19833147402628898
1021-0-4-5,1361-0-99-99,13468683,13468811,112.0,0.13222098268419266
1021-0-4-5,1361-0-99-99,13468685,13468117,315.0,0.010913323955958674
1021-0-4-5,1361-0-99-99,13468685,13469002,315.0,0.00727554930397245
1021-0-4-5,1361-0-99-99,13468751,13468898,300.0,0.000145510986079449
1021-0-4-5,1361-0-99-99,13468811,13468974,111.0,0.19833147402628898
1021-0-4-5,1361-0-99-99,13468811,13468974,112.0,0.13222098268419266
1021-0-4-5,1361-0-99-99,13468898,13468530,300.0,9.7007324052966e-05
1021-0-4-5,1361-0-99-99,13468898,20110447,112.0,0.000145510986079449
1021-0-4-5,1361-0-99-99,13468974,13469211,111.0,0.19833147402628898
1021-0-4-5,1361-0-99-99,13468974,13469211,112.0,0.13222098268419266
1021-0-4-5,1361-0-99-99,13469002,13468685,315.0,0.00727554930397245
1021-0-4-5,1361-0-99-99,13469002,13469132,315.0,0.003637774651986225
1021-0-4-5,1361-0-99-99,13469132,13469002,315.0,0.003637774651986225
1021-0-4-5,1361-0-99-99,13469211,13469285,111.0,0.19833147402628898
1021-0-4-5,1361-0-99-99,13469211,13469285,112.0,0.13222098268419266
1021-0-4-5,1361-0-99-99,13469285,13469317,111.0,0.19833147402628898
1021-0-4-5,1361-0-99-99,13469285,13469317,112.0,0.13222098268419266
1021-0-4-5,1361-0-99-99,13469317,13454935,191.0,1.0
1021-0-4-5,1361-0-99-99,13469317,200,191.0,0.19833147402628898
1021-0-4-5,1361-0-99-99,13469402,13469317,112.0,0.000145510986079449
1021-0-4-5,1361-0-99-99,13469458,13469402,112.0,0.000145510986079449
1021-0-4-5,1361-0-99-99,13469498,13469458,112.0,0.000145510986079449
1021-0-4-5,1361-0-99-99,156,214,300.0,1.0
1021-0-4-5,1361-0-99-99,200,13468572,45.0,0.06611049134209633
1021-0-4-5,1361-0-99-99,200,13468572,49.0,0.13222098268419266
1021-0-4-5,1361-0-99-99,200,13468683,111.0,0.19833147402628898
1021-0-4-5,1361-0-99-99,200,13468683,112.0,0.13222098268419266
1021-0-4-5,1361-0-99-99,200,13469317,191.0,0.7354125236455352
1021-0-4-5,1361-0-99-99,200,13469317,192.0,0.13222098268419266
1021-0-4-5,1361-0-99-99,201,13468572,300.0,0.15802493088228162
1021-0-4-5,1361-0-99-99,201,200,2.0,0.145510986079449
1021-0-4-5,1361-0-99-99,201,200,300.0,0.7933258961051559
1021-0-4-5,1361-0-99-99,201,202,300.0,0.3363728961536596
1021-0-4-5,1361-0-99-99,20110447,13469498,112.0,0.000145510986079449
1021-0-4-5,1361-0-99-99,202,13467231,300.0,0.15133142552262696
1021-0-4-5,1361-0-99-99,202,13467917,315.0,0.018188873259931126
1021-0-4-5,1361-0-99-99,202,201,2.0,0.06189067274579231
1021-0-4-5,1361-0-99-99,202,201,300.0,1.2744822234078672
1021-0-4-5,1361-0-99-99,203,204,300.0,1.0
1021-0-4-5,1361-0-99-99,204,13466999,300.0,1.0
1021-0-4-5,1361-0-99-99,205,203,300.0,1.0
1021-0-4-5,1361-0-99-99,206,205,300.0,1.0
1021-0-4-5,1361-0-99-99,207,206,300.0,1.0
1021-0-4-5,1361-0-99-99,208,207,300.0,1.0
1021-0-4-5,1361-0-99-99,209,13465705,300.0,1.0
1021-0-4-5,1361-0-99-99,210,209,300.0,1.0
1021-0-4-5,1361-0-99-99,211,13465043,300.0,1.0
1021-0-4-5,1361-0-99-99,212,211,300.0,1.0
1021-0-4-5,1361-0-99-99,213,212,300.0,1.0
1021-0-4-5,1361-0-99-99,214,213,300.0,1.0
1021-0-4-5,1361-0-99-99,215,13463747,300.0,1.0
1021-0-4-5,1361-0-99-99,216,106,300.0,1.0
1021-0-4-5,1386-0-99-99,105,13463723,320.0,0.2471590909090909
1021-0-4-5,1386-0-99-99,106,13463015,320.0,0.90625
1021-0-4-5,1386-0-99-99,106,215,300.0,0.011363636363636364
1021-0-4-5,1386-0-99-99,107,13461921,320.0,0.9886363636363636
1021-0-4-5,1386-0-99-99,108,109,320.0,0.9886363636363636
1021-0-4-5,1386-0-99-99,109,13459944,320.0,0.9886363636363636
1021-0-4-5,1386-0-99-99,110,13458124,320.0,0.9886363636363636
1021-0-4-5,1386-0-99-99,111,13457078,320.0,0.9886363636363636
1021-0-4-5,1386-0-99-99,112,13453668,320.0,0.9886363636363636
1021-0-4-5,1386-0-99-99,113,13450770,320.0,0.9886363636363636
1021-0-4-5,1386-0-99-99,114,115,320.0,0.9886363636363636
1021-0-4-5,1386-0-99-99,115,13447144,320.0,0.9886363636363636
1021-0-4-5,1386-0-99-99,116,13445250,320.0,0.9886363636363636
1021-0-4-5,1386-0-99-99,13443870,13444138,353.0,0.9886363636363636
1021-0-4-5,1386-0-99-99,13444082,13443870,320.0,0.9886363636363636
1021-0-4-5,1386-0-99-99,13444138,13444337,353.0,0.9886363636363636
1021-0-4-5,1386-0-99-99,13444337,13444464,353.0,0.9886363636363636
1021-0-4-5,1386-0-99-99,13444464,13444609,353.0,0.9886363636363636
1021-0-4-5,1386-0-99-99,13444488,13444082,320.0,0.9886363636363636
1021-0-4-5,1386-0-99-99,13444609,13444656,353.0,0.9886363636363636
1021-0-4-5,1386-0-99-99,13444653,13444488,320.0,0.9886363636363636
1021-0-4-5,1386-0-99-99,13444656,13444817,353.0,0.9886363636363636
1021-0-4-5,1386-0-99-99,13444817,13444956,353.0,0.9886363636363636
1021-0-4-5,1386-0-99-99,13444838,13444653,320.0,0.9886363636363636
1021-0-4-5,1386-0-99-99,13444956,13445128,353.0,1.0909090909090908
