index,station1,station2,platform1_end_time_left,platform2_start_time_left,year,month,day,hour,date,dow,period,platform1_end_time_right,platform2_start_time_right,gap,train_id
107,lawrence_east,kennedy,2019-11-27 13:24:08.436000-05:00,2019-11-27 13:28:38.030000-05:00,2019,11,27,13,2019-11-27,2,MD,2019-11-27 13:26:54.846000-05:00,2019-11-27 13:37:28.078000-05:00,530,22
123,lawrence_east,kennedy,2019-11-27 13:51:27.405000-05:00,2019-11-27 13:56:01.225000-05:00,2019,11,27,13,2019-11-27,2,MD,2019-11-27 14:00:13.486000-05:00,2019-11-27 14:04:22.844000-05:00,501,26
5,kennedy,lawrence_east,2020-01-03 16:10:13.622000-05:00,2020-01-03 16:18:53.905000-05:00,2020,1,3,16,2020-01-03,4,PM,2020-01-03 16:23:36.111000-05:00,2020-01-03 16:29:30.632000-05:00,636,3
106,kennedy,lawrence_east,2020-01-03 18:21:06.626000-05:00,2020-01-03 18:28:13.406000-05:00,2020,1,3,18,2020-01-03,4,PM,2020-01-03 18:28:35.986000-05:00,2020-01-03 18:35:51.278000-05:00,457,27
144,kennedy,lawrence_east,2020-01-03 19:14:33.080000-05:00,2020-01-03 19:19:13.680000-05:00,2020,1,4,19,2020-01-03,4,PM,2020-01-03 19:25:16.952000-05:00,2020-01-03 19:28:58.444000-05:00,584,36
154,kennedy,lawrence_east,2020-01-03 19:47:42.322000-05:00,2020-01-03 19:53:16.944000-05:00,2020,1,4,19,2020-01-03,4,PM,2020-01-03 19:58:53.331000-05:00,2020-01-03 20:03:15.290000-05:00,598,42
162,kennedy,lawrence_east,2020-01-03 20:01:05.671000-05:00,2020-01-03 20:14:51.493000-05:00,2020,1,4,20,2020-01-03,4,PM,2020-01-03 20:18:16.163000-05:00,2020-01-03 20:23:02.495000-05:00,491,45
168,kennedy,lawrence_east,2020-01-03 20:32:02.185000-05:00,2020-01-03 20:41:44.041000-05:00,2020,1,4,20,2020-01-03,4,PM,2020-01-03 20:39:53.849000-05:00,2020-01-03 20:49:19.841000-05:00,455,49
176,kennedy,lawrence_east,2020-01-03 20:44:47.887000-05:00,2020-01-03 20:54:36.485000-05:00,2020,1,4,20,2020-01-03,4,PM,2020-01-03 20:51:01.344000-05:00,2020-01-03 21:02:40.543000-05:00,484,51
8,kennedy,lawrence_east,2019-12-12 16:11:46.552000-05:00,2019-12-12 16:19:14.509000-05:00,2019,12,12,16,2019-12-12,3,PM,2019-12-12 16:16:15.635000-05:00,2019-12-12 16:27:11.494000-05:00,476,3
25,kennedy,lawrence_east,2019-12-12 16:38:35.951000-05:00,2019-12-12 16:45:36.984000-05:00,2019,12,12,16,2019-12-12,3,PM,2019-12-12 16:43:23.219000-05:00,2019-12-12 16:54:36.617000-05:00,539,8
30,kennedy,lawrence_east,2019-12-12 16:48:11.240000-05:00,2019-12-12 16:55:03.847000-05:00,2019,12,12,16,2019-12-12,3,PM,2019-12-12 16:50:08.132000-05:00,2019-12-12 17:03:44.060000-05:00,520,9
32,kennedy,lawrence_east,2019-12-12 16:56:52.968000-05:00,2019-12-12 17:04:49.601000-05:00,2019,12,12,16,2019-12-12,3,PM,2019-12-12 17:08:48.094000-05:00,2019-12-12 17:14:04.210000-05:00,554,10
180,kennedy,lawrence_east,2019-12-12 19:46:04.785000-05:00,2019-12-12 19:51:13.461000-05:00,2019,12,13,19,2019-12-12,3,PM,2019-12-12 19:52:40.343000-05:00,2019-12-12 20:01:18.225000-05:00,604,41
210,kennedy,lawrence_east,2019-12-12 20:37:51.466000-05:00,2019-12-12 20:41:58.385000-05:00,2019,12,13,20,2019-12-12,3,PM,2019-12-12 20:37:30.688000-05:00,2019-12-12 20:50:01.875000-05:00,483,50
218,kennedy,lawrence_east,2019-12-12 20:50:34.014000-05:00,2019-12-12 20:58:40.570000-05:00,2019,12,13,20,2019-12-12,3,PM,2019-12-12 20:50:32.560000-05:00,2019-12-12 21:06:16.668000-05:00,456,52
119,kennedy,lawrence_east,2019-12-19 18:45:35.155000-05:00,2019-12-19 18:49:17.695000-05:00,2019,12,19,18,2019-12-19,3,PM,2019-12-19 18:49:47.139000-05:00,2019-12-19 18:59:30.220000-05:00,612,34
145,kennedy,lawrence_east,2019-12-19 19:23:29.778000-05:00,2019-12-19 19:30:13.125000-05:00,2019,12,20,19,2019-12-19,3,PM,2019-12-19 19:30:17.142000-05:00,2019-12-19 19:39:25.082000-05:00,551,41
164,kennedy,lawrence_east,2019-12-19 19:54:36.484000-05:00,2019-12-19 20:03:20.895000-05:00,2019,12,20,19,2019-12-19,3,PM,2019-12-19 20:04:46.389000-05:00,2019-12-19 20:11:52.052000-05:00,511,48
173,kennedy,lawrence_east,2019-12-19 20:12:03.322000-05:00,2019-12-19 20:21:32.460000-05:00,2019,12,20,20,2019-12-19,3,PM,2019-12-19 20:21:04.356000-05:00,2019-12-19 20:29:42.577000-05:00,490,51
182,kennedy,lawrence_east,2019-12-19 20:30:39.874000-05:00,2019-12-19 20:36:32.124000-05:00,2019,12,20,20,2019-12-19,3,PM,2019-12-19 20:37:35.634000-05:00,2019-12-19 20:45:05.757000-05:00,513,53
183,kennedy,lawrence_east,2019-12-19 20:37:35.634000-05:00,2019-12-19 20:45:05.757000-05:00,2019,12,20,20,2019-12-19,3,PM,2019-12-19 20:42:39.798000-05:00,2019-12-19 20:54:29.248000-05:00,563,54
254,kennedy,lawrence_east,2019-12-09 20:06:54.760000-05:00,2019-12-09 20:16:46.018000-05:00,2019,12,10,20,2019-12-09,0,PM,2019-12-09 20:17:52.314000-05:00,2019-12-09 20:25:43.786000-05:00,537,52
258,kennedy,lawrence_east,2019-12-09 20:22:38.294000-05:00,2019-12-09 20:30:12.855000-05:00,2019,12,10,20,2019-12-09,0,PM,2019-12-09 20:30:36.677000-05:00,2019-12-09 20:39:35.495000-05:00,562,54
264,kennedy,lawrence_east,2019-12-09 20:43:44.603000-05:00,2019-12-09 20:52:17.604000-05:00,2019,12,10,20,2019-12-09,0,PM,2019-12-09 20:59:28.738000-05:00,2019-12-09 21:04:13.377000-05:00,715,57
265,kennedy,lawrence_east,2019-12-09 20:59:28.738000-05:00,2019-12-09 21:04:13.377000-05:00,2019,12,10,20,2019-12-09,0,PM,2019-12-09 20:59:40.312000-05:00,2019-12-09 21:13:48.751000-05:00,575,58
142,kennedy,lawrence_east,2019-11-29 18:23:55.654000-05:00,2019-11-29 18:31:44.699000-05:00,2019,11,29,18,2019-11-29,4,PM,2019-11-29 18:31:20.579000-05:00,2019-11-29 18:39:52.542000-05:00,487,34
217,kennedy,lawrence_east,2019-11-29 20:18:23.513000-05:00,2019-11-29 20:28:39.702000-05:00,2019,11,30,20,2019-11-29,4,PM,2019-11-29 20:33:26.724000-05:00,2019-11-29 20:38:59.446000-05:00,619,57
227,kennedy,lawrence_east,2019-11-29 20:33:02.368000-05:00,2019-11-29 20:39:59.537000-05:00,2019,11,30,20,2019-11-29,4,PM,2019-11-29 20:42:21.266000-05:00,2019-11-29 20:51:03.776000-05:00,664,58
13,kennedy,lawrence_east,2019-12-02 16:24:20.652000-05:00,2019-12-02 16:33:16.347000-05:00,2019,12,2,16,2019-12-02,0,PM,2019-12-02 16:28:03.314000-05:00,2019-12-02 16:40:50.049000-05:00,453,7
19,kennedy,lawrence_east,2019-12-02 16:40:15.939000-05:00,2019-12-02 16:44:36.695000-05:00,2019,12,2,16,2019-12-02,0,PM,2019-12-02 16:45:37.914000-05:00,2019-12-02 16:54:28.966000-05:00,592,9
22,kennedy,lawrence_east,2019-12-02 16:45:59.896000-05:00,2019-12-02 16:56:47.929000-05:00,2019,12,2,16,2019-12-02,0,PM,2019-12-02 16:55:19.058000-05:00,2019-12-02 17:04:47.958000-05:00,480,11
223,kennedy,lawrence_east,2019-12-02 20:39:21.369000-05:00,2019-12-02 20:49:02.135000-05:00,2019,12,3,20,2019-12-02,0,PM,2019-12-02 20:48:32.961000-05:00,2019-12-02 20:58:30.061000-05:00,567,56
40,kennedy,lawrence_east,2019-12-18 16:49:06.313000-05:00,2019-12-18 16:57:47.674000-05:00,2019,12,18,16,2019-12-18,2,PM,2019-12-18 16:59:30.690000-05:00,2019-12-18 17:06:47.590000-05:00,539,11
172,kennedy,lawrence_east,2019-12-18 19:16:03.880000-05:00,2019-12-18 19:21:57.348000-05:00,2019,12,19,19,2019-12-18,2,PM,2019-12-18 19:25:12.635000-05:00,2019-12-18 19:32:22.506000-05:00,625,42
173,kennedy,lawrence_east,2019-12-18 19:25:12.635000-05:00,2019-12-18 19:32:22.506000-05:00,2019,12,19,19,2019-12-18,2,PM,2019-12-18 19:42:53.177000-05:00,2019-12-18 19:51:42.445000-05:00,1159,43
213,kennedy,lawrence_east,2019-12-18 20:37:25.844000-05:00,2019-12-18 20:46:51.753000-05:00,2019,12,19,20,2019-12-18,2,PM,2019-12-18 20:47:04.593000-05:00,2019-12-18 20:55:21.120000-05:00,509,55
223,kennedy,lawrence_east,2019-11-27 19:47:59.916000-05:00,2019-11-27 19:54:40.530000-05:00,2019,11,28,19,2019-11-27,2,PM,2019-11-27 19:57:44.040000-05:00,2019-11-27 20:05:43.523000-05:00,662,50
227,kennedy,lawrence_east,2019-11-27 19:55:46.321000-05:00,2019-11-27 20:06:10.195000-05:00,2019,11,28,19,2019-11-27,2,PM,2019-11-27 20:10:03.087000-05:00,2019-11-27 20:13:59.374000-05:00,469,51
230,kennedy,lawrence_east,2019-11-27 20:08:42.608000-05:00,2019-11-27 20:14:09.552000-05:00,2019,11,28,20,2019-11-27,2,PM,2019-11-27 20:17:15.033000-05:00,2019-11-27 20:25:01.317000-05:00,651,52
5,kennedy,lawrence_east,2019-12-13 20:08:53.861000-05:00,2019-12-13 20:16:05.441000-05:00,2019,12,14,20,2019-12-13,4,EV,2019-12-13 20:17:28.686000-05:00,2019-12-13 20:24:02.047000-05:00,476,3
25,kennedy,lawrence_east,2019-12-13 20:47:01.558000-05:00,2019-12-13 20:55:01.526000-05:00,2019,12,14,20,2019-12-13,4,EV,2019-12-13 20:48:56.744000-05:00,2019-12-13 21:03:21.140000-05:00,499,10
27,kennedy,lawrence_east,2019-12-13 20:52:37.211000-05:00,2019-12-13 21:03:34.804000-05:00,2019,12,14,20,2019-12-13,4,EV,2019-12-13 21:00:28.592000-05:00,2019-12-13 21:12:03.327000-05:00,508,11
34,kennedy,lawrence_east,2019-12-13 21:12:23.744000-05:00,2019-12-13 21:18:04.291000-05:00,2019,12,14,21,2019-12-13,4,EV,2019-12-13 21:20:32.105000-05:00,2019-12-13 21:29:12.464000-05:00,668,13
50,kennedy,lawrence_east,2019-12-13 21:52:11.847000-05:00,2019-12-13 22:02:39.935000-05:00,2019,12,14,21,2019-12-13,4,EV,2019-12-13 22:03:04.083000-05:00,2019-12-13 22:10:37.132000-05:00,477,19
56,kennedy,lawrence_east,2019-12-13 22:09:08.554000-05:00,2019-12-13 22:14:23.407000-05:00,2019,12,14,22,2019-12-13,4,EV,2019-12-13 22:18:59.040000-05:00,2019-12-13 22:29:56.817000-05:00,933,21
61,kennedy,lawrence_east,2019-12-13 22:23:46.468000-05:00,2019-12-13 22:31:24.907000-05:00,2019,12,14,22,2019-12-13,4,EV,2019-12-13 22:37:32.278000-05:00,2019-12-13 22:42:14.360000-05:00,649,22
73,kennedy,lawrence_east,2019-12-13 22:40:43.528000-05:00,2019-12-13 22:48:45.488000-05:00,2019,12,14,22,2019-12-13,4,EV,2019-12-13 22:47:40.843000-05:00,2019-12-13 22:56:59.299000-05:00,493,24
97,kennedy,lawrence_east,2019-12-13 23:42:20.646000-05:00,2019-12-13 23:52:21.895000-05:00,2019,12,14,23,2019-12-13,4,EV,2019-12-13 23:54:34.854000-05:00,2019-12-14 00:02:57.765000-05:00,635,37
100,kennedy,lawrence_east,2019-12-13 23:55:02.958000-05:00,2019-12-14 00:03:04.877000-05:00,2019,12,14,23,2019-12-13,4,EV,2019-12-14 00:03:14.620000-05:00,2019-12-14 00:11:11.357000-05:00,486,38
103,kennedy,lawrence_east,2019-12-14 00:03:45.850000-05:00,2019-12-14 00:12:29.217000-05:00,2019,12,14,0,2019-12-13,4,EV,2019-12-14 00:17:26.822000-05:00,2019-12-14 00:24:15.520000-05:00,706,39
107,kennedy,lawrence_east,2019-12-14 00:23:18.584000-05:00,2019-12-14 00:29:10.424000-05:00,2019,12,14,0,2019-12-13,4,EV,2019-12-14 00:32:21.560000-05:00,2019-12-14 00:37:29.112000-05:00,498,42
108,kennedy,lawrence_east,2019-12-14 00:32:21.560000-05:00,2019-12-14 00:37:29.112000-05:00,2019,12,14,0,2019-12-13,4,EV,2019-12-14 00:42:58.565000-05:00,2019-12-14 00:50:00.328000-05:00,751,43
110,kennedy,lawrence_east,2019-12-14 00:42:55.329000-05:00,2019-12-14 00:52:23.508000-05:00,2019,12,14,0,2019-12-13,4,EV,2019-12-14 00:55:10.690000-05:00,2019-12-14 01:05:29.120000-05:00,785,45
19,kennedy,lawrence_east,2019-12-20 20:33:12.209000-05:00,2019-12-20 20:39:46.648000-05:00,2019,12,21,20,2019-12-20,4,EV,2019-12-20 20:44:37.693000-05:00,2019-12-20 20:49:46.387000-05:00,599,6
21,kennedy,lawrence_east,2019-12-20 20:44:56.211000-05:00,2019-12-20 20:50:03.910000-05:00,2019,12,21,20,2019-12-20,4,EV,2019-12-20 20:52:46.628000-05:00,2019-12-20 21:03:38.551000-05:00,814,7
48,kennedy,lawrence_east,2019-12-20 21:53:46.931000-05:00,2019-12-20 22:04:12.652000-05:00,2019,12,21,21,2019-12-20,4,EV,2019-12-20 22:07:56.432000-05:00,2019-12-20 22:14:19.475000-05:00,606,18
50,kennedy,lawrence_east,2019-12-20 22:09:46.820000-05:00,2019-12-20 22:14:23.719000-05:00,2019,12,21,22,2019-12-20,4,EV,2019-12-20 22:12:49.585000-05:00,2019-12-20 22:24:10.264000-05:00,586,19
56,kennedy,lawrence_east,2019-12-20 22:12:44.048000-05:00,2019-12-20 22:25:02.406000-05:00,2019,12,21,22,2019-12-20,4,EV,2019-12-20 22:30:14.720000-05:00,2019-12-20 22:34:19.367000-05:00,556,20
63,kennedy,lawrence_east,2019-12-20 22:30:07.432000-05:00,2019-12-20 22:44:38.750000-05:00,2019,12,21,22,2019-12-20,4,EV,2019-12-20 22:50:08.125000-05:00,2019-12-20 22:57:28.909000-05:00,770,24
64,kennedy,lawrence_east,2019-12-20 22:50:08.125000-05:00,2019-12-20 22:57:28.909000-05:00,2019,12,21,22,2019-12-20,4,EV,2019-12-20 22:59:37.156000-05:00,2019-12-20 23:06:38.865000-05:00,549,25
86,kennedy,lawrence_east,2019-12-20 23:19:29.084000-05:00,2019-12-20 23:25:05.052000-05:00,2019,12,21,23,2019-12-20,4,EV,2019-12-20 23:29:43.301000-05:00,2019-12-20 23:33:29.145000-05:00,504,28
87,kennedy,lawrence_east,2019-12-20 23:29:43.301000-05:00,2019-12-20 23:33:29.145000-05:00,2019,12,21,23,2019-12-20,4,EV,2019-12-20 23:37:57.624000-05:00,2019-12-20 23:42:30.154000-05:00,541,29
96,kennedy,lawrence_east,2019-12-20 23:53:07.786000-05:00,2019-12-21 00:00:42.658000-05:00,2019,12,21,23,2019-12-20,4,EV,2019-12-21 00:07:16.782000-05:00,2019-12-21 00:11:24.102000-05:00,641,33
98,kennedy,lawrence_east,2019-12-21 00:06:17.430000-05:00,2019-12-21 00:11:26.065000-05:00,2019,12,21,0,2019-12-20,4,EV,2019-12-21 00:18:00.764000-05:00,2019-12-21 00:22:45.014000-05:00,678,34
103,kennedy,lawrence_east,2019-12-21 00:13:55.763000-05:00,2019-12-21 00:23:45.329000-05:00,2019,12,21,0,2019-12-20,4,EV,2019-12-21 00:24:44.907000-05:00,2019-12-21 00:38:18.238000-05:00,872,35
13,kennedy,lawrence_east,2019-12-30 20:26:59.381000-05:00,2019-12-30 20:31:18.435000-05:00,2019,12,31,20,2019-12-30,0,EV,2019-12-30 20:27:06.422000-05:00,2019-12-30 20:38:53.346000-05:00,454,5
16,kennedy,lawrence_east,2019-12-30 20:33:19.414000-05:00,2019-12-30 20:39:28.636000-05:00,2019,12,31,20,2019-12-30,0,EV,2019-12-30 20:39:25.805000-05:00,2019-12-30 20:47:15.313000-05:00,466,6
26,kennedy,lawrence_east,2019-12-30 20:50:34.709000-05:00,2019-12-30 21:01:32.589000-05:00,2019,12,31,20,2019-12-30,0,EV,2019-12-30 21:07:47.850000-05:00,2019-12-30 21:14:47.604000-05:00,795,9
28,kennedy,lawrence_east,2019-12-30 21:05:28.946000-05:00,2019-12-30 21:15:18.617000-05:00,2019,12,31,21,2019-12-30,0,EV,2019-12-30 21:11:01.564000-05:00,2019-12-30 21:22:52.668000-05:00,454,10
52,kennedy,lawrence_east,2019-12-30 22:15:18.978000-05:00,2019-12-30 22:22:17.377000-05:00,2019,12,31,22,2019-12-30,0,EV,2019-12-30 22:22:09.615000-05:00,2019-12-30 22:29:49.816000-05:00,452,20
53,kennedy,lawrence_east,2019-12-30 22:22:09.615000-05:00,2019-12-30 22:29:49.816000-05:00,2019,12,31,22,2019-12-30,0,EV,2019-12-30 22:33:34.173000-05:00,2019-12-30 22:42:49.405000-05:00,779,21
58,kennedy,lawrence_east,2019-12-30 22:47:47.439000-05:00,2019-12-30 22:56:03.232000-05:00,2019,12,31,22,2019-12-30,0,EV,2019-12-30 22:54:48.327000-05:00,2019-12-30 23:03:51-05:00,467,24
60,kennedy,lawrence_east,2019-12-30 23:05:00.071000-05:00,2019-12-30 23:09:43.736000-05:00,2019,12,31,23,2019-12-30,0,EV,2019-12-30 23:12:03.658000-05:00,2019-12-30 23:22:54.280000-05:00,790,26
63,kennedy,lawrence_east,2019-12-30 23:17:08.245000-05:00,2019-12-30 23:23:16.540000-05:00,2019,12,31,23,2019-12-30,0,EV,2019-12-30 23:19:15.145000-05:00,2019-12-30 23:32:52.224000-05:00,575,27
65,kennedy,lawrence_east,2019-12-30 23:23:54.077000-05:00,2019-12-30 23:33:03.768000-05:00,2019,12,31,23,2019-12-30,0,EV,2019-12-30 23:39:39.008000-05:00,2019-12-30 23:44:40.910000-05:00,697,28
80,kennedy,lawrence_east,2019-12-31 00:32:15.874000-05:00,2019-12-31 00:38:30.988000-05:00,2019,12,31,0,2019-12-30,0,EV,2019-12-31 00:43:54.315000-05:00,2019-12-31 00:51:10.872000-05:00,759,37
4,kennedy,lawrence_east,2019-12-10 20:06:25.647000-05:00,2019-12-10 20:15:39.112000-05:00,2019,12,11,20,2019-12-10,1,EV,2019-12-10 20:23:08.954000-05:00,2019-12-10 20:33:44.137000-05:00,1085,3
21,kennedy,lawrence_east,2019-12-10 20:47:42.684000-05:00,2019-12-10 20:56:39.261000-05:00,2019,12,11,20,2019-12-10,1,EV,2019-12-10 20:56:14.754000-05:00,2019-12-10 21:04:39.188000-05:00,479,8
23,kennedy,lawrence_east,2019-12-10 20:56:20.245000-05:00,2019-12-10 21:04:56.515000-05:00,2019,12,11,20,2019-12-10,1,EV,2019-12-10 21:08:42.434000-05:00,2019-12-10 21:14:37.297000-05:00,580,9
35,kennedy,lawrence_east,2019-12-10 21:22:45.949000-05:00,2019-12-10 21:32:51.041000-05:00,2019,12,11,21,2019-12-10,1,EV,2019-12-10 21:32:23.558000-05:00,2019-12-10 21:41:11.496000-05:00,500,13
50,kennedy,lawrence_east,2019-12-10 21:43:28.876000-05:00,2019-12-10 21:51:21.892000-05:00,2019,12,11,21,2019-12-10,1,EV,2019-12-10 21:54:21.560000-05:00,2019-12-10 21:59:54.324000-05:00,512,16
60,kennedy,lawrence_east,2019-12-10 22:18:19.639000-05:00,2019-12-10 22:25:01.786000-05:00,2019,12,11,22,2019-12-10,1,EV,2019-12-10 22:28:15.779000-05:00,2019-12-10 22:32:36.334000-05:00,454,22
82,kennedy,lawrence_east,2019-12-10 23:03:36.068000-05:00,2019-12-10 23:12:59.224000-05:00,2019,12,11,23,2019-12-10,1,EV,2019-12-10 23:13:06.121000-05:00,2019-12-10 23:20:40.116000-05:00,460,30
88,kennedy,lawrence_east,2019-12-10 23:19:41.690000-05:00,2019-12-10 23:27:20.204000-05:00,2019,12,11,23,2019-12-10,1,EV,2019-12-10 23:28:08.161000-05:00,2019-12-10 23:35:40.120000-05:00,499,32
101,kennedy,lawrence_east,2019-12-10 23:58:17-05:00,2019-12-11 00:08:18.935000-05:00,2019,12,11,23,2019-12-10,1,EV,2019-12-11 00:08:48.641000-05:00,2019-12-11 00:15:58.389000-05:00,459,38
108,kennedy,lawrence_east,2019-12-11 00:17:24.873000-05:00,2019-12-11 00:23:37.431000-05:00,2019,12,11,0,2019-12-10,1,EV,2019-12-11 00:25:41.197000-05:00,2019-12-11 00:31:28.303000-05:00,470,40
112,kennedy,lawrence_east,2019-12-11 00:29:11.271000-05:00,2019-12-11 00:35:14.731000-05:00,2019,12,11,0,2019-12-10,1,EV,2019-12-11 00:49:16.951000-05:00,2019-12-11 00:57:30.392000-05:00,1335,42
15,kennedy,lawrence_east,2019-12-03 20:33:18.502000-05:00,2019-12-03 20:39:03.577000-05:00,2019,12,4,20,2019-12-03,1,EV,2019-12-03 20:49:01.429000-05:00,2019-12-03 20:55:18.088000-05:00,974,7
21,kennedy,lawrence_east,2019-12-03 20:57:33.174000-05:00,2019-12-03 21:07:11.100000-05:00,2019,12,4,20,2019-12-03,1,EV,2019-12-03 21:03:02.381000-05:00,2019-12-03 21:14:50.448000-05:00,459,10
29,kennedy,lawrence_east,2019-12-03 21:10:31.057000-05:00,2019-12-03 21:22:39.396000-05:00,2019,12,4,21,2019-12-03,1,EV,2019-12-03 21:25:19.390000-05:00,2019-12-03 21:34:44.620000-05:00,725,12
36,kennedy,lawrence_east,2019-12-03 21:32:17.243000-05:00,2019-12-03 21:44:06.923000-05:00,2019,12,4,21,2019-12-03,1,EV,2019-12-03 21:49:49.194000-05:00,2019-12-03 22:01:28.843000-05:00,1041,15
39,kennedy,lawrence_east,2019-12-03 21:49:26.353000-05:00,2019-12-03 22:02:06.332000-05:00,2019,12,4,21,2019-12-03,1,EV,2019-12-03 22:17:26.903000-05:00,2019-12-03 22:22:22.884000-05:00,1216,16
55,kennedy,lawrence_east,2019-12-03 22:34:43.767000-05:00,2019-12-03 22:42:04.668000-05:00,2019,12,4,22,2019-12-03,1,EV,2019-12-03 22:44:46.785000-05:00,2019-12-03 22:50:06.020000-05:00,481,20
58,kennedy,lawrence_east,2019-12-03 22:38:56.235000-05:00,2019-12-03 22:50:26.093000-05:00,2019,12,4,22,2019-12-03,1,EV,2019-12-03 22:53:25.836000-05:00,2019-12-03 23:03:09.488000-05:00,763,21
63,kennedy,lawrence_east,2019-12-03 22:53:59.818000-05:00,2019-12-03 23:03:40.633000-05:00,2019,12,4,22,2019-12-03,1,EV,2019-12-03 23:09:05.056000-05:00,2019-12-03 23:12:53.966000-05:00,553,22
78,kennedy,lawrence_east,2019-12-03 23:33:41.861000-05:00,2019-12-03 23:42:47.446000-05:00,2019,12,4,23,2019-12-03,1,EV,2019-12-03 23:42:01.795000-05:00,2019-12-03 23:50:25.374000-05:00,457,27
83,kennedy,lawrence_east,2019-12-03 23:59:25.461000-05:00,2019-12-04 00:03:19.802000-05:00,2019,12,4,23,2019-12-03,1,EV,2019-12-04 00:10:29.789000-05:00,2019-12-04 00:17:58.146000-05:00,878,30
92,kennedy,lawrence_east,2019-12-04 00:24:07.940000-05:00,2019-12-04 00:31:05.157000-05:00,2019,12,4,0,2019-12-03,1,EV,2019-12-04 00:39:02.062000-05:00,2019-12-04 00:44:54.338000-05:00,829,33
94,kennedy,lawrence_east,2019-12-04 00:46:56.317000-05:00,2019-12-04 00:51:48.835000-05:00,2019,12,4,0,2019-12-03,1,EV,2019-12-04 00:58:50.574000-05:00,2019-12-04 01:05:02.279000-05:00,793,35
33,kennedy,lawrence_east,2019-12-11 21:04:09.672000-05:00,2019-12-11 21:12:28.846000-05:00,2019,12,12,21,2019-12-11,2,EV,2019-12-11 21:10:14.522000-05:00,2019-12-11 21:21:51.997000-05:00,563,12
43,kennedy,lawrence_east,2019-12-11 21:30:55.230000-05:00,2019-12-11 21:39:14.892000-05:00,2019,12,12,21,2019-12-11,2,EV,2019-12-11 21:38:01.181000-05:00,2019-12-11 21:48:55.485000-05:00,580,16
63,kennedy,lawrence_east,2019-12-11 22:15:06.793000-05:00,2019-12-11 22:23:58.527000-05:00,2019,12,12,22,2019-12-11,2,EV,2019-12-11 22:29:54.253000-05:00,2019-12-11 22:36:14.827000-05:00,736,22
76,kennedy,lawrence_east,2019-12-11 22:55:46.733000-05:00,2019-12-11 23:03:58.424000-05:00,2019,12,12,22,2019-12-11,2,EV,2019-12-11 23:12:00.477000-05:00,2019-12-11 23:23:21.925000-05:00,1163,27
90,kennedy,lawrence_east,2019-12-11 23:51:50.365000-05:00,2019-12-11 23:57:07.243000-05:00,2019,12,12,23,2019-12-11,2,EV,2019-12-11 23:58:16.402000-05:00,2019-12-12 00:04:53.146000-05:00,465,34
96,kennedy,lawrence_east,2019-12-12 00:04:44.598000-05:00,2019-12-12 00:10:59.003000-05:00,2019,12,12,0,2019-12-11,2,EV,2019-12-12 00:24:59.242000-05:00,2019-12-12 00:30:49.077000-05:00,1190,36
100,kennedy,lawrence_east,2019-12-12 00:27:41.851000-05:00,2019-12-12 00:41:01.835000-05:00,2019,12,12,0,2019-12-11,2,EV,2019-12-12 00:52:45.569000-05:00,2019-12-12 00:58:16.013000-05:00,1034,39
43,kennedy,lawrence_east,2019-12-06 20:54:27.424000-05:00,2019-12-06 21:01:41.248000-05:00,2019,12,7,20,2019-12-06,4,EV,2019-12-06 21:05:21.791000-05:00,2019-12-06 21:10:43.209000-05:00,541,12
48,kennedy,lawrence_east,2019-12-06 20:59:17.589000-05:00,2019-12-06 21:11:52.463000-05:00,2019,12,7,20,2019-12-06,4,EV,2019-12-06 21:25:43.355000-05:00,2019-12-06 21:35:03.076000-05:00,1390,13
51,kennedy,lawrence_east,2019-12-06 21:25:17.932000-05:00,2019-12-06 21:36:01.770000-05:00,2019,12,7,21,2019-12-06,4,EV,2019-12-06 21:31:39.505000-05:00,2019-12-06 21:43:39.482000-05:00,457,14
68,kennedy,lawrence_east,2019-12-06 22:02:24.762000-05:00,2019-12-06 22:08:57.867000-05:00,2019,12,7,22,2019-12-06,4,EV,2019-12-06 22:09:44.520000-05:00,2019-12-06 22:16:56.464000-05:00,478,19
71,kennedy,lawrence_east,2019-12-06 22:15:08.334000-05:00,2019-12-06 22:22:20.003000-05:00,2019,12,7,22,2019-12-06,4,EV,2019-12-06 22:23:29.601000-05:00,2019-12-06 22:30:27.749000-05:00,487,22
78,kennedy,lawrence_east,2019-12-06 22:22:59.738000-05:00,2019-12-06 22:31:28.887000-05:00,2019,12,7,22,2019-12-06,4,EV,2019-12-06 22:29:28.646000-05:00,2019-12-06 22:44:12.311000-05:00,763,23
84,kennedy,lawrence_east,2019-12-06 22:54:07.974000-05:00,2019-12-06 23:03:29.056000-05:00,2019,12,7,22,2019-12-06,4,EV,2019-12-06 22:59:38.028000-05:00,2019-12-06 23:11:18.395000-05:00,469,27
92,kennedy,lawrence_east,2019-12-06 23:22:12.475000-05:00,2019-12-06 23:29:44.708000-05:00,2019,12,7,23,2019-12-06,4,EV,2019-12-06 23:32:20.770000-05:00,2019-12-06 23:38:35.876000-05:00,531,31
99,kennedy,lawrence_east,2019-12-06 23:47:25.254000-05:00,2019-12-06 23:58:03.762000-05:00,2019,12,7,23,2019-12-06,4,EV,2019-12-07 00:09:26.434000-05:00,2019-12-07 00:17:11.697000-05:00,1147,35
102,kennedy,lawrence_east,2019-12-07 00:06:58.338000-05:00,2019-12-07 00:20:03.911000-05:00,2019,12,7,0,2019-12-06,4,EV,2019-12-07 00:21:04.060000-05:00,2019-12-07 00:34:53.778000-05:00,889,37
