index,station1,station2,platform1_end_time_left,platform2_start_time_left,year,month,day,hour,date,dow,period,platform1_end_time_right,platform2_start_time_right,gap,train_id
16,lawrence_east,kennedy,2019-12-16 11:31:07.112000-05:00,2019-12-16 11:40:02.839000-05:00,2019,12,16,11,2019-12-16,0,MD,2019-12-16 11:46:10.135000-05:00,2019-12-16 11:50:07.605000-05:00,604,6
21,lawrence_east,kennedy,2019-12-16 11:49:04.688000-05:00,2019-12-16 11:54:42.346000-05:00,2019,12,16,11,2019-12-16,0,MD,2019-12-16 11:57:49.057000-05:00,2019-12-16 12:02:36.140000-05:00,473,8
32,lawrence_east,kennedy,2019-12-16 12:13:46.245000-05:00,2019-12-16 12:19:10.017000-05:00,2019,12,16,12,2019-12-16,0,MD,2019-12-16 12:24:27.593000-05:00,2019-12-16 12:30:37.318000-05:00,687,11
48,lawrence_east,kennedy,2019-12-16 12:39:20.712000-05:00,2019-12-16 12:45:50.161000-05:00,2019,12,16,12,2019-12-16,0,MD,2019-12-16 12:54:51.219000-05:00,2019-12-16 13:00:29.977000-05:00,879,15
132,lawrence_east,kennedy,2019-12-16 14:40:06.192000-05:00,2019-12-16 14:44:10.564000-05:00,2019,12,16,14,2019-12-16,0,MD,2019-12-16 14:52:23.617000-05:00,2019-12-16 14:58:56.496000-05:00,885,37
146,lawrence_east,kennedy,2019-12-16 15:18:33.962000-05:00,2019-12-16 15:24:06.526000-05:00,2019,12,16,15,2019-12-16,0,MD,2019-12-16 15:29:46.251000-05:00,2019-12-16 15:34:59.078000-05:00,652,43
31,lawrence_east,kennedy,2020-01-02 11:58:33.349000-05:00,2020-01-02 12:03:45.276000-05:00,2020,1,2,11,2020-01-02,3,MD,2020-01-02 12:06:05.983000-05:00,2020-01-02 12:11:57.446000-05:00,492,12
60,lawrence_east,kennedy,2020-01-02 12:58:30.932000-05:00,2020-01-02 13:03:20.579000-05:00,2020,1,2,12,2020-01-02,3,MD,2020-01-02 13:06:08.430000-05:00,2020-01-02 13:11:24.830000-05:00,484,21
110,lawrence_east,kennedy,2020-01-02 14:17:03.493000-05:00,2020-01-02 14:21:26.963000-05:00,2020,1,2,14,2020-01-02,3,MD,2020-01-02 14:26:22.204000-05:00,2020-01-02 14:30:40.217000-05:00,553,35
8,lawrence_east,kennedy,2019-12-23 11:10:23.876000-05:00,2019-12-23 11:15:32.794000-05:00,2019,12,23,11,2019-12-23,0,MD,2019-12-23 11:14:10.385000-05:00,2019-12-23 11:26:23.643000-05:00,650,3
30,lawrence_east,kennedy,2019-12-23 11:39:56.265000-05:00,2019-12-23 11:44:41.857000-05:00,2019,12,23,11,2019-12-23,0,MD,2019-12-23 11:52:19.359000-05:00,2019-12-23 11:56:02.063000-05:00,680,7
42,lawrence_east,kennedy,2019-12-23 12:04:55.193000-05:00,2019-12-23 12:09:29.061000-05:00,2019,12,23,12,2019-12-23,0,MD,2019-12-23 12:12:20.656000-05:00,2019-12-23 12:17:01.049000-05:00,451,11
86,lawrence_east,kennedy,2019-12-23 13:17:42.116000-05:00,2019-12-23 13:27:49.521000-05:00,2019,12,23,13,2019-12-23,0,MD,2019-12-23 13:32:42.833000-05:00,2019-12-23 13:37:00.648000-05:00,551,25
110,lawrence_east,kennedy,2019-12-23 13:59:57.050000-05:00,2019-12-23 14:07:19.721000-05:00,2019,12,23,13,2019-12-23,0,MD,2019-12-23 14:13:28.242000-05:00,2019-12-23 14:18:09.287000-05:00,649,31
21,lawrence_east,kennedy,2019-11-28 11:20:18.911000-05:00,2019-11-28 11:25:24.593000-05:00,2019,11,28,11,2019-11-28,3,MD,2019-11-28 11:26:32.263000-05:00,2019-11-28 11:36:31.973000-05:00,667,5
67,lawrence_east,kennedy,2019-11-28 12:06:52.424000-05:00,2019-11-28 12:11:08.048000-05:00,2019,11,28,12,2019-11-28,3,MD,2019-11-28 12:16:27.971000-05:00,2019-11-28 12:20:35.219000-05:00,567,13
83,lawrence_east,kennedy,2019-11-28 12:32:18.077000-05:00,2019-11-28 12:37:18.121000-05:00,2019,11,28,12,2019-11-28,3,MD,2019-11-28 12:37:09.128000-05:00,2019-11-28 12:46:43.489000-05:00,565,17
57,lawrence_east,kennedy,2019-11-27 10:36:12.536000-05:00,2019-11-27 10:41:48.892000-05:00,2019,11,27,10,2019-11-27,2,AM,2019-11-27 11:09:34.343000-05:00,2019-11-27 11:15:46.243000-05:00,2037,14
90,lawrence_east,kennedy,2019-11-27 11:38:55.914000-05:00,2019-11-27 11:43:23.372000-05:00,2019,11,27,11,2019-11-27,2,AM,2019-11-27 11:47:04.571000-05:00,2019-11-27 11:52:11.696000-05:00,528,19
55,lawrence_east,kennedy,2020-01-03 12:19:45.046000-05:00,2020-01-03 12:29:59.544000-05:00,2020,1,3,12,2020-01-03,4,MD,2020-01-03 12:33:25.925000-05:00,2020-01-03 12:38:07.255000-05:00,487,16
64,lawrence_east,kennedy,2020-01-03 12:44:38.142000-05:00,2020-01-03 12:49:19.468000-05:00,2020,1,3,12,2020-01-03,4,MD,2020-01-03 12:52:52.277000-05:00,2020-01-03 12:57:03.767000-05:00,464,20
106,lawrence_east,kennedy,2020-01-03 14:06:32.779000-05:00,2020-01-03 14:10:40.112000-05:00,2020,1,3,14,2020-01-03,4,MD,2020-01-03 14:10:51.069000-05:00,2020-01-03 14:18:12.236000-05:00,452,33
160,lawrence_east,kennedy,2019-12-12 15:05:54.312000-05:00,2019-12-12 15:10:46.937000-05:00,2019,12,12,15,2019-12-12,3,MD,2019-12-12 15:15:15.140000-05:00,2019-12-12 15:26:47.538000-05:00,960,43
7,lawrence_east,kennedy,2019-12-19 11:05:51.558000-05:00,2019-12-19 11:14:11.821000-05:00,2019,12,19,11,2019-12-19,3,MD,2019-12-19 11:18:08.074000-05:00,2019-12-19 11:22:08.542000-05:00,476,2
21,lawrence_east,kennedy,2019-12-19 11:25:57.096000-05:00,2019-12-19 11:30:38.639000-05:00,2019,12,19,11,2019-12-19,3,MD,2019-12-19 11:31:35.100000-05:00,2019-12-19 11:39:03.196000-05:00,504,4
27,lawrence_east,kennedy,2019-12-19 11:42:32.147000-05:00,2019-12-19 11:47:40.171000-05:00,2019,12,19,11,2019-12-19,3,MD,2019-12-19 11:51:58.216000-05:00,2019-12-19 11:56:36.659000-05:00,536,6
37,lawrence_east,kennedy,2019-12-19 12:00:10.858000-05:00,2019-12-19 12:06:49.829000-05:00,2019,12,19,12,2019-12-19,3,MD,2019-12-19 12:11:30.905000-05:00,2019-12-19 12:15:17.666000-05:00,507,8
42,lawrence_east,kennedy,2019-12-19 12:09:13.710000-05:00,2019-12-19 12:16:51.978000-05:00,2019,12,19,12,2019-12-19,3,MD,2019-12-19 12:22:24.043000-05:00,2019-12-19 12:30:19.660000-05:00,807,9
76,lawrence_east,kennedy,2019-12-19 13:06:18.390000-05:00,2019-12-19 13:10:59.260000-05:00,2019,12,19,13,2019-12-19,3,MD,2019-12-19 13:07:17.880000-05:00,2019-12-19 13:18:58.837000-05:00,479,19
104,lawrence_east,kennedy,2019-12-19 13:58:43.791000-05:00,2019-12-19 14:03:29.026000-05:00,2019,12,19,13,2019-12-19,3,MD,2019-12-19 14:06:59.808000-05:00,2019-12-19 14:11:21.950000-05:00,472,28
10,lawrence_east,kennedy,2019-12-09 11:16:52.755000-05:00,2019-12-09 11:22:53.638000-05:00,2019,12,9,11,2019-12-09,0,MD,2019-12-09 11:24:41.396000-05:00,2019-12-09 11:30:50.305000-05:00,476,4
29,lawrence_east,kennedy,2019-12-09 11:56:54.249000-05:00,2019-12-09 12:01:49.800000-05:00,2019,12,9,11,2019-12-09,0,MD,2019-12-09 12:05:18.001000-05:00,2019-12-09 12:09:41.274000-05:00,471,11
39,lawrence_east,kennedy,2019-12-09 12:15:16.194000-05:00,2019-12-09 12:24:41.922000-05:00,2019,12,9,12,2019-12-09,0,MD,2019-12-09 12:32:50.851000-05:00,2019-12-09 12:38:25.103000-05:00,823,15
76,lawrence_east,kennedy,2019-12-09 13:23:33.116000-05:00,2019-12-09 13:30:30.150000-05:00,2019,12,9,13,2019-12-09,0,MD,2019-12-09 13:34:18.374000-05:00,2019-12-09 13:39:06.286000-05:00,516,26
104,lawrence_east,kennedy,2019-12-09 14:07:25.676000-05:00,2019-12-09 14:15:29.550000-05:00,2019,12,9,14,2019-12-09,0,MD,2019-12-09 14:19:29.445000-05:00,2019-12-09 14:23:37.916000-05:00,488,35
120,lawrence_east,kennedy,2019-12-09 14:38:30.935000-05:00,2019-12-09 14:44:01.559000-05:00,2019,12,9,14,2019-12-09,0,MD,2019-12-09 14:43:47.452000-05:00,2019-12-09 14:53:30.847000-05:00,569,39
160,lawrence_east,kennedy,2019-12-09 15:46:27.892000-05:00,2019-12-09 15:52:21.724000-05:00,2019,12,9,15,2019-12-09,0,MD,2019-12-09 15:53:28.510000-05:00,2019-12-09 16:00:47.534000-05:00,505,52
14,lawrence_east,kennedy,2019-11-29 11:15:00.981000-05:00,2019-11-29 11:20:41.515000-05:00,2019,11,29,11,2019-11-29,4,MD,2019-11-29 11:21:14.921000-05:00,2019-11-29 11:28:47.270000-05:00,485,3
104,lawrence_east,kennedy,2019-11-29 13:28:06.708000-05:00,2019-11-29 13:32:29.977000-05:00,2019,11,29,13,2019-11-29,4,MD,2019-11-29 13:36:43.886000-05:00,2019-11-29 13:40:42.445000-05:00,492,25
117,lawrence_east,kennedy,2019-11-29 13:46:08.176000-05:00,2019-11-29 13:54:23.215000-05:00,2019,11,29,13,2019-11-29,4,MD,2019-11-29 13:55:17.715000-05:00,2019-11-29 14:03:10.265000-05:00,527,28
170,lawrence_east,kennedy,2019-11-29 14:52:17.876000-05:00,2019-11-29 14:56:57.874000-05:00,2019,11,29,14,2019-11-29,4,MD,2019-11-29 15:00:06.338000-05:00,2019-11-29 15:05:01.676000-05:00,483,38
41,lawrence_east,kennedy,2019-12-02 11:51:54.430000-05:00,2019-12-02 12:01:56.504000-05:00,2019,12,2,11,2019-12-02,0,MD,2019-12-02 11:58:49.351000-05:00,2019-12-02 12:09:44.322000-05:00,467,12
62,lawrence_east,kennedy,2019-12-02 12:35:49.630000-05:00,2019-12-02 12:40:44.337000-05:00,2019,12,2,12,2019-12-02,0,MD,2019-12-02 12:43:56.456000-05:00,2019-12-02 12:48:44.270000-05:00,479,18
67,lawrence_east,kennedy,2019-12-02 12:35:24.911000-05:00,2019-12-02 12:49:27.316000-05:00,2019,12,2,12,2019-12-02,0,MD,2019-12-02 12:45:21.315000-05:00,2019-12-02 12:57:06.335000-05:00,459,19
78,lawrence_east,kennedy,2019-12-02 13:01:09.742000-05:00,2019-12-02 13:06:07.934000-05:00,2019,12,2,13,2019-12-02,0,MD,2019-12-02 13:09:21.325000-05:00,2019-12-02 13:13:56.390000-05:00,468,21
92,lawrence_east,kennedy,2019-12-02 13:26:06.809000-05:00,2019-12-02 13:30:49.097000-05:00,2019,12,2,13,2019-12-02,0,MD,2019-12-02 13:34:44.593000-05:00,2019-12-02 13:39:16.733000-05:00,507,24
127,lawrence_east,kennedy,2019-12-02 14:17:51.204000-05:00,2019-12-02 14:23:04.471000-05:00,2019,12,2,14,2019-12-02,0,MD,2019-12-02 14:26:59.782000-05:00,2019-12-02 14:31:05.947000-05:00,481,31
143,lawrence_east,kennedy,2019-12-02 14:42:10.678000-05:00,2019-12-02 14:49:59.045000-05:00,2019,12,2,14,2019-12-02,0,MD,2019-12-02 14:55:40.567000-05:00,2019-12-02 14:59:35.464000-05:00,576,36
158,lawrence_east,kennedy,2019-12-02 15:14:51.298000-05:00,2019-12-02 15:24:21.342000-05:00,2019,12,2,15,2019-12-02,0,MD,2019-12-02 15:28:03.275000-05:00,2019-12-02 15:34:25.886000-05:00,604,42
1,lawrence_east,kennedy,2019-12-18 11:01:15.731000-05:00,2019-12-18 11:08:34.869000-05:00,2019,12,18,11,2019-12-18,2,MD,2019-12-18 11:15:30.368000-05:00,2019-12-18 11:20:38.060000-05:00,723,1
4,lawrence_east,kennedy,2019-12-18 11:18:51.840000-05:00,2019-12-18 11:23:56.304000-05:00,2019,12,18,11,2019-12-18,2,MD,2019-12-18 11:26:13.139000-05:00,2019-12-18 11:35:27.137000-05:00,690,3
24,lawrence_east,kennedy,2019-12-18 11:40:36.595000-05:00,2019-12-18 11:46:24.191000-05:00,2019,12,18,11,2019-12-18,2,MD,2019-12-18 11:48:25.424000-05:00,2019-12-18 11:55:39.248000-05:00,555,6
32,lawrence_east,kennedy,2019-12-18 12:00:13.217000-05:00,2019-12-18 12:06:53.414000-05:00,2019,12,18,12,2019-12-18,2,MD,2019-12-18 12:10:56.861000-05:00,2019-12-18 12:15:00.996000-05:00,487,9
79,lawrence_east,kennedy,2019-12-18 13:21:34.111000-05:00,2019-12-18 13:31:33.341000-05:00,2019,12,18,13,2019-12-18,2,MD,2019-12-18 13:34:40.359000-05:00,2019-12-18 13:39:19.194000-05:00,465,21
191,kennedy,lawrence_east,2019-12-13 20:08:53.861000-05:00,2019-12-13 20:16:05.441000-05:00,2019,12,14,20,2019-12-13,4,PM,2019-12-13 20:17:28.686000-05:00,2019-12-13 20:24:02.047000-05:00,476,52
211,kennedy,lawrence_east,2019-12-13 20:47:01.558000-05:00,2019-12-13 20:55:01.526000-05:00,2019,12,14,20,2019-12-13,4,PM,2019-12-13 20:48:56.744000-05:00,2019-12-13 21:03:21.140000-05:00,499,59
166,kennedy,lawrence_east,2019-12-20 19:24:12.367000-05:00,2019-12-20 19:31:00.249000-05:00,2019,12,21,19,2019-12-20,4,PM,2019-12-20 19:31:21.712000-05:00,2019-12-20 19:39:45.197000-05:00,524,45
188,kennedy,lawrence_east,2019-12-20 19:58:00.135000-05:00,2019-12-20 20:04:10.661000-05:00,2019,12,21,19,2019-12-20,4,PM,2019-12-20 20:03:10.760000-05:00,2019-12-20 20:12:41.842000-05:00,511,51
208,kennedy,lawrence_east,2019-12-20 20:33:12.209000-05:00,2019-12-20 20:39:46.648000-05:00,2019,12,21,20,2019-12-20,4,PM,2019-12-20 20:44:37.693000-05:00,2019-12-20 20:49:46.387000-05:00,599,57
210,kennedy,lawrence_east,2019-12-20 20:44:56.211000-05:00,2019-12-20 20:50:03.910000-05:00,2019,12,21,20,2019-12-20,4,PM,2019-12-20 20:52:46.628000-05:00,2019-12-20 21:03:38.551000-05:00,814,58
6,kennedy,lawrence_east,2019-12-30 16:25:47-05:00,2019-12-30 16:30:02.102000-05:00,2019,12,30,16,2019-12-30,0,PM,2019-12-30 16:31:23.583000-05:00,2019-12-30 16:39:16.111000-05:00,554,5
15,kennedy,lawrence_east,2019-12-30 16:36:36.655000-05:00,2019-12-30 16:44:24.844000-05:00,2019,12,30,16,2019-12-30,0,PM,2019-12-30 16:46:49.710000-05:00,2019-12-30 16:53:39.519000-05:00,554,7
24,kennedy,lawrence_east,2019-12-30 17:00:17.609000-05:00,2019-12-30 17:05:01.180000-05:00,2019,12,30,17,2019-12-30,0,PM,2019-12-30 17:05:23.775000-05:00,2019-12-30 17:14:37.282000-05:00,576,10
120,kennedy,lawrence_east,2019-12-30 18:50:10.740000-05:00,2019-12-30 19:04:59.662000-05:00,2019,12,30,18,2019-12-30,0,PM,2019-12-30 19:05:01.250000-05:00,2019-12-30 19:20:24.925000-05:00,925,33
129,kennedy,lawrence_east,2019-12-30 19:17:33.390000-05:00,2019-12-30 19:27:11.413000-05:00,2019,12,31,19,2019-12-30,0,PM,2019-12-30 19:28:49.102000-05:00,2019-12-30 19:34:52.051000-05:00,460,35
145,kennedy,lawrence_east,2019-12-30 19:53:50.291000-05:00,2019-12-30 20:00:09.234000-05:00,2019,12,31,19,2019-12-30,0,PM,2019-12-30 20:02:22.857000-05:00,2019-12-30 20:08:05.881000-05:00,476,41
159,kennedy,lawrence_east,2019-12-30 20:26:59.381000-05:00,2019-12-30 20:31:18.435000-05:00,2019,12,31,20,2019-12-30,0,PM,2019-12-30 20:27:06.422000-05:00,2019-12-30 20:38:53.346000-05:00,454,46
162,kennedy,lawrence_east,2019-12-30 20:33:19.414000-05:00,2019-12-30 20:39:28.636000-05:00,2019,12,31,20,2019-12-30,0,PM,2019-12-30 20:39:25.805000-05:00,2019-12-30 20:47:15.313000-05:00,466,47
104,kennedy,lawrence_east,2019-12-10 17:50:21.680000-05:00,2019-12-10 18:03:05.784000-05:00,2019,12,10,17,2019-12-10,1,PM,2019-12-10 17:57:04.894000-05:00,2019-12-10 18:11:43.083000-05:00,517,29
170,kennedy,lawrence_east,2019-12-10 19:12:06.101000-05:00,2019-12-10 19:19:09.389000-05:00,2019,12,11,19,2019-12-10,1,PM,2019-12-10 19:22:40.755000-05:00,2019-12-10 19:27:10.255000-05:00,480,44
181,kennedy,lawrence_east,2019-12-10 19:36:07.346000-05:00,2019-12-10 19:42:01.025000-05:00,2019,12,11,19,2019-12-10,1,PM,2019-12-10 19:37:52.439000-05:00,2019-12-10 19:49:45.013000-05:00,463,50
199,kennedy,lawrence_east,2019-12-10 20:06:25.647000-05:00,2019-12-10 20:15:39.112000-05:00,2019,12,11,20,2019-12-10,1,PM,2019-12-10 20:23:08.954000-05:00,2019-12-10 20:33:44.137000-05:00,1085,56
216,kennedy,lawrence_east,2019-12-10 20:47:42.684000-05:00,2019-12-10 20:56:39.261000-05:00,2019,12,11,20,2019-12-10,1,PM,2019-12-10 20:56:14.754000-05:00,2019-12-10 21:04:39.188000-05:00,479,61
7,kennedy,lawrence_east,2019-12-03 16:13:33.125000-05:00,2019-12-03 16:19:34.324000-05:00,2019,12,3,16,2019-12-03,1,PM,2019-12-03 16:18:54.728000-05:00,2019-12-03 16:27:16.509000-05:00,462,3
221,kennedy,lawrence_east,2019-12-03 19:43:47.281000-05:00,2019-12-03 19:53:09.773000-05:00,2019,12,4,19,2019-12-03,1,PM,2019-12-03 19:44:27.484000-05:00,2019-12-03 20:00:59.305000-05:00,469,47
243,kennedy,lawrence_east,2019-12-03 20:33:18.502000-05:00,2019-12-03 20:39:03.577000-05:00,2019,12,4,20,2019-12-03,1,PM,2019-12-03 20:49:01.429000-05:00,2019-12-03 20:55:18.088000-05:00,974,56
11,kennedy,lawrence_east,2019-12-11 16:16:32.711000-05:00,2019-12-11 16:22:39.378000-05:00,2019,12,11,16,2019-12-11,2,PM,2019-12-11 16:26:59.218000-05:00,2019-12-11 16:32:19.176000-05:00,579,4
35,kennedy,lawrence_east,2019-12-11 16:51:27.436000-05:00,2019-12-11 16:58:30.073000-05:00,2019,12,11,16,2019-12-11,2,PM,2019-12-11 16:57:51.166000-05:00,2019-12-11 17:06:09.458000-05:00,459,12
163,kennedy,lawrence_east,2019-12-11 19:08:00.502000-05:00,2019-12-11 19:16:22.685000-05:00,2019,12,12,19,2019-12-11,2,PM,2019-12-11 19:14:48.031000-05:00,2019-12-11 19:25:20.245000-05:00,537,40
194,kennedy,lawrence_east,2019-12-11 19:53:42.694000-05:00,2019-12-11 20:02:12.673000-05:00,2019,12,12,19,2019-12-11,2,PM,2019-12-11 20:06:31.973000-05:00,2019-12-11 20:11:35.614000-05:00,562,48
252,kennedy,lawrence_east,2019-12-06 20:54:27.424000-05:00,2019-12-06 21:01:41.248000-05:00,2019,12,7,20,2019-12-06,4,PM,2019-12-06 20:59:17.589000-05:00,2019-12-06 21:11:52.463000-05:00,611,63
188,kennedy,lawrence_east,2019-12-17 19:29:11.182000-05:00,2019-12-17 19:36:30.410000-05:00,2019,12,18,19,2019-12-17,1,PM,2019-12-17 19:36:35.286000-05:00,2019-12-17 19:44:28.840000-05:00,478,46
210,kennedy,lawrence_east,2019-12-17 20:11:50.761000-05:00,2019-12-17 20:19:05.353000-05:00,2019,12,18,20,2019-12-17,1,PM,2019-12-17 20:19:21.340000-05:00,2019-12-17 20:27:41.581000-05:00,516,55
212,kennedy,lawrence_east,2019-12-17 20:22:53.783000-05:00,2019-12-17 20:27:56.350000-05:00,2019,12,18,20,2019-12-17,1,PM,2019-12-17 20:41:44.895000-05:00,2019-12-17 20:48:21.897000-05:00,1225,56
217,kennedy,lawrence_east,2019-12-17 20:41:48.005000-05:00,2019-12-17 20:48:48.520000-05:00,2019,12,18,20,2019-12-17,1,PM,2019-12-17 20:53:31.670000-05:00,2019-12-17 20:59:55.746000-05:00,667,57
212,kennedy,lawrence_east,2019-12-05 20:15:09.280000-05:00,2019-12-05 20:25:12.479000-05:00,2019,12,6,20,2019-12-05,3,PM,2019-12-05 20:27:44.517000-05:00,2019-12-05 20:34:23.916000-05:00,551,55
215,kennedy,lawrence_east,2019-12-05 20:27:34.277000-05:00,2019-12-05 20:34:59.446000-05:00,2019,12,6,20,2019-12-05,3,PM,2019-12-05 20:38:23.411000-05:00,2019-12-05 20:43:36.853000-05:00,517,56
71,kennedy,lawrence_east,2019-12-04 17:11:25.856000-05:00,2019-12-04 17:18:57.002000-05:00,2019,12,4,17,2019-12-04,2,PM,2019-12-04 17:20:54.998000-05:00,2019-12-04 17:26:59.886000-05:00,482,16
42,kennedy,lawrence_east,2019-12-27 17:19:22.551000-05:00,2019-12-27 17:25:02.129000-05:00,2019,12,27,17,2019-12-27,4,PM,2019-12-27 17:25:42.617000-05:00,2019-12-27 17:33:27.836000-05:00,505,18
81,kennedy,lawrence_east,2019-12-27 18:06:00.787000-05:00,2019-12-27 18:12:32.130000-05:00,2019,12,27,18,2019-12-27,4,PM,2019-12-27 18:17:52.154000-05:00,2019-12-27 18:22:20.224000-05:00,588,27
90,kennedy,lawrence_east,2019-12-27 18:24:41.708000-05:00,2019-12-27 18:32:16.169000-05:00,2019,12,27,18,2019-12-27,4,PM,2019-12-27 18:36:47.436000-05:00,2019-12-27 18:42:46.790000-05:00,630,30
96,kennedy,lawrence_east,2019-12-27 18:37:33.582000-05:00,2019-12-27 18:44:06.622000-05:00,2019,12,27,18,2019-12-27,4,PM,2019-12-27 18:47:54.567000-05:00,2019-12-27 18:55:33.974000-05:00,687,31
106,kennedy,lawrence_east,2019-12-27 19:06:34.989000-05:00,2019-12-27 19:11:25.378000-05:00,2019,12,28,19,2019-12-27,4,PM,2019-12-27 19:16:34.124000-05:00,2019-12-27 19:20:47.115000-05:00,561,35
1,kennedy,lawrence_east,2019-12-16 16:05:41.586000-05:00,2019-12-16 16:10:18.504000-05:00,2019,12,16,16,2019-12-16,0,PM,2019-12-16 16:10:34.606000-05:00,2019-12-16 16:21:06.585000-05:00,648,2
119,kennedy,lawrence_east,2019-12-16 18:24:52.291000-05:00,2019-12-16 18:30:19.512000-05:00,2019,12,16,18,2019-12-16,0,PM,2019-12-16 18:30:15.973000-05:00,2019-12-16 18:38:13.734000-05:00,474,30
149,kennedy,lawrence_east,2019-12-16 18:55:04.288000-05:00,2019-12-16 19:01:26.275000-05:00,2019,12,16,18,2019-12-16,0,PM,2019-12-16 18:58:04.135000-05:00,2019-12-16 19:09:49.982000-05:00,503,35
174,kennedy,lawrence_east,2019-12-16 19:21:05.204000-05:00,2019-12-16 19:26:03.007000-05:00,2019,12,17,19,2019-12-16,0,PM,2019-12-16 19:29:11.796000-05:00,2019-12-16 19:34:39.950000-05:00,516,40
184,kennedy,lawrence_east,2019-12-16 19:41:20.564000-05:00,2019-12-16 19:50:14.416000-05:00,2019,12,17,19,2019-12-16,0,PM,2019-12-16 19:47:49.649000-05:00,2019-12-16 19:59:34.384000-05:00,559,44
198,kennedy,lawrence_east,2019-12-16 20:05:08.162000-05:00,2019-12-16 20:14:22.891000-05:00,2019,12,17,20,2019-12-16,0,PM,2019-12-16 20:23:45.182000-05:00,2019-12-16 20:29:34.891000-05:00,912,48
200,kennedy,lawrence_east,2019-12-16 20:23:57.262000-05:00,2019-12-16 20:29:39.335000-05:00,2019,12,17,20,2019-12-16,0,PM,2019-12-16 20:35:08.244000-05:00,2019-12-16 20:40:24.842000-05:00,645,49
26,kennedy,lawrence_east,2020-01-02 16:44:45.045000-05:00,2020-01-02 16:55:21.457000-05:00,2020,1,2,16,2020-01-02,3,PM,2020-01-02 16:55:41.361000-05:00,2020-01-02 17:05:42.263000-05:00,620,11
100,kennedy,lawrence_east,2020-01-02 18:17:21.270000-05:00,2020-01-02 18:25:14.473000-05:00,2020,1,2,18,2020-01-02,3,PM,2020-01-02 18:27:33.039000-05:00,2020-01-02 18:33:35.825000-05:00,501,27
146,kennedy,lawrence_east,2020-01-02 19:15:50.746000-05:00,2020-01-02 19:21:08.956000-05:00,2020,1,3,19,2020-01-02,3,PM,2020-01-02 19:27:52.434000-05:00,2020-01-02 19:33:13.726000-05:00,724,38
159,kennedy,lawrence_east,2020-01-02 19:42:30.115000-05:00,2020-01-02 19:50:16.691000-05:00,2020,1,3,19,2020-01-02,3,PM,2020-01-02 19:53:26.162000-05:00,2020-01-02 19:58:23.087000-05:00,486,43
168,kennedy,lawrence_east,2020-01-02 20:04:51.474000-05:00,2020-01-02 20:11:44.367000-05:00,2020,1,3,20,2020-01-02,3,PM,2020-01-02 20:19:45.240000-05:00,2020-01-02 20:27:17.350000-05:00,932,47
171,kennedy,lawrence_east,2020-01-02 20:23:02.289000-05:00,2020-01-02 20:27:28.082000-05:00,2020,1,3,20,2020-01-02,3,PM,2020-01-02 20:30:35.861000-05:00,2020-01-02 20:35:21.338000-05:00,473,48
16,kennedy,lawrence_east,2019-12-23 16:24:39.451000-05:00,2019-12-23 16:29:54.720000-05:00,2019,12,23,16,2019-12-23,0,PM,2019-12-23 16:30:38.730000-05:00,2019-12-23 16:39:13.545000-05:00,558,5
26,kennedy,lawrence_east,2019-12-23 16:37:22.664000-05:00,2019-12-23 16:44:27.929000-05:00,2019,12,23,16,2019-12-23,0,PM,2019-12-23 16:46:54.217000-05:00,2019-12-23 16:55:33.529000-05:00,665,7
57,kennedy,lawrence_east,2019-12-23 17:26:43.147000-05:00,2019-12-23 17:36:53.338000-05:00,2019,12,23,17,2019-12-23,0,PM,2019-12-23 17:36:37.938000-05:00,2019-12-23 17:45:45.137000-05:00,531,17
133,kennedy,lawrence_east,2019-12-23 19:08:39.679000-05:00,2019-12-23 19:14:33.577000-05:00,2019,12,24,19,2019-12-23,0,PM,2019-12-23 19:18:12.116000-05:00,2019-12-23 19:24:13.040000-05:00,579,35
148,kennedy,lawrence_east,2019-12-23 19:36:23.627000-05:00,2019-12-23 19:44:01.498000-05:00,2019,12,24,19,2019-12-23,0,PM,2019-12-23 19:49:19.169000-05:00,2019-12-23 19:53:42.512000-05:00,581,40
184,kennedy,lawrence_east,2019-12-23 20:48:43.744000-05:00,2019-12-23 20:56:42.955000-05:00,2019,12,24,20,2019-12-23,0,PM,2019-12-23 20:53:51.229000-05:00,2019-12-23 21:04:39.508000-05:00,476,53
3,kennedy,lawrence_east,2019-11-28 16:00:53.629000-05:00,2019-11-28 16:11:20.165000-05:00,2019,11,28,16,2019-11-28,3,PM,2019-11-28 16:13:12.947000-05:00,2019-11-28 16:19:58.398000-05:00,518,1
216,kennedy,lawrence_east,2019-11-28 19:57:53.113000-05:00,2019-11-28 20:04:03.508000-05:00,2019,11,29,19,2019-11-28,3,PM,2019-11-28 20:07:23.245000-05:00,2019-11-28 20:15:05.809000-05:00,662,48
247,kennedy,lawrence_east,2019-11-28 20:49:09.984000-05:00,2019-11-28 20:55:58.009000-05:00,2019,11,29,20,2019-11-28,3,PM,2019-11-28 20:55:25.145000-05:00,2019-11-28 21:03:30.251000-05:00,452,57
32,lawrence_east,kennedy,2019-11-27 11:38:55.914000-05:00,2019-11-27 11:43:23.372000-05:00,2019,11,27,11,2019-11-27,2,MD,2019-11-27 11:47:04.571000-05:00,2019-11-27 11:52:11.696000-05:00,528,5
59,lawrence_east,kennedy,2019-11-27 12:18:30.295000-05:00,2019-11-27 12:26:05.622000-05:00,2019,11,27,12,2019-11-27,2,MD,2019-11-27 12:29:47.911000-05:00,2019-11-27 12:33:43.960000-05:00,458,11
