o_node,d_node,origin,destination,travel_time,date,period,trial
1153-0-4-12,1146-0-99-99,1153,1146,37.0,2019-12-02,EM,1
1382-0-4-12,1150-0-99-99,1382,1150,89.0,2019-12-02,EM,1
1133-0-4-12,1156-0-99-99,1133,1156,66.0,2019-12-02,EM,1
1572-0-4-12,1157-0-99-99,1572,1157,131.0,2019-12-02,EM,1
1544-0-4-12,1160-0-99-99,1544,1160,100.0,2019-12-02,EM,1
1176-0-4-12,1168-0-99-99,1176,1168,39.0,2019-12-02,EM,1
1212-0-4-12,1170-0-99-99,1212,1170,89.0,2019-12-02,EM,1
1588-0-4-12,1180-0-99-99,1588,1180,95.0,2019-12-02,EM,1
1595-0-4-12,1187-0-99-99,1595,1187,102.0,2019-12-02,EM,1
1186-0-4-12,1202-0-99-99,1186,1202,30.0,2019-12-02,EM,1
1223-0-4-12,1203-0-99-99,1223,1203,65.0,2019-12-02,EM,1
1139-0-4-12,1211-0-99-99,1139,1211,75.0,2019-12-02,EM,1
1166-0-4-12,1218-0-99-99,1166,1218,83.0,2019-12-02,EM,1
1523-0-4-12,1218-0-99-99,1523,1218,107.0,2019-12-02,EM,1
1554-0-4-12,1218-0-99-99,1554,1218,110.0,2019-12-02,EM,1
1620-0-4-12,1220-0-99-99,1620,1220,88.0,2019-12-02,EM,1
1197-0-4-12,1227-0-99-99,1197,1227,35.0,2019-12-02,EM,1
1233-0-4-12,1227-0-99-99,1233,1227,70.0,2019-12-02,EM,1
1560-0-4-12,1243-0-99-99,1560,1243,97.0,2019-12-02,EM,1
1575-0-4-12,1243-0-99-99,1575,1243,81.0,2019-12-02,EM,1
1224-0-4-12,1247-0-99-99,1224,1247,66.0,2019-12-02,EM,1
1251-0-4-12,1247-0-99-99,1251,1247,54.0,2019-12-02,EM,1
1524-0-4-12,1253-0-99-99,1524,1253,79.0,2019-12-02,EM,1
1383-0-4-12,1260-0-99-99,1383,1260,122.0,2019-12-02,EM,1
1110-0-4-12,1272-0-99-99,1110,1272,53.0,2019-12-02,EM,1
1250-0-4-12,1275-0-99-99,1250,1275,43.0,2019-12-02,EM,1
1144-0-4-12,1277-0-99-99,1144,1277,74.0,2019-12-02,EM,1
1347-0-4-12,1285-0-99-99,1347,1285,98.0,2019-12-02,EM,1
1431-0-4-12,1285-0-99-99,1431,1285,135.0,2019-12-02,EM,1
1544-0-4-12,1298-0-99-99,1544,1298,114.0,2019-12-02,EM,1
1131-0-4-12,1299-0-99-99,1131,1299,85.0,2019-12-02,EM,1
1271-0-4-12,1307-0-99-99,1271,1307,94.0,2019-12-02,EM,1
1290-0-4-12,1307-0-99-99,1290,1307,25.0,2019-12-02,EM,1
1353-0-4-12,1307-0-99-99,1353,1307,62.0,2019-12-02,EM,1
1458-0-4-12,1313-0-99-99,1458,1313,115.0,2019-12-02,EM,1
1124-0-4-12,1317-0-99-99,1124,1317,34.0,2019-12-02,EM,1
1326-0-4-12,1317-0-99-99,1326,1317,57.0,2019-12-02,EM,1
1133-0-4-12,1331-0-99-99,1133,1331,103.0,2019-12-02,EM,1
1177-0-4-12,1355-0-99-99,1177,1355,60.0,2019-12-02,EM,1
1110-0-4-12,1356-0-99-99,1110,1356,95.0,2019-12-02,EM,1
1039-0-4-12,1357-0-99-99,1039,1357,115.0,2019-12-02,EM,1
1385-0-4-12,1358-0-99-99,1385,1358,65.0,2019-12-02,EM,1
1021-0-4-12,1361-0-99-99,1021,1361,130.0,2019-12-02,EM,1
1062-0-4-12,1371-0-99-99,1062,1371,130.0,2019-12-02,EM,1
1173-0-4-12,1378-0-99-99,1173,1378,112.0,2019-12-02,EM,1
1232-0-4-12,1378-0-99-99,1232,1378,140.0,2019-12-02,EM,1
1342-0-4-12,1378-0-99-99,1342,1378,81.0,2019-12-02,EM,1
1351-0-4-12,1379-0-99-99,1351,1379,87.0,2019-12-02,EM,1
1021-0-4-12,1386-0-99-99,1021,1386,114.0,2019-12-02,EM,1
1249-0-4-12,1388-0-99-99,1249,1388,142.0,2019-12-02,EM,1
1396-0-4-12,1388-0-99-99,1396,1388,63.0,2019-12-02,EM,1
1538-0-4-12,1388-0-99-99,1538,1388,142.0,2019-12-02,EM,1
1445-0-4-12,1391-0-99-99,1445,1391,54.0,2019-12-02,EM,1
1265-0-4-12,1393-0-99-99,1265,1393,116.0,2019-12-02,EM,1
1531-0-4-12,1393-0-99-99,1531,1393,103.0,2019-12-02,EM,1
1173-0-4-12,1394-0-99-99,1173,1394,82.0,2019-12-02,EM,1
1401-0-4-12,1395-0-99-99,1401,1395,48.0,2019-12-02,EM,1
1140-0-4-12,1402-0-99-99,1140,1402,58.0,2019-12-02,EM,1
1173-0-4-12,1402-0-99-99,1173,1402,98.0,2019-12-02,EM,1
1400-0-4-12,1402-0-99-99,1400,1402,31.0,2019-12-02,EM,1
1415-0-4-12,1402-0-99-99,1415,1402,58.0,2019-12-02,EM,1
1423-0-4-12,1411-0-99-99,1423,1411,35.0,2019-12-02,EM,1
1407-0-4-12,1415-0-99-99,1407,1415,48.0,2019-12-02,EM,1
1606-0-4-12,1415-0-99-99,1606,1415,115.0,2019-12-02,EM,1
1381-0-4-12,1421-0-99-99,1381,1421,66.0,2019-12-02,EM,1
1041-0-4-12,1423-0-99-99,1041,1423,87.0,2019-12-02,EM,1
1062-0-4-12,1442-0-99-99,1062,1442,91.0,2019-12-02,EM,1
1482-0-4-12,1472-0-99-99,1482,1472,46.0,2019-12-02,EM,1
1538-0-4-12,1476-0-99-99,1538,1476,91.0,2019-12-02,EM,1
1583-0-4-12,1481-0-99-99,1583,1481,37.0,2019-12-02,EM,1
1524-0-4-12,1486-0-99-99,1524,1486,57.0,2019-12-02,EM,1
1531-0-4-12,1490-0-99-99,1531,1490,72.0,2019-12-02,EM,1
1366-0-4-12,1492-0-99-99,1366,1492,145.0,2019-12-02,EM,1
1579-0-4-12,1492-0-99-99,1579,1492,38.0,2019-12-02,EM,1
1513-0-4-12,1503-0-99-99,1513,1503,38.0,2019-12-02,EM,1
1021-0-4-12,1519-0-99-99,1021,1519,81.0,2019-12-02,EM,1
1495-0-4-12,1529-0-99-99,1495,1529,90.0,2019-12-02,EM,1
1428-0-4-12,1530-0-99-99,1428,1530,110.0,2019-12-02,EM,1
1443-0-4-12,1530-0-99-99,1443,1530,94.0,2019-12-02,EM,1
1577-0-4-12,1536-0-99-99,1577,1536,85.0,2019-12-02,EM,1
1569-0-4-12,1543-0-99-99,1569,1543,93.0,2019-12-02,EM,1
1182-0-4-12,1544-0-99-99,1182,1544,97.0,2019-12-02,EM,1
1021-0-4-12,1545-0-99-99,1021,1545,87.0,2019-12-02,EM,1
1515-0-4-12,1561-0-99-99,1515,1561,54.0,2019-12-02,EM,1
1245-0-4-12,1582-0-99-99,1245,1582,71.0,2019-12-02,EM,1
1154-0-4-12,1599-0-99-99,1154,1599,110.0,2019-12-02,EM,1
1562-0-4-12,1607-0-99-99,1562,1607,70.0,2019-12-02,EM,1
1436-0-4-12,1081-0-99-99,1436,1081,94.0,2019-12-02,EM,1
1506-0-4-23,1002-0-99-99,1506,1002,88.0,2019-12-02,EM,2
1126-0-4-23,1006-0-99-99,1126,1006,92.0,2019-12-02,EM,2
1243-0-4-23,1021-0-99-99,1243,1021,65.0,2019-12-02,EM,2
1382-0-4-23,1021-0-99-99,1382,1021,91.0,2019-12-02,EM,2
1571-0-4-23,1021-0-99-99,1571,1021,113.0,2019-12-02,EM,2
1232-0-4-23,1022-0-99-99,1232,1022,67.0,2019-12-02,EM,2
1175-0-4-23,1023-0-99-99,1175,1023,70.0,2019-12-02,EM,2
1018-0-4-23,1034-0-99-99,1018,1034,28.0,2019-12-02,EM,2
1518-0-4-23,1034-0-99-99,1518,1034,103.0,2019-12-02,EM,2
1590-0-4-23,1034-0-99-99,1590,1034,107.0,2019-12-02,EM,2
1250-0-4-23,1035-0-99-99,1250,1035,67.0,2019-12-02,EM,2
1214-0-4-23,1036-0-99-99,1214,1036,53.0,2019-12-02,EM,2
1219-0-4-23,1036-0-99-99,1219,1036,53.0,2019-12-02,EM,2
1574-0-4-23,1036-0-99-99,1574,1036,102.0,2019-12-02,EM,2
1591-0-4-23,1036-0-99-99,1591,1036,104.0,2019-12-02,EM,2
1131-0-4-23,1037-0-99-99,1131,1037,72.0,2019-12-02,EM,2
1238-0-4-23,1037-0-99-99,1238,1037,74.0,2019-12-02,EM,2
1285-0-4-23,1037-0-99-99,1285,1037,49.0,2019-12-02,EM,2
1406-0-4-23,1037-0-99-99,1406,1037,100.0,2019-12-02,EM,2
1131-0-4-23,1038-0-99-99,1131,1038,66.0,2019-12-02,EM,2
1389-0-4-23,1038-0-99-99,1389,1038,98.0,2019-12-02,EM,2
1422-0-4-23,1038-0-99-99,1422,1038,76.0,2019-12-02,EM,2
1559-0-4-23,1038-0-99-99,1559,1038,109.0,2019-12-02,EM,2
1076-0-4-23,1042-0-99-99,1076,1042,39.0,2019-12-02,EM,2
1245-0-4-23,1042-0-99-99,1245,1042,56.0,2019-12-02,EM,2
1090-0-4-23,1043-0-99-99,1090,1043,45.0,2019-12-02,EM,2
1427-0-4-23,1043-0-99-99,1427,1043,83.0,2019-12-02,EM,2
1250-0-4-23,1045-0-99-99,1250,1045,48.0,2019-12-02,EM,2
1214-0-4-23,1046-0-99-99,1214,1046,42.0,2019-12-02,EM,2
1411-0-4-23,1046-0-99-99,1411,1046,76.0,2019-12-02,EM,2
1313-0-4-23,1047-0-99-99,1313,1047,49.0,2019-12-02,EM,2
1520-0-4-23,1047-0-99-99,1520,1047,80.0,2019-12-02,EM,2
1574-0-4-23,1049-0-99-99,1574,1049,108.0,2019-12-02,EM,2
1252-0-4-23,1050-0-99-99,1252,1050,59.0,2019-12-02,EM,2
1522-0-4-23,1050-0-99-99,1522,1050,106.0,2019-12-02,EM,2
1280-0-4-23,1051-0-99-99,1280,1051,62.0,2019-12-02,EM,2
1328-0-4-23,1051-0-99-99,1328,1051,73.0,2019-12-02,EM,2
1266-0-4-23,1052-0-99-99,1266,1052,54.0,2019-12-02,EM,2
1447-0-4-23,1052-0-99-99,1447,1052,63.0,2019-12-02,EM,2
1464-0-4-23,1052-0-99-99,1464,1052,92.0,2019-12-02,EM,2
1495-0-4-23,1052-0-99-99,1495,1052,106.0,2019-12-02,EM,2
1538-0-4-23,1052-0-99-99,1538,1052,63.0,2019-12-02,EM,2
1591-0-4-23,1055-0-99-99,1591,1055,106.0,2019-12-02,EM,2
1425-0-4-23,1056-0-99-99,1425,1056,77.0,2019-12-02,EM,2
1444-0-4-23,1056-0-99-99,1444,1056,66.0,2019-12-02,EM,2
1619-0-4-23,1056-0-99-99,1619,1056,113.0,2019-12-02,EM,2
1200-0-4-23,1057-0-99-99,1200,1057,57.0,2019-12-02,EM,2
1277-0-4-23,1057-0-99-99,1277,1057,43.0,2019-12-02,EM,2
1539-0-4-23,1057-0-99-99,1539,1057,70.0,2019-12-02,EM,2
1601-0-4-23,1057-0-99-99,1601,1057,101.0,2019-12-02,EM,2
1122-0-4-23,1058-0-99-99,1122,1058,55.0,2019-12-02,EM,2
1270-0-4-23,1058-0-99-99,1270,1058,44.0,2019-12-02,EM,2
1450-0-4-23,1058-0-99-99,1450,1058,57.0,2019-12-02,EM,2
1411-0-4-23,1059-0-99-99,1411,1059,78.0,2019-12-02,EM,2
1090-0-4-23,1060-0-99-99,1090,1060,33.0,2019-12-02,EM,2
1484-0-4-23,1062-0-99-99,1484,1062,110.0,2019-12-02,EM,2
1544-0-4-23,1063-0-99-99,1544,1063,87.0,2019-12-02,EM,2
1621-0-4-23,1063-0-99-99,1621,1063,119.0,2019-12-02,EM,2
1110-0-4-23,1065-0-99-99,1110,1065,28.0,2019-12-02,EM,2
1122-0-4-23,1065-0-99-99,1122,1065,47.0,2019-12-02,EM,2
1202-0-4-23,1065-0-99-99,1202,1065,64.0,2019-12-02,EM,2
1424-0-4-23,1065-0-99-99,1424,1065,80.0,2019-12-02,EM,2
1572-0-4-23,1065-0-99-99,1572,1065,134.0,2019-12-02,EM,2
1122-0-4-23,1066-0-99-99,1122,1066,42.0,2019-12-02,EM,2
1263-0-4-23,1067-0-99-99,1263,1067,67.0,2019-12-02,EM,2
1120-0-4-23,1068-0-99-99,1120,1068,49.0,2019-12-02,EM,2
1330-0-4-23,1068-0-99-99,1330,1068,84.0,2019-12-02,EM,2
1602-0-4-23,1068-0-99-99,1602,1068,111.0,2019-12-02,EM,2
1606-0-4-23,1068-0-99-99,1606,1068,111.0,2019-12-02,EM,2
1483-0-4-23,1070-0-99-99,1483,1070,83.0,2019-12-02,EM,2
1510-0-4-23,1076-0-99-99,1510,1076,116.0,2019-12-02,EM,2
1600-0-4-23,1076-0-99-99,1600,1076,116.0,2019-12-02,EM,2
1039-0-4-23,1078-0-99-99,1039,1078,49.0,2019-12-02,EM,2
1524-0-4-23,1078-0-99-99,1524,1078,110.0,2019-12-02,EM,2
1562-0-4-23,1078-0-99-99,1562,1078,127.0,2019-12-02,EM,2
1365-0-4-23,1080-0-99-99,1365,1080,93.0,2019-12-02,EM,2
1143-0-4-23,1085-0-99-99,1143,1085,62.0,2019-12-02,EM,2
1513-0-4-23,1090-0-99-99,1513,1090,125.0,2019-12-02,EM,2
1132-0-4-23,1104-0-99-99,1132,1104,66.0,2019-12-02,EM,2
1389-0-4-23,1113-0-99-99,1389,1113,84.0,2019-12-02,EM,2
1286-0-4-23,1114-0-99-99,1286,1114,69.0,2019-12-02,EM,2
1022-0-4-23,1116-0-99-99,1022,1116,54.0,2019-12-02,EM,2
1400-0-4-23,1118-0-99-99,1400,1118,71.0,2019-12-02,EM,2
1116-0-4-23,1124-0-99-99,1116,1124,29.0,2019-12-02,EM,2
1412-0-4-23,1139-0-99-99,1412,1139,63.0,2019-12-02,EM,2
1524-0-4-23,1141-0-99-99,1524,1141,136.0,2019-12-02,EM,2
1046-0-4-23,1142-0-99-99,1046,1142,88.0,2019-12-02,EM,2
1130-0-4-23,1145-0-99-99,1130,1145,35.0,2019-12-02,EM,2
1153-0-4-23,1146-0-99-99,1153,1146,73.0,2019-12-02,EM,2
1382-0-4-23,1150-0-99-99,1382,1150,78.0,2019-12-02,EM,2
1133-0-4-23,1156-0-99-99,1133,1156,55.0,2019-12-02,EM,2
1572-0-4-23,1157-0-99-99,1572,1157,147.0,2019-12-02,EM,2
1544-0-4-23,1160-0-99-99,1544,1160,107.0,2019-12-02,EM,2
1176-0-4-23,1168-0-99-99,1176,1168,44.0,2019-12-02,EM,2
1212-0-4-23,1170-0-99-99,1212,1170,78.0,2019-12-02,EM,2
1588-0-4-23,1180-0-99-99,1588,1180,109.0,2019-12-02,EM,2
1595-0-4-23,1187-0-99-99,1595,1187,104.0,2019-12-02,EM,2
1186-0-4-23,1202-0-99-99,1186,1202,30.0,2019-12-02,EM,2
1223-0-4-23,1203-0-99-99,1223,1203,79.0,2019-12-02,EM,2
1139-0-4-23,1211-0-99-99,1139,1211,73.0,2019-12-02,EM,2
1166-0-4-23,1218-0-99-99,1166,1218,72.0,2019-12-02,EM,2
1523-0-4-23,1218-0-99-99,1523,1218,96.0,2019-12-02,EM,2
1554-0-4-23,1218-0-99-99,1554,1218,117.0,2019-12-02,EM,2
1620-0-4-23,1220-0-99-99,1620,1220,98.0,2019-12-02,EM,2
1197-0-4-23,1227-0-99-99,1197,1227,48.0,2019-12-02,EM,2
1233-0-4-23,1227-0-99-99,1233,1227,59.0,2019-12-02,EM,2
1560-0-4-23,1243-0-99-99,1560,1243,86.0,2019-12-02,EM,2
1575-0-4-23,1243-0-99-99,1575,1243,89.0,2019-12-02,EM,2
1224-0-4-23,1247-0-99-99,1224,1247,55.0,2019-12-02,EM,2
1251-0-4-23,1247-0-99-99,1251,1247,48.0,2019-12-02,EM,2
1524-0-4-23,1253-0-99-99,1524,1253,68.0,2019-12-02,EM,2
1383-0-4-23,1260-0-99-99,1383,1260,138.0,2019-12-02,EM,2
1110-0-4-23,1272-0-99-99,1110,1272,42.0,2019-12-02,EM,2
1250-0-4-23,1275-0-99-99,1250,1275,34.0,2019-12-02,EM,2
1144-0-4-23,1277-0-99-99,1144,1277,72.0,2019-12-02,EM,2
1347-0-4-23,1285-0-99-99,1347,1285,87.0,2019-12-02,EM,2
1431-0-4-23,1285-0-99-99,1431,1285,124.0,2019-12-02,EM,2
1544-0-4-23,1298-0-99-99,1544,1298,133.0,2019-12-02,EM,2
1131-0-4-23,1299-0-99-99,1131,1299,74.0,2019-12-02,EM,2
1271-0-4-23,1307-0-99-99,1271,1307,92.0,2019-12-02,EM,2
1290-0-4-23,1307-0-99-99,1290,1307,30.0,2019-12-02,EM,2
1353-0-4-23,1307-0-99-99,1353,1307,51.0,2019-12-02,EM,2
1458-0-4-23,1313-0-99-99,1458,1313,116.0,2019-12-02,EM,2
1124-0-4-23,1317-0-99-99,1124,1317,34.0,2019-12-02,EM,2
1326-0-4-23,1317-0-99-99,1326,1317,80.0,2019-12-02,EM,2
1133-0-4-23,1331-0-99-99,1133,1331,92.0,2019-12-02,EM,2
1177-0-4-23,1355-0-99-99,1177,1355,67.0,2019-12-02,EM,2
1110-0-4-23,1356-0-99-99,1110,1356,108.0,2019-12-02,EM,2
1039-0-4-23,1357-0-99-99,1039,1357,119.0,2019-12-02,EM,2
1385-0-4-23,1358-0-99-99,1385,1358,76.0,2019-12-02,EM,2
1021-0-4-23,1361-0-99-99,1021,1361,126.0,2019-12-02,EM,2
1062-0-4-23,1371-0-99-99,1062,1371,119.0,2019-12-02,EM,2
1173-0-4-23,1378-0-99-99,1173,1378,101.0,2019-12-02,EM,2
1232-0-4-23,1378-0-99-99,1232,1378,129.0,2019-12-02,EM,2
1342-0-4-23,1378-0-99-99,1342,1378,83.0,2019-12-02,EM,2
1351-0-4-23,1379-0-99-99,1351,1379,76.0,2019-12-02,EM,2
1021-0-4-23,1386-0-99-99,1021,1386,126.0,2019-12-02,EM,2
1249-0-4-23,1388-0-99-99,1249,1388,134.0,2019-12-02,EM,2
1396-0-4-23,1388-0-99-99,1396,1388,52.0,2019-12-02,EM,2
1538-0-4-23,1388-0-99-99,1538,1388,131.0,2019-12-02,EM,2
1445-0-4-23,1391-0-99-99,1445,1391,43.0,2019-12-02,EM,2
1265-0-4-23,1393-0-99-99,1265,1393,111.0,2019-12-02,EM,2
1531-0-4-23,1393-0-99-99,1531,1393,111.0,2019-12-02,EM,2
1173-0-4-23,1394-0-99-99,1173,1394,71.0,2019-12-02,EM,2
1401-0-4-23,1395-0-99-99,1401,1395,39.0,2019-12-02,EM,2
1140-0-4-23,1402-0-99-99,1140,1402,78.0,2019-12-02,EM,2
1173-0-4-23,1402-0-99-99,1173,1402,87.0,2019-12-02,EM,2
1400-0-4-23,1402-0-99-99,1400,1402,37.0,2019-12-02,EM,2
1415-0-4-23,1402-0-99-99,1415,1402,78.0,2019-12-02,EM,2
1423-0-4-23,1411-0-99-99,1423,1411,55.0,2019-12-02,EM,2
1407-0-4-23,1415-0-99-99,1407,1415,39.0,2019-12-02,EM,2
1606-0-4-23,1415-0-99-99,1606,1415,104.0,2019-12-02,EM,2
1381-0-4-23,1421-0-99-99,1381,1421,55.0,2019-12-02,EM,2
1041-0-4-23,1423-0-99-99,1041,1423,93.0,2019-12-02,EM,2
1062-0-4-23,1442-0-99-99,1062,1442,80.0,2019-12-02,EM,2
1482-0-4-23,1472-0-99-99,1482,1472,35.0,2019-12-02,EM,2
1538-0-4-23,1476-0-99-99,1538,1476,80.0,2019-12-02,EM,2
1583-0-4-23,1481-0-99-99,1583,1481,42.0,2019-12-02,EM,2
1524-0-4-23,1486-0-99-99,1524,1486,46.0,2019-12-02,EM,2
1531-0-4-23,1490-0-99-99,1531,1490,61.0,2019-12-02,EM,2
1366-0-4-23,1492-0-99-99,1366,1492,134.0,2019-12-02,EM,2
1579-0-4-23,1492-0-99-99,1579,1492,36.0,2019-12-02,EM,2
1513-0-4-23,1503-0-99-99,1513,1503,60.0,2019-12-02,EM,2
1021-0-4-23,1519-0-99-99,1021,1519,70.0,2019-12-02,EM,2
1495-0-4-23,1529-0-99-99,1495,1529,79.0,2019-12-02,EM,2
1428-0-4-23,1530-0-99-99,1428,1530,99.0,2019-12-02,EM,2
1443-0-4-23,1530-0-99-99,1443,1530,89.0,2019-12-02,EM,2
1577-0-4-23,1536-0-99-99,1577,1536,91.0,2019-12-02,EM,2
1569-0-4-23,1543-0-99-99,1569,1543,82.0,2019-12-02,EM,2
1182-0-4-23,1544-0-99-99,1182,1544,122.0,2019-12-02,EM,2
1021-0-4-23,1545-0-99-99,1021,1545,76.0,2019-12-02,EM,2
1515-0-4-23,1561-0-99-99,1515,1561,48.0,2019-12-02,EM,2
1245-0-4-23,1582-0-99-99,1245,1582,60.0,2019-12-02,EM,2
1154-0-4-23,1599-0-99-99,1154,1599,99.0,2019-12-02,EM,2
1562-0-4-23,1607-0-99-99,1562,1607,59.0,2019-12-02,EM,2
1436-0-4-23,1081-0-99-99,1436,1081,90.0,2019-12-02,EM,2
1506-0-4-39,1002-0-99-99,1506,1002,104.0,2019-12-02,EM,3
1126-0-4-39,1006-0-99-99,1126,1006,76.0,2019-12-02,EM,3
1243-0-4-39,1021-0-99-99,1243,1021,77.0,2019-12-02,EM,3
1382-0-4-39,1021-0-99-99,1382,1021,120.0,2019-12-02,EM,3
1571-0-4-39,1021-0-99-99,1571,1021,133.0,2019-12-02,EM,3
1232-0-4-39,1022-0-99-99,1232,1022,91.0,2019-12-02,EM,3
1175-0-4-39,1023-0-99-99,1175,1023,54.0,2019-12-02,EM,3
1018-0-4-39,1034-0-99-99,1018,1034,32.0,2019-12-02,EM,3
1518-0-4-39,1034-0-99-99,1518,1034,87.0,2019-12-02,EM,3
1590-0-4-39,1034-0-99-99,1590,1034,91.0,2019-12-02,EM,3
1250-0-4-39,1035-0-99-99,1250,1035,57.0,2019-12-02,EM,3
1214-0-4-39,1036-0-99-99,1214,1036,51.0,2019-12-02,EM,3
1219-0-4-39,1036-0-99-99,1219,1036,82.0,2019-12-02,EM,3
1574-0-4-39,1036-0-99-99,1574,1036,111.0,2019-12-02,EM,3
1591-0-4-39,1036-0-99-99,1591,1036,88.0,2019-12-02,EM,3
1131-0-4-39,1037-0-99-99,1131,1037,73.0,2019-12-02,EM,3
1238-0-4-39,1037-0-99-99,1238,1037,95.0,2019-12-02,EM,3
1285-0-4-39,1037-0-99-99,1285,1037,65.0,2019-12-02,EM,3
1406-0-4-39,1037-0-99-99,1406,1037,84.0,2019-12-02,EM,3
1131-0-4-39,1038-0-99-99,1131,1038,74.0,2019-12-02,EM,3
1389-0-4-39,1038-0-99-99,1389,1038,99.0,2019-12-02,EM,3
1422-0-4-39,1038-0-99-99,1422,1038,66.0,2019-12-02,EM,3
1559-0-4-39,1038-0-99-99,1559,1038,93.0,2019-12-02,EM,3
1076-0-4-39,1042-0-99-99,1076,1042,43.0,2019-12-02,EM,3
1245-0-4-39,1042-0-99-99,1245,1042,66.0,2019-12-02,EM,3
1090-0-4-39,1043-0-99-99,1090,1043,57.0,2019-12-02,EM,3
1427-0-4-39,1043-0-99-99,1427,1043,81.0,2019-12-02,EM,3
1250-0-4-39,1045-0-99-99,1250,1045,53.0,2019-12-02,EM,3
1214-0-4-39,1046-0-99-99,1214,1046,40.0,2019-12-02,EM,3
1411-0-4-39,1046-0-99-99,1411,1046,77.0,2019-12-02,EM,3
1313-0-4-39,1047-0-99-99,1313,1047,54.0,2019-12-02,EM,3
1520-0-4-39,1047-0-99-99,1520,1047,92.0,2019-12-02,EM,3
1574-0-4-39,1049-0-99-99,1574,1049,107.0,2019-12-02,EM,3
1252-0-4-39,1050-0-99-99,1252,1050,61.0,2019-12-02,EM,3
1522-0-4-39,1050-0-99-99,1522,1050,90.0,2019-12-02,EM,3
1280-0-4-39,1051-0-99-99,1280,1051,46.0,2019-12-02,EM,3
1328-0-4-39,1051-0-99-99,1328,1051,94.0,2019-12-02,EM,3
1266-0-4-39,1052-0-99-99,1266,1052,38.0,2019-12-02,EM,3
1447-0-4-39,1052-0-99-99,1447,1052,76.0,2019-12-02,EM,3
1464-0-4-39,1052-0-99-99,1464,1052,82.0,2019-12-02,EM,3
1495-0-4-39,1052-0-99-99,1495,1052,95.0,2019-12-02,EM,3
1538-0-4-39,1052-0-99-99,1538,1052,74.0,2019-12-02,EM,3
1591-0-4-39,1055-0-99-99,1591,1055,90.0,2019-12-02,EM,3
1425-0-4-39,1056-0-99-99,1425,1056,61.0,2019-12-02,EM,3
1444-0-4-39,1056-0-99-99,1444,1056,82.0,2019-12-02,EM,3
1619-0-4-39,1056-0-99-99,1619,1056,97.0,2019-12-02,EM,3
1200-0-4-39,1057-0-99-99,1200,1057,54.0,2019-12-02,EM,3
1277-0-4-39,1057-0-99-99,1277,1057,36.0,2019-12-02,EM,3
1539-0-4-39,1057-0-99-99,1539,1057,70.0,2019-12-02,EM,3
1601-0-4-39,1057-0-99-99,1601,1057,99.0,2019-12-02,EM,3
1122-0-4-39,1058-0-99-99,1122,1058,68.0,2019-12-02,EM,3
1270-0-4-39,1058-0-99-99,1270,1058,47.0,2019-12-02,EM,3
1450-0-4-39,1058-0-99-99,1450,1058,86.0,2019-12-02,EM,3
1411-0-4-39,1059-0-99-99,1411,1059,89.0,2019-12-02,EM,3
1090-0-4-39,1060-0-99-99,1090,1060,34.0,2019-12-02,EM,3
1484-0-4-39,1062-0-99-99,1484,1062,97.0,2019-12-02,EM,3
1544-0-4-39,1063-0-99-99,1544,1063,80.0,2019-12-02,EM,3
1621-0-4-39,1063-0-99-99,1621,1063,143.0,2019-12-02,EM,3
1110-0-4-39,1065-0-99-99,1110,1065,28.0,2019-12-02,EM,3
1122-0-4-39,1065-0-99-99,1122,1065,64.0,2019-12-02,EM,3
1202-0-4-39,1065-0-99-99,1202,1065,48.0,2019-12-02,EM,3
1424-0-4-39,1065-0-99-99,1424,1065,64.0,2019-12-02,EM,3
1572-0-4-39,1065-0-99-99,1572,1065,170.0,2019-12-02,EM,3
1122-0-4-39,1066-0-99-99,1122,1066,59.0,2019-12-02,EM,3
1263-0-4-39,1067-0-99-99,1263,1067,53.0,2019-12-02,EM,3
1120-0-4-39,1068-0-99-99,1120,1068,52.0,2019-12-02,EM,3
1330-0-4-39,1068-0-99-99,1330,1068,93.0,2019-12-02,EM,3
1602-0-4-39,1068-0-99-99,1602,1068,104.0,2019-12-02,EM,3
1606-0-4-39,1068-0-99-99,1606,1068,95.0,2019-12-02,EM,3
1483-0-4-39,1070-0-99-99,1483,1070,92.0,2019-12-02,EM,3
1510-0-4-39,1076-0-99-99,1510,1076,113.0,2019-12-02,EM,3
1600-0-4-39,1076-0-99-99,1600,1076,119.0,2019-12-02,EM,3
1039-0-4-39,1078-0-99-99,1039,1078,44.0,2019-12-02,EM,3
1524-0-4-39,1078-0-99-99,1524,1078,111.0,2019-12-02,EM,3
1562-0-4-39,1078-0-99-99,1562,1078,122.0,2019-12-02,EM,3
1365-0-4-39,1080-0-99-99,1365,1080,77.0,2019-12-02,EM,3
1143-0-4-39,1085-0-99-99,1143,1085,63.0,2019-12-02,EM,3
1513-0-4-39,1090-0-99-99,1513,1090,109.0,2019-12-02,EM,3
1132-0-4-39,1104-0-99-99,1132,1104,58.0,2019-12-02,EM,3
1389-0-4-39,1113-0-99-99,1389,1113,96.0,2019-12-02,EM,3
1286-0-4-39,1114-0-99-99,1286,1114,56.0,2019-12-02,EM,3
1022-0-4-39,1116-0-99-99,1022,1116,52.0,2019-12-02,EM,3
1400-0-4-39,1118-0-99-99,1400,1118,55.0,2019-12-02,EM,3
1116-0-4-39,1124-0-99-99,1116,1124,34.0,2019-12-02,EM,3
1412-0-4-39,1139-0-99-99,1412,1139,47.0,2019-12-02,EM,3
