o_node,d_node,origin,destination,travel_time,date,period,trial
1133-0-4-52,1156-0-99-99,1133,1156,43.0,2019-12-30,EM,5
1572-0-4-52,1157-0-99-99,1572,1157,130.0,2019-12-30,EM,5
1544-0-4-52,1160-0-99-99,1544,1160,108.0,2019-12-30,EM,5
1176-0-4-52,1168-0-99-99,1176,1168,37.0,2019-12-30,EM,5
1212-0-4-52,1170-0-99-99,1212,1170,51.0,2019-12-30,EM,5
1588-0-4-52,1180-0-99-99,1588,1180,105.0,2019-12-30,EM,5
1595-0-4-52,1187-0-99-99,1595,1187,80.0,2019-12-30,EM,5
1186-0-4-52,1202-0-99-99,1186,1202,26.0,2019-12-30,EM,5
1223-0-4-52,1203-0-99-99,1223,1203,60.0,2019-12-30,EM,5
1139-0-4-52,1211-0-99-99,1139,1211,50.0,2019-12-30,EM,5
1166-0-4-52,1218-0-99-99,1166,1218,45.0,2019-12-30,EM,5
1523-0-4-52,1218-0-99-99,1523,1218,58.0,2019-12-30,EM,5
1554-0-4-52,1218-0-99-99,1554,1218,88.0,2019-12-30,EM,5
1620-0-4-52,1220-0-99-99,1620,1220,97.0,2019-12-30,EM,5
1197-0-4-52,1227-0-99-99,1197,1227,48.0,2019-12-30,EM,5
1233-0-4-52,1227-0-99-99,1233,1227,57.0,2019-12-30,EM,5
1560-0-4-52,1243-0-99-99,1560,1243,73.0,2019-12-30,EM,5
1575-0-4-52,1243-0-99-99,1575,1243,82.0,2019-12-30,EM,5
1224-0-4-52,1247-0-99-99,1224,1247,51.0,2019-12-30,EM,5
1251-0-4-52,1247-0-99-99,1251,1247,34.0,2019-12-30,EM,5
1524-0-4-52,1253-0-99-99,1524,1253,69.0,2019-12-30,EM,5
1383-0-4-52,1260-0-99-99,1383,1260,120.0,2019-12-30,EM,5
1110-0-4-52,1272-0-99-99,1110,1272,58.0,2019-12-30,EM,5
1250-0-4-52,1275-0-99-99,1250,1275,38.0,2019-12-30,EM,5
1144-0-4-52,1277-0-99-99,1144,1277,82.0,2019-12-30,EM,5
1347-0-4-52,1285-0-99-99,1347,1285,64.0,2019-12-30,EM,5
1431-0-4-52,1285-0-99-99,1431,1285,110.0,2019-12-30,EM,5
1544-0-4-52,1298-0-99-99,1544,1298,129.0,2019-12-30,EM,5
1131-0-4-52,1299-0-99-99,1131,1299,78.0,2019-12-30,EM,5
1271-0-4-52,1307-0-99-99,1271,1307,85.0,2019-12-30,EM,5
1290-0-4-52,1307-0-99-99,1290,1307,43.0,2019-12-30,EM,5
1353-0-4-52,1307-0-99-99,1353,1307,51.0,2019-12-30,EM,5
1458-0-4-52,1313-0-99-99,1458,1313,97.0,2019-12-30,EM,5
1124-0-4-52,1317-0-99-99,1124,1317,34.0,2019-12-30,EM,5
1326-0-4-52,1317-0-99-99,1326,1317,67.0,2019-12-30,EM,5
1133-0-4-52,1331-0-99-99,1133,1331,50.0,2019-12-30,EM,5
1177-0-4-52,1355-0-99-99,1177,1355,64.0,2019-12-30,EM,5
1110-0-4-52,1356-0-99-99,1110,1356,85.0,2019-12-30,EM,5
1039-0-4-52,1357-0-99-99,1039,1357,93.0,2019-12-30,EM,5
1385-0-4-52,1358-0-99-99,1385,1358,74.0,2019-12-30,EM,5
1021-0-4-52,1361-0-99-99,1021,1361,94.0,2019-12-30,EM,5
1062-0-4-52,1371-0-99-99,1062,1371,103.0,2019-12-30,EM,5
1173-0-4-52,1378-0-99-99,1173,1378,105.0,2019-12-30,EM,5
1232-0-4-52,1378-0-99-99,1232,1378,110.0,2019-12-30,EM,5
1342-0-4-52,1378-0-99-99,1342,1378,71.0,2019-12-30,EM,5
1351-0-4-52,1379-0-99-99,1351,1379,60.0,2019-12-30,EM,5
1021-0-4-52,1386-0-99-99,1021,1386,92.0,2019-12-30,EM,5
1249-0-4-52,1388-0-99-99,1249,1388,129.0,2019-12-30,EM,5
1396-0-4-52,1388-0-99-99,1396,1388,49.0,2019-12-30,EM,5
1538-0-4-52,1388-0-99-99,1538,1388,129.0,2019-12-30,EM,5
1445-0-4-52,1391-0-99-99,1445,1391,39.0,2019-12-30,EM,5
1265-0-4-52,1393-0-99-99,1265,1393,114.0,2019-12-30,EM,5
1531-0-4-52,1393-0-99-99,1531,1393,95.0,2019-12-30,EM,5
1173-0-4-52,1394-0-99-99,1173,1394,71.0,2019-12-30,EM,5
1401-0-4-52,1395-0-99-99,1401,1395,40.0,2019-12-30,EM,5
1140-0-4-52,1402-0-99-99,1140,1402,53.0,2019-12-30,EM,5
1173-0-4-52,1402-0-99-99,1173,1402,76.0,2019-12-30,EM,5
1400-0-4-52,1402-0-99-99,1400,1402,47.0,2019-12-30,EM,5
1415-0-4-52,1402-0-99-99,1415,1402,53.0,2019-12-30,EM,5
1423-0-4-52,1411-0-99-99,1423,1411,52.0,2019-12-30,EM,5
1407-0-4-52,1415-0-99-99,1407,1415,30.0,2019-12-30,EM,5
1606-0-4-52,1415-0-99-99,1606,1415,93.0,2019-12-30,EM,5
1381-0-4-52,1421-0-99-99,1381,1421,76.0,2019-12-30,EM,5
1041-0-4-52,1423-0-99-99,1041,1423,63.0,2019-12-30,EM,5
1062-0-4-52,1442-0-99-99,1062,1442,79.0,2019-12-30,EM,5
1482-0-4-52,1472-0-99-99,1482,1472,56.0,2019-12-30,EM,5
1538-0-4-52,1476-0-99-99,1538,1476,65.0,2019-12-30,EM,5
1583-0-4-52,1481-0-99-99,1583,1481,37.0,2019-12-30,EM,5
1524-0-4-52,1486-0-99-99,1524,1486,39.0,2019-12-30,EM,5
1531-0-4-52,1490-0-99-99,1531,1490,47.0,2019-12-30,EM,5
1366-0-4-52,1492-0-99-99,1366,1492,112.0,2019-12-30,EM,5
1579-0-4-52,1492-0-99-99,1579,1492,30.0,2019-12-30,EM,5
1513-0-4-52,1503-0-99-99,1513,1503,60.0,2019-12-30,EM,5
1021-0-4-52,1519-0-99-99,1021,1519,77.0,2019-12-30,EM,5
1495-0-4-52,1529-0-99-99,1495,1529,72.0,2019-12-30,EM,5
1428-0-4-52,1530-0-99-99,1428,1530,102.0,2019-12-30,EM,5
1443-0-4-52,1530-0-99-99,1443,1530,86.0,2019-12-30,EM,5
1577-0-4-52,1536-0-99-99,1577,1536,86.0,2019-12-30,EM,5
1569-0-4-52,1543-0-99-99,1569,1543,85.0,2019-12-30,EM,5
1182-0-4-52,1544-0-99-99,1182,1544,105.0,2019-12-30,EM,5
1021-0-4-52,1545-0-99-99,1021,1545,72.0,2019-12-30,EM,5
1515-0-4-52,1561-0-99-99,1515,1561,47.0,2019-12-30,EM,5
1245-0-4-52,1582-0-99-99,1245,1582,62.0,2019-12-30,EM,5
1154-0-4-52,1599-0-99-99,1154,1599,90.0,2019-12-30,EM,5
1562-0-4-52,1607-0-99-99,1562,1607,68.0,2019-12-30,EM,5
1436-0-4-52,1081-0-99-99,1436,1081,90.0,2019-12-30,EM,5
1506-0-4-6,1002-0-99-99,1506,1002,74.0,2020-01-02,EM,0
1126-0-4-6,1006-0-99-99,1126,1006,72.0,2020-01-02,EM,0
1243-0-4-6,1021-0-99-99,1243,1021,72.0,2020-01-02,EM,0
1382-0-4-6,1021-0-99-99,1382,1021,84.0,2020-01-02,EM,0
1571-0-4-6,1021-0-99-99,1571,1021,120.0,2020-01-02,EM,0
1232-0-4-6,1022-0-99-99,1232,1022,76.0,2020-01-02,EM,0
1175-0-4-6,1023-0-99-99,1175,1023,66.0,2020-01-02,EM,0
1018-0-4-6,1034-0-99-99,1018,1034,32.0,2020-01-02,EM,0
1518-0-4-6,1034-0-99-99,1518,1034,90.0,2020-01-02,EM,0
1590-0-4-6,1034-0-99-99,1590,1034,99.0,2020-01-02,EM,0
1250-0-4-6,1035-0-99-99,1250,1035,68.0,2020-01-02,EM,0
1214-0-4-6,1036-0-99-99,1214,1036,45.0,2020-01-02,EM,0
1219-0-4-6,1036-0-99-99,1219,1036,72.0,2020-01-02,EM,0
1574-0-4-6,1036-0-99-99,1574,1036,93.0,2020-01-02,EM,0
1591-0-4-6,1036-0-99-99,1591,1036,105.0,2020-01-02,EM,0
1131-0-4-6,1037-0-99-99,1131,1037,84.0,2020-01-02,EM,0
1238-0-4-6,1037-0-99-99,1238,1037,83.0,2020-01-02,EM,0
1285-0-4-6,1037-0-99-99,1285,1037,61.0,2020-01-02,EM,0
1406-0-4-6,1037-0-99-99,1406,1037,84.0,2020-01-02,EM,0
1131-0-4-6,1038-0-99-99,1131,1038,87.0,2020-01-02,EM,0
1389-0-4-6,1038-0-99-99,1389,1038,87.0,2020-01-02,EM,0
1422-0-4-6,1038-0-99-99,1422,1038,63.0,2020-01-02,EM,0
1559-0-4-6,1038-0-99-99,1559,1038,100.0,2020-01-02,EM,0
1076-0-4-6,1042-0-99-99,1076,1042,45.0,2020-01-02,EM,0
1245-0-4-6,1042-0-99-99,1245,1042,54.0,2020-01-02,EM,0
1090-0-4-6,1043-0-99-99,1090,1043,41.0,2020-01-02,EM,0
1427-0-4-6,1043-0-99-99,1427,1043,80.0,2020-01-02,EM,0
1250-0-4-6,1045-0-99-99,1250,1045,53.0,2020-01-02,EM,0
1214-0-4-6,1046-0-99-99,1214,1046,35.0,2020-01-02,EM,0
1411-0-4-6,1046-0-99-99,1411,1046,74.0,2020-01-02,EM,0
1313-0-4-6,1047-0-99-99,1313,1047,70.0,2020-01-02,EM,0
1520-0-4-6,1047-0-99-99,1520,1047,54.0,2020-01-02,EM,0
1574-0-4-6,1049-0-99-99,1574,1049,87.0,2020-01-02,EM,0
1252-0-4-6,1050-0-99-99,1252,1050,46.0,2020-01-02,EM,0
1522-0-4-6,1050-0-99-99,1522,1050,96.0,2020-01-02,EM,0
1280-0-4-6,1051-0-99-99,1280,1051,42.0,2020-01-02,EM,0
1328-0-4-6,1051-0-99-99,1328,1051,82.0,2020-01-02,EM,0
1266-0-4-6,1052-0-99-99,1266,1052,38.0,2020-01-02,EM,0
1447-0-4-6,1052-0-99-99,1447,1052,57.0,2020-01-02,EM,0
1464-0-4-6,1052-0-99-99,1464,1052,101.0,2020-01-02,EM,0
1495-0-4-6,1052-0-99-99,1495,1052,89.0,2020-01-02,EM,0
1538-0-4-6,1052-0-99-99,1538,1052,67.0,2020-01-02,EM,0
1591-0-4-6,1055-0-99-99,1591,1055,108.0,2020-01-02,EM,0
1425-0-4-6,1056-0-99-99,1425,1056,68.0,2020-01-02,EM,0
1444-0-4-6,1056-0-99-99,1444,1056,61.0,2020-01-02,EM,0
1619-0-4-6,1056-0-99-99,1619,1056,102.0,2020-01-02,EM,0
1200-0-4-6,1057-0-99-99,1200,1057,49.0,2020-01-02,EM,0
1277-0-4-6,1057-0-99-99,1277,1057,49.0,2020-01-02,EM,0
1539-0-4-6,1057-0-99-99,1539,1057,73.0,2020-01-02,EM,0
1601-0-4-6,1057-0-99-99,1601,1057,117.0,2020-01-02,EM,0
1122-0-4-6,1058-0-99-99,1122,1058,68.0,2020-01-02,EM,0
1270-0-4-6,1058-0-99-99,1270,1058,47.0,2020-01-02,EM,0
1450-0-4-6,1058-0-99-99,1450,1058,49.0,2020-01-02,EM,0
1411-0-4-6,1059-0-99-99,1411,1059,94.0,2020-01-02,EM,0
1090-0-4-6,1060-0-99-99,1090,1060,30.0,2020-01-02,EM,0
1484-0-4-6,1062-0-99-99,1484,1062,92.0,2020-01-02,EM,0
1544-0-4-6,1063-0-99-99,1544,1063,78.0,2020-01-02,EM,0
1621-0-4-6,1063-0-99-99,1621,1063,125.0,2020-01-02,EM,0
1110-0-4-6,1065-0-99-99,1110,1065,27.0,2020-01-02,EM,0
1122-0-4-6,1065-0-99-99,1122,1065,64.0,2020-01-02,EM,0
1202-0-4-6,1065-0-99-99,1202,1065,56.0,2020-01-02,EM,0
1424-0-4-6,1065-0-99-99,1424,1065,55.0,2020-01-02,EM,0
1572-0-4-6,1065-0-99-99,1572,1065,128.0,2020-01-02,EM,0
1122-0-4-6,1066-0-99-99,1122,1066,59.0,2020-01-02,EM,0
1263-0-4-6,1067-0-99-99,1263,1067,73.0,2020-01-02,EM,0
1120-0-4-6,1068-0-99-99,1120,1068,54.0,2020-01-02,EM,0
1330-0-4-6,1068-0-99-99,1330,1068,80.0,2020-01-02,EM,0
1602-0-4-6,1068-0-99-99,1602,1068,125.0,2020-01-02,EM,0
1606-0-4-6,1068-0-99-99,1606,1068,99.0,2020-01-02,EM,0
1483-0-4-6,1070-0-99-99,1483,1070,93.0,2020-01-02,EM,0
1510-0-4-6,1076-0-99-99,1510,1076,102.0,2020-01-02,EM,0
1600-0-4-6,1076-0-99-99,1600,1076,113.0,2020-01-02,EM,0
1039-0-4-6,1078-0-99-99,1039,1078,42.0,2020-01-02,EM,0
1524-0-4-6,1078-0-99-99,1524,1078,88.0,2020-01-02,EM,0
1562-0-4-6,1078-0-99-99,1562,1078,107.0,2020-01-02,EM,0
1365-0-4-6,1080-0-99-99,1365,1080,108.0,2020-01-02,EM,0
1143-0-4-6,1085-0-99-99,1143,1085,81.0,2020-01-02,EM,0
1513-0-4-6,1090-0-99-99,1513,1090,109.0,2020-01-02,EM,0
1132-0-4-6,1104-0-99-99,1132,1104,67.0,2020-01-02,EM,0
1389-0-4-6,1113-0-99-99,1389,1113,75.0,2020-01-02,EM,0
1286-0-4-6,1114-0-99-99,1286,1114,47.0,2020-01-02,EM,0
1022-0-4-6,1116-0-99-99,1022,1116,44.0,2020-01-02,EM,0
1400-0-4-6,1118-0-99-99,1400,1118,47.0,2020-01-02,EM,0
1116-0-4-6,1124-0-99-99,1116,1124,25.0,2020-01-02,EM,0
1412-0-4-6,1139-0-99-99,1412,1139,52.0,2020-01-02,EM,0
1524-0-4-6,1141-0-99-99,1524,1141,102.0,2020-01-02,EM,0
1046-0-4-6,1142-0-99-99,1046,1142,85.0,2020-01-02,EM,0
1130-0-4-6,1145-0-99-99,1130,1145,34.0,2020-01-02,EM,0
1153-0-4-6,1146-0-99-99,1153,1146,42.0,2020-01-02,EM,0
1382-0-4-6,1150-0-99-99,1382,1150,69.0,2020-01-02,EM,0
1133-0-4-6,1156-0-99-99,1133,1156,58.0,2020-01-02,EM,0
1572-0-4-6,1157-0-99-99,1572,1157,127.0,2020-01-02,EM,0
1544-0-4-6,1160-0-99-99,1544,1160,93.0,2020-01-02,EM,0
1176-0-4-6,1168-0-99-99,1176,1168,41.0,2020-01-02,EM,0
1212-0-4-6,1170-0-99-99,1212,1170,63.0,2020-01-02,EM,0
1588-0-4-6,1180-0-99-99,1588,1180,103.0,2020-01-02,EM,0
1595-0-4-6,1187-0-99-99,1595,1187,96.0,2020-01-02,EM,0
1186-0-4-6,1202-0-99-99,1186,1202,30.0,2020-01-02,EM,0
1223-0-4-6,1203-0-99-99,1223,1203,63.0,2020-01-02,EM,0
1139-0-4-6,1211-0-99-99,1139,1211,72.0,2020-01-02,EM,0
1166-0-4-6,1218-0-99-99,1166,1218,71.0,2020-01-02,EM,0
1523-0-4-6,1218-0-99-99,1523,1218,62.0,2020-01-02,EM,0
1554-0-4-6,1218-0-99-99,1554,1218,91.0,2020-01-02,EM,0
1620-0-4-6,1220-0-99-99,1620,1220,73.0,2020-01-02,EM,0
1197-0-4-6,1227-0-99-99,1197,1227,41.0,2020-01-02,EM,0
1233-0-4-6,1227-0-99-99,1233,1227,50.0,2020-01-02,EM,0
1560-0-4-6,1243-0-99-99,1560,1243,63.0,2020-01-02,EM,0
1575-0-4-6,1243-0-99-99,1575,1243,85.0,2020-01-02,EM,0
1224-0-4-6,1247-0-99-99,1224,1247,80.0,2020-01-02,EM,0
1251-0-4-6,1247-0-99-99,1251,1247,36.0,2020-01-02,EM,0
1524-0-4-6,1253-0-99-99,1524,1253,67.0,2020-01-02,EM,0
1383-0-4-6,1260-0-99-99,1383,1260,126.0,2020-01-02,EM,0
1110-0-4-6,1272-0-99-99,1110,1272,46.0,2020-01-02,EM,0
1250-0-4-6,1275-0-99-99,1250,1275,42.0,2020-01-02,EM,0
1144-0-4-6,1277-0-99-99,1144,1277,81.0,2020-01-02,EM,0
1347-0-4-6,1285-0-99-99,1347,1285,100.0,2020-01-02,EM,0
1431-0-4-6,1285-0-99-99,1431,1285,100.0,2020-01-02,EM,0
1544-0-4-6,1298-0-99-99,1544,1298,120.0,2020-01-02,EM,0
1131-0-4-6,1299-0-99-99,1131,1299,83.0,2020-01-02,EM,0
1271-0-4-6,1307-0-99-99,1271,1307,86.0,2020-01-02,EM,0
1290-0-4-6,1307-0-99-99,1290,1307,32.0,2020-01-02,EM,0
1353-0-4-6,1307-0-99-99,1353,1307,35.0,2020-01-02,EM,0
1458-0-4-6,1313-0-99-99,1458,1313,114.0,2020-01-02,EM,0
1124-0-4-6,1317-0-99-99,1124,1317,34.0,2020-01-02,EM,0
1326-0-4-6,1317-0-99-99,1326,1317,64.0,2020-01-02,EM,0
1133-0-4-6,1331-0-99-99,1133,1331,91.0,2020-01-02,EM,0
1177-0-4-6,1355-0-99-99,1177,1355,63.0,2020-01-02,EM,0
1110-0-4-6,1356-0-99-99,1110,1356,100.0,2020-01-02,EM,0
1039-0-4-6,1357-0-99-99,1039,1357,88.0,2020-01-02,EM,0
1385-0-4-6,1358-0-99-99,1385,1358,78.0,2020-01-02,EM,0
1021-0-4-6,1361-0-99-99,1021,1361,110.0,2020-01-02,EM,0
1062-0-4-6,1371-0-99-99,1062,1371,121.0,2020-01-02,EM,0
1173-0-4-6,1378-0-99-99,1173,1378,95.0,2020-01-02,EM,0
1232-0-4-6,1378-0-99-99,1232,1378,131.0,2020-01-02,EM,0
1342-0-4-6,1378-0-99-99,1342,1378,78.0,2020-01-02,EM,0
1351-0-4-6,1379-0-99-99,1351,1379,88.0,2020-01-02,EM,0
1021-0-4-6,1386-0-99-99,1021,1386,98.0,2020-01-02,EM,0
1249-0-4-6,1388-0-99-99,1249,1388,126.0,2020-01-02,EM,0
1396-0-4-6,1388-0-99-99,1396,1388,65.0,2020-01-02,EM,0
1538-0-4-6,1388-0-99-99,1538,1388,126.0,2020-01-02,EM,0
1445-0-4-6,1391-0-99-99,1445,1391,49.0,2020-01-02,EM,0
1265-0-4-6,1393-0-99-99,1265,1393,110.0,2020-01-02,EM,0
1531-0-4-6,1393-0-99-99,1531,1393,104.0,2020-01-02,EM,0
1173-0-4-6,1394-0-99-99,1173,1394,90.0,2020-01-02,EM,0
1401-0-4-6,1395-0-99-99,1401,1395,36.0,2020-01-02,EM,0
1140-0-4-6,1402-0-99-99,1140,1402,54.0,2020-01-02,EM,0
1173-0-4-6,1402-0-99-99,1173,1402,99.0,2020-01-02,EM,0
1400-0-4-6,1402-0-99-99,1400,1402,35.0,2020-01-02,EM,0
1415-0-4-6,1402-0-99-99,1415,1402,68.0,2020-01-02,EM,0
1423-0-4-6,1411-0-99-99,1423,1411,43.0,2020-01-02,EM,0
1407-0-4-6,1415-0-99-99,1407,1415,46.0,2020-01-02,EM,0
1606-0-4-6,1415-0-99-99,1606,1415,100.0,2020-01-02,EM,0
1381-0-4-6,1421-0-99-99,1381,1421,58.0,2020-01-02,EM,0
1041-0-4-6,1423-0-99-99,1041,1423,73.0,2020-01-02,EM,0
1062-0-4-6,1442-0-99-99,1062,1442,70.0,2020-01-02,EM,0
1482-0-4-6,1472-0-99-99,1482,1472,49.0,2020-01-02,EM,0
1538-0-4-6,1476-0-99-99,1538,1476,70.0,2020-01-02,EM,0
1583-0-4-6,1481-0-99-99,1583,1481,50.0,2020-01-02,EM,0
1524-0-4-6,1486-0-99-99,1524,1486,48.0,2020-01-02,EM,0
1531-0-4-6,1490-0-99-99,1531,1490,47.0,2020-01-02,EM,0
1366-0-4-6,1492-0-99-99,1366,1492,126.0,2020-01-02,EM,0
1579-0-4-6,1492-0-99-99,1579,1492,38.0,2020-01-02,EM,0
1513-0-4-6,1503-0-99-99,1513,1503,47.0,2020-01-02,EM,0
1021-0-4-6,1519-0-99-99,1021,1519,60.0,2020-01-02,EM,0
1495-0-4-6,1529-0-99-99,1495,1529,95.0,2020-01-02,EM,0
1428-0-4-6,1530-0-99-99,1428,1530,114.0,2020-01-02,EM,0
1443-0-4-6,1530-0-99-99,1443,1530,83.0,2020-01-02,EM,0
1577-0-4-6,1536-0-99-99,1577,1536,69.0,2020-01-02,EM,0
1569-0-4-6,1543-0-99-99,1569,1543,97.0,2020-01-02,EM,0
1182-0-4-6,1544-0-99-99,1182,1544,104.0,2020-01-02,EM,0
1021-0-4-6,1545-0-99-99,1021,1545,60.0,2020-01-02,EM,0
1515-0-4-6,1561-0-99-99,1515,1561,47.0,2020-01-02,EM,0
1245-0-4-6,1582-0-99-99,1245,1582,77.0,2020-01-02,EM,0
1154-0-4-6,1599-0-99-99,1154,1599,99.0,2020-01-02,EM,0
1562-0-4-6,1607-0-99-99,1562,1607,56.0,2020-01-02,EM,0
1436-0-4-6,1081-0-99-99,1436,1081,96.0,2020-01-02,EM,0
1506-0-4-12,1002-0-99-99,1506,1002,94.0,2020-01-02,EM,1
1126-0-4-12,1006-0-99-99,1126,1006,66.0,2020-01-02,EM,1
1243-0-4-12,1021-0-99-99,1243,1021,66.0,2020-01-02,EM,1
1382-0-4-12,1021-0-99-99,1382,1021,107.0,2020-01-02,EM,1
1571-0-4-12,1021-0-99-99,1571,1021,114.0,2020-01-02,EM,1
1232-0-4-12,1022-0-99-99,1232,1022,70.0,2020-01-02,EM,1
1175-0-4-12,1023-0-99-99,1175,1023,60.0,2020-01-02,EM,1
1018-0-4-12,1034-0-99-99,1018,1034,28.0,2020-01-02,EM,1
1518-0-4-12,1034-0-99-99,1518,1034,99.0,2020-01-02,EM,1
1590-0-4-12,1034-0-99-99,1590,1034,93.0,2020-01-02,EM,1
1250-0-4-12,1035-0-99-99,1250,1035,65.0,2020-01-02,EM,1
1214-0-4-12,1036-0-99-99,1214,1036,39.0,2020-01-02,EM,1
1219-0-4-12,1036-0-99-99,1219,1036,66.0,2020-01-02,EM,1
1574-0-4-12,1036-0-99-99,1574,1036,115.0,2020-01-02,EM,1
1591-0-4-12,1036-0-99-99,1591,1036,99.0,2020-01-02,EM,1
1131-0-4-12,1037-0-99-99,1131,1037,78.0,2020-01-02,EM,1
1238-0-4-12,1037-0-99-99,1238,1037,77.0,2020-01-02,EM,1
1285-0-4-12,1037-0-99-99,1285,1037,55.0,2020-01-02,EM,1
1406-0-4-12,1037-0-99-99,1406,1037,78.0,2020-01-02,EM,1
1131-0-4-12,1038-0-99-99,1131,1038,81.0,2020-01-02,EM,1
1389-0-4-12,1038-0-99-99,1389,1038,81.0,2020-01-02,EM,1
1422-0-4-12,1038-0-99-99,1422,1038,59.0,2020-01-02,EM,1
1559-0-4-12,1038-0-99-99,1559,1038,94.0,2020-01-02,EM,1
1076-0-4-12,1042-0-99-99,1076,1042,41.0,2020-01-02,EM,1
1245-0-4-12,1042-0-99-99,1245,1042,56.0,2020-01-02,EM,1
1090-0-4-12,1043-0-99-99,1090,1043,58.0,2020-01-02,EM,1
1427-0-4-12,1043-0-99-99,1427,1043,76.0,2020-01-02,EM,1
1250-0-4-12,1045-0-99-99,1250,1045,47.0,2020-01-02,EM,1
1214-0-4-12,1046-0-99-99,1214,1046,29.0,2020-01-02,EM,1
1411-0-4-12,1046-0-99-99,1411,1046,68.0,2020-01-02,EM,1
1313-0-4-12,1047-0-99-99,1313,1047,64.0,2020-01-02,EM,1
1520-0-4-12,1047-0-99-99,1520,1047,62.0,2020-01-02,EM,1
1574-0-4-12,1049-0-99-99,1574,1049,114.0,2020-01-02,EM,1
1252-0-4-12,1050-0-99-99,1252,1050,56.0,2020-01-02,EM,1
1522-0-4-12,1050-0-99-99,1522,1050,90.0,2020-01-02,EM,1
1280-0-4-12,1051-0-99-99,1280,1051,43.0,2020-01-02,EM,1
1328-0-4-12,1051-0-99-99,1328,1051,76.0,2020-01-02,EM,1
1266-0-4-12,1052-0-99-99,1266,1052,48.0,2020-01-02,EM,1
1447-0-4-12,1052-0-99-99,1447,1052,51.0,2020-01-02,EM,1
1464-0-4-12,1052-0-99-99,1464,1052,95.0,2020-01-02,EM,1
1495-0-4-12,1052-0-99-99,1495,1052,83.0,2020-01-02,EM,1
1538-0-4-12,1052-0-99-99,1538,1052,61.0,2020-01-02,EM,1
1591-0-4-12,1055-0-99-99,1591,1055,102.0,2020-01-02,EM,1
1425-0-4-12,1056-0-99-99,1425,1056,85.0,2020-01-02,EM,1
1444-0-4-12,1056-0-99-99,1444,1056,55.0,2020-01-02,EM,1
1619-0-4-12,1056-0-99-99,1619,1056,96.0,2020-01-02,EM,1
1200-0-4-12,1057-0-99-99,1200,1057,43.0,2020-01-02,EM,1
1277-0-4-12,1057-0-99-99,1277,1057,47.0,2020-01-02,EM,1
1539-0-4-12,1057-0-99-99,1539,1057,67.0,2020-01-02,EM,1
1601-0-4-12,1057-0-99-99,1601,1057,111.0,2020-01-02,EM,1
1122-0-4-12,1058-0-99-99,1122,1058,62.0,2020-01-02,EM,1
1270-0-4-12,1058-0-99-99,1270,1058,41.0,2020-01-02,EM,1
1450-0-4-12,1058-0-99-99,1450,1058,58.0,2020-01-02,EM,1
1411-0-4-12,1059-0-99-99,1411,1059,88.0,2020-01-02,EM,1
1090-0-4-12,1060-0-99-99,1090,1060,39.0,2020-01-02,EM,1
1484-0-4-12,1062-0-99-99,1484,1062,86.0,2020-01-02,EM,1
1544-0-4-12,1063-0-99-99,1544,1063,85.0,2020-01-02,EM,1
1621-0-4-12,1063-0-99-99,1621,1063,120.0,2020-01-02,EM,1
1110-0-4-12,1065-0-99-99,1110,1065,33.0,2020-01-02,EM,1
1122-0-4-12,1065-0-99-99,1122,1065,58.0,2020-01-02,EM,1
1202-0-4-12,1065-0-99-99,1202,1065,50.0,2020-01-02,EM,1
1424-0-4-12,1065-0-99-99,1424,1065,75.0,2020-01-02,EM,1
1572-0-4-12,1065-0-99-99,1572,1065,122.0,2020-01-02,EM,1
1122-0-4-12,1066-0-99-99,1122,1066,53.0,2020-01-02,EM,1
1263-0-4-12,1067-0-99-99,1263,1067,67.0,2020-01-02,EM,1
1120-0-4-12,1068-0-99-99,1120,1068,53.0,2020-01-02,EM,1
1330-0-4-12,1068-0-99-99,1330,1068,74.0,2020-01-02,EM,1
1602-0-4-12,1068-0-99-99,1602,1068,119.0,2020-01-02,EM,1
1606-0-4-12,1068-0-99-99,1606,1068,119.0,2020-01-02,EM,1
1483-0-4-12,1070-0-99-99,1483,1070,87.0,2020-01-02,EM,1
1510-0-4-12,1076-0-99-99,1510,1076,107.0,2020-01-02,EM,1
1600-0-4-12,1076-0-99-99,1600,1076,107.0,2020-01-02,EM,1
1039-0-4-12,1078-0-99-99,1039,1078,36.0,2020-01-02,EM,1
1524-0-4-12,1078-0-99-99,1524,1078,105.0,2020-01-02,EM,1
1562-0-4-12,1078-0-99-99,1562,1078,105.0,2020-01-02,EM,1
1365-0-4-12,1080-0-99-99,1365,1080,102.0,2020-01-02,EM,1
1143-0-4-12,1085-0-99-99,1143,1085,78.0,2020-01-02,EM,1
1513-0-4-12,1090-0-99-99,1513,1090,113.0,2020-01-02,EM,1
1132-0-4-12,1104-0-99-99,1132,1104,61.0,2020-01-02,EM,1
1389-0-4-12,1113-0-99-99,1389,1113,69.0,2020-01-02,EM,1
1286-0-4-12,1114-0-99-99,1286,1114,41.0,2020-01-02,EM,1
1022-0-4-12,1116-0-99-99,1022,1116,38.0,2020-01-02,EM,1
1400-0-4-12,1118-0-99-99,1400,1118,41.0,2020-01-02,EM,1
1116-0-4-12,1124-0-99-99,1116,1124,33.0,2020-01-02,EM,1
1412-0-4-12,1139-0-99-99,1412,1139,46.0,2020-01-02,EM,1
1524-0-4-12,1141-0-99-99,1524,1141,116.0,2020-01-02,EM,1
1046-0-4-12,1142-0-99-99,1046,1142,79.0,2020-01-02,EM,1
