date,dow,hour,route,period
2019-12-30,0,6,SHP,EM
2019-12-30,0,6,SHP,EM
2019-12-30,0,6,SRT,EM
2019-12-30,0,6,SRT,EM
2019-12-30,0,6,YU,EM
2019-12-30,0,6,YU,EM
2019-12-30,0,7,BD,AM
2019-12-30,0,7,BD,AM
2019-12-30,0,7,BD,AM
2019-12-30,0,9,YU,AM
2019-12-30,0,11,YU,MD
2019-12-30,0,11,YU,MD
2019-12-30,0,18,BD,PM
2019-12-30,0,19,YU,PM
2019-12-30,0,21,BD,EV
2019-12-30,0,21,SHP,EV
2019-12-30,0,21,SHP,EV
2019-12-30,0,22,YU/BD,EV
2019-12-30,0,22,YU,EV
2020-01-02,3,18,YU,PM
2020-01-02,3,13,YU,MD
2020-01-02,3,7,YU,AM
2020-01-02,3,13,YU,MD
2020-01-02,3,5,YU,EM
2020-01-02,3,8,YU,AM
2020-01-02,3,9,YU,AM
2020-01-02,3,5,YU,EM
2020-01-02,3,6,YU,EM
2020-01-02,3,6,YU,EM
2020-01-02,3,7,BD,AM
2020-01-02,3,9,YU,AM
2020-01-02,3,11,YU,MD
2020-01-02,3,12,BD,MD
2020-01-02,3,12,YU,MD
2020-01-02,3,12,SRT,MD
2020-01-02,3,12,YU,MD
2020-01-02,3,13,BD,MD
2020-01-02,3,13,YU,MD
2020-01-02,3,17,BD,PM
2020-01-02,3,17,YU,PM
2020-01-02,3,19,YU,PM
2020-01-02,3,19,YU,PM
2020-01-02,3,19,BD,PM
2020-01-02,3,20,BD,EV
2020-01-02,3,20,BD,EV
2020-01-02,3,21,YU,EV
2020-01-02,3,21,YU,EV
2020-01-02,3,22,YU / BD,EV
2020-01-02,3,22,SHP,EV
2020-01-02,3,22,BD,EV
2020-01-03,4,6,YU,EM
2020-01-03,4,17,BD,PM
2020-01-03,4,17,BD,PM
2020-01-03,4,18,BD,PM
2020-01-03,4,5,YU,EM
2020-01-03,4,5,YU,EM
2020-01-03,4,8,SRT,AM
2020-01-03,4,21,YU,EV
2020-01-03,4,20,BD,EV
2020-01-03,4,21,BD,EV
2020-01-03,4,8,YU,AM
2020-01-03,4,9,BD,AM
2020-01-03,4,5,YU,EM
2020-01-03,4,6,SHP,EM
2020-01-03,4,7,SHP,AM
2020-01-03,4,8,BD,AM
2020-01-03,4,8,YU,AM
2020-01-03,4,9,YU,AM
2020-01-03,4,9,BD,AM
2020-01-03,4,9,SHP,AM
2020-01-03,4,9,YU,AM
2020-01-03,4,11,BD,MD
2020-01-03,4,11,SHP,MD
2020-01-03,4,12,YU,MD
2020-01-03,4,13,BD,MD
2020-01-03,4,17,BD,PM
2020-01-03,4,18,SRT,PM
2020-01-03,4,19,YU,PM
2020-01-03,4,21,BD,EV
2020-01-03,4,22,YU/BD,EV
2020-01-03,4,22,YU,EV
