date,dow,hour,route,period
2019-12-10,1,5,34,EM
2019-12-10,1,5,16,EM
2019-12-10,1,5,505,EM
2019-12-10,1,5,927,EM
2019-12-10,1,5,86,EM
2019-12-10,1,5,68,EM
2019-12-10,1,5,57,EM
2019-12-10,1,5,22,EM
2019-12-10,1,5,79,EM
2019-12-10,1,5,121,EM
2019-12-10,1,5,986,EM
2019-12-10,1,5,17,EM
2019-12-10,1,5,62,EM
2019-12-10,1,6,62,EM
2019-12-10,1,5,69,EM
2019-12-10,1,6,43,EM
2019-12-10,1,6,104,EM
2019-12-10,1,6,986,EM
2019-12-10,1,6,54,EM
2019-12-10,1,6,131,EM
2019-12-10,1,6,68,EM
2019-12-10,1,6,86,EM
2019-12-10,1,6,72,EM
2019-12-10,1,6,924,EM
2019-12-10,1,6,116,EM
2019-12-10,1,6,57,EM
2019-12-10,1,6,925,EM
2019-12-10,1,6,118,EM
2019-12-10,1,6,996,EM
2019-12-10,1,6,51,EM
2019-12-10,1,7,51,AM
2019-12-10,1,6,96,EM
2019-12-10,1,7,96,AM
2019-12-10,1,6,913,EM
2019-12-10,1,7,913,AM
2019-12-10,1,7,59,AM
2019-12-10,1,7,984,AM
2019-12-10,1,7,60,AM
2019-12-10,1,7,143,AM
2019-12-10,1,7,17,AM
2019-12-10,1,7,92,AM
2019-12-10,1,8,92,AM
2019-12-10,1,8,64,AM
2019-12-10,1,8,986,AM
2019-12-10,1,8,120,AM
2019-12-10,1,8,70,AM
2019-12-10,1,8,47,AM
2019-12-10,1,9,47,AM
2019-12-10,1,8,54,AM
2019-12-10,1,9,54,AM
2019-12-10,1,8,79,AM
2019-12-10,1,9,79,AM
2019-12-10,1,9,64,AM
2019-12-10,1,9,63,AM
2019-12-10,1,9,935,AM
2019-12-10,1,9,501,AM
2019-12-10,1,9,44,AM
2019-12-10,1,11,23,MD
2019-12-10,1,11,43,MD
2019-12-10,1,11,84,MD
2019-12-10,1,11,100,MD
2019-12-10,1,11,102,MD
2019-12-10,1,12,102,MD
2019-12-10,1,12,39,MD
2019-12-10,1,12,939,MD
2019-12-10,1,12,34,MD
2019-12-10,1,12,91,MD
2019-12-10,1,12,14,MD
2019-12-10,1,12,69,MD
2019-12-10,1,13,69,MD
2019-12-10,1,13,40,MD
2019-12-10,1,13,36,MD
2019-12-10,1,13,939,MD
2019-12-10,1,13,32,MD
2019-12-10,1,17,89,PM
2019-12-10,1,17,160,PM
2019-12-10,1,17,35,PM
2019-12-10,1,17,95,PM
2019-12-10,1,17,6,PM
2019-12-10,1,17,935,PM
2019-12-10,1,17,66,PM
2019-12-10,1,18,47,PM
2019-12-10,1,19,47,PM
2019-12-10,1,18,123,PM
2019-12-10,1,18,66,PM
2019-12-10,1,19,116,PM
2019-12-10,1,19,100,PM
2019-12-10,1,19,102,PM
2019-12-10,1,19,25,PM
2019-12-10,1,19,17,PM
2019-12-10,1,19,32,PM
2019-12-10,1,19,72,PM
2019-12-10,1,20,90,EV
2019-12-10,1,20,63,EV
2019-12-10,1,21,85,EV
2019-12-10,1,21,68,EV
2019-12-10,1,22,41,EV
2019-12-10,1,22,124,EV
2019-12-10,1,22,90,EV
2019-12-11,2,4,325,EM
2019-12-11,2,5,325,EM
2019-12-11,2,4,54,EM
2019-12-11,2,4,87,EM
2019-12-11,2,4,116,EM
2019-12-11,2,5,25,EM
2019-12-11,2,6,25,EM
2019-12-11,2,5,81,EM
2019-12-11,2,6,81,EM
2019-12-11,2,5,925,EM
2019-12-11,2,6,925,EM
2019-12-11,2,5,92,EM
2019-12-11,2,5,503,EM
2019-12-11,2,5,17,EM
2019-12-11,2,5,24,EM
2019-12-11,2,5,102,EM
2019-12-11,2,5,505,EM
2019-12-11,2,5,87,EM
2019-12-11,2,5,67,EM
2019-12-11,2,5,133,EM
2019-12-11,2,5,113,EM
2019-12-11,2,5,60,EM
2019-12-11,2,5,62,EM
2019-12-11,2,5,130,EM
2019-12-11,2,5,134,EM
2019-12-11,2,5,116,EM
2019-12-11,2,5,129,EM
2019-12-11,2,5,165,EM
2019-12-11,2,6,165,EM
2019-12-11,2,5,131,EM
2019-12-11,2,5,77,EM
2019-12-11,2,6,77,EM
2019-12-11,2,5,12,EM
2019-12-11,2,6,132,EM
2019-12-11,2,6,36,EM
2019-12-11,2,6,108,EM
2019-12-11,2,6,12,EM
2019-12-11,2,6,503,EM
2019-12-11,2,6,47,EM
2019-12-11,2,6,70,EM
2019-12-11,2,6,116,EM
2019-12-11,2,6,74,EM
2019-12-11,2,6,902,EM
2019-12-11,2,6,41,EM
2019-12-11,2,6,935,EM
2019-12-11,2,7,935,AM
2019-12-11,2,7,913,AM
2019-12-11,2,7,984,AM
2019-12-11,2,7,7,AM
2019-12-11,2,7,952,AM
2019-12-11,2,7,52,AM
2019-12-11,2,8,40,AM
2019-12-11,2,8,108,AM
2019-12-11,2,8,101,AM
2019-12-11,2,8,97,AM
2019-12-11,2,8,63,AM
2019-12-11,2,8,945,AM
2019-12-11,2,8,53,AM
2019-12-11,2,8,52,AM
2019-12-11,2,8,73,AM
2019-12-11,2,9,73,AM
2019-12-11,2,9,63,AM
2019-12-11,2,11,68,MD
2019-12-11,2,11,36,MD
2019-12-11,2,11,29,MD
2019-12-11,2,11,929,MD
2019-12-11,2,12,929,MD
2019-12-11,2,11,54,MD
2019-12-11,2,11,85,MD
2019-12-11,2,12,39,MD
2019-12-11,2,12,939,MD
2019-12-11,2,12,106,MD
2019-12-11,2,12,43,MD
2019-12-11,2,12,25,MD
2019-12-11,2,13,70,MD
2019-12-11,2,13,68,MD
2019-12-11,2,13,110,MD
2019-12-11,2,13,6,MD
2019-12-11,2,13,101,MD
2019-12-11,2,13,52,MD
2019-12-11,2,13,32,MD
2019-12-11,2,13,12,MD
2019-12-11,2,17,70,PM
2019-12-11,2,18,70,PM
2019-12-11,2,19,70,PM
2019-12-11,2,20,70,EV
2019-12-11,2,17,9,PM
2019-12-11,2,18,9,PM
2019-12-11,2,19,9,PM
2019-12-11,2,17,169,PM
2019-12-11,2,18,169,PM
2019-12-11,2,19,169,PM
2019-12-11,2,17,10,PM
2019-12-11,2,18,10,PM
2019-12-11,2,19,10,PM
2019-12-11,2,17,902,PM
2019-12-11,2,18,902,PM
2019-12-11,2,19,902,PM
2019-12-11,2,20,902,EV
2019-12-11,2,17,102,PM
2019-12-11,2,18,102,PM
2019-12-11,2,19,102,PM
2019-12-11,2,20,102,EV
2019-12-11,2,17,85,PM
2019-12-11,2,17,118,PM
2019-12-11,2,17,84,PM
2019-12-11,2,17,25,PM
2019-12-11,2,17,132,PM
2019-12-11,2,17,924,PM
2019-12-11,2,18,924,PM
2019-12-11,2,19,924,PM
2019-12-11,2,20,924,EV
2019-12-11,2,17,24,PM
2019-12-11,2,18,24,PM
2019-12-11,2,19,24,PM
2019-12-11,2,20,24,EV
2019-12-11,2,21,24,EV
2019-12-11,2,22,24,EV
2019-12-11,2,17,927,PM
2019-12-11,2,17,42,PM
2019-12-11,2,18,42,PM
2019-12-11,2,17,54,PM
2019-12-11,2,18,941,PM
2019-12-11,2,18,29,PM
2019-12-11,2,18,7,PM
2019-12-11,2,18,34,PM
2019-12-11,2,19,34,PM
2019-12-11,2,20,34,EV
2019-12-11,2,21,34,EV
2019-12-11,2,22,34,EV
2019-12-11,2,18,123,PM
2019-12-11,2,19,37,PM
2019-12-11,2,19,45,PM
2019-12-11,2,19,52,PM
2019-12-11,2,19,126,PM
2019-12-11,2,20,116,EV
2019-12-11,2,20,91,EV
2019-12-11,2,20,131,EV
2019-12-11,2,21,131,EV
2019-12-11,2,20,56,EV
2019-12-11,2,21,56,EV
2019-12-11,2,21,81,EV
2019-12-11,2,21,51,EV
2019-12-11,2,21,116,EV
2019-12-11,2,22,14,EV
2019-12-11,2,22,79,EV
2019-12-11,2,22,939,EV
2019-12-12,3,5,20,EM
2019-12-12,3,5,131,EM
2019-12-12,3,5,70,EM
2019-12-12,3,5,26,EM
2019-12-12,3,5,11,EM
2019-12-12,3,5,133,EM
2019-12-12,3,5,134,EM
2019-12-12,3,5,130,EM
2019-12-12,3,5,129,EM
2019-12-12,3,6,129,EM
2019-12-12,3,5,35,EM
2019-12-12,3,5,54,EM
2019-12-12,3,5,63,EM
2019-12-12,3,6,63,EM
2019-12-12,3,6,25,EM
2019-12-12,3,6,132,EM
2019-12-12,3,6,41,EM
2019-12-12,3,6,35,EM
2019-12-12,3,6,7,EM
2019-12-12,3,6,15,EM
2019-12-12,3,6,6,EM
2019-12-12,3,6,60,EM
2019-12-12,3,6,42,EM
2019-12-12,3,6,29,EM
2019-12-12,3,6,54,EM
2019-12-12,3,6,100,EM
2019-12-12,3,6,131,EM
2019-12-12,3,6,44,EM
2019-12-12,3,6,47,EM
2019-12-12,3,7,47,AM
2019-12-12,3,7,29,AM
2019-12-12,3,7,935,AM
2019-12-12,3,7,35,AM
2019-12-12,3,7,96,AM
2019-12-12,3,7,165,AM
2019-12-12,3,7,989,AM
2019-12-12,3,7,22,AM
2019-12-12,3,8,22,AM
2019-12-12,3,9,22,AM
2019-12-12,3,7,6,AM
2019-12-12,3,7,25,AM
2019-12-12,3,7,902,AM
2019-12-12,3,8,902,AM
2019-12-12,3,7,32,AM
2019-12-12,3,7,102,AM
2019-12-12,3,7,939,AM
2019-12-12,3,7,24,AM
2019-12-12,3,8,24,AM
2019-12-12,3,7,95,AM
2019-12-12,3,7,54,AM
2019-12-12,3,7,79,AM
2019-12-12,3,8,79,AM
2019-12-12,3,7,36,AM
2019-12-12,3,7,86,AM
2019-12-12,3,8,86,AM
2019-12-12,3,8,49,AM
2019-12-12,3,8,72,AM
2019-12-12,3,8,25,AM
2019-12-12,3,8,41,AM
2019-12-12,3,8,71,AM
2019-12-12,3,8,91,AM
2019-12-12,3,8,985,AM
2019-12-12,3,8,76,AM
2019-12-12,3,8,32,AM
2019-12-12,3,8,929,AM
2019-12-12,3,9,84,AM
2019-12-12,3,9,35,AM
2019-12-12,3,9,56,AM
2019-12-12,3,9,32,AM
2019-12-12,3,9,944,AM
2019-12-12,3,9,24,AM
2019-12-12,3,9,52,AM
2019-12-12,3,9,116,AM
2019-12-12,3,9,905,AM
2019-12-12,3,9,57,AM
2019-12-12,3,9,86,AM
2019-12-12,3,9,63,AM
2019-12-12,3,9,59,AM
2019-12-12,3,11,51,MD
2019-12-12,3,11,115,MD
2019-12-12,3,11,52,MD
2019-12-12,3,11,29,MD
2019-12-12,3,11,120,MD
2019-12-12,3,11,63,MD
2019-12-12,3,11,12,MD
2019-12-12,3,12,12,MD
2019-12-12,3,11,116,MD
2019-12-12,3,11,86,MD
2019-12-12,3,12,86,MD
2019-12-12,3,12,97,MD
2019-12-12,3,13,929,MD
2019-12-12,3,13,996,MD
2019-12-12,3,13,168,MD
2019-12-12,3,17,35,PM
2019-12-12,3,18,35,PM
2019-12-12,3,19,35,PM
2019-12-12,3,20,35,EV
2019-12-12,3,17,935,PM
2019-12-12,3,18,935,PM
2019-12-12,3,19,935,PM
2019-12-12,3,20,935,EV
2019-12-12,3,17,65,PM
2019-12-12,3,18,65,PM
2019-12-12,3,17,100,PM
2019-12-12,3,17,95,PM
2019-12-12,3,17,129,PM
2019-12-12,3,17,102,PM
2019-12-12,3,17,54,PM
2019-12-12,3,17,84,PM
2019-12-12,3,17,165,PM
2019-12-12,3,18,165,PM
2019-12-12,3,18,953,PM
2019-12-12,3,18,984,PM
2019-12-12,3,18,36,PM
2019-12-12,3,18,41,PM
2019-12-12,3,18,84,PM
2019-12-12,3,18,96,PM
2019-12-12,3,19,96,PM
2019-12-12,3,18,60,PM
2019-12-12,3,18,118,PM
2019-12-12,3,19,118,PM
2019-12-12,3,18,108,PM
2019-12-12,3,18,7,PM
2019-12-12,3,19,84,PM
2019-12-12,3,19,130,PM
2019-12-12,3,19,6,PM
2019-12-12,3,19,189,PM
2019-12-12,3,20,94,EV
2019-12-12,3,20,6,EV
2019-12-12,3,20,32,EV
2019-12-12,3,20,26,EV
2019-12-12,3,21,26,EV
2019-12-12,3,22,26,EV
2019-12-12,3,20,34,EV
2019-12-12,3,20,984,EV
2019-12-12,3,20,85,EV
2019-12-12,3,21,6,EV
2019-12-12,3,22,6,EV
2019-12-12,3,21,52,EV
2019-12-12,3,21,75,EV
2019-12-12,3,21,905,EV
2019-12-12,3,21,95,EV
2019-12-12,3,22,81,EV
2019-12-12,3,22,32,EV
2019-12-12,3,22,35,EV
2019-12-13,4,4,54,EM
2019-12-13,4,5,44,EM
2019-12-13,4,5,96,EM
2019-12-13,4,6,96,EM
2019-12-13,4,5,98,EM
2019-12-13,4,5,133,EM
2019-12-13,4,5,109,EM
2019-12-13,4,5,134,EM
2019-12-13,4,5,130,EM
2019-12-13,4,5,79,EM
2019-12-13,4,5,129,EM
2019-12-13,4,6,129,EM
2019-12-13,4,5,122,EM
2019-12-13,4,6,122,EM
2019-12-13,4,5,131,EM
2019-12-13,4,6,131,EM
2019-12-13,4,5,35,EM
2019-12-13,4,5,168,EM
2019-12-13,4,6,168,EM
2019-12-13,4,6,132,EM
2019-12-13,4,6,924,EM
2019-12-13,4,6,300,EM
2019-12-13,4,6,109,EM
2019-12-13,4,6,34,EM
2019-12-13,4,6,84,EM
2019-12-13,4,6,86,EM
2019-12-13,4,6,116,EM
2019-12-13,4,6,6,EM
2019-12-13,4,6,100,EM
2019-12-13,4,6,60,EM
2019-12-13,4,6,42,EM
2019-12-13,4,7,42,AM
2019-12-13,4,6,905,EM
2019-12-13,4,7,905,AM
2019-12-13,4,7,120,AM
2019-12-13,4,7,953,AM
2019-12-13,4,7,984,AM
2019-12-13,4,7,32,AM
2019-12-13,4,7,11,AM
2019-12-13,4,7,996,AM
2019-12-13,4,7,17,AM
2019-12-13,4,8,17,AM
2019-12-13,4,9,17,AM
2019-12-13,4,7,102,AM
2019-12-13,4,8,102,AM
2019-12-13,4,8,65,AM
2019-12-13,4,8,39,AM
2019-12-13,4,9,65,AM
2019-12-13,4,11,65,MD
2019-12-13,4,12,65,MD
2019-12-13,4,13,65,MD
2019-12-13,4,17,65,PM
2019-12-13,4,18,65,PM
2019-12-13,4,19,65,PM
2019-12-13,4,8,66,AM
2019-12-13,4,9,39,AM
2019-12-13,4,11,39,MD
2019-12-13,4,8,41,AM
2019-12-13,4,9,41,AM
2019-12-13,4,9,101,AM
2019-12-13,4,9,143,AM
2019-12-13,4,9,129,AM
2019-12-13,4,11,63,MD
2019-12-13,4,12,63,MD
2019-12-13,4,13,63,MD
2019-12-13,4,17,63,PM
2019-12-13,4,18,63,PM
2019-12-13,4,11,54,MD
2019-12-13,4,11,29,MD
2019-12-13,4,12,29,MD
2019-12-13,4,11,929,MD
2019-12-13,4,12,929,MD
2019-12-13,4,11,38,MD
2019-12-13,4,11,32,MD
2019-12-13,4,12,32,MD
2019-12-13,4,12,6,MD
2019-12-13,4,12,87,MD
2019-12-13,4,13,32,MD
2019-12-13,4,12,106,MD
2019-12-13,4,13,106,MD
2019-12-13,4,12,25,MD
2019-12-13,4,13,25,MD
2019-12-13,4,13,902,MD
2019-12-13,4,13,15,MD
2019-12-13,4,13,54,MD
2019-12-13,4,17,935,PM
2019-12-13,4,18,935,PM
2019-12-13,4,19,935,PM
2019-12-13,4,20,935,EV
2019-12-13,4,17,35,PM
2019-12-13,4,18,35,PM
2019-12-13,4,19,35,PM
2019-12-13,4,20,35,EV
2019-12-13,4,17,952,PM
2019-12-13,4,17,41,PM
2019-12-13,4,17,23,PM
2019-12-13,4,17,105,PM
2019-12-13,4,17,7,PM
2019-12-13,4,17,88,PM
2019-12-13,4,17,79,PM
2019-12-13,4,17,97,PM
2019-12-13,4,18,97,PM
2019-12-13,4,17,941,PM
2019-12-13,4,18,941,PM
2019-12-13,4,17,142,PM
2019-12-13,4,18,142,PM
2019-12-13,4,17,43,PM
2019-12-13,4,18,43,PM
2019-12-13,4,17,22,PM
2019-12-13,4,18,22,PM
2019-12-13,4,18,51,PM
2019-12-13,4,18,34,PM
2019-12-13,4,18,927,PM
2019-12-13,4,18,7,PM
2019-12-13,4,18,134,PM
2019-12-13,4,18,145,PM
2019-12-13,4,19,145,PM
2019-12-13,4,19,23,PM
2019-12-13,4,19,26,PM
2019-12-13,4,19,15,PM
2019-12-13,4,20,15,EV
2019-12-13,4,20,94,EV
2019-12-13,4,20,121,EV
2019-12-13,4,20,39,EV
2019-12-13,4,20,65,EV
2019-12-13,4,20,97,EV
2019-12-13,4,20,133,EV
2019-12-13,4,20,84,EV
2019-12-13,4,20,108,EV
2019-12-13,4,21,108,EV
2019-12-13,4,22,108,EV
2019-12-13,4,20,63,EV
2019-12-13,4,21,63,EV
2019-12-13,4,21,54,EV
2019-12-13,4,21,22,EV
2019-12-13,4,21,929,EV
2019-12-13,4,21,95,EV
2019-12-13,4,21,106,EV
2019-12-13,4,21,37,EV
2019-12-13,4,21,35,EV
2019-12-13,4,21,939,EV
2019-12-13,4,22,939,EV
2019-12-13,4,22,63,EV
2019-12-13,4,22,165,EV
2019-12-13,4,22,96,EV
2019-12-16,0,4,9,EM
2019-12-16,0,5,9,EM
2019-12-16,0,6,9,EM
2019-12-16,0,7,9,AM
2019-12-16,0,8,9,AM
2019-12-16,0,9,9,AM
2019-12-16,0,11,9,MD
2019-12-16,0,12,9,MD
2019-12-16,0,13,9,MD
2019-12-16,0,17,9,PM
2019-12-16,0,18,9,PM
2019-12-16,0,19,9,PM
2019-12-16,0,20,9,EV
2019-12-16,0,4,16,EM
2019-12-16,0,5,16,EM
2019-12-16,0,6,16,EM
2019-12-16,0,7,16,AM
2019-12-16,0,8,16,AM
2019-12-16,0,9,16,AM
2019-12-16,0,11,16,MD
2019-12-16,0,12,16,MD
2019-12-16,0,13,16,MD
2019-12-16,0,17,16,PM
2019-12-16,0,18,16,PM
2019-12-16,0,19,16,PM
2019-12-16,0,20,16,EV
2019-12-16,0,4,169,EM
2019-12-16,0,5,169,EM
2019-12-16,0,6,169,EM
2019-12-16,0,7,169,AM
2019-12-16,0,8,169,AM
2019-12-16,0,9,169,AM
2019-12-16,0,11,169,MD
2019-12-16,0,12,169,MD
2019-12-16,0,13,169,MD
2019-12-16,0,17,169,PM
2019-12-16,0,18,169,PM
2019-12-16,0,19,169,PM
2019-12-16,0,20,169,EV
2019-12-16,0,4,38,EM
2019-12-16,0,5,38,EM
2019-12-16,0,6,38,EM
2019-12-16,0,7,38,AM
2019-12-16,0,8,38,AM
2019-12-16,0,9,38,AM
2019-12-16,0,11,38,MD
2019-12-16,0,12,38,MD
2019-12-16,0,13,38,MD
2019-12-16,0,17,38,PM
2019-12-16,0,18,38,PM
2019-12-16,0,19,38,PM
2019-12-16,0,20,38,EV
2019-12-16,0,4,300,EM
2019-12-16,0,4,36,EM
2019-12-16,0,5,36,EM
2019-12-16,0,5,133,EM
2019-12-16,0,5,134,EM
2019-12-16,0,5,132,EM
2019-12-16,0,5,131,EM
2019-12-16,0,5,130,EM
2019-12-16,0,5,129,EM
2019-12-16,0,5,54,EM
2019-12-16,0,5,34,EM
2019-12-16,0,5,68,EM
2019-12-16,0,5,47,EM
2019-12-16,0,6,47,EM
2019-12-16,0,6,84,EM
2019-12-16,0,6,935,EM
2019-12-16,0,6,95,EM
2019-12-16,0,6,116,EM
2019-12-16,0,6,104,EM
2019-12-16,0,6,960,EM
2019-12-16,0,7,143,AM
2019-12-16,0,7,144,AM
2019-12-16,0,7,64,AM
2019-12-16,0,7,17,AM
2019-12-16,0,7,36,AM
2019-12-16,0,7,60,AM
2019-12-16,0,7,43,AM
2019-12-16,0,7,32,AM
2019-12-16,0,7,45,AM
2019-12-16,0,7,134,AM
2019-12-16,0,8,134,AM
2019-12-16,0,8,34,AM
2019-12-16,0,8,996,AM
2019-12-16,0,8,112,AM
2019-12-16,0,8,989,AM
2019-12-16,0,9,64,AM
2019-12-16,0,9,97,AM
2019-12-16,0,11,31,MD
2019-12-16,0,11,133,MD
2019-12-16,0,12,23,MD
2019-12-16,0,12,65,MD
2019-12-16,0,12,104,MD
2019-12-16,0,13,70,MD
2019-12-16,0,13,52,MD
2019-12-16,0,13,97,MD
2019-12-16,0,13,60,MD
2019-12-16,0,13,131,MD
2019-12-16,0,17,40,PM
2019-12-16,0,18,40,PM
2019-12-16,0,19,40,PM
2019-12-16,0,20,40,EV
2019-12-16,0,17,110,PM
2019-12-16,0,17,56,PM
2019-12-16,0,17,78,PM
2019-12-16,0,17,102,PM
2019-12-16,0,17,71,PM
2019-12-16,0,17,52,PM
2019-12-16,0,18,96,PM
2019-12-16,0,18,36,PM
2019-12-16,0,18,56,PM
2019-12-16,0,18,61,PM
2019-12-16,0,18,85,PM
2019-12-16,0,19,85,PM
2019-12-16,0,18,54,PM
2019-12-16,0,19,54,PM
2019-12-16,0,18,34,PM
2019-12-16,0,19,34,PM
2019-12-16,0,19,26,PM
2019-12-16,0,19,6,PM
2019-12-16,0,20,6,EV
2019-12-16,0,21,6,EV
2019-12-16,0,22,6,EV
2019-12-16,0,19,89,PM
2019-12-16,0,19,67,PM
2019-12-16,0,19,42,PM
2019-12-16,0,20,42,EV
2019-12-16,0,20,134,EV
2019-12-16,0,20,167,EV
2019-12-16,0,20,44,EV
2019-12-16,0,20,54,EV
2019-12-16,0,21,54,EV
2019-12-16,0,21,65,EV
2019-12-16,0,22,95,EV
2019-12-16,0,22,87,EV
2019-12-16,0,22,35,EV
2019-12-17,1,4,16,EM
2019-12-17,1,5,16,EM
2019-12-17,1,6,16,EM
2019-12-17,1,7,16,AM
2019-12-17,1,8,16,AM
2019-12-17,1,9,16,AM
2019-12-17,1,11,16,MD
2019-12-17,1,12,16,MD
2019-12-17,1,13,16,MD
2019-12-17,1,17,16,PM
2019-12-17,1,18,16,PM
2019-12-17,1,19,16,PM
2019-12-17,1,20,16,EV
2019-12-17,1,4,169,EM
2019-12-17,1,5,169,EM
2019-12-17,1,6,169,EM
2019-12-17,1,7,169,AM
2019-12-17,1,8,169,AM
2019-12-17,1,9,169,AM
2019-12-17,1,11,169,MD
2019-12-17,1,12,169,MD
2019-12-17,1,13,169,MD
2019-12-17,1,17,169,PM
2019-12-17,1,18,169,PM
2019-12-17,1,19,169,PM
2019-12-17,1,20,169,EV
2019-12-17,1,4,38,EM
2019-12-17,1,5,38,EM
2019-12-17,1,6,38,EM
2019-12-17,1,7,38,AM
2019-12-17,1,8,38,AM
2019-12-17,1,9,38,AM
2019-12-17,1,11,38,MD
2019-12-17,1,12,38,MD
2019-12-17,1,13,38,MD
2019-12-17,1,17,38,PM
2019-12-17,1,18,38,PM
2019-12-17,1,19,38,PM
2019-12-17,1,20,38,EV
2019-12-17,1,4,9,EM
2019-12-17,1,5,9,EM
2019-12-17,1,6,9,EM
2019-12-17,1,7,9,AM
2019-12-17,1,8,9,AM
2019-12-17,1,9,9,AM
2019-12-17,1,11,9,MD
2019-12-17,1,12,9,MD
2019-12-17,1,13,9,MD
2019-12-17,1,17,9,PM
2019-12-17,1,18,9,PM
2019-12-17,1,19,9,PM
2019-12-17,1,20,9,EV
2019-12-17,1,4,34,EM
2019-12-17,1,4,116,EM
2019-12-17,1,5,116,EM
2019-12-17,1,5,133,EM
2019-12-17,1,5,134,EM
2019-12-17,1,5,130,EM
2019-12-17,1,5,129,EM
2019-12-17,1,5,131,EM
2019-12-17,1,5,85,EM
2019-12-17,1,6,85,EM
2019-12-17,1,6,132,EM
2019-12-17,1,6,70,EM
2019-12-17,1,6,47,EM
2019-12-17,1,6,122,EM
2019-12-17,1,6,160,EM
2019-12-17,1,6,11,EM
2019-12-17,1,6,76,EM
2019-12-17,1,6,935,EM
2019-12-17,1,6,53,EM
2019-12-17,1,6,952,EM
2019-12-17,1,6,60,EM
2019-12-17,1,7,60,AM
2019-12-17,1,6,42,EM
2019-12-17,1,7,42,AM
2019-12-17,1,7,31,AM
2019-12-17,1,8,52,AM
2019-12-17,1,8,31,AM
2019-12-17,1,8,78,AM
2019-12-17,1,8,70,AM
2019-12-17,1,8,62,AM
2019-12-17,1,8,110,AM
2019-12-17,1,8,132,AM
2019-12-17,1,8,927,AM
2019-12-17,1,9,110,AM
2019-12-17,1,9,36,AM
2019-12-17,1,11,106,MD
2019-12-17,1,11,71,MD
2019-12-17,1,11,52,MD
2019-12-17,1,11,54,MD
2019-12-17,1,11,134,MD
2019-12-17,1,11,97,MD
2019-12-17,1,12,97,MD
2019-12-17,1,12,117,MD
2019-12-17,1,12,39,MD
2019-12-17,1,12,939,MD
2019-12-17,1,12,133,MD
2019-12-17,1,12,54,MD
2019-12-17,1,12,34,MD
2019-12-17,1,13,54,MD
2019-12-17,1,12,56,MD
2019-12-17,1,13,56,MD
2019-12-17,1,12,51,MD
2019-12-17,1,13,51,MD
2019-12-17,1,13,70,MD
2019-12-17,1,13,160,MD
2019-12-17,1,13,129,MD
2019-12-17,1,13,42,MD
2019-12-17,1,13,36,MD
2019-12-17,1,13,11,MD
2019-12-17,1,17,98,PM
2019-12-17,1,18,98,PM
2019-12-17,1,17,34,PM
2019-12-17,1,17,954,PM
2019-12-17,1,17,143,PM
2019-12-17,1,17,63,PM
2019-12-17,1,17,144,PM
2019-12-17,1,17,54,PM
2019-12-17,1,17,72,PM
2019-12-17,1,17,21,PM
2019-12-17,1,17,7,PM
2019-12-17,1,18,165,PM
2019-12-17,1,18,160,PM
2019-12-17,1,18,52,PM
2019-12-17,1,18,924,PM
2019-12-17,1,19,924,PM
2019-12-17,1,19,26,PM
2019-12-17,1,20,26,EV
2019-12-17,1,21,26,EV
2019-12-17,1,22,26,EV
2019-12-17,1,19,41,PM
2019-12-17,1,19,6,PM
2019-12-17,1,20,6,EV
2019-12-17,1,21,6,EV
2019-12-17,1,22,6,EV
2019-12-17,1,19,34,PM
2019-12-17,1,19,131,PM
2019-12-17,1,19,24,PM
2019-12-17,1,20,24,EV
2019-12-17,1,20,72,EV
2019-12-17,1,20,63,EV
2019-12-17,1,20,29,EV
2019-12-17,1,20,51,EV
2019-12-17,1,20,32,EV
2019-12-17,1,20,41,EV
2019-12-17,1,21,41,EV
2019-12-17,1,22,39,EV
2019-12-18,2,4,335,EM
2019-12-18,2,4,47,EM
2019-12-18,2,5,47,EM
2019-12-18,2,5,6,EM
2019-12-18,2,6,6,EM
2019-12-18,2,5,7,EM
2019-12-18,2,5,129,EM
2019-12-18,2,5,67,EM
2019-12-18,2,5,986,EM
2019-12-18,2,5,26,EM
2019-12-18,2,6,26,EM
2019-12-18,2,7,26,AM
2019-12-18,2,8,26,AM
2019-12-18,2,5,116,EM
2019-12-18,2,5,165,EM
2019-12-18,2,5,132,EM
2019-12-18,2,6,132,EM
2019-12-18,2,5,106,EM
2019-12-18,2,6,106,EM
2019-12-18,2,5,90,EM
2019-12-18,2,6,90,EM
2019-12-18,2,5,98,EM
2019-12-18,2,6,98,EM
2019-12-18,2,6,32,EM
2019-12-18,2,6,39,EM
2019-12-18,2,6,36,EM
2019-12-18,2,6,44,EM
2019-12-18,2,6,89,EM
2019-12-18,2,6,35,EM
2019-12-18,2,6,952,EM
2019-12-18,2,7,952,AM
2019-12-18,2,7,32,AM
2019-12-18,2,7,939,AM
2019-12-18,2,7,133,AM
2019-12-18,2,7,113,AM
2019-12-18,2,7,100,AM
2019-12-18,2,8,939,AM
2019-12-18,2,8,32,AM
2019-12-18,2,8,118,AM
2019-12-18,2,8,31,AM
2019-12-18,2,8,35,AM
2019-12-18,2,8,70,AM
2019-12-18,2,9,70,AM
2019-12-18,2,8,125,AM
2019-12-18,2,8,42,AM
2019-12-18,2,8,116,AM
2019-12-18,2,9,116,AM
2019-12-18,2,9,903,AM
2019-12-18,2,9,7,AM
2019-12-18,2,9,995,AM
2019-12-18,2,9,945,AM
2019-12-18,2,9,122,AM
2019-12-18,2,9,52,AM
