Report Date,Route,Time,Day,Location,Incident,Delay,Gap,Direction,Vehicle
01-Nov-19,90,12:07:00 AM,Friday,oakwood and vaughn,Mechanical,10,20,N/B,8340
01-Nov-19,25,12:11:00 AM,Friday,Pape station,Utilized Off Route,9,18,S/B,8774
01-Nov-19,62,12:32:00 AM,Friday,Chisholm Ave between Lumsden and Doncaster,Diversion,1,1,B/W,9238
01-Nov-19,11,12:37:00 AM,Friday,Davisville stn,Utilized Off Route,15,30,E/B,8188
01-Nov-19,34,12:45:00 AM,Friday,Eglinton Station,Utilized Off Route,11,22,E/B,8711
01-Nov-19,33,12:50:00 AM,Friday,stclair west station,Diversion,31,51,W/B,
01-Nov-19,320,1:53:00 AM,Friday,Yonge and Eglinton,Utilized Off Route,10,20,S/B,8188
01-Nov-19,34,2:06:00 AM,Friday,Gervais Dr and Eglinton Ave,Diversion,54,66,W/B,8850
01-Nov-19,334,2:15:00 AM,Friday,Gervais Dr and Eglinton Ave,Diversion,213,243,W/B,8804
01-Nov-19,300,2:20:00 AM,Friday,Kennedy Station,Emergency Services,20,40,W/B,8916
01-Nov-19,36,2:29:00 AM,Friday,Humber College/Finch,Diversion,40,52,W/B,9116
01-Nov-19,54,2:41:00 AM,Friday,Lawrence Ave and Scarborough Golf Club Rd,Investigation,20,20,S/B,8658
01-Nov-19,34,4:00:00 AM,Friday,EGLINTON/WYNFORD,Diversion,840,846,W/B,
01-Nov-19,302,4:20:00 AM,Friday,Birchmount garage,Late Leaving Garage - Mechanical,20,,S/B,8163
01-Nov-19,600,4:30:00 AM,Friday,EGLINTON YARD,Mechanical,1,1,E/B,8880
01-Nov-19,600,4:30:00 AM,Friday,eglinton yard,Mechanical,1,1,E/B,8735
01-Nov-19,36,4:36:00 AM,Friday,Arrow garage POD Finch  stn,Late Leaving Garage - Operator,15,45,.s,9133
01-Nov-19,54,4:49:00 AM,Friday,Eglinton Garage,Late Leaving Garage - Management,7,1,OB,8675
01-Nov-19,100,4:51:00 AM,Friday,eglinton yard,Mechanical,1,1,E/B,8940
01-Nov-19,9,4:59:00 AM,Friday,Birchmount garage,Late Leaving Garage - Vision,20,,S/B,8163
01-Nov-19,25,5:00:00 AM,Friday,eglinton yard,Mechanical,1,1,E/B,8900
01-Nov-19,67,5:05:00 AM,Friday,Eglinton Garage,Late Leaving Garage - Operator,11,1,OB,8898
01-Nov-19,35,5:07:00 AM,Friday,Peter Kaiser/Steeles,Late Leaving Garage - Operator,25,35,S/B,3252
01-Nov-19,108,5:08:00 AM,Friday,Wilson Station,Mechanical,20,40,S/B,3210
01-Nov-19,116,5:10:00 AM,Friday,eglinton yard,Mechanical,1,1,E/B,8844
01-Nov-19,100,5:10:00 AM,Friday,Wynford and Eglinton,Diversion,815,788,W/B,8940
01-Nov-19,70,5:13:00 AM,Friday,egli yard,Mechanical,1,1,E/B,8672
01-Nov-19,43,5:13:00 AM,Friday,egli yard,Mechanical,1,1,E/B,8794
01-Nov-19,43,5:15:00 AM,Friday,eglinton yard,Mechanical,1,1,E/B,8842
01-Nov-19,54,5:16:00 AM,Friday,egli yard,Mechanical,1,1,E/B,8931
01-Nov-19,46,5:19:00 AM,Friday,Steeles Loop at Martingrove,Late Leaving Garage - Management,16,32,SB,
01-Nov-19,47,5:21:00 AM,Friday,Yorkdale Station,Late Leaving Garage - Mechanical,13,26,S/B,1045
01-Nov-19,189,5:21:00 AM,Friday,Jane & St.Clair,Mechanical,25,50,S/B,8053
01-Nov-19,67,5:22:00 AM,Friday,egli yard,Mechanical,1,1,E/B,8797
01-Nov-19,86,5:23:00 AM,Friday,egli yard,Mechanical,1,1,E/B,8656
01-Nov-19,25,5:24:00 AM,Friday,egli yard,Mechanical,1,1,E/B,8834
01-Nov-19,161,5:25:00 AM,Friday,Oakwood / St. Clair,Mechanical,20,40,S/B,1532
01-Nov-19,50,5:30:00 AM,Friday,Islington and Bloor,Diversion,999,999,BW,
01-Nov-19,56,5:32:00 AM,Friday,Eglinton station,Late Leaving Garage - Operator,10,18,E/B,8389
01-Nov-19,43,5:33:00 AM,Friday,egl yard,Mechanical,1,1,E/B,8893
01-Nov-19,25,5:35:00 AM,Friday,egli yard,Mechanical,1,1,E/B,8736
01-Nov-19,34,5:37:00 AM,Friday,Eglinton Garage,Late Leaving Garage - Mechanical,11,1,OB,8759
01-Nov-19,7,5:37:00 AM,Friday,Marque Ave / Bathurst,Mechanical,9,18,S/B,8111
01-Nov-19,70,5:39:00 AM,Friday,egli yard,Mechanical,1,1,E/B,8704
01-Nov-19,34,5:39:00 AM,Friday,Eglinton Garage,Late Leaving Garage - Management,20,1,OB,8872
01-Nov-19,34,5:41:00 AM,Friday,egli yard,Mechanical,1,1,E/B,8660
01-Nov-19,86,5:42:00 AM,Friday,egli yard,Mechanical,1,1,E/B,8763
01-Nov-19,32,5:45:00 AM,Friday,Renforth Station,Late Leaving Garage - Mechanical,7,14,E/B,1091
01-Nov-19,37,5:45:00 AM,Friday,Islington and Bloor,Diversion,999,999,BW,
01-Nov-19,110,5:45:00 AM,Friday,Islington and Bloor,Diversion,999,999,BW,
01-Nov-19,937,5:50:00 AM,Friday,Islington and Bloor,Diversion,244,255,BW,
01-Nov-19,116,5:51:00 AM,Friday,Eglinton Garage,Late Leaving Garage - Mechanical,10,1,OB,8788
01-Nov-19,925,5:51:00 AM,Friday,egli yard,Mechanical,1,1,E/B,8641
01-Nov-19,54,5:52:00 AM,Friday,egli yard,Mechanical,1,1,E/B,8644
01-Nov-19,54,5:52:00 AM,Friday,egli yard,Mechanical,1,1,E/B,8710
01-Nov-19,107,5:55:00 AM,Friday,Keele St / Canarctic,Investigation,24,48,N/B,3239
01-Nov-19,25,5:58:00 AM,Friday,egli yard,Mechanical,1,1,E/B,8692
01-Nov-19,34,6:00:00 AM,Friday,REDPATH/EGLINTON,Investigation,6,12,E/B,8930
01-Nov-19,43,6:04:00 AM,Friday,egli yard,Mechanical,1,1,E/B,8674
01-Nov-19,34,6:05:00 AM,Friday,egli yard,Mechanical,1,1,E/B,8750
01-Nov-19,86,6:05:00 AM,Friday,egli yard,Mechanical,1,1,E/B,8632
01-Nov-19,66,6:06:00 AM,Friday,58 Marine Parade Drive,Late Leaving Garage - Mechanical,7,23,NB,7968
01-Nov-19,925,6:07:00 AM,Friday,egli. Yard,Mechanical,1,1,E/B,8923
01-Nov-19,67,6:07:00 AM,Friday,egli yard,Mechanical,1,1,E/B,8934
01-Nov-19,25,6:08:00 AM,Friday,egli yard,Mechanical,1,1,E/B,8702
01-Nov-19,35,6:08:00 AM,Friday,Pioneer Village Station,Late Leaving Garage - Mechanical,9,18,S/B,3166
01-Nov-19,112,6:10:00 AM,Friday,Kipling Station,Late Leaving Garage - Mechanical,14,28,W/B,8040
01-Nov-19,165,6:11:00 AM,Friday,Entire route,Mechanical,1,1,B/W,3195
01-Nov-19,68,6:12:00 AM,Friday,egli yard,Mechanical,1,1,E/B,8828
01-Nov-19,100,6:17:00 AM,Friday,egli yard,Mechanical,1,1,E/B,8862
01-Nov-19,86,6:17:00 AM,Friday,egli yard,Mechanical,1,1,E/B,8775
01-Nov-19,116,6:19:00 AM,Friday,egli yard,Mechanical,1,1,E/B,8635
01-Nov-19,63,6:19:00 AM,Friday,Eglinton West Station,Mechanical,3,7,S/B,1342
01-Nov-19,52,6:19:00 AM,Friday,,Late Leaving Garage - Mechanical,15,30,W/B,8175
01-Nov-19,32,6:19:00 AM,Friday,Keele/Eglinton,Late Leaving Garage - Mechanical,30,34,E/B,1118
01-Nov-19,52,6:19:00 AM,Friday,Lawrence Station,Late Leaving Garage - Mechanical,15,30,W/B,8175
01-Nov-19,925,6:20:00 AM,Friday,egli yard,Mechanical,1,1,E/B,8701
01-Nov-19,905,6:20:00 AM,Friday,egli yard,Mechanical,1,1,E/B,8847
01-Nov-19,925,6:23:00 AM,Friday,egli yard,Mechanical,1,1,E/B,8772
01-Nov-19,36,6:24:00 AM,Friday,Humberwood Loop,Late Leaving Garage - Mechanical,4,9,NB,9116
01-Nov-19,72,6:24:00 AM,Friday,Cherry and Commissioner,Mechanical,9,18,E/B,8944
01-Nov-19,110,6:25:00 AM,Friday,Islington and Bloor,Investigation,20,40,SB,8031
01-Nov-19,54,6:25:00 AM,Friday,egli yard,Mechanical,1,1,E/B,8852
01-Nov-19,52,6:30:00 AM,Friday,Lawrence West Station,Mechanical,15,30,E/B,8131
01-Nov-19,953,6:36:00 AM,Friday,Finch station,Mechanical,7,14,E/B,9077
01-Nov-19,79,6:36:00 AM,Friday,Scarlett at Raymere,Mechanical,10,20,N/B,1357
01-Nov-19,125,6:38:00 AM,Friday,Bathurst St and Antibes Drive,Late Leaving Garage - Operator,11,21,BW,8141
01-Nov-19,607,6:39:00 AM,Friday,Scarborough town centre,Utilized Off Route,,,S/B,1662
01-Nov-19,607,6:39:00 AM,Friday,Scarborough town centre,Utilized Off Route,,,S/B,1743
01-Nov-19,123,6:40:00 AM,Friday,Kipling Station,Mechanical,18,36,W/B,8012
01-Nov-19,36,6:42:00 AM,Friday,Humberwood loop,Late Leaving Garage - Operator,5,10,W/B,9117
01-Nov-19,96,6:47:00 AM,Friday,Humberline,Late Leaving Garage - Mechanical,17,28,E/B,3468
01-Nov-19,52,6:49:00 AM,Friday,Lawrence West Station,Investigation,15,30,E/B,8131
01-Nov-19,106,7:00:00 AM,Friday,Keele/Sheppard,Mechanical,8,16,S/B,1340
01-Nov-19,600,7:02:00 AM,Friday,Kennedy stn,Utilized Off Route,,,S/B,8631
01-Nov-19,935,7:08:00 AM,Friday,Jane at Finch,Mechanical,7,14,S/B,3188
01-Nov-19,34,7:15:00 AM,Friday,EGLINTON STATION,Utilized Off Route,6,12,E/B,8865
01-Nov-19,34,7:20:00 AM,Friday,BRENTCLIFFE/EGLINTON,Investigation,12,25,W/B,8909
01-Nov-19,74,7:21:00 AM,Friday,MOUNT PLEASANT/ MERTON,Mechanical,15,30,S/B,8134
01-Nov-19,54,7:28:00 AM,Friday,Lawrence and Star spray,Investigation,9,18,W/B,8810
01-Nov-19,607,7:28:00 AM,Friday,Danforth and Birchmount,Mechanical,,,.s,1662
01-Nov-19,32,7:32:00 AM,Friday,Weston Road,Mechanical,1,1,E/B,1560
01-Nov-19,60,7:51:00 AM,Friday,Yonge St and Drewry Ave,Investigation,7,14,SB,3261
01-Nov-19,51,8:00:00 AM,Friday,Eglinton Station,Mechanical,20,40,N/B,1289
01-Nov-19,35,8:00:00 AM,Friday,Jane at Sheppard,General Delay,20,30,B/W,
01-Nov-19,36,8:00:00 AM,Friday,Finch west stn to Finch stn,General Delay,16,20,B/W,
01-Nov-19,9,8:18:00 AM,Friday,Warden stn,Mechanical,15,30,W/B,8943
01-Nov-19,52,8:20:00 AM,Friday,Lawrence and Shermount,Investigation,15,30,W/B,1319
01-Nov-19,935,8:30:00 AM,Friday,Jane at Sheppard,General Delay,20,30,B/W,
01-Nov-19,7,8:42:00 AM,Friday,Bathurst Station,Emergency Services,8,16,N/B,8192
01-Nov-19,89,8:53:00 AM,Friday,Church & Weston,Mechanical,6,12,S/B,1018
01-Nov-19,701,9:07:00 AM,Friday,Keele and Eglinton,Investigation,1,1,E/B,1528
01-Nov-19,162,9:15:00 AM,Friday,Bridal path and Park Lane,Mechanical,33,63,S/B,1241
01-Nov-19,162,9:15:00 AM,Friday,Bridal path and Park Line,Diversion,268,298,S/B,1241
01-Nov-19,64,9:27:00 AM,Friday,64 Main Route,General Delay,10,20,B/W,8452
01-Nov-19,36,9:37:00 AM,Friday,Humberwood blvd,Mechanical,5,10,E/B,9106
01-Nov-19,7,10:07:00 AM,Friday,Bathurst Station,Mechanical,8,16,N/B,8342
01-Nov-19,29,10:08:00 AM,Friday,Dufferin Gate,Mechanical,7,14,N/B,9146
01-Nov-19,41,10:25:00 AM,Friday,Keele Station,Mechanical,10,20,N/B,9100
01-Nov-19,168,10:28:00 AM,Friday,Dundas West Station,Mechanical,13,26,S/B,1005
01-Nov-19,36,10:30:00 AM,Friday,keele stn,Mechanical,5,10,W/B,9106
01-Nov-19,90,10:45:00 AM,Friday,St. Clair Station,Mechanical,10,20,N/B,8328
01-Nov-19,38,10:55:00 AM,Friday,Scarborough center,Mechanical,7,14,E/B,1209
01-Nov-19,70,11:00:00 AM,Friday,Victoria Park Ave,Investigation,17,36,N/B,8826
01-Nov-19,39,11:18:00 AM,Friday,Finch and Brimley,Investigation,16,32,W/B,3531
01-Nov-19,122,11:31:00 AM,Friday,York Mills Station,Mechanical,17,34,E/B,8193
01-Nov-19,7,11:43:00 AM,Friday,Drewry and Bathurst,Mechanical,8,16,N/B,8122
01-Nov-19,23,11:59:00 AM,Friday,Dawes Rd/Park Vista,Investigation,10,20,S/B,8402
01-Nov-19,929,12:00:00 PM,Friday,929 Dufferin Express-All Branch,General Delay,30,40,B/W,9137
01-Nov-19,941,12:00:00 PM,Friday,941 Keele Express All Branch,General Delay,30,42,B/W,1595
01-Nov-19,41,12:00:00 PM,Friday,41 Keele Rotue-All Branch,General Delay,30,42,B/W,9139
01-Nov-19,16,12:00:00 PM,Friday,Entire Route,General Delay,13,28,B/W,
01-Nov-19,29,12:00:00 PM,Friday,29 Dufferin Route-All Branch,General Delay,40,48,B/W,9048
01-Nov-19,95,12:30:00 PM,Friday,Kingston Rd Loop,Investigation,20,40,W/B,3527
01-Nov-19,600,12:35:00 PM,Friday,Jane & Alliance,Utilized Off Route,1,1,B/W,1026
01-Nov-19,600,12:37:00 PM,Friday,spadina to shaw on king 504,Utilized Off Route,1,1,bw,1413
01-Nov-19,39,12:49:00 PM,Friday,Finch and Sandhurst Circle east,Mechanical,16,32,W/B,1720
01-Nov-19,935,1:14:00 PM,Friday,Pioneer Village Stn,Mechanical,10,20,N/B,3599
01-Nov-19,11,1:22:00 PM,Friday,Bayview and Heathcote,Investigation,13,26,,8117
01-Nov-19,25,1:30:00 PM,Friday,Pape Stn,Investigation,9,18,N/B,8761
01-Nov-19,65,1:31:00 PM,Friday,Castle Frank Stn,Investigation,12,25,S/B,8542
01-Nov-19,929,1:38:00 PM,Friday,Dufferin and Dundas,Investigation,10,20,S/B,9136
01-Nov-19,935,1:45:00 PM,Friday,Jane and Finch,Investigation,10,20,S/B,3329
01-Nov-19,929,1:52:00 PM,Friday,Lawrence and Dufferin,Mechanical,10,20,N/B,9011
01-Nov-19,52,2:02:00 PM,Friday,Lawrence and Black Creek,Investigation,14,28,E/B,1351
01-Nov-19,161,2:20:00 PM,Friday,Dovercourt & Hallam,Mechanical,17,35,W/B,1532
01-Nov-19,986,2:28:00 PM,Friday,EglintonYArd,Mechanical,0,0,OB,8786
01-Nov-19,54,2:34:00 PM,Friday,Eglinton Yard,Mechanical,0,0,OB,8900
01-Nov-19,925,2:37:00 PM,Friday,eglintonYard,Mechanical,0,0,OB,8745
01-Nov-19,144,2:44:00 PM,Friday,Eglinton Yard,Mechanical,0,0,OB,8640
01-Nov-19,941,2:45:00 PM,Friday,Finch West Station,Late Leaving Garage - Mechanical,10,20,N/B,1064
01-Nov-19,954,2:45:00 PM,Friday,EglintonYard,Mechanical,1,0,OB,8716
01-Nov-19,37,2:47:00 PM,Friday,Woodbine,Mechanical,12,24,S/B,8015
01-Nov-19,34,2:48:00 PM,Friday,EglintonYArd,Mechanical,1,1,OB,8632
01-Nov-19,68,2:49:00 PM,Friday,Eglinton Yrad,Mechanical,0,0,OB,8768
01-Nov-19,25,2:52:00 PM,Friday,eglintin Yard,Mechanical,0,0,OB,8770
01-Nov-19,116,2:54:00 PM,Friday,Eglinton Yard,Mechanical,0,0,OB,8693
01-Nov-19,927,2:56:00 PM,Friday,Martin Grove and Bethridge,Emergency Services,6,12,S/B,3199
01-Nov-19,84,2:59:00 PM,Friday,Weston and Bradstock,Mechanical,8,16,E/B,3361
01-Nov-19,935,3:00:00 PM,Friday,Jane Stn to Pioneer Village Stn,General Delay,40,50,B/W,
01-Nov-19,35,3:00:00 PM,Friday,Jane Stn to Pioneer Village Stn,General Delay,40,50,B/W,
01-Nov-19,116,3:03:00 PM,Friday,eglintonYard,Mechanical,0,0,OB,8756
01-Nov-19,60,3:08:00 PM,Friday,Finch Station,Vision,10,20,WB,3230
01-Nov-19,954,3:16:00 PM,Friday,Eglinton Yard,Mechanical,0,0,OB,8804
01-Nov-19,925,3:17:00 PM,Friday,Eglintion Yard,Mechanical,0,0,OB,8844
01-Nov-19,68,3:19:00 PM,Friday,EglintonYard,Mechanical,0,0,OB,8692
01-Nov-19,86,3:20:00 PM,Friday,Eglinton Yard,Mechanical,0,0,OB,8771
01-Nov-19,144,3:21:00 PM,Friday,Eglinton Yard,Mechanical,0,0,OB,8823
01-Nov-19,68,3:22:00 PM,Friday,Eglinton Yard,Mechanical,0,0,OB,8694
01-Nov-19,95,3:24:00 PM,Friday,Ellesmere RT,Mechanical,10,30,W/B,1566
01-Nov-19,68,3:24:00 PM,Friday,Warden Station,Late Leaving Garage - Operator,30,60,N/B,8778
01-Nov-19,34,3:33:00 PM,Friday,Eglinton Yard,Mechanical,0,0,OB,8680
01-Nov-19,60,3:37:00 PM,Friday,Signal Hill,Late Leaving Garage - Vision,9,18,WB,3324
01-Nov-19,17,3:38:00 PM,Friday,Scarborough Center Station,Late Leaving Garage - Mechanical,10,20,S/B,8544
01-Nov-19,36,3:38:00 PM,Friday,finch west station,Late Leaving Garage - Mechanical,18,36,W/B,9135
01-Nov-19,35,3:40:00 PM,Friday,Pioneer Village Station,Utilized Off Route,5,10,S/B,3331
01-Nov-19,952,3:41:00 PM,Friday,Terminal 1,Mechanical,12,24,E/B,1334
01-Nov-19,924,3:42:00 PM,Friday,Victoria Park Station,Late Leaving Garage - Management,10,20,N/B,3140
01-Nov-19,600,3:42:00 PM,Friday,Jane and Finch,Investigation,0,0,N/B,3365
01-Nov-19,95,3:42:00 PM,Friday,Kingston Loop,Late Leaving Garage - Vision,11,21,W/B,3415
01-Nov-19,47,3:43:00 PM,Friday,Queen and Lansdowne,Late Leaving Garage - Mechanical,15,30,N/B,1139
01-Nov-19,20,3:54:00 PM,Friday,MAIN STATION,Mechanical,13,26,E/B,8550
01-Nov-19,35,3:55:00 PM,Friday,Jane and Sheppard,Investigation,10,20,S/B,3301
01-Nov-19,26,3:57:00 PM,Friday,Jane and Bloor,Mechanical,17,34,E/B,1117
01-Nov-19,52,4:00:00 PM,Friday,Entire Route,General Delay,20,30,B/W,
01-Nov-19,34,4:11:00 PM,Friday,Eglinton and Swift,Emergency Services,7,14,,8705
01-Nov-19,44,4:20:00 PM,Friday,Col Sam Smith loop,Mechanical,5,10,N/B,8606
01-Nov-19,52,4:25:00 PM,Friday,Lawrence Station,Utilized Off Route,13,26,W/B,1351
01-Nov-19,76,4:33:00 PM,Friday,Royal York Station,Mechanical,6,12,S/B,8417
01-Nov-19,161,4:45:00 PM,Friday,Jane and Alliance,Mechanical,13,26,E/B,1262
01-Nov-19,63,4:53:00 PM,Friday,Eglinton West Station,Mechanical,9,18,S/B,8379
01-Nov-19,29,4:53:00 PM,Friday,Lawrence and Dufferin,Mechanical,8,16,N/B,9150
01-Nov-19,952,5:00:00 PM,Friday,Entire Route,General Delay,20,32,B/W,
01-Nov-19,52,5:00:00 PM,Friday,Lawrence Station,Utilized Off Route,13,26,W/B,1201
01-Nov-19,37,5:21:00 PM,Friday,Hwy 27 and Queens Plate,Investigation,20,40,S/B,8018
01-Nov-19,985,5:25:00 PM,Friday,Birchmount and Sheppard Ave,Investigation,10,20,E/B,9007
01-Nov-19,109,5:26:00 PM,Friday,Marlee ave,General Delay,15,30,B/W,
01-Nov-19,116,5:39:00 PM,Friday,Kennedy Station,Mechanical,6,12,E/B,8635
01-Nov-19,134,5:44:00 PM,Friday,Corporate Drive and McCowan,Mechanical,18,36,E/B,9093
01-Nov-19,129,5:44:00 PM,Friday,Steeles and McCowan,Mechanical,17,34,N/B,1343
01-Nov-19,123,5:45:00 PM,Friday,KPSN - Kipling Stn,Mechanical,16,32,S/B,7958
01-Nov-19,168,6:10:00 PM,Friday,Avon Loop,Mechanical,7,15,S/B,1014
01-Nov-19,25,6:17:00 PM,Friday,Don Mills and Overlea,Mechanical,5,11,N/B,8761
01-Nov-19,38,6:20:00 PM,Friday,Scarborough College Loop,Mechanical,13,26,N/B,1504
01-Nov-19,7,6:24:00 PM,Friday,Bathurst and Glencairn,Mechanical,8,16,NB,8108
01-Nov-19,123,6:25:00 PM,Friday,Long Branch,Investigation,19,39,S/B,7979
01-Nov-19,8,6:27:00 PM,Friday,Cosburn and Broadview,Mechanical,15,30,S/B,9212
01-Nov-19,97,6:29:00 PM,Friday,Bay and front,Investigation,30,60,S/B,8321
01-Nov-19,985,6:30:00 PM,Friday,Scarborough town centre,Mechanical,10,20,N/B,9069
01-Nov-19,985,6:32:00 PM,Friday,Morningside and Sheppard,Investigation,10,20,W/B,9078
01-Nov-19,60,6:35:00 PM,Friday,Steeles and Dufferin,Emergency Services,10,20,EB,3215
01-Nov-19,939,6:41:00 PM,Friday,Finch and Yonge,Investigation,12,24,W/B,1224
01-Nov-19,35,7:06:00 PM,Friday,Jane and (South of) Giltspur,Investigation,10,20,S/B,3301
01-Nov-19,52,7:16:00 PM,Friday,Lawrence at Marlee,Investigation,13,26,E/B,8195
01-Nov-19,31,7:57:00 PM,Friday,Greenwood Stn,Mechanical,12,24,S/B,8583
01-Nov-19,45,8:00:00 PM,Friday,SLPK - Kipling & Steeles loop,Mechanical,9,18,S/B,8061
01-Nov-19,41,8:09:00 PM,Friday,Pioneer Village Station,Mechanical,16,32,S/B,9139
01-Nov-19,984,8:31:00 PM,Friday,Sheppard Station,Mechanical,13,26,W/B,3309
01-Nov-19,96,9:24:00 PM,Friday,Finch and Humber College Blvd,Investigation,20,40,W/B,3522
01-Nov-19,6,9:35:00 PM,Friday,Bay & Scollard,Diversion,240,270,BW,
01-Nov-19,505,9:36:00 PM,Friday,Dundas West Station,Utilized Off Route,10,20,E/B,1070
01-Nov-19,85,9:38:00 PM,Friday,Don Mills station,Investigation,24,40,W/B,3481
01-Nov-19,71,9:40:00 PM,Friday,Mount Dennis garage,Mechanical,13,27,S/B,1419
01-Nov-19,60,10:26:00 PM,Friday,Weston and Finch,Investigation,16,33,E/B,3293
02-Nov-19,72,12:13:00 AM,Saturday,Pape Station,Mechanical,18,36,S/B,8518
02-Nov-19,32,12:49:00 AM,Saturday,Jane and Eglinton,Mechanical,10,20,W/B,1010
02-Nov-19,320,1:30:00 AM,Saturday,Eglinton & Berwick,Diversion,300,304,B/W,
02-Nov-19,320,1:30:00 AM,Saturday,Yonge & Berwick,General Delay,22,26,B/W,
02-Nov-19,300,1:45:00 AM,Saturday,Bloor and Bathrust,Diversion,180,190,E/B,
02-Nov-19,300,2:00:00 AM,Saturday,Bathrust st to Parliament,General Delay,15,30,E/B,
02-Nov-19,320,2:01:00 AM,Saturday,Yonge & Eglinton,Mechanical,4,8,N/B,1277
02-Nov-19,37,2:14:00 AM,Saturday,Islington Stn,Investigation,1,1,S/B,8600
02-Nov-19,300,2:49:00 AM,Saturday,Danforth and Victoria Park,Investigation,20,40,E/B,1208
02-Nov-19,395,2:57:00 AM,Saturday,Victoria Park,Emergency Services,1,1,W/B,3421
02-Nov-19,320,3:22:00 AM,Saturday,Queens Quay & Yonge,Mechanical,2,3,N/B,8109
02-Nov-19,332,4:12:00 AM,Saturday,Eglinton Station,Late Leaving Garage - Mechanical,30,60,W/B,1502
02-Nov-19,320,4:54:00 AM,Saturday,Queens Quay at Bay St,Emergency Services,1,1,S/B,8331
02-Nov-19,41,5:13:00 AM,Saturday,PVST,Late Leaving Garage - Operator,16,32,S/B,1025
02-Nov-19,320,5:28:00 AM,Saturday,Steeles Loop at Young,Emergency Services,1,1,S/B,8912
02-Nov-19,6,5:32:00 AM,Saturday,Bay between Davenport to Bloor,Diversion,999,999,B/W,
02-Nov-19,52,5:36:00 AM,Saturday,Yonge and Lawrence,Late Leaving Garage - Operator,24,34,W/B,1236
02-Nov-19,14,5:40:00 AM,Saturday,Caledonia and Glencairn,Late Leaving Garage - Operator,10,10,S/B,1099
02-Nov-19,34,5:41:00 AM,Saturday,Brentcliff and Eglinton,Mechanical,9,18,E/B,8729
02-Nov-19,32,5:50:00 AM,Saturday,Eglinton Station,Utilized Off Route,5,10,W/B,1023
02-Nov-19,96,5:50:00 AM,Saturday,York Mills Station,Late Leaving Garage - Operator,10,20,W/B,3163
02-Nov-19,134,5:58:00 AM,Saturday,Tapscott Rd/Crow Tr,Late Leaving Garage - Mechanical,27,55,N/B,3403
02-Nov-19,123,6:21:00 AM,Saturday,Kipling Station,Mechanical,1,30,W/B,8456
02-Nov-19,95,6:23:00 AM,Saturday,Don mills and York mills,Mechanical,15,30,E/B,1400
02-Nov-19,35,6:23:00 AM,Saturday,Firgrove and Jane,Mechanical,8,17,S/B,3316
02-Nov-19,37,6:50:00 AM,Saturday,ISLINGTON AND GOLFDOWN,Investigation,25,50,N/B,8608
02-Nov-19,47,6:57:00 AM,Saturday,Queen St and Lansdowne,Mechanical,18,36,S/B,1305
02-Nov-19,80,7:00:00 AM,Saturday,SHERWAY GARDENS,Vision,30,60,E/B,8437
02-Nov-19,60,7:40:00 AM,Saturday,Finch west station,Late Leaving Garage - Management,5,10,W/B,3333
02-Nov-19,134,7:49:00 AM,Saturday,Scarborough Centre STN,Late Leaving Garage - Mechanical,30,59,E/B,3420
02-Nov-19,102,7:55:00 AM,Saturday,Markham Rd/Steeles Ave E,Mechanical,10,20,S/B,8530
02-Nov-19,91,8:13:00 AM,Saturday,WOODBINE N / Woodbine Station,Mechanical,23,46,N/B,9212
02-Nov-19,84,8:26:00 AM,Saturday,Sheppard/Yonge Station,Mechanical,10,20,E/B,3324
02-Nov-19,22,8:27:00 AM,Saturday,COXWELL / Queen and Coxwell,Investigation,10,20,S/B,8493
02-Nov-19,55,8:50:00 AM,Saturday,Varsity and underwood,Mechanical,20,40,S/B,1529
02-Nov-19,123,9:00:00 AM,Saturday,Evans to Horner,General Delay,10,20,B/W,7955
02-Nov-19,168,9:00:00 AM,Saturday,Avon Loop,Mechanical,10,20,S/B,1028
02-Nov-19,89,9:00:00 AM,Saturday,ENTIRE ROUTE,General Delay,7,25,B/W,
02-Nov-19,42,9:05:00 AM,Saturday,Dynamic and McNicoll,Mechanical,18,36,W/B,8123
02-Nov-19,63,9:19:00 AM,Saturday,Eglinton West Station,Mechanical,6,12,S/B,1395
02-Nov-19,43,9:29:00 AM,Saturday,Lawrence,Investigation,10,20,N/B,8919
02-Nov-19,75,9:29:00 AM,Saturday,Bloor at Sherbourne,Late Leaving Garage - Mechanical,7,14,S/B,8186
02-Nov-19,7,9:29:00 AM,Saturday,Bathurt Street and Wilson,Mechanical,10,20,S/B,1347
02-Nov-19,41,9:42:00 AM,Saturday,Keele Station,Late Leaving Garage - Operator,5,9,N/B,1268
02-Nov-19,7,9:53:00 AM,Saturday,Bathurst and Wilson,Late Leaving Garage - Mechanical,10,20,S/B,8318
02-Nov-19,34,10:00:00 AM,Saturday,Entire Route,General Delay,17,32,B/W,
02-Nov-19,53,10:00:00 AM,Saturday,Steeles east,General Delay,15,25,B/W,
02-Nov-19,34,10:13:00 AM,Saturday,Donmills and Eglinton,Utilized Off Route,17,34,E/B,8710
02-Nov-19,165,10:35:00 AM,Saturday,York Mills Station,Late Leaving Garage - Mechanical,10,20,W/B,3707
02-Nov-19,32,10:42:00 AM,Saturday,Eglinton West Station,Mechanical,24,48,W/B,1096
02-Nov-19,63,10:54:00 AM,Saturday,Eglinton West Station,Mechanical,5,10,S/B,8313
02-Nov-19,34,11:00:00 AM,Saturday,Entire Route,General Delay,10,30,B/W,
