Report Date,Route,Time,Day,Location,Incident,Delay,Gap,Direction,Vehicle
07-Nov-19,960,9:00:00 AM,Thursday,Finch Station,Utilized Off Route,10,20,NB,3239
07-Nov-19,996,9:07:00 AM,Thursday,Jane and Wilson,Mechanical,9,19,E/B,3547
07-Nov-19,100,9:11:00 AM,Thursday,Broadview,Utilized Off Route,1,1,B/W,8675
07-Nov-19,116,9:14:00 AM,Thursday,Morningside and Casebridge,Emergency Services,8,16,N/B,8739
07-Nov-19,12,9:15:00 AM,Thursday,Victoria Park Station,Utilized Off Route,1,1,W/B,9202
07-Nov-19,95,9:18:00 AM,Thursday,York Mills Station,Utilized Off Route,1,1,E/B,3426
07-Nov-19,131,9:19:00 AM,Thursday,Scarborough Town Center,Utilized Off Route,1,1,E/B,3431
07-Nov-19,42,9:20:00 AM,Thursday,Finch Station,Utilized Off Route,1,1,NB,8199
07-Nov-19,54,9:20:00 AM,Thursday,Warden and Lawrence,Utilized Off Route,8,16,W/B,8708
07-Nov-19,20,9:22:00 AM,Thursday,Main Station,Utilized Off Route,1,1,W/B,8543
07-Nov-19,88,9:23:00 AM,Thursday,ST. CLAIR/ MT. PLEASANT,Diversion,105,119,B/W,8205
07-Nov-19,11,9:28:00 AM,Thursday,DAVISVILLE STATION,Utilized Off Route,1,1,N/B,8368
07-Nov-19,924,9:31:00 AM,Thursday,Victoria Park at Steeles,Utilized Off Route,1,1,S/B,3102
07-Nov-19,69,9:35:00 AM,Thursday,warden stn,Investigation,11,22,S/B,3142
07-Nov-19,12,9:42:00 AM,Thursday,Victoria Park Station,Utilized Off Route,1,1,W/B,8524
07-Nov-19,36,9:45:00 AM,Thursday,FSTN,Emergency Services,5,10,W/B,3167
07-Nov-19,5,9:58:00 AM,Thursday,EGLINTON STATION,Mechanical,30,60,S/B,1253
07-Nov-19,82,10:03:00 AM,Thursday,Rosedale,Mechanical,40,40,B/W,8305
07-Nov-19,34,10:11:00 AM,Thursday,EGLINTON STATION,Emergency Services,12,24,E/B,8697
07-Nov-19,106,10:35:00 AM,Thursday,Sheppard West Station,Mechanical,13,26,E/B,8326
07-Nov-19,88,10:36:00 AM,Thursday,OVERLEA/MILLWOOD,Mechanical,40,80,E/B,8200
07-Nov-19,935,11:07:00 AM,Thursday,Jane and Steeles,Vision,10,19,S/B,3266
07-Nov-19,134,11:10:00 AM,Thursday,Progress and Centennial College entrance,Investigation,7,13,W/B,9089
07-Nov-19,90,11:22:00 AM,Thursday,St. Clair West Stn,Utilized Off Route,10,20,N/B,1222
07-Nov-19,32,11:27:00 AM,Thursday,Eglinton Station,Mechanical,11,22,B/W,1104
07-Nov-19,706,11:38:00 AM,Thursday,Warden stn,Utilized Off Route,,,S/B,3111
07-Nov-19,70,11:50:00 AM,Thursday,Between Coxwell Stn and 1:Craigton/Pharmacy 2: Warden Stn,General Delay,35,41,B/W,
07-Nov-19,34,11:54:00 AM,Thursday,Eglinton Station,Mechanical,12,24,E/B,8621
07-Nov-19,76,12:07:00 PM,Thursday,Royal York and Queensway,Investigation,1,1,S/B,8012
07-Nov-19,929,12:12:00 PM,Thursday,SB at Orfus Road,Mechanical,10,20,S/B,9031
07-Nov-19,100,12:28:00 PM,Thursday,Broadview Station,Mechanical,6,13,W/B,8760
07-Nov-19,11,12:32:00 PM,Thursday,Davisville station,Mechanical,13,26,N/B,8131
07-Nov-19,63,12:54:00 PM,Thursday,King/Atlantic,Mechanical,5,10,S/B,8371
07-Nov-19,129,12:55:00 PM,Thursday,Scarborough Town Center,Investigation,0,0,N/B,3446
07-Nov-19,52,12:55:00 PM,Thursday,Lawrence West Station,Mechanical,14,28,W/B,1212
07-Nov-19,22,2:00:00 PM,Thursday,Between Coxwell Stn and Queen,General Delay,25,31,B/W,
07-Nov-19,925,2:00:00 PM,Thursday,Between Pape Stn and Don Mills/Steeles,General Delay,45,51,B/W,
07-Nov-19,25,2:20:00 PM,Thursday,Eglinton Yard,Mechanical,0,0,OB,8688
07-Nov-19,36,2:22:00 PM,Thursday,FARR,Mechanical,5,11,W/B,9118
07-Nov-19,32,2:23:00 PM,Thursday,mt dennis garage.,Mechanical,9,18,E/B,1037
07-Nov-19,34,2:24:00 PM,Thursday,Eglinton Yard,Mechanical,0,0,OB,8773
07-Nov-19,34,2:31:00 PM,Thursday,Eglinton Yard,Mechanical,0,0,OB,8901
07-Nov-19,929,2:35:00 PM,Thursday,Dufferine and Lawrence,Late Leaving Garage - Mechanical,10,20,S/B,9016
07-Nov-19,116,2:36:00 PM,Thursday,Eglinton Yard,Mechanical,0,0,OB,8870
07-Nov-19,57,2:37:00 PM,Thursday,Eglinton Yard,Mechanical,0,0,OB,8863
07-Nov-19,57,2:37:00 PM,Thursday,Eglinton,Mechanical,0,0,OB,8863
07-Nov-19,144,2:40:00 PM,Thursday,Eglinton Yard,Mechanical,0,0,OB,8892
07-Nov-19,34,2:44:00 PM,Thursday,Eglinton Yard,Mechanical,0,0,OB,8764
07-Nov-19,68,2:45:00 PM,Thursday,Eglinton Yard,Mechanical,0,0,OB,8779
07-Nov-19,53,2:48:00 PM,Thursday,Bayview and Steeles BREB school,Mechanical,1,5,E/B,1530
07-Nov-19,116,2:54:00 PM,Thursday,Eglinton Yard,Mechanical,0,0,OB,8900
07-Nov-19,935,3:00:00 PM,Thursday,Pinoeer Village - Jane Station,General Delay,15,30,B/W,3323
07-Nov-19,25,3:00:00 PM,Thursday,Between Pape Stn and Don Mills Stn,General Delay,35,41,B/W,
07-Nov-19,35,3:00:00 PM,Thursday,Pioneer Village and Jane Station,General Delay,15,30,B/W,3306
07-Nov-19,36,3:00:00 PM,Thursday,FWSN,Late Leaving Garage - Mechanical,12,24,W/B,3292
07-Nov-19,91,3:00:00 PM,Thursday,Between  Woodbine Stn and YorkMills/Underhill Dr,General Delay,25,31,B/W,
07-Nov-19,954,3:00:00 PM,Thursday,Eglinton Yard,Mechanical,0,0,OB,8896
07-Nov-19,52,3:01:00 PM,Thursday,Church St at Jane St,Late Leaving Garage - Operator,7,20,E/B,
07-Nov-19,984,3:01:00 PM,Thursday,Sheppard Ave West at Rivalda RD,Late Leaving Garage - Operator,9,24,W/B,
07-Nov-19,84,3:06:00 PM,Thursday,Pioneer Village Station,Late Leaving Garage - Mechanical,30,55,W/B,3304
07-Nov-19,944,3:08:00 PM,Thursday,Colonel Sam Smith Loop,Mechanical,10,20,N/B,7957
07-Nov-19,36,3:09:00 PM,Thursday,FARR,Late Leaving Garage - Operator,18,25,W/B,9110
07-Nov-19,25,3:10:00 PM,Thursday,Eglinton Yard,Mechanical,0,0,OB,8807
07-Nov-19,941,3:10:00 PM,Thursday,Finch West Stn,Late Leaving Garage - Operator,15,30,S/B,1420
07-Nov-19,925,3:15:00 PM,Thursday,,Mechanical,0,0,OB,8937
07-Nov-19,954,3:18:00 PM,Thursday,Eglinton Yard,Mechanical,0,0,OB,8818
07-Nov-19,54,3:18:00 PM,Thursday,Eglinton Yard,Mechanical,0,0,OB,8897
07-Nov-19,68,3:19:00 PM,Thursday,Eglinton Yard,Mechanical,0,0,OB,8872
07-Nov-19,51,3:20:00 PM,Thursday,Leslie and Finch,Late Leaving Garage - Mechanical,21,42,N/B,1381
07-Nov-19,34,3:22:00 PM,Thursday,Eglinton Yard,Mechanical,0,0,OB,8693
07-Nov-19,168,3:22:00 PM,Thursday,Davenport and Old Weston,Investigation,7,19,N/B,1086
07-Nov-19,57,3:22:00 PM,Thursday,Eglinton Yard,Mechanical,0,0,OB,8624
07-Nov-19,119,3:22:00 PM,Thursday,arrow garage,Vision,25,50,E/B,3178
07-Nov-19,32,3:25:00 PM,Thursday,on eglinton at Keele,Investigation,9,18,E/B,1416
07-Nov-19,989,3:25:00 PM,Thursday,Jane and Weston,Mechanical,13,27,N/B,1108
07-Nov-19,937,3:37:00 PM,Thursday,Mill Rd and Markland,Mechanical,12,24,N/B,8420
07-Nov-19,7,3:38:00 PM,Thursday,Heath St Notrt of St. Calir,Investigation,8,16,N/B,8182
07-Nov-19,954,3:40:00 PM,Thursday,STSP,Late Leaving Garage - Management,10,21,W/B,8795
07-Nov-19,51,3:55:00 PM,Thursday,Fresh Meadow and Don Mills,Mechanical,21,42,S/B,1248
07-Nov-19,84,4:00:00 PM,Thursday,Sheppard at Min Ave,Mechanical,30,60,E/B,3279
07-Nov-19,97,4:00:00 PM,Thursday,Hilda and Steeles to Queens Quay and Yonge,General Delay,50,80,B/W,
07-Nov-19,109,4:00:00 PM,Thursday,Neptune to Eglinton West Station,General Delay,25,36,B/W,
07-Nov-19,15,4:00:00 PM,Thursday,Sherway Gardens - Royal York Station,General Delay,10,20,B/W,8609
07-Nov-19,29,4:06:00 PM,Thursday,Wilson Station,Mechanical,7,14,S/B,9146
07-Nov-19,145,4:07:00 PM,Thursday,Richmond and Jarvis,Mechanical,30,60,E/B,8060
07-Nov-19,989,4:10:00 PM,Thursday,Keele stn,Utilized Off Route,14,27,N/B,1273
07-Nov-19,64,4:15:00 PM,Thursday,64 Main route,General Delay,8,16,B/W,
07-Nov-19,984,4:17:00 PM,Thursday,Sheppard Station,Utilized Off Route,9,18,W/B,3363
07-Nov-19,144,4:30:00 PM,Thursday,Richmond & Bay,Investigation,20,40,W/B,8755
07-Nov-19,52,4:30:00 PM,Thursday,Lawrence Station,Utilized Off Route,13,26,W/B,1372
07-Nov-19,133,4:30:00 PM,Thursday,0,Mechanical,0,0,N/B,3519
07-Nov-19,929,4:50:00 PM,Thursday,Dufferin and Lawrence,Investigation,10,20,S/B,9052
07-Nov-19,37,4:52:00 PM,Thursday,Islington Station,Mechanical,12,24,N/B,7956
07-Nov-19,984,5:00:00 PM,Thursday,Entire Route,General Delay,20,30,B/W,
07-Nov-19,84,5:00:00 PM,Thursday,Entire Route,General Delay,20,35,B/W,
07-Nov-19,109,5:00:00 PM,Thursday,Lawrence West Station,Mechanical,22,44,N/B,1374
07-Nov-19,6,5:09:00 PM,Thursday,Sherbourne and Queens Quay,Utilized Off Route,7,15,E/B,1100
07-Nov-19,37,5:13:00 PM,Thursday,Islington Station,Vision,12,24,N/B,8436
07-Nov-19,25,5:13:00 PM,Thursday,Don Mills/Finch,Investigation,5,10,N/B,8650
07-Nov-19,28,5:20:00 PM,Thursday,Bayview and Pottery Rd,General Delay,32,48,B/W,
07-Nov-19,14,5:20:00 PM,Thursday,Bayview and Pottery rd.,General Delay,32,48,B/W,
07-Nov-19,28,5:20:00 PM,Thursday,Bayview and Pottery Rd,Diversion,1,1,B/W,
07-Nov-19,11,5:20:00 PM,Thursday,Sunnybrook Hospital,Emergency Services,15,30,N/B,1382
07-Nov-19,925,5:25:00 PM,Thursday,Don Mills/Finch,Investigation,8,16,N/B,8741
07-Nov-19,47,5:30:00 PM,Thursday,Lansdown Station,Mechanical,15,35,N/B,1137
07-Nov-19,927,5:40:00 PM,Thursday,Royal Crest and Hwy 27,Mechanical,6,12,S/B,3366
07-Nov-19,70,6:13:00 PM,Thursday,O'Connor and Glenwood,Investigation,1,1,W/B,8817
07-Nov-19,52,6:20:00 PM,Thursday,Lawrence at Apex,Mechanical,1,1,W/B,8209
07-Nov-19,17,6:20:00 PM,Thursday,BIRCHMOUNT @ HUNTINGWOOD DR,Mechanical,9,18,S/B,9207
07-Nov-19,109,6:25:00 PM,Thursday,Eglinton West Station,Investigation,22,44,N/B,8189
07-Nov-19,116,6:26:00 PM,Thursday,Kennedy STN,Vision,7,14,E/B,8929
07-Nov-19,133,6:31:00 PM,Thursday,Scarborough Town Centre,Mechanical,7,14,E/B,1568
07-Nov-19,939,6:34:00 PM,Thursday,Midland Avenue,Mechanical,12,24,W/B,1550
07-Nov-19,133,6:40:00 PM,Thursday,Sheppard and Neilson,Emergency Services,9,18,S/B,3456
07-Nov-19,45,6:50:00 PM,Thursday,Kipling & Dixon,Mechanical,7,15,N/B,8022
07-Nov-19,97,6:54:00 PM,Thursday,Davisville Station,Mechanical,30,60,N/B,1387
07-Nov-19,32,6:59:00 PM,Thursday,renforth stn,Mechanical,10,20,W/B,1072
07-Nov-19,945,7:17:00 PM,Thursday,KPSN - Kipling Stn,Mechanical,14,28,N/B,8422
07-Nov-19,52,7:28:00 PM,Thursday,Lawrence Station,Mechanical,10,21,W/B,8183
07-Nov-19,129,7:39:00 PM,Thursday,Scarborough Town Centre,Mechanical,6,12,N/B,3427
07-Nov-19,61,8:00:00 PM,Thursday,Bombay Loop,Diversion,344,364,N/B,1328
07-Nov-19,25,8:50:00 PM,Thursday,Pape Stn,Mechanical,9,18,N/B,8634
07-Nov-19,63,9:16:00 PM,Thursday,ossington and argyle,Investigation,8,17,S/B,8154
07-Nov-19,121,10:00:00 PM,Thursday,Bay & Front,General Delay,10,40,BW,
07-Nov-19,85,10:52:00 PM,Thursday,Neilson and Sheppard,Mechanical,22,44,W/B,3435
07-Nov-19,110,11:20:00 PM,Thursday,LONG - Long Branch,Mechanical,30,60,N/B,8048
08-Nov-19,161,12:05:00 AM,Friday,rogers and dufferin,Mechanical,20,40,E/B,1053
08-Nov-19,36,12:21:00 AM,Friday,Finch and Hwy 27,Mechanical,10,20,E/B,3316
08-Nov-19,35,12:30:00 AM,Friday,Weston and jane,Mechanical,10,20,N/B,3310
08-Nov-19,36,12:33:00 AM,Friday,Finch and Weston Road,Investigation,10,20,W/B,3210
08-Nov-19,939,12:39:00 AM,Friday,Mc Cowan and Finch,Investigation,10,20,W/B,1655
08-Nov-19,7,12:46:00 AM,Friday,greenwich village and bathurst,Utilized Off Route,8,17,E/B,8331
08-Nov-19,84,12:57:00 AM,Friday,Weston at Bradstock,Utilized Off Route,10,20,E/B,3202
08-Nov-19,41,1:01:00 AM,Friday,pioneer village station,Utilized Off Route,25,50,S/B,9018
08-Nov-19,60,1:05:00 AM,Friday,Pioneer station,Utilized Off Route,17,34,E/B,3237
08-Nov-19,45,1:10:00 AM,Friday,SLPK - Steeles & Kipling loop,Utilized Off Route,10,20,S/B,8071
08-Nov-19,35,1:10:00 AM,Friday,Pioneer village station,Utilized Off Route,15,30,N/B,3595
08-Nov-19,96,1:23:00 AM,Friday,Wilson Station,Utilized Off Route,25,50,E/B,3318
08-Nov-19,7,1:23:00 AM,Friday,Bathurst Station,Utilized Off Route,9,18,N/B,8391
08-Nov-19,320,1:30:00 AM,Friday,Yonge & Dundas,Diversion,300,304,BW,8387
08-Nov-19,384,3:15:00 AM,Friday,Sheppard Station,Investigation,30,60,W/B,3182
08-Nov-19,41,4:25:00 AM,Friday,Mount Dennis garage,Late Leaving Garage - Mechanical,,,S/B,9102
08-Nov-19,41,4:40:00 AM,Friday,Mt Dennis garage,Late Leaving Garage - Operator,16,32,S/B,9102
08-Nov-19,160,5:25:00 AM,Friday,Wilson and Wilson Heights Blvd,Mechanical,20,40,S/B,8153
08-Nov-19,50,5:30:00 AM,Friday,Islington Station,Diversion,999,999,BW,
08-Nov-19,37,5:45:00 AM,Friday,Islington Station,Diversion,999,999,BW,
08-Nov-19,110,5:45:00 AM,Friday,Islington Station,Diversion,999,999,BW,
08-Nov-19,937,5:50:00 AM,Friday,Islington Station,Diversion,244,255,BW,
08-Nov-19,7,5:52:00 AM,Friday,Bathurst / Wilson,Late Leaving Garage - Mechanical,5,10,S/B,1309
08-Nov-19,53,5:55:00 AM,Friday,Steeles and Old Kennedy,Diversion,185,190,B/W,
08-Nov-19,953,5:55:00 AM,Friday,Finch &  Old Kennedy,Diversion,185,190,W/B,9079
08-Nov-19,125,6:00:00 AM,Friday,Finch Station,Mechanical,15,30,NB,8131
08-Nov-19,168,6:08:00 AM,Friday,Mt Dennis Garage,Late Leaving Garage - Mechanical,6,12,S/B,1107
08-Nov-19,88,6:30:00 AM,Friday,ST. CLAIR STATION,Vision,14,14,E/B,8148
08-Nov-19,48,6:50:00 AM,Friday,Royal York stn,Mechanical,13,26,N/B,8041
08-Nov-19,60,6:52:00 AM,Friday,on Yonge St from Finch Station to Steeles,Diversion,999,999,NB,3201
08-Nov-19,113,6:54:00 AM,Friday,Main Station,Utilized Off Route,11,22,E/B,8468
08-Nov-19,84,6:55:00 AM,Friday,Sheppard west route,General Delay,1,1,B/W,3292
08-Nov-19,89,6:55:00 AM,Friday,Weston Rd & Knob Hill Dr,Investigation,7,14,N/B,1208
08-Nov-19,924,6:59:00 AM,Friday,Steeles Loop at Victoria Park Ave,Mechanical,9,19,S/B,9222
08-Nov-19,953,7:00:00 AM,Friday,Steeles/ Finch stn,Diversion,715,725,bw,
08-Nov-19,53,7:00:00 AM,Friday,Yonge to Steeles,Diversion,540,550,E/B,
08-Nov-19,38,7:03:00 AM,Friday,stc,Mechanical,11,22,S/B,1323
08-Nov-19,116,7:06:00 AM,Friday,Morningside/Gardentree,Mechanical,6,7,W/B,8683
08-Nov-19,32,7:07:00 AM,Friday,Renforth Station,Late Leaving Garage - Mechanical,7,14,E/B,1026
08-Nov-19,34,7:15:00 AM,Friday,EGLINTON/LESLIE,General Delay,15,21,W/B,
08-Nov-19,63,7:15:00 AM,Friday,Caniff & Strachan,Late Leaving Garage - Mechanical,4,7,S/B,8351
08-Nov-19,32,7:17:00 AM,Friday,Eglinton West Station,Vision,11,22,W/B,1026
08-Nov-19,83,7:23:00 AM,Friday,Lakeshore Garage,Investigation,14,28,N/B,9207
08-Nov-19,39,7:30:00 AM,Friday,Route 39,General Delay,18,24,B/W,
08-Nov-19,39,7:30:00 AM,Friday,Finch & Bridletown circle,Mechanical,16,31,E/B,1573
08-Nov-19,68,7:52:00 AM,Friday,Warden Station,Mechanical,5,16,N/B,8777
08-Nov-19,35,7:52:00 AM,Friday,Pioneer Village,Mechanical,4,9,S/B,3282
08-Nov-19,65,8:00:00 AM,Friday,Entire route,General Delay,10,23,N/B,
08-Nov-19,129,8:00:00 AM,Friday,Scarborough Town Center to Major MacKenzie,General Delay,8,32,S/B,
08-Nov-19,5,8:01:00 AM,Friday,DUPONT/AVENUE ROAD,Investigation,13,29,N/B,1278
08-Nov-19,29,8:04:00 AM,Friday,Wilson Station,Mechanical,8,16,S/B,9052
08-Nov-19,75,8:14:00 AM,Friday,Bloor and Sherbourne,Mechanical,5,11,B/W,8308
08-Nov-19,32,8:47:00 AM,Friday,Pine and Lawrence,Vision,9,19,E/B,1002
08-Nov-19,45,9:01:00 AM,Friday,Kipling and Bethridge,Mechanical,8,16,S/B,8074
08-Nov-19,94,9:03:00 AM,Friday,Sherbourne and Wellesley,Diversion,220,227,B/W,
08-Nov-19,94,9:08:00 AM,Friday,Wellesley and Sherbourne,Utilized Off Route,14,28,E/B,1626
08-Nov-19,25,9:14:00 AM,Friday,York Mills Road,Investigation,9,18,N/B,8791
08-Nov-19,935,9:17:00 AM,Friday,Jane stn,Mechanical,9,18,N/B,3307
08-Nov-19,8,9:24:00 AM,Friday,Broadview Station,Investigation,15,30,N/B,8947
08-Nov-19,95,9:28:00 AM,Friday,Don Mills and and York mills,General Delay,15,25,W/B,
08-Nov-19,32,9:30:00 AM,Friday,Marlee and Eglinton,Mechanical,3,10,W/B,1258
08-Nov-19,100,9:34:00 AM,Friday,Broadview and Cosburn,Investigation,6,13,B/W,8662
08-Nov-19,90,10:02:00 AM,Friday,Kenwood ave/Vaughan,Mechanical,10,20,N/B,1293
08-Nov-19,94,10:08:00 AM,Friday,CAST,Utilized Off Route,14,28,B/W,1626
08-Nov-19,84,10:13:00 AM,Friday,North over street on Sheppard,Mechanical,8,16,E/B,3565
08-Nov-19,600,10:28:00 AM,Friday,warden station,Utilized Off Route,1,1,S/B,8688
08-Nov-19,20,10:29:00 AM,Friday,Midland/ Wolfe Ave,Mechanical,15,30,S/B,8571
08-Nov-19,600,10:29:00 AM,Friday,warden station,Utilized Off Route,1,1,S/B,7049
08-Nov-19,63,10:35:00 AM,Friday,Oakwood Loop,Utilized Off Route,10,20,S/B,8310
08-Nov-19,63,10:41:00 AM,Friday,Atlantic & King,Utilized Off Route,10,20,N/B,8317
08-Nov-19,935,10:45:00 AM,Friday,Jane / Clare,Emergency Services,9,18,S/B,3185
08-Nov-19,700,10:47:00 AM,Friday,Eglinton division,Utilized Off Route,,,S/B,8812
08-Nov-19,34,11:20:00 AM,Friday,Eglinton Ave and Victoria Park,Investigation,5,15,E/B,8822
08-Nov-19,32,11:28:00 AM,Friday,Renforth station,Mechanical,11,22,E/B,1262
08-Nov-19,35,11:31:00 AM,Friday,Pioneer stn,Mechanical,7,14,S/B,3339
08-Nov-19,935,11:51:00 AM,Friday,Jane and Yewtree,Investigation,10,20,N/B,3521
08-Nov-19,935,12:05:00 PM,Friday,Jane and Yewtree,Investigation,10,20,N/B,3185
08-Nov-19,53,12:06:00 PM,Friday,Brimley,Investigation,5,10,E/B,3457
08-Nov-19,94,12:34:00 PM,Friday,Castle Frank Subway Station,Mechanical,7,14,W/B,1626
08-Nov-19,67,12:42:00 PM,Friday,Pharmacy Ave/Knightsbridge Rd,Diversion,45,60,B/W,8815
08-Nov-19,960,1:00:00 PM,Friday,Finch station to Pioneer Village stn,General Delay,20,30,B/W,
08-Nov-19,60,1:00:00 PM,Friday,Whole route,General Delay,30,40,B/W,
08-Nov-19,935,1:00:00 PM,Friday,Pioneer Village - Jane Station,General Delay,15,30,B/W,3595
08-Nov-19,35,1:00:00 PM,Friday,Pioneer Village - Jane Street,General Delay,15,30,B/W,3491
08-Nov-19,54,1:01:00 PM,Friday,Lawrence and Midland,Investigation,12,24,E/B,8896
08-Nov-19,165,1:38:00 PM,Friday,Finch & Weston,Mechanical,12,24,N/B,3572
08-Nov-19,29,1:46:00 PM,Friday,Lawrence to Yorkdale BW,General Delay,45,50,B/W,
08-Nov-19,929,1:46:00 PM,Friday,Between Lawrence to Yorkdale,General Delay,45,50,B/W,
08-Nov-19,29,1:46:00 PM,Friday,Lawrence to York Dale,Diversion,8,16,N/B,
08-Nov-19,929,1:46:00 PM,Friday,Lawrence to Yorkdale,Diversion,45,50,N/B,
08-Nov-19,72,2:00:00 PM,Friday,Pape Station to Front and Bay,General Delay,15,34,B/W,
08-Nov-19,121,2:00:00 PM,Friday,Mill St. and Cherry St. to Prince's Gate,General Delay,15,35,B/W,
08-Nov-19,72,2:00:00 PM,Friday,"On Commissioners, at The Don Roadway",Diversion,456,477,B/W,
08-Nov-19,36,2:15:00 PM,Friday,Weston Road,Mechanical,5,10,E/B,6963
08-Nov-19,50,2:24:00 PM,Friday,Islington Station,Mechanical,20,40,N/B,7971
08-Nov-19,52,2:30:00 PM,Friday,Lawrence route,General Delay,20,40,B/W,8188
08-Nov-19,34,2:36:00 PM,Friday,Eglinton Yard,Mechanical,0,0,OB,8795
08-Nov-19,110,2:38:00 PM,Friday,Lakeshore and Islington,Utilized Off Route,12,24,S/B,8043
08-Nov-19,144,2:39:00 PM,Friday,EglintonYArd,Mechanical,0,0,OB,8660
08-Nov-19,116,2:39:00 PM,Friday,Eglinton Yard,Mechanical,0,0,OB,8635
08-Nov-19,34,2:44:00 PM,Friday,Eglinton Yard,Mechanical,0,0,OB,8740
08-Nov-19,144,2:45:00 PM,Friday,EglintonYArd,Mechanical,0,0,OB,8783
08-Nov-19,14,2:45:00 PM,Friday,Davisville Station,Late Leaving Garage - Operator,17,34,W/B,1423
08-Nov-19,68,2:47:00 PM,Friday,EglintonYard,Mechanical,0,0,OB,8915
08-Nov-19,25,2:47:00 PM,Friday,EglintonYard,Mechanical,0,0,OB,8716
08-Nov-19,54,2:48:00 PM,Friday,EglintonYArd,Mechanical,0,0,OB,8622
08-Nov-19,927,3:00:00 PM,Friday,Steeles and Martin Grove,Mechanical,6,12,N/B,3213
08-Nov-19,25,3:00:00 PM,Friday,Between Pape Stn and DonMIlls/Steeles,General Delay,25,31,B/W,
08-Nov-19,40,3:00:00 PM,Friday,Entire Route,General Delay,15,22,B/W,
08-Nov-19,70,3:00:00 PM,Friday,Between Coxwell Station and Craigton/Pharmacy and/or Warden Stn,General Delay,25,31,B/W,
08-Nov-19,22,3:00:00 PM,Friday,Between Coxwell Stn and Queen/Coxwell,General Delay,15,21,B/W,
08-Nov-19,960,3:00:00 PM,Friday,Finch station,Utilized Off Route,10,20,W/B,3528
08-Nov-19,91,3:00:00 PM,Friday,Between Woodbine Stn and YorkMills,General Delay,21,35,B/W,
08-Nov-19,925,3:00:00 PM,Friday,Between Pape Stn and DonMills/Steeles,General Delay,35,41,B/W,
08-Nov-19,92,3:00:00 PM,Friday,Between Woodbine Stn and Beach,General Delay,15,21,B/W,
08-Nov-19,68,3:01:00 PM,Friday,Eglinton Yard,Mechanical,0,0,OB,8692
08-Nov-19,953,3:12:00 PM,Friday,Finch station,Late Leaving Garage - Mechanical,5,10,E/B,9057
08-Nov-19,131,3:15:00 PM,Friday,Scarborough Town Centre,Mechanical,16,30,E/B,1299
08-Nov-19,91,3:18:00 PM,Friday,CASS,Mechanical,1,1,S/B,9213
08-Nov-19,86,3:20:00 PM,Friday,EglintonYArd,Mechanical,0,0,OB,8900
08-Nov-19,986,3:22:00 PM,Friday,Eglinton Yard,Mechanical,0,0,OB,8643
08-Nov-19,52,3:25:00 PM,Friday,Caledonia on Lawrence,Mechanical,14,28,E/B,1248
08-Nov-19,953,3:27:00 PM,Friday,Finch station,Utilized Off Route,5,10,bw,9094
08-Nov-19,80,3:30:00 PM,Friday,Entire Route,General Delay,25,45,B/W,
08-Nov-19,29,3:36:00 PM,Friday,Duffeerine Stn,Mechanical,8,16,N/B,9139
08-Nov-19,123,3:41:00 PM,Friday,Kipling Station,Mechanical,16,32,W/B,8415
08-Nov-19,167,3:45:00 PM,Friday,Pharmacy ave and Huntingdale Blvd,Investigation,30,60,N/B,9215
08-Nov-19,43,3:52:00 PM,Friday,Kennedy at Treverton Dr,Mechanical,15,30,N/B,8737
08-Nov-19,60,4:00:00 PM,Friday,Finch station,Utilized Off Route,10,20,W/B,3279
08-Nov-19,37,4:00:00 PM,Friday,Bothways along the route.,General Delay,20,10,B/W,
08-Nov-19,112,4:05:00 PM,Friday,Wellesworth & Eringate,Emergency Services,8,15,N/B,8436
08-Nov-19,85,4:05:00 PM,Friday,Don Mills Stn,Utilized Off Route,13,26,E/B,3410
08-Nov-19,59,4:11:00 PM,Friday,Jane and Church,Mechanical,28,56,N/B,3249
08-Nov-19,97,4:20:00 PM,Friday,Dundas and yonge,Mechanical,30,60,S/B,8205
08-Nov-19,6,4:34:00 PM,Friday,"On Bay, at Wellesley",Investigation,8,15,S/B,1071
08-Nov-19,986,4:57:00 PM,Friday,Kennedy STN,Investigation,10,20,E/B,8890
08-Nov-19,85,5:00:00 PM,Friday,Don Mills Stn to Victoria park ave,General Delay,180,190,B/W,
08-Nov-19,24,5:00:00 PM,Friday,Victoria Park from Sheppard to Victoria Park Station,General Delay,39,48,B/W,
08-Nov-19,939,5:00:00 PM,Friday,McCawan and Sheppard,Mechanical,12,24,E/B,1530
08-Nov-19,63,5:09:00 PM,Friday,St.Clair and Oakwood,Investigation,10,20,N/B,8366
08-Nov-19,985,5:15:00 PM,Friday,Don Mills Stn to Vitoria Park and Victoria park to Warden,General Delay,180,190,B/W,
08-Nov-19,109,5:30:00 PM,Friday,Marlee and Lawrence,General Delay,15,30,N/B,
08-Nov-19,984,5:30:00 PM,Friday,Sheppard West Station,Investigation,9,18,W/B,3272
08-Nov-19,91,5:34:00 PM,Friday,Woodbine Stn,Investigation,14,28,N/B,8489
08-Nov-19,92,5:36:00 PM,Friday,Woodbine Stn,Investigation,12,24,S/B,8519
08-Nov-19,59,5:45:00 PM,Friday,Lawrence and Caledonia,General Delay,15,30,W/B,
08-Nov-19,87,5:48:00 PM,Friday,Main St Station,Utilized Off Route,7,14,W/B,9235
08-Nov-19,63,5:55:00 PM,Friday,Oakwood Loop,Mechanical,10,20,S/B,8164
