ward,cc,neighbor_avg,transfer_avg,mean_random,cc_normalized,ward_name,period
14,0.005399755890507751,0.49376584545855373,0.17195767195767198,0.029513888888888888,0.18295643487838026,Toronto-Danforth,EV
15,0.00980381851710137,0.37794246031746054,0.11431972789115644,0.022204081632653062,0.4415322677738668,Don Valley West,EV
16,0.006252713078516757,0.4041377013092345,0.16271289537712896,0.030262667163940542,0.2066147390328891,Don Valley East,EV
17,0.00913320461265267,0.4514485844842987,0.1643217893217893,0.03466483011937557,0.2634717833954638,Don Valley North,EV
18,0.0034057666994624512,0.3865807494495384,0.13164251207729472,0.02888048729258559,0.11792622004465986,Willowdale,EV
19,0.0031931536561177823,0.340462718009014,0.11078042328042328,0.024843773814967232,0.12852933213367343,Beaches-East York,EV
20,0.005824556862594183,0.4137158654931166,0.155608214849921,0.0200354888704207,0.29071199112057805,Scarborough Southwest,EV
21,0.006499954694499954,0.4560595961474869,0.16365947420634921,0.022406684027777776,0.2900899877216057,Scarborough Centre,EV
22,0.008930074018256035,0.47325690770135204,0.18447971781305114,0.03478737997256516,0.25670441479923695,Scarborough-Agincourt,EV
23,0.004497375485777649,0.40629739156809225,0.15988019411586288,0.026613655726398636,0.1689875127270324,Scarborough North,EV
24,0.009586979305292948,0.5406159420289851,0.175776397515528,0.035689981096408314,0.2686182231197018,Scarborough-Guildwood,EV
25,0.004958878923234539,0.31852663355730826,0.0871676891615542,0.023636568933719748,0.2097969014513033,Scarborough-Rouge Park,EV
