0:49:35.730545,0,0,25494332
1:06:50.942605,10,500,25472117
1:52:15.967526,20,1000,25449168
2:42:33.834809,30,1500,25427069
3:27:25.703416,40,2000,25405428
3:58:58.416865,50,2500,25383312
4:20:22.324541,60,3000,25361766
4:34:56.735898,70,3500,25339571
4:44:22.200570,80,4000,25316726
4:50:42.183712,90,4500,25293387
4:54:44.273214,100,5000,25271226
4:57:52.963907,110,5500,25249452
5:00:43.186684,120,6000,25227062
5:03:23.101325,130,6500,25205267
5:05:57.058333,140,7000,25183741
5:08:25.332382,150,7500,25160633
5:10:54.225862,160,8000,25137138
5:13:17.335464,170,8500,25115035
5:15:41.397079,180,9000,25092416
5:18:03.450954,190,9500,25070242
0:02:26.433263,0,0,25494332
0:16:34.599891,10,500,25471804
0:33:13.089071,20,1000,25449069
0:58:36.652421,30,1500,25427063
1:37:25.491025,40,2000,25405072
2:07:14.759996,50,2500,25381938
2:25:58.817425,60,3000,25359905
2:34:35.039974,70,3500,25336294
2:40:07.724020,80,4000,25314392
2:44:39.837295,90,4500,25291075
2:48:44.351551,100,5000,25269219
2:52:33.364240,110,5500,25247404
2:56:16.935842,120,6000,25224830
3:00:02.195127,130,6500,25203584
3:03:43.097663,140,7000,25181425
3:07:36.119418,150,7500,25159662
3:11:44.848649,160,8000,25137294
3:15:58.733280,170,8500,25114568
3:20:27.343597,180,9000,25090961
3:25:02.915993,190,9500,25069145
