0:56:07.589301,0,0,25494332
1:15:10.937093,10,10,25492852
1:32:19.306893,20,20,25491353
1:49:49.940563,30,30,25489881
2:07:07.037882,40,40,25488410
2:24:13.503350,50,50,25486894
2:40:35.630111,60,100,25479762
2:56:48.869826,70,150,25474107
3:13:21.978496,80,200,25470007
3:30:01.881847,90,250,25466157
3:46:36.580293,100,300,25462461
4:03:35.208899,110,550,25445232
4:20:29.527757,120,800,25428565
4:37:21.932784,130,1050,25413759
4:54:59.960240,140,1300,25398753
5:13:20.078017,150,1550,25384670
5:31:56.106555,160,2050,25356209
5:56:13.071875,170,2550,25327613
6:42:24.089667,180,3050,25301966
7:22:27.266502,190,3550,25278725
7:54:39.986539,200,4050,25254206
8:14:22.070565,210,5050,25210114
8:23:13.442453,220,6050,25170095
8:27:28.568811,230,7050,25135651
8:30:17.170126,240,8050,25105128
8:32:52.922706,250,9050,25076873
0:02:31.380016,0,0,25494332
0:15:42.186137,10,10,25492851
0:29:32.528468,20,20,25491365
0:44:09.454455,30,30,25489881
0:58:44.242657,40,40,25488410
1:13:25.099756,50,50,25486906
1:28:16.443184,60,100,25479831
1:42:57.599644,70,150,25473897
1:57:59.888564,80,200,25470041
2:12:46.628048,90,250,25466692
2:27:36.788956,100,300,25462902
2:42:46.575986,110,550,25445635
2:58:14.373792,120,800,25429805
3:13:58.542164,130,1050,25415183
3:30:31.216869,140,1300,25400601
3:46:59.838481,150,1550,25388156
4:03:39.564560,160,2050,25359877
4:26:05.559113,170,2550,25332573
5:09:24.100840,180,3050,25306202
5:49:25.108912,190,3550,25280837
6:22:55.378950,200,4050,25257486
6:46:57.381068,210,5050,25213451
6:56:05.323954,220,6050,25172603
6:59:26.850177,230,7050,25136610
7:01:42.706196,240,8050,25106424
7:03:44.505764,250,9050,25078521
