0:49:51.150749,0,0,25494332
1:04:59.026475,10,500,25472526
1:24:34.917206,20,1000,25450036
1:45:52.443762,30,1500,25428499
2:24:32.901731,40,2000,25405623
3:00:27.026528,50,2500,25382454
3:23:02.189700,60,3000,25360262
3:37:32.866902,70,3500,25338313
3:46:48.292814,80,4000,25316773
3:52:52.613709,90,4500,25294562
3:57:16.642515,100,5000,25271296
4:00:57.598267,110,5500,25248660
4:04:20.028271,120,6000,25226260
4:07:32.497026,130,6500,25203664
4:10:36.556306,140,7000,25180766
4:13:39.141829,150,7500,25157454
4:16:45.288977,160,8000,25136042
4:19:51.281097,170,8500,25115051
4:23:01.163398,180,9000,25092995
4:26:15.516484,190,9500,25071186
0:02:29.835103,0,0,25494332
0:16:09.391391,10,500,25471392
0:32:24.801734,20,1000,25448738
1:02:16.289264,30,1500,25426885
1:38:22.893161,40,2000,25404056
2:05:10.922967,50,2500,25381415
2:23:13.994779,60,3000,25359649
2:34:01.519797,70,3500,25337712
2:41:24.001439,80,4000,25315504
2:46:30.024892,90,4500,25292347
2:50:28.555607,100,5000,25270839
2:54:13.905138,110,5500,25248686
2:58:01.438811,120,6000,25225680
3:01:42.325665,130,6500,25203307
3:05:29.127974,140,7000,25182365
3:09:28.943419,150,7500,25158733
3:13:39.894954,160,8000,25136699
3:17:58.155842,170,8500,25114171
3:22:29.599384,180,9000,25092380
3:27:06.453742,190,9500,25069791
