0:47:12.215451,0,0,23203653,Bus Route
1:04:26.824854,10,10,23202626,Bus Route
1:21:24.940868,20,20,23202341,Bus Route
1:37:40.960497,30,50,23200458,Bus Route
1:53:53.208968,40,100,23197483,Bus Route
2:09:25.873498,50,150,23194552,Bus Route
2:25:34.494331,60,250,23189348,Bus Route
2:42:10.480463,70,350,23184744,Bus Route
2:58:03.482559,80,525,23177068,Bus Route
3:13:18.999080,90,775,23164523,Bus Route
3:28:48.013968,100,1025,23153416,Bus Route
3:43:49.825089,110,1525,23131801,Bus Route
3:58:18.266857,120,2025,23112863,Bus Route
4:13:28.852517,130,2525,23095773,Bus Route
4:32:56.497246,140,3025,23078722,Bus Route
4:48:03.780825,150,3525,23062592,Bus Route
5:31:07.464337,160,4525,23031439,Bus Route
6:12:04.735684,170,5525,23006319,Bus Route
6:30:30.757607,0,0,23203653,Frequent Bus Route
6:45:43.392624,10,10,23202148,Frequent Bus Route
7:00:22.835822,20,20,23200841,Frequent Bus Route
7:15:05.331056,30,50,23197567,Frequent Bus Route
7:29:44.839766,40,100,23192373,Frequent Bus Route
7:44:31.413713,50,150,23187640,Frequent Bus Route
7:59:31.533037,60,250,23178245,Frequent Bus Route
8:14:36.159649,70,350,23168486,Frequent Bus Route
8:29:23.631256,80,525,23153476,Frequent Bus Route
8:43:52.500099,90,775,23132294,Frequent Bus Route
8:57:53.537563,100,1025,23111957,Frequent Bus Route
9:12:18.529226,110,1525,23075804,Frequent Bus Route
9:27:40.290343,120,2025,23044750,Frequent Bus Route
9:43:11.640144,130,2525,23018304,Frequent Bus Route
0:02:29.944607,0,0,23203653,Inner Subway Station
0:16:17.591601,10,10,23202045,Inner Subway Station
0:30:11.932615,20,20,23200479,Inner Subway Station
0:44:48.908442,30,50,23195688,Inner Subway Station
0:58:25.055033,0,0,23203653,Outer Subway Station
1:12:12.851259,10,10,23202086,Outer Subway Station
1:26:14.975617,20,20,23200804,Outer Subway Station
1:40:52.294254,30,50,23197188,Outer Subway Station
1:43:46.781034,0,0,23203653,Streetcar Route
1:57:11.125551,10,10,23202727,Streetcar Route
2:10:28.263868,20,20,23201803,Streetcar Route
2:24:00.173892,30,50,23198584,Streetcar Route
2:37:54.442270,40,100,23194039,Streetcar Route
2:51:17.560519,50,150,23189395,Streetcar Route
3:04:40.458073,60,250,23181306,Streetcar Route
3:18:00.018019,70,350,23173026,Streetcar Route
3:31:40.082117,80,525,23158783,Streetcar Route
3:44:55.623496,90,775,23141450,Streetcar Route
3:47:38.037992,0,0,23203653,Bus Route
4:01:40.417267,10,10,23202626,Bus Route
4:15:10.895538,20,20,23202246,Bus Route
4:28:25.763601,30,50,23200505,Bus Route
4:42:01.059726,40,100,23197460,Bus Route
4:56:13.006740,50,150,23194940,Bus Route
5:09:57.184238,60,250,23189826,Bus Route
5:23:45.500102,70,350,23185342,Bus Route
5:37:39.324423,80,525,23177690,Bus Route
5:51:01.931577,90,775,23165919,Bus Route
6:04:14.601452,100,1025,23154241,Bus Route
6:17:35.933125,110,1525,23132495,Bus Route
6:31:09.219471,120,2025,23112634,Bus Route
6:53:43.767111,130,2525,23095671,Bus Route
7:51:38.207128,140,3025,23078759,Bus Route
8:45:29.723071,150,3525,23062363,Bus Route
9:32:31.847450,160,4525,23033417,Bus Route
10:12:15.054638,170,5525,23007545,Bus Route
10:30:52.247765,0,0,23203653,Frequent Bus Route
10:44:39.492799,10,10,23202148,Frequent Bus Route
10:58:34.394179,20,20,23200781,Frequent Bus Route
11:11:56.560591,30,50,23197550,Frequent Bus Route
11:25:28.121357,40,100,23192458,Frequent Bus Route
11:39:22.144144,50,150,23187658,Frequent Bus Route
11:52:46.297649,60,250,23178157,Frequent Bus Route
12:06:28.208537,70,350,23169131,Frequent Bus Route
12:19:30.321346,80,525,23153929,Frequent Bus Route
12:32:38.331305,90,775,23132058,Frequent Bus Route
12:45:27.225594,100,1025,23111820,Frequent Bus Route
12:57:28.346040,110,1525,23076258,Frequent Bus Route
13:08:06.713690,120,2025,23045026,Frequent Bus Route
13:20:47.218907,130,2525,23018054,Frequent Bus Route
