0:45:39.250554,0,0,23203653
1:02:11.254032,10,10,23202051
1:18:55.067562,20,20,23200476
1:34:47.436649,30,30,23198870
1:51:05.690235,40,40,23197258
2:08:40.355108,50,50,23195687
2:26:23.513958,60,100,23188186
2:44:54.101054,70,150,23181679
3:03:23.328911,80,200,23177302
3:23:02.016347,90,250,23172629
3:45:15.344170,100,300,23168003
4:07:45.741462,110,550,23147374
4:26:52.154284,120,800,23128072
4:46:00.574458,130,1050,23110187
5:03:56.927601,140,1300,23093076
5:21:28.098866,150,1550,23074485
5:39:19.297113,160,2050,23042981
5:57:20.017017,170,2550,23011538
6:14:47.725179,180,3050,22982715
6:42:23.028483,190,3550,22953786
7:09:37.289628,200,4050,22927238
7:29:17.454820,210,5050,22881202
7:38:19.804119,220,6050,22838506
7:43:35.547015,230,7050,22797267
7:47:43.528630,240,8050,22763782
7:51:42.556692,250,9050,22732702
0:02:39.584581,0,0,23203653
0:16:06.141199,10,10,23202045
0:29:38.554633,20,20,23200479
0:43:40.704472,30,30,23198870
0:57:33.383042,40,40,23197263
1:12:09.889585,50,50,23195682
1:26:56.467943,60,100,23188497
1:42:08.232591,70,150,23181797
1:57:07.832518,80,200,23176993
2:12:11.956393,90,250,23172335
2:27:39.022661,100,300,23167843
2:43:14.531285,110,550,23147635
2:58:41.571928,120,800,23129204
3:14:11.398281,130,1050,23111910
3:29:29.032389,140,1300,23095398
3:44:51.100619,150,1550,23077707
4:00:00.243041,160,2050,23044181
4:15:36.569246,170,2550,23012255
4:32:44.093306,180,3050,22982793
4:58:58.237653,190,3550,22954398
5:28:14.316490,200,4050,22927778
5:45:50.227395,210,5050,22881373
5:54:03.747811,220,6050,22838727
5:58:19.132016,230,7050,22799557
6:01:32.959732,240,8050,22764907
6:04:30.933339,250,9050,22733302
